"Project","Provider","CLIN","Effort","Activity","Control Account","ECP/REA","Change Code","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish"
"316","1","BP          ","BP-0030     ","   ","","BP-0030   ","    ","80","1","14","510","510","900","900","0","947152","    L3100-000008","10","POWER PANELS LCS 4            ","1608","0","0.00","20.00","0.00","0.00","6.35","20.00","0.00","0.00","0.00","26.35","0.00","0.00","","","",""
"","","","BP-0030      Total","","","","","","","","","","","","","","","","","","","0.00","20.00","0.00","0.00","6.35","20.00","0.00","0.00","0.00","26.35","","","","","",""
"316","1","BP          ","BP-0031     ","   ","","          ","    ","80","1","14","510","510","900","900","0","947072","    L3100-000001","10","TCDL ACU/VDU SCREENS          ","1608","25","0.00","20.00","0.00","5.00","31.55","13.00","0.00","0.00","0.00","44.55","0.00","0.16","","","",""
"","","","BP-0031      Total","","","","","","","","","","","","","","","","","","","0.00","20.00","0.00","5.00","31.55","13.00","0.00","0.00","0.00","44.55","","","","","",""
"316","1","BP          ","BP-0032     ","0","                                        ","BP-0032   ","    ","993","9","19","600","645","S    ","S00   ","9","296380","    S0000-993001","10","BOAT DAVIT WINCH MOTOR        ","77","100","0.00","9.00","0.00","9.00","64.00","0.00","0.00","0.00","0.00","64.00","0.00","0.14","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"316","1","BP          ","BP-0032     ","   ","","          ","    ","80","1","14","510","510","900","900","0","947100","    L3100-000002","10","BOAT DAVIT WINCH MOTOR        ","1608","0","0.00","20.00","0.00","0.00","32.20","19.00","0.00","0.00","0.00","51.20","0.00","0.00","","","",""
"","","","BP-0032      Total","","","","","","","","","","","","","","","","","","","0.00","29.00","0.00","9.00","96.20","19.00","0.00","0.00","0.00","115.20","","","","","",""
"316","1","BP          ","BP-0033     ","   ","","          ","    ","80","1","14","510","510","900","900","0","947101","    L3100-000003","10","LRHS ACTUATOR                 ","1608","0","0.00","20.00","0.00","0.00","2.75","20.00","0.00","0.00","0.00","22.75","0.00","0.00","","","",""
"","","","BP-0033      Total","","","","","","","","","","","","","","","","","","","0.00","20.00","0.00","0.00","2.75","20.00","0.00","0.00","0.00","22.75","","","","","",""
"316","1","BP          ","BP-0034     ","   ","","          ","    ","80","1","14","510","510","900","900","0","947102","    L3100-000004","10","LCS 7 COMBINING GEAR HUMIDITY ","1608","0","0.00","20.00","0.00","0.00","0.50","20.00","0.00","0.00","0.00","20.50","0.00","0.00","","","",""
"","","","BP-0034      Total","","","","","","","","","","","","","","","","","","","0.00","20.00","0.00","0.00","0.50","20.00","0.00","0.00","0.00","20.50","","","","","",""
"316","1","BP          ","BP-0035     ","   ","","BP-0035   ","    ","80","1","14","510","510","900","900","0","947109","    L3100-000005","10","A WINDLASS CLUTCH LEVER ASSBLY","1608","0","0.00","20.00","0.00","0.00","1.25","20.00","0.00","0.00","0.00","21.25","0.00","0.00","","","",""
"","","","BP-0035      Total","","","","","","","","","","","","","","","","","","","0.00","20.00","0.00","0.00","1.25","20.00","0.00","0.00","0.00","21.25","","","","","",""
"316","1","BP          ","BP-0036     ","   ","","BP-0036   ","    ","80","1","14","510","510","900","900","0","947114","    L3100-000006","10","LCS 3 ECHO SOUNDER TRANSDUCER ","1608","0","0.00","20.00","0.00","0.00","5.90","20.00","0.00","0.00","0.00","25.90","0.00","0.00","","","",""
"","","","BP-0036      Total","","","","","","","","","","","","","","","","","","","0.00","20.00","0.00","0.00","5.90","20.00","0.00","0.00","0.00","25.90","","","","","",""
"316","1","BP          ","BP-0037     ","   ","","BP-0037   ","    ","80","1","14","510","510","900","900","0","947115","    L3100-000007","10","LCS 5 TEN(10) UPS UNITS       ","1608","0","0.00","10.00","0.00","0.00","3.03","10.00","0.00","0.00","0.00","13.03","0.00","0.00","","","",""
"316","1","BP          ","BP-0037     ","   ","","BP-0037   ","    ","80","1","14","510","510","900","900","0","947290","    L3100-000009","10","STEER-REVERSE HYDRAULIC SKID  ","1608","0","0.00","10.00","0.00","0.00","0.00","10.00","0.00","0.00","0.00","10.00","","","","","",""
"","","","BP-0037      Total","","","","","","","","","","","","","","","","","","","0.00","20.00","0.00","0.00","3.03","20.00","0.00","0.00","0.00","23.03","","","","","",""
"316","1","618","CDS08       ","   ","","TI-04     ","    ","812","2","98","515","515","900","CDS08 ","0","946931","    L6110-900001","10","CDS08 TI-04 POST BASLINE CHANG","1507","26","881.00","3780.00","224.66","963.90","980.31","2814.20","0.00","0.00","0.00","3794.51","0.23","0.98","","","",""
"316","1","618","CDS08       ","   ","","PCW 576   ","    ","812","8","14","515","515","900","CDS08 ","0","946975","    L6110-900003","10","PCW-576 GOVERNMENT SPACE AT   ","1507","41","0.00","48.00","0.00","19.87","19.89","28.10","0.00","0.00","0.00","47.99","0.00","1.00","","","",""
"316","1","618","CDS08       ","   ","","PCW 710   ","    ","812","8","14","515","515","900","CDS08 ","0","946976","    L6110-900004","10","PCW-710 REMOVAL OF FIN STABIL ","1507","1","0.00","48.00","0.00","0.48","0.50","47.50","0.00","0.00","0.00","48.00","0.00","0.96","","","",""
"316","1","618","CDS08       ","   ","","PCW 886   ","    ","812","8","14","515","515","900","CDS08 ","0","946977","    L6110-900005","10","PCW-886(LCS-25) BASE-WEIGH    ","1507","25","0.00","48.00","0.00","12.00","12.02","36.00","0.00","0.00","0.00","48.02","0.00","1.00","","","",""
"316","1","618","CDS08       ","   ","","PCW 1031  ","    ","812","8","14","515","515","900","CDS08 ","0","946978","    L6110-900006","10","PCW-1031 GCCS-M SOFTWARE UPDA ","1507","100","0.00","48.00","0.00","48.00","43.90","0.00","0.00","0.00","0.00","43.90","0.00","1.09","","","",""
"316","1","618","CDS08       ","   ","","PCW 1096  ","    ","812","8","14","515","515","900","CDS08 ","0","946979","    L6110-900007","10","PCW-1096 AFFF COVERAGE IN WMZ ","1507","71","0.00","72.00","0.00","51.34","51.54","20.70","0.00","0.00","0.00","72.24","0.00","1.00","","","",""
"316","1","618","CDS08       ","   ","","PCW 1097  ","    ","812","8","14","515","515","900","CDS08 ","0","946980","    L6110-900008","10","PCW-1097 AFFF HOSE REEL DELETE","1507","100","0.00","48.00","0.00","48.00","56.00","0.00","0.00","0.00","0.00","56.00","0.00","0.86","","","",""
"316","1","618","CDS08       ","   ","","PCW 1101  ","    ","812","8","14","515","515","900","CDS08 ","0","946981","    L6110-900009","10","PCW-1101 EXCOMM TO TSCE       ","1507","58","0.00","48.00","0.00","27.70","27.69","20.31","0.00","0.00","0.00","48.00","0.00","1.00","","","",""
"316","1","618","CDS08       ","   ","","PCW 1119  ","    ","812","8","14","515","515","900","CDS08 ","0","946982","    L6110-900010","10","PCW-1119 FALL PROTECTION      ","1507","2","0.00","48.00","0.00","1.01","1.00","47.00","0.00","0.00","0.00","48.00","0.00","1.01","","","",""
"316","1","618","CDS08       ","   ","","PCW 1119  ","    ","812","8","14","515","515","900","CDS08 ","0","946983","    L6110-900011","10","PCW-1119 FALL PROTECTION TSR  ","1507","2","0.00","48.00","0.00","1.06","1.07","46.90","0.00","0.00","0.00","47.97","0.00","0.99","","","",""
