"Project","Provider","CLIN","Effort","Activity","Control Account","ECP/REA","Change Code","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish"
"316","1","618","CDS08       ","   ","","PCW 1129  ","    ","812","8","14","515","515","900","CDS08 ","0","946987","    L6110-900012","10","PCW-1129 P25 SIWCS EQUIPMENT  ","1507","17","0.00","48.00","0.00","8.11","8.10","39.90","0.00","0.00","0.00","48.00","0.00","1.00","","","",""
"316","1","618","CDS08       ","   ","","PCW 1145  ","    ","812","8","14","515","515","900","CDS08 ","0","947046","    L6110-900013","10","PCW 1145 WEAPONS MODULE ICD   ","1507","0","0.00","48.00","0.00","0.00","0.00","48.00","0.00","0.00","0.00","48.00","","","","","",""
"316","1","618","CDS08       ","   ","","PCW 1165  ","    ","812","8","14","515","515","900","CDS08 ","0","947047","    L6110-900014","10","PCW 1165 EBEM NOMENCLATURE    ","1507","0","0.00","48.00","0.00","0.00","0.00","24.00","0.00","0.00","0.00","24.00","","","","","",""
"316","1","618","CDS08       ","   ","","PCW 1117  ","    ","812","8","14","515","515","900","CDS08 ","0","947048","    L6110-900015","10","PCW 1117 SSDG INTERLOCKS      ","1507","100","0.00","120.00","0.00","120.00","6.38","0.00","0.00","0.00","0.00","6.38","0.00","18.81","","","",""
"316","1","618","CDS08       ","   ","","AC-082    ","    ","812","8","14","515","515","900","CDS08 ","0","947118","    L6110-900016","10","AC-082 DIESEL FUEL TANKS CTP  ","1507","52","0.00","48.00","0.00","24.96","24.94","23.10","0.00","0.00","0.00","48.04","0.00","1.00","","","",""
"316","1","618","CDS08       ","   ","","BSCN-62   ","    ","812","8","14","515","515","900","CDS08 ","0","947125","    L6110-900017","10","BSCN 062 BUILD SPEC UPDATE CTP","1507","7","0.00","48.00","0.00","3.22","3.23","44.70","0.00","0.00","0.00","47.93","0.00","1.00","","","",""
"316","1","618","CDS08       ","   ","","CACN-41   ","    ","812","8","14","515","515","900","CDS08 ","0","947126","    L6110-900018","10","CACN-041 SCHEDULE ""A""&""D"" CTP ","1507","7","0.00","48.00","0.00","3.50","3.52","44.50","0.00","0.00","0.00","48.02","0.00","1.00","","","",""
"316","1","618","CDS08       ","   ","","BSCN-62   ","    ","812","8","14","515","515","900","CDS08 ","0","947194","    L6110-900019","10","PCW-1192 BUILD SPEC MODIFY CTP","1507","1","0.00","48.00","0.00","0.48","0.50","47.50","0.00","0.00","0.00","48.00","0.00","0.96","","","",""
"316","1","618","CDS08       ","   ","","PCW 1031  ","    ","812","8","14","515","515","900","CDS08 ","0","947215","    L6110-900020","10","PCW 1031 GCCS-M SOFTWARE UPDT ","1507","55","0.00","48.00","0.00","26.40","26.59","21.61","0.00","0.00","0.00","48.20","0.00","0.99","","","",""
"316","1","618","CDS08       ","   ","","PCW 1193  ","    ","812","8","14","515","515","900","CDS08 ","0","947216","    L6110-900021","10","PCW 1193 WELDING GAP SIZE     ","1507","23","0.00","48.00","0.00","11.09","11.07","36.90","0.00","0.00","0.00","47.97","0.00","1.00","","","",""
"316","1","618","CDS08       ","   ","","PCW 1199  ","    ","812","8","14","515","515","900","CDS08 ","0","947270","    L6110-900022","10","PCW 1199 ADD SATCOM LINK 16   ","1507","10","0.00","80.00","0.00","8.32","9.13","71.70","0.00","0.00","0.00","80.83","0.00","0.91","","","",""
"316","1","618","CDS08       ","   ","","PCW 1206  ","    ","812","8","14","515","515","900","CDS08 ","0","947271","    L6110-900023","10","PCW 1206 UPDATE REF FOUNDATION","1507","3","0.00","80.00","0.00","2.24","11.06","77.70","0.00","0.00","0.00","88.76","0.00","0.20","","","",""
"316","1","618","CDS08       ","   ","","PCW 1201  ","    ","812","8","14","515","515","900","CDS08 ","0","947272","    L6110-900024","10","PCW 1201 NAS CAPACITY INCREASE","1507","20","0.00","48.00","0.00","9.55","9.55","38.50","0.00","0.00","0.00","48.05","0.00","1.00","","","",""
"316","1","618","CDS08       ","   ","","PCW 1202  ","    ","812","8","14","515","515","900","CDS08 ","0","947273","    L6110-900025","10","PCW 1202 WBR 2000 AUDIO       ","1507","0","0.00","80.00","0.00","0.00","0.80","80.00","0.00","0.00","0.00","80.80","0.00","0.00","","","",""
"316","1","618","CDS08       ","   ","","PCW 1203  ","    ","812","8","14","515","515","900","CDS08 ","0","947274","    L6110-900026","10","PCW 1203 ADD VHF CIRCUITS     ","1507","1","0.00","80.00","0.00","1.04","4.67","79.00","0.00","0.00","0.00","83.67","0.00","0.22","","","",""
"316","1","618","CDS08       ","   ","","PCW 1204  ","    ","812","8","14","515","515","900","CDS08 ","0","947275","    L6110-900027","10","PCW 1204 SYNTHETIC RADAR      ","1507","3","0.00","48.00","0.00","1.49","1.50","46.50","0.00","0.00","0.00","48.00","0.00","0.99","","","",""
"316","1","618","CDS08       ","   ","","PCW 1098  ","    ","812","8","14","515","515","900","CDS08 ","0","947282","    L6110-900028","10","PCW 1098 VOYAGE MGT SYSTEM    ","1507","37","0.00","48.00","0.00","17.62","27.29","30.36","0.00","0.00","0.00","57.65","0.00","0.65","","","",""
"316","1","618","CDS08       ","   ","","PCW 1206  ","    ","812","8","14","515","515","900","CDS08 ","0","947287","    L6110-900029","10","PCW 1206 REMOVE RMMV FROM BS  ","1507","1","0.00","80.00","0.00","0.80","2.20","79.50","0.00","0.00","0.00","81.70","0.00","0.36","","","",""
"316","1","618","CDS08       ","   ","","TI-04     ","    ","812","2","20","515","515","900","CDS08 ","0","946927","    L6110-990000","812","BUDGET PMO CLIN 0618 CDS08    ","1507","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","CDS08        Total","","","","","","","","","","","","","","","","","","","881.00","5332.00","224.66","1412.16","1344.45","3894.18","0.00","0.00","0.00","5238.63","","","","","",""
"316","1","618","CDS09       ","   ","","CDS09     ","    ","830","8","98","520","520","900","CDS09 ","0","946933","    L5200-000001","10","CDS09 CDS BLASS BASELINE      ","1526","99","323.00","323.00","319.77","319.77","6843.77","200.00","0.00","0.00","0.00","7043.77","0.05","0.05","","","",""
"316","1","618","CDS09       ","   ","","CDS09     ","    ","830","8","20","520","520","900","900","0","946929","    L5200-990000","830","BUDGET ENG CLIN 0618 CDS09    ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","CDS09        Total","","","","","","","","","","","","","","","","","","","323.00","323.00","319.77","319.77","6843.77","200.00","0.00","0.00","0.00","7043.77","","","","","",""
"316","1","618","CDS10       ","   ","","CDS10     ","    ","830","8","98","520","520","900","CDS10 ","0","946934","    L5200-000002","10","CDS10 LIAISON SRVS            ","1526","100","440.00","440.00","440.00","440.00","2780.53","0.00","0.00","0.00","0.00","2780.53","0.16","0.16","","","",""
"316","1","618","CDS10       ","   ","","CDS10     ","    ","830","8","98","520","520","900","CDS10 ","0","947276","    L5200-000003","10","CDS10 LIAISON SRV CONTINUATION","1526","10","0.00","4800.00","0.00","480.00","134.21","4700.00","0.00","0.00","0.00","4834.21","0.00","3.58","","","",""
"316","1","618","CDS10       ","   ","","CDS10     ","    ","830","8","20","520","520","900","CDS10 ","0","946930","    L5200-990001","830","BUDGET ENG CLIN 0618 CDS10    ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","CDS10        Total","","","","","","","","","","","","","","","","","","","440.00","5240.00","440.00","920.00","2914.74","4700.00","0.00","0.00","0.00","7614.74","","","","","",""
"316","1","618","CDS11       ","   ","","CDS11     ","    ","812","2","98","515","515","900","CDS11 ","0","946932","    L6110-900002","10","CDS11 CDS GENERAL REQUIREMENTS","1507","30","147.00","619.00","43.66","183.84","183.60","435.40","0.00","0.00","0.00","619.00","0.24","1.00","","","",""
"316","1","618","CDS11       ","   ","","CDS11     ","    ","812","2","20","515","515","900","CDS11 ","0","946928","    L6110-990001","812","BUDGET PMO CLIN 0618 CDS11    ","1507","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","CDS11        Total","","","","","","","","","","","","","","","","","","","147.00","619.00","43.66","183.84","183.60","435.40","0.00","0.00","0.00","619.00","","","","","",""
"","","","Grand Total","","","","","","","","","","","","","","","","","","","3435.00","22747.00","2012.51","5515.71","22684.58","18327.76","0.00","0.00","0.00","41012.34","0.089","0.243","","","",""
