"Project","Provider","CLIN","Effort","Activity","Control Account","ECP/REA","Change Code","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish"
"364","1","204","AWI-0017A   ","1","                                        ","AWI-0017A ","    ","992","9","98","621","621","900","900","46","299087","    L0900-992003","10","AWI-0017A TEMP SERVICE        ","52","0","73.00","73.00","0.00","0.00","0.00","73.00","0.00","0.00","0.00","73.00","","","9/21/2017","12/21/2018","9/21/2017","12/21/2018"
"364","1","204","AWI-0017A   ","1","                                        ","AWI-0017A ","    ","992","9","20","621","621","900","900","0","","    L6000-AWI17A","992","BUDGET CLIN 0204 AWI-0017A    ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","9/21/2017","12/21/2018","9/21/2017","12/21/2018"
"","","","AWI-0017A    Total","","","","","","","","","","","","","","","","","","","73.00","73.00","0.00","0.00","0.00","73.00","0.00","0.00","0.00","73.00","","","","","",""
"364","1","204","AWI-3200    ","1","                                        ","AWI-3200  ","    ","180","1","98","621","621","900","900","46","299074","    L1900-180001","10","AWI-3200 INSTL VMS DISPLAYS   ","52","0","225.00","225.00","0.00","0.00","0.00","225.00","0.00","0.00","0.00","225.00","","","9/21/2017","12/21/2018","9/21/2017","12/21/2018"
"364","1","204","AWI-3200    ","1","                                        ","AWI-3200  ","    ","180","1","20","621","621","900","900","0","","    L6000-AWI320","180","BUDGET CLIN 0204 AWI-3200     ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","9/21/2017","12/21/2018","9/21/2017","12/21/2018"
"","","","AWI-3200     Total","","","","","","","","","","","","","","","","","","","225.00","225.00","0.00","0.00","0.00","225.00","0.00","0.00","0.00","225.00","","","","","",""
"364","1","204","AWI-3238    ","1","                                        ","AWI-3238  ","    ","507","5","98","625","625","900","900","46","299083","    L5900-507002","10","AWI-3238 AMZ PLACARDS DECK    ","55","0","44.00","44.00","0.00","0.00","0.00","44.00","0.00","0.00","0.00","44.00","","","9/21/2017","12/21/2018","9/21/2017","12/21/2018"
"364","1","204","AWI-3238    ","1","                                        ","AWI-3238  ","    ","507","5","20","625","625","900","900","0","","    L6000-AWI323","507","BUDGET CLIN 0204 AWI-3238     ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","9/21/2017","12/21/2018","9/21/2017","12/21/2018"
"","","","AWI-3238     Total","","","","","","","","","","","","","","","","","","","44.00","44.00","0.00","0.00","0.00","44.00","0.00","0.00","0.00","44.00","","","","","",""
"364","1","204","AWI-3304    ","1","                                        ","AWI-3304  ","    ","301","3","20","626","626","900","900","0","","    L6000-AWI330","301","BUDGET CLIN 0204 AWI-3304     ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","9/21/2017","12/21/2018","9/21/2017","12/21/2018"
"364","1","204","AWI-3304    ","1","                                        ","AWI-3304  ","    ","301","3","98","626","626","900","900","46","299070","    L6900-301001","10","AWI-3304 ANALOG PHONES        ","56","0","100.00","100.00","0.00","0.00","0.00","100.00","0.00","0.00","0.00","100.00","","","9/21/2017","12/21/2018","9/21/2017","12/21/2018"
"","","","AWI-3304     Total","","","","","","","","","","","","","","","","","","","100.00","100.00","0.00","0.00","0.00","100.00","0.00","0.00","0.00","100.00","","","","","",""
"364","1","204","AWI-3349    ","1","                                        ","AWI-3349  ","    ","301","3","20","626","626","900","900","0","","    L6000-AWI334","301","BUDGET CLIN 0204 AWI-3349     ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","9/21/2017","12/21/2018","9/21/2017","12/21/2018"
"364","1","204","AWI-3349    ","1","                                        ","AWI-3349  ","    ","301","3","98","626","626","900","900","46","299185","    L6900-301002","10","AWI-3349 BEEP AND EAT INSTL   ","56","0","76.00","76.00","0.00","0.00","0.00","76.00","0.00","0.00","0.00","76.00","","","9/21/2017","12/21/2018","9/21/2017","12/21/2018"
"","","","AWI-3349     Total","","","","","","","","","","","","","","","","","","","76.00","76.00","0.00","0.00","0.00","76.00","0.00","0.00","0.00","76.00","","","","","",""
