"Project","Provider","CLIN","Effort","Activity","Control Account","ECP/REA","Change Code","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish"
"362","1","104","AWI-3200    ","1","                                        ","AWI-3200  ","    ","420","4","98","626","626","900","900","46","299614","    L6900-420001","10","AWI-3200VMS REMOTE DISPLAYS   ","56","0","10.00","10.00","0.00","0.00","0.00","10.00","0.00","0.00","0.00","10.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","AWI-3200     Total","","","","","","","","","","","","","","","","","","","10.00","10.00","0.00","0.00","0.00","10.00","0.00","0.00","0.00","10.00","","","","","",""
"362","1","104","AWI-3230    ","1","                                        ","AWI-3230  ","    ","992","9","98","621","621","900","900","46","298810","    L0900-992008","10","AWI-3230 INST TEMP FENDER SYST","52","50","10.00","10.00","5.00","5.00","31.00","1.00","0.00","0.00","0.00","32.00","0.16","0.16","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","104","AWI-3230    ","1","                                        ","AWI-3230  ","    ","992","9","20","621","621","900","900","0","","    L6000-003230","992","BUDGET CLIN 0104 AWI-3230     ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","AWI-3230     Total","","","","","","","","","","","","","","","","","","","10.00","10.00","5.00","5.00","31.00","1.00","0.00","0.00","0.00","32.00","","","","","",""
"362","1","104","AWI-3238    ","1","                                        ","AWI-3238  ","    ","602","6","98","625","625","900","900","46","287901","    L5900-602005","10","AWI-3238 AMZ PLACARDS DECK    ","55","100","27.00","27.00","27.00","27.00","31.00","0.00","0.00","0.00","0.00","31.00","0.87","0.87","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","104","AWI-3238    ","1","                                        ","AWI-3238  ","    ","602","6","20","625","625","900","900","0","","    L6000-AWI323","602","BUDGET CLIN 0104 AWI-3238     ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","AWI-3238     Total","","","","","","","","","","","","","","","","","","","27.00","27.00","27.00","27.00","31.00","0.00","0.00","0.00","0.00","31.00","","","","","",""
"362","1","104","AWI-3304    ","1","                                        ","AWI-3304  ","    ","432","4","20","626","626","900","900","0","","    L6000-AWI330","432","BUDGET CLIN 0104 AWI-3304     ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","104","AWI-3304    ","1","                                        ","AWI-3304  ","    ","432","4","98","626","626","900","900","46","289391","    L6900-432001","10","AWI-3304 ADD ANALOG PHONES    ","56","100","158.00","158.00","158.00","158.00","129.00","0.00","0.00","0.00","0.00","129.00","1.22","1.22","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","AWI-3304     Total","","","","","","","","","","","","","","","","","","","158.00","158.00","158.00","158.00","129.00","0.00","0.00","0.00","0.00","129.00","","","","","",""
"362","1","104","AWI-3349    ","1","                                        ","AWI-3349  ","    ","301","3","20","626","626","900","900","0","","    L6000-AWI334","301","BUDGET CLIN 0104 AWI-3349     ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","104","AWI-3349    ","1","                                        ","AWI-3349  ","    ","301","3","98","626","626","900","900","46","287953","    L6900-301001","10","AWI-3349 BEEP AND EAT INSTALL ","54","100","51.00","51.00","51.00","51.00","70.00","0.00","0.00","0.00","0.00","70.00","0.73","0.73","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","AWI-3349     Total","","","","","","","","","","","","","","","","","","","51.00","51.00","51.00","51.00","70.00","0.00","0.00","0.00","0.00","70.00","","","","","",""
"362","1","104","AWI-7099    ","1","                                        ","AWI-7099  ","    ","304","3","20","626","626","900","900","0","","    L6000-AWI709","304","BUDGET CLIN 0104 AWI-7099     ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","104","AWI-7099    ","1","                                        ","AWI-7099  ","    ","304","3","98","626","626","900","900","46","292233","    L6900-304001","10","AWI-7099 SATCOM INSTALLATION  ","56","100","6.00","6.00","6.00","6.00","6.00","0.00","0.00","0.00","0.00","6.00","1.00","1.00","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","AWI-7099     Total","","","","","","","","","","","","","","","","","","","6.00","6.00","6.00","6.00","6.00","0.00","0.00","0.00","0.00","6.00","","","","","",""
"362","1","AWI-0065    ","C-002       ","1","                                        ","C-002     ","    ","505","5","98","623","623","900","900","46","299615","    L3900-505006","10","C-002 NEW GAUGE FOR FLUSHING  ","53","0","10.00","10.00","0.00","0.00","0.00","10.00","0.00","0.00","0.00","10.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-002       ","1","                                        ","C-002     ","    ","505","5","20","623","623","900","900","0","","    L6000-00C002","505","BUDGET AWI-0065 C-002         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-002       ","888","                                        ","C-002     ","    ","505","5","98","623","623","900","900","46","288087","    L3900-505003","10","C-002 GAUGE FOR FLUSH WAT SUPP","53","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","C-002        Total","","","","","","","","","","","","","","","","","","","10.00","10.00","0.00","0.00","0.00","10.00","0.00","0.00","0.00","10.00","","","","","",""
"362","1","AWI-0065    ","C-003       ","1","                                        ","C-003     ","    ","612","6","98","621","621","900","900","46","289663","    L1900-612001","10","C-003 MOD LIFELINE/STANT STBD ","52","100","70.00","70.00","70.00","70.00","69.97","0.00","0.00","0.00","0.00","69.97","1.00","1.00","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-003       ","1","                                        ","C-003     ","    ","612","6","20","621","621","900","900","0","","    L6000-00C003","612","BUDGET AWI-0065 C-003         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","C-003        Total","","","","","","","","","","","","","","","","","","","70.00","70.00","70.00","70.00","69.97","0.00","0.00","0.00","0.00","69.97","","","","","",""
"362","1","AWI-0065    ","C-004       ","1","                                        ","C-004     ","    ","612","6","98","621","621","900","900","46","289666","    L1900-612002","10","C-004 MOD LIFELINE/STANT PORT ","52","100","70.00","70.00","70.00","70.00","70.00","0.00","0.00","0.00","0.00","70.00","1.00","1.00","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-004       ","1","                                        ","C-004     ","    ","612","6","20","621","621","900","900","0","","    L6000-00C004","612","BUDGET AWI-0065 C-004         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","C-004        Total","","","","","","","","","","","","","","","","","","","70.00","70.00","70.00","70.00","70.00","0.00","0.00","0.00","0.00","70.00","","","","","",""
"362","1","AWI-0065    ","C-005       ","1","                                        ","C-005     ","    ","247","2","20","623","623","900","900","0","","    L6000-00C005","247","BUDGET AWI-0065 C-005         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-005       ","888","                                        ","C-005     ","    ","247","2","98","623","623","900","900","46","288088","    L3900-247001","10","C-005 VENT LINES REDUCT GEAR  ","53","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","C-005        Total","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"362","1","AWI-0065    ","C-006       ","1","                                        ","C-006     ","    ","241","2","20","624","624","900","900","0","","    L6000-00C006","241","BUDGET AWI-0065 C-006         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-006       ","888","                                        ","C-006     ","    ","241","2","98","624","624","900","900","46","284757","    L4900-241001","10","C-006 BUY AND INSTL VENT LINES","54","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","C-006        Total","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"362","1","AWI-0065    ","C-007       ","1","                                        ","C-007     ","    ","528","5","98","623","623","900","900","46","286912","    L3900-528001","10","C-007 DRAIN LINE TO DRIP PAN  ","53","100","10.00","10.00","10.00","10.00","10.00","0.00","0.00","0.00","0.00","10.00","1.00","1.00","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-007       ","1","                                        ","C-007     ","    ","528","5","20","623","623","900","900","0","","    L6000-00C007","528","BUDGET AWI-0065 C-007         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","C-007        Total","","","","","","","","","","","","","","","","","","","10.00","10.00","10.00","10.00","10.00","0.00","0.00","0.00","0.00","10.00","","","","","",""
"362","1","AWI-0065    ","C-008       ","1","                                        ","C-008     ","    ","593","5","98","623","623","900","900","46","285496","    L3900-593003","10","C-008 INST PULPER WASH DOWN   ","53","100","5.00","5.00","5.00","5.00","5.00","0.00","0.00","0.00","0.00","5.00","1.00","1.00","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-008       ","1","                                        ","C-008     ","    ","593","5","20","623","623","900","900","0","","    L6000-00C008","593","BUDGET AWI-0065 C-008         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","C-008        Total","","","","","","","","","","","","","","","","","","","5.00","5.00","5.00","5.00","5.00","0.00","0.00","0.00","0.00","5.00","","","","","",""
"362","1","AWI-0065    ","C-009       ","1","                                        ","C-009     ","    ","602","6","98","625","625","900","900","46","284865","    L5900-602002","10","C-009 BUY/INSTL WM CLASSIF LBL","55","100","1.00","1.00","1.00","1.00","1.00","0.00","0.00","0.00","0.00","1.00","1.00","1.00","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-009       ","1","                                        ","C-009     ","    ","602","6","20","625","625","900","900","0","","    L6000-00C009","602","BUDGET AWI-0065 C-009         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","C-009        Total","","","","","","","","","","","","","","","","","","","1.00","1.00","1.00","1.00","1.00","0.00","0.00","0.00","0.00","1.00","","","","","",""
"362","1","AWI-0065    ","C-010       ","1","                                        ","C-010     ","    ","262","2","20","624","624","900","900","0","","    L6000-00C010","262","BUDGET AWI-0065 C-010         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-010       ","888","                                        ","C-010     ","    ","262","2","98","624","624","900","900","46","284858","    L4900-262001","10","C-010 MAKE REFUELING ADAPTER  ","54","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","C-010        Total","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"362","1","AWI-0065    ","C-011       ","1","                                        ","C-011     ","    ","593","5","98","623","623","900","900","46","284835","    L3900-593001","10","C-011 FAB OILY WST TRANSF ADPT","53","100","10.00","10.00","10.00","10.00","10.00","0.00","0.00","0.00","0.00","10.00","1.00","1.00","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-011       ","1","                                        ","C-011     ","    ","593","5","20","623","623","900","900","0","","    L6000-00C011","593","BUDGET AWI-0065 C-011         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","C-011        Total","","","","","","","","","","","","","","","","","","","10.00","10.00","10.00","10.00","10.00","0.00","0.00","0.00","0.00","10.00","","","","","",""
"362","1","AWI-0065    ","C-012       ","1","                                        ","C-012     ","    ","262","2","98","623","623","900","900","46","284859","    L3900-262001","10","C-012 FAB LUBE OIL FILL CONECT","53","100","10.00","10.00","10.00","10.00","10.00","0.00","0.00","0.00","0.00","10.00","1.00","1.00","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-012       ","1","                                        ","C-012     ","    ","262","2","20","623","623","900","900","0","","    L6000-00C012","262","BUDGET AWI-0065 C-012         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","C-012        Total","","","","","","","","","","","","","","","","","","","10.00","10.00","10.00","10.00","10.00","0.00","0.00","0.00","0.00","10.00","","","","","",""
"362","1","AWI-0065    ","C-013       ","1","                                        ","C-013     ","    ","593","5","98","623","623","900","900","46","284857","    L3900-593002","10","C-013 MAKE VCHT ADAPTER       ","53","100","10.00","10.00","10.00","10.00","10.00","0.00","0.00","0.00","0.00","10.00","1.00","1.00","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-013       ","1","                                        ","C-013     ","    ","593","5","20","623","623","900","900","0","","    L6000-00C013","593","BUDGET AWI-0065 C-013         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","C-013        Total","","","","","","","","","","","","","","","","","","","10.00","10.00","10.00","10.00","10.00","0.00","0.00","0.00","0.00","10.00","","","","","",""
"362","1","AWI-0065    ","C-014       ","1","                                        ","C-014     ","    ","180","1","98","621","621","900","900","46","288086","    L1900-180002","10","C-014 RELOCATE PORT BIG EYES  ","52","100","30.00","30.00","30.00","30.00","29.00","0.00","0.00","0.00","0.00","29.00","1.03","1.03","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-014       ","1","                                        ","C-014     ","    ","180","1","20","621","621","900","900","0","","    L6000-00C014","180","BUDGET AWI-0065 C-014         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","C-014        Total","","","","","","","","","","","","","","","","","","","30.00","30.00","30.00","30.00","29.00","0.00","0.00","0.00","0.00","29.00","","","","","",""
"362","1","AWI-0065    ","C-015       ","1","                                        ","C-015     ","    ","180","1","98","621","621","900","900","46","288085","    L1900-180001","10","C-015 RELOCATE STBD BIG EYES  ","52","100","30.00","30.00","30.00","30.00","30.00","0.00","0.00","0.00","0.00","30.00","1.00","1.00","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-015       ","1","                                        ","C-015     ","    ","180","1","20","621","621","900","900","0","","    L6000-00C015","180","BUDGET AWI-0065 C-015         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","C-015        Total","","","","","","","","","","","","","","","","","","","30.00","30.00","30.00","30.00","30.00","0.00","0.00","0.00","0.00","30.00","","","","","",""
"362","1","AWI-0065    ","C-016       ","1","                                        ","C-016     ","    ","505","5","98","623","623","900","900","46","286895","    L3900-505002","10","C-016 INSTALL SPANNER WRENCHES","53","100","20.00","20.00","20.00","20.00","19.00","0.00","0.00","0.00","0.00","19.00","1.05","1.05","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-016       ","1","                                        ","C-016     ","    ","505","5","20","623","623","900","900","0","","    L6000-00C016","505","BUDGET AWI-0065 C-016         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","C-016        Total","","","","","","","","","","","","","","","","","","","20.00","20.00","20.00","20.00","19.00","0.00","0.00","0.00","0.00","19.00","","","","","",""
"362","1","AWI-0065    ","C-017       ","1","                                        ","C-017     ","    ","602","6","20","625","625","900","900","0","","    L6000-00C017","602","BUDGET AWI-0065 C-017         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-017       ","888","                                        ","C-017     ","    ","602","6","98","625","625","900","900","46","284839","    L5900-602003","10","C-017 SEAL FLIGHT DK LBL PLTS ","55","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","C-017        Total","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"362","1","AWI-0065    ","C-018       ","1","                                        ","C-018     ","    ","651","6","98","625","625","900","900","46","285476","    L5900-651001","10","C-018 GUARDS GARBAGE GRINDERS ","55","100","8.00","8.00","8.00","8.00","8.00","0.00","0.00","0.00","0.00","8.00","1.00","1.00","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-018       ","1","                                        ","C-018     ","    ","651","6","20","625","625","900","900","0","","    L6000-00C018","651","BUDGET AWI-0065 C-018         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","C-018        Total","","","","","","","","","","","","","","","","","","","8.00","8.00","8.00","8.00","8.00","0.00","0.00","0.00","0.00","8.00","","","","","",""
"362","1","AWI-0065    ","C-019       ","1","                                        ","C-019     ","    ","651","6","98","625","625","900","900","46","285498","    L5900-651002","10","C-019 INST SS SHELF IN GALLEY ","55","100","20.00","20.00","20.00","20.00","20.00","0.00","0.00","0.00","0.00","20.00","1.00","1.00","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-019       ","1","                                        ","C-019     ","    ","651","6","20","625","625","900","900","0","","    L6000-00C019","651","BUDGET AWI-0065 C-019         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"","","","C-019        Total","","","","","","","","","","","","","","","","","","","20.00","20.00","20.00","20.00","20.00","0.00","0.00","0.00","0.00","20.00","","","","","",""
"362","1","AWI-0065    ","C-021       ","1","                                        ","C-021     ","    ","314","3","20","626","626","900","900","0","","    L6000-00C021","314","BUDGET AWI-0065 C-021         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
"362","1","AWI-0065    ","C-021       ","888","                                        ","C-021     ","    ","314","3","98","626","626","900","900","46","285483","    L6900-314001","10","C-021 GUARDS VARIABLE XFMRS   ","56","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","C-021        Total","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"362","1","AWI-0065    ","C-022       ","1","                                        ","C-022     ","    ","262","2","20","623","623","900","900","0","","    L6000-00C022","262","BUDGET AWI-0065 C-022         ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/4/2016","4/8/2016","4/4/2016","4/8/2016"
