"Project","Provider","CLIN","Effort","Activity","Control Account","ECP/REA","Change Code","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish"
"324","1","420","TI-11 LN02  ","   ","","PCW 0886  ","    ","830","8","14","526","526","900","TI-11 ","0","944791","    L5260-000001","10","TI-11 DETAIL DRAWING CLEANUP  ","1501","100","21.00","21.00","21.00","21.00","1951.81","0.00","0.00","0.00","0.00","1951.81","0.01","0.01","","","",""
"324","1","420","TI-11 LN02  ","   ","","PCW 0886  ","    ","830","8","14","526","526","900","TI-11 ","0","944792","    L5260-000002","10","TI-11 FUNCTIONAL DWG CLEANUP  ","1501","100","20.00","20.00","20.00","20.00","2414.70","0.00","0.00","0.00","0.00","2414.70","0.01","0.01","","","",""
"324","1","420","TI-11 LN02  ","   ","","PCW 0886  ","    ","830","8","14","526","526","900","TI-11 ","0","944793","    L5260-000003","10","TI-11 MODEL CLEANUP           ","1501","100","21.00","21.00","21.00","21.00","1479.38","0.00","0.00","0.00","0.00","1479.38","0.01","0.01","","","",""
"324","1","420","TI-11 LN02  ","   ","","PCW 0886  ","    ","830","8","14","526","526","900","TI-11 ","0","944794","    L5260-000004","10","TI-11 TEST PROCEDURE CLEANUP  ","1501","100","20.00","20.00","20.00","20.00","112.11","0.00","0.00","0.00","0.00","112.11","0.18","0.18","","","",""
"324","1","420","TI-11 LN02  ","   ","","PCW 0886  ","    ","830","8","14","526","526","900","TI-11 ","0","944795","    L5260-000005","10","TI-11 CMPIC CLEANUP           ","1501","100","20.00","20.00","20.00","20.00","6.62","0.00","0.00","0.00","0.00","6.62","3.02","3.02","","","",""
"324","1","420","TI-11 LN02  ","   ","","PCW 0886  ","    ","830","8","14","526","526","900","TI-11 ","0","944796","    L5260-000006","10","TI-11 ADMIN                   ","1501","80","20.00","20.00","16.00","16.00","2865.71","20.00","0.00","0.00","0.00","2885.71","0.01","0.01","","","",""
"324","1","420","TI-11 LN02  ","   ","","TI-11 LN02","    ","830","8","20","526","526","900","TI-11 ","0","944782","    L5260-990000","830","BUDGET FOR ENG TI-11 LN02     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-11 LN02  ","   ","","PCW 886   ","    ","830","8","14","527","527","900","PCW886","0","945199","    L5270-000002","10","TI-11 LN 02 SEARAM ADMIN      ","1531","100","0.00","80.00","0.00","80.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-11 LN02  ","   ","","PCW 886   ","    ","830","8","14","527","527","900","TI-11 ","0","945223","    L5270-000005","10","TI-11 LN02 SEARAM ADMIN       ","1531","100","39.00","80.00","39.00","80.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-11 LN02  ","   ","","TI-11 LN02","    ","830","8","20","527","527","900","TI-11 ","0","945226","    L5270-990001","830","BUDGET FOR ENG TI-11 LN02     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-11 LN02  ","   ","","PCW 0886  ","    ","830","8","14","533","533","900","TI-11 ","0","944798","    L5330-000001","10","PCW 886 LN02 RAM WEIGHTS      ","1516","100","80.00","80.00","80.00","80.00","2.52","0.00","0.00","0.00","0.00","2.52","31.75","31.75","","","",""
"324","1","420","TI-11 LN02  ","   ","","PCW 0886  ","    ","830","8","14","533","533","900","TI-11 ","0","944799","    L5330-000002","10","PCW 886 LN02 RAM STABILITY    ","1513","100","42.00","42.00","42.00","42.00","62.67","0.00","0.00","0.00","0.00","62.67","0.67","0.67","","","",""
"324","1","420","TI-11 LN02  ","   ","","TI-11 LN02","    ","830","8","20","533","533","900","TI-11 ","0","944784","    L5330-990000","830","BUDGET FOR ENG TI-11 LN02     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-11 LN02   Total","","","","","","","","","","","","","","","","","","","963.00","1139.00","308.94","484.94","9158.21","600.00","0.00","0.00","0.00","9758.21","","","","","",""
"324","1","420","TI-11 LN09  ","   ","","PCW 0886  ","    ","830","8","14","523","523","900","TI-11 ","0","944788","    L5230-000002","10","T1-11 LN09 AC CHILLER ADMIN   ","1531","100","31.00","31.00","30.94","30.94","80.44","1.00","0.00","0.00","0.00","81.44","0.38","0.38","","","",""
"324","1","420","TI-11 LN09  ","   ","","PCW 886   ","    ","830","8","14","523","523","A2L  ","TI-11 ","0","945036","    L5230-000005","10","TI-11 LN09 DTL A&D 60 A2L     ","1521","100","0.00","25.00","0.00","25.00","22.15","0.00","0.00","0.00","0.00","22.15","0.00","1.13","","","",""
"324","1","420","TI-11 LN09  ","   ","","TI-11 LN09","    ","830","8","14","523","523","S2L  ","TI-11 ","0","945037","    L5230-000006","10","TI-11 LN09 DTL A&D 60 S2L     ","1521","100","0.00","46.00","0.00","46.00","8.00","0.00","0.00","0.00","0.00","8.00","0.00","5.75","","","",""
"324","1","420","TI-11 LN09  ","   ","","TI-11 LN09","    ","830","8","14","523","523","S1U  ","TI-11 ","0","945040","    L5230-000009","10","TI-11 LN09 DTL A&D 60 S1U     ","1521","100","0.00","30.00","0.00","30.00","3.02","0.00","0.00","0.00","0.00","3.02","0.00","9.93","","","",""
"324","1","420","TI-11 LN09  ","   ","","TI-11 LN09","    ","830","8","20","523","523","900","TI-11 ","0","944779","    L5230-990001","830","BUDGET FOR ENG TI-11 LN09     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-11 LN09  ","   ","","TI-11 LN09","    ","830","8","14","524","524","900","TI-11 ","0","945206","    L5240-000001","10","TI-11 LN09 WORK ORDER DEVELOP ","1511","100","0.00","200.00","0.00","200.00","3.02","0.00","0.00","0.00","0.00","3.02","0.00","66.23","","","",""
"324","1","420","TI-11 LN09  ","   ","","TI-11 LN09","    ","830","8","14","524","524","900","TI-11 ","0","945207","    L5240-000002","10","TI-11 LN09 DRAWING UPDATES    ","1501","100","0.00","230.00","0.00","230.00","222.41","0.00","0.00","0.00","0.00","222.41","0.00","1.03","","","",""
"324","1","420","TI-11 LN09  ","   ","","TI-11 LN09","    ","830","8","14","524","524","900","TI-11 ","0","945208","    L5240-000003","10","TI-11 LN09 ADMIN/LIAISON      ","1509","0","0.00","100.00","0.00","0.00","2.50","40.00","0.00","0.00","0.00","42.50","0.00","0.00","","","",""
"324","1","420","TI-11 LN09  ","   ","","TI-11 LN09","    ","830","8","14","524","524","900","TI-11 ","0","945209","    L5240-000004","10","TI-11 LN09 MODELING           ","1502","100","0.00","300.00","0.00","300.00","311.38","0.00","0.00","0.00","0.00","311.38","0.00","0.96","","","",""
"324","1","420","TI-11 LN09  ","   ","","TI-11 LN09","    ","830","8","14","524","524","900","TI-11 ","0","945210","    L5240-000005","10","TI-11 LN09 NT DEVELOPMENT     ","1515","100","0.00","100.00","0.00","100.00","308.29","0.00","0.00","0.00","0.00","308.29","0.00","0.32","","","",""
"324","1","420","TI-11 LN09  ","   ","","TI-11 LN09","    ","830","8","20","524","524","900","TI-11 ","0","945205","    L5240-990000","830","BUDGET FOR ENG TI-11 LN09     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-11 LN09  ","   ","","PCW 886   ","    ","830","8","14","527","527","900","PCW886","0","945200","    L5270-000003","10","TI-11 LN09 AC CHILLER ADMIN   ","1531","100","0.00","80.00","0.00","80.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-11 LN09  ","   ","","PCW 886   ","    ","830","8","14","527","527","900","TI-11 ","0","945224","    L5270-000006","10","TI-11 LN09 AC CHILLER ADMIN   ","1531","100","39.00","80.00","39.00","80.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-11 LN09  ","   ","","TI-11 LN09","    ","830","8","20","527","527","900","TI-11 ","0","945227","    L5270-990002","830","BUDGET FOR ENG TI-11 LN09     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-11 LN09   Total","","","","","","","","","","","","","","","","","","","70.00","1222.00","69.94","1121.94","961.21","41.00","0.00","0.00","0.00","1002.21","","","","","",""
"324","1","420","TI-11 LN11  ","   ","","PCW 0886  ","    ","830","8","14","523","523","900","TI-11 ","0","944789","    L5230-000003","10","T1-11 LN11 SHORE POWER ADMIN  ","1531","100","30.00","30.00","29.94","29.94","32.00","1.00","0.00","0.00","0.00","33.00","0.94","0.94","","","",""
"324","1","420","TI-11 LN11  ","   ","","TI-11 LN11","    ","830","8","14","523","523","S1U  ","TI-11 ","0","945041","    L5230-000010","10","TI-11 LN11 DTL A&D 60 S1U     ","1521","100","0.00","30.00","0.00","30.00","2.50","0.00","0.00","0.00","0.00","2.50","0.00","12.00","","","",""
"324","1","420","TI-11 LN11  ","   ","","TI-11 LN11","    ","830","8","20","523","523","900","TI-11 ","0","944780","    L5230-990002","830","BUDGET FOR ENG TI-11 LN11     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-11 LN11  ","   ","","PCW 886   ","    ","830","8","14","527","527","900","PCW886","0","945201","    L5270-000004","10","TI-11 LN11 UPTAKE BHD ADMIN   ","1531","100","0.00","80.00","0.00","80.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-11 LN11   Total","","","","","","","","","","","","","","","","","","","30.00","140.00","29.94","139.94","34.50","1.00","0.00","0.00","0.00","35.50","","","","","",""
"324","1","420","TI-11 LN12  ","   ","","PCW 886   ","    ","830","8","14","527","527","900","TI-11 ","0","945225","    L5270-000007","10","TI-11 LN12 UPTAKE BHD ADMIN   ","1531","100","39.00","80.00","39.00","80.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-11 LN12  ","   ","","TI-11 LN12","    ","830","8","20","527","527","900","TI-11 ","0","945228","    L5270-990003","830","BUDGET FOR ENG TI-11 LN12     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-11 LN12   Total","","","","","","","","","","","","","","","","","","","39.00","80.00","39.00","80.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-11 LN15  ","   ","","PCW 0886  ","    ","830","8","14","523","523","900","TI-11 ","0","944790","    L5230-000004","10","T1-11 LN15 ANTI ICING ADMIN   ","1531","100","31.00","153.00","30.94","152.69","114.52","1.00","0.00","0.00","0.00","115.52","0.27","1.33","","","",""
"324","1","420","TI-11 LN15  ","   ","","TI-11 LN15","    ","830","8","20","523","523","900","TI-11 ","0","944781","    L5230-990003","830","BUDGET FOR ENG TI-11 LN15     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-11 LN15   Total","","","","","","","","","","","","","","","","","","","31.00","153.00","30.94","152.69","114.52","1.00","0.00","0.00","0.00","115.52","","","","","",""
"324","1","420","TI-13       ","   ","","TI-13     ","    ","830","8","14","520","520","900","900","0","944815","    L5200-000028","10","PCW 1054 TI-13 REVIEW ANALYSIS","1531","100","226.00","226.00","226.00","226.00","22.00","0.00","0.00","0.00","0.00","22.00","10.27","10.27","","","",""
"324","1","420","TI-13       ","   ","","TI-13     ","    ","830","8","20","520","520","900","900","0","944814","    L5200-990021","830","BUDGET FOR ENG TI-13          ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-13        Total","","","","","","","","","","","","","","","","","","","226.00","226.00","226.00","226.00","22.00","0.00","0.00","0.00","0.00","22.00","","","","","",""
"324","1","420","TI-14       ","   ","","TI-14     ","    ","830","8","14","520","520","900","TI-14 ","0","944813","    L5200-000027","10","TI-14 ENGR WORK FOR FF        ","1521","100","452.00","452.00","452.00","452.00","7804.39","0.00","0.00","0.00","0.00","7804.39","0.06","0.06","","","",""
"324","1","420","TI-14       ","   ","","TI-14     ","    ","830","8","14","520","520","900","TI-14 ","0","944830","    L5200-000029","10","TI-14 SPEC DEVELOPMENT &REVIEW","1500","100","60.00","60.00","60.00","60.00","273.64","0.00","0.00","0.00","0.00","273.64","0.22","0.22","","","",""
"324","1","420","TI-14       ","   ","","TI-14     ","    ","830","8","20","520","520","900","TI-14 ","0","944812","    L5200-990020","830","BUDGET FOR ENG TI-14          ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-14        Total","","","","","","","","","","","","","","","","","","","512.00","512.00","512.00","512.00","8078.03","0.00","0.00","0.00","0.00","8078.03","","","","","",""
"324","1","420","TI-2 1.1.1  ","   ","","TI-2 1.1.1","    ","830","8","14","520","520","900","TI-2  ","0","943215","    L5200-000007","10","TRADE STUDY MPDE DUEL INLET   ","1521","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-2 1.1.1  ","   ","","TI-2 1.1.1","    ","830","8","14","520","520","900","TI-2  ","0","943220","    L5200-000008","10","TRADE STUDY FREEZER CHILLER   ","1521","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-2 1.1.1  ","   ","","TI-2 1.1.1","    ","830","8","14","520","520","900","TI-2  ","0","943221","    L5200-000009","10","G&C LEAD TRADE STUDIES        ","1521","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-2 1.1.1  ","   ","","TI-2 1.1.1","    ","830","8","14","520","520","900","TI-2  ","0","943222","    L5200-000010","10","MODIFY STRUCTURE FRAMES 40 TO ","1521","100","65.00","510.00","65.00","510.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-2 1.1.1  ","   ","","TI-2 1.1.1","    ","830","8","14","520","520","900","TI-2  ","0","943223","    L5200-000011","10","OPTIMIZE AL PLATE THICKNESS   ","1521","100","111.00","871.00","111.00","871.00","2.00","0.00","0.00","0.00","0.00","2.00","55.50","435.50","","","",""
"324","1","420","TI-2 1.1.1  ","   ","","TI-2 1.1.1","    ","830","8","20","520","520","900","TI-2  ","0","943192","    L5200-990006","830","BUDGET FOR ENG TI-2 1.1.1     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-2 1.1.1   Total","","","","","","","","","","","","","","","","","","","176.00","1381.00","176.00","1381.00","2.00","0.00","0.00","0.00","0.00","2.00","","","","","",""
"324","1","420","TI-2 1.1.2  ","   ","","TI-2 1.1.2","    ","830","8","14","520","520","900","TI-2  ","0","943224","    L5200-000012","10","FUNTIONAL DESIGN EFFORTS 7M   ","1521","100","225.00","1000.00","225.00","1000.00","1230.16","0.00","0.00","0.00","0.00","1230.16","0.18","0.81","","","",""
"324","1","420","TI-2 1.1.2  ","   ","","TI-2 1.1.2","    ","830","8","14","520","520","900","TI-2  ","0","943225","    L5200-000013","10","FUNTIONAL DESIGN EFFORTS HAB  ","1521","100","127.00","1000.00","127.00","1000.00","58.23","0.00","0.00","0.00","0.00","58.23","2.18","17.17","","","",""
"324","1","420","TI-2 1.1.2  ","   ","","TI-2 1.1.2","    ","830","8","14","520","520","900","TI-2  ","0","943226","    L5200-000014","10","FUNCTIONAL DESIGN EFFORTS     ","1521","100","63.00","500.00","63.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-2 1.1.2  ","   ","","TI-2 1.1.2","    ","830","8","20","520","520","900","TI-2  ","0","943193","    L5200-990007","830","BUDGET FOR ENG TI-2 1.1.2     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-2 1.1.2   Total","","","","","","","","","","","","","","","","","","","415.00","2500.00","415.00","2500.00","1288.39","0.00","0.00","0.00","0.00","1288.39","","","","","",""
"324","1","420","TI-2 1.1.3  ","   ","","TI-2 1.1.3","    ","830","8","14","520","520","900","TI-2  ","0","943227","    L5200-000015","10","FEM DEVELOPMENT               ","1521","100","10.00","700.00","10.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-2 1.1.3  ","   ","","TI-2 1.1.3","    ","830","8","20","520","520","900","TI-2  ","0","943194","    L5200-990008","830","BUDGET FOR ENG TI-2 1.1.3     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-2 1.1.3   Total","","","","","","","","","","","","","","","","","","","10.00","700.00","10.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-2 1.2    ","   ","","TI-2 1.2  ","    ","830","8","14","520","520","900","TI-2  ","0","943228","    L5200-000016","10","SCHEDULE SUPPORT              ","1521","100","29.00","229.00","29.00","229.00","32.62","0.00","0.00","0.00","0.00","32.62","0.89","7.02","","","",""
"324","1","420","TI-2 1.2    ","   ","","TI-2 1.2  ","    ","830","8","14","520","520","900","TI-2  ","0","943195","    L5200-990009","830","BUDGET FOR ENG TI-2 1.2       ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-2 1.2     Total","","","","","","","","","","","","","","","","","","","29.00","229.00","29.00","229.00","32.62","0.00","0.00","0.00","0.00","32.62","","","","","",""
"324","1","420","TI-2 1.3    ","   ","","TI-2 1.3  ","    ","830","8","14","520","520","900","TI-2  ","0","943229","    L5200-000017","10","MEETING SUPPORT               ","1521","100","428.00","3261.00","428.00","3261.00","229.67","0.00","0.00","0.00","0.00","229.67","1.86","14.20","","","",""
"324","1","420","TI-2 1.3    ","   ","","TI-2 1.3  ","    ","830","8","20","520","520","900","TI-2  ","0","943196","    L5200-990010","830","BUDGET FOR ENG TI-2 1.3       ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-2 1.3     Total","","","","","","","","","","","","","","","","","","","428.00","3261.00","428.00","3261.00","229.67","0.00","0.00","0.00","0.00","229.67","","","","","",""
"324","1","420","TI-2 1.4    ","   ","","TI-2 1.4  ","    ","897","8","14","515","515","900","TI-2  ","0","943213","    L6110-000003","10","TI-2 1.4 FINANCE SUPPORT      ","1563","100","24.00","189.00","24.00","189.00","7.90","0.00","0.00","0.00","0.00","7.90","3.04","23.92","","","",""
"324","1","420","TI-2 1.4    ","   ","","TI-2 1.4  ","    ","897","8","20","515","515","900","TI-2  ","0","943198","    L6110-990002","897","BUDGET PGM CLIN 0420 TI-2 1.4 ","1598","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-2 1.4     Total","","","","","","","","","","","","","","","","","","","24.00","189.00","24.00","189.00","7.90","0.00","0.00","0.00","0.00","7.90","","","","","",""
"324","1","420","TI-2 1.5    ","   ","","TI-2 1.5  ","    ","897","8","14","515","515","900","TI-2  ","0","943214","    L6110-000004","10","TI-2 1.5 CONTRACT SUPPORT     ","1563","100","16.00","16.00","16.00","16.00","55.71","0.00","0.00","0.00","0.00","55.71","0.29","0.29","","","",""
"324","1","420","TI-2 1.5    ","   ","","TI-2 1.5  ","    ","897","8","14","515","515","900","TI-2  ","0","943201","    L6110-990003","897","BUDGET PGM CLIN 0420 TI-2 1.5 ","1598","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-2 1.5     Total","","","","","","","","","","","","","","","","","","","16.00","16.00","16.00","16.00","55.71","0.00","0.00","0.00","0.00","55.71","","","","","",""
"324","1","420","TI-3 1.1.1  ","   ","","TI-3 1.1.1","    ","830","8","14","520","520","900","TI-3  ","0","943206","    L5200-000001","10","TI-3 1.1.1 DEVELOP TANKS      ","1500","100","117.00","600.00","117.00","600.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-3 1.1.1  ","   ","","TI-3 1.1.1","    ","830","8","20","520","520","900","TI-3  ","0","943185","    L5200-990000","830","BUDGET FOR ENG TI-3 1.1.1     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-3 1.1.1   Total","","","","","","","","","","","","","","","","","","","117.00","600.00","117.00","600.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-3 1.1.2  ","   ","","TI-3 1.1.2","    ","830","8","14","520","520","900","TI-3  ","0","943207","    L5200-000002","10","TI-3 1.1.2 MODIFY SHORE POWER ","1500","100","9.00","50.00","9.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-3 1.1.2  ","   ","","TI-3 1.1.2","    ","830","8","20","520","520","900","TI-3  ","0","943186","    L5200-990001","830","BUDGET FOR ENG TI-3 1.1.2     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-3 1.1.2   Total","","","","","","","","","","","","","","","","","","","9.00","50.00","9.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-3 1.1.3  ","   ","","TI-3 1.1.3","    ","830","8","14","520","520","900","TI-3  ","0","943211","    L5200-000005","10","TI-3 1.1.3 DRESSING LINE      ","1500","100","52.00","220.00","52.00","220.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-3 1.1.3  ","   ","","TI-3 1.1.3","    ","830","8","20","520","520","900","TI-3  ","0","943190","    L5200-990004","830","BUDGET FOR ENG TI-3 1.1.3     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-3 1.1.3   Total","","","","","","","","","","","","","","","","","","","52.00","220.00","52.00","220.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-3 1.1.4  ","   ","","TI-3 1.1.4","    ","830","8","14","520","520","900","TI-3  ","0","943212","    L5200-000006","10","TI-3 1.1.4 FEM                ","1500","100","13.00","100.00","13.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"324","1","420","TI-3 1.1.4  ","   ","","TI-3 1.1.4","    ","830","8","20","520","520","900","TI-3  ","0","943191","    L5200-990005","830","BUDGET FOR ENG TI-3 1.1.4     ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-3 1.1.4   Total","","","","","","","","","","","","","","","","","","","13.00","100.00","13.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
