"Project","Provider","CLIN","Effort","Activity","ECP/REA","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish","Parent - Operation","Previous ACWP","Previous Provider ACWP","Previous ETC","Previous EAC","EAC Growth"
"477","1","            ","            ","WQB","          ","897","8","13","201","515","900","900","5","941146","    L2010-000001","10","Q3-2014 PFA SUPPORT           ","1560","100","126.00","126.00","126.00","126.00","202.48","0.00","0.00","0.00","0.00","202.48","0.62","0.62","6/30/2014","9/26/2014","6/30/2014","9/26/2014","    L2010-000001-10","202.48","0","0","202.48","0.00 "
"477","1","            ","            ","WQL","          ","897","8","13","201","515","900","900","0","941559","    L2010-000005","10","2017-LOE PFA SUPPORT          ","1579","15.66","2080.00","2080.00","325.73","325.73","400.11","1675.30","0.00","0.00","0.00","2075.41","0.81","0.81","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L2010-000005-10","348.97","0","1772.7","2121.67","(46.26)"
"477","1","            ","            ","WQD","          ","897","8","13","201","515","900","900","0","941557","    L2010-000003","10","2015-LOE PFA SUPPORT          ","1579","100","996.00","996.00","996.00","996.00","1034.37","0.00","0.00","0.00","0.00","1034.37","0.96","0.96","1/2/2015","12/23/2015","1/2/2015","12/23/2015","    L2010-000003-10","1034.37","0","0","1034.37","0.00 "
"477","1","            ","            ","WQH","          ","897","8","13","201","515","900","900","0","941558","    L2010-000004","10","2016-LOE PFA SUPPORT          ","1579","100","2000.00","2000.00","2000.00","2000.00","1089.18","0.00","0.00","0.00","0.00","1089.18","1.84","1.84","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L2010-000004-10","1089.18","0","0","1089.18","0.00 "
"477","1","            ","            ","WQC","          ","897","8","13","201","515","900","900","0","941556","    L2010-000002","10","Q4-2014 PFA SUPPORT           ","1579","100","240.00","240.00","240.00","240.00","80.52","0.00","0.00","0.00","0.00","80.52","2.98","2.98","9/29/2014","12/23/2014","9/29/2014","12/27/2014","    L2010-000002-10","80.52","0","0","80.52","0.00 "
"477","1","            ","            ","WQQ","          ","897","8","13","201","515","900","900","0","941560","    L2010-000006","10","Q-FINAL LOE PFA SUPPORT       ","1579","0","520.00","520.00","0.00","0.00","0.00","520.00","0.00","0.00","0.00","520.00","","","1/2/2018","8/30/2018","1/2/2018","10/18/2018","    L2010-000006-10","0","0","520","520","0.00 "
"477","1","            ","            ","0","          ","897","8","20","201","515","900","900","0","941144","    L2010-990000","897","BUDGET FOR PFA                ","1598","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L2010-990000-897","0","0","0","0","0.00 "
"477","1","            ","            ","888","          ","897","8","13","201","515","900","900","0","941544","    L6110-000003","10","Q4-2014 PFA SUPPORT           ","1579","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L6110-000003-10","0","0","0","0","0.00 "
"","","","","","","","","","201 Total","","","","","","","","","","","5962.00","5962.00","3687.73","3687.73","2806.66","2195.30","0.00","0.00","0.00","5001.96","","","","","","","","2755.52","0","2292.7","5048.22","(46.26)"
"477","1","            ","            ","WDL","          ","980","9","13","301","301","900","900","0","941178","    L3000-000005","10","2017-LOE PURCHASING SUPPORT   ","3007","15.45","2714.00","2714.00","419.31","419.31","647.30","2435.00","0.00","0.00","0.00","3082.30","0.65","0.65","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L3000-000005-10","579.21","0","2546","3125.21","(42.91)"
