"Project","Provider","CLIN","Effort","Activity","Control Account","ECP/REA","Change Code","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish","Parent - Operation","Previous ACWP","Previous Provider ACWP","Previous ETC","Previous EAC","EAC Growth"
"481","1","            ","            ","QBB","1.28.1.6.3.MFG-SR                       ","          ","    ","992","9","11","600","647","S    ","S00   ","111","282563","    S0000-992077","10","2016-LOE TEMP SERVICE         ","20","100","896.00","896.00","896.00","896.00","69.00","0.00","0.00","0.00","0.00","69.00","12.986 ","12.986 ","6/27/2016","12/23/2016","6/27/2016","12/23/2016","    S0000-992077-10","69","0","0","69","0.00 "
"481","1","            ","            ","QBD","1.28.1.6.3.MFG-SR                       ","          ","    ","992","9","11","600","621","S    ","S00   ","111","287206","    S0000-992097","10","2017-LOE TEMP SERVICE         ","20","24.75","11929.00","11929.00","2952.43","2952.43","24.00","7338.00","0.00","0.00","0.00","7362.00","123.018 ","123.018 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    S0000-992097-10","24","0","7526","7550","(188.00)"
"481","1","            ","            ","888","                                        ","          ","    ","0","0","20","600","600","S    ","S00   ","0","","    L6000-000000","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L6000-000000-600","0","0","0","0","0.00 "
"481","1","            ","            ","LSF","1.28.1.6.3.MFG-SR                       ","          ","    ","0","9","8","600","600","S    ","S00   ","0","","    L6000-000LSF","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","8/23/2018","9/20/2018","8/24/2018","9/21/2018","    L6000-000LSF-600","0","0","2625","2625","(2625.00)"
"481","1","            ","            ","PCV","1.28.1.6.3.MFG-SR                       ","          ","    ","0","9","8","600","600","S    ","S00   ","0","","    L6000-000PCV","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","5/17/2019","5/31/2019","5/17/2019","5/31/2019","    L6000-000PCV-600","0","0","0","0","0.00 "
"481","1","            ","            ","PCW","1.28.1.6.3.MFG-SR                       ","          ","    ","0","9","8","600","600","S    ","S00   ","0","","    L6000-000PCW","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","6/21/2019","7/19/2019","7/8/2019","7/19/2019","    L6000-000PCW-600","0","0","0","0","0.00 "
"481","1","            ","            ","QBB","1.28.1.6.3.MFG-SR                       ","          ","    ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QBB","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","6/27/2016","12/23/2016","6/27/2016","12/23/2016","    L6000-000QBB-600","0","0","0","0","0.00 "
"481","1","            ","            ","QBD","1.28.1.6.3.MFG-SR                       ","          ","    ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QBD","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6000-000QBD-600","0","0","0","0","0.00 "
"481","1","            ","            ","QBH","1.28.1.6.3.MFG-SR                       ","          ","    ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QBH","600","BUDGET FOR MFG                ","83","0","16984.00","16984.00","0.00","0.00","0.00","16984.00","0.00","0.00","0.00","16984.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L6000-000QBH-600","0","0","16984","16984","0.00 "
"481","1","            ","            ","QBM","1.28.1.6.3.MFG-SR                       ","          ","    ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QBM","600","BUDGET FOR MFG                ","83","0","10740.00","10740.00","0.00","0.00","0.00","13328.00","0.00","0.00","0.00","13328.00","","","1/2/2019","7/5/2019","1/2/2019","7/5/2019","    L6000-000QBM-600","0","0","13328","13328","0.00 "
"481","1","            ","            ","QCH","1.28.1.6.3.MFG-SR                       ","          ","    ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QCH","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","10/2/2017","12/22/2017","10/2/2017","12/22/2017","    L6000-000QCH-600","0","0","0","0","0.00 "
"481","1","            ","            ","QCM","1.28.1.6.3.MFG-SR                       ","          ","    ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QCM","600","BUDGET FOR MFG                ","83","0","17400.00","17400.00","0.00","0.00","0.00","17400.00","0.00","0.00","0.00","17400.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L6000-000QCM-600","0","0","17400","17400","0.00 "
"481","1","            ","            ","QCR","1.28.1.6.3.MFG-SR                       ","          ","    ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QCR","600","BUDGET FOR MFG                ","83","0","8925.00","8925.00","0.00","0.00","0.00","11600.00","0.00","0.00","0.00","11600.00","","","1/2/2019","7/5/2019","1/2/2019","7/5/2019","    L6000-000QCR-600","0","0","11600","11600","0.00 "
"481","1","            ","            ","QEP","1.28.1.6.3.MFG-SR                       ","          ","    ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QEP","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","10/3/2016","12/23/2016","10/3/2016","12/23/2016","    L6000-000QEP-600","0","0","0","0","0.00 "
"481","1","            ","            ","QES","1.28.1.6.3.MFG-SR                       ","          ","    ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QES","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/3/2017","12/22/2017","4/3/2017","12/22/2017","    L6000-000QES-600","0","0","0","0","0.00 "
"481","1","            ","            ","QEW","1.28.1.6.3.MFG-SR                       ","          ","    ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QEW","600","BUDGET FOR MFG                ","83","0","1437.00","1437.00","0.00","0.00","0.00","2500.00","0.00","0.00","0.00","2500.00","","","1/2/2018","9/28/2018","1/2/2018","9/28/2018","    L6000-000QEW-600","0","0","2500","2500","0.00 "
"481","1","            ","            ","888","                                        ","          ","    ","0","5","11","600","600","S    ","S00   ","0","","    L6000-000QEX","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L6000-000QEX-600","0","0","0","0","0.00 "
"481","1","            ","            ","QEZ","1.28.1.6.3.MFG-SR                       ","          ","    ","0","5","11","600","600","S    ","S00   ","0","","    L6000-000QEZ","600","BUDGET FOR MFG                ","83","0","260.00","260.00","0.00","0.00","0.00","260.00","0.00","0.00","0.00","260.00","","","5/30/2017","12/22/2017","5/30/2017","12/22/2017","    L6000-000QEZ-600","0","0","260","260","0.00 "
"481","1","            ","            ","QFD","1.28.1.6.3.MFG-SR                       ","          ","    ","0","5","11","600","600","S    ","S00   ","0","","    L6000-000QFD","600","BUDGET FOR MFG                ","83","0","392.00","392.00","0.00","0.00","0.00","392.00","0.00","0.00","0.00","392.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L6000-000QFD-600","0","0","392","392","0.00 "
"481","1","            ","            ","QFG","1.28.1.6.3.MFG-SR                       ","          ","    ","0","5","11","600","600","S    ","S00   ","0","","    L6000-000QFG","600","BUDGET FOR MFG                ","83","0","106.00","106.00","0.00","0.00","0.00","106.00","0.00","0.00","0.00","106.00","","","1/2/2019","7/5/2019","1/2/2019","7/5/2019","    L6000-000QFG-600","0","0","106","106","0.00 "
"481","1","            ","            ","888","                                        ","          ","    ","0","6","11","600","600","S    ","S00   ","0","","    L6000-000QFH","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L6000-000QFH-600","0","0","0","0","0.00 "
"481","1","            ","            ","QFK","1.28.1.6.3.MFG-SR                       ","          ","    ","0","6","11","600","600","S    ","S00   ","0","","    L6000-000QFK","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6000-000QFK-600","0","0","0","0","0.00 "
"481","1","            ","            ","QFP","1.28.1.6.3.MFG-SR                       ","          ","    ","0","6","11","600","600","S    ","S00   ","0","","    L6000-000QFP","600","BUDGET FOR MFG                ","83","0","1411.00","1411.00","0.00","0.00","0.00","1411.00","0.00","0.00","0.00","1411.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L6000-000QFP-600","0","0","1411","1411","0.00 "
"481","1","            ","            ","QFS","1.28.1.6.3.MFG-SR                       ","          ","    ","0","6","11","600","600","S    ","S00   ","0","","    L6000-000QFS","600","BUDGET FOR MFG                ","83","0","607.00","607.00","0.00","0.00","0.00","607.00","0.00","0.00","0.00","607.00","","","1/2/2019","7/5/2019","1/2/2019","7/5/2019","    L6000-000QFS-600","0","0","607","607","0.00 "
