"Proj.","FM","HB","Seq","SWBS","Prod. Order","Opr","Task","WS/T","ECP/REA","Item","Description","Earliest Start Dt","Earliest End Date","BUDGET","% PROG","EARNED HOURS","ACTUAL","EAC"
"481","2","D1S ","D1SD3 ","150","117586","10","8","    ","166","    D1S00-150072","LCS 21 D1SD3 CONSTRCT FIT BS_1","        ","        ","33","0","0","0","32"
"481","2","D1S ","D1SD3 ","150","117587","10","9","    ","167","    D1S00-150073","LCS 21 D1SD3 CONSTRT WELD BS_1","        ","        ","48","0","0","0","45"
"481","2","D1S ","D1SD4 ","150","0","10","4","    ","191","    D1S00-150043","LCS 21 D1SD4 CONSTRT WELD BS_1","03/11/2015","        ","20","0","0","0","19"
"481","2","D1S ","D1SD4 ","150","0","10","4","    ","192","    D1S00-150044","LCS 21 D1SD4 CONSTRCT FIT BS_2","03/11/2015","        ","166","0","0","0","160"
"481","2","D1S ","D1SD4 ","150","0","10","9","    ","193","    D1S00-150045","LCS 21 D1SD4 CONSTRT WELD BS_2","03/11/2015","        ","200","0","0","0","190"
"481","2","D1S ","D1SD4 ","150","0","10","9","    ","195","    D1S00-150047","LCS 21 D1SD4 CONSTRT WELD BS_3","03/11/2015","        ","75","0","0","0","72"
"481","2","D1S ","D1SD4 ","150","0","10","4","    ","196","    D1S00-150086","LCS 21 D1SD4 TOPSIDE POST ACE ","03/11/2015","        ","30","0","0","0","30"
"481","2","D1S ","D1SD3 ","150","0","10","8","    ","69","    D1S00-150050","LCS 21 D1SD3/D4 STK FIT HRS   ","03/16/2015","        ","65","0","0","0","100"
"481","2","D1S ","D1SD4 ","150","0","10","9","    ","70","    D1S00-150051","LCS 21 D1SD3/D4 STK WELD HRS  ","03/16/2015","        ","202","0","0","0","145"
"481","2","D1S ","D1SD1 ","150","117500","10","8","    ","71","    D1S00-150074","LCS 21 D1SD1 FH STACK FIT     ","06/29/2015","        ","66.5","0","0","0","65"
"481","2","D1S ","D1SD1 ","150","117501","10","9","    ","72","    D1S00-150075","LCS 21 D1SD1 FH STACK WELD    ","06/29/2015","        ","181","0","0","0","180"
"481","2","D1S ","D1SD2 ","992","117541","10","19","    ","142","    D1S00-992004","LCS 21 D1SD2 UPRIGHT LIFTSTRCT","        ","        ","60","0","0","0","60"
"481","2","D1S ","D1SD3 ","992","117594","10","19","    ","173","    D1S00-992007","LCS 21 D1SD3 UPRIGHT LIFTSTRCT","        ","        ","30","0","0","0","25"
"481","2","D1S ","D1SD4 ","992","0","10","19","    ","200","    D1S00-992010","LCS 21 D1SD4 UPRIGHT LIFTSTRCT","        ","        ","50","0","0","0","45"
"481","3","D1S ","D1SD1 ","150","117474","10","4","    ","76","    D1S00-150001","LCS 21 D1SD1 SUB ASSY A       ","        ","        ","6","99","5.94","4.5","5.5"
"481","3","D1S ","D1SD1 ","150","117475","10","4","    ","77","    D1S00-150002","LCS 21 D1SD1 SUB ASSY C       ","        ","        ","76","99","75.24","72.5","73.5"
"481","3","D1S ","D1SD1 ","150","117476","10","4","    ","78","    D1S00-150003","LCS 21 D1SD1 SUB ASSY G       ","        ","        ","6","100","6","4","4"
"481","3","D1S ","D1SD1 ","150","117477","10","4","    ","79","    D1S00-150004","LCS 21 D1SD1 SUB ASSY M       ","        ","        ","180","99","178.2","184.5","185.5"
"481","3","D1S ","D1SD1 ","150","117478","10","4","    ","80","    D1S00-150005","LCS 21 D1SD1 SUB ASSY N       ","        ","        ","110","100","110","84.23","84.23"
"481","3","D1S ","D1SD1 ","150","117481","10","4","    ","83","    D1S00-150008","LCS 21 D1SD1 MAJ ASSY S1      ","        ","        ","108","99","106.92","73.5","74.5"
"481","3","D1S ","D1SD1 ","150","117482","10","4","    ","84","    D1S00-150009","LCS 21 D1SD1 MAJ ASSY S2      ","        ","        ","110","99","108.9","59","60"
"481","3","D1S ","D1SD1 ","150","117483","10","4","    ","85","    D1S00-150010","LCS 21 D1SD1 MAJ ASSY S3      ","        ","        ","300","25","75","51.5","281.5"
"481","3","D1S ","D1SD1 ","150","117484","10","4","    ","86","    D1S00-150011","LCS 21 D1SD1 MAJ ASSY S4      ","        ","        ","300","30","90","106.5","321.5"
"481","3","D1S ","D1SD1 ","150","117485","10","4","    ","88","    D1S00-150052","LCS 21 D1SD1 MAJ ASSY T1      ","        ","        ","13.5","99","13.37","29.5","30.5"
"481","3","D1S ","D1SD1 ","150","117486","10","4","    ","89","    D1S00-150053","LCS 21 D1SD1 MAJ ASSY T2      ","        ","        ","25","99","24.75","40","41"
"481","3","D1S ","D1SD1 ","150","117487","10","4","    ","90","    D1S00-150054","LCS 21 D1SD1 MAJ ASSY T3      ","        ","        ","62","99","61.38","57.5","58.5"
"481","3","D1S ","D1SD2 ","150","117517","10","4","    ","116","    D1S00-150012","LCS 21 D1SD2 SUB ASSY A       ","        ","        ","6.5","0","0","0","6"
"481","3","D1S ","D1SD2 ","150","117518","10","4","    ","117","    D1S00-150013","LCS 21 D1SD2 SUB ASSY C       ","        ","        ","100","10","10","8","88"
"481","3","D1S ","D1SD2 ","150","117519","10","4","    ","118","    D1S00-150014","LCS 21 D1SD2 SUB ASSY M       ","        ","        ","245","75","183.75","188.25","258.25"
"481","3","D1S ","D1SD2 ","150","117520","10","4","    ","119","    D1S00-150015","LCS 21 D1SD2 SUB ASSY N       ","        ","        ","74","99","73.26","74","75"
"481","3","D1S ","D1SD2 ","150","117523","10","4","    ","122","    D1S00-150018","LCS 21 D1SD2 MAJ ASSY S1      ","        ","        ","58","90","52.2","96.5","106.5"
"481","3","D1S ","D1SD2 ","150","117524","10","4","    ","123","    D1S00-150019","LCS 21 D1SD2 MAJ ASSY S2      ","        ","        ","60","70","42","14.5","29.5"
"481","3","D1S ","D1SD2 ","150","117525","10","4","    ","124","    D1S00-150020","LCS 21 D1SD2 MAJ ASSY S3      ","        ","        ","210","0","0","0","205"
"481","3","D1S ","D1SD2 ","150","117526","10","4","    ","125","    D1S00-150021","LCS 21 D1SD2 MAJ ASSY S4      ","        ","        ","300","0","0","0","300"
"481","3","D1S ","D1SD2 ","150","117527","10","4","    ","127","    D1S00-150062","LCS 21 D1SD2 MAJ ASSY T1      ","        ","        ","33","0","0","0","29"
"481","3","D1S ","D1SD2 ","150","117528","10","4","    ","128","    D1S00-150063","LCS 21 D1SD2 MAJ ASSY T2      ","        ","        ","13.5","0","0","3.5","14.5"
"481","3","D1S ","D1SD2 ","150","117529","10","4","    ","129","    D1S00-150064","LCS 21 D1SD2 MAJ ASSY T3      ","        ","        ","12","100","12","0","0"
"481","3","D1S ","D1SD2 ","150","117530","10","4","    ","130","    D1S00-150065","LCS 21 D1SD2 MAJ ASSY T4      ","        ","        ","30","0","0","0","25"
"481","3","D1S ","D1SD3 ","150","117580","10","4","    ","155","    D1S00-150024","LCS 21 D1SD3 SUB ASSY M       ","        ","        ","200","0","0","0","186"
"481","3","D1S ","D1SD3 ","150","117581","10","4","    ","156","    D1S00-150025","LCS 21 D1SD3 SUB ASSY N       ","        ","        ","114","0","0","0","90"
"481","3","D1S ","D1SD3 ","150","117584","10","4","    ","159","    D1S00-150028","LCS 21 D1SD3 MAJ ASSY S1      ","        ","        ","75","0","0","0","45"
"481","3","D1S ","D1SD3 ","150","117585","10","4","    ","160","    D1S00-150029","LCS 21 D1SD3 MAJ ASSY S2      ","        ","        ","50","0","0","0","35"
"481","3","D1S ","D1SD4 ","150","0","10","4","    ","189","    D1S00-150041","LCS 21 D1SD4 MAJ ASSY T1      ","        ","        ","13","0","0","0","11.5"
"481","3","D1S ","D1SD4 ","150","0","10","4","    ","182","    D1S00-150030","LCS 21 D1SD4 SUB ASSY M       ","03/11/2015","        ","52","0","0","0","50"
"481","3","D1S ","D1SD4 ","150","0","10","4","    ","183","    D1S00-150031","LCS 21 D1SD4 SUB ASSY N       ","03/11/2015","        ","132","0","0","0","125"
"481","3","D1S ","D1SD4 ","150","0","10","4","    ","186","    D1S00-150034","LCS 21 D1SD4 MAJ ASSY S1      ","03/11/2015","        ","90","0","0","0","70"
"481","3","D1S ","D1SD4 ","150","0","10","4","    ","187","    D1S00-150035","LCS 21 D1SD4 MAJ ASSY S2      ","03/11/2015","        ","65","0","0","0","55"
"481","3","D1S ","D1SD1 ","150","117488","10","4","    ","91","    D1S00-150055","LCS 21 D1SD1 MAJ ASSY T4      ","05/25/2015","        ","48","99","47.52","25.02","26.02"
"481","3","D1S ","D1SD1 ","180","117465","10","2","    ","87","    D1S00-180001","LCS 21 D1SD1 SUB D FOUNDATIONS","        ","        ","106","95","100.7","126.5","131.5"
"481","3","D1S ","D1SD2 ","180","117545","10","2","    ","126","    D1S00-180002","LCS 21 D1SD2 FAB D FOUNDATIONS","        ","        ","132","85","112.2","114","144"
"481","3","D1S ","D1SD3 ","180","117597","10","2","    ","161","    D1S00-180003","LCS 21 D1SD3 FAB D FOUNDATIONS","        ","        ","95","0","0","0","85"
"481","3","D1S ","D1SD4 ","180","0","10","2","    ","188","    D1S00-180004","LCS 21 D1SD4 FAB D FOUNDATIONS","03/11/2015","        ","9","0","0","0","9"
"481","4","D1S ","D1SD1 ","150","117489","10","4","    ","96","    D1S00-150056","LCS 21 D1SD1 CONSTRCT FIT BS_1","        ","        ","47","0","0","0","45"
"481","4","D1S ","D1SD1 ","150","117490","10","4","    ","97","    D1S00-150057","LCS 21 D1SD1 CONSTRT WELD BS_1","        ","        ","26","0","0","0","26"
"481","4","D1S ","D1SD1 ","150","117491","10","8","    ","98","    D1S00-150058","LCS 21 D1SD1 CONSTRCT FIT BS_2","        ","        ","220","0","0","0","218"
"481","4","D1S ","D1SD1 ","150","117492","10","9","    ","99","    D1S00-150059","LCS 21 D1SD1 CONSTRT WELD BS_2","        ","        ","200","0","0","0","190"
"481","4","D1S ","D1SD1 ","150","117493","10","8","    ","100","    D1S00-150060","LCS 21 D1SD1 CONSTRCT FIT BS_3","        ","        ","650","0","0","0","650"
"481","4","D1S ","D1SD1 ","150","117494","10","9","    ","101","    D1S00-150061","LCS 21 D1SD1 CONSTRT WELD BS_3","        ","        ","730","0","0","0","725"
"481","4","D1S ","D1SD1 ","150","117495","10","4","    ","102","    D1S00-150083","LCS 21 D1SD1 TOPSIDE POST ACE ","        ","        ","22","0","0","0","22"
"481","4","D1S ","D1SD3 ","150","117592","10","4","    ","168","    D1S00-150085","LCS 21 D1SD3 TOPSIDE POST ACE ","        ","        ","25","0","0","0","25"
"481","4","D1S ","D1SD1 ","992","117497","10","19","    ","104","    D1S00-992001","LCS 21 D1SD1 UPRIGHT LIFTSTRCT","05/25/2015","        ","67","0","0","0","65"
"481","5","D1S ","D1SD1 ","0","117499","10","19","    ","104","    D1SD1-MODXFR","LCS 21 D1SD1 MOD XFR TO BARGE ","        ","        ","0","0","0","0","0"
"481","5","D1S ","D1SD2 ","0","0","10","880","    ","126","    D1SD2-MMCRWK","LCS 21 D1SD2 MMC CAUSED REWORK","        ","        ","0","0","0","0","0"
"481","5","D1S ","D1SD2 ","0","117540","10","19","    ","142","    D1SD2-MODXFR","LCS 21 D1SD2 MOD XFR TO BARGE ","        ","        ","0","0","0","0","40"
"481","5","D1S ","D1SD3 ","0","117595","10","19","    ","173","    D1SD3-MODXFR","LCS 21 D1SD3 MOD XFR TO BARGE ","        ","        ","0","0","0","0","40"
"481","5","D1S ","D1SD4 ","0","0","10","19","    ","200","    D1SD4-MODXFR","LCS 21 D1SD4 MOD XFR TO BARGE ","        ","        ","60","0","0","0","0"
"481","5","D1S ","900","74","117539","10","20","    ","126","      D1SD2-0920","LCS 21 D1SD2 R20 ACCURACY CNTL","        ","        ","0","2","0","0","0"
"481","5","D1S ","900","74","117596","10","20","    ","161","      D1SD3-0920","LCS 21 D1SD3 R20 ACCURACY CNTL","        ","        ","8","0","0","0","8"
"481","5","D1S ","900","74","0","10","20","    ","188","      D1SD4-0920","LCS 21 D1SD4 R20 ACCURACY CNTL","        ","        ","0","0","0","0","0"
"481","5","D1S ","STACK ","74","117502","10","20","    ","87","      D1S12-0920","LCS 21 D1SD1/D2 STACK ACC CNTL","        ","        ","0","0","0","0","10"
"481","5","D1S ","STACK ","74","0","10","20","    ","161","      D1S34-0920","LCS 21 D1SD3/D4 STACK ACC CNTL","        ","        ","0","0","0","0","10"
"481","5","D1S ","D1SD1 ","150","117549","10","800","    ","81","    D1SD1-R02200","LCS 21 D1SD1 P1-000-229 REPAIR","        ","        ","0","100","0","54.97","54.97"
"481","5","D1S ","D1SD1 ","150","117513","10","890","    ","76","D1SD1-ALPNLISSUE","LCS 21 D1SD1 FSL AL PNL ISSUE ","        ","        ","0","14","0","48.48","346.28"
"481","5","D1S ","D1SD2 ","150","117561","10","890","    ","119","    D1SD2-R03100","LCS 21 D1SD2 R&A SLOT CUTTING ","        ","        ","0","10","0","1.6","9.6"
"481","5","D1S ","D1SD2 ","150","117514","10","890","    ","116","D1SD2-ALPNLISSUE","LCS 21 D1SD2 FSL AL PNL ISSUE ","        ","        ","0","4","0","3.5","87.5"
"481","5","D1S ","D1SD2 ","167","0","10","18","    ","140","    D1S00-167004","LCS 21 D1SD2 INST 167 CLOSURES","        ","        ","60","0","0","0","58"
"481","5","D1S ","D1SD1 ","167","0","10","18","    ","94","    D1S00-167002","LCS 21 D1SD1 INST 167 CLOSURES","05/25/2015","        ","83","0","0","0","83"
"481","5","D1S ","D1SD3 ","167","0","10","18","    ","171","    D1S00-167005","LCS 21 D1SD3 INST 167 CLOSURES","08/20/2015","        ","75","0","0","0","71"
"481","5","D1S ","D1SD1 ","512","117564","10","18","    ","108","    D1S00-512007","LCS 21 D1SD1 INSTL 512 LOUVERS","        ","        ","14","0","0","0","10"
"481","5","D1S ","D1SD2 ","512","117568","10","18","    ","145","    D1S00-512008","LCS 21 D1SD2 INSTL 512 LOUVERS","        ","        ","8","0","0","0","7"
"481","5","D1S ","900","992","0","10","20","    ","          ","      D1SD2-0901","LCS 21 D1SD2 BOAT TEMP SERV   ","        ","        ","0","0","0","0","0"
"481","5","D1S ","900","992","0","10","20","    ","          ","      D1SD3-0901","LCS 21 D1SD3 BOAT TEMP SERV   ","        ","        ","0","0","0","0","0"
"481","5","D1S ","900","992","0","10","20","    ","          ","      D1SD4-0901","LCS 21 D1SD4 BOAT TEMP SERV   ","        ","        ","0","0","0","0","0"
"481","6","D1S ","D1SD1 ","0","0","10","880","    ","87","    D1SD1-R90300","LCS 21 D1SD1 XCES DWG REVW    ","05/25/2015","        ","0","0","0","0","0"
"481","6","D1S ","D1SD2 ","0","0","10","880","    ","126","    D1SD2-R90300","LCS 21 D1SD2 XCES DWG REVW    ","05/25/2015","        ","0","0","0","0","0"
"481","6","D1S ","D1SD3 ","0","0","10","880","    ","161","    D1SD3-R90300","LCS 21 D1SD3 XCES DWG REVW    ","05/25/2015","        ","0","0","0","0","0"
"481","6","D1S ","D1SD4 ","0","0","10","880","    ","188","    D1SD4-R90300","LCS 21 D1SD4 XCES DWG REVW    ","05/25/2015","        ","0","0","0","0","0"
"481","7","D1S ","D1SD1 ","192","117496","10","8","    ","103","    D1S00-192002","LCS 21 D1SD1 AIR WAND SEAMTEST","        ","        ","10","0","0","0","10"
"481","7","D1S ","D1SD2 ","192","117538","10","8","    ","141","    D1S00-192003","LCS 21 D1SD2 AIR WAND SEAMTEST","        ","        ","10","0","0","0","10"
"481","7","D1S ","D1SD3 ","192","117593","10","8","    ","172","    D1S00-192004","LCS 21 D1SD3 AIR WAND SEAMTEST","        ","        ","17","0","0","0","15"
"481","7","D1S ","D1SD4 ","192","0","10","8","    ","199","    D1S00-192005","LCS 21 D1SD4 AIR WAND SEAMTEST","        ","        ","10","0","0","0","10"
"481","9","D1S ","D1SD4 ","167","0","10","18","    ","198","    D1S00-167006","LCS 21 D1SD4 INSTL 167 BERPS  ","        ","        ","15","0","0","0","10"
"481","9","D1S ","D1SD1 ","167","0","10","18","    ","95","    D1S00-167003","LCS 21 D1SD1 INSTL 167 BERPS  ","05/25/2015","        ","5","0","0","0","3"
"481","9","D1S ","D1SD2 ","180","117546","10","2","    ","138","    D1S00-180007","LCS 21 D1SD2 INSTL 180 D FNDS ","        ","        ","80","1","0.8","20","56"
"481","9","D1S ","D1SD2 ","180","117547","10","2","    ","139","    D1S00-180008","LCS 21 D1SD2 INST 180D FND TP ","        ","        ","103","0","0","0","100"
"481","9","D1S ","D1SD4 ","180","0","10","2","    ","197","    D1S00-180011","LCS 21 D1SD4 INSTL 180 D FNDS ","        ","        ","20","0","0","0","20"
"481","9","D1S ","D1SD1 ","180","117466","10","2","    ","92","    D1S00-180005","LCS 21 D1SD1 INSTL 180 D FNDS ","05/25/2015","        ","70","7","4.9","5","60"
"481","9","D1S ","D1SD1 ","180","117467","10","2","    ","93","    D1S00-180006","LCS 21 D1SD1 INSTL 180D FND TP","05/25/2015","        ","57","0","0","0","57"
"481","9","D1S ","D1SD3 ","180","117598","10","2","    ","169","    D1S00-180009","LCS 21 D1SD3 INSTL 180 D FNDS ","08/20/2015","        ","142","0","0","0","164"
"481","9","D1S ","D1SD3 ","180","117599","10","2","    ","170","    D1S00-180010","LCS 21 D1SD3 INST180D FND TPSD","08/20/2015","        ","19","0","0","0","19"
"481","9","D1S ","D1SD2 ","321","117569","10","18","    ","143","    D1S00-321009","LCS 21 D1SD2 INSTL 321 HOTWORK","        ","        ","850","0","0","39.5","839.5"
"481","9","D1S ","D1SD1 ","321","117548","10","18","    ","105","    D1S00-321008","LCS 21 D1SD1 INSTL 321 HOTWORK","05/25/2015","        ","500","1","5","60.13","508.13"
"481","9","D1S ","D1SD3 ","321","0","10","18","    ","177","    D1S00-321010","LCS 21 D1SD3 INSTL 321 HOTWORK","06/22/2015","        ","324","0","0","0","320"
"481","9","D1S ","D1SD4 ","321","0","10","18","    ","201","    D1S00-321011","LCS 21 D1SD4 INSTL 321 HOTWORK","08/20/2015","        ","132","0","0","0","130"
"481","9","D1S ","D1SD4 ","505","0","10","16","    ","75","    D1S00-505001","LCS 21 D1SD4 INSTL ANTICE HNGR","        ","        ","50","0","0","0","0"
"481","9","D1S ","D1SD3 ","505","0","10","16","    ","75","    D1S00-505003","LCS 21 D1S INSTL ANTI-ICE HNGR","06/29/2015","        ","100","0","0","0","100"
"481","9","D1S ","D1SD1 ","512","117563","10","18","    ","107","    D1S00-512003","LCS 21 D1SD1 INSTL HVAC HOTWRK","        ","        ","135","0","0","0","133"
"481","9","D1S ","D1SD2 ","512","117567","10","18","    ","144","    D1S00-512004","LCS 21 D1SD2 INSTL HVAC HOTWRK","        ","        ","94","0","0","0","88"
"481","9","D1S ","D1SD3 ","512","0","10","18","    ","178","    D1S00-512005","LCS 21 D1SD3 INSTL HVAC HOTWRK","        ","        ","145","0","0","0","140"
"481","9","D1S ","D1SD4 ","512","0","10","18","    ","202","    D1S00-512006","LCS 21 D1SD4 INSTL HVAC HOTWRK","        ","        ","40","0","0","0","38.5"
"481","9","D1S ","D1SD2 ","571","117570","10","18","    ","147","    D1S00-571001","LCS 21 D1SD2 INSTL 571 HOTWORK","        ","        ","0","0","0","0","57"
"481","9","D1S ","D1SD2 ","603","117571","10","18","    ","148","    D1S00-603001","LCS 21 D1SD2 INST 603 NAMEBRD ","        ","        ","6","0","0","0","4"
"481","9","D1S ","D1SD1 ","612","117566","10","18","    ","115","    D1S00-611002","LCS 21 D1SD1 INSTL 611 DBL CLT","05/25/2015","        ","10","0","0","0","0"
"481","9","D1S ","D1SD1 ","612","0","10","18","    ","113","    D1S00-612001","LCS 21 D1SD1 INSTL 612 HOTWORK","05/25/2015","        ","72","0","0","0","72"
"481","9","D1S ","D1SD3 ","623","0","10","18","    ","174","    D1S00-623003","LCS 21 D1SD3 INSTL 623 LADDERS","        ","        ","20","0","0","0","16"
"481","9","D1S ","D1SD3 ","623","0","10","18","    ","175","    D1S00-623004","LCS 21 D1SD3 INST623ESC TK LDR","        ","        ","33","0","0","0","0"
"481","9","D1S ","D1SD4 ","623","0","10","18","    ","          ","    D1S00-623005","LCS 21 D1SD4 INSTL 623 LADDERS","        ","        ","8","0","0","0","8"
"481","9","D1S ","D1SD1 ","623","0","10","18","    ","114","    D1S00-623001","LCS 21 D1SD1 INSTL 623 LADDERS","05/25/2015","        ","50","0","0","0","50"
"481","9","D1S ","D1SD2 ","623","0","10","18","    ","151","    D1S00-623002","LCS 21 D1SD2 INSTL 623 LADDERS","08/20/2015","        ","137","0","0","0","135"
"481","9","D1S ","D1SD2 ","625","117565","10","4","    ","149","    D1S00-625001","LCS 21 D1SD2 DRL WND WIPR PH  ","        ","        ","48","0","0","0","30"
"481","10","D1S ","D1SD1 ","150","117479","10","4","    ","81","    D1S00-150006","LCS 21 D1SD1 MAJ ASSY P1      ","        ","        ","180","99","178.2","270","271"
"481","10","D1S ","D1SD1 ","150","117480","10","4","    ","82","    D1S00-150007","LCS 21 D1SD1 MAJ ASSY P2      ","        ","        ","337","100","337","301.6","301.6"
"481","10","D1S ","D1SD2 ","150","117521","10","4","    ","120","    D1S00-150016","LCS 21 D1SD2 MAJ ASSY P1      ","        ","        ","100","10","10","14.4","94.4"
"481","10","D1S ","D1SD2 ","150","117522","10","4","    ","121","    D1S00-150017","LCS 21 D1SD2 MAJ ASSY P2      ","        ","        ","280","0","0","12.1","272.1"
"481","10","D1S ","D1SD3 ","150","117578","10","4","    ","153","    D1S00-150022","LCS 21 D1SD3 SUB ASSY C       ","        ","        ","2","0","0","0","2"
"481","10","D1S ","D1SD3 ","150","117579","10","4","    ","154","    D1S00-150023","LCS 21 D1SD3 SUB ASSY G       ","        ","        ","2","0","0","0","2"
"481","10","D1S ","D1SD3 ","150","117582","10","4","    ","157","    D1S00-150026","LCS 21 D1SD3 MAJ ASSY P1      ","        ","        ","100","0","0","0","70"
"481","10","D1S ","D1SD3 ","150","117583","10","4","    ","158","    D1S00-150027","LCS 21 D1SD3 MAJ ASSY P2      ","        ","        ","120","0","0","0","106"
"481","10","D1S ","D1SD4 ","150","0","10","4","    ","184","    D1S00-150032","LCS 21 D1SD4 MAJ ASSY P1      ","03/11/2015","        ","70","0","0","0","60"
"481","10","D1S ","D1SD4 ","150","0","10","4","    ","185","    D1S00-150033","LCS 21 D1SD4 MAJ ASSY P2      ","03/11/2015","        ","100","0","0","0","90"
"481","10","D1S ","D1SD4 ","150","0","10","4","    ","190","    D1S00-150042","LCS 21 D1SD4 CONSTRCT FIT BS_1","03/11/2015","        ","62","0","0","0","58"
"481","10","D1S ","D1SD4 ","150","0","10","8","    ","194","    D1S00-150046","LCS 21 D1SD4 CONSTRCT FIT BS_3","03/11/2015","        ","48","0","0","0","47"
"481","1","D1T ","D1TD1 ","0","0","10","16","    ","235","    D1TD1-500001","LCS 21 D1TD1 505 PIPE INSTALL ","08/20/2015","        ","420","0","0","0","420"
"481","1","D1T ","D1TD1 ","505","0","10","16","    ","          ","    D1TD1-500002","LCS 21 D1TD1 INSTL HOTWORK    ","06/22/2015","        ","156","0","0","0","156"
"481","1","D1T ","D1TD1 ","505","0","10","16","    ","237","    D1TD1-505004","LCS 21 D1TD1 INST ANTICE HNGR ","06/22/2015","        ","148","0","0","0","130"
"481","3","D1T ","D1TD1 ","150","0","10","4","    ","205","    D1TD1-150001","LCS 21 D1TD1 MAJ ASSY M1      ","07/29/2015","        ","31","0","0","0","31"
"481","3","D1T ","D1TD1 ","150","0","10","4","    ","206","    D1TD1-150002","LCS 21 D1TD1 MAJ ASSY M2      ","07/29/2015","        ","34","0","0","0","28"
"481","3","D1T ","D1TD1 ","150","0","10","4","    ","207","    D1TD1-150003","LCS 21 D1TD1 MAJ ASSY M3      ","07/29/2015","        ","28","0","0","0","28"
"481","3","D1T ","D1TD1 ","150","0","10","4","    ","208","    D1TD1-150004","LCS 21 D1TD1 MAJ ASSY M4      ","07/29/2015","        ","28","0","0","0","28"
"481","3","D1T ","D1TD1 ","150","0","10","4","    ","209","    D1TD1-150005","LCS 21 D1TD1 SUB ASSY M       ","07/29/2015","        ","120","0","0","0","120"
"481","3","D1T ","D1TD1 ","150","0","10","4","    ","210","    D1TD1-150006","LCS 21 D1TD1 SUB ASSY N       ","07/29/2015","        ","54","0","0","0","54"
"481","3","D1T ","D1TD1 ","150","0","10","4","    ","211","    D1TD1-150007","LCS 21 D1TD1 SIDE ASSY S3     ","07/29/2015","        ","200","0","0","0","198"
"481","3","D1T ","D1TD1 ","150","0","10","4","    ","214","    D1TD1-150010","LCS 21 D1TD1 MAJ ASSY S1      ","07/29/2015","        ","240","0","0","0","240"
"481","3","D1T ","D1TD1 ","150","0","10","4","    ","215","    D1TD1-150011","LCS 21 D1TD1 MAJ ASSY S2      ","07/29/2015","        ","200","0","0","0","200"
"481","3","D1T ","D1TD1 ","150","0","10","4","    ","216","    D1TD1-150012","LCS 21 D1TD1 SUB ASSY A       ","07/29/2015","        ","101","0","0","0","101"
"481","3","D1T ","D1TD1 ","150","0","10","4","    ","217","    D1TD1-150013","LCS 21 D1TD1 SIDE ASSY S4     ","07/29/2015","        ","159","0","0","0","159"
