"Proj.","FM","HB","Seq","SWBS","Prod. Order","Opr","Task","WS/T","ECP/REA","Item","Description","Earliest Start Dt","Earliest End Date","BUDGET","% PROG","EARNED HOURS","ACTUAL","EAC","","",""
"MFG","","","","","","","","","","","","","","","","","","","","",""
"479","9","D1S ","D1SD3 ","623","117178","10","18","    ","132","    D1S00-623003","LCS 19 D1SD3 INSTL 623 LADDERS","05/04/2015","        ","20","100","20","14","14","","",""
"479","9","D1S ","D1SD3 ","623","0","10","18","    ","132","    D1S00-623004","LCS 19 D1SD3 INST623ESC TK LDR","05/04/2015","        ","33","0","0","0","0","","",""
"479","9","D1S ","D1SD2 ","623","0","10","18","    ","105","    D1S00-623002","LCS 19 D1SD2 INSTL 623 LADDERS","08/20/2015","        ","137","0","0","0","135","","",""
"479","9","D1S ","D1SD2 ","625","117252","10","4","    ","287","    D1SD2-625001","LCS 19 D1SD2 DRL WND WIPR PH  ","        ","        ","48","100","48","84.85","84.85","","",""
"479","10","D1S ","D1SD1 ","150","117115","10","4","    ","56","    D1S00-150006","LCS 19 D1SD1 MAJ ASSY P1      ","        ","        ","183","100","183","165.5","165.5","","",""
"479","10","D1S ","D1SD1 ","150","117116","10","4","    ","57","    D1S00-150007","LCS 19 D1SD1 MAJ ASSY P2      ","        ","        ","325","100","325","337","337","","",""
"479","10","D1S ","D1SD2 ","150","117215","10","4","    ","86","    D1S00-150016","LCS 19 D1SD2 MAJ ASSY P1      ","        ","        ","110","100","110","85.57","85.57","","",""
"479","10","D1S ","D1SD2 ","150","117148","10","4","    ","87","    D1S00-150017","LCS 19 D1SD2 MAJ ASSY P2      ","        ","        ","240","100","240","323.28","323.28","","",""
"479","10","D1S ","D1SD3 ","150","117052","10","4","    ","112","    D1S00-150022","LCS 19 D1SD3 SUB ASSY C       ","        ","        ","3","100","3","1","1","","",""
"479","10","D1S ","D1SD3 ","150","117053","10","4","    ","113","    D1S00-150023","LCS 19 D1SD3 SUB ASSY G       ","        ","        ","3","100","3","1","1","","",""
"479","10","D1S ","D1SD3 ","150","117056","10","4","    ","116","    D1S00-150026","LCS 19 D1SD3 MAJ ASSY P1      ","        ","        ","80","100","80","52.5","52.5","","",""
"479","10","D1S ","D1SD3 ","150","117057","10","4","    ","117","    D1S00-150027","LCS 19 D1SD3 MAJ ASSY P2      ","        ","        ","110","100","110","106.75","106.75","","",""
"479","10","D1S ","D1SD3 ","150","117062","10","8","    ","123","    D1S00-150039","LCS 19 D1SD3 CONSTRCT FIT BS_3","        ","        ","40","100","40","82","82","","",""
"479","10","D1S ","D1SD3 ","150","117064","10","8","    ","125","    D1S00-150072","LCS 19 D1SD3 CONSTRCT FIT BS_1","        ","        ","200","100","200","27.25","27.25","","",""
"479","10","D1S ","D1SD4 ","150","117087","10","4","    ","137","    D1S00-150032","LCS 19 D1SD4 MAJ ASSY P1      ","03/11/2015","        ","70","100","70","76","76","","",""
"479","10","D1S ","D1SD4 ","150","117088","10","4","    ","138","    D1S00-150033","LCS 19 D1SD4 MAJ ASSY P2      ","03/11/2015","        ","100","100","100","129.49","129.49","","",""
"479","10","D1S ","D1SD4 ","150","117092","10","8","    ","142","    D1S00-150042","LCS 19 D1SD4 CONSTRCT FIT BS_1","08/20/2015","        ","62","100","62","45","45","","",""
"479","10","D1S ","D1SD4 ","150","117096","10","8","    ","146","    D1S00-150046","LCS 19 D1SD4 CONSTRCT FIT BS_3","08/20/2015","        ","48","100","48","65.5","65.5","","",""
"479","10","D1S ","D1SD1 ","180","117138","10","2","    ","62","    D1S00-180001","LCS 19 D1SD1 SUB D FOUNDATIONS","        ","        ","106","100","106","51.5","51.5","","",""
"479","10","D1S ","D1SD2 ","180","117140","10","2","    ","92","    D1S00-180002","LCS 19 D1SD2 FAB D FOUNDATIONS","        ","        ","132","100","132","129.5","129.5","","",""
"479","10","D1S ","D1SD3 ","180","117050","10","2","    ","120","    D1S00-180003","LCS 19 D1SD3 FAB D FOUNDATIONS","        ","        ","115","100","115","70.5","70.5","","",""
"479","10","D1S ","D1SD4 ","180","117098","10","2","    ","141","    D1S00-180004","LCS 19 D1SD4 FAB D FOUNDATIONS","03/11/2015","        ","9","100","9","6.5","6.5","","",""
"479","1","D1T ","D1TD1 ","0","117338","10","16","    ","303","    D1TD1-500001","LCS 19 D1TD1 505 PIPE INSTALL ","08/20/2015","        ","420","66","277.2","271.1","371.1","","",""
"479","1","D1T ","D1TD1 ","505","117421","10","16","    ","304","    D1TD1-505004","LCS 19 D1TD1 INST ANTICE HNGR ","        ","        ","148","0","0","0","130","","",""
"479","1","D1T ","D1TD1 ","505","0","10","16","    ","142","    D1TD1-500002","LCS 19 D1TD1 INSTL HOTWORK    ","08/20/2015","        ","156","0","0","0","0","","",""
"479","3","D1T ","D1TD1 ","150","117289","10","4","    ","156","    D1TD1-150001","LCS 19 D1TD1 MAJ ASSY M1      ","07/29/2015","        ","31","100","31","38.25","38.25","","",""
"479","3","D1T ","D1TD1 ","150","117290","10","4","    ","157","    D1TD1-150002","LCS 19 D1TD1 MAJ ASSY M2      ","07/29/2015","        ","34","100","34","42.73","42.73","","",""
"479","3","D1T ","D1TD1 ","150","117291","10","4","    ","158","    D1TD1-150003","LCS 19 D1TD1 MAJ ASSY M3      ","07/29/2015","        ","28","100","28","0","0","","",""
"479","3","D1T ","D1TD1 ","150","117292","10","4","    ","159","    D1TD1-150004","LCS 19 D1TD1 MAJ ASSY M4      ","07/29/2015","        ","28","100","28","0","0","","",""
"479","3","D1T ","D1TD1 ","150","117293","10","4","    ","160","    D1TD1-150005","LCS 19 D1TD1 SUB ASSY M       ","07/29/2015","        ","120","100","120","100.02","100.02","","",""
"479","3","D1T ","D1TD1 ","150","117294","10","4","    ","161","    D1TD1-150006","LCS 19 D1TD1 SUB ASSY N       ","07/29/2015","        ","54","100","54","89.53","89.53","","",""
"479","3","D1T ","D1TD1 ","150","117295","10","4","    ","162","    D1TD1-150007","LCS 19 D1TD1 SIDE ASSY S3     ","07/29/2015","        ","200","100","200","177.22","177.22","","",""
"479","3","D1T ","D1TD1 ","150","117298","10","4","    ","165","    D1TD1-150010","LCS 19 D1TD1 MAJ ASSY S1      ","07/29/2015","        ","240","100","240","267.03","267.03","","",""
"479","3","D1T ","D1TD1 ","150","117299","10","4","    ","166","    D1TD1-150011","LCS 19 D1TD1 MAJ ASSY S2      ","07/29/2015","        ","200","100","200","187","187","","",""
"479","3","D1T ","D1TD1 ","150","117300","10","4","    ","167","    D1TD1-150012","LCS 19 D1TD1 SUB ASSY A       ","07/29/2015","        ","101","100","101","56.5","56.5","","",""
"479","3","D1T ","D1TD1 ","150","117301","10","4","    ","168","    D1TD1-150013","LCS 19 D1TD1 SIDE ASSY S4     ","07/29/2015","        ","159","100","159","262.55","262.55","","",""
"479","3","D1T ","D1TD1 ","150","117302","10","4","    ","169","    D1TD1-150014","LCS 19 D1TD1 SUB ASSY C       ","07/29/2015","        ","74","100","74","56.52","56.52","","",""
"479","3","D1T ","D1TD1 ","167","0","10","4","    ","295","    D1TD1-167002","LCS 19 D1TD1 STAN SKTS & COMBS","03/16/2015","        ","37","0","0","0","37","","",""
"479","4","D1T ","903","0","117313","10","19","    ","185","    D1TD1-992001","LCS 19 D1TD1 LIFT/ROL STRUCTRE","        ","        ","80","99","79.2","32.5","33.5","","",""
"479","4","D1T ","D1TD1 ","150","117310","10","8","    ","292","    D1TD1-150025","LCS 19 D1TD1 TOPSIDE POST ACE ","        ","        ","5","99","4.95","32.5","33.5","","",""
"479","4","D1T ","D1TD1 ","150","117303","10","8","    ","171","    D1TD1-150016","LCS 19 D1TD1 CONSTRCT FIT BS_1","08/12/2015","        ","20","100","20","24","24","","",""
"479","4","D1T ","D1TD1 ","150","117304","10","9","    ","172","    D1TD1-150017","LCS 19 D1TD1 CONSTRT WELD BS_1","08/12/2015","        ","19.5","99","19.31","32","33","","",""
"479","4","D1T ","D1TD1 ","150","117305","10","8","    ","173","    D1TD1-150018","LCS 19 D1TD1 CONSTRCT FIT BS_2","08/12/2015","        ","200","100","200","265.52","265.52","","",""
"479","4","D1T ","D1TD1 ","150","117306","10","9","    ","174","    D1TD1-150019","LCS 19 D1TD1 CONSTRT WELD BS_2","08/12/2015","        ","265","99","262.35","368.06","369.06","","",""
"479","4","D1T ","D1TD1 ","150","117307","10","8","    ","175","    D1TD1-150020","LCS 19 D1TD1 CONSTRCT FIT BS_3","08/12/2015","        ","230","100","230","280.5","280.5","","",""
"479","4","D1T ","D1TD1 ","150","117308","10","9","    ","176","    D1TD1-150021","LCS 19 D1TD1 CONSTRT WELD BS_3","08/12/2015","        ","250","99","247.5","221.44","222.44","","",""
"479","5","D1T ","D1TD1 ","0","117311","10","19","    ","185","    D1TD1-MODXFR","LCS 19 D1TD1 MOD XFR TO BARGE ","        ","        ","20","0","0","0.5","20.5","","",""
"479","5","D1T ","900","74","117309","10","20","    ","171","      D1TD1-0920","LCS 19 D1TD1 R20 ACCURACY CNTL","        ","        ","0","87","0","5","5.74","","",""
"479","5","D1T ","D1TD1 ","150","117627","10","890","    ","182","    D1TD1-R04100","LCS 19 D1TD1 REMAKE BOLT STRAP","        ","        ","0","0","0","0","10","","",""
"479","5","D1T ","D1TD1 ","150","117552","10","800","    ","158","    D1TD1-R04200","LCS 19 D1TD1 02-M03 TBAR WORK ","        ","        ","0","0","0","15","22","","",""
"479","5","D1T ","D1TD1 ","150","117559","10","800","    ","173","    D1TD1-R04201","LCS 19 D1TD1 NOSECONE WELD ERR","        ","        ","0","100","0","17.52","17.52","","",""
"479","5","D1T ","D1TD1 ","167","117335","10","18","    ","177","    D1TD1-167001","LCS 19 D1TD1 INSTL167 CLOSURES","03/16/2015","        ","32","100","32","23.98","23.98","","",""
"479","5","D1T ","D1TD1 ","259","117346","10","4","    ","179","    D1TD1-259001","LCS 19 D1TD1 P INST259 LOUVERS","08/20/2015","        ","125","57","71.25","94.02","144.02","","",""
"479","5","D1T ","D1TD1 ","259","117347","10","4","    ","180","    D1TD1-259002","LCS 19 D1TD1 S INST259 LOUVERS","08/20/2015","        ","134","57","76.38","75.78","125.78","","",""
"479","5","D1T ","900","992","117048","10","20","    ","          ","      D1TD1-0901","LCS 19 D1TD1 BOAT TEMP SERV   ","        ","        ","0","87","0","166.2","191.03","","",""
"479","6","D1T ","D1TD1 ","0","117619","10","880","    ","          ","    D1TD1-R90390","LCS 19 D1TD1 FCN ELECT LABOR  ","        ","        ","0","1","0","32","3200","","",""
"479","7","D1T ","D1TD1 ","192","117312","10","8","    ","186","    D1TD1-192001","LCS 19 D1TD1 AIR WAND SEAMTEST","10/14/2015","        ","43","50","21.5","0","39","","",""
"479","9","D1T ","D1TD1 ","0","117336","10","18","    ","182","    D1TD1-512001","LCS 19 D1TD1 INSTL HVAC HOTWK ","08/20/2015","        ","15","100","15","5.98","5.98","","",""
"479","9","D1T ","D1TD1 ","180","117315","10","18","    ","178","    D1TD1-180002","LCS 19 D1TD1 INSTL 180 D FNDS ","03/16/2015","        ","77","94","72.38","89.61","93.61","","",""
"479","9","D1T ","D1TD1 ","180","117316","10","18","    ","296","    D1TD1-180003","LCS 19 D1TD1 INST 180 FNDS TOP","03/16/2015","        ","100","99","99","61","63","","",""
"479","9","D1T ","D1TD1 ","321","117348","10","18","    ","181","    D1TD1-321002","LCS 19 D1TD1 INSTL 321 HOTWORK","05/07/2015","        ","200","84","168","220.23","234.23","","",""
"479","9","D1T ","D1TD1 ","612","117337","10","18","    ","183","    D1TD1-612001","LCS 19 D1TD1 INSTL 612 HOTWORK","05/07/2015","        ","41","63","25.83","34.5","39.5","","",""
"479","9","D1T ","D1TD1 ","623","117349","10","18","    ","184","    D1TD1-623001","LCS 19 D1TD1 INSTL 623 LADDERS","05/07/2015","        ","15","96","14.4","8.5","9.5","","",""
"479","10","D1T ","D1TD1 ","150","117296","10","4","    ","163","    D1TD1-150008","LCS 19 D1TD1 MAJ ASSY P1      ","07/29/2015","        ","180","100","180","129.07","129.07","","",""
"479","10","D1T ","D1TD1 ","150","117297","10","4","    ","164","    D1TD1-150009","LCS 19 D1TD1 MAJ ASSY P2      ","07/29/2015","        ","111","100","111","185.97","185.97","","",""
"479","10","D1T ","D1TD1 ","180","117314","10","18","    ","170","    D1TD1-180001","LCS 19 D1TD1 SUB 180 D FNDS   ","07/29/2015","        ","60","100","60","64.48","64.48","","",""
"479","3","D2M ","D2MM1 ","180","0","10","2","    ","          ","    D2MM1-180001","LCS 19 D2MM1 SUB 180 D FNDS   ","09/10/2015","        ","235","0","0","0","0","","",""
"479","5","D2M ","D2MM1 ","0","0","10","19","    ","          ","    D2MM1-MODXFR","LCS 19 D2MM1 MOD XFR TO BARGE ","        ","        ","0","0","0","0","0","","",""
"479","5","D2M ","900","74","0","10","20","    ","          ","      D2MM1-0920","LCS 19 D2MM1 R20 ACCURACY CNTL","        ","        ","0","0","0","0","0","","",""
"479","5","D2M ","900","992","117047","10","20","    ","          ","      D2MM1-0901","LCS 19 D2MM1 BOAT TEMP SERV   ","        ","        ","0","0","0","72.33","0","","",""
"479","6","D2M ","D2MM1 ","0","0","10","880","    ","36","    D2MM1-R90300","LCS 19 D2MM1 XCES DWG REVW    ","05/25/2015","        ","0","0","0","0","0","","",""
"479","7","D2M ","D2MM1 ","192","0","10","8","    ","          ","    D2MM1-192001","LCS 19 D2MM1 AIR WAND SEAMTEST","11/23/2015","        ","17","0","0","0","17","","",""
"479","9","D2M ","D2MM1 ","167","0","10","18","    ","          ","    D2MM1-167001","LCS 19 D2MM1 INSTALL 167 BERPS","11/09/2015","        ","129","0","0","0","0","","",""
"479","9","D2M ","D2MM1 ","180","0","10","18","    ","          ","    D2MM1-180003","LCS 19 D2MM1 INSTL 180 FNDS   ","09/10/2015","        ","235","0","0","0","0","","",""
"479","9","D2M ","D2MM1 ","321","0","10","18","    ","          ","    D2MM1-321001","LCS 19 D2MM1 INSTL 321 HOTWRK ","11/30/2015","        ","119","0","0","0","0","","",""
"479","9","D2M ","D2MM1 ","613","0","10","18","    ","          ","    D2MM1-613001","LCS 19 D2MM1 INSTL 613 HOTWORK","11/09/2015","        ","27","0","0","0","0","","",""
"479","9","D2M ","D2MM1 ","623","0","10","18","    ","          ","    D2MM1-623001","LCS 19 D2MM1 INSTL 623 LADDERS","11/09/2015","        ","0","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","150","0","10","8","    ","          ","    D2MM1-150007","LCS 19 D2MM1 CONSTRCT FIT BS_1","05/25/2015","        ","94","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","150","0","10","9","    ","          ","    D2MM1-150008","LCS 19 D2MM1 CONSTR WELD BS_1 ","05/25/2015","        ","94","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","150","0","10","8","    ","          ","    D2MM1-150009","LCS 19 D2MM1 CONSTRCT FIT BS_2","05/25/2015","        ","94","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","150","0","10","9","    ","          ","    D2MM1-150010","LCS 19 D2MM1 CONSTR WELD BS_2 ","05/25/2015","        ","94","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","150","0","10","4","    ","          ","    D2MM1-150014","LCS 19 D2MM1 SUB ASSY A       ","09/10/2015","        ","264","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","150","0","10","4","    ","          ","    D2MM1-150016","LCS 19 D2MM1 SUB ASSY C       ","09/10/2015","        ","264","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","150","0","10","4","    ","          ","    D2MM1-150019","LCS 19 D2MM1 SUB ASSY F       ","09/10/2015","        ","264","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","150","0","10","4","    ","          ","    D2MM1-150020","LCS 19 D2MM1 SUB ASSY G       ","09/10/2015","        ","264","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","150","0","10","4","    ","          ","    D2MM1-150022","LCS 19 D2MM1 SUB ASSY M       ","09/10/2015","        ","264","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","150","0","10","4","    ","          ","    D2MM1-150001","LCS 19 D2MM1 MAJ ASSY T1      ","10/26/2015","        ","265","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","150","0","10","4","    ","          ","    D2MM1-150002","LCS 19 D2MM1 MAJ ASSY T2      ","10/26/2015","        ","265","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","150","0","10","4","    ","          ","    D2MM1-150003","LCS 19 D2MM1 MAJ ASSY T3      ","10/26/2015","        ","265","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","150","0","10","4","    ","          ","    D2MM1-150004","LCS 19 D2MM1 MAJ ASSY T4      ","10/26/2015","        ","265","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","150","0","10","4","    ","          ","    D2MM1-150005","LCS 19 D2MM1 MAJ ASSY T5      ","10/26/2015","        ","265","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","150","0","10","4","    ","          ","    D2MM1-150006","LCS 19 D2MM1 MAJ ASSY T6      ","10/26/2015","        ","265","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","612","0","10","18","    ","          ","    D2MM1-612001","LCS 19 D2MM1 INSTL 612 HOTWORK","11/09/2015","        ","8","0","0","0","0","","",""
"479","10","D2M ","D2MM1 ","992","0","10","19","    ","          ","    D2MM1-992004","LCS 19 D2MM1 LIFT/ROL STRUCTRE","05/25/2015","        ","0","0","0","0","0","","",""
"479","1","D2S ","D2SD1 ","0","117039","10","16","    ","22","    D2S00-500001","LCS 19 D2SD1 INSTGRP500 SOC2.1","05/11/2015","        ","15","100","15","28","28","","",""
"479","1","D2S ","D2SD1 ","0","117040","10","16","    ","23","    D2S00-500002","LCS 19 D2SD1 INSTGRP505 SOC2.2","05/11/2015","        ","850","100","850","984.59","984.59","","",""
"479","1","D2S ","D2SD2 ","505","117136","10","16","    ","46","    D2S00-500003","LCS 19 D2SD2 INSTGRP500 SOC2.2","05/25/2015","        ","500","100","500","419.27","419.27","","",""
"479","2","D2S ","D2SD1 ","150","116987","10","8","    ","15","    D2S00-150034","LCS 19 D2SD1 CONSTR FIT BS_3  ","04/29/2015","        ","71","100","71","116","116","","",""
"479","2","D2S ","D2SD2 ","150","117009","10","8","    ","36","    D2S00-150019","LCS 19 D2SD2 CONSTRT FIT BS_1 ","05/13/2015","        ","20","100","20","38.98","38.98","","",""
"479","2","D2S ","D2SD2 ","150","117010","10","9","    ","37","    D2S00-150020","LCS 19 D2SD2 CONSTR WELD BS_1 ","05/13/2015","        ","67","100","67","12","12","","",""
"479","2","D2S ","D2SD2 ","150","117011","10","8","    ","38","    D2S00-150021","LCS 19 D2SD2 CONSTR FIT BS_2  ","05/13/2015","        ","250","100","250","140.5","140.5","","",""
"479","2","D2S ","D2SD2 ","150","117012","10","9","    ","39","    D2S00-150022","LCS 19 D2SD2 CONSTR WELD BS_2 ","05/13/2015","        ","300","100","300","393.97","393.97","","",""
"479","2","D2S ","D2SD2 ","150","117013","10","8","    ","40","    D2S00-150023","LCS 19 D2SD2 CONSTR FIT BS_3  ","05/13/2015","        ","140","100","140","78.97","78.97","","",""
"479","2","D2S ","D2SD2 ","150","117014","10","9","    ","41","    D2S00-150024","LCS 19 D2SD2 CONSTR WELD BS_3 ","05/13/2015","        ","130","100","130","96.99","96.99","","",""
"479","2","D2S ","D2SD2 ","992","117017","10","19","    ","47","    D2S00-992004","LCS 19 D2SD2 LIFT/ROL STRUCTRE","05/25/2015","        ","125","100","125","103.5","103.5","","",""
"479","3","D2S ","D2SD1 ","0","0","10","880","    ","11","    D2SD1-R03301","LCS 19 D2SD1 N07-100/104 NOTCH","        ","        ","0","0","0","0","0","","",""
"479","3","D2S ","D2SD1 ","150","116975","10","4","    ","2","    D2S00-150001","LCS 19 D2SD1 SUB ASSY A       ","03/30/2015","        ","14","100","14","0","0","","",""
"479","3","D2S ","D2SD1 ","150","116976","10","4","    ","3","    D2S00-150002","LCS 19 D2SD1 SUB ASSY B       ","03/30/2015","        ","8.5","100","8.5","5","5","","",""
"479","3","D2S ","D2SD1 ","150","116977","10","4","    ","4","    D2S00-150003","LCS 19 D2SD1 SUB ASSY M       ","03/30/2015","        ","175","100","175","115.98","115.98","","",""
"479","3","D2S ","D2SD1 ","150","116978","10","4","    ","5","    D2S00-150004","LCS 19 D2SD1 SUB ASSY N       ","03/30/2015","        ","450","100","450","418.84","418.84","","",""
"479","3","D2S ","D2SD1 ","150","116981","10","4","    ","8","    D2S00-150007","LCS 19 D2SD1 MAJ ASSY S1      ","03/30/2015","        ","74.5","100","74.5","73.5","73.5","","",""
"479","3","D2S ","D2SD1 ","150","116982","10","4","    ","9","    D2S00-150008","LCS 19 D2SD1 MAJ ASSY S2      ","03/30/2015","        ","122.5","100","122.5","168.92","168.92","","",""
"479","3","D2S ","D2SD2 ","150","117000","10","4","    ","28","    D2S00-150009","LCS 19 D2SD2 SUB ASSY A       ","04/13/2015","        ","80","100","80","299.03","299.03","","",""
"479","3","D2S ","D2SD2 ","150","117001","10","4","    ","29","    D2S00-150010","LCS 19 D2SD2 SUB ASSY M       ","04/13/2015","        ","430","100","430","186.97","186.97","","",""
"479","3","D2S ","D2SD2 ","150","117002","10","4","    ","30","    D2S00-150011","LCS 19 D2SD2 SUB ASSY N       ","04/13/2015","        ","155","100","155","90.19","90.19","","",""
"479","3","D2S ","D2SD2 ","150","117005","10","4","    ","33","    D2S00-150014","LCS 19 D2SD2 MAJ ASSY S1      ","05/11/2015","        ","150","100","150","107","107","","",""
"479","3","D2S ","D2SD2 ","150","117006","10","4","    ","34","    D2S00-150015","LCS 19 D2SD2 MAJ ASSY S2      ","05/11/2015","        ","110","100","110","152.87","152.87","","",""
"479","3","D2S ","D2SD2 ","150","117007","10","4","    ","48","    D2S00-150017","LCS 19 D2SD2 MAJ ASSY T1      ","05/11/2015","        ","48","100","48","25.25","25.25","","",""
"479","3","D2S ","D2SD2 ","150","117008","10","4","    ","49","    D2S00-150018","LCS 19 D2SD2 MAJ ASSY T2      ","05/11/2015","        ","20","100","20","40.5","40.5","","",""
"479","3","D2S ","D2SD1 ","180","117076","10","800","    ","11","    D2SD1-R03201","LCS 19 N19 ACE INSTL ERROR    ","        ","        ","0","100","0","10","10","","",""
"479","4","D2S ","D2SD1 ","150","116983","10","8","    ","11","    D2S00-150030","LCS 19 D2SD1 CONSTR FIT BS_1  ","04/29/2015","        ","82.5","100","82.5","30","30","","",""
"479","4","D2S ","D2SD1 ","150","116984","10","9","    ","12","    D2S00-150031","LCS 19 D2SD1 CONSTR WELD BS_1 ","04/29/2015","        ","20","100","20","42","42","","",""
"479","4","D2S ","D2SD1 ","150","116985","10","8","    ","13","    D2S00-150032","LCS 19 D2SD1 CONSTR FIT BS_2  ","04/29/2015","        ","450.5","100","450.5","560.08","560.08","","",""
"479","4","D2S ","D2SD1 ","150","116986","10","9","    ","14","    D2S00-150033","LCS 19 D2SD1 CONSTR WELD BS_2 ","04/29/2015","        ","727.5","100","727.5","689.03","689.03","","",""
"479","4","D2S ","D2SD1 ","150","116988","10","9","    ","16","    D2S00-150035","LCS 19 D2SD1 CONSTR WELD BS_3 ","04/29/2015","        ","48.5","100","48.5","64.95","64.95","","",""
"479","4","D2S ","D2SD1 ","992","117019","10","19","    ","26","    D2S00-992001","LCS 19 D2SD1 LIFT/ROL STRUCTRE","06/29/2015","        ","200","100","200","105.27","105.27","","",""
"479","5","D2S ","901","0","0","10","890","    ","11","    D2SD1-R01100","LCS 19 D2SD1 R01 VCAUZ CRK RWK","        ","        ","0","0","0","0","0","","",""
"479","5","D2S ","903","0","0","10","880","    ","11","    D2SD1-MMCRWK","LCS 19 D2SD1 MMC CAUSED REWORK","        ","        ","0","0","0","0","0","","",""
"479","5","D2S ","903","0","0","10","880","    ","11","    D2SD1-R03300","LCS 19 D2SD1 R03 MMC CAUZ RWK ","        ","        ","0","0","0","0","0","","",""
"479","5","D2S ","D2SD1 ","0","117020","10","19","    ","26","    D2SD1-MODXFR","LCS 19 D2SD1 MOD XFR TO BARGE ","        ","        ","0","100","0","46.8","46.8","","",""
"479","5","D2S ","D2SD2 ","0","117016","10","19","    ","47","    D2SD2-MODXFR","LCS 19 D2SD2 MOD XFR TO BARGE ","        ","        ","0","100","0","57.5","57.5","","",""
"479","5","D2S ","D2SD2 ","0","0","10","800","    ","36","    D2SD2-R05200","LCS 19 D2SD2 R01 EXCES SHRNKGE","        ","        ","0","0","0","0","0","","",""
"479","5","D2S ","D2SD1 ","74","117022","10","20","    ","11","      D2SD1-0920","LCS 19 D2SD1 R20 ACCURACY CNTL","        ","        ","0","100","0","8.05","8.05","","",""
"479","5","D2S ","D2SD2 ","74","117023","10","20","    ","36","      D2SD2-0920","LCS 19 D2SD2 R20 ACCURACY CNTL","        ","        ","0","100","0","0","0","","",""
"479","5","D2S ","D2SD1 ","150","117082","10","890","    ","4","    D2SD1-R03101","LCS 19 D2SD1 M05TBAR ALIGNMNT ","        ","        ","0","100","0","8.5","8.5","","",""
"479","5","D2S ","D2SD1 ","150","117028","10","880","    ","11","    D2SD1-R03302","LCS 19 D2SD1 DIM107/109 WRONG ","        ","        ","0","100","0","10","10","","",""
"479","5","D2S ","D2SD1 ","150","117235","10","800","    ","11","    D2SD1-R04201","LCS 19 D2SD1 BULKHEAD FAIRNESS","        ","        ","0","100","0","13","13","","",""
"479","5","D2S ","D2SD1 ","150","117211","10","880","    ","11","    D2SD1-R04301","LCS 19 D2SD1 PNLS MISING SLOTS","        ","        ","0","100","0","8.5","8.5","","",""
"479","5","D2S ","D2SD1 ","150","117245","10","880","    ","11","    D2SD1-R04302","LCS 19 D2SD1 FR 32 DWG DIM ERR","        ","        ","0","100","0","10","10","","",""
"479","5","D2S ","D2SD2 ","150","117142","10","890","    ","36","    D2SD2-R02101","LCS 19 D2SD2P2 XTRUSION DEFECT","        ","        ","0","100","0","111.51","111.51","","",""
"479","5","D2S ","D2SD2 ","150","117173","10","800","    ","36","    D2SD2-R02201","LCS 19 D2SD2 P2 SHRINKAGE RWK ","        ","        ","0","100","0","5","5","","",""
"479","5","D2S ","D2SD1 ","167","117137","10","18","    ","17","    D2S00-167001","LCS 19 D2SD1 INST 167 CLOSURES","03/16/2015","        ","340","100","340","346.45","346.45","","",""
"479","5","D2S ","D2SD2 ","167","117237","10","18","    ","42","    D2S00-167002","LCS 19 D2SD2 INST 167 CLOSURES","05/11/2015","        ","80","100","80","78.02","78.02","","",""
"479","5","D2S ","D2SD2 ","180","117392","10","800","    ","10","    D2SD2-R03201","LCS 19 D2SD2 PNLLINE LOST E02D","        ","        ","0","100","0","4","4","","",""
"479","5","D2S ","D2SD1 ","512","117027","10","18","    ","21","    D2S00-512003","LCS 19 D2SD1 INSTL 512 LOUVERS","04/29/2015","        ","50","100","50","6.5","6.5","","",""
"479","5","D2S ","900","992","117031","10","20","    ","          ","      D2SD1-0901","LCS 19 D2SD1 BOAT TEMP SERV   ","        ","        ","0","100","0","125.5","125.5","","",""
"479","5","D2S ","900","992","117032","10","20","    ","          ","      D2SD2-0901","LCS 19 D2SD2 BOAT TEMP SERV   ","        ","        ","0","100","0","98","98","","",""
"479","6","D2S ","D2SD1 ","0","0","10","880","    ","11","    D2SD1-R06301","LCS 19 D2SD1 D11 DWG DIM WRONG","        ","        ","0","0","0","0","0","","",""
"479","6","D2S ","D2SD1 ","0","0","10","880","    ","11","    D2SD1-R06302","LCS 19 D2SD1 XCESS FCN INVEST.","        ","        ","0","0","0","0","0","","",""
"479","6","D2S ","D2SD2 ","0","0","10","880","    ","36","    D2SD2-R06301","LCS 19 D2SD2 XCESS FCN INVEST.","        ","        ","0","0","0","0","0","","",""
