"Proj.","FM","HB","Seq","SWBS","Prod. Order","Opr","Task","WS/T","ECP/REA","Item","Description","Earliest Start Dt","Earliest End Date","BUDGET","% PROG","EARNED HOURS","ACTUAL","EAC","","",""
"MFG","","","","","","","","","","","","","","","","","","","","",""
"479","6","D2S ","D2SD1 ","0","0","10","880","    ","10","    D2SD1-R90300","LCS 19 D2SD1 XCES DWG REVW    ","05/25/2015","        ","0","0","0","0","0","","",""
"479","6","D2S ","D2SD2 ","0","0","10","880","    ","35","    D2SD2-R90300","LCS 19 D2SD2 XCES DWG REVW    ","05/25/2015","        ","0","0","0","0","0","","",""
"479","6","D2S ","D2SD1 ","321","117281","10","880","    ","19","    D2SD1-R06303","LCS 19 D2SD1 S1072 FMM ERR REP","        ","        ","0","100","0","7","7","","",""
"479","6","D2S ","D2SD1 ","321","117329","10","880","    ","19","    D2SD1-R06305","LCS 19 D2SD1 FCN4940 CAUZ RWK ","        ","        ","0","100","0","0","0","","",""
"479","6","D2S ","DS2D1 ","321","117287","10","880","    ","19","    D2SD1-R06304","LCS 19 D2SD1 FCN-5883 LABOR HR","        ","        ","0","100","0","21.48","21.48","","",""
"479","6","D2S ","D2SD1 ","505","117253","10","880","    ","22","    D2SD1-R07300","LCS 19 D2SD1 SLV72 DWG DIM ERR","        ","        ","0","100","0","4.5","4.5","","",""
"479","6","D2S ","D2SD1 ","505","117286","10","880","    ","23","    D2SD1-R07301","LCS 19 D2SD1 MAG 1 REWORK     ","        ","        ","0","100","0","0","0","","",""
"479","7","D2S ","D2SD2 ","192","117024","10","8","    ","50","    D2S00-192003","LCS 19 D2SD2 AIR WAND SEAMTEST","07/06/2015","        ","15","100","15","10","10","","",""
"479","7","D2S ","D2SD1 ","192","117018","10","8","    ","27","    D2S00-192002","LCS 19 D2SD1 AIR WAND SEAMTEST","07/08/2015","        ","15","100","15","16","16","","",""
"479","9","D2S ","D2SD1 ","0","0","10","880","    ","11","    D2SD1-R06300","LCS 19 D2SD1 R06 EXCES DWG REV","        ","        ","0","0","0","0","0","","",""
"479","9","D2S ","D2SD2 ","0","0","10","880","    ","36","    D2SD2-R06300","LCS 19 D2SD2 R06 XCES DWG REVW","        ","        ","0","0","0","0","0","","",""
"479","9","D2S ","D2SD1 ","180","116990","10","18","    ","18","    D2S00-180004","LCS 19 D2SD1 INSTL 180 D FNDS ","03/16/2015","        ","252.5","100","252.5","278.9","278.9","","",""
"479","9","D2S ","D2SD2 ","180","116999","10","18","    ","43","    D2S00-180006","LCS 19 D2SD2 INSTL 180 D FNDS ","05/11/2015","        ","395","100","395","274.35","274.35","","",""
"479","9","D2S ","D2SD2 ","321","116996","10","18","    ","44","    D2S00-321003","LCS 19 D2SD2 INSTL 321 HOTWORK","05/25/2015","        ","600","100","600","599.02","599.02","","",""
"479","9","D2S ","D2SD1 ","321","116995","10","18","    ","19","    D2S00-321002","LCS 19 D2SD1 INSTL 321 HOTWORK","08/20/2015","        ","555","100","555","656.06","656.06","","",""
"479","9","D2S ","D2SD1 ","512","117026","10","18","    ","20","    D2S00-512001","LCS 19 D2SD1 INSTL HVAC HOTWRK","04/29/2015","        ","50","100","50","101.48","101.48","","",""
"479","9","D2S ","D2SD2 ","512","117025","10","18","    ","45","    D2S00-512002","LCS 19 D2SD2 INSTL HVAC HOTWRK","05/25/2015","        ","350","100","350","226.39","226.39","","",""
"479","9","D2S ","D2SD1 ","612","117288","10","18","    ","25","    D2S00-612001","LCS 19 D2SD1 INSTL 612 HOTWORK","05/11/2015","        ","4","100","4","5.5","5.5","","",""
"479","9","D2S ","D2SD1 ","623","117165","10","18","    ","24","    D2S00-623001","LCS 19 D2SD1 INSTL 623 LADDERS","05/11/2015","        ","8","100","8","0","0","","",""
"479","10","D2S ","D2SD1 ","0","0","10","890","    ","11","    D2SD1-R02101","LCS 19 D2SD1 P2-119 VEN-FORM  ","        ","        ","0","0","0","0","0","","",""
"479","10","D2S ","D2SD2 ","0","0","10","880","    ","36","    D2SD2-R01301","LCS 19 MMCP2 R01 RPEAT FORM ER","        ","        ","0","0","0","0","0","","",""
"479","10","D2S ","D2SD1 ","150","116979","10","4","    ","6","    D2S00-150005","LCS 19 D2SD1 MAJ ASSY P1      ","03/30/2015","        ","166.5","100","166.5","161.5","161.5","","",""
"479","10","D2S ","D2SD1 ","150","116980","10","4","    ","7","    D2S00-150006","LCS 19 D2SD1 MAJ ASSY P2      ","03/30/2015","        ","350","100","350","294.53","294.53","","",""
"479","10","D2S ","D2SD2 ","150","117003","10","4","    ","31","    D2S00-150012","LCS 19 D2SD2 MAJ ASSY P1      ","04/13/2015","        ","200","100","200","153.48","153.48","","",""
"479","10","D2S ","D2SD2 ","150","117004","10","4","    ","32","    D2S00-150013","LCS 19 D2SD2 MAJ ASSY P2      ","04/13/2015","        ","320","100","320","393.27","393.27","","",""
"479","10","D2S ","D2SD1 ","180","116989","10","2","    ","10","    D2S00-180001","LCS 19 D2SD1 FAB D FOUNDATIONS","03/30/2015","        ","421","100","421","415.05","415.05","","",""
"479","10","D2S ","D2SD2 ","180","116998","10","2","    ","35","    D2S00-180002","LCS 19 D2SD2 SUB 180 D FNDS   ","04/13/2015","        ","573","100","573","438.5","438.5","","",""
"479","10","D2S ","D2SD2 ","180","117228","10","4","    ","286"," D2SD2-L99X00021","LCS 19 D2SD2 ECN012 NEW D39   ","04/13/2015","        ","0","100","0","3","3","","",""
"479","1","D2T ","D2TD1 ","0","117331","10","16","    ","305","    D2T00-500001","LCS 19 D2TD1 INSTGRP500 SOC2.2","07/07/2015","        ","300","96","288","367.12","372.12","","",""
"479","1","D2T ","D2TD2 ","0","117332","10","16","    ","306","    D2T00-500002","LCS 19 D2TD2 INSTGRP500 SOC2.2","09/07/2015","        ","107","96","102.72","51.05","53.05","","",""
"479","2","D2T ","D2TD2 ","150","117321","10","8","    ","289","    D2T00-150063","LCS 19 D2TD2 TOPSIDE WELD OUT ","05/25/2015","        ","20","100","20","25.5","25.5","","",""
"479","2","D2T ","D2TD2 ","150","117272","10","8","    ","225","    D2T00-150042","LCS 19 D2TD2 CONSTRCT FIT BS_1","08/26/2015","        ","25","100","25","30","30","","",""
"479","2","D2T ","D2TD2 ","150","117273","10","9","    ","226","    D2T00-150043","LCS 19 D2TD2 CONSTRT WELD BS_1","08/26/2015","        ","40","100","40","32.5","32.5","","",""
"479","2","D2T ","D2TD2 ","150","117274","10","8","    ","227","    D2T00-150044","LCS 19 D2TD2 CONSTRCT FIT BS_2","08/26/2015","        ","330","100","330","146","146","","",""
"479","2","D2T ","D2TD2 ","150","117275","10","9","    ","228","    D2T00-150045","LCS 19 D2TD2 CONSTRT WELD BS_2","08/26/2015","        ","450","100","450","307.95","307.95","","",""
"479","2","D2T ","D2TD2 ","150","117276","10","8","    ","229","    D2T00-150046","LCS 19 D2TD2 CONSTRCT FIT BS_3","08/26/2015","        ","102","100","102","122.49","122.49","","",""
"479","2","D2T ","D2TD2 ","150","117277","10","9","    ","230","    D2T00-150047","LCS 19 D2TD2 CONSTRT WELD BS_3","08/26/2015","        ","100","100","100","172","172","","",""
"479","2","D2T ","D2TD2 ","992","117323","10","19","    ","237","    D2T00-992012","LCS 19 D2TD2 LIFT/ROL STRUCTRE","        ","        ","60","100","60","41.5","41.5","","",""
"479","3","D2T ","D2TD1 ","150","117182","10","4","    ","187","    D2T00-150001","LCS 19 D2TD1 SUB ASSY A       ","06/01/2015","        ","21","100","21","28","28","","",""
"479","3","D2T ","D2TD1 ","150","117183","10","4","    ","188","    D2T00-150002","LCS 19 D2TD1 SUB ASSY B       ","06/01/2015","        ","35","100","35","42.33","42.33","","",""
"479","3","D2T ","D2TD1 ","150","117184","10","4","    ","189","    D2T00-150003","LCS 19 D2TD1 SUB ASSY C       ","06/01/2015","        ","44","100","44","6.05","6.05","","",""
"479","3","D2T ","D2TD1 ","150","117189","10","4","    ","194","    D2T00-150009","LCS 19 D2TD1 SUB ASSY M       ","06/01/2015","        ","150","100","150","169.01","169.01","","",""
"479","3","D2T ","D2TD1 ","150","117190","10","4","    ","195","    D2T00-150010","LCS 19 D2TD1 SUB ASSY N       ","06/01/2015","        ","75","100","75","71.5","71.5","","",""
"479","3","D2T ","D2TD1 ","150","117195","10","4","    ","201","    D2T00-150055","LCS 19 D2TD1 MAJ ASSY T1      ","06/01/2015","        ","15","100","15","10.48","10.48","","",""
"479","3","D2T ","D2TD1 ","150","117196","10","4","    ","202","    D2T00-150056","LCS 19 D2TD1 MAJ ASSY T2      ","06/01/2015","        ","15","100","15","17.5","17.5","","",""
"479","3","D2T ","D2TD2 ","150","117259","10","4","    ","216","    D2T00-150016","LCS 19 D2TD2 SUB ASSY A       ","08/03/2015","        ","112","100","112","141","141","","",""
"479","3","D2T ","D2TD2 ","150","117262","10","4","    ","219","    D2T00-150029","LCS 19 D2TD2 SUB ASSY M       ","08/03/2015","        ","80","100","80","60.04","60.04","","",""
"479","3","D2T ","D2TD2 ","150","117265","10","4","    ","222","    D2T00-150034","LCS 19 D2TD2 MAJ ASSY S1      ","08/03/2015","        ","66","100","66","47.57","47.57","","",""
"479","3","D2T ","D2TD2 ","150","117266","10","4","    ","223","    D2T00-150035","LCS 19 D2TD2 MAJ ASSY S2      ","08/03/2015","        ","42","100","42","66.92","66.92","","",""
"479","3","D2T ","D2TD2 ","150","117260","10","4","    ","217","    D2T00-150017","LCS 19 D2TD2 MAJ ASSY S3      ","08/20/2015","        ","80","100","80","55.43","55.43","","",""
"479","3","D2T ","D2TD2 ","150","117261","10","4","    ","218","    D2T00-150018","LCS 19 D2TD2 MAJ ASSY S4      ","08/20/2015","        ","90","100","90","70.54","70.54","","",""
"479","3","D2T ","D2TD2 ","150","117267","10","4","    ","238","    D2T00-150037","LCS 19 D2TD2 MAJ ASSY T1      ","08/20/2015","        ","12","100","12","11.05","11.05","","",""
"479","3","D2T ","D2TD2 ","150","117268","10","4","    ","239","    D2T00-150038","LCS 19 D2TD2 MAJ ASSY T2      ","08/20/2015","        ","15","100","15","13.72","13.72","","",""
"479","3","D2T ","D2TD2 ","150","117269","10","4","    ","240","    D2T00-150039","LCS 19 D2TD2 MAJ ASSY T3      ","08/20/2015","        ","26","100","26","7","7","","",""
"479","3","D2T ","D2TD2 ","150","117270","10","4","    ","241","    D2T00-150040","LCS 19 D2TD2 MAJ ASSY T4      ","08/20/2015","        ","19","100","19","33.95","33.95","","",""
"479","3","D2T ","D2TD2 ","150","117271","10","4","    ","242","    D2T00-150041","LCS 19 D2TD2 MAJ ASSY T5      ","08/20/2015","        ","20","100","20","23","23","","",""
"479","3","D2T ","D2TD1 ","150","117186","10","4","    ","191","    D2T00-150005","LCS 19 D2TD1 MAJ ASSY P4      ","09/07/2015","        ","110","100","110","59.25","59.25","","",""
"479","3","D2T ","D2TD1 ","150","117187","10","4","    ","192","    D2T00-150006","LCS 19 D2TD1 MAJ ASSY P5      ","09/07/2015","        ","115","100","115","121.26","121.26","","",""
"479","3","D2T ","D2TD1 ","150","117188","10","4","    ","193","    D2T00-150007","LCS 19 D2TD1 MAJ ASSY P6      ","09/07/2015","        ","100","100","100","123.41","123.41","","",""
"479","3","D2T ","D2TD1 ","150","117193","10","4","    ","198","    D2T00-150014","LCS 19 D2TD1 MAJ ASSY S1      ","09/07/2015","        ","330","100","330","379.1","379.1","","",""
"479","3","D2T ","D2TD1 ","150","117194","10","4","    ","199","    D2T00-150015","LCS 19 D2TD1 MAJ ASSY S2      ","09/07/2015","        ","300","100","300","291.02","291.02","","",""
"479","4","D2T ","D2TD1 ","150","117320","10","8","    ","288","    D2T00-150062","LCS 19 D2TD1 TOPSIDE WELD OUT ","05/25/2015","        ","20","100","20","44","44","","",""
"479","4","D2T ","D2TD1 ","150","117202","10","9","    ","208","    D2T00-150036","LCS 19 D2TD1 CONSTRT WELD BS_3","09/07/2015","        ","120","100","120","383.48","383.48","","",""
"479","4","D2T ","D2TD1 ","150","117197","10","8","    ","203","    D2T00-150057","LCS 19 D2TD1 CONSTRCT FIT BS_1","09/07/2015","        ","90","100","90","97.58","97.58","","",""
"479","4","D2T ","D2TD1 ","150","117198","10","9","    ","204","    D2T00-150058","LCS 19 D2TD1 CONSTRT WELD BS_1","09/07/2015","        ","100","100","100","107.52","107.52","","",""
"479","4","D2T ","D2TD1 ","150","117199","10","8","    ","205","    D2T00-150059","LCS 19 D2TD1 CONSTRCT FIT BS_2","09/07/2015","        ","280","100","280","759.77","759.77","","",""
"479","4","D2T ","D2TD1 ","150","117200","10","9","    ","206","    D2T00-150060","LCS 19 D2TD1 CONSTRT WELD BS_2","09/07/2015","        ","400","100","400","583.41","583.41","","",""
"479","4","D2T ","D2TD1 ","150","117201","10","8","    ","207","    D2T00-150061","LCS 19 D2TD1 CONSTRCT FIT BS_3","09/07/2015","        ","175","100","175","262.95","262.95","","",""
"479","4","D2T ","D2TD1 ","992","117255","10","19","    ","214","    D2T00-992011","LCS 19 D2TD1 LIFT/ROL STRUCTRE","        ","        ","129","100","129","29","29","","",""
"479","5","D2T ","D2TD1 ","0","117204","10","19","    ","214","    D2TD1-MODXFR","LCS 19 D2TD1 MOD XFR TO BARGE ","        ","        ","0","10","0","18.5","185","","",""
"479","5","D2T ","D2TD1 ","0","117394","10","800","    ","219","    D2TD1-R04200","LCS 19 D2TD1 B01/B03 ACE ERROR","        ","        ","10","100","10","0","0","","",""
"479","5","D2T ","D2TD2 ","0","117279","10","19","    ","237","    D2TD2-MODXFR","LCS 19 D2TD2 MOD XFR TO BARGE ","        ","        ","40","5","2","3","43","","",""
"479","5","D2T ","900","74","117203","10","20","    ","195","      D2TD1-0920","LCS 19 D2TD1 R20 ACCURACY CNTL","        ","        ","0","96","0","8","8.33","","",""
"479","5","D2T ","900","74","117278","10","20","    ","225","      D2TD2-0920","LCS 19 D2TD2 R20 ACCURACY CNTL","        ","        ","20","98","19.6","0","20","","",""
"479","5","D2T ","D2TD1 ","150","117450","10","800","    ","196","    D2TD1-R02200","LCS 19 D2TD1 P1-153 CRK REPAIR","        ","        ","0","100","0","0","0","","",""
"479","5","D2T ","D2TD1 ","150","117250","10","880","    ","190","    D2TD1-R02300","LCS 19 D2TD1 ECN-012 LABOR    ","        ","        ","0","100","0","3","3","","",""
"479","5","D2T ","D2TD1 ","150","117374","10","880","    ","187","    D2TD1-R02301","LCS 19 D2TD1 A02 DWGCAUZ ERROR","        ","        ","0","100","0","8.98","8.98","","",""
"479","5","D2T ","D2TD1 ","150","117342","10","890","    ","198","    D2TD1-R03100","LCS 19 D2TD1 S1 FRIC.STIR RWK ","        ","        ","0","100","0","11","11","","",""
"479","5","D2T ","D2TD1 ","150","117343","10","890","    ","199","    D2TD1-R03101","LCS 19 D2TD1 S2 LONGSTIF REPAR","        ","        ","0","100","0","9","9","","",""
"479","5","D2T ","D2TD1 ","150","117257","10","800","    ","195","    D2TD1-R03200","LCS 19 D2TD1 N02 ACE CAUZ RWK ","        ","        ","0","100","0","11.5","11.5","","",""
"479","5","D2T ","D2TD1 ","150","117251","10","880","    ","191","    D2TD1-R03300","LCS 19 D2TD1 ECN-013 LABOR    ","        ","        ","0","100","0","0","0","","",""
"479","5","D2T ","D2TD1 ","150","117427","10","800","    ","196","    D2TD1-R04201","LCS 19 D2TD1 DECKFRM INSTL ERR","        ","        ","0","100","0","58.51","58.51","","",""
"479","5","D2T ","D2TD2 ","150","117373","10","880","    ","197","    D2TD2-R02400","LCS 19 D2TD2 P2-201 OIL CLEAN ","        ","        ","0","100","0","3","3","","",""
"479","5","D2T ","D2TD2 ","167","117325","10","18","    ","232","    D2T00-167002","LCS 19 D2TD2 INST 167 CLOSURES","        ","        ","48","100","48","20","20","","",""
"479","5","D2T ","D2TD2 ","167","117324","10","18","    ","293","    L9900-X00022","LCS 19 D2TD2 ECN049 HATCH INST","        ","        ","24","100","24","10","10","","",""
"479","5","D2T ","D2TD1 ","167","117344","10","18","    ","209","    D2T00-167001","LCS 19 D2TD1 INST 167 CLOSURES","06/30/2015","        ","71","40","28.4","73.5","103.5","","",""
"479","5","D2T ","D2TD2 ","180","117254","10","880","    ","224","    D2TD2-R03300","LCS 19 D2TD2 D09PN DWG DIM ERR","        ","        ","0","100","0","13","13","","",""
"479","5","D2T ","D2TD1 ","512","117232","10","18","    ","213","    D2T00-512005","LCS 19 D2TD1 INSTL 512 LOUVERS","07/07/2015","        ","10","100","10","3","3","","",""
"479","5","D2T ","D2TD2 ","512","117234","10","18","    ","235","    D2T00-512006","LCS 19 D2TD2 INSTL 512 LOUVERS","09/07/2015","        ","29","100","29","18","18","","",""
"479","5","D2T ","900","992","117045","10","20","    ","          ","      D2TD1-0901","LCS 19 D2TD1 BOAT TEMP SERV   ","        ","        ","0","96","0","296.73","309.09","","",""
"479","5","D2T ","900","992","117046","10","20","    ","          ","      D2TD2-0901","LCS 19 D2TD2 BOAT TEMP SERV   ","        ","        ","0","98","0","113","115.3","","",""
"479","6","D2T ","D2TD1 ","0","117464","10","800","    ","200","    D2TD1-R06200","LCS 19 D2TD1 ACE INSTL ERROR  ","        ","        ","0","100","0","2.5","2.5","","",""
"479","6","D2T ","D2TD1 ","0","117622","10","880","    ","          ","    D2TD1-R90390","LCS 19 D2TD1 FCN ELECT LABOR  ","        ","        ","0","1","0","85.98","8598","","",""
"479","6","D2T ","D2TD2 ","0","117621","10","880","    ","          ","    D2TD2-R90390","LCS 19 D2TD2 FCN ELECT LABOR  ","        ","        ","0","1","0","0","0","","",""
"479","6","D2T ","D2TD1 ","0","0","10","880","    ","200","    D2TD1-R90300","LCS 19 D2TD1 XCES DWG REVW    ","05/25/2015","        ","0","0","0","0","0","","",""
"479","7","D2T ","D2TD1 ","192","117280","10","8","    ","215","    D2T00-192004","LCS 19 D2TD1 AIR WAND SEAMTEST","09/08/2015","        ","35","100","35","11.5","11.5","","",""
"479","7","D2T ","D2TD2 ","192","117455","10","8","    ","243","    D2T00-192005","LCS 19 D2TD2 AIR WAND SEAMTEST","11/25/2015","        ","26","50","13","5.5","31.5","","",""
"479","9","D2T ","D2TD2 ","180","117248","10","18","    ","233","    D2T00-180006","LCS 19 D2TD2 INSTL 180 D FNDS ","        ","        ","200","99","198","249","250","","",""
"479","9","D2T ","D2TD2 ","180","117459","10","800","    ","210","    D2TD2-R06200","LCS 19 D2TD2 D20 ACE INSTL ERR","        ","        ","0","100","0","6.5","6.5","","",""
"479","9","D2T ","D2TD2 ","180","117460","10","880","    ","210","    D2TD2-R06300","LCS 19 D2TD2 D19 DWGERR INSTL ","        ","        ","0","100","0","19.5","19.5","","",""
"479","9","D2T ","D2TD1 ","180","117207","10","18","    ","210","    D2T00-180004","LCS 19 D2TD1 INSTL 180 D FNDS ","06/30/2015","        ","361","99","357.39","430.79","431.79","","",""
"479","9","D2T ","D2TD1 ","180","117318","10","18","    ","290","    D2T00-180005","LCS 19 D2TD1 INST 180 FNDS TOP","07/07/2015","        ","0","99","0","121.98","123.98","","",""
"479","9","D2T ","D2TD2 ","180","117340","10","18","    ","291","    D2T00-180007","LCS 19 D2TD2 INSTL FND TOPSIDE","09/07/2015","        ","18.5","63","11.66","2","20","","",""
"479","9","D2T ","D2TD1 ","321","117243","10","18","    ","211","    D2T00-321011","LCS 19 D2TD1 INSTL 321 HOTWORK","        ","        ","650","99","643.5","1075.46","1076.46","","",""
"479","9","D2T ","D2TD2 ","321","117319","10","18","    ","231","    D2T00-321002","LCS 19 D2TD2 INSTL 321 HOTWORK","        ","        ","630","85","535.5","441.58","442.58","","",""
"479","9","D2T ","D2TD1 ","512","117231","10","18","    ","212","    D2T00-512003","LCS 19 D2TD1 HVAC HOTWK INSTL ","07/07/2015","        ","186","100","186","262.4","262.4","","",""
"479","9","D2T ","D2TD2 ","512","117233","10","18","    ","234","    D2T00-512004","LCS 19 D2TD2 HVAC HTWK INSTL  ","09/07/2015","        ","21","96","20.16","26.02","28.02","","",""
"479","9","D2T ","D2TD2 ","612","117625","10","18","    ","294","    D2T00-612002","LCS 19 D2TD2 HVYWTHR LFLNE ANK","        ","        ","4","0","0","0","4","","",""
"479","9","D2T ","D2TD1 ","612","117624","10","18","    ","300","    D2T00-612001","LCS 19 D2TD1 STNCHION FIT/WELD","07/07/2015","        ","50","0","0","0","45","","",""
"479","9","D2T ","D2TD2 ","622","117626","10","18","    ","236","    D2T00-622001","LCS 19 D2TD2 INSTL622 HANDRAIL","        ","        ","7","0","0","0","6","","",""
"479","9","D2T ","D2TD2 ","623","0","10","18","    ","236","    D2T00-623001","LCS 19 D2TD2 INSTL 623 LADDERS","        ","        ","3","0","0","0","3","","",""
"479","9","D2T ","D2TD1 ","623","0","10","18","    ","300","    D2T00-623002","LCS 19 D2TD1 INSTL 623 LADDERS","07/07/2015","        ","3","0","0","0","3","","",""
"479","10","D2T ","D2TD2 ","150","117263","10","4","    ","220","    D2T00-150032","LCS 19 D2TD2 MAJ ASSY P1      ","08/03/2015","        ","42","100","42","55.92","55.92","","",""
"479","10","D2T ","D2TD2 ","150","117264","10","4","    ","221","    D2T00-150033","LCS 19 D2TD2 MAJ ASSY P2      ","08/03/2015","        ","250","100","250","170.58","170.58","","",""
"479","10","D2T ","D2TD1 ","150","117185","10","4","    ","190","    D2T00-150004","LCS 19 D2TD1 MAJ ASSY P3      ","09/07/2015","        ","285","100","285","365.55","365.55","","",""
"479","10","D2T ","D2TD1 ","150","117191","10","4","    ","196","    D2T00-150012","LCS 19 D2TD1 MAJ ASSY P1      ","09/07/2015","        ","290","100","290","328.5","328.5","","",""
"479","10","D2T ","D2TD1 ","150","117192","10","4","    ","197","    D2T00-150013","LCS 19 D2TD1 MAJ ASSY P2      ","09/07/2015","        ","120","100","120","86.5","86.5","","",""
"479","10","D2T ","D2TD1 ","180","117206","10","2","    ","200","    D2T00-180001","LCS 19 D2TD1 SUB 180 D FNDS   ","06/01/2015","        ","345","100","345","252.57","252.57","","",""
"479","10","D2T ","D2TD1 ","180","117230","10","4","    ","285"," D2TD1-L99X00019","LCS 19 D2TD1 ECN-022 NEW D55  ","06/01/2015","        ","0","100","0","4","4","","",""
"479","10","D2T ","D2TD2 ","180","117249","10","2","    ","224","    D2T00-180002","LCS 19 D2TD2 SUB 180 D FNDS   ","08/03/2015","        ","160","100","160","226","226","","",""
"479","3","D3S ","D3SD1 ","180","117453","10","2","    ","265","    D3SD1-180001","LCS 19 D3SD1 SUB 180 D FNDS   ","        ","        ","230","100","230","214.35","214.35","","",""
"479","5","D3S ","D3SD1 ","150","117551","10","880","    ","265","    D3SD1-R02300","LCS 19 D3SD1 XCess PAPER GRIND","        ","        ","0","100","0","5","5","","",""
"479","10","D3S ","D3SS2 ","180","117423","10","2","    ","267","    D3SS2-180001","LCS 19 D3SS2 180 FND FAB WORK ","        ","        ","36.5","100","36.5","7.5","7.5","","",""
"479","10","D3S ","D3SS1 ","180","117345","10","2","    ","266","    D3SS1-180001","LCS 19 D3SS1 SUB 180 D FNDS   ","05/26/2015","        ","63","100","63","60.52","60.52","","",""
"479","1","D3T ","D3TD1 ","0","117457","10","16","    ","307","    D3TD1-500001","LCS 19 D3TD1 INSTL GRP500 PIPE","08/20/2015","        ","338","82","277.16","353.03","363.03","","",""
"479","2","D3T ","D3TD1 ","0","117472","10","880","    ","255","    D3TD1-R05300","LCS 19 D3TD1 DOOR 147 CUT-OUT ","        ","        ","0","100","0","4.5","4.5","","",""
"479","2","D3T ","D3TD1 ","150","117362","10","4","    ","263","    D3TD1-150020","LCS 19 D3TD1 MAJ ASSY T3      ","07/20/2015","        ","120","100","120","127.5","127.5","","",""
"479","2","D3T ","D3TD1 ","150","117363","10","8","    ","249","    D3TD1-150021","LCS 19 D3TD1 CONSTRCT FIT BS_1","08/11/2015","        ","76","100","76","0","0","","",""
"479","2","D3T ","D3TD1 ","150","117364","10","9","    ","250","    D3TD1-150022","LCS 19 D3TD1 CONSTRT WELD BS_1","08/11/2015","        ","10","100","10","10","10","","",""
"479","2","D3T ","D3TD1 ","150","117365","10","8","    ","251","    D3TD1-150023","LCS 19 D3TD1 CONSTRCT FIT BS_2","08/11/2015","        ","50","100","50","47.5","47.5","","",""
"479","2","D3T ","D3TD1 ","150","117366","10","9","    ","252","    D3TD1-150024","LCS 19 D3TD1 CONSTRT WELD BS_2","08/11/2015","        ","90","100","90","22.5","22.5","","",""
"479","2","D3T ","D3TD1 ","150","117367","10","8","    ","253","    D3TD1-150025","LCS 19 D3TD1 CONSTRCT FIT BS_3","08/11/2015","        ","20","100","20","90.5","90.5","","",""
"479","2","D3T ","D3TD1 ","150","117368","10","9","    ","254","    D3TD1-150026","LCS 19 D3TD1 CONSTRT WELD BS_3","08/11/2015","        ","50","100","50","123.5","123.5","","",""
"479","2","D3T ","D3TD1 ","992","117372","10","19","    ","260","    D3TD1-992001","LCS 19 D3TD1 INST ROL STRUCTRE","08/20/2015","        ","50","99","49.5","53","55","","",""
"479","5","D3T ","D3TD1 ","0","117370","10","19","    ","260","    D3TD1-MODXFR","LCS 19 D3TD1 MOD XFR TO BARGE ","        ","        ","0","0","0","0","50","","",""
"479","5","D3T ","900","74","117369","10","20","    ","249","      D3TD1-0920","LCS 19 D3TD1 R20 ACCURACY CNTL","        ","        ","0","93","0","0","10","","",""
"479","5","D3T ","D3TD1 ","150","117377","10","890","    ","261","    D3TD1-R01100","LCS 19 D3TD1 VENFORM CRACK FIX","        ","        ","0","100","0","27","27","","",""
"479","5","D3T ","D3TD1 ","150","117397","10","890","    ","246","    D3TD1-R02100","LCS 19 D3TD1 3-1 TAPERING     ","        ","        ","0","100","0","22","22","","",""
"479","5","D3T ","D3TD1 ","167","117447","10","18","    ","255","    D3TD1-167001","LCS 19 D3TD1 INST 167 CLOSURES","08/20/2015","        ","73","100","73","152.97","152.97","","",""
"479","5","D3T ","D3TD1 ","512","117449","10","18","    ","258","    D3TD1-512002","LCS 19 D3TD1 INSTL 512 LOUVERS","08/20/2015","        ","10","100","10","7.5","7.5","","",""
"479","5","D3T ","900","992","117049","10","20","    ","          ","      D3TD1-0901","LCS 19 D3TD1 BOAT TEMP SERV   ","        ","        ","0","93","0","135.55","145.75","","",""
"479","6","D3T ","D3TD1 ","0","117620","10","880","    ","          ","    D3TD1-R90390","LCS 19 D3TD1 FCN ELECT LABOR  ","        ","        ","0","1","0","43","4300","","",""
"479","6","D3T ","D3TD1 ","0","0","10","880","    ","248","    D3TD1-R90300","LCS 19 D3TD1 XCES DWG REVW    ","05/25/2015","        ","0","0","0","0","0","","",""
"479","7","D3T ","D3TD1 ","192","117371","10","8","    ","264","    D3TD1-192001","LCS 19 D3TD1 AIR WAND SEAMTEST","10/12/2015","        ","20","100","20","0","0","","",""
"479","9","D3T ","D3TD1 ","0","0","10","18","    ","257","    D3TD1-571001","LCS 19 D3TD1 PAD EYE STW COVER","08/20/2015","        ","18","0","0","0","0","","",""
"479","9","D3T ","D3TD1 ","180","117354","10","18","    ","256","    D3TD1-180002","LCS 19 D3TD1 INSTL 180 D FNDS ","08/20/2015","        ","73","99","72.27","96","100","","",""
"479","9","D3T ","D3TD1 ","180","117355","10","18","    ","308","    D3TD1-180003","LCS 19 D3TD1 INST 180 FND TPSD","08/20/2015","        ","100","99","99","53","54","","",""
"479","9","D3T ","D3TD1 ","321","117456","10","18","    ","309","    D3TD1-321005","LCS 19 D3TD1 INSTL 321 HOTWORK","        ","        ","315","53","166.95","364.02","368.02","","",""
"479","9","D3T ","D3TD1 ","512","117448","10","18","    ","257","    D3TD1-512001","LCS 19 D3TD1 HVAC HTWK INSTL  ","08/20/2015","        ","8","100","8","11","11","","",""
"479","9","D3T ","D3TD1 ","612","117505","10","18","    ","259","    D3TD1-612001","LCS 19 D3TD1 INSTL 612 HOTWORK","08/20/2015","        ","15","1","0.15","19.5","20.5","","",""
