"Proj.","FM","HB","Seq","SWBS","Prod. Order","Opr","Task","WS/T","ECP/REA","Item","Description","Earliest Start Dt","Earliest End Date","BUDGET","% PROG","EARNED HOURS","ACTUAL","EAC"
"MFG","","","","","","","","","","","","","","","","","",""
"477","10","D4S ","D4SS2 ","180","116750","10","4","    ","272","    D4S00-180003","LCS 17 D4SS2 FAB 180 D FNDS   ","        ","        ","52.5","100","52.5","88.5","88.5"
"","","","","","","","","","","","","","","","","","  43,393.31 ",""
"Other","","","","","","","","","","","","","","","","","",""
"477","5","900","900","0","116780","10","890","    ","29","     0477-R90100","LCS 17 VEN FAIRNES TRUCKCAUZED","        ","        ","0","100","0","95.5","95.5"
"477","6","900","900","321","116923","10","890","    ","212","     0477-R90101","LCS 17 HANGER CLAIM           ","        ","        ","0","100","0","172.38","172.38"
"477","6","900","900","321","900081","10","890","    ","212","    R6200-000101","LCS 17 HANGER CLAIM SUP-EXE   ","        ","        ","0","100","0","0","0"
"477","6","900","477","866","116602","10","1531","    ","          ","     0477-HRLYQA","LCS 17 HOURLY QA INSPECT LABOR","        ","        ","0","34","0","329","967.64"
"477","7","900","900","0","0","10","4","    ","          ","       0900-0003","LCS 17 5S Program             ","        ","        ","0","0","0","0","0"
"477","8","900","900","992","116527","10","77","    ","          ","       0900-0001","LCS 17 Material Handling      ","        ","        ","0","100","0","941.5","941.5"
"477","8","900","900","992","116767","10","77","    ","          ","       0900-0101","LCS 17 MAT HAND ORD#2         ","        ","        ","0","100","0","133","133"
"477","8","900","900","992","116771","10","77","    ","          ","       0900-0201","LCS 17 MATERIAL HANDLING ORD2 ","        ","        ","0","97","0","2214.46","3044.46"
"","","","","","","","","","","","","","","","","","  3,885.84 ",""
"Salary","","","","","","","","","","","","","","","","","",""
"477","7","900","900","897","900092","10","76","    ","          ","    R6200-000022","LCS 17 QA SALEXE PIPE REMAPPIN","        ","        ","0","50","0","31.9","41.9"
"477","7","900","900","897","900052","10","1531","    ","          ","    R6200-000001","PROJ 477 SUP SALARY EXE LCS 17","        ","        ","0","99","0","5684.2","5764.2"
"477","7","900","900","897","900054","10","76","    ","          ","    R6200-000002","PROJ 477 QA SALARY EXE LCS 17 ","        ","        ","0","98","0","1410","1430"
"477","7","900","900","897","900056","10","76","    ","          ","    R6200-000004","PROJ 477 QA NER LCS 17        ","        ","        ","0","98","0","1399.79","1439.79"
"","","","","","","","","","","","","","","","","","  8,525.89 ",""
