"Proj","SWBS","Item","Description","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","ECP/REA","","",""
"467","180","180-97-00104-S00","BOLT, HEX HD, M6 X 1 ","   ","78154","691834","23","0","-16","0","-16","0","06/21/2017","8","         ","            ","             ","CF 2174-S1","","",""
"467","180","180-88-001-S01","TOW WINCH CABINET FD ","   ","107925","799554","3","12041","1","0.2","0.8","9632.8","08/08/2017","1","         ","            ","             ","CF 2281-S1","","",""
"467","184","184-01-00001","COMBAT SYSTEM ALIGNM ","   ","105094","530984","1","0","1","0","1","0","09/01/2014","8","         ","            ","             ","","","",""
"467","184","184-01-00001","COMBAT SYSTEM ALIGNM ","   ","105094","960081","1","7696.7","1","0.96","0.03","267.07","07/30/2016","8","         ","            ","             ","","","",""
"467","184","184-01-00001","COMBAT SYSTEM ALIGNM ","   ","105094","960081","2","59430","1","0.78","0.21","13062.71","08/30/2016","8","         ","            ","             ","","","",""
"467","202","202-01-00005-L20","SUPPORT, VENDOR      ","   ","104967","620839","2","0","1","0","1","0","06/03/2012","8","         ","            ","             ","","","",""
"467","202","202-01-00005-L11","CERTIFICATES, REGULA ","   ","104967","620839","5","0","1","0","1","0","06/03/2012","8","         ","            ","             ","","","",""
"467","202","202-01-00005-L23","RELEASE FOR MANUFACT ","   ","104967","620839","6","0","1","0","1","0","06/03/2012","8","         ","            ","             ","","","",""
"467","202","202-01-00005-L50","CERTIFICATES, CONSTR ","   ","104967","620839","7","0","1","0","1","0","06/03/2012","8","         ","            ","             ","","","",""
"467","202","202-01-00006-L20","SUPPORT, VENDOR      ","   ","104967","620841","11","0","1","0","1","0","06/03/2012","8","         ","            ","             ","","","",""
"467","202","202-01-00006-L26","CERTIFICATE, IDENTIC ","   ","104967","620841","12","0","1","0","1","0","06/03/2012","8","         ","            ","             ","","","",""
"467","202","202-01-00008-L26","CERTIFICATE, IDENTIC ","   ","104967","620843","11","0","1","0","1","0","06/03/2012","8","         ","            ","             ","","","",""
"467","202","202-01-00001","MPCMS FOR, IN ACCORD ","   ","104945","639009","1","0","1","0","1","0","06/01/2013","8","         ","            ","             ","","","",""
"467","202","202-01-00001-822","UPS, 120V, 1.5KVA/98 ","   ","104945","639009","3","0","1","0","1","0","06/01/2013","8","         ","            ","             ","","","",""
"467","202","202-01-00001-823","BASE PLATE, MOUNTING ","   ","104945","639009","34","0","20","0","20","0","03/01/2013","8","         ","            ","             ","","","",""
"467","202","202-01-00001-824","BRACKET, HOLD DOWN   ","   ","104945","639009","41","0","2","0","2","0","06/09/2014","8","         ","            ","             ","","","",""
"467","202","202-01-00001-832","GASKET, EMI/ENVIORNM ","   ","104945","639009","42","0","3","0","3","0","06/09/2014","8","         ","            ","             ","","","",""
"467","202","202-01-00001-833","SOCKET HEAD CAP SCRE ","   ","104945","639009","43","0","24","0","24","0","06/09/2014","8","         ","            ","             ","","","",""
"467","202","202-01-00001-834","CONNECTOR, CIRCULAR, ","   ","104945","639009","44","0","2","0","2","0","01/12/2015","8","         ","            ","             ","","","",""
"467","202","202-01-00005-L09","DRAWINGS, FINAL, CER ","NRE","104967","620839","4","0","1","0","1","0","06/03/2012","8","         ","            ","             ","","","",""
"467","233","233-01-00001","ENGINE, PROPULSION D ","   ","104945","652146","1","0","1","0","1","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-831","LOCTITE 243, 50 ML B ","   ","104945","652146","31","0","2","0","2","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-834","ASSY, GEISLINGER COU ","   ","104945","652146","34","0","2","0","2","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-835","LOCTITE 243, 50ML BO ","   ","104945","652146","35","0","2","0","2","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-841","COVER, T.G.S. LINE A ","   ","104945","652146","41","0","2","0","2","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-842","COVER, T.G.O.S. LINE ","   ","104945","652146","42","0","2","0","2","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-843","COVER, T.G.S. LINE B ","   ","104945","652146","43","0","2","0","2","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-844","COVER, T.G.O.S. LINE ","   ","104945","652146","44","0","2","0","2","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-845","COVER, INTERMEDIATE  ","   ","104945","652146","45","0","8","0","8","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-846","CONTROLLER, PRELUBE  ","   ","104945","652146","47","0","2","0","2","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-852","MOTOR, AC INDUCTION  ","   ","104945","652146","53","0","2","0","2","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-854","BLANKET, INSULATION, ","   ","104945","652146","55","0","2","0","2","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-855","FITTING, FEMALE CONN ","   ","104945","652146","56","0","1","0","1","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-856","FILTER, TURBOCHARGER ","   ","104945","652146","57","0","2","0","2","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-857","CAP, CYLINDER HEAD S ","   ","104945","652146","58","0","8","0","8","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-858","HEATER, 40KW KEEP WA ","   ","104945","652146","59","0","1","0","1","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-859","TRANSMITTER, OIL LEV ","   ","104945","652146","60","0","1","0","1","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-861","GAGE, THERMOMETER, 4 ","   ","104945","652146","61","0","3","0","3","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-889","KIT, ENGINE DETACHED ","   ","104945","652146","74","0","2","0","2","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-899","SPOOL, COUPLING, PAR ","   ","104945","652146","128","0","2","0","2","0","06/01/2013","8","         ","            ","             ","","","",""
"467","233","233-01-00001-8A3","WASHER, PART OF      ","   ","104945","652146","132","0","128","122","6","0","06/01/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00002","FAN, GAS TURBINE MOD ","   ","102361","550961","1","0","1","0","1","0","01/19/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00002-L09","DRAWINGS, FINAL, CER ","   ","102361","550961","8","0","1","0","1","0","05/10/2012","8","         ","            ","             ","","","",""
"467","234","234-01-00002-L26","CERTIFICATE, IDENTIC ","   ","102361","550961","10","0","1","0","1","0","07/13/2012","8","         ","            ","             ","","","",""
"467","234","234-01-00002-L34","PROVISIONING TECH DO ","   ","102361","550961","11","0","1","0","1","0","09/14/2012","8","         ","            ","             ","","","",""
"467","234","234-01-00001","TURBINE, PROPULSION  ","   ","104945","652158","1","0","1","0","1","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-813","F.O.D. SCREEN        ","   ","104945","652158","15","0","136","0","136","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-823","MOUNT PLATE          ","   ","104945","652158","25","0","928","0","928","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-824","SCREW                ","   ","104945","652158","26","0","464","0","464","0","01/21/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-825","NUT                  ","   ","104945","652158","27","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-826","WASHER               ","   ","104945","652158","28","0","4","0","4","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-843","PERFORATED SHEET     ","   ","104945","652158","45","0","4","0","4","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-847","PIPE SUPPORT ASSY    ","   ","104945","652158","49","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-851","SCREW                ","   ","104945","652158","53","0","16","8","8","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-856","NUT                  ","   ","104945","652158","58","0","16","8","8","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-861","WASHER, SPHERICAL    ","   ","104945","652158","63","0","4","0","4","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-864","WASHER, SPHERICAL    ","   ","104945","652158","66","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-865","SCREW                ","   ","104945","652158","67","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-867","WASHER, SPHERICAL    ","   ","104945","652158","69","0","224","0","224","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-868","SCREW                ","   ","104945","652158","70","0","112","0","112","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-873","WASHER, SPHERICAL    ","   ","104945","652158","75","0","8","0","8","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-874","SCREW                ","   ","104945","652158","76","0","128","32","96","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-876","WASHER, SPHERICAL    ","   ","104945","652158","78","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-877","SCREW                ","   ","104945","652158","79","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-878","POWER RECTIFIER ASSY ","   ","104945","652158","80","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-885","ATTACHMENT BOLT      ","   ","104945","652158","87","0","4","0","4","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-886","SHIELD TERMINATION   ","   ","104945","652158","88","0","8","0","8","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-887","TERMINAL #10         ","   ","104945","652158","89","0","8","4","4","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-890","PLATE, CAMERA        ","   ","104945","652158","92","0","16","0","16","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-891","WASHER, FLAT, 0.25   ","   ","104945","652158","93","0","36","0","36","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-892","SCREW                ","   ","104945","652158","94","0","4","0","4","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-895","ADAPTER              ","   ","104945","652158","97","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8A1","COLLAR               "," ","                "," "," "," ","104945","652158","103","0","02/01/2000","0","2","0","3/30/2013","8","         ","            ","             "
"467","234","234-01-00001-8A2","SCREW                ","   ","104945","652158","104","0","176","0","176","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8A4","PIPE SPOOL NO.13     ","   ","104945","652158","106","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8A5","VALVE, SOLENOID,     ","   ","104945","652158","107","0","4","0","4","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8A6","PIPE HANGER NO.1     ","   ","104945","652158","108","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8A7","PIPE HANGER NO.2     ","   ","104945","652158","109","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8A8","PIPE HANGER NO.3     ","   ","104945","652158","110","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8A9","PIPE HANGER NO.4     ","   ","104945","652158","111","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8B0","PIPE HANGER NO.5     ","   ","104945","652158","112","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8B1","PIPE HANGER NO.6     ","   ","104945","652158","113","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8B2","PIPE HANGER NO.7     ","   ","104945","652158","114","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8B3","PIPE HANGER NO.8     ","   ","104945","652158","115","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8B4","PIPE HANGER NO.9     ","   ","104945","652158","116","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8B5","PIPE HANGER NO.10    ","   ","104945","652158","117","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8B6","PIPE HANGER NO.11    ","   ","104945","652158","118","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8B7","PIPE HANGER NO.12    ","   ","104945","652158","119","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8B8","PIPE HANGER NO.13    ","   ","104945","652158","120","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8B9","PIPE HANGER NO.14    ","   ","104945","652158","121","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8C0","SCREW, HEX CAP, .38- ","   ","104945","652158","122","0","112","0","112","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8C1","TUBE ASSEMBLY,       ","   ","104945","652158","123","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8C2","COUPLING, .375-6     ","   ","104945","652158","124","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8C3","FITTING, BULKHD UNIO ","   ","104945","652158","125","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8C4","FITTING, STR THRD, 3 ","   ","104945","652158","126","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8C5","HOSE ASSEMBLY, 1.00  ","   ","104945","652158","127","0","14","0","14","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8C6","HOSE ASSEMBLY, 1.50  ","   ","104945","652158","128","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8C7","HOSE ASSEMBLY, 1.50  ","   ","104945","652158","129","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8C8","PIPE SPOOL, SEAWATER ","   ","104945","652158","130","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8C9","HOSE ASSEMBLY, 1.50  ","   ","104945","652158","131","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8D0","FITTING, TUBE, 37 DE ","   ","104945","652158","132","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8D1","SCREW, CU .500-13 x  ","   ","104945","652158","133","0","24","0","24","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8D2","WASHER, FLAT, CU, .5 ","   ","104945","652158","134","0","24","0","24","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8D3","NUT, LOCKING, CU, .5 ","   ","104945","652158","135","0","24","0","24","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8D4","PIPE HANGER,         ","   ","104945","652158","136","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8D5","PIPE HANGER,         ","   ","104945","652158","137","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8D6","FUEL SKID PLUG       ","   ","104945","652158","138","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8D7","NUT,                 ","   ","104945","652158","139","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8D8","WASHER,              ","   ","104945","652158","140","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8D9","WASHER,              ","   ","104945","652158","141","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8E0","GROUND STRAP,        ","   ","104945","652158","142","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8E1","ISOLATION KIT,       ","   ","104945","652158","143","0","4","0","4","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8E2","SCREW, HEX CAP       ","   ","104945","652158","144","0","8","0","8","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8E3","NIPPLE, CONDUIT,     ","   ","104945","652158","145","0","4","0","4","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8E4","PIPE SPOOL, SEAWATER ","   ","104945","652158","146","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8E5","IDENT TAG,           ","   ","104945","652158","147","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8E7","IDENT TAG,           ","   ","104945","652158","149","0","4","0","4","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8E8","IDENT TAG,           ","   ","104945","652158","150","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8E9","IDENT TAG,           ","   ","104945","652158","151","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8F0","IDENT TAG,           ","   ","104945","652158","152","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8F1","IDENT TAG,           ","   ","104945","652158","153","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8F2","IDENT TAG,           ","   ","104945","652158","154","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8F3","IDENT TAG,           ","   ","104945","652158","155","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8F4","IDENT TAG,           ","   ","104945","652158","156","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8F5","IDENT TAG,           ","   ","104945","652158","157","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8F6","IDENT TAG,           ","   ","104945","652158","158","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8F7","IDENT TAG,           ","   ","104945","652158","159","0","4","0","4","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8F8","IDENT TAG,           ","   ","104945","652158","160","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8F9","IDENT TAG,           ","   ","104945","652158","161","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8G0","SCREW, HEX CAP, .38- ","   ","104945","652158","162","0","16","0","16","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8G1","NUT                  ","   ","104945","652158","163","0","16","0","16","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8G2","WASHER,              ","   ","104945","652158","164","0","28","0","28","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8G3","SCREW, HEX CAP, .38- ","   ","104945","652158","165","0","12","0","12","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8G4","CLAMP ASSEMBLY,      ","   ","104945","652158","166","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8G5","CABLE BRACKET,       ","   ","104945","652158","167","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8G6","GASKET,              ","   ","104945","652158","168","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8G7","SCREW, HEX CAP       ","   ","104945","652158","169","0","20","0","20","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8G8","SUCTION STRAINER,    ","   ","104945","652158","170","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8G9","SCREW, CU .500-13 x  ","   ","104945","652158","171","0","24","0","24","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8H1","NUT, ROLLS-ROYCE PN  ","   ","104945","652158","176","0","16","0","16","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8H2","SCREW, ROLLS-ROYCE P ","   ","104945","652158","177","0","16","0","16","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8H5","WASHER, 0.25 NEOPREN ","   ","104945","652158","180","0","16","0","16","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8H6","O-RING, ROLLS ROYCE  ","   ","104945","652158","181","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8H7","O-RING, ROLLS ROYCE  ","   ","104945","652158","182","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8J1","SCREW, ROLLS ROYCE P ","   ","104945","652158","186","0","176","0","176","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8J2","SCREW, ROLLS ROYCE P ","   ","104945","652158","187","0","10","0","10","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8J4","PIPE ASSY, ROLLS ROY ","   ","104945","652158","189","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8J5","COLLAR, ROLLS ROYCE  ","   ","104945","652158","190","0","4","0","4","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8J5","COLLAR, ROLLS ROYCE  ","   ","104945","652158","191","0","4","0","4","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8J6","COLLAR, ROLLS ROYCE  ","   ","104945","652158","192","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-888","WIRE, SHIELD         ","   ","104945","652158","194","0","300","0","300","0","06/01/2013","8","         ","            ","             ","","","",""
"467","234","234-03-00001-809","PLATE, MOUNT         ","   ","104945","652158","201","0","8","4","4","0","07/01/2013","8","         ","            ","             ","","","",""
"467","234","234-01-00001-881","TRIM BALANCE NUT - 3 ","   ","104945","652158","205","0","2","0","2","0","12/16/2014","8","         ","            ","             ","","","",""
"467","234","234-01-00001-882","TRIM BALANCE WASHER  ","   ","104945","652158","206","0","2","0","2","0","12/16/2014","8","         ","            ","             ","","","",""
"467","234","234-01-00001-883","TRIM BALANCE BOLT -  ","   ","104945","652158","207","0","2","0","2","0","12/16/2014","8","         ","            ","             ","","","",""
"467","234","234-01-00001-884","INSTALLATION BLOCK   ","   ","104945","652158","208","0","12","0","12","0","12/16/2014","8","         ","            ","             ","","","",""
"467","234","234-01-00001-885","ATTACHMENT BOLT      ","   ","104945","652158","209","0","72","0","72","0","12/16/2014","8","         ","            ","             ","","","",""
"467","234","234-01-00001-8A0","COLLAR               ","   ","104945","652158","213","0","4","0","4","0","02/03/2015","8","         ","            ","             ","","","",""
"467","234","234-03-00001","SYSTEM, START, ELECT ","   ","104945","652295","1","0","1","0","1","0","03/01/2013","8","         ","            ","             ","","","",""
"467","234","234-03-00001-801","SYSTEM COOLING, ESS. ","   ","104945","652295","2","0","2","0","2","0","03/01/2013","8","         ","            ","             ","","","",""
"467","234","234-03-00001-803","UNIT, DRIVE, ESS     ","   ","104945","652295","3","0","1","0","1","0","03/01/2013","8","         ","            ","             ","","","",""
"467","234","234-03-00001-802","SKID, FILTER/ RECTIF ","   ","104945","652295","5","0","1","0","1","0","04/17/2015","8","         ","            ","             ","","","",""
"467","234","234-88-001-S01","NO. 2 MPDE COMBI-COO ","   ","107925","799554","19","60663","1","0","1","60663","08/08/2017","1","         ","            ","             ","","","",""
"467","234","234-01-00006-S00","KIT, ESS FILTER/RECT ","   ","104945","970446","1","0","1","0","1","0","06/12/2017","8","         ","            ","             ","CF 2398-S1","","",""
"467","234","234-01-00006-S00","KIT, ESS FILTER/RECT ","   ","104945","970446","2","0","-1","0","-1","0","06/12/2017","8","         ","            ","             ","CF 2398-S1","","",""
"467","234","234-01-00006","KIT, ESS FILTER/RECT ","   ","104945","970446","3","0","1","0","1","0","06/12/2017","8","         ","            ","             ","CF 2398-S1","","",""
"467","241","241-01-00001","GEARS, REDUCTION, CO ","   ","104945","652180","1","0","1","0","1","0","07/01/2013","8","         ","            ","             ","","","",""
"467","241","241-01-00001-898","WELD NECK FLANGE FOR ","   ","104945","652180","32","0","2","1","1","0","07/01/2013","8","         ","            ","             ","","","",""
"467","241","241-01-00001-833","COMPENSTION OIL DRAI ","   ","104945","652180","52","0","2","1","1","0","07/01/2013","8","         ","            ","             ","","","",""
"467","241","241-01-00001-904","KEYS OF PADLOCKS FOR ","   ","104945","652180","102","0","48","0","48","0","07/01/2013","8","         ","            ","             ","","","",""
"467","241","241-01-00001-8B4","SCREW, CYLINDER, REN ","   ","104945","652180","106","0","16","4","12","0","07/01/2013","8","         ","            ","             ","","","",""
"467","241","241-01-00001-8A8","GASKET, FOR BUSL 261 ","   ","104945","652180","108","0","2","0","2","0","07/01/2013","8","         ","            ","             ","","","",""
"467","241","241-01-00001-8A7","GASKET, FOR BUSL 261 ","   ","104945","652180","109","0","4","0","4","0","12/31/2013","8","         ","            ","             ","","","",""
"467","241","241-01-00001-910","BUSH                 ","   ","104945","652180","111","0","1","0","1","0","12/31/2013","8","         ","            ","             ","","","",""
"467","241","241-01-00001-911","BRACKET              ","   ","104945","652180","112","0","3","0","3","0","12/31/2013","8","         ","            ","             ","","","",""
"467","241","241-01-00001-912","BRACKET              ","   ","104945","652180","113","0","3","0","3","0","12/31/2013","8","         ","            ","             ","","","",""
"467","241","241-01-00001-8A3","RESISTANCE THERMOMET ","   ","104945","652180","129","0","1","0","1","0","12/12/2015","8","         ","            ","             ","","","",""
"467","241","241-01-00002-S00","KIT, REDUCTION GEAR, ","   ","104945","970391","1","0","1","0","1","0","06/22/2017","8","         ","            ","             ","CF 2296-S1","","",""
"467","241","241-01-00003-S00","KIT, REDUCTION GEAR, ","   ","104945","970444","28","0","1","0","1","0","06/11/2017","8","         ","            ","             ","CF 2294-S1","","",""
"467","243","243-01-TS001","SERVICES, TEST, MIDE ","   ","106914","621453","1","71373.47","1","0","1","71373.47","06/30/2016","8","         ","            ","             ","","","",""
"467","243","234-01-00001-8E6","IDENT TAG,           ","   ","104945","652158","148","0","2","0","2","0","03/30/2013","8","         ","            ","             ","","","",""
"467","243","243-01-00001-807","FLEXIBLE ELEMENT     ","   ","104945","652216","7","0","1","0","1","0","06/01/2013","8","         ","            ","             ","","","",""
"467","243","243-01-00001-808","RTD ASSY, IMPELLER S ","   ","104945","652216","8","0","8","0","8","0","06/01/2013","8","         ","            ","             ","","","",""
"467","243","243-01-00001-811","SEAL ASSY, IMPELLER  ","   ","104945","652216","11","0","2","0","2","0","06/01/2013","8","         ","            ","             ","","","",""
"467","243","243-01-00001-821","COTTER PINS, GEAR CO ","   ","104945","652216","21","0","120","96","24","0","06/01/2013","8","         ","            ","             ","","","",""
"467","243","243-01-00001-825","SEALS, LIP, FOR GEAR ","   ","104945","652216","25","0","20","0","20","0","06/01/2013","8","         ","            ","             ","","","",""
"467","243","243-01-00001-826","SEALS, LIP, FOR WATE ","   ","104945","652216","26","0","4","0","4","0","06/01/2013","8","         ","            ","             ","","","",""
