"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","Name","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","ECP/REA","","","","","","","","","","",""
"485","247","247-01-00001-809","IMPELLER SHAFT ASSEM ","ASSEMBLY  ","SHAFT             ","   ","104945","LOCKHEED MAR","970183","10","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-810","SHAFT FLEX COUPLING, ","COUPLING  ","FLEX              ","   ","104945","LOCKHEED MAR","970183","11","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-811","HYDRAULIC FLANGE COU ","COUPLING  ","FLANGE            ","   ","104945","LOCKHEED MAR","970183","12","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-812","THRUST BEARING       ","BEARING   ","THRUST            ","   ","104945","LOCKHEED MAR","970183","13","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-813","RTD ASSEMBLY         ","ASSEMBLY  ","                  ","   ","104945","LOCKHEED MAR","970183","14","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-814","RTD ASSEMBLY         ","ASSEMBLY  ","                  ","   ","104945","LOCKHEED MAR","970183","15","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-815","RTD ASSEMBLY         ","ASSEMBLY  ","                  ","   ","104945","LOCKHEED MAR","970183","16","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-816","RTD ASSEMBLY         ","ASSEMBLY  ","                  ","   ","104945","LOCKHEED MAR","970183","17","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-817","RTD ASSEMBLY         ","ASSEMBLY  ","                  ","   ","104945","LOCKHEED MAR","970183","18","0","8","0","8","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-819","DIAL THERMOMETER     ","THERMOMETE","DIAL              ","   ","104945","LOCKHEED MAR","970183","19","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-820","THRUST SHAFT ASSEMBL ","ASSEMBLY  ","SHAFT             ","   ","104945","LOCKHEED MAR","970183","20","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-821","COMPLETE STERNTUBE S ","ASSEMBLY  ","SEAL              ","   ","104945","LOCKHEED MAR","970183","21","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-822","SHAFT SLEEVE COUPLIN ","COUPLING  ","SLEEVE            ","   ","104945","LOCKHEED MAR","970183","22","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-823","STEERING/REVERSING H ","SKID      ","HYDRAULIC         ","   ","104945","LOCKHEED MAR","970183","23","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-824","75HP PUMP/MOTOR SKID ","SKID      ","MOTOR             ","   ","104945","LOCKHEED MAR","970183","24","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-825","BEARING LUBE OIL PUM ","ASSEMBLY  ","MOTOR             ","   ","104945","LOCKHEED MAR","970183","25","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-826","BEARING LUBE OIL HEA ","EXCHANGER ","HEAT              ","   ","104945","LOCKHEED MAR","970183","26","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-827","BEARING LUBE OIL FIL ","ASSEMBLY  ","FILTER            ","   ","104945","LOCKHEED MAR","970183","27","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-828","SCR, CAP SCH M12 X 1 ","SCREW     ","                  ","   ","104945","LOCKHEED MAR","970183","28","0","32","0","32","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-829","BEARING ASSEMBLY, HU ","ASSEMBLY  ","BEARING           ","   ","104945","LOCKHEED MAR","970183","29","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-830","END CONE, STATOR     ","UNIT      ","LEVER             ","   ","104945","LOCKHEED MAR","970183","30","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-831","PIN, PUMP ALIGNMENT  ","CABLE     ","CONNECTION        ","   ","104945","LOCKHEED MAR","970183","31","0","6","0","6","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-832","PIN, DOWEL 15OD X 55 ","TILLER    ","STEERING          ","   ","104945","LOCKHEED MAR","970183","32","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-833","SCR, CAP SCH M24 X 3 ","UNIT      ","STEERING          ","   ","104945","LOCKHEED MAR","970183","33","0","106","0","106","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-834","BUSHING, STATOR VANE ","BUSHING   ","SELECT            ","   ","104945","LOCKHEED MAR","970183","34","0","6","0","6","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-835","PLUG, THREAD M42 X 4 ","PANEL     ","SELECT            ","   ","104945","LOCKHEED MAR","970183","35","0","8","0","8","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-836","THREAD LOCKING ANERO ","PANEL     ","JOYSTICK          ","   ","104945","LOCKHEED MAR","970183","36","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-837","THREAD LOCKING ANERO ","UNIT      ","STATION I/O       ","   ","104945","LOCKHEED MAR","970183","37","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-838","KAMEWA SEALING COMPO ","UNIT      ","BRIDGE            ","   ","104945","LOCKHEED MAR","970183","38","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-839","LUBRICATING COMPOUND ","PANEL     ","SELECTION         ","   ","104945","LOCKHEED MAR","970183","39","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-840","POSITION FEEDBACK AS ","ASSEMBLY  ","POSITION FEEDBACK ","   ","104945","LOCKHEED MAR","970183","40","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-841","POSITION FEEDBACK AS ","ASSEMBLY  ","POSITION FEEDBACK ","   ","104945","LOCKHEED MAR","970183","41","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-842","SCR, CAP SCH M12 X 1 ","UNIT      ","CONTROL           ","   ","104945","LOCKHEED MAR","970183","42","0","32","0","32","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-847","EQUALIZED RETAINING  ","ASSEMBLY  ","RING              ","   ","104945","LOCKHEED MAR","970183","43","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-848","RETAINING RING ASSY  ","ASSEMBLY  ","RING              ","   ","104945","LOCKHEED MAR","970183","44","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-849","THRUST PAD SET - AFT ","SET       ","PAD               ","   ","104945","LOCKHEED MAR","970183","45","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-850","STOP - INNER PAD     ","STOP      ","PAD               ","   ","104945","LOCKHEED MAR","970183","46","0","32","0","32","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-851","STOP - OUTER PAD     ","STOP      ","PAD               ","   ","104945","LOCKHEED MAR","970183","47","0","32","0","32","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-852","SCREW, CAP HEAD, M6X ","SCREW     ","HEAD              ","   ","104945","LOCKHEED MAR","970183","48","0","32","0","32","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-853","LINER                ","LINER     ","                  ","   ","104945","LOCKHEED MAR","970183","49","0","32","0","32","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-854","SCREW, COUNTERSUNK,  ","SCREW     ","COUNTERSUNK       ","   ","104945","LOCKHEED MAR","970183","50","0","64","0","64","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-855","AIR VENT, WATERTIGHT ","VENT      ","AIR               ","   ","104945","LOCKHEED MAR","970183","51","0","8","0","8","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-856","OSJ LIP SEAL, 325MM  ","SEAL      ","LIP               ","   ","104945","LOCKHEED MAR","970183","52","0","16","0","16","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-857","ERECTION RING        ","RING      ","ERECTION          ","   ","104945","LOCKHEED MAR","970183","53","0","1","0","1","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-858","SCR, CAP SCH M24 X 3 ","TOOL      ","CONNECTOR         ","   ","104945","LOCKHEED MAR","970183","54","0","106","0","106","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-859","BUSHING, STATOR VANE ","BUSHING   ","                  ","   ","104945","LOCKHEED MAR","970183","55","0","6","0","6","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-860","PLUG, THREAD M42 X 4 ","PLUG      ","                  ","   ","104945","LOCKHEED MAR","970183","56","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-861","THREAD LOCKING ANERO ","LOCTITE   ","                  ","   ","104945","LOCKHEED MAR","970183","57","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-862","KAMEWA SEALING COMPO ","COMPOUND  ","SEALING           ","   ","104945","LOCKHEED MAR","970183","58","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-863","LUBRICATING COMPOUND ","COMPOUND  ","LUBRICATING       ","   ","104945","LOCKHEED MAR","970183","59","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-864","EQUALIZED RETAINING  ","ASSEMBLY  ","RING              ","   ","104945","LOCKHEED MAR","970183","60","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-865","RETAINING RING ASSEM ","ASSEMBLY  ","RING              ","   ","104945","LOCKHEED MAR","970183","61","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-872","AIRVENT-WATERTIGHT   ","AIRVENT   ","WATERTIGHT        ","   ","104945","LOCKHEED MAR","970183","62","0","8","0","8","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-873","OSJ LIP SEAL-325MM D ","SEAL      ","LIP               ","   ","104945","LOCKHEED MAR","970183","63","0","16","0","16","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-874","ERECTION RING        ","RING      ","ERECTION          ","   ","104945","LOCKHEED MAR","970183","64","0","8","0","8","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-875","VALVE, RELIEF        ","VALVE     ","RELIEF            ","   ","104945","LOCKHEED MAR","970183","65","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-876","VALVE, TEMPERATURE C ","VALVE     ","CONTROL           ","   ","104945","LOCKHEED MAR","970183","66","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-877","VALVE, PRESSURE REDU ","VALVE     ","REDUCING          ","   ","104945","LOCKHEED MAR","970183","67","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-878","SWITCH, PRESSURE     ","SWITCH    ","PRESSURE          ","   ","104945","LOCKHEED MAR","970183","68","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-879","VALVE, ISOLATION     ","VALVE     ","ISOLATION         ","   ","104945","LOCKHEED MAR","970183","69","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-880","GAUGE, PRESSURE      ","GAUGE     ","PRESSURE          ","   ","104945","LOCKHEED MAR","970183","70","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-881","SCREW, CAP, SOCKET H ","SCREW     ","CAP               ","   ","104945","LOCKHEED MAR","970183","71","0","12","0","12","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-883","SCREW, CAP, SOCKET H ","SCREW     ","CAP               ","   ","104945","LOCKHEED MAR","970183","72","0","48","0","48","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-884","CABLE ASSY, FEEDBACK ","ASSEMBLY  ","CABLE             ","   ","104945","LOCKHEED MAR","970183","73","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-885","CABLE ASSY, FEEDBACK ","ASSEMBLY  ","CABLE             ","   ","104945","LOCKHEED MAR","970183","74","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-886","NUT, SLKLKG, HEX HEA ","NUT       ","SELF LOCKING      ","   ","104945","LOCKHEED MAR","970183","75","0","8","0","8","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-887","SWIVEL ASSY, CABLE E ","ASSEMBLY  ","SWIVEL            ","   ","104945","LOCKHEED MAR","970183","76","0","8","0","8","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-888","SLEEVE, FEEDBACK CAB ","SLEEVE    ","FEEDBACK          ","   ","104945","LOCKHEED MAR","970183","77","0","8","0","8","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-889","CLAMP, FEEDBACK CABL ","CLAMP     ","FEEDBACK          ","   ","104945","LOCKHEED MAR","970183","78","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-890","SCREW, CAP, SOCKET H ","SCREW     ","CAP               ","   ","104945","LOCKHEED MAR","970183","79","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-891","RING, MM 14 ID X 5 B ","RING      ","                  ","   ","104945","LOCKHEED MAR","970183","80","0","12","0","12","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-892","BRACKET, HOSE AND CA ","BRACKET   ","HOSE              ","   ","104945","LOCKHEED MAR","970183","81","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-893","COVER, BRACKET       ","COVER     ","BRACKET           ","   ","104945","LOCKHEED MAR","970183","82","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-894","SCREW, CAP, SOCKET H ","SCREW     ","CAP               ","   ","104945","LOCKHEED MAR","970183","83","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-895","SCREW, CAP, SOCKET H ","SCREW     ","CAP               ","   ","104945","LOCKHEED MAR","970183","84","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-896","WASHER, FLAT, M10, S ","WASHER    ","FLAT              ","   ","104945","LOCKHEED MAR","970183","85","0","8","0","8","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-897","SCREW, HEXAGON HEAD, ","SCREW     ","CAP               ","   ","104945","LOCKHEED MAR","970183","86","0","48","0","48","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-898","BRACKET, HOSE AND CA ","BRACKET   ","HOSE              ","   ","104945","LOCKHEED MAR","970183","87","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-899","HOSE ASSY, STEERING  ","ASSEMBLY  ","HOSE              ","   ","104945","LOCKHEED MAR","970183","88","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-8A0","HOSE ASSY, STEERING  ","ASSEMBLY  ","HOSE              ","   ","104945","LOCKHEED MAR","970183","89","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-8A1","HOSE ASSY, REVERSING ","ASSEMBLY  ","HOSE              ","   ","104945","LOCKHEED MAR","970183","90","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-8A2","PROTECTOR, FLANGE    ","FLANGE    ","PROTECTOR         ","   ","104945","LOCKHEED MAR","970183","91","0","36","0","36","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-8A3","O-RING, 1.31 ID X .1 ","O-RING    ","                  ","   ","104945","LOCKHEED MAR","970183","92","0","24","0","24","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-8A4","CABLE ASSY, FEEDBACK ","ASSEMBLY  ","CABLE             ","   ","104945","LOCKHEED MAR","970183","93","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-8A5","CLAMP, FEEDBACK CABL ","CLAMP     ","FEEDBACK          ","   ","104945","LOCKHEED MAR","970183","94","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-8A6","SHAFT SPACER         ","SPACER    ","SHAFT             ","   ","104945","LOCKHEED MAR","970183","95","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-8A7","HALF GASKET          ","GASKET    ","HALF              ","   ","104945","LOCKHEED MAR","970183","96","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-8A8","PURGE VALVE          ","VALVE     ","PURGE             ","   ","104945","LOCKHEED MAR","970183","97","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-8A9","VALVE ASSY, COUNTERB ","ASSEMBLY  ","VALVE             ","   ","104945","LOCKHEED MAR","970183","98","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-8B0","SPLIT SEAL REPAIR KI ","KIT       ","REPAIR            ","   ","104945","LOCKHEED MAR","970183","99","0","2","0","2","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-8B1","HOUSING, SEAL, OIL,  ","HOUSING   ","SEAL              ","   ","104945","LOCKHEED MAR","970183","100","0","8","0","8","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-8B2","HOSE ASSY, STEERING  ","ASSEMBLY  ","HOSE              ","   ","104945","LOCKHEED MAR","970183","101","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-8B3","HOSE ASSY, STEERING  ","ASSEMBLY  ","HOSE              ","   ","104945","LOCKHEED MAR","970183","102","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-8B4","HOSE ASSY, REVERSING ","ASSEMBLY  ","HOSE              ","   ","104945","LOCKHEED MAR","970183","103","0","4","0","4","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-L20","SUPPORT, VENDOR      ","SUPPORT   ","VENDOR            ","   ","104945","LOCKHEED MAR","970183","104","0","1","0","1","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","247","247-01-00001-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104945","LOCKHEED MAR","970183","105","0","1","0","1","0","01/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"SWBS: ","247","WATER JETS      ","                     ","          ","                  ","   ","      ","            ","    Total","for","SWBS    ","   247 :      ","5008.96","","","","","","","","","","","","","","","","","","",""
"485","251","    251-06-10001","THE VENDOR IS TO PRO ","VENDOR    ","                  ","   ","104734","QUALITY INSU","510241","1","20190","1","0","1","20190","10/01/2019","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-10002","THE VENDOR IS TO PRO ","VENDOR    ","                  ","   ","104734","QUALITY INSU","510241","2","13135","1","0","1","13135","10/01/2019","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-00210","BACKING STRIP, 2""X1"" ","STRIP     ","BACKING           ","   ","106803","JAY MANUFACT","941023","1","91.95","32","0","32","2942.4","09/22/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-00211","BACKING STRIP, 2""X1"" ","STRIP     ","BACKING           ","   ","106803","JAY MANUFACT","941023","2","98.75","29","0","29","2863.75","09/22/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-00212","BACKING STRIP, 2""X1"" ","STRIP     ","BACKING           ","   ","106803","JAY MANUFACT","941023","3","95.2","8","0","8","761.6","09/22/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-00213","BACKING STRIP, 2""X1"" ","STRIP     ","BACKING           ","   ","106803","JAY MANUFACT","941023","4","95.2","8","0","8","761.6","09/22/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-00214","BACKING STRIP, 2""X1"" ","STRIP     ","BACKING           ","   ","106803","JAY MANUFACT","941023","5","124.05","8","0","8","992.4","09/22/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-00215","BACKING STRIP, 2""X1"" ","STRIP     ","BACKING           ","   ","106803","JAY MANUFACT","941023","6","46.7","7","0","7","326.9","09/22/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-00216","BACKING STRIP, 2""X1"" ","STRIP     ","BACKING           ","   ","106803","JAY MANUFACT","941023","7","92.05","32","0","32","2945.6","09/22/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-00217","BACKING STRIP, 2""X1"" ","STRIP     ","BACKING           ","   ","106803","JAY MANUFACT","941023","8","74.25","31","0","31","2301.75","09/22/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-GTLVR","LOUVERS, GAS TURBINE ","ASSEMBLY  ","LOUVER            ","   ","100979","BASSETT MECH","941063","6","0","1","0","1","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","251-06-GTLVR-P02","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","100979","BASSETT MECH","941063","8","31744.89","1","0","1","31744.89","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","251-06-GTLVR-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","100979","BASSETT MECH","941063","9","7936.23","1","0","1","7936.23","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","251-06-GTLVR-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","100979","BASSETT MECH","941063","10","0","1","0","1","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-GT01P","LOUVER ASSEMBLY, GAS ","ASSEMBLY  ","LOUVER            ","   ","100979","BASSETT MECH","941063","11","0","1","0","1","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-GT01S","LOUVER ASSEMBLY, GAS ","ASSEMBLY  ","LOUVER            ","   ","100979","BASSETT MECH","941063","12","0","1","0","1","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-GT02P","LOUVER ASSEMBLY, GAS ","ASSEMBLY  ","LOUVER            ","   ","100979","BASSETT MECH","941063","13","0","1","0","1","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-GT02S","LOUVER ASSEMBLY, GAS ","ASSEMBLY  ","LOUVER            ","   ","100979","BASSETT MECH","941063","14","0","1","0","1","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-GT03P","LOUVER ASSEMBLY, GAS ","ASSEMBLY  ","LOUVER            ","   ","100979","BASSETT MECH","941063","15","0","1","0","1","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-GT03S","LOUVER ASSEMBLY, GAS ","ASSEMBLY  ","LOUVER            ","   ","100979","BASSETT MECH","941063","16","0","1","0","1","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-GT04P","LOUVER ASSEMBLY, GAS ","ASSEMBLY  ","LOUVER            ","   ","100979","BASSETT MECH","941063","17","0","1","0","1","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-GT04S","LOUVER ASSEMBLY, GAS ","ASSEMBLY  ","LOUVER            ","   ","100979","BASSETT MECH","941063","18","0","1","0","1","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-GT05P","LOUVER ASSEMBLY, GAS ","ASSEMBLY  ","LOUVER            ","   ","100979","BASSETT MECH","941063","19","0","1","0","1","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-GT05S","LOUVER ASSEMBLY, GAS ","ASSEMBLY  ","LOUVER            ","   ","100979","BASSETT MECH","941063","20","0","1","0","1","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-SC002","SCREEN FRAME ASSEMBL ","ASSEMBLY  ","FRAME             ","   ","100979","BASSETT MECH","941063","21","0","2","0","2","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-SC003","SCREEN FRAME ASSEMBL ","ASSEMBLY  ","FRAME             ","   ","100979","BASSETT MECH","941063","22","0","2","0","2","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-SC005","SCREEN FRAME ASSEMBL ","ASSEMBLY  ","FRAME             ","   ","100979","BASSETT MECH","941063","23","0","2","0","2","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-SC01P","SCREEN FRAME ASSEMBL ","ASSEMBLY  ","FRAME             ","   ","100979","BASSETT MECH","941063","24","0","1","0","1","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","251","    251-06-SC01S","SCREEN FRAME ASSEMBL ","ASSEMBLY  ","FRAME             ","   ","100979","BASSETT MECH","941063","25","0","1","0","1","0","05/03/2018","8","         ","            ","             ","","","","","","","","","","","",""
