"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","Name","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","ECP/REA","","","","","","","","","","",""
"485","438","438-01-00001-8E4","CONNECTOR, D38999/26 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","970431","42","0","1","0","1","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-8F4","CONNECTOR, D38999/26 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","970431","43","0","1","0","1","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-8G4","CONNECTOR, D38999/26 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","970431","44","0","1","0","1","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-8H4","CONNECTOR, D38999/26 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","970431","45","0","1","0","1","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-8I4","CONNECTOR, M83522/16 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","970431","46","0","36","0","36","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-8J4","CONNECTOR, M85049/6- ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","970431","47","0","2","0","2","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-8K4","CONNECTOR, M85049/6- ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","970431","48","0","2","0","2","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-8L4","CONNECTOR, M85049/78 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","970431","49","0","3","0","3","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-8M4","CONNECTOR, 4301517-2 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","970431","50","0","2","0","2","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-8N4","CONNECTOR, D38999/26 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","970431","51","0","1","0","1","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-8P4","CONNECTOR, D38999/26 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","970431","52","0","1","0","1","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-8Q4","CONNECTOR, D38999/26 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","970431","53","0","1","0","1","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-8R4","CONNECTOR, 4303094-8 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","970431","54","0","2","0","2","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-834","MONITOR MOUNTING KIT ","KIT       ","MOUNTING          ","   ","104945","LOCKHEED MAR","970431","55","0","1","0","1","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-870","BULK KIT (PART OF DT ","KIT       ","BULK              ","   ","104945","LOCKHEED MAR","970431","56","0","4","0","4","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-872","MANUAL SET, BME, P/N ","SET       ","MANUAL            ","   ","104945","LOCKHEED MAR","970431","57","0","2","0","2","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-873","67M RADAR INSTALL KI ","KIT       ","INSTALL           ","   ","104945","LOCKHEED MAR","970431","58","0","1","0","1","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-874","67M RADAR INSTALL KI ","KIT       ","INSTALL           ","   ","104945","LOCKHEED MAR","970431","59","0","1","0","1","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-875","USER GUIDE, P/N 6580 ","GUIDE     ","USERS             ","   ","104945","LOCKHEED MAR","970431","60","0","1","0","1","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-876","25KW X-BAND TURNING  ","UNIT      ","TUNING            ","   ","104945","LOCKHEED MAR","970431","61","0","1","0","1","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-877","BUZZER IN W/T BOX, S ","BUZZER    ","                  ","   ","104945","LOCKHEED MAR","970431","62","0","2","0","2","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-878","WATCH ALARM PANEL SP ","PANEL     ","ALARM             ","   ","104945","LOCKHEED MAR","970431","63","0","12","0","12","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-882","WATCH, ALARM SPARES  ","KIT       ","ALARM             ","   ","104945","LOCKHEED MAR","970431","64","0","1","0","1","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-886","CABLE, COAXIAL, M17/ ","CABLE     ","COAXIAL           ","   ","104945","LOCKHEED MAR","970431","65","0","240","0","240","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-8T7","TURNING UNIT, S-BAND ","UNIT      ","TURNING           ","   ","104945","LOCKHEED MAR","970431","66","0","1","0","1","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-887","CONNECTOR, 90 DEG, 1 ","CONNECTOR ","90 DEGREE         ","   ","104945","LOCKHEED MAR","970431","67","0","7","0","7","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-888","CONNECTOR, STR, 5 PI ","CONNECTOR ","STRAIGHT          ","   ","104945","LOCKHEED MAR","970431","68","0","14","0","14","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-889","CONNECTOR, END, BRAC ","CONNECTOR ","END               ","   ","104945","LOCKHEED MAR","970431","69","0","14","0","14","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-890","RAIL, MOUNTING       ","RAIL      ","MOUNTING          ","   ","104945","LOCKHEED MAR","970431","70","0","7","0","7","0","07/15/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","438","438-01-00001-S69","ANTENNA, GPS, TRIMBL ","SHOCK     ","ANTENNA           ","   ","104945","LOCKHEED MAR","970431","73","0","2","0","2","0","07/15/2017","8","         ","            ","             ","CF 2175-S3","","","","","","","","","","",""
"485","438","438-01-00001-S69","ANTENNA, GPS, TRIMBL ","SHOCK     ","ANTENNA           ","   ","104945","LOCKHEED MAR","970431","74","0","-2","0","-2","0","07/15/2017","8","         ","            ","             ","CF 2175-S3","","","","","","","","","","",""
"485","438","438-01-00001-S15","BEARING REPEATER, SP ","REPEATER  ","                  ","   ","104945","LOCKHEED MAR","970431","75","0","4","0","4","0","07/15/2017","8","         ","            ","             ","CF 2356-S3","","","","","","","","","","",""
"485","438","438-01-00001-S15","BEARING REPEATER, SP ","REPEATER  ","                  ","   ","104945","LOCKHEED MAR","970431","76","0","-4","0","-4","0","07/15/2017","8","         ","            ","             ","CF 2356-S3","","","","","","","","","","",""
"SWBS: ","438","INTEGRATED CONTROL","SYSTEM             ","          ","                  ","   ","      ","            ","    Total","for","SWBS    ","   438 :      ","0","","","","","","","","","","","","","","","","","","",""
"485","439","    439-01-00042","BOX, DBL GANG, W/MOU ","BOX       ","DOUBLE GANG       ","   ","1","IN HOUSE - O","714828","6","10.5","1","0","1","10.5","08/07/2018","100","         ","            ","             ","","","","","","","","","","","",""
"SWBS: ","439","MONITORING SYSTEM","                    ","          ","                  ","   ","      ","            ","    Total","for","SWBS    ","   439 :      ","10.5","","","","","","","","","","","","","","","","","","",""
"485","441","    441-01-00027","MREC TEST INTERFACE  ","ENCLOSURE ","INTERFACE         ","   ","100317","INTERSTATE C","653183","5","1680.75","1","0","1","1680.75","10/24/2017","1","         ","            ","             ","","","","","","","","","","","",""
"485","441","    441-01-00001","EXCOMM SYSTEM        ","SYSTEM    ","RADIO             ","   ","104945","LOCKHEED MAR","921524","1","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","    441-01-00002","EXCOMM ENCLOSURE-1,  ","ENCLOSURE ","EXCOMM            ","   ","104945","LOCKHEED MAR","921524","2","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","    441-01-00003","EXCOMM ENCLOSURE-2,  ","ENCLOSURE ","EXCOMM            ","   ","104945","LOCKHEED MAR","921524","3","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","    441-01-00004","EXCOMM ENCLOSURE-3,  ","ENCLOSURE ","EXCOMM            ","   ","104945","LOCKHEED MAR","921524","4","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","    441-01-00005","EXCOMM ENCLOSURE-5,  ","ENCLOSURE ","EXCOMM            ","   ","104945","LOCKHEED MAR","921524","5","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","    441-01-00006","EXCOMM ENCLOSURE-6,  ","ENCLOSURE ","EXCOMM            ","   ","104945","LOCKHEED MAR","921524","6","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","    441-01-00007","EXCOMM ENCLOSURE-7,  ","ENCLOSURE ","EXCOMM            ","   ","104945","LOCKHEED MAR","921524","7","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","    441-01-00008","LINK-16 MOS BDE, AN/ ","LINK      ","                  ","   ","104945","LOCKHEED MAR","921524","8","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","    441-01-00009","EXCOMM ENCLOSURE-9,  ","ENCLOSURE ","EXCOMM            ","   ","104945","LOCKHEED MAR","921524","9","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","    441-01-00011","TCDL RACK ASSEMBLY,  ","ASSEMBLY  ","RACK              ","   ","104945","LOCKHEED MAR","921524","10","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","    441-01-00013","PORTABLE RADIO EQUIP ","EQUIPMENT ","RADIO             ","   ","104945","LOCKHEED MAR","921524","11","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","    441-01-00018","EXCOMM ENCLOSURE-4,  ","ENCLOSURE ","EXCOMM            ","   ","104945","LOCKHEED MAR","921524","12","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","    441-01-00019","EXCOMM ENCLOSURE-8,  ","ENCLOSURE ","EXCOMM            ","   ","104945","LOCKHEED MAR","921524","13","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-800","ANTENNA, WHIP, OMNI, ","WHIP      ","WHIP              ","   ","104945","LOCKHEED MAR","921524","14","0","2","0","2","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-801","COUPLER, ANTENNA, AU ","COUPLER   ","ANTENNA           ","   ","104945","LOCKHEED MAR","921524","15","0","3","0","3","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-804","ANTENNA, LOS, UHF, A ","ANTENNA   ","                  ","   ","104945","LOCKHEED MAR","921524","16","0","4","0","4","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-805","ANTENNA, SATCOM, UHF ","ANTENNA   ","SATCOM            ","   ","104945","LOCKHEED MAR","921524","17","0","2","0","2","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-812","ANTENNA, UHF, LINK-1 ","ANTENNA   ","UHF               ","   ","104945","LOCKHEED MAR","921524","18","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-813","ANTENNA, DIRECTIONAL ","ANTENNA   ","                  ","   ","104945","LOCKHEED MAR","921524","19","0","3","0","3","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-814","ANTENNA, OMNI, VHF   ","ANTENNA   ","                  ","   ","104945","LOCKHEED MAR","921524","20","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-816","ANTENNA, MARINEBAND, ","ANTENNA   ","VHF               ","   ","104945","LOCKHEED MAR","921524","21","0","2","0","2","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-817","ANTENNA, SSR-1, AS-2 ","ANTENNA   ","                  ","   ","104945","LOCKHEED MAR","921524","22","0","2","0","2","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-818","AMPLIFIER/CONVERTER, ","AMPLIFIER ","                  ","   ","104945","LOCKHEED MAR","921524","23","0","4","0","4","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-819","ANTENNA, HF, WEFAX,G ","ANTENNA   ","                  ","   ","104945","LOCKHEED MAR","921524","24","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-820","COUPLER, FAX-5,(LMCO ","COUPLER   ","                  ","   ","104945","LOCKHEED MAR","921524","25","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-821","ANTENNA, NAVTEX, GAL ","ANTENNA   ","NAVTEX            ","   ","104945","LOCKHEED MAR","921524","26","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-822","COUPLER, NX-5        ","COUPLER   ","                  ","   ","104945","LOCKHEED MAR","921524","27","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-823","HARDWARE, MOUNTING,  ","MOUNTING  ","HARDWARE          ","   ","104945","LOCKHEED MAR","921524","28","0","4","0","4","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-824","HARDWARE, MOUNTING,  ","MOUNTING  ","HARDWARE          ","   ","104945","LOCKHEED MAR","921524","29","0","4","0","4","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-825","PADS, MOUNTING, AS-2 ","MOUNTING  ","PAD               ","   ","104945","LOCKHEED MAR","921524","30","0","4","0","4","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-826","CONNECTOR, RF        ","CONNECTOR ","RF                ","   ","104945","LOCKHEED MAR","921524","31","0","8","0","8","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-827","CONNECTOR, TWINAX,M3 ","CONNECTOR ","RF                ","   ","104945","LOCKHEED MAR","921524","32","0","123","0","123","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-828","CD, MANUAL, TECHNICA ","CD        ","MANUAL            ","   ","104945","LOCKHEED MAR","921524","33","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-829","FIXTURE, INSTALLATIO ","FIXTURE   ","INSTALLATION      ","   ","104945","LOCKHEED MAR","921524","34","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-830","AMPLIFIER, MVCS      ","AMPLIFIER ","                  ","   ","104945","LOCKHEED MAR","921524","35","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-831","CABLE, ASSY, ELECTRI ","ASSEMBLY  ","CABLE             ","   ","104945","LOCKHEED MAR","921524","36","0","12","0","12","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-870","CONNECTOR, D-SUBMINI ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","921524","37","0","31","0","31","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-872","CONNECTOR, MS3406D20 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","921524","38","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-873","CONNECTOR, M28840/16 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","921524","39","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-874","CONNECTOR, M28840/16 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","921524","40","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-875","CONNECTOR, M28840/16 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","921524","41","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-876","CONNECTOR, M39012/16 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","921524","42","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-877","CONNECTOR, M39012/26 ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","921524","43","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-878","BACKSHELL, 712S852N0 ","BACKSHELL ","                  ","   ","104945","LOCKHEED MAR","921524","44","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-879","ADAPTER, TEE, M55339 ","ADAPTER   ","TEE               ","   ","104945","LOCKHEED MAR","921524","45","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-880","SPLICE, FIBER OPTIC, ","SPLICE    ","FIBER OPTIC       ","   ","104945","LOCKHEED MAR","921524","46","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-887","CONNECTOR            ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","921524","47","0","5","0","5","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8A1","CONNECTOR            ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","921524","48","0","10","0","10","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8A2","CONNECTOR            ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","921524","49","0","5","0","5","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8A3","CONNECTOR            ","CONNECTOR ","                  ","   ","104945","LOCKHEED MAR","921524","50","0","10","0","10","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8A4","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","LOCKHEED MAR","921524","51","0","3","0","3","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8A5","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","LOCKHEED MAR","921524","52","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8A6","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","LOCKHEED MAR","921524","53","0","10","0","10","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8A7","ANTENNA, VHF, OMNI,  ","ANTENNA   ","VHF               ","   ","104945","LOCKHEED MAR","921524","54","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8A8","ANTENNA, VHF, OMNI,  ","ANTENNA   ","VHF               ","   ","104945","LOCKHEED MAR","921524","55","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8A9","ANTENNA, IRIDIUM, SA ","ANTENNA   ","IRIDIUM           ","   ","104945","LOCKHEED MAR","921524","56","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8B0","ANTENNA, COMMS, NLOS ","ANTENNA   ","                  ","   ","104945","LOCKHEED MAR","921524","57","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8B2","ANTENNA, GPS, WEAPON ","ANTENNA   ","GPS               ","   ","104945","LOCKHEED MAR","921524","58","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8B3","RACK, COMMS, NLOS-LS ","RACK      ","                  ","   ","104945","LOCKHEED MAR","921524","59","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8B4","UNIT, CONTROL, ANTEN ","UNIT      ","                  ","   ","104945","LOCKHEED MAR","921524","60","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8B5","SWITCH, MANUAL, TCDL ","SWITCH    ","                  ","   ","104945","LOCKHEED MAR","921524","61","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8B6","AMPLIFIER, DISTRIBUT ","AMPLIFIER ","                  ","   ","104945","LOCKHEED MAR","921524","62","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8D0","BACKSHELL, RJF6MG    ","BACKSHELL ","                  ","   ","104945","LOCKHEED MAR","921524","63","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8F0","GCS VOICE EQUIPMENT  ","EQUIPMENT ","VOICE             ","   ","104945","LOCKHEED MAR","921524","64","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8F3","BOX, TERMINAL, SYM 4 ","BOX       ","                  ","   ","104945","LOCKHEED MAR","921524","65","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8G2","TERMINI, FO, MM, CER ","PIN       ","                  ","   ","104945","LOCKHEED MAR","921524","66","0","8","0","8","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8J4","ADS RACK 1, LMCO ID  ","RACK      ","                  ","   ","104945","LOCKHEED MAR","921524","67","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8J5","ADS RACK 2,  LMCO ID ","RACK      ","                  ","   ","104945","LOCKHEED MAR","921524","68","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8J6","ASSY, TRANSFORMER, I ","ASSEMBLY  ","                  ","   ","104945","LOCKHEED MAR","921524","69","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8K5","TRANSFORMER, POWER,  ","TRANSFORME","POWER             ","   ","104945","LOCKHEED MAR","921524","70","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8K6","TRANSFORMER, POWER,  ","TRANSFORME","POWER             ","   ","104945","LOCKHEED MAR","921524","71","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8K7","PANEL, POWER, SYM 24 ","PANEL     ","POWER             ","   ","104945","LOCKHEED MAR","921524","72","0","2","0","2","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8K8","PANEL, POWER, SYM 24 ","PANEL     ","POWER             ","   ","104945","LOCKHEED MAR","921524","73","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8W1","EXCOMM FIBER TERM EN ","ENCLOSURE ","                  ","   ","104945","LOCKHEED MAR","921524","74","0","2","0","2","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8W2","TERMINAL CABLE, AN/U ","TERMINAL  ","CABLE             ","   ","104945","LOCKHEED MAR","921524","75","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8W3","ANALYZER, COMMUNICAT ","ANALYZER  ","COMMUNICATION     ","   ","104945","LOCKHEED MAR","921524","76","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8W4","ANTENNA ASSEMBLY, LA ","ASSEMBLY  ","ANTENNA           ","   ","104945","LOCKHEED MAR","921524","77","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8W5","ANTENNA, MULTIPLE CO ","ANTENNA   ","COLLINEAR         ","   ","104945","LOCKHEED MAR","921524","78","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8W6","CDLMS COMMAND CONSOL ","CONSOLE   ","COMMAND           ","   ","104945","LOCKHEED MAR","921524","79","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8W7","CDLMS PROCESSOR      ","PROCESSOR ","                  ","   ","104945","LOCKHEED MAR","921524","80","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8W8","EMERGENCY RADIO BEAC ","BEACON    ","RADIO             ","   ","104945","LOCKHEED MAR","921524","81","0","2","0","2","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8WA","IFF MOUNT            ","MOUNT     ","                  ","   ","104945","LOCKHEED MAR","921524","82","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8WB","TACTICAL NAVIGATION  ","SYSTEM    ","NAVIGATIONAL      ","   ","104945","LOCKHEED MAR","921524","83","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8WC","SHF SATCOM SYSTEM    ","SYSTEM    ","SATCOM            ","   ","104945","LOCKHEED MAR","921524","84","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8WD","VRC-99 COLLECTOR, SH ","CABLE     ","COLLECTOR         ","   ","104945","LOCKHEED MAR","921524","85","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8WE","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","LOCKHEED MAR","921524","86","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8WF","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","LOCKHEED MAR","921524","87","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8WG","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","LOCKHEED MAR","921524","88","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8WH","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","LOCKHEED MAR","921524","89","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","441","441-01-00001-8WJ","ANTENNA, WHIP, ANTEN ","ANTENNA   ","WHIP              ","   ","104945","LOCKHEED MAR","921524","90","0","1","0","1","0","10/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
