"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","",""
"485","571","571-01-00200-P01","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104362","960166","5","20313","1","0","1","20313","05/15/2017","8","         ","            ","","",""
"485","571","571-01-00200-P02","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104362","960166","6","20313","1","0","1","20313","07/15/2017","8","         ","            ","","",""
"485","571","571-01-00200-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104362","960166","7","67710","1","0","1","67710","09/15/2017","8","         ","            ","","",""
"485","571","571-01-00200-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104362","960166","8","13542","1","0","1","13542","11/15/2017","8","         ","            ","","",""
"485","571","571-01-00200-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104362","960166","9","13542","1","0","1","13542","03/01/2019","8","         ","            ","","",""
"485","571","571-01-00200-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","104362","960166","10","500","1","0","1","500","03/01/2019","8","         ","            ","","",""
"SWBS: ","571","REPLENISHMENT-AT-SEA-SYSTEMS","         ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 571 :      135920.00","","","","","","","","",""
"485","573","    573-09-00001","PEGLEG, CONTAINER MO ","UNIT      ","CMU               ","   ","100876","941017","3","5500","1","0","1","5500","11/15/2018","8","         ","            ","","",""
"485","573","    573-10-00003","CRANE BRIDGE, AMZ, P ","BRIDGE    ","CRANE             ","   ","108207","970286","1","0","1","0","1","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-811","POWER DISCONNECT ASS ","ASSEMBLY  ","POWER             ","   ","108207","970286","2","0","1","0","1","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-813","RUNWAY BEAM ASSY     ","ASSEMBLY  ","BEAM              ","   ","108207","970286","3","0","1","0","1","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-814","RUNWAY BEAM ASSY     ","ASSEMBLY  ","BEAM              ","   ","108207","970286","4","0","1","0","1","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-815","CHAIN ASSY           ","ASSEMBLY  ","CHAIN             ","   ","108207","970286","5","0","2","0","2","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-817","COLLECTOR            ","COLLECTOR ","                  ","   ","108207","970286","6","0","1","0","1","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-818","CONDUCTOR RAIL BRACK ","BRACKET   ","RAIL              ","   ","108207","970286","7","0","6","0","6","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-819","BEVELED WASHER       ","WASHER    ","BEVELED           ","   ","108207","970286","8","0","12","0","12","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-824","HEX HD CAP SCREW 0.3 ","CAPSCREW  ","HEXAGON HEAD      ","   ","108207","970286","9","0","12","0","12","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-825","NUT, SLFLKG, 0.312-1 ","NUT       ","SELF LOCKING      ","   ","108207","970286","10","0","12","0","12","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-826","BRIDGE BEAM ASSEMBLY ","ASSEMBLY  ","BEAM              ","   ","108207","970286","11","0","1","0","1","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-827","CONDUCTOR RAIL PROVI ","RAIL      ","CONDUCTOR         ","   ","108207","970286","12","0","2","0","2","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","108207","970286","13","0","1","0","1","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","108207","970286","14","0","1","0","1","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-L20","SUPPORT, VENDOR      ","SUPPORT   ","VENDOR            ","   ","108207","970286","15","0","1","0","1","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-L47","GOVERNMENT INSPECTIO ","INSPECTION","GOVERNMENT        ","   ","108207","970286","17","0","1","0","1","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","108207","970286","19","0","1","0","1","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-L63","COMPUTER SOFTWARE/PR ","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","108207","970286","20","0","1","0","1","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-L64","COMPUTER SOFTWARE/PR ","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","108207","970286","21","0","1","0","1","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","108207","970286","22","0","1","0","1","0","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-P02","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","108207","970286","24","47082.25","1","0","1","47082.25","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","108207","970286","25","47082.25","1","0","1","47082.25","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","108207","970286","26","37665.8","1","0","1","37665.8","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","108207","970286","27","18832.9","1","0","1","18832.9","11/22/2018","8","         ","            ","","",""
"485","573","573-10-00003-L48","TESTING, SHOCK, IAW  ","TESTING   ","SHOCK             ","NRE","108207","970286","18","0","1","0","1","0","11/22/2018","8","         ","            ","","",""
"      ","    ","                ","                     ","          ","                  ","   ","      ","      ","    ","       NRE","Total :-      ","              ","0","","","","","","","",""
"SWBS: ","573","573M - CARGO/BUOY","HANDLING SYS        ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 573 :      156163.20","","","","","","","","",""
"485","581","    581-01-00007","ANCHOR DECK BOLSTER  ","BOLSTER   ","DECK              ","   ","100163","940932","1","22458","1","0","1","22458","12/08/2017","8","         ","            ","","",""
"485","581","    581-01-00031","ANCHOR LOCKER BOLSTE ","BOLSTER   ","LOCKER            ","   ","100163","940932","2","15495","1","0","1","15495","12/08/2017","8","         ","            ","","",""
"485","581","    581-01-00001","ANCHOR, 8000 LB (3,6 ","ANCHOR    ","                  ","   ","100163","940932","10","54203","1","0","1","54203","12/08/2017","8","         ","            ","","",""
"485","581","581-01-00001-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","100163","940932","11","0","1","0","1","0","12/08/2017","8","         ","            ","","",""
"485","581","    581-01-00016","DIP ROPE ASSEMBLY FO ","ASSEMBLY  ","ROPE              ","   ","18143","940955","1","2550","1","0","1","2550","01/08/2018","8","         ","            ","","",""
"485","581","    581-01-00021","CLEAR HAWSE PENDANT  ","PENDANT   ","HAWSE             ","   ","18143","940955","2","4710","1","0","1","4710","01/08/2018","8","         ","            ","","",""
"485","581","    581-01-00002","WINDLASS/CAPSTAN, AN ","ANCHOR    ","WINDLASS          ","   ","104915","960153","1","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-801","SHAFT ASSEMBLY, TO B ","ASSEMBLY  ","SHAFT             ","   ","104915","960153","2","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-802","CONTROL STATION, ABO ","STATION   ","CONTROL           ","   ","104915","960153","3","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-803","BRAKE CONTROL ASSY,  ","ASSEMBLY  ","CONTROL           ","   ","104915","960153","4","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-804","CONTROL STATION, BEL ","STATION   ","CONTROL           ","   ","104915","960153","5","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-805","VARIABLE FEQUENCY DR ","DRIVE     ","FREQUENCY         ","   ","104915","960153","6","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-806","BRAKE CONTROL ASSY,  ","ASSEMBLY  ","CONTROL           ","   ","104915","960153","7","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-807","LUBE CHART           ","CHART     ","LUBE              ","   ","104915","960153","8","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-808","TRANSFORMER/FILTER,  ","TRANSFORME","FILTER            ","   ","104915","960153","9","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-852","PLACARD, OPERATION/S ","PLACARD   ","OPERATION         ","   ","104915","960153","10","0","2","0","2","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","104915","960153","11","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","104915","960153","12","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-L20","SUPPORT, VENDOR      ","SUPPORT   ","VENDOR            ","   ","104915","960153","14","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104915","960153","15","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-L32","FACTORY TRAINING     ","TRAINING  ","FACTORY           ","   ","104915","960153","16","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-L47","GOVERNMENT INSPECTIO ","INSPECTION","GOVERNMENT        ","   ","104915","960153","17","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","104915","960153","18","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-L63","COMPUTER SOFTWARE/PR ","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","104915","960153","21","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-L64","COMPUTER SOFTWARE/PR ","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","104915","960153","22","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","104915","960153","23","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","26","148257","1","0","1","148257","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","27","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","28","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-P06","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","29","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-P07","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","30","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-P08","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","31","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-P09","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","32","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-P10","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","33","59302.8","1","0","1","59302.8","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-L15","DATA, WEIGHT         ","DATA      ","WEIGHT            ","NRE","104915","960153","13","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-L51","DATA, FOR WEIGHT CRI ","DATA      ","WEIGHT            ","NRE","104915","960153","19","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"485","581","581-01-00002-L52","TESTING, NOISE AND V ","TESTING   ","NOISE AND VIBRATIO","NRE","104915","960153","20","0","1","0","1","0","11/05/2018","8","         ","            ","","",""
"      ","    ","                ","                     ","          ","                  ","   ","      ","      ","    ","       NRE","Total :-      ","              ","0","","","","","","","",""
"SWBS: ","581","581M - ANCHOR HANDLING","& STOW         ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 581 :      484884.20","","","","","","","","",""
"485","582","    582-01-00007","CHOCK, CAST STEEL, 1 ","CHOCK     ","                  ","   ","100163","940932","3","2505","12","0","12","30060","12/08/2017","8","         ","            ","","",""
"485","582","582-01-00007-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","100163","940932","4","0","1","0","1","0","12/08/2017","8","         ","            ","","",""
"485","582","    582-01-00010","CHOCK, BOW, CAST STE ","CHOCK     ","BOW               ","   ","100163","940932","5","20543","1","0","1","20543","12/08/2017","8","         ","            ","","",""
