"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort"
"473","2","  HPR-0001754-01","SUB ASSEMBLY S30 LAT ","SUB-ASSEMB","BRACKET           ","   ","105661","940959","1","690","1","0","1","690","05/31/2017","8","         ","            ",""
"473","2","  HPR-0001201-01","MOTOR CONTROLLER     ","CONTROLLER","MOTOR             ","   ","104359","950531","1","829.08","1","0","1","829.08","05/11/2017","1","         ","            ",""
"473","2","  HPR-0001698-05","LOAD CENTER, LC11    ","CENTER    ","LOAD              ","   ","104359","950575","1","370.44","6","0","6","2222.64","10/23/2017","8","         ","            ",""
"473","2","  HPR-0001607-01","LOAD CENTER, LC11    ","CENTER    ","LOAD              ","   ","104359","950591","2","0","1","0","1","0","06/14/2017","8","         ","            ",""
"473","2","  HPR-0001264-01","LOGIC BOX, FOR SLIDI ","BOX       ","LOGIC             ","   ","100443","960192","1","6400","1","0","1","6400","06/30/2017","8","         ","            ",""
"473","2","  HPR-0001225-01","AFFF SYSTEM, TO BE S ","SYSTEM    ","AFFF              ","   ","40535","970188","1","1414.4","1","0","1","1414.4","05/23/2017","1","         ","            ",""
"473","2","  HPR-0001436-06","GENERATOR SET, SSDG  ","GENERATOR ","DIESEL            ","   ","104669","970219","4","111.59","1","0","1","111.59","08/13/2017","8","         ","            ",""
"473","2","  HPR-0001505-01","HATCH, AVIATION MISS ","HATCH     ","                  ","   ","108207","970220","2","0","-1","0","-1","0","02/07/2017","8","         ","            ","653"
"473","2","  HPR-0001316-01","WATER MIST FIRE FIGH ","SYSTEM    ","FIRE              ","   ","100158","970266","1","0","2","0","2","0","06/12/2017","8","         ","            ",""
"473","2","  HPR-0001620-01","WIRE W/SPELTERSOCKET ","WIRE      ","                  ","   ","103470","970294","1","1800","1","0","1","1800","05/05/2017","8","         ","            ",""
"473","2","  HPR-0001620-02","WIRE W/SPELTERSOCKET ","WIRE      ","                  ","   ","103470","970294","2","195","1","0","1","195","05/05/2017","8","         ","            ",""
"473","2","  HPR-0001728-01","HANGAR DOOR,INSTRUCT ","DOOR      ","HANGER            ","   ","108207","970313","1","485.75","1","0","1","485.75","06/14/2017","8","         ","            ",""
"473","2","  HPR-0001439-01","HFP CYLINDERS, 62LB  ","CYLINDER  ","HFP               ","   ","40535","970417","2","3703.92","1","0","1","3703.92","03/05/2018","1","         ","            ",""
"473","2","    HPR-09920-01","FLANGE, SEA WATER IN ","FLANGE    ","INLET/OUTLET      ","   ","104669","970434","1","1627.61","2","0","2","3255.22","07/03/2017","8","         ","            ",""
"473","2","  HPR-0002070-01","GENERATOR SET, SSDG  ","GENERATOR ","DIESEL            ","   ","104669","970435","1","309.87","1","0","1","309.87","07/03/2017","8","         ","            ",""
"473","2","  HPR-0001938-01","FAUCET, SERVICE SINK ","FAUCET    ","SINK              ","   ","104261","980010","1","44.32","3","0","3","132.96","06/22/2017","8","         ","            ",""
"SWBS: ","2","002M - DMR-HPR MATERIAL","ALL SB        ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 002 :       78194.42","","","","","","",""
"473","41","    041-13-00001","SHIPBOARD VALIDATION ","VALIDATION","SHIP              ","   ","108171","751322","1","118225.86","1","0","1","118225.86","01/31/2018","8","         ","            ",""
"SWBS: ","41","041M - CONFIGURATION","MANAGEME         ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 041 :      118225.86","","","","","","",""
"SWBS: ","42","042M - GENERAL ADMINISTRATIVE","        ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 042 :        ","0","","","","","",""
"473","86","    086-01-00003","SHIP INFORMATION BOO ","BOOK      ","INFORMATION       ","   ","100503","690838","1","1","69781.32","62439.19","7342.13","7342.13","09/01/2015","8","         ","            ",""
