"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","ECP/REA"
"475","180","180-23-15T20","SHIM, STBD GAS TURBI ","SHIM      ","STARBOARD         ","   ","105057","940632","62","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T21","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","63","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T22","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","64","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T23","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","65","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T24","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","66","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T25","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","67","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T26","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","68","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T27","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","69","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T28","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","70","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T29","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","71","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T30","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","72","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T31","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","73","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T32","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","74","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T33","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","75","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T34","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","76","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T35","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","77","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T36","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","78","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T37","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","79","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T38","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","80","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T39","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","81","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","180","180-23-15T40","SHIM, PORT GAS TURBI ","SHIM      ","PORT              ","   ","105057","940632","82","489.31","1","0","1","489.31","12/01/2017","8","         ","            ","             ",""
"475","184","184-99-00009-R01","SRVC, VENDOR, INSPEC ","SERVICE   ","VENDOR            ","   ","105094","583519","1","1","5228","0","5228","5228","04/07/2017","8","         ","            ","             ",""
"475","184","184-01-00001-R01","SERVICE, VENDOR, REW ","SERVICE   ","VENDOR            ","   ","105094","583539","1","1","50732","0","50732","50732","05/04/2017","8","         ","            ","             ",""
"475","184","184-99-00007","TRS-3D ANTENNA FND M ","SERVICE   ","MACHINING         ","   ","100522","583616","1","1","34550","0","34550","34550","07/21/2017","8","         ","            ","             ",""
"475","184","184-99-00008","GFCS-EO MOUNT FND MA ","SERVICE   ","MACHINING         ","   ","100522","583616","2","1","16500","0","16500","16500","07/21/2017","8","         ","            ","             ",""
"475","184","184-01-00001","COMBAT SYSTEM ALIGNM ","ALIGNMENT ","SUBCONTRACTOR     ","   ","105094","860388","1","0","1","0","1","0","12/30/2016","8","         ","            ","             ",""
"475","184","184-01-00001-803","ESTABLISH & INSTALL  ","BENCHMARK ","                  ","   ","105094","860388","3","195577","1","0.57","0.42","82572.6","06/01/2016","8","         ","            ","             ",""
"475","184","184-01-00001-804","PERFORM BATTERY ALIG ","ALIGNMENT ","BATTERY           ","   ","105094","860388","4","14528","1","0","1","14528","06/01/2016","8","         ","            ","             ",""
"475","184","184-01-00001-805","REPORT, BATTERY ALIG ","REPORT    ","ALIGNMENT         ","   ","105094","860388","5","7500","1","0","1","7500","06/01/2016","8","         ","            ","             ",""
"475","184","184-99-00006","WSN-7 GYRO FND MACHI ","SERVICE   ","MACHINING         ","   ","100522","960135","1","0","1","0","1","0","04/30/2017","8","         ","            ","             ",""
"475","184","184-99-00006","WSN-7 GYRO FND MACHI ","SERVICE   ","MACHINING         ","   ","100522","960135","2","0","1","0","1","0","04/30/2017","8","         ","            ","             ",""
"475","184","184-99-00009","SHF ANTENNA FND MACH ","SERVICE   ","MACHINING         ","   ","100522","960135","3","0","1","0","1","0","04/30/2017","8","         ","            ","             ",""
"475","184","184-99-00004","DECOY LAUNCHER FND M ","SERVICE   ","MACHINING         ","   ","100522","960135","4","0","1","0","1","0","04/30/2017","8","         ","            ","             ",""
"475","184","184-99-00003","RAM GML MK 144 FDN M ","SERVICE   ","MACHINING         ","   ","100522","960135","5","0","1","0","1","0","04/30/2017","8","         ","            ","             ",""
"475","184","184-99-00009","SHF ANTENNA FND MACH ","SERVICE   ","MACHINING         ","   ","100522","960143","2","55500","1","0.89","0.1","5999.55","03/31/2017","8","         ","            ","             ",""
"475","184","184-99-00004","DECOY LAUNCHER FND M ","SERVICE   ","MACHINING         ","   ","100522","960143","3","37500","1","0.89","0.1","3997.5","03/31/2017","8","         ","            ","             ",""
"475","184","184-99-00001-L20","SUPPORT, VENDOR      ","SUPPORT   ","VENDOR            ","   ","100522","960143","5","2750","1","0","1","2750","03/31/2017","8","         ","            ","             ",""
"475","184","184-01-00001-800","SCHEDULE, PRELIMINAR ","SCHEDULE  ","SERVICE           ","NRE","105094","860388","2","0","1","0","1","0","06/01/2016","8","         ","            ","             ",""
"475","202","202-01-00230","BOX, OUTLET, STK NO. ","BOX       ","OUTLET            ","   ","101628","565906","6","0","-6","0","-6","0","01/27/2016","8","         ","            ","             ",""
"475","202","202-01-00007-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104967","639620","2","0","1","0","1","0","12/31/2013","8","         ","            ","             ",""
"475","202","202-01-00008-L20","SUPPORT, VENDOR      ","SUPPORT   ","VENDOR            ","   ","104967","639620","11","0","1","0","1","0","12/31/2013","8","         ","            ","             ",""
"475","202","202-01-00005-L20","SUPPORT, VENDOR      ","SUPPORT   ","VENDOR            ","   ","104967","639622","2","0","1","0","1","0","12/31/2013","8","         ","            ","             ",""
"475","202","202-01-00005-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104967","639622","3","0","1","0","1","0","12/31/2013","8","         ","            ","             ",""
"475","202","202-01-00005-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","104967","639622","4","0","1","0","1","0","12/31/2013","8","         ","            ","             ",""
"475","202","202-01-00006","VEGAFLEX 67 TDR RADA ","INDICATOR ","LEVEL             ","   ","104967","639624","1","0","1","0","1","0","12/31/2013","8","         ","            ","             ",""
"475","202","202-01-00006-L20","SUPPORT, VENDOR      ","SUPPORT   ","VENDOR            ","   ","104967","639624","11","0","1","0","1","0","12/31/2013","8","         ","            ","             ",""
"475","202","202-01-00006-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104967","639624","12","0","1","0","1","0","12/31/2013","8","         ","            ","             ",""
"475","202","202-01-00001","MPCMS FOR, IN ACCORD ","MPCMS     ","                  ","   ","104945","639979","1","0","1","0","1","0","04/01/2015","8","         ","            ","             ",""
"475","202","202-01-00001-825","FIBER OPTIC CONNECTO ","CONNECTOR ","CIRCULAR          ","   ","104945","639979","25","0","45","0","45","0","04/01/2015","8","         ","            ","             ",""
"475","202","202-01-00001-826","FIBER OPTIC DUST COV ","CONNECTOR ","DUST              ","   ","104945","639979","26","0","45","0","45","0","04/01/2015","8","         ","            ","             ",""
"475","202","202-01-00001-827","FIBER OPTIC TERMINI  ","TERMINI   ","FIBER OPTIC       ","   ","104945","639979","27","0","100","0","100","0","04/01/2015","8","         ","            ","             ",""
"475","202","202-01-00001-828","FIBER OPTIC DUMMY TE ","DUMMY     ","TERMINI           ","   ","104945","639979","28","0","100","0","100","0","04/01/2015","8","         ","            ","             ",""
"475","202","202-01-00001-832","GASKET, EMI/ENVIORNM ","GASKET    ","EMI               ","   ","104945","639979","32","0","3","0","3","0","04/01/2015","8","         ","            ","             ",""
"475","202","202-01-00001-833","SOCKET HEAD CAP SCRE ","SCREW     ","SOCKET HEAD       ","   ","104945","639979","33","0","48","0","48","0","04/01/2015","8","         ","            ","             ",""
"475","202","202-01-00001-834","CONNECTOR, CIRCULAR, ","CONNECTOR ","CIRCULAR          ","   ","104945","639979","37","0","2","0","2","0","04/01/2015","8","         ","            ","             ",""
"475","202","202-01-00001-801","CPU, MPCMS, DAMAGE C ","STATION   ","DAMAGE CONTROL    ","   ","104945","639979","38","0","1","0","1","0","04/01/2016","8","         ","            ","             ",""
"475","202","202-01-00032","RELAY, 1 POLE, 24VDC ","          ","                  ","   ","100627","652762","1","19.74","6","0","6","118.44","09/22/2016","8","         ","            ","             ",""
"475","202","202-01-00004","INDICATOR, TANK LEVE ","TANK      ","LEVEL             ","   ","100303","860073","1","0","1","0","1","0","02/01/2015","1","         ","            ","             ",""
"475","202","202-01-00001-810","CABINET, I/O 4A (4-1 ","CABINET   ","                  ","   ","104945","860390","8","0","1","0","1","0","03/24/2016","8","         ","            ","             ",""
"475","202","202-01-00001-809","CABINET, I/O 3A (2-8 ","CABINET   ","                  ","   ","104945","860390","12","0","1","0","1","0","05/14/2016","8","         ","            ","             ",""
"475","202","202-01-00001-L08","DRAWINGS, PRELIMINAR ","DRAWINGS  ","PRELIMINARY       ","NRE","104945","639979","34","0","1","0","1","0","04/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001","ENGINE, PROPULSION D ","ENGINE    ","DIESEL            ","   ","104945","890171","1","0","1","0","1","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-827","WASHER, METRIC HARD  ","WASHER    ","METRIC            ","   ","104945","890171","27","0","384","192","192","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-831","LOCTITE 243, 50 ML B ","LOCTITE   ","BOTTLE            ","   ","104945","890171","31","0","2","0","2","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-834","ASSY, GEISLINGER COU ","ASSEMBLY  ","COUPLING          ","   ","104945","890171","34","0","2","0","2","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-835","LOCTITE 243, 50ML BO ","LOCTITE   ","BOTTLE            ","   ","104945","890171","35","0","2","0","2","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-841","COVER, T.G.S. LINE A ","COVER     ","                  ","   ","104945","890171","41","0","2","0","2","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-842","COVER, T.G.O.S. LINE ","COVER     ","                  ","   ","104945","890171","42","0","2","0","2","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-843","COVER, T.G.S. LINE B ","COVER     ","                  ","   ","104945","890171","43","0","2","0","2","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-844","COVER, T.G.O.S. LINE ","COVER     ","                  ","   ","104945","890171","44","0","2","0","2","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-845","COVER, INTERMEDIATE  ","COVER     ","                  ","   ","104945","890171","45","0","8","0","8","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-852","MOTOR, AC INDUCTION  ","MOTOR     ","                  ","   ","104945","890171","53","0","2","0","2","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-854","BLANKET, INSULATION, ","BLANKET   ","INSULATION        ","   ","104945","890171","55","0","2","0","2","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-855","FITTING, FEMALE CONN ","FITTING   ","                  ","   ","104945","890171","56","0","1","0","1","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-856","FILTER, TURBOCHARGER ","FILTER    ","AIR INLET         ","   ","104945","890171","57","0","2","0","2","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-857","CAP, CYLINDER HEAD S ","CAP       ","STUD              ","   ","104945","890171","58","0","8","0","8","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-858","HEATER, 40KW KEEP WA ","HEATER    ","                  ","   ","104945","890171","59","0","1","0","1","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-859","TRANSMITTER, OIL LEV ","TRANSMITTE","                  ","   ","104945","890171","60","0","1","0","1","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-861","GAGE, THERMOMETER, 4 ","GAUGE     ","                  ","   ","104945","890171","61","0","3","0","3","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-889","KIT, ENGINE DETACHED ","KIT       ","ENGINE            ","   ","104945","890171","72","0","2","0","2","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-891","FLANGE, FME #PA12652 ","FLANGE    ","                  ","   ","104945","890171","74","0","1","0","1","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-892","GASKET, FME #0067103 ","GASKET    ","                  ","   ","104945","890171","75","0","1","0","1","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-893","BOLT, FME #K06-01383 ","BOLT      ","                  ","   ","104945","890171","76","0","20","0","20","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-894","WASHER, FME #0016121 ","WASHER    ","                  ","   ","104945","890171","77","0","20","0","20","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-899","SPOOL, COUPLING, PAR ","SPOOL     ","COUPLING          ","   ","104945","890171","82","0","2","0","2","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-8A1","SPACER, PRECISION, P ","SPACER    ","PRECISION         ","   ","104945","890171","84","0","64","0","64","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-8A2","SPACER, PRECISION, P ","SPACER    ","PRECISION         ","   ","104945","890171","85","0","8","0","8","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104945","890171","94","0","1","0","1","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-000M1","VENDOR SERV MACHINE  ","SERVICE   ","ENGINE            ","   ","104945","890171","95","0","1","0","1","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-LD001","DEVICE, LIFTING, MPD ","DEVICE    ","LIFTING           ","   ","104945","890171","96","0","2","0","2","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-827","WASHER, METRIC HARD  ","WASHER    ","METRIC            ","   ","104945","890171","97","0","-192","0","-192","0","07/01/2015","8","         ","            ","             ",""
"475","233","233-01-00001-8B4","PLUG, HEX HD, 1/2 x  ","PLUG      ","HEXAGON HEAD      ","   ","104945","890171","100","0","2","0","2","0","07/01/2015","8","         ","            ","             ",""
"475","234","234-01-00002","FAN, GAS TURBINE MOD ","FAN       ","AIR               ","   ","103406","531097","1","0","1","0","1","0","08/01/2015","8","         ","            ","             ",""
"475","234","234-01-00002-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","531097","5","0","1","0","1","0","08/01/2015","8","         ","            ","             ",""
"475","234","234-01-00001","TURBINE, PROPULSION  ","TURBINE   ","GAS               ","   ","104945","621392","1","0","1","0","1","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-000M1","VEND SVS TO MACH GAS ","VENDOR    ","SERVICE           ","   ","104945","621392","2","0","1","0","1","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-000S1","SPACER, HSCS, MACHIN ","SERVICE   ","MACHINING         ","   ","104945","621392","3","0","2","0","2","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-845","PIPE SUPPORT ASSY    ","PIPE      ","SUPPORT           ","   ","104945","621392","41","0","4","0","4","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-846","PIPE SUPPORT ASSY    ","PIPE      ","SUPPORT           ","   ","104945","621392","42","0","2","0","2","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-848","PIPE SUPPORT ASSY    ","PIPE      ","SUPPORT           ","   ","104945","621392","43","0","6","0","6","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-883","TRIM BALANCE BOLT -  ","BOLT      ","TRIM              ","   ","104945","621392","65","0","2","1","1","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-03-00001","SYSTEM, START, ELECT ","SYSTEM    ","START             ","   ","104945","621392","86","0","1","0","1","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-03-00001-810","J-BLOCK              ","J-BLOCK   ","                  ","   ","104945","621392","96","0","1","0","1","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-842","PIPE SPOOL           ","PIPE      ","                  ","   ","104945","621392","102","0","2","0","2","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-8N4","CLAMP BARS, FOR ASSY ","BAR       ","CLAMP             ","   ","104945","621392","162","0","24","0","24","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-8N5","ID TAG, FOR ASSY W/F ","TAG       ","IDENTIFICATION    ","   ","104945","621392","163","0","4","0","4","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-8N6","CLAMP SPLICE CLIP, F ","CLIP      ","CLAMP             ","   ","104945","621392","164","0","24","0","24","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-8N7","CLAMP SPLICE WASHER, ","WASHER    ","CLAMP             ","   ","104945","621392","165","0","24","0","24","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-8N9","ID TAG               ","          ","                  ","   ","104945","621392","167","0","4","0","4","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-8J4","TUBE 0.38 OD X 0.31  ","TUBE      ","                  ","   ","104945","621392","170","0","16","8","8","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-8L1","VIBRATION ISOLATOR   ","ISOLATOR  ","                  ","   ","104945","621392","177","0","4","0","4","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-8L3","PIPE SPOOL           ","SPOOL     ","PIPE              ","   ","104945","621392","178","0","2","0","2","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-8L4","PIPE SPOOL           ","SPOOL     ","PIPE              ","   ","104945","621392","179","0","2","0","2","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-8L5","PIPE SPOOL           ","SPOOL     ","PIPE              ","   ","104945","621392","180","0","2","0","2","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-8L8","PIPE SPOOL           ","SPOOL     ","PIPE              ","   ","104945","621392","181","0","2","0","2","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-8L9","PIPE SPOOL           ","SPOOL     ","PIPE              ","   ","104945","621392","182","0","2","0","2","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-8M2","SCREW                ","SCREW     ","                  ","   ","104945","621392","183","0","32","0","32","0","05/15/2015","8","         ","            ","             ",""
"475","234","234-01-00001-800","FADC CONTROL CABINET ","CABINET   ","                  ","   ","104945","621392","194","0","1","0","1","0","05/12/2017","8","         ","            ","             ",""
"475","234","234-01-00001-101","LIFTING PAD, MT 30   ","PAD       ","LIFTING           ","   ","104945","621392","195","0","4","0","4","0","05/15/2017","8","         ","            ","             ",""
"475","234","234-01-00001-102","BOLTS, LIFTING PAD   ","BOLT      ","PAD               ","   ","104945","621392","196","0","32","0","32","0","05/15/2017","8","         ","            ","             ",""
"475","234","234-01-00001-833","ESS DRIVE CABINET    ","DRIVE     ","CABINET           ","   ","104945","621392","197","0","2","0","2","0","05/15/2017","8","         ","            ","             ",""
"475","234","234-01-00001-834","PIPE SPOOL           ","PIPE      ","                  ","   ","104945","621392","198","0","2","0","2","0","05/15/2017","8","         ","            ","             ",""
"475","234","234-01-00001-8L1","VIBRATION ISOLATOR   ","ISOLATOR  ","                  ","   ","104945","621392","199","0","4","0","4","0","05/15/2017","8","         ","            ","             ",""
"475","234","234-01-00001-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104945","621392","200","0","1","0","1","0","05/15/2017","8","         ","            ","             ",""
"475","234","234-01-00001-8L1","VIBRATION ISOLATOR   ","ISOLATOR  ","                  ","   ","104945","621392","201","0","4","0","4","0","05/19/2017","8","         ","            ","             ",""
"475","234","234-01-000M1","VEND SVS TO MACH GAS ","VENDOR    ","SERVICE           ","   ","100522","621473","4","8253.55","-1","0","-1","-8253.55","08/30/2016","8","         ","            ","             ",""
"475","234","234-01-00001-8A0","COLLAR               ","COLLAR    ","                  ","   ","1","890510","8","0","2","0","2","0","12/05/2015","100","         ","            ","             ",""
"475","234","234-01-00006-S00","KIT, ESS FILTER/RECT ","SHOCK     ","KIT               ","   ","104945","970446","13","0","1","0","1","0","06/12/2017","8","         ","            ","             ","CF 2398-S1"
"475","234","234-01-00006-S00","KIT, ESS FILTER/RECT ","SHOCK     ","KIT               ","   ","104945","970446","14","0","-1","0","-1","0","06/12/2017","8","         ","            ","             ","CF 2398-S1"
"475","234","234-01-00006","KIT, ESS FILTER/RECT ","KIT       ","FILTER            ","   ","104945","970446","15","0","1","0","1","0","06/12/2017","8","         ","            ","             ","CF 2398-S1"
"475","241","241-01-000M1","VEND SVS TO MACH RED ","VENDOR    ","SERVICE           ","   ","100522","621454","1","52200","1","0.54","0.46","24012","12/30/2016","8","         ","            ","             ",""
"475","241","241-01-00001","GEARS, REDUCTION, CO ","GEAR      ","REDUCTION         ","   ","104945","890178","1","0","1","0","1","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-822","LUBRICATION OIL LINE ","LINE      ","OIL               ","   ","104945","890178","22","0","1","0","1","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-871","TRAVERSE             ","TRAVERSE  ","                  ","   ","104945","890178","71","0","1","0","1","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-872","SHACKLE              ","SHACKLE   ","                  ","   ","104945","890178","72","0","3","0","3","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-873","HEX SCREW ISO 4017-M ","SCREW     ","HEXAGON           ","   ","104945","890178","73","0","3","0","3","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-874","HEX NUT ISO 4032-M12 ","NUT       ","HEXAGON           ","   ","104945","890178","74","0","3","0","3","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-875","SCREW MODIFIED       ","SCREW     ","MODIFIED          ","   ","104945","890178","75","0","1","0","1","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-876","RING (TOOLING)       ","RING      ","                  ","   ","104945","890178","76","0","1","0","1","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-8A4","PLUG, ASL, 1/160 POR ","PLUG      ","                  ","   ","104945","890178","104","0","1","0","1","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-8A9","GASKET, FOR ASL 2/16 ","GASKET    ","PORT              ","   ","104945","890178","109","0","4","1","3","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-8B0","GASKET, FOR ASL 2/16 ","GASKET    ","STARBOARD         ","   ","104945","890178","110","0","2","0","2","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-8B1","PIN, RENK ITEM# 1382 ","PIN       ","                  ","   ","104945","890178","111","0","4","0","4","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-8B2","PUMP, WATERJET, RENK ","PUMP      ","WATERJET          ","   ","104945","890178","112","0","2","0","2","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-8B3","RING, SEALING, ROUND ","RING      ","SEALING           ","   ","104945","890178","113","0","4","0","4","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-8B4","SCREW, CYLINDER, REN ","SCREW     ","CYLINDER          ","   ","104945","890178","114","0","16","0","16","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-905","TOOLING, SCREW, HEX  ","TOOLING   ","SCREW             ","   ","104945","890178","120","0","1","0","1","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-906","TOOLING, BRACKET     ","TOOLING   ","BRACKET           ","   ","104945","890178","121","0","5","0","5","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-907","TOOLING, BUSH        ","TOOLING   ","BUSH              ","   ","104945","890178","122","0","1","0","1","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-908","TOOLING, BRACKET     ","TOOLING   ","BRACKET           ","   ","104945","890178","123","0","3","0","3","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104945","890178","128","0","1","0","1","0","06/30/2015","8","         ","            ","             ",""
"475","241","241-01-00001-8A2","SOCKET FOR SCREWED E ","SOCKET    ","                  ","   ","104945","890178","131","0","1","0","1","0","06/23/2016","8","         ","            ","             ",""
"475","241","241-01-00001-8A3","RESISTANCE THERMOMET ","THERMOMETE","RESISTANCE        ","   ","104945","890178","135","0","2","0","2","0","05/19/2017","8","         ","            ","             ",""
"475","241","241-01-00001-8A4","PLUG, ASL, 1/160 POR ","PLUG      ","                  ","   ","104945","890178","136","0","2","0","2","0","05/19/2017","8","         ","            ","             ",""
"475","241","241-01-00001-8A5","PROTECTIVE HOOD, ASL ","HOOD      ","PROTECTIVE        ","   ","104945","890178","137","0","2","0","2","0","05/19/2017","8","         ","            ","             ",""
"475","241","241-01-00001-8B5","SCREW, HEX, M24 X 12 ","SCREW     ","HEXAGON           ","   ","104945","890178","138","0","24","0","24","0","05/19/2017","8","         ","            ","             ",""
"475","241","241-01-00001-8B6","NUT, HEX, M24-10     ","NUT       ","HEXAGON           ","   ","104945","890178","139","0","24","0","24","0","05/19/2017","8","         ","            ","             ",""
"475","241","241-01-00001-8B7","O-RING, 330MM X 5MM  ","O-RING    ","FILTER            ","   ","104945","890178","140","0","8","0","8","0","05/19/2017","8","         ","            ","             ",""
"475","241","241-01-00001-8B8","O-RING, 115MM X 3MM, ","O-RING    ","FILTER            ","   ","104945","890178","141","0","8","0","8","0","05/19/2017","8","         ","            ","             ",""
