"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","ECP/REA"
"485","441","441-01-00001-8P9","BACKSHELL, 1-5745172 ","BACKSHELL ","                  ","   ","104945","921524","135","0","11","0","11","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8S0","USERS MANUAL, UHF SA ","MANUAL    ","                  ","   ","104945","921524","136","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8S1","ANTENNA, LORAN C, 8  ","ANTENNA   ","                  ","   ","104945","921524","137","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8S2","MOUNT, FLANGE, 1-1/2 ","MOUNT     ","FLANGE            ","   ","104945","921524","138","0","4","0","4","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8S3","INTERFACE CONNECTOR  ","KIT       ","CONNECTOR         ","   ","104945","921524","139","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8S6","ANTENNA, POLARIZED B ","ANTENNA   ","BROADBAND         ","   ","104945","921524","140","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8S7","SPLITTER, SMA-FEMALE ","SPLITTER  ","CONNECTOR         ","   ","104945","921524","141","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8S8","BUS COUPLER, RF-1 ST ","COUPLER   ","BUS               ","   ","104945","921524","142","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8S9","GCS SOUND RECORDING  ","SYSTEM    ","SOUND             ","   ","104945","921524","143","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8T0","CIRCUIT BREAKER, AQB ","BREAKER   ","CIRCUIT           ","   ","104945","921524","144","0","4","0","4","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8T9","PANEL, BLANK, (TIDEW ","PANEL     ","BLANK             ","   ","104945","921524","145","0","5","0","5","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8U0","BACKSHELL, 380AB001B ","BACKSHELL ","                  ","   ","104945","921524","146","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8U1","BACKSHELL, 380AB001B ","BACKSHELL ","                  ","   ","104945","921524","147","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8U2","BACKSHELL, 440GS031N ","BACKSHELL ","                  ","   ","104945","921524","148","0","9","0","9","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8U3","BACKSHELL, 712S852ZN ","BACKSHELL ","                  ","   ","104945","921524","149","0","3","0","3","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8U4","BACKSHELL, M85049/19 ","BACKSHELL ","                  ","   ","104945","921524","150","0","2","0","2","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8U5","BACKSHELL, 440HS031N ","BACKSHELL ","                  ","   ","104945","921524","151","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8U6","BACKSHELL, 440HS031N ","BACKSHELL ","                  ","   ","104945","921524","152","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8U7","BACKSHELL, 440HS069N ","BACKSHELL ","                  ","   ","104945","921524","153","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8U8","CONNECTOR, 4782.0000 ","CONNECTOR ","                  ","   ","104945","921524","154","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8U9","CONNECTOR, D38999/26 ","CONNECTOR ","                  ","   ","104945","921524","155","0","3","0","3","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8V0","CONNECTOR, FHG.1K.30 ","CONNECTOR ","                  ","   ","104945","921524","156","0","2","0","2","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8V1","CONNECTOR, M28840/16 ","CONNECTOR ","                  ","   ","104945","921524","157","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8V2","CONNECTOR, PHG.1K.30 ","CONNECTOR ","                  ","   ","104945","921524","158","0","2","0","2","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8V3","CONNECTOR, PL20-1    ","CONNECTOR ","                  ","   ","104945","921524","159","0","2","0","2","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8V4","CONNECTOR, 082-4427- ","CONNECTOR ","                  ","   ","104945","921524","160","0","2","0","2","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8V5","CONNECTOR, FM-MP-7   ","CONNECTOR ","                  ","   ","104945","921524","161","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8V6","CONNECTOR, M28876/7C ","CONNECTOR ","                  ","   ","104945","921524","162","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8V7","CONNECTOR, M39012/01 ","CONNECTOR ","                  ","   ","104945","921524","163","0","100","0","100","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8V9","BACKSHELL, 5745172-3 ","BACKSHELL ","                  ","   ","104945","921524","164","0","4","0","4","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8W0","CONNECTOR, TPS-2803- ","CONNECTOR ","                  ","   ","104945","921524","165","0","4","0","4","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-811","CONNECTOR, N-PLUG (M ","CONNECTOR ","                  ","   ","104945","921524","166","0","20","0","20","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-812","CONNECTOR, ANDREWS C ","CONNECTOR ","                  ","   ","104945","921524","167","0","22","0","22","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-813","CONNECTOR, ELECTRICA ","CONNECTOR ","                  ","   ","104945","921524","168","0","2","0","2","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-814","CONNECTOR, FIBER OPT ","CONNECTOR ","                  ","   ","104945","921524","169","0","2","0","2","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-815","CONNECTOR, COAXIAL,  ","CONNECTOR ","                  ","   ","104945","921524","170","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-816","CONNECTOR, COAXIAL,  ","CONNECTOR ","                  ","   ","104945","921524","171","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-817","CONNECTOR, COAXIAL,  ","CONNECTOR ","                  ","   ","104945","921524","172","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-818","CONNECTOR, COAXIAL,  ","CONNECTOR ","                  ","   ","104945","921524","173","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-819","CONNECTOR FEED THROU ","CONNECTOR ","                  ","   ","104945","921524","174","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-820","CONNECTOR, PLUG, MS3 ","CONNECTOR ","                  ","   ","104945","921524","175","0","2","0","2","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-821","CONNECTOR, PLUG, MS3 ","CONNECTOR ","                  ","   ","104945","921524","176","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-822","CONNECTOR, FIBER OPT ","CONNECTOR ","                  ","   ","104945","921524","177","0","2","0","2","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-823","CONTACT BUSHING, ELE ","CONTACT BU","                  ","   ","104945","921524","178","0","4","0","4","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-824","CABLE ASSEMBLY TERMI ","KIT       ","TERMINATION       ","   ","104945","921524","179","0","2","0","2","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-825","CABLE ASSEMBLY TERMI ","KIT       ","TERMINATION       ","   ","104945","921524","180","0","2","0","2","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-826","CONNECTOR, PLUG, D38 ","CONNECTOR ","                  ","   ","104945","921524","181","0","12","0","12","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-827","BACKSHELL, STRAIN RE ","BACKSHELL ","                  ","   ","104945","921524","182","0","4","0","4","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-828","BACKSHELL, STRAIN RE ","BACKSHELL ","                  ","   ","104945","921524","183","0","8","0","8","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00011-808","TCDL, POWER, PANEL   ","PANEL     ","POWER             ","   ","104945","921524","184","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00013-803","RADIO, EPIRB, CAT-1  ","RADIO     ","PORTABLE          ","   ","104945","921524","185","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00016-802","RADIOTELEPHONE, MARI ","RADIO     ","TELEPHONE         ","   ","104945","921524","186","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8JD","PEDESTAL, 1.5 ANTENN ","          ","                  ","   ","104945","921524","187","0","2","0","2","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00035","RACK, SYSTEM (UNIT 1 ","RACK      ","SYSTEM            ","   ","104945","921524","188","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00016-823","KIT, FLUSH MOUNTING, ","KIT       ","FLUSH MOUNT       ","   ","104945","921524","189","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00016-810","JUNCTION BOX, IF-881 ","BOX       ","JUNCTION          ","   ","104945","921524","190","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00016-824","REMOTE STATION, WALL ","REMOTE    ","STATION           ","   ","104945","921524","191","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00016-822","MICROPHONE           ","MICROPHONE","                  ","   ","104945","921524","192","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00015","FILTER, EXCOMM, LINK ","FILTER    ","EXCOMM            ","   ","104945","921524","193","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00008-800","KGV-8B FOR MOS TERMI ","          ","                  ","   ","104945","921524","194","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00008-801","DLA BATTERIES FOR AN ","BATTERY   ","                  ","   ","104945","921524","195","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00035-801","DISPLAY, MESSAGE ALE ","DISPLAY   ","MESSAGE ALERT     ","   ","104945","921524","196","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8F1","GCS BIT DRIVER TX    ","DRIVER    ","BIT               ","   ","104945","921524","197","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8F2","GCS AUDIO MIXER NO.  ","MIXER     ","AUDIO             ","   ","104945","921524","198","0","2","0","2","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8FL","GCS AUDIO MIXER NO.  ","MIXER     ","AUDIO             ","   ","104945","921524","199","0","2","0","2","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8N2","ENCRYPTION DEVICE    ","          ","                  ","   ","104945","921524","200","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8P1","BOX, TERMINAL, SYM 4 ","BOX       ","TERMINAL          ","   ","104945","921524","201","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00001-8P2","BOX, TERMINAL, SYM 4 ","BOX       ","TERMINAL          ","   ","104945","921524","202","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-800","LOS MAST ANTENNA (ST ","ANTENNA   ","                  ","   ","104945","921524","203","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-801","LOS MAST ANTENNA (PO ","ANTENNA   ","                  ","   ","104945","921524","204","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00002-830","IRIDIUM MODEM (LMCO  ","RADIO     ","                  ","   ","104945","921524","205","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00011-803","TCDL RADOME KIT      ","KIT       ","RADOME            ","   ","104945","921524","206","0","2","0","2","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00017-800","TESTER, BIT ERROR RA ","TESTER    ","                  ","   ","104945","921524","207","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","441","441-01-00013-S04","MOUNTING KIT, EPIRB  ","KIT       ","MOUNTING          ","   ","104945","970396","61","0","2","0","2","0","06/25/2017","8","         ","            ","             ","CF 2114-S3"
"485","441","441-01-00013-S04","MOUNTING KIT, EPIRB  ","KIT       ","MOUNTING          ","   ","104945","970396","62","0","-2","0","-2","0","06/25/2017","8","         ","            ","             ","CF 2114-S3"
"485","441","441-01-00013-804","MOUNTING KIT, EPIRB  ","KIT       ","MOUNTING          ","   ","104945","970396","63","0","2","0","2","0","06/25/2017","8","         ","            ","             ","CF 2114-S3"
"485","441","441-01-00016-S12","SPEAKER, REMOTE, VHF ","SPEAKER   ","REMOTE            ","   ","104945","970396","91","0","1","0","1","0","06/25/2017","8","         ","            ","             ","CF 2114-S3"
"485","441","441-01-00016-S12","SPEAKER, REMOTE, VHF ","SPEAKER   ","REMOTE            ","   ","104945","970396","92","0","-1","0","-1","0","06/25/2017","8","         ","            ","             ","CF 2114-S3"
"485","441","441-01-00016-812","SPEAKER, REMOTE, VHF ","SPEAKER   ","REMOTE            ","   ","104945","970396","93","0","1","0","1","0","06/25/2017","8","         ","            ","             ","CF 2114-S3"
"485","446","446-01-00002","EXCOMM HANDHELD COMS ","DEVICE    ","HANDHELD          ","   ","104945","921532","1","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","446","446-01-00002-801","DEVICE, TRANSFER, EL ","DEVICE    ","                  ","   ","104945","921532","2","0","3","0","3","0","10/24/2017","8","         ","            ","             ",""
"485","446","446-01-00002-802","READER, TAPE, GENERA ","TAPE      ","                  ","   ","104945","921532","3","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","446","446-01-00002-803","LOADER, SIMPLE KEY,  ","LOADER    ","                  ","   ","104945","921532","4","0","3","0","3","0","10/24/2017","8","         ","            ","             ",""
"485","446","446-01-00002-805","CRYPTOCARD, PCMIA, F ","CRYPTOCARD","                  ","   ","104945","921532","5","0","1","0","1","0","10/24/2017","8","         ","            ","             ",""
"485","453","453-01-01000","AIR SEARCH RADAR SYS ","SYSTEM    ","RADAR             ","   ","104945","970458","1","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-801","FRONT END SEGMENT/IF ","          ","                  ","   ","104945","970458","2","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-802","PEDESTAL SEGMENT TRS ","          ","                  ","   ","104945","970458","3","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-803","MAN ALOFT SWITCH TRS ","          ","                  ","   ","104945","970458","4","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-804","POWER DISTRIBUTION U ","          ","                  ","   ","104945","970458","5","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-805","RADAR PROCESSING CAB ","          ","                  ","   ","104945","970458","6","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-806","HEAT EXCHANGE UNIT C ","          ","                  ","   ","104945","970458","7","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-807","REMOTE RADAR CONTROL ","          ","                  ","   ","104945","970458","8","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-808","KIT, ITEMS FOR CABIN ","          ","                  ","   ","104945","970458","9","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-809","KIT, ITEMS FOR CABIN ","          ","                  ","   ","104945","970458","10","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-810","KIT, ITEMS, PRINTED  ","          ","                  ","   ","104945","970458","11","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-811","KIT, ITEMS, DRY AIR  ","          ","                  ","   ","104945","970458","12","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-812","KIT, ITEMS, GENERAL  ","          ","                  ","   ","104945","970458","13","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-813","KIT, ITEMS, HEAT EXC ","          ","                  ","   ","104945","970458","14","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-814","KIT, ITEMS, PEDESTAL ","          ","                  ","   ","104945","970458","15","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-815","LOWER SHOCK FRAME, C ","          ","                  ","   ","104945","970458","16","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-816","LOWER SHOCK FRAME, C ","          ","                  ","   ","104945","970458","17","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-817","UPPER SHOCK FRAME, C ","          ","                  ","   ","104945","970458","18","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-818","UPPER SHOCK FRAME, C ","          ","                  ","   ","104945","970458","19","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-819","COOLANT 201          ","          ","                  ","   ","104945","970458","20","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-820","KIT, ITEMS, KEYS     ","          ","                  ","   ","104945","970458","21","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-821","HOSE PEDESTAL        ","          ","                  ","   ","104945","970458","22","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-822","HOSE PEDESTAL        ","          ","                  ","   ","104945","970458","23","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-823","HOSE                 ","          ","                  ","   ","104945","970458","24","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-824","HOSE                 ","          ","                  ","   ","104945","970458","25","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-825","HOSE                 ","          ","                  ","   ","104945","970458","26","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-826","HOSE                 ","          ","                  ","   ","104945","970458","27","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-827","HOSE                 ","          ","                  ","   ","104945","970458","28","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-828","HOSE                 ","          ","                  ","   ","104945","970458","29","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-829","BALL VALVE DN20      ","          ","                  ","   ","104945","970458","30","0","2","0","2","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-830","BALL VALVE DN15      ","          ","                  ","   ","104945","970458","31","0","6","0","6","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-831","HOSE                 ","          ","                  ","   ","104945","970458","32","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-832","HOSE                 ","          ","                  ","   ","104945","970458","33","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-833","HOSE                 ","          ","                  ","   ","104945","970458","34","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-834","HOSE                 ","          ","                  ","   ","104945","970458","35","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-835","STRAIGHT SCREWED GLA ","          ","                  ","   ","104945","970458","36","0","2","0","2","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-836","STRAIGHT SCREWED GLA ","          ","                  ","   ","104945","970458","37","0","4","0","4","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-837","HOSE                 ","          ","                  ","   ","104945","970458","38","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-838","HOSE                 ","          ","                  ","   ","104945","970458","39","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-839","KIT, ITEMS, CABINET  ","          ","                  ","   ","104945","970458","40","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-840","KIT, ITEMS, PEDESTAL ","          ","                  ","   ","104945","970458","41","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-841","KIT, ITEMS, CABLE    ","          ","                  ","   ","104945","970458","42","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-842","KIT, ITEMS, SOFTWARE ","          ","                  ","   ","104945","970458","43","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-843","KIT, ITEMS, EXTERNAL ","          ","                  ","   ","104945","970458","44","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01001","TERM BOX SYM 525 TRS ","          ","                  ","   ","104945","970458","45","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-844","CONNECTOR FOR CABLE  ","          ","                  ","   ","104945","970458","46","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-845","CONNECTOR FOR CABLE  ","          ","                  ","   ","104945","970458","47","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-846","CONNECTOR            ","          ","                  ","   ","104945","970458","48","0","2","0","2","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-847","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","970458","49","0","4","0","4","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-848","CONNECTOR            ","          ","                  ","   ","104945","970458","50","0","2","0","2","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-849","CONNECTOR            ","          ","                  ","   ","104945","970458","51","0","2","0","2","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-850","CONNECTOR            ","          ","                  ","   ","104945","970458","52","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-852","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","970458","53","0","4","0","4","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-853","CONNECTOR            ","          ","                  ","   ","104945","970458","54","0","2","0","2","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-854","CONNECTOR            ","          ","                  ","   ","104945","970458","55","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-855","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","970458","56","0","3","0","3","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-857","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","970458","57","0","2","0","2","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-858","CONNECTOR            ","          ","                  ","   ","104945","970458","58","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-859","CONNECTOR            ","          ","                  ","   ","104945","970458","59","0","3","0","3","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-860","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","970458","60","0","3","0","3","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-861","CONNECTOR            ","          ","                  ","   ","104945","970458","61","0","3","0","3","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-862","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","970458","62","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-865","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","970458","63","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-866","CONNECTOR            ","          ","                  ","   ","104945","970458","64","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-867","CONNECTOR            ","          ","                  ","   ","104945","970458","65","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-868","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","970458","66","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-869","CONNECTOR            ","          ","                  ","   ","104945","970458","67","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-870","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","970458","68","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-871","CONNECTOR            ","          ","                  ","   ","104945","970458","69","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-872","CONNECTOR            ","          ","                  ","   ","104945","970458","70","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-873","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","970458","71","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-874","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","970458","72","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-875","CONNECTOR            ","          ","                  ","   ","104945","970458","73","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-877","CONNECTOR            ","          ","                  ","   ","104945","970458","74","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-878","CONNECTOR            ","          ","                  ","   ","104945","970458","75","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-879","CONNECTOR            ","          ","                  ","   ","104945","970458","76","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-880","CONNECTOR            ","          ","                  ","   ","104945","970458","77","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-881","CONNECTOR            ","          ","                  ","   ","104945","970458","78","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-882","CABLE LUG            ","          ","                  ","   ","104945","970458","79","0","2","0","2","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-883","CABLE ASSEMBLY       ","ASSEMBLY  ","CABLE             ","   ","104945","970458","80","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-884","CABLE ASSEMBLY       ","ASSEMBLY  ","CABLE             ","   ","104945","970458","81","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-885","CABLE ASSEMBLY       ","ASSEMBLY  ","CABLE             ","   ","104945","970458","82","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-886","CABLE ASSEMBLY       ","ASSEMBLY  ","CABLE             ","   ","104945","970458","83","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-887","CABLE ASSEMBLY       ","ASSEMBLY  ","CABLE             ","   ","104945","970458","84","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
"485","453","453-01-01000-888","CABLE ASSEMBLY       ","ASSEMBLY  ","CABLE             ","   ","104945","970458","85","0","1","0","1","0","08/03/2017","8","         ","            ","             ",""
