"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","ECP/REA"
"485","110","15-16S0601220","BEAM, 6"" X 12.5# X 2 ","BEAM      ","S SHAPE           ","   ","104757","766052","1","387.8","1","0","1","387.8","06/20/2017","8","         ","            ","             ","CF 2491-S3"
"485","110","13-3220200325","ANGLE, 2"" X 2"" X 3/1 ","ANGLE     ","                  ","   ","58214","766056","1","130.5","10","8","2","261","07/28/2017","8","         ","            ","             ",""
"485","110","13-3240300425","ANGLE, 3"" X 4"" X 1/4 ","ANGLE     ","                  ","   ","58214","766056","2","300","6","0","6","1800","07/28/2017","8","         ","            ","             ",""
"485","110","18-120010CR20","BAR, ROUND, 5/8"" X 2 ","BAR       ","ROUND             ","   ","104757","766064","1","10.18","2","0","2","20.36","07/19/2017","8","         ","            ","             ",""
"485","110","110-00-00083","ANGLE, 2 X 2 X 1/4"", ","ANGLE     ","                  ","   ","104757","766064","2","50.38","12","0","12","604.56","07/19/2017","8","         ","            ","             ",""
"485","110","14-12MC061220","CHANNEL, 6"" X 12.0#  ","CHANNEL   ","MC SHAPE          ","   ","104757","766064","4","236.98","1","0","1","236.98","07/19/2017","8","         ","            ","             ",""
"485","110","13-1230300320","ANGLE, 3"" X 3"" X 3/1 ","ANGLE     ","                  ","   ","104757","766064","5","34.82","1","0","1","34.82","07/19/2017","8","         ","            ","             ",""
"485","110","110-00-00095","PLATE, 1/2"" X 96"" X  ","PLATE     ","                  ","   ","104757","766064","7","385.1","3","0","3","1155.3","07/19/2017","8","         ","            ","             ",""
"485","110","110-01-00091","ANGLE 5"" X 3"" X 1/4"" ","ANGLE     ","                  ","   ","104757","766064","8","165.63","4","0","4","662.52","07/19/2017","8","         ","            ","             ",""
"485","110","12-16E0404020","FLATBAR, 4"" x 1/4"" x ","BAR       ","FLAT              ","   ","104757","766064","9","53.68","40","0","40","2147.2","07/19/2017","8","         ","            ","             ",""
"485","110","12-16E0803020","BAR, FLAT, 3"" X 1/2"" ","BAR       ","FLAT              ","   ","104757","766064","10","77.27","25","0","25","1931.75","07/19/2017","8","         ","            ","             ",""
"485","110","13-1225200420","ANGLE, 2-1/2"" X 2"" X ","ANGLE     ","                  ","   ","104757","766064","11","106.58","1","0","1","106.58","07/19/2017","8","         ","            ","             ",""
"485","110","13-1615150320","ANGLE, 3/16"" X 1-1/2 ","ANGLE     ","HOT ROLLED        ","   ","104757","766064","12","28.42","3","0","3","85.26","07/19/2017","8","         ","            ","             ",""
"485","110","13-1620200220","ANGLE, 2"" X 2"" X 1/8 ","ANGLE     ","                  ","   ","104757","766064","13","29.36","3","0","3","88.08","07/19/2017","8","         ","            ","             ",""
"485","110","13-1620200420","ANGLE, 2"" X 2"" X 1/4 ","ANGLE     ","                  ","   ","104757","766064","14","50.38","52","0","52","2619.76","07/19/2017","8","         ","            ","             ",""
"485","110","13-1625200320","ANGLE, 2 1/2"" X 2"" X ","ANGLE     ","                  ","   ","104757","766064","15","47.27","70","0","70","3308.9","07/19/2017","8","         ","            ","             ",""
"485","110","13-1625200420","ANGLE, 2 1/2"" X 2"" X ","ANGLE     ","                  ","   ","104757","766064","16","106.58","5","0","5","532.9","07/19/2017","8","         ","            ","             ",""
"485","110","13-1625250320","ANGLE, 2 1/2"" X 2 1/ ","ANGLE     ","                  ","   ","104757","766064","17","46.65","60","0","60","2799","07/19/2017","8","         ","            ","             ",""
"485","110","13-1625250420","ANGLE, 2-1/2"" X 2-1/ ","ANGLE     ","                  ","   ","104757","766064","18","64.73","35","0","35","2265.55","07/19/2017","8","         ","            ","             ",""
"485","110","13-1630200320","ANGLE, 3"" X 2"" X 3/1 ","ANGLE     ","                  ","   ","104757","766064","19","48.47","43","0","43","2084.21","07/19/2017","8","         ","            ","             ",""
"485","110","13-1630200420","ANGLE, 3"" X 2"" X 1/4 ","ANGLE     ","                  ","   ","104757","766064","20","69.66","37","0","37","2577.42","07/19/2017","8","         ","            ","             ",""
"485","110","13-1630300320","ANGLE, 3"" X 3"" X 3/1 ","ANGLE     ","                  ","   ","104757","766064","21","58.68","20","0","20","1173.6","07/19/2017","8","         ","            ","             ",""
"485","110","13-1630300420","ANGLE, 3"" X 3"" X 1/4 ","ANGLE     ","                  ","   ","104757","766064","22","77.37","66","0","66","5106.42","07/19/2017","8","         ","            ","             ",""
"485","110","13-1630300620","ANGLE, 3"" X 3"" X 3/8 ","ANGLE     ","                  ","   ","104757","766064","23","122.33","27","0","27","3302.91","07/19/2017","8","         ","            ","             ",""
"485","110","13-1640300420","ANGLE, 4"" X 3"" X 1/4 ","ANGLE     ","                  ","   ","104757","766064","24","91.58","27","0","27","2472.66","07/19/2017","8","         ","            ","             ",""
"485","110","13-1640300620","ANGLE, 4"" X 3"" X 3/8 ","ANGLE     ","                  ","   ","104757","766064","25","151.21","1","0","1","151.21","07/19/2017","8","         ","            ","             ",""
"485","110","13-1640400420","ANGLE, 4"" X 4"" X 1/4 ","ANGLE     ","                  ","   ","104757","766064","26","117.41","2","0","2","234.82","07/19/2017","8","         ","            ","             ",""
"485","110","13-1640400620","ANGLE, 4"" X 4"" X 3/8 ","ANGLE     ","                  ","   ","104757","766064","27","145.45","2","0","2","290.9","07/19/2017","8","         ","            ","             ",""
"485","110","13-1640400820","ANGLE, 4"" X 4"" X 1/2 ","ANGLE     ","                  ","   ","104757","766064","28","240","11","0","11","2640","07/19/2017","8","         ","            ","             ",""
"485","110","13-1650300420","ANGLE, 5"" X 3"" X 1/4 ","ANGLE     ","                  ","   ","104757","766064","29","165.63","4","0","4","662.52","07/19/2017","8","         ","            ","             ",""
"485","110","13-1650300620","ANGLE, 5"" X 3"" X 3/8 ","ANGLE     ","                  ","   ","104757","766064","30","174.34","2","0","2","348.68","07/19/2017","8","         ","            ","             ",""
"485","110","13-1650300820","ANGLE, 5"" X 3"" X 1/2 ","ANGLE     ","                  ","   ","104757","766064","31","315.6","4","0","4","1262.4","07/19/2017","8","         ","            ","             ",""
"485","110","13-1660350520","ANGLE, 6"" X 3-1/2"" X ","ANGLE     ","                  ","   ","104757","766064","32","400","3","0","3","1200","07/19/2017","8","         ","            ","             ",""
"485","110","11-13E030G08","PLATE, 3/16"" X 8' X  ","PLATE     ","SHEET             ","   ","104757","766064","33","395.51","5","0","5","1977.55","07/19/2017","8","         ","            ","             ",""
"485","110","110-00-00080","ANGLE, 1-1/2 X 1-1/2 ","ANGLE     ","                  ","   ","104757","766064","34","28.42","73","0","73","2074.66","07/19/2017","8","         ","            ","             ",""
"485","110","110-00-00081","ANGLE, 2 X 2 X 3/16"" ","ANGLE     ","                  ","   ","104757","766064","35","38.53","5","0","5","192.65","07/19/2017","8","         ","            ","             ",""
"485","110","110-00-00082","ANGLE, 2 X 2 X 5/16"" ","ANGLE     ","                  ","   ","104757","766064","36","156.2","2","0","2","312.4","07/19/2017","8","         ","            ","             ",""
"485","110","110-00-00086","ANGLE, 1-1/2 X 1-1/2 ","ANGLE     ","                  ","   ","104757","766064","37","36.97","14","0","14","517.58","07/19/2017","8","         ","            ","             ",""
"485","110","110-00-00087","FLATBAR, 5"" X 3/4"" X ","BAR       ","FLAT              ","   ","104757","766064","38","201.32","1","0","1","201.32","07/19/2017","8","         ","            ","             ",""
"485","110","12-12E0301020","BAR, FLAT, 1"" X 3/16 ","BAR       ","FLAT              ","   ","104757","766064","40","17.4","1","0","1","17.4","07/19/2017","8","         ","            ","             ",""
"485","110","13-1625250520","ANGLE, 2 1/2"" X 2 1/ ","ANGLE     ","                  ","   ","104757","766064","41","156.4","1","0","1","156.4","07/19/2017","8","         ","            ","             ",""
"485","110","12-12E0301520","BAR, FLAT, 3/16"" x 1 ","BAR       ","FLAT              ","   ","104757","766064","42","27.4","4","0","4","109.6","07/19/2017","8","         ","            ","             ",""
"485","110","11-12E040G08","PLATE, 1/4"" X 48"" X  ","PLATE     ","                  ","   ","33670","766069","1","130.65","1","0","1","130.65","08/05/2017","8","         ","            ","             ",""
"485","110","12-12E0804020","BAR, FLAT, 4"" X 1/2"" ","BAR       ","FLAT              ","   ","33670","766069","2","61.2","1","0","1","61.2","08/05/2017","8","         ","            ","             ",""
"485","110","17-6202020420","TUBE, SQUARE, 2"" X 2 ","TUBE      ","SQUARE            ","   ","33670","766069","3","62.75","1","0","1","62.75","08/05/2017","8","         ","            ","             ",""
"485","110","11-12E030G08","PLATE, 3/16"" X 4' X  ","PLATE     ","                  ","   ","33670","766069","4","98.05","2","0","2","196.1","08/05/2017","8","         ","            ","             ",""
"485","110","11-22E020K20","PLATE, 11 GAUGE X 60 ","PLATE     ","11 GAUGE          ","   ","33670","766069","5","275","8","0","8","2200","08/05/2017","8","         ","            ","             ",""
"485","110","11-42E030T10","PLATE, 3/16"" X 96"" X ","PLATE     ","                  ","   ","33670","766069","6","1818.75","1","0","1","1818.75","08/05/2017","8","         ","            ","             ",""
"485","110","11-42E080G04","PLATE, 1/2"" X 4' X 4 ","PLATE     ","                  ","   ","33670","766069","7","565","3","0","3","1695","08/05/2017","8","         ","            ","             ",""
"485","110","11-42E160G04","PLATE, 1"" X 4'X 4',  ","PLATE     ","                  ","   ","33670","766069","8","1331.15","1","0","1","1331.15","08/05/2017","8","         ","            ","             ",""
"485","110","11-43E040A01","PLATE, 1/4"" X 1' X 1 ","PLATE     ","                  ","   ","33670","766069","15","28","3","0","3","84","08/05/2017","8","         ","            ","             ",""
"485","110","12-12E0302020","BAR, FLAT, 3/16"" X 2 ","BAR       ","FLAT              ","   ","33670","766069","19","12.75","9","0","9","114.75","08/05/2017","8","         ","            ","             ",""
"485","110","13-4230300420","ANGLE, 3"" X 3"" X 1/4 ","ANGLE     ","                  ","   ","33670","766069","20","159.75","2","0","2","319.5","08/05/2017","8","         ","            ","             ",""
"485","110","18-420010CR12","BAR, ROUND, 0.625"" D ","BAR       ","ROUND             ","   ","33670","766069","21","26.3","6","0","6","157.8","08/05/2017","8","         ","            ","             ",""
"485","110","18-441000CR12","BAR, ROUND, 0.625"" D ","BAR       ","ROUND             ","   ","33670","766069","22","26.3","4","0","4","105.2","08/05/2017","8","         ","            ","             ",""
"485","110","13-1210100320","ANGLE, 1"" X 1"" X 3/1 ","ANGLE     ","                  ","   ","33670","766074","3","11.15","3","0","3","33.45","07/21/2017","8","         ","            ","             ",""
"485","110","18-120005HR20","ROUND BAR, 5/16"" DIA ","BAR       ","ROUND             ","   ","33670","766074","9","2.9","6","5","1","2.9","07/21/2017","8","         ","            ","             ",""
"485","110","12-33E0404020","FLAT BAR, 4"" WIDE, 1 ","BAR       ","FLAT              ","   ","58214","766076","6","3.78","25","0","25","94.5","08/26/2017","8","         ","            ","             ",""
"485","110","11-32M450F05","PLATE, 1.77(45MM)X 4 ","          ","                  ","   ","58214","766076","13","8333","1","0","1","8333","08/26/2017","8","         ","            ","             ",""
"485","110","13-1630300320","ANGLE, 3"" X 3"" X 3/1 ","ANGLE     ","                  ","   ","104757","766081","5","58.68","1","0","1","58.68","07/17/2017","8","         ","            ","             ","CF 2406-S3"
"485","110","13-1620200320","ANGLE, 2"" X 2"" X 3/1 ","ANGLE     ","                  ","   ","104757","766085","3","38.53","1","0","1","38.53","07/22/2017","8","         ","            ","             ","CF 2276-S3"
"485","110","13-1630300320","ANGLE, 3"" X 3"" X 3/1 ","ANGLE     ","                  ","   ","104757","766088","3","58.68","1","0","1","58.68","07/22/2017","8","         ","            ","             ","CF 2276-S3"
"485","110","11-13M050T40","PLATE, 5MM X 96"" X 4 ","PLATE     ","                  ","   ","106024","766094","1","1206.5","48","0","48","57912","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M055T40","PLATE, 5.5MM X 96"" X ","PLATE     ","                  ","   ","106024","766094","2","1327.15","14","0","14","18580.1","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M060T40","PLATE, 6MM X 96"" X 4 ","PLATE     ","                  ","   ","106024","766094","3","1447.8","11","0","11","15925.8","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M065T40","PLATE, 6.5MM X 96"" X ","PLATE     ","                  ","   ","106024","766094","4","1568.45","24","0","24","37642.8","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M070T40","PLATE, 7MM X 96"" X 4 ","PLATE     ","                  ","   ","106024","766094","5","1653.09","11","0","11","18183.99","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M075T40","PLATE, 7.5MM X 96"" X ","PLATE     ","                  ","   ","106024","766094","6","1771.28","3","0","3","5313.84","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M080T40","PLATE, 8MM X 96"" X 4 ","PLATE     ","                  ","   ","106024","766094","7","1889.24","11","0","11","20781.64","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M085T40","PLATE, 8.5MM X 96"" X ","PLATE     ","                  ","   ","106024","766094","8","1963.59","6","0","6","11781.54","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M100T40","PLATE, 10MM X 96"" X  ","PLATE     ","                  ","   ","106024","766094","9","2220.07","17","0","17","37741.19","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M110T40","PLATE, 11MM X 96"" X  ","PLATE     ","                  ","   ","106024","766094","10","2442.07","12","0","12","29304.84","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M120T40","PLATE, 12MM X 96"" X  ","PLATE     ","                  ","   ","106024","766094","11","2664.08","3","0","3","7992.24","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M125T40","PLATE, 12.5MM X 96""  ","PLATE     ","                  ","   ","106024","766094","12","2774.98","1","0","1","2774.98","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M130T40","PLATE, 13MM X 96"" X  ","PLATE     ","                  ","   ","106024","766094","13","2886.09","3","0","3","8658.27","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M140T40","PLATE, 14MM X 96"" X  ","PLATE     ","                  ","   ","106024","766094","14","3108.09","2","0","2","6216.18","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M160T40","PLATE, 16MM X 96"" X  ","PLATE     ","                  ","   ","106024","766094","16","3552.1","5","0","5","17760.5","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M170T40","PLATE, 17MM X 96"" X  ","PLATE     ","                  ","   ","106024","766094","17","3774.11","1","0","1","3774.11","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M200T40","PLATE, 20MM X 96"" X  ","PLATE     ","                  ","   ","106024","766094","18","4440.13","5","0","5","22200.65","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M250T40","PLATE, 25MM X 96"" X  ","PLATE     ","                  ","   ","106024","766094","19","5550.16","7","0","7","38851.12","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M320T40","PLATE, 32MM X 96"" X  ","PLATE     ","                  ","   ","106024","766094","20","7104.21","6","0","6","42625.26","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M360T40","PLATE, 36MM X 96"" X  ","PLATE     ","                  ","   ","106024","766094","21","7992.24","1","0","1","7992.24","09/20/2017","1","         ","            ","             ",""
"485","110","11-13M500T40","PLATE, 50MM X 96"" X  ","PLATE     ","                  ","   ","106024","766094","22","10325.58","1","0","1","10325.58","09/20/2017","1","         ","            ","             ",""
"485","110","11-14M050T40","PLATE, 5MM (8.04#) X ","PLATE     ","                  ","   ","106024","766094","23","4436.27","15","0","15","66544.05","09/20/2017","1","         ","            ","             ",""
"485","110","11-14M055T40","PLATE, 5.5MM(8.84#)  ","PLATE     ","                  ","   ","106024","766094","24","4872.83","10","0","10","48728.3","09/20/2017","1","         ","            ","             ",""
"485","110","11-14M060T40","PLATE, 6MM(9.65#) X  ","PLATE     ","                  ","   ","106024","766094","25","5315.81","20","0","20","106316.2","09/20/2017","1","         ","            ","             ",""
"485","110","11-14M065T40","PLATE, 6.5MM(10.45#) ","PLATE     ","                  ","   ","106024","766094","26","5516.34","10","0","10","55163.4","09/20/2017","1","         ","            ","             ",""
"485","110","11-14M070T40","PLATE, 7MM(11.26#) X ","PLATE     ","                  ","   ","106024","766094","27","5932.49","12","0","12","71189.88","09/20/2017","1","         ","            ","             ",""
"485","110","11-14M075T40","PLATE, 7.5MM(12.06#) ","PLATE     ","                  ","   ","106024","766094","28","6355.77","16","0","16","101692.32","09/20/2017","1","         ","            ","             ",""
"485","110","11-14M080T40","PLATE, 8MM(12.86#) X ","PLATE     ","                  ","   ","106024","766094","29","6737.89","36","0","36","242564.04","09/20/2017","1","         ","            ","             ",""
"485","110","11-14M085T40","PLATE, 8.5MM(13.67#) ","PLATE     ","                  ","   ","106024","766094","30","7169.94","9","0","9","64529.46","09/20/2017","1","         ","            ","             ",""
"485","110","18-120006HR12","BAR, ROUND, 3/8"" DIA ","BAR       ","ROUND             ","   ","107033","766095","2","2.8","20","0","20","56","08/04/2017","8","         ","            ","             ",""
"485","110","110-01-S2LE1","VENDOR SERVICES TO C ","SERVICE   ","VENDOR            ","   ","105057","941084","8","2022.5","1","0","1","2022.5","08/01/2017","8","         ","            ","             ",""
"485","110","S2LE1-P5-000-101","13M500 (DH36)        ","          ","                  ","   ","105057","941084","9","0","1","0","1","0","08/01/2017","8","         ","            ","             ",""
"485","110","S2LE2-P5-000-103","13M500 (DH36)        ","          ","                  ","   ","105057","941084","10","0","1","0","1","0","08/01/2017","8","         ","            ","             ",""
"485","110","E2LB1-F4-000-136","PLATE                ","          ","                  ","   ","105057","941084","11","0","1","0","1","0","08/01/2017","8","         ","            ","             ",""
"485","110","E2LB1-F5-000-118","13M360 (DH36)        ","          ","                  ","   ","105057","941084","12","0","1","0","1","0","08/01/2017","8","         ","            ","             ",""
"485","110","E2LB1-F6-000-115","13M360 (DH36)        ","          ","                  ","   ","105057","941084","13","0","1","0","1","0","08/01/2017","8","         ","            ","             ",""
"485","110","E2LB1-F7-000-137","PLATE                ","          ","                  ","   ","105057","941084","14","0","1","0","1","0","08/01/2017","8","         ","            ","             ",""
"485","127","127-01-51401","TANK, CHILLED WATER  ","TANK      ","EXPANSION         ","   ","22079","940948","1","7304","1","0","1","7304","08/31/2018","8","         ","            ","             ",""
"485","127","127-01-51401-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","22079","940948","2","0","1","0","1","0","08/31/2018","8","         ","            ","             ",""
"485","127","127-01-51401-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","22079","940948","3","0","1","0","1","0","08/31/2018","8","         ","            ","             ",""
"485","127","127-01-51401-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","22079","940948","4","0","1","0","1","0","08/31/2018","8","         ","            ","             ",""
"485","127","127-01-53301","TANK, BATTLE DRESSIN ","TANK      ","                  ","   ","100979","941010","1","15508","1","0","1","15508","08/03/2018","8","         ","            ","             ",""
"485","127","127-01-53301-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","100979","941010","2","0","1","0","1","0","08/03/2018","8","         ","            ","             ",""
"485","127","127-01-53301-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","100979","941010","3","0","1","0","1","0","08/03/2018","8","         ","            ","             ",""
"485","127","127-01-53301-800","SIGHT GLASS, LEVEL I ","SIGHT GLAS","INDICATOR         ","   ","100979","941010","4","0","1","0","1","0","08/03/2018","8","         ","            ","             ",""
"485","127","127-01-53301-801","MANHOLE COVER KIT, C ","COVER     ","MANHOLE           ","   ","100979","941010","5","0","1","0","1","0","08/03/2018","8","         ","            ","             ",""
"485","127","127-01-26103","TANK, MAIN PROPULSIO ","TANK      ","FUEL              ","   ","100788","941070","1","10437","2","0","2","20874","06/01/2018","8","         ","            ","             ",""
"485","127","127-01-25601","TANK, MPDE, JACKET W ","TANK      ","EXPANSION         ","   ","100788","941070","2","7582","2","0","2","15164","06/01/2018","8","         ","            ","             ",""
"485","127","127-01-26101","TANK, SSDG FUEL SERV ","TANK      ","                  ","   ","100788","941070","3","21812","1","0","1","21812","06/01/2018","8","         ","            ","             ",""
"485","127","127-01-26102","TANK, SSDG FUEL SERV ","TANK      ","SERVICE           ","   ","100788","941070","4","21812","1","0","1","21812","06/01/2018","8","         ","            ","             ",""
"485","127","127-01-26201","TANK, SSDG LUBE OIL  ","TANK      ","STORAGE           ","   ","100788","941070","5","7538","1","0","1","7538","06/01/2018","8","         ","            ","             ",""
"485","150","150-00-00002","PLATE, ALUMINUM      ","PLATE     ","                  ","   ","58214","766076","1","901.73","7","6","1","901.73","08/26/2017","8","         ","            ","             ",""
"485","150","12-3306508025","BAR, FLAT, 1/4"" X 3- ","BAR       ","FLAT              ","   ","58214","766076","3","102.13","14","3","11","1123.43","08/26/2017","8","         ","            ","             ",""
"485","150","12-33E0403225","BAR, FLAT, 1/4"" X 3- ","BAR       ","FLAT              ","   ","58214","766076","5","102.13","19","0","19","1940.47","08/26/2017","8","         ","            ","             ",""
"485","150","13-3315150425","ANGLE, 1-1/2"" X 1-1/ ","ANGLE     ","                  ","   ","58214","766076","8","63.81","68","8","60","3828.6","08/26/2017","8","         ","            ","             ",""
"485","150","150-00-00004","ANGLE, ALUMINUM      ","ANGLE     ","                  ","   ","58214","766076","17","58","21","0","21","1218","08/26/2017","8","         ","            ","             ",""
"485","150","150-00-00024","ANGLE, ALUM, GR 5086 ","ANGLE     ","                  ","   ","58214","766076","21","250","1","0","1","250","08/26/2017","8","         ","            ","             ",""
"485","150","12-33E0401520","BAR, FLAT, 1/4"" X 1- ","          ","                  ","   ","58214","766076","24","29.53","63","0","63","1860.39","08/26/2017","8","         ","            ","             ",""
"485","150","12-33E0401325","BAR, FLAT, 1-1/4"" X  ","BAR       ","FLAT              ","   ","58214","766077","1","51.56","40","0","40","2062.4","08/26/2017","8","         ","            ","             ",""
"485","150","12-33E0401825","BAR, FLAT, 1-3/4"" X  ","BAR       ","FLAT              ","   ","58214","766077","2","75","34","0","34","2550","08/26/2017","8","         ","            ","             ",""
"485","150","12-33E0402525","BAR, FLAT, 2-1/2"" X  ","BAR       ","FLAT              ","   ","58214","766077","4","62.3","50","0","50","3115","08/26/2017","8","         ","            ","             ",""
"485","150","12-33E0404025","BAR, FLAT, 4"" X 1/4"" ","BAR       ","FLAT              ","   ","58214","766077","5","94.5","70","16","54","5103","08/26/2017","8","         ","            ","             ",""
"485","150","13-3320200325","ANGLE, 2"" X 2"" X 3/1 ","ANGLE     ","                  ","   ","58214","766077","8","122.1","15","0","15","1831.5","08/26/2017","8","         ","            ","             ",""
"485","150","13-3330300425","ANGLE, 3"" X 3"" X 1/4 ","ANGLE     ","                  ","   ","58214","766078","4","151.08","29","0","29","4381.32","08/26/2017","8","         ","            ","             ",""
"485","150","13-3335350425","ANGLE, 3-1/2"" X 3-1/ ","ANGLE     ","                  ","   ","58214","766078","7","1500","1","0","1","1500","08/26/2017","8","         ","            ","             ",""
"485","150","13-3340300425","ANGLE, 4"" X 3"" X 1/4 ","ANGLE     ","                  ","   ","58214","766078","8","375","4","3","1","375","08/26/2017","8","         ","            ","             ",""
"485","150","13-3340300625","ANGLE, 4"" X 3"" X 3/8 ","ANGLE     ","                  ","   ","58214","766078","9","447","3","1","2","894","08/26/2017","8","         ","            ","             ",""
"485","150","13-3350300425","ANGLE, 5"" X 3"" X 1/4 ","ANGLE     ","                  ","   ","58214","766079","10","300","5","0","5","1500","08/21/2017","8","         ","            ","             ",""
"485","150","13-3360600625","ANGLE, 6"" x 6"" x 3/8 ","ANGLE     ","                  ","   ","58214","766079","11","1283.6","1","0","1","1283.6","08/21/2017","8","         ","            ","             ",""
"485","150","13-3525250425","ANGLE, 2-1/2"" X 2-1/ ","ANGLE     ","                  ","   ","58214","766079","12","429","1","0","1","429","08/21/2017","8","         ","            ","             ",""
"485","150","13-3540300425","ANGLE, 4"" X 3"" X 1/4 ","ANGLE     ","                  ","   ","58214","766079","13","210","1","0","1","210","08/21/2017","8","         ","            ","             ",""
"485","150","18-350006CR12","BAR, ROUND, 3/8"" DIA ","BAR       ","ROUND             ","   ","58214","766079","14","55.5","6","0","6","333","08/21/2017","8","         ","            ","             ",""
"485","150","150-00-00028","PIPE, 12"", SCH 120,  ","PIPE      ","SCHEDULE 120      ","   ","182","787225","2","684","10","0","10","6840","08/25/2017","8","         ","            ","             ",""
"485","150","150-01-D2SD1","SRVC, ALUM & STRUC F ","SERVICE   ","CUTTING           ","   ","100876","941018","1","32858.19","1","0","1","32858.19","12/31/2019","8","         ","            ","             ",""
