"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","","","","","","","","",""
"471","2","  HPR-0001649-01","CABINET 4, TRANSMITT ","CABINET   ","TRANSMITTER       ","   ","104945","639419","267","0","1","0","1","0","03/15/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001617-01","POWER SUPPLY, LOW VO ","SUPPLY    ","POWER             ","   ","104945","639419","268","0","1","0","1","0","04/29/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001440-01","CABLE, ASSEMBLY, 70F ","ASSEMBLY  ","CABLE             ","   ","104945","639423","39","0","1","0","1","0","03/08/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001540-01","CABLE, ASSEMBLY, SYS ","ASSEMBLY  ","CABLE             ","   ","104945","639423","40","0","1","0","1","0","03/26/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001557-01","SYSTEM PROCESSOR (LM ","PROCESSOR ","SYSTEM            ","   ","104945","639425","67","0","1","0","1","0","04/03/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000344-01","HANGAR/STRUCTURE WAS ","          ","                  ","   ","104945","639429","91","0","1","0","1","0","12/07/2016","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000881-01","CONNECTION/DISTRIBUT ","CONNECTION","DISTRIBUTION      ","   ","104945","639433","286","0","1","0","1","0","11/13/2016","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-09094-01","CONSOLE BASE, PILOT  ","CONSOLE BA","                  ","   ","104945","639437","41","0","2","0","2","0","02/01/2016","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-09094-02","CONSOLE BASE, CENTRA ","CONSOLE BA","                  ","   ","104945","639437","42","0","1","0","1","0","02/02/2016","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001915-01","UPS, 120V, 1.5KVA/98 ","UPS       ","                  ","   ","104945","639437","43","0","5","0","5","0","06/12/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000421-01","DOORS, STERN         ","DOOR      ","STERN             ","   ","104945","645349","78","0","1","0","1","0","09/30/2016","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000716-01","BRIDGE UNIT,PILOT HO ","UNIT      ","BRIDGE            ","   ","104945","652275","36","0","12","0","12","0","10/30/2016","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000716-02","BRIDGE UNIT,PILOT HO ","UNIT      ","BRIDGE            ","   ","104945","652275","37","0","20","0","20","0","10/30/2016","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000716-03","BRIDGE UNIT,PILOT HO ","UNIT      ","BRIDGE            ","   ","104945","652275","38","0","20","0","20","0","10/30/2016","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000716-04","BRIDGE UNIT,PILOT HO ","UNIT      ","BRIDGE            ","   ","104945","652275","39","0","20","0","20","0","10/30/2016","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000716-05","BRIDGE UNIT,PILOT HO ","UNIT      ","BRIDGE            ","   ","104945","652275","40","0","80","0","80","0","10/30/2016","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000716-06","BRIDGE UNIT,PILOT HO ","UNIT      ","BRIDGE            ","   ","104945","652275","41","0","80","0","80","0","10/30/2016","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000716-07","BRIDGE UNIT,PILOT HO ","UNIT      ","BRIDGE            ","   ","104945","652275","42","0","5","0","5","0","10/30/2016","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-07705-01","NUTS, GEAR COUPLING  ","NUT       ","                  ","   ","104945","652333","39","0","10","0","10","0","07/24/2015","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-09646-01","BEARING ASSY, WATER  ","ASSEMBLY  ","BEARING           ","   ","104945","652333","42","0","1","0","1","0","05/29/2016","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001812-01","RTD ASSY, WATER JET  ","ASSEMBLY  ","BEARING           ","   ","104945","652333","43","0","1","0","1","0","05/27/2017","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-08026-01","GEAR UNIT ASL 2-160  ","UNIT      ","GEAR              ","   ","104945","652335","133","0","1","0","1","0","08/24/2015","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001423-01","COMPENSTION OIL DRAI ","DRAIN     ","OIL               ","   ","104945","652335","137","0","2","0","2","0","03/02/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001423-02","COMPENSATOR OIL DRAI ","COMPENSATO","DRAIN             ","   ","104945","652335","138","0","2","0","2","0","03/02/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001423-03","COMPENSTION OIL DRAI ","DRAIN     ","OIL               ","   ","104945","652335","139","0","2","0","2","0","03/02/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001423-04","COMPENSTION OIL DRAI ","DRAIN     ","OIL               ","   ","104945","652335","140","0","2","0","2","0","03/02/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001482-01","GEAR UNIT BUSL 261 P ","UNIT      ","GEAR              ","   ","104945","652335","141","0","1","0","1","0","03/22/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001482-02","GEAR UNIT BUSL 261 P ","UNIT      ","GEAR              ","   ","104945","652335","142","0","2","0","2","0","03/22/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001566-01","RESISTANCE THERMOMET ","THERMOMETE","RESISTANCE        ","   ","104945","652335","143","0","2","0","2","0","04/08/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001762-01","GEAR UNIT ASL 2-160  ","UNIT      ","GEAR              ","   ","104945","652335","145","0","1","0","1","0","05/15/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001953-01","GEAR UNIT ASL 2-160  ","UNIT      ","GEAR              ","   ","104945","652335","146","0","1","0","1","0","06/18/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001953-02","GEAR UNIT ASL 2-160  ","UNIT      ","GEAR              ","   ","104945","652335","147","0","1","0","1","0","06/18/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001953-03","GEAR UNIT ASL 2-160  ","UNIT      ","GEAR              ","   ","104945","652335","148","0","1","0","1","0","06/18/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000697-01","SHAFT FLEX COUPLING, ","COUPLING  ","FLEX              ","   ","104945","652340","128","0","1","0","1","0","10/21/2016","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001478-01","THRUST BEARING       ","BEARING   ","THRUST            ","   ","104945","652340","131","0","4","0","4","0","03/26/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001534-01","HOSE, 1/2 ID X 1425L ","HOSE      ","                  ","   ","104945","652345","105","0","4","0","4","0","03/26/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001292-01","SYSTEM COOLING, ESS. ","SYSTEM    ","COOLING           ","   ","104945","652347","123","0","6","0","6","0","02/02/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001472-01","WASHER, SPHERICAL    ","WASHER    ","                  ","   ","104945","652347","124","0","224","0","224","0","03/24/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001472-01","WASHER, SPHERICAL    ","WASHER    ","                  ","   ","104945","652347","125","0","150","0","150","0","03/24/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001472-04","SCREW                ","      ","SCREW","    ","           ","   ","  ","   ","104945","652347","126","   ","06/27/2017","       ","10","       ","0","       ","10","     ","0","3/24/2017","8","         ","    ","       "
"471","2","  HPR-0001472-03","SCREW                ","SCREW     ","                  ","   ","104945","652347","127","0","64","0","64","0","03/24/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001730-01","SYSTEM COOLING, ESS. ","SYSTEM    ","COOLING           ","   ","104945","652347","130","0","1","0","1","0","05/14/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001801-01","SYSTEM COOLING, ESS. ","SYSTEM    ","COOLING           ","   ","104945","652347","131","0","1","0","1","0","05/20/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001927-01","PIPE ASSY            ","ASSEMBLY  ","PIPE              ","   ","104945","652347","132","0","4","0","4","0","06/12/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001927-02","O-RING               ","O-RING    ","                  ","   ","104945","652347","133","0","4","0","4","0","06/12/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001927-03","O-RING               ","O-RING    ","                  ","   ","104945","652347","134","0","4","0","4","0","06/12/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000851-01","WMZ OVERHEAD BRIDGE  ","CRANE     ","BRIDGE            ","   ","106332","652368","249","0","1","0","1","0","11/14/2016","2","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001288-01","MAIN DISCONNECT ENCL ","ASSEMBLY  ","ENCLOSURE         ","   ","106332","652368","252","0","1","0","1","0","01/05/2017","2","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001121-01","SSABT, 100AMP        ","          ","                  ","   ","104842","652838","1","0","1","0","1","0","11/18/2016","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000840-01","CABLE, STRAIGHT THRO ","CABLE     ","                  ","   ","1","652858","3","9.49","4","0","4","37.96","11/30/2016","100","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001598-01","BELLOWS, ELAFLEX, ER ","BELLOWS   ","                  ","   ","100637","687636","1","481.6","1","0","1","481.6","06/02/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001929-01","NUT, MULTI-JACKBOLT  ","NUT       ","TENSIONER         ","   ","108195","691785","1","172","15","0","15","2580","06/06/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0002062-01","HOSE ASSEMBLY,NONMET ","          ","                  ","   ","100524","737231","1","145","2","0","2","290","08/18/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000645-01","PIPE,1"" DIA,SCH40 GA ","PIPE      ","PLAIN END         ","   ","104261","786641","2","1.72","400","0","400","688","11/04/2016","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001641-01","FLEXIBLE HOSE ASSEMB ","ASSEMBLY  ","HOSE              ","   ","100904","786950","1","543.85","1","0","1","543.85","03/30/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001641-02","FLEXIBLE HOSE ASSEMB ","ASSEMBLY  ","HOSE              ","   ","100904","786950","2","543.85","1","0","1","543.85","04/06/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001641-03","FLEXIBLE HOSE ASSEMB ","ASSEMBLY  ","HOSE              ","   ","100904","786950","3","543.85","1","0","1","543.85","04/06/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001641-04","FLEXIBLE HOSE ASSEMB ","ASSEMBLY  ","HOSE              ","   ","100904","786950","4","543.85","1","0","1","543.85","04/06/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001465-05","BAR, ROUND, 3/8"" DIA ","BAR       ","ROUND             ","   ","58214","787000","1","285","3","0","3","855","04/11/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0002172-01","LOKRING SS-3300 ELBO ","          ","                  ","   ","106891","787221","1","485.57","2","0","2","971.14","06/24/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001222-01","HOSE REEL, JP-5 AVIA ","PUMP      ","SERVICE           ","   ","105529","799381","1","899","1","0","1","899","12/15/2016","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001367-01","FILTER/SEPARATOR, GA ","FILTER    ","GAS               ","   ","104690","799409","1","925","2","0","2","1850","03/14/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001483-01","LUBE OIL FILTER/SEPA ","FILTER    ","SEPARATOR         ","   ","104690","799434","1","1050","1","0","1","1050","09/26/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001483-02","LUBE OIL FILTER/SEPA ","FILTER    ","SEPARATOR         ","   ","104690","799434","2","40","2","0","2","80","06/26/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001483-03","LUBE OIL FILTER/SEPA ","FILTER    ","SEPARATOR         ","   ","104690","799434","3","5.75","2","0","2","11.5","06/26/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001483-04","LUBE OIL FILTER/SEPA ","FILTER    ","SEPARATOR         ","   ","104690","799434","4","5","2","0","2","10","06/26/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001367-01","FILTER/SEPARATOR, GA ","FILTER    ","GAS               ","   ","104690","799437","1","630","2","0","2","1260","04/14/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001591-01","DOOR, AL, RH, 762MM  ","DOOR      ","RIGHT HAND        ","   ","100443","799463","1","165","1","0","1","165","04/20/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001040-01","HEATER, HOT POTABLE  ","HEATER    ","WATER             ","   ","45302","799473","1","884.5","1","0","1","884.5","05/25/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000526-01","LUBE OIL FILTER/SEPA ","FILTER    ","SEPARATOR         ","   ","104690","799485","1","40.25","1","0","1","40.25","06/15/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000526-02","LUBE OIL FILTER/SEPA ","FILTER    ","SEPARATOR         ","   ","104690","799485","2","4940","1","0","1","4940","10/18/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000526-03","LUBE OIL FILTER/SEPA ","FILTER    ","SEPARATOR         ","   ","104690","799485","3","1050","1","0","1","1050","10/18/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000526-04","LUBE OIL FILTER/SEPA ","FILTER    ","SEPARATOR         ","   ","104690","799485","4","1065","1","0","1","1065","05/03/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001107-01","FILTER/SEPARATOR, GA ","FILTER    ","GAS               ","   ","104690","799485","5","1875","1","0","1","1875","10/18/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001673-01","LUBE OIL FILTER/SEPA ","FILTER    ","SEPARATOR         ","   ","104690","799485","6","4940","1","0","1","4940","09/30/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0000746-01","HEATER, HOT POTABLE  ","HEATER    ","WATER             ","   ","45302","799508","1","5268.6","1","0","1","5268.6","04/21/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001861-01","FILTER/SEPARATOR, GA ","FILTER    ","GAS               ","   ","104690","799527","1","18.37","25","3","22","404.14","05/25/2017","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-08434-01","LOAD CENTER, LC1SA/2 ","CENTER    ","LOAD              ","   ","104359","860489","4","0","1","0","1","0","10/15/2015","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-07119-19","TUBE, 2"", CU-NI, 70- ","TUBE      ","PLAIN END         ","   ","100479","890188","3","92","10","9","1","92","05/13/2015","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-07324-01","PIPE, 1-1/2"" IPS, 1. ","PIPE      ","PLAIN FINISH      ","   ","105898","890208","1","23.95","20","19","1","23.95","06/15/2015","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-07414-01","PIPE, STEEL, 3/4"", 1 ","PIPE      ","PLAIN END         ","   ","104261","890220","7","1.53","42","41","1","1.53","06/09/2015","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-09851-01","VALVE, BALL, 1-1/2""  ","VALVE     ","BALL              ","   ","102519","890591","4","0","-1","0","-1","0","03/22/2017","1","         ","            ","","","","","","","","","",""
"471","2","    HPR-09310-01","VALVE, BUTTERFLY, 6"" ","VALVE     ","BUTTERFLY         ","   ","102519","890591","8","0","-1","0","-1","0","03/22/2017","1","         ","            ","","","","","","","","","",""
"471","2","    HPR-09310-01","VALVE, BUTTERFLY, 6"" ","VALVE     ","BUTTERFLY         ","   ","102519","890591","16","0","1","0","1","0","03/22/2017","1","         ","            ","","","","","","","","","",""
"471","2","    HPR-08154-02","PIPE,STAIN STL,1/2""I ","PIPE      ","SEAMLESS          ","   ","104261","900305","2","5.97","20","18","2","11.94","09/09/2015","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-08207-01","TUBE, 2"", NOM, TYPE  ","TUBE      ","TYPE L            ","   ","104261","900314","2","7.18","20","0","20","143.6","09/18/2015","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-08209-01","PIPE, STN STL, 1/2""  ","PIPE      ","SEAMLESS          ","   ","104261","900314","3","2.86","20","0","20","57.2","09/18/2015","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-08209-02","PIPE, STN STL, 3/4""  ","PIPE      ","SEAMLESS          ","   ","104261","900314","4","6.39","20","0","20","127.8","09/18/2015","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-09692-01","PIPE, 1/2"" IPS, SSTL ","PIPE      ","SCHEDULE 40S      ","   ","104261","901057","2","2.84","60","47","13","36.92","05/18/2016","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-09849-01","VALVE, BTLY, 6 IPS,  ","VALVE     ","BUTTERFLY         ","   ","102519","930557","2","3029","1","0","1","3029","05/01/2017","1","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001809-01","GASKET, DN20,PN40 PR ","GASKET    ","NON-ASBESTOS      ","   ","100612","930746","2","0","-2","0","-2","0","04/23/2017","18","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001809-01","GASKET, DN20,PN40 PR ","GASKET    ","NON-ASBESTOS      ","   ","100612","930746","3","0","-4","0","-4","0","04/23/2017","18","         ","            ","","","","","","","","","",""
"471","2","  HPR-0002119-01","VALVE, GATE, 1/4"" IP ","VALVE     ","RISING STEM       ","   ","101589","930890","5","221.65","2","0","2","443.3","10/12/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0002048-01","CABLE, ELECTRICAL, 2 ","CABLE     ","ELECTRICAL        ","   ","5884","930893","2","1.46","150","0","150","219","06/30/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0002114-01","VALVE, BALL, 3-WAY,  ","VALVE     ","BALL              ","   ","107022","930897","1","63","2","0","2","126","07/15/2017","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-09045-01","VALVE, RELIEF, 4"" IN ","VALVE     ","ANGLE             ","   ","105047","930904","2","100","1","0","1","100","07/19/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001187-01","MOTOR CONTROLLER     ","CONTROLLER","MOTOR             ","   ","104359","950531","2","529.2","1","0","1","529.2","05/11/2017","1","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001344-01","UPS 2.4 KW           ","UPS       ","                  ","   ","104806","950564","1","1735","1","0","1","1735","08/11/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001344-01","UPS 2.4 KW           ","UPS       ","                  ","   ","104806","950564","2","2912","1","0","1","2912","08/11/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001502-01","MOTOR CONTROLLER     ","CONTROLLER","MOTOR             ","   ","104359","950569","1","1338.44","1","0","1","1338.44","10/02/2017","8","         ","            ","","","","","","","","","",""
"471","2","    HPR-09401-01","MOTOR CONTROLLER     ","CONTROLLER","MOTOR             ","   ","104359","950569","2","1338.44","1","0","1","1338.44","10/02/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0002083-01","ASSEMBLY, BELL VIBRA ","ASSEMBLY  ","                  ","   ","106818","950631","1","2500","1","0","1","2500","07/17/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0002129-01","FLAME DETECTOR WITH  ","DETECTOR  ","FLAME             ","   ","101139","950639","1","343","2","0","2","686","07/04/2017","8","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001629-10","DOOR, AL, AT, RH, 66 ","DOOR      ","RIGHT HAND        ","   ","6908","960178","2","1272","6","5","1","1272","05/05/2017","1","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001629-08","HATCH, STL, RSDWT,76 ","HATCH     ","                  ","   ","6908","960178","5","7.25","20","0","20","145","05/05/2017","1","         ","            ","","","","","","","","","",""
"471","2","    HPR-09331-01","AFFF CONCENTRATE TAN ","TANK      ","                  ","   ","40535","970022","1","150","2","0","2","300","08/04/2016","1","         ","            ","","","","","","","","","",""
"471","2","    HPR-08806-02","MAIN SECONDARY REMOT ","PANEL     ","REMOTE            ","   ","40535","970064","1","184.1","3","0","3","552.3","09/04/2016","1","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001563-01","CONTAINER MOBILIZATI ","CONTAINER ","                  ","   ","108268","970250","1","0","1","0","1","0","02/22/2017","2","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001563-02","CONTAINER MOBILIZATI ","CONTAINER ","                  ","   ","108268","970250","2","0","1","0","1","0","02/22/2017","2","         ","            ","","","","","","","","","",""
"471","2","  HPR-0001563-03","CONTAINER MOBILIZATI ","CONTAINER ","                  ","   ","108268","970250","3","0","1","0","1","0","02/22/2017","2","         ","            ","","","","","","","","","",""
