"Buyer","Project","SWBS","Cont Supp","Item","Linked SPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount",""
"8017","465","169","      ","    169-01-00008","SRV521-030600008","SERVICE, HANGAR DOOR INSTALL","1","1","11/21/2013","123","07/21/2013"," EA   ","0","0","1"," Yes    ","11/21/2013","03/10/2015","0","0",""
"8017","465","259","      ","    259-07-00084","804703-000000003","WELD RING, STAINLESS STL    ","24","14","08/01/2012","21","07/11/2012"," EA   ","0","0","14"," No     ","03/08/2011","10/11/2011","51.85","725.9",""
"8017","465","565","      ","    565-01-JMRCG","         ARCHIVE","VENDOR SERVICE, AUTHORIZED  ","1","1","06/30/2014","123","02/27/2014"," LO   ","0","0","1"," No     ","05/01/2014","05/01/2014","0","0",""
"8017","465","900","      ","    900-01-00001","         ARCHIVE","VNDR SRVC, BAE LABOR/MATERIA","1","1","02/09/2016","123","10/09/2015"," LO   ","0","0","1"," No     ","02/09/2016","02/09/2016","0","0",""
"8017","465","986","      ","    986-01-00573","TEST00-000001050","ADAPTER, 2, MALE X FEMALE, S","24","24","07/29/2015","35","06/24/2015"," EA   ","0","0","24"," No     ","07/29/2015","07/29/2015","27.86","668.64",""
"8017","465","986","      ","    986-01-00574","         ARCHIVE","BALL VALVE, 1 FEMALE, NPT, S","10","10","07/29/2015","35","06/24/2015"," LO   ","0","0","10"," No     ","07/29/2015","07/29/2015","23.82","238.2",""
"8017","465","986","      ","    986-01-00575","         ARCHIVE","ADAPTER, 1"" X 1"", MALE, STEE","15","15","07/29/2015","35","06/24/2015"," LO   ","0","0","15"," No     ","07/29/2015","07/29/2015","1.66","24.9",""
"8017","465","262","      ","262-YY-HA001-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","05/27/2015","60","03/28/2015"," LO   ","0","0","1"," No     ","05/27/2015","05/27/2015","0","0",""
"8017","465","262","      ","262-YY-HA002-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","05/27/2015","60","03/28/2015"," LO   ","0","0","1"," No     ","05/27/2015","05/27/2015","0","0",""
"8017","465","262","      ","262-YY-HA003-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","05/27/2015","60","03/28/2015"," LO   ","0","0","1"," No     ","05/27/2015","05/27/2015","0","0",""
"8017","465","262","      ","262-YY-HA004-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","05/27/2015","60","03/28/2015"," LO   ","0","0","1"," No     ","05/27/2015","05/27/2015","0","0",""
"8018","465","321","      ","    321-02-00184","712402670000-004","STUD SHLDR STL, 1/2-13 0.75 ","400","70","07/26/2013","56","05/31/2013"," EA   ","0","0","70"," No     ","07/14/2011","07/26/2013","2.5","175",""
"8018","465","604","      ","    604-01-00032","         ARCHIVE","DEADBOLT, BRASS W/THUMBTURN ","1","1","11/14/2014","14","10/31/2014"," LO   ","0","0","1"," No     ","10/29/2014","10/29/2014","0","0",""
"8019","465","110","      ","    110-01-08850","SRV521-030300020","VENDOR SERVICES TO CUT AND M","1","1","03/15/2013","123","11/12/2012"," LO   ","0","0","1"," No     ","02/28/2013","02/28/2013","0","0",""
"8019","465","150","      ","    150-00-00224","SRV521-030300241","SERVICES, ALUMINUM FLAT PLAT","1","1","07/24/2013","123","03/23/2013"," LO   ","0","0","1"," No     ","07/10/2013","07/10/2013","0","0",""
"8019","465","161","      ","    161-02-SEG0A","180632-000000001","CASTING - STEM BAR CASTING  ","1","1","11/04/2011","140","06/17/2011"," EA   ","0","0","1"," No     ","01/20/2011","12/15/2011","16500","16500",""
"8019","465","167","      ","    167-01-00427","611208-000000003","COVER, MH, RAISED, 15 X 23  ","0","0","05/25/2011","21","05/04/2011"," EA   ","0","25","25"," No     ","03/14/2011","01/07/2015","0","0",""
"8019","465","167","      ","    167-01-00473","610200-000000005","COVER, AVHC, RAISED, 254MM D","22","8","05/25/2011","42","04/13/2011"," EA   ","0","0","8"," No     ","03/14/2011","12/21/2011","59","472",""
"8019","465","180","      ","    180-23-40001","SRV521-030900367","PLATE, SHIM, RESILIENT MOUNT","16","16","08/29/2014","180","03/02/2014"," EA   ","0","0","16"," No     ","08/25/2014","08/25/2014","0","0",""
"8019","465","180","      ","    180-24-051BA","SRV521-030900370","SHIM, THRUST BEARING, MACHIN","1","1","02/03/2014","123","10/03/2013"," EA   ","0","0","1"," No     ","01/28/2014","01/28/2014","0","0",""
"8019","465","180","      ","    180-24-051BB","SRV521-030900371","SHIM, THRUST BEARING, MACHIN","1","1","02/03/2014","123","10/03/2013"," EA   ","0","0","1"," No     ","01/28/2014","01/28/2014","0","0",""
"8019","465","180","      ","    180-24-051SA","SRV521-030900372","SHIM, THRUST BEARING, MACHIN","1","1","02/03/2014","123","10/03/2013"," EA   ","0","0","1"," No     ","01/28/2014","01/28/2014","0","0",""
"8019","465","180","      ","    180-24-051SB","SRV521-030900373","SHIM, THRUST BEARING, MACHIN","1","1","02/03/2014","123","10/03/2013"," EA   ","0","0","1"," No     ","01/28/2014","01/28/2014","0","0",""
"8019","465","180","      ","    180-24-052BA","SRV521-030900374","SHIM, THRUST BEARING, MACHIN","1","1","02/03/2014","123","10/03/2013"," EA   ","0","0","1"," No     ","01/28/2014","01/28/2014","0","0",""
"8019","465","180","      ","    180-24-052BB","SRV521-030900375","SHIM, THRUST BEARING, MACHIN","1","1","02/03/2014","123","10/03/2013"," EA   ","0","0","1"," No     ","01/28/2014","01/28/2014","0","0",""
"8019","465","180","      ","    180-24-052SA","SRV521-030900376","SHIM, THRUST BEARING, MACHIN","1","1","02/03/2014","123","10/03/2013"," EA   ","0","0","1"," No     ","01/28/2014","01/28/2014","0","0",""
"8019","465","180","      ","    180-24-052SB","SRV521-030900377","SHIM, THRUST BEARING, MACHIN","1","1","02/03/2014","123","10/03/2013"," EA   ","0","0","1"," No     ","01/28/2014","01/28/2014","0","0",""
"8019","465","247","      ","    247-01-000S1","SRV524-030900011","SPACER, SHAFT, THRUST, MACHI","4","3","07/15/2013","123","03/14/2013"," LO   ","0","0","3"," No     ","06/27/2013","06/27/2013","300","900",""
"8019","465","259","      ","    259-05-0011A","543309-000000001","REDUCER, FIELD-FIT, 12"" NPS ","1","1","03/18/2013","35","02/11/2013"," EA   ","0","0","1"," Yes    ","03/18/2013","03/21/2013","0","0",""
"8019","465","259","      ","    259-05-0011B","543309-000000002","REDUCER, FIELD-FIT, 12"" NPS ","1","1","12/01/2013","35","10/27/2013"," EA   ","0","0","1"," No     ","03/18/2013","06/18/2013","0","0",""
"8019","465","259","      ","    259-05-0011C","543309-000000003","REDUCER, FIELD-FIT, 12"" NPS ","1","1","03/18/2013","35","02/11/2013"," EA   ","0","0","1"," Yes    ","03/18/2013","03/21/2013","0","0",""
"8019","465","259","      ","    259-05-0011D","543309-000000004","REDUCER, FIELD-FIT, 12"" NPS ","1","1","03/18/2013","35","02/11/2013"," EA   ","0","0","1"," Yes    ","03/18/2013","03/21/2013","0","0",""
"8019","465","259","      ","    259-05-00M95","603200-000000010","H0095, HOT HANGER, DIESEL GE","1","1","01/17/2012","123","09/16/2011"," EA   ","0","0","1"," No     ","04/16/2012","04/16/2012","0","0",""
"8019","465","436","      ","    436-03-00025","728702540000-001","BRUTE LOCK LATCH MOUNTING PA","12","11","10/13/2011","123","06/12/2011"," EA   ","0","0","11"," No     ","08/31/2011","01/14/2013","27","297",""
"8019","465","533","      ","    533-01-S512C","763300-000000002","POTW HOSE RACK ASSEMBLY, 50'","2","2","08/12/2013","49","06/24/2013"," EA   ","0","0","2"," No     ","08/12/2013","08/12/2013","58.34","116.68",""
"8019","465","571","      ","    571-01-0119A","725416-000000002","CLIP, MTG, 172 X 51 X 5, ALU","1","1","12/01/2014","123","07/31/2014"," EA   ","0","0","1"," No     ","11/17/2014","11/17/2014","12.07","12.07",""
"8019","465","571","      ","    571-01-0119B","780805-000000010","BRACKET, STWG, ALUM, 162 X 5","2","2","12/01/2014","123","07/31/2014"," EA   ","0","0","2"," No     ","11/17/2014","11/17/2014","14.11","28.22",""
"8019","465","571","      ","    571-01-0120A","780805-000000011","BRACKET, UPPER, FAS PROBE ST","1","1","12/01/2014","123","07/31/2014"," EA   ","0","0","1"," No     ","11/17/2014","11/17/2014","38.61","38.61",""
"8019","465","571","      ","    571-01-0120B","780805-000000012","BRACKET, LOWER, FAS PROBE ST","1","1","12/01/2014","123","07/31/2014"," EA   ","0","0","1"," No     ","11/17/2014","11/17/2014","24.41","24.41",""
"8019","465","581","      ","    581-01-00010","701906-000000001","END LINK, FOR 1-1/2""        ","3","1","09/03/2011","150","04/06/2011"," EA   ","0","0","1"," No     ","05/17/2011","08/19/2011","2202","2202",""
"8019","465","581","      ","    581-01-00011","703900-000000007","DETACHABLE LINK, 1-1/2""     ","20","3","09/03/2011","150","04/06/2011"," EA   ","0","0","3"," No     ","05/17/2011","08/19/2011","1746","5238",""
"8019","465","581","      ","    581-01-00026","703406-000000001","ANCHOR WINDLASS SIZING CHAIN","1","1","09/03/2011","150","04/06/2011"," EA   ","0","0","1"," Yes    ","05/17/2011","04/11/2012","0","0",""
"8019","465","581","      ","    581-01-00032","100601-000000001","PLATE, 316 SST, 4-WAY DIAMON","1","1","09/03/2011","90","06/05/2011"," EA   ","0","0","1"," No     ","05/17/2011","08/19/2011","960.48","960.48",""
"8019","465","582","      ","    582-01-00023","702700-000000003","BUOY MOORING SHACKLE ASSY   ","1","1","08/14/2013","150","03/17/2013"," EA   ","0","0","1"," No     ","08/13/2013","08/13/2013","0","0",""
"8019","465","582","      ","    582-01-00024","702700-000000004","BUOY MOORING SWIVEL         ","1","1","09/03/2011","150","04/06/2011"," EA   ","0","0","1"," No     ","02/01/2012","08/13/2013","0","0",""
"8019","465","583","      ","    583-01-0007G","180117-000000001","FOUNDATION, HOSE RACK, ALUM ","1","1","10/11/2013","14","09/27/2013"," EA   ","0","0","1"," No     ","10/01/2013","10/01/2013","72.72","72.72",""
"8019","465","602","      ","    602-01-00027","712140-000000001","SCREW, DRIVE, #6 X 5/16, SS ","2","2","03/20/2015","14","03/06/2015"," PG   ","0","0","2"," No     ","03/19/2015","03/19/2015","0","0",""
"8019","465","602","      ","    602-01-00028","712140-000000002","SCREW, DRIVE, #8 X 3/8, SS 1","2","2","03/20/2015","14","03/06/2015"," PG   ","0","0","2"," No     ","03/19/2015","03/19/2015","0","0",""
"8019","465","602","      ","    602-01-00028","712140-000000002","SCREW, DRIVE, #8 X 3/8, SS 1","2","2","03/20/2015","14","03/06/2015"," PG   ","0","0","2"," No     ","03/19/2015","03/19/2015","0","0",""
"8019","465","605","      ","    605-01-00001","100102-000000001","SHEET, 22 GA X 48 X 96, SS 3","25","25","09/12/2014","90","06/14/2014"," EA   ","0","0","25"," No     ","09/09/2014","09/09/2014","82.7232","2068.08",""
"8019","465","611","      ","    611-00-00001","720716-000000003","CLEAT, 8"", DOUBLE HORN W/BAS","7","7","12/13/2011","70","10/04/2011"," EA   ","4","0","3"," No     ","08/24/2011","08/24/2011","155","465",""
"8019","465","611","      ","    611-03-000S4","750313-000000001","TEE WRENCH, FOR P/N 3       ","1","1","12/29/2011","60","10/30/2011"," EA   ","0","0","1"," No     ","08/24/2011","08/24/2011","75","75",""
"8019","465","611","      ","    611-04-00001","704806-000000001","FITTING, SECURING, ASTM-A-32","550","1","12/29/2011","45","11/14/2011"," EA   ","0","0","1"," No     ","08/24/2011","08/24/2011","165","165",""
"8019","465","612","      ","    612-01-00022","704804-000000001","DECK SOCKET, CRES, COML, W  ","106","16","01/05/2012","60","11/06/2011"," EA   ","0","0","16"," No     ","09/02/2009","06/08/2015","67.59","1081.44",""
"8019","465","612","      ","    612-01-00072","090603-000000003","CAST, ALUMINUM STANCHION SOC","13","1","11/06/2012","180","05/10/2012"," EA   ","0","0","1"," No     ","04/06/2012","07/09/2012","59.65","59.65",""
"8019","465","612","      ","    612-01-00900","SRV521-030400007","VENDOR SERVICES             ","1","1","03/05/2012","123","11/03/2011"," EA   ","0","0","1"," No     ","02/15/2012","02/15/2012","0","0",""
"8019","465","612","      ","    612-02-0D52G","690800-000000012","DETAIL 52-G LASHING STAPLE  ","2","2","01/01/2013","123","08/31/2012"," EA   ","0","0","2"," No     ","04/25/2012","04/25/2012","0","0",""
"8019","465","612","      ","    612-02-0S60K","180203-000000010","SUB ASSEMBLY S60K HINGE ASSY","2","1","09/15/2012","123","05/15/2012"," EA   ","0","0","1"," No     ","04/25/2012","04/25/2012","0","0",""
"8019","465","613","      ","    613-01-0003A","723016-000000001","UPHAUL STAPLE, 3/8"" DIA, AL ","11","1","07/20/2012","123","03/19/2012"," EA   ","0","0","1"," No     ","03/20/2012","03/21/2012","20","20",""
"8019","465","613","      ","    613-01-0078A","180300-000000018","CHAFFING PIPE, 1-1/2"", ALUM ","1","1","10/12/2015","123","06/11/2015"," EA   ","0","0","1"," No     ","10/12/2015","10/12/2015","0","0",""
"8019","465","623","      ","    623-05-00S25","690300-000000005","MMC LADDER RUNG #25, QTY 4  ","1","1","11/28/2011","123","07/28/2011"," EA   ","0","0","1"," No     ","11/07/2011","12/05/2011","220.29","220.29",""
"8019","465","623","      ","    623-05-00S26","690300-000000006","MMC LADDER RUNG #26, QTY 4  ","1","1","11/28/2011","123","07/28/2011"," EA   ","0","0","1"," No     ","11/07/2011","12/05/2011","220.29","220.29",""
"8019","465","623","      ","    623-05-00S36","690300-000000016","MMC LADDER RUNG #36, QTY 3  ","1","1","11/28/2011","123","07/28/2011"," EA   ","0","0","1"," No     ","11/07/2011","12/19/2011","110.15","110.15",""
"8019","465","623","      ","    623-05-00S65","690100-000000010","MMC LADDER #65 (SKETCH 65)  ","1","1","11/28/2011","123","07/28/2011"," EA   ","0","0","1"," No     ","10/25/2011","10/25/2011","210","210",""
"8019","465","623","      ","    623-05-00S86","690300-000000067","MMC LADDER RUNG #86, QTY=3  ","1","1","02/28/2013","123","10/28/2012"," EA   ","0","0","1"," No     ","02/13/2013","02/13/2013","247.23","247.23",""
"8019","465","623","      ","    623-06-00S69","691300-000000002","HAND GRAB #69, QTY 1        ","3","2","02/06/2012","123","10/06/2011"," EA   ","0","0","2"," No     ","12/05/2011","02/12/2013","325","650",""
"8019","465","623","      ","    623-06-0L1HR","690800-000000009","HANDRAIL L1HR (SKETCH 7B)   ","1","1","02/06/2012","123","10/06/2011"," EA   ","0","0","1"," No     ","04/22/2009","11/06/2013","400","400",""
"8019","465","623","      ","    623-07-000S6","690300-000000054","#S6 LADDER RUNG ASSY, QTY 15","1","1","02/06/2012","123","10/06/2011"," EA   ","0","0","1"," No     ","12/05/2011","12/05/2011","2600","2600",""
"8019","465","631","      ","    631-01-00L79","         ARCHIVE","PPG AMERCOAT 240, BUFF      ","400","350","10/25/2011","35","09/20/2011"," LO   ","0","0","350"," Yes    ","10/25/2011","12/01/2011","32","11200",""
"8019","465","631","      ","    631-01-00L80","630000320000-001","MIL-PRF-32171 HIGH DURABILIT","30","10","10/25/2011","35","09/20/2011"," GL   ","0","0","10"," Yes    ","10/25/2011","12/01/2011","65.77","657.7",""
"8019","465","637","      ","    637-03-00005","    10-43GA16G08","SHEET, 16GA X4'X8', SST 304 ","2","1","05/09/2011","90","02/08/2011"," EA   ","0","0","1"," No     ","05/02/2011","05/02/2011","141.55","141.55",""
"8019","465","637","      ","    637-03-00007","    10-42GA11G10","SHEET, 11GA X4'X10', SST 316","16","3","05/09/2011","90","02/08/2011"," EA   ","2","0","1"," No     ","05/02/2011","05/02/2011","578.59","578.59",""
"8019","465","637","      ","    637-03-00024","100101-000000015","SHEET, 16 GA, CARBON STL, 4 ","1","1","01/15/2015","180","07/19/2014"," EA   ","0","0","1"," No     ","12/11/2014","12/11/2014","52","52",""
"8019","465","637","      ","    637-97-002AC","090003-000000005","SUPPORT, CURTAIN ROD, CLOSED","2","2","08/15/2014","240","12/18/2013"," EA   ","0","0","2"," No     ","07/30/2014","07/30/2014","0","0",""
"8019","465","637","      ","    637-97-002AD","090003-000000006","SUPPORT, CURTAIN ROD, OPEN  ","1","1","08/15/2014","240","12/18/2013"," EA   ","0","0","1"," No     ","07/30/2014","07/30/2014","0","0",""
"8019","465","664","      ","    664-02-00043","100103-000000008","SHEET, ALUM 3003-H14, 1/8 X ","1","1","04/28/2015","180","10/30/2014"," EA   ","0","0","1"," No     ","04/24/2015","04/24/2015","0","0",""
"8019","465","664","      ","    664-02-00S87","780802-000000006","STOWAGE, BOX PATCH, IAW DET ","1","1","03/25/2016","14","03/11/2016"," EA   ","0","0","1"," No     ","03/03/2016","03/03/2016","0","0",""
"8019","465","664","      ","    664-02-0106B","180125-000000002","FDN, MASTER KEY-BOX         ","4","2","11/21/2011","14","11/07/2011"," EA   ","0","0","2"," No     ","10/28/2011","08/13/2013","53.03","106.06",""
"8019","465","664","      ","    664-05-00037","         ARCHIVE","FURRING, CHANNELS, ALUMINUM ","11","11","06/18/2012","240","10/22/2011"," LO   ","0","0","11"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0006G","         ARCHIVE","BRACKET, HINGED, IAW DET 46-","6","6","06/18/2012","240","10/22/2011"," LO   ","0","0","6"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-0006M","         ARCHIVE","MTG PLATE, 528MM LG X 89MM W","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-0006N","         ARCHIVE","MTG PLATE, 519MM LG X 89MM W","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-000S1","         ARCHIVE","HINGED BAG HOLDER,IAW DET 46","3","3","06/18/2012","240","10/22/2011"," LO   ","0","0","3"," No     ","02/27/2012","11/14/2014","0","0",""
"8019","465","664","      ","    664-05-000S2","         ARCHIVE","SCISSOR TRAY , IAW DET 44-B ","2","2","06/18/2012","240","10/22/2011"," LO   ","0","0","2"," No     ","02/27/2012","11/14/2014","0","0",""
"8019","465","664","      ","    664-05-000S4","         ARCHIVE","BOOT WASH TRAY              ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-000S6","         ARCHIVE","FDN,FOLDING STOOL,IAW DET 41","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-000S7","         ARCHIVE","SLOPING DECK ASSY, ICUA AFT ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-000S8","         ARCHIVE","STWG, BOOT WASH TRAY        ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-000S9","         ARCHIVE","SLOPING DECK ASSY, SA       ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-0012A","         ARCHIVE","GRATING, BAR, CRES 316      ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-0012B","         ARCHIVE","GRATING, BAR, CRES 316      ","2","2","06/18/2012","240","10/22/2011"," LO   ","0","0","2"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-0012C","         ARCHIVE","GRATING, BAR, CRES 316      ","2","2","06/18/2012","240","10/22/2011"," LO   ","0","0","2"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-0014A","         ARCHIVE","SHEATHING, STIFF COVER      ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-0014B","         ARCHIVE","SHEATHING, STIFF COVER      ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0014C","         ARCHIVE","SHEATHING, STIFF COVER      ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-0016N","610406-000000009","FURRING, DOOR TOP-BOTTOM    ","2","2","06/18/2012","240","10/22/2011"," EA   ","0","0","2"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0016P","611406-000000001","FURRING, WINDOW             ","1","1","06/18/2012","240","10/22/2011"," EA   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0016R","611406-000000002","FURRING, WINDOW             ","1","1","06/18/2012","240","10/22/2011"," EA   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0016S","611406-000000003","FURRING, WINDOW             ","1","1","06/18/2012","240","10/22/2011"," EA   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0016T","611406-000000004","FURRING, WINDOW             ","1","1","06/18/2012","240","10/22/2011"," EA   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0016U","         ARCHIVE","FURRING, FLATBAR            ","2","2","06/18/2012","240","10/22/2011"," LO   ","0","0","2"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0016V","610406-000000010","FURRING, ABOVE DOOR         ","1","1","06/18/2012","240","10/22/2011"," EA   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0016V","610406-000000010","FURRING, ABOVE DOOR         ","1","1","06/18/2012","240","10/22/2011"," EA   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0016W","610406-000000011","FURRING, ABOVE DOOR         ","1","1","06/18/2012","240","10/22/2011"," EA   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0016X","610406-000000012","FURRING, ABOVE DOOR         ","1","1","06/18/2012","240","10/22/2011"," EA   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0016Y","         ARCHIVE","FURRING, CORNER             ","16","16","06/18/2012","240","10/22/2011"," LO   ","0","0","16"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0018A","         ARCHIVE","COAMING, FLATBAR, 19 GA CRES","14","14","06/18/2012","240","10/22/2011"," LO   ","0","0","14"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0019E","         ARCHIVE","GRATING, BAR, CRES 304, BEAR","2","2","05/16/2012","40","04/06/2012"," LO   ","0","0","2"," Yes    ","05/18/2011","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0020A","         ARCHIVE","GRATING SUPPORT, ANGLE      ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0020B","         ARCHIVE","GRATING SUPPORT, ANGLE      ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0020C","         ARCHIVE","GRATING SUPPORT, ANGLE      ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0020D","         ARCHIVE","GRATING SUPPORT, ANGLE      ","2","2","06/18/2012","240","10/22/2011"," LO   ","0","0","2"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0020E","         ARCHIVE","GRATING SUPPORT, ANGLE      ","2","2","06/18/2012","240","10/22/2011"," LO   ","0","0","2"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-0020F","         ARCHIVE","GRATING SUPPORT, ANGLE      ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-00S10","         ARCHIVE","SLOPING DECK ASSY, OCUA INBD","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-00S11","         ARCHIVE","SLOPING DECK ASSY, ACUA FWD ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-00S12","         ARCHIVE","SLOPING DECK ASSY, OCUA OUTB","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-00S13","         ARCHIVE","SLOPING DECK ASSY, CPL      ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-00S14","         ARCHIVE","GRAB ROD, IAW DET 70-G & 70-","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-00S15","         ARCHIVE","GRATING SUPPORT, IAW PLAN 38","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-00S16","         ARCHIVE","GRATING SUPPORT, IAW PLAN 38","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/27/2012","02/27/2012","0","0",""
"8019","465","664","      ","    664-05-016AC","         ARCHIVE","CORNER, FURRING, ICUA INBD  ","2","2","06/18/2012","240","10/22/2011"," LO   ","0","0","2"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-016AD","         ARCHIVE","CORNER, FURRING, OVHD FR 33 ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-016AE","         ARCHIVE","CORNER, FURRING, VERT       ","3","3","06/18/2012","240","10/22/2011"," LO   ","0","0","3"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-016AF","         ARCHIVE","FURRING, DECON STA          ","2","2","06/18/2012","240","10/22/2011"," LO   ","0","0","2"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-016AG","         ARCHIVE","FURRING, FLATBAR            ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-016AH","         ARCHIVE","FURRING, FLATBAR            ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","664","      ","    664-05-016AJ","         ARCHIVE","FURRING, BENT               ","1","1","06/18/2012","240","10/22/2011"," LO   ","0","0","1"," Yes    ","02/29/2012","02/29/2012","0","0",""
"8019","465","665","      ","    665-01-0087S","         ARCHIVE","FDN, HFP CYLINDERS, TOP REST","5","5","03/05/2012","14","02/20/2012"," LO   ","0","0","5"," No     ","02/24/2012","03/21/2012","46.81","234.05",""
