"Buyer","Project","SWBS","Cont Supp","Item","Linked SPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount",""
"8025","465","505","      ","    505-03-U0006","551102280200-005","UNION,1-1/4"" IPS,SILB,400 PS","20","1","03/30/2012","25","03/05/2012"," EA   ","0","0","1"," No     ","03/14/2011","03/25/2011","54.53","54.53",""
"8025","465","505","      ","    505-03-U0011","544406152603-00H","UNION, 3/8"" IPS,3000# SOC WL","19","6","12/12/2011","20","11/22/2011"," EA   ","0","0","6"," No     ","04/06/2011","01/07/2014","8.8","52.8",""
"8025","465","505","      ","    505-03-U0019","544404152603-001","FITTING, UNION, 1/4"" IPS    ","4","1","04/17/2012","20","03/28/2012"," EA   ","0","0","1"," No     ","03/15/2011","08/24/2012","4.8","4.8",""
"8025","465","505","      ","    505-03-U0059","551104120201-001","UNION, 1/4"" IPS, 400 PSI WOG","5","3","03/30/2012","30","02/29/2012"," EA   ","0","0","3"," No     ","03/15/2011","08/12/2011","46","138",""
"8025","465","505","      ","    505-03-U0077","551102260101-001","UNION,SLDRXMPT,1/4 NOM CU   ","3","2","10/12/2011","15","09/27/2011"," EA   ","0","0","2"," No     ","10/05/2011","10/05/2011","8.99","17.98",""
"8025","465","505","      ","    505-03-U0079","551102260101-003","UNION,SLDRXMPT,1/2 NOM CU   ","94","7","05/20/2014","15","05/05/2014"," EA   ","0","0","7"," No     ","03/25/2011","05/20/2014","6.35","44.45",""
"8025","465","505","      ","    505-03-U0083","551114260101-005","UNION,SLDRXMPT,1-1/4 NOM CU ","7","3","04/18/2013","15","04/03/2013"," EA   ","0","0","3"," No     ","03/25/2011","04/18/2013","27.28","81.84",""
"8025","465","505","      ","    505-03-U0090","551114550101-002","UNION,SLDRXFPT,1/2 NOM CU   ","26","2","06/22/2014","20","06/02/2014"," EA   ","0","0","2"," No     ","04/06/2011","06/22/2014","8.04","16.08",""
"8025","465","505","      ","    505-03-U0092","551114550101-003","UNION,3/4 NOM C X FPT, BRONZ","3","1","05/01/2014","15","04/16/2014"," EA   ","0","0","1"," No     ","04/06/2011","05/01/2014","10.96","10.96",""
"8025","465","505","      ","    505-03-U9015","544407150000-004","UNION, 1"", SW, SST 316L, W/V","1","1","07/31/2012","30","07/01/2012"," EA   ","0","0","1"," No     ","06/09/2011","06/09/2011","170.75","170.75",""
"8025","465","505","      ","    505-03-U9053","557514260101-005","UNION, 90 DEG, SLDR X MPT   ","2","1","04/18/2013","77","01/31/2013"," EA   ","0","0","1"," No     ","02/08/2013","04/18/2013","66.53","66.53",""
"8025","465","505","      ","    505-03-U9059","551112120000-004","UNION, 1"", SW, MONEL, W/VITO","8","4","09/07/2013","77","06/22/2013"," EA   ","0","0","4"," No     ","08/22/2013","08/22/2013","325","1300",""
"8025","465","505","      ","    505-03-U9100","54A704J90000-044","UNION,FLARE SAE 37 DEG (JIC)","3","1","02/03/2012","56","12/09/2011"," EA   ","0","0","1"," No     ","06/09/2011","07/02/2012","13.29","13.29",""
"8025","465","505","      ","    505-03-Y9010","551004022201-DDD","Y-BRANCH, 8"" IPS, 90-10 CNA ","3","2","03/30/2012","30","02/29/2012"," EA   ","1","0","1"," No     ","03/14/2011","01/16/2013","1117.5","1117.5",""
"8025","465","505","      ","    505-03-Y9019","544606023003-009","LATERAL, 45 DEG, 3"" IPS, SST","10","1","10/05/2012","28","09/07/2012"," EA   ","0","0","1"," No     ","03/15/2011","10/01/2012","152.8","152.8",""
"8025","465","533","      ","    533-01-00018","808400-000000001","LOCK RING, FOR USE WITH 3/4""","20","4","05/14/2014","35","04/09/2014"," EA   ","0","0","4"," No     ","05/11/2014","05/11/2014","0.53","2.12",""
"8025","465","542","      ","    542-01-ADPDF","585300-000000001","STBD/97603 DEFUELING ADAPTER","2","2","02/24/2012","77","12/09/2011"," EA   ","0","0","2"," Yes    ","02/17/2012","02/17/2012","0","0",""
"8025","465","556","      ","    556-03-00001","563900-000000001","COVERPLATE, STAUFF GROUP 2  ","300","6","05/09/2012","123","01/07/2012"," EA   ","0","0","6"," No     ","01/12/2012","01/30/2015","0.22","1.32",""
"8025","465","556","      ","    556-03-00002","564000-000000001","WELDPLATE, SINGLE, STAUFF   ","300","97","05/09/2012","123","01/07/2012"," EA   ","0","0","97"," No     ","01/12/2012","01/13/2012","0.65","63.05",""
"8025","465","556","      ","    556-03-00003","807707-000000002","CLAMP BODY 3/4"", POLYPROPYLE","430","208","05/09/2012","123","01/07/2012"," EA   ","0","0","208"," No     ","01/12/2012","01/13/2012","0.62","128.96",""
"8025","465","556","      ","    556-03-00004","563900-000000002","COVERPLATE, STAUFF GROUP 3  ","500","58","05/09/2012","123","01/07/2012"," EA   ","0","0","58"," No     ","01/12/2012","01/13/2012","0.23","13.34",""
"8025","465","556","      ","    556-03-00005","564000-000000002","WELDPLATE, SINGLE, STAUFF   ","500","120","05/09/2012","123","01/07/2012"," EA   ","0","0","120"," No     ","01/12/2012","01/13/2012","0.63","75.6",""
"8025","465","556","      ","    556-03-00006","807707-000000001","CLAMP BODY 1/2"", POLYPROPYLE","330","33","05/09/2012","123","01/07/2012"," EA   ","0","0","33"," No     ","01/12/2012","01/13/2012","0.48","15.84",""
"8025","465","583","      ","    583-01-00059","500802000600-001","PIPE, 1-1/2"" IPS, 1.900 OD X","20","20","01/26/2015","30","12/27/2014"," LF   ","0","0","20"," No     ","01/07/2015","01/07/2015","0","0",""
"8025","465","593","      ","    593-08-HA016","501900-000000201","FLEXIBLE HOSE ASSEMBLY,     ","1","1","05/30/2011","90","03/01/2011"," EA   ","0","0","1"," No     ","09/21/2011","09/21/2011","1255.68","1255.68",""
"8025","465","593","      ","    593-08-HA021","501900-000000206","FLEXIBLE HOSE ASSEMBLY,     ","1","1","05/30/2011","90","03/01/2011"," EA   ","0","0","1"," No     ","09/21/2011","09/21/2011","1255.68","1255.68",""
"8025","465","593","      ","    593-08-HA022","501900-000000207","FLEXIBLE HOSE ASSEMBLY,     ","1","1","05/30/2011","90","03/01/2011"," EA   ","0","0","1"," No     ","09/21/2011","09/21/2011","1255.68","1255.68",""
"8025","465","593","      ","    593-08-HA023","501900-000000208","FLEXIBLE HOSE ASSEMBLY,     ","1","1","05/30/2011","90","03/01/2011"," EA   ","0","0","1"," No     ","09/21/2011","09/21/2011","1255.68","1255.68",""
"8025","465","593","      ","    593-08-HA026","501900-000000211","FLEXIBLE HOSE ASSEMBLY,     ","1","1","05/30/2011","90","03/01/2011"," EA   ","0","0","1"," No     ","09/21/2011","09/21/2011","1255.68","1255.68",""
"8025","465","593","      ","    593-08-HA027","501900-000000212","FLEXIBLE HOSE ASSEMBLY,     ","1","1","05/30/2011","90","03/01/2011"," EA   ","0","0","1"," No     ","09/21/2011","09/21/2011","1252.86","1252.86",""
"8025","465","986","      ","    986-01-00050","TEST00-000000365","HOSE, TESTING, 2"", 2"" X 50' ","16","2","04/08/2014","49","02/18/2014"," EA   ","0","0","2"," No     ","04/08/2014","04/08/2014","657.12","1314.24",""
"8025","465","167","      ","167-03-C0004-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","12/16/2011","60","10/17/2011"," EA   ","0","0","1"," No     ","12/06/2011","12/06/2011","0","0",""
"8025","465","256","      ","256-01-HA070-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","06/29/2015","60","04/30/2015"," LO   ","0","0","1"," No     ","06/29/2015","06/29/2015","0","0",""
"8025","465","256","      ","256-03-HA002-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","02/03/2012","60","12/05/2011"," LO   ","0","0","1"," No     ","01/04/2012","01/04/2012","0","0",""
"8025","465","256","      ","256-03-HA003-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","07/03/2012","60","05/04/2012"," LO   ","0","0","1"," No     ","01/04/2012","01/04/2012","0","0",""
"8025","465","256","      ","256-03-HA004-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","02/03/2012","60","12/05/2011"," LO   ","0","0","1"," No     ","01/04/2012","01/04/2012","0","0",""
"8025","465","256","      ","256-03-HA004-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","02/03/2012","60","12/05/2011"," LO   ","0","0","1"," No     ","01/04/2012","01/04/2012","0","0",""
"8025","465","256","      ","256-03-HA005-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","07/03/2012","60","05/04/2012"," LO   ","0","0","1"," No     ","01/04/2012","01/04/2012","0","0",""
"8025","465","262","      ","262-03-HA061-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","09/19/2012","60","07/21/2012"," LO   ","0","0","1"," No     ","08/23/2012","08/23/2012","0","0",""
"8025","465","262","      ","262-03-HA062-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","09/19/2012","60","07/21/2012"," LO   ","0","0","1"," No     ","08/23/2012","08/23/2012","0","0",""
"8025","465","262","      ","262-03-HA063-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","08/24/2012","60","06/25/2012"," LO   ","0","0","1"," No     ","08/23/2012","08/23/2012","0","0",""
"8025","465","262","      ","262-03-HA064-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","08/24/2012","60","06/25/2012"," LO   ","0","0","1"," No     ","08/23/2012","08/23/2012","0","0",""
"8025","465","505","      ","505-03-M9032-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","08/05/2011","60","06/06/2011"," EA   ","0","0","1"," No     ","04/14/2011","07/09/2011","0","0",""
"8025","465","505","      ","505-03-M9051-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","07/03/2012","60","05/04/2012"," EA   ","0","0","1"," No     ","04/14/2011","07/09/2011","0","0",""
"8025","465","505","      ","505-03-M9124-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","05/30/2011","60","03/31/2011"," EA   ","0","0","1"," No     ","04/11/2011","04/11/2011","0","0",""
"8025","465","528","      ","528-03-M9051-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","05/09/2012","60","03/10/2012"," EA   ","0","0","1"," No     ","04/05/2011","07/05/2011","0","0",""
"8026","465","41","      ","    041-01-00008","         ARCHIVE","SAVI I-GUIDES: PROVIDE 10 AD","1","1","07/15/2012","123","03/14/2012"," LO   ","0","0","1"," No     ","07/03/2012","07/03/2012","0","0",""
"8026","465","41","      ","    041-05-00003","SRV520-010000003","ONBOARD CF VALIDATION       ","15476","4646.04","06/30/2015","123","02/27/2015"," DOL  ","0","0","4646"," No     ","02/26/2015","02/26/2015","1","4646.04",""
"8026","465","73","      ","    073-01-00003","         ARCHIVE","SOUND METERS/MMC TO RENT SOU","1","1","05/15/2014","50","03/26/2014"," LO   ","0","0","1"," Yes    ","01/18/2011","10/24/2013","0","0",""
"8026","465","92","      ","    092-01-00006","SRV520-011000002","TESTING-CHEMICAL ANALYSIS   ","1","1","08/19/2013","123","04/18/2013"," EA   ","0","0","1"," No     ","08/20/2013","08/20/2013","0","0",""
"8026","465","320","      ","    320-01-00135","310807060049-001","LUG, TWO HOLE, 600V TO 35KV,","4","4","01/28/2013","48","12/11/2012"," EA   ","0","0","4"," No     ","01/22/2013","01/22/2013","37.2916","149.1664",""
"8026","465","321","      ","    321-99-FAGTL","         ARCHIVE","GT START CABLE INSTALL      ","1","1","07/30/2014","42","06/18/2014"," LO   ","0","0","1"," No     ","07/07/2014","07/07/2014","0","0",""
"8026","465","321","      ","    321-99-FRMCT","         ARCHIVE","SERVICE, VENDOR, REPACK MCT ","48","48","08/31/2014","123","04/30/2014"," LO   ","0","0","48"," No     ","05/18/2014","05/18/2014","0","0",""
"8026","465","321","      ","    321-99-FTRAY","         ARCHIVE","SERVICE, VENDOR, DROP/REPLAC","659","659","08/31/2014","123","04/30/2014"," LO   ","0","0","659"," No     ","05/18/2014","05/18/2014","0","0",""
"8026","465","434","      ","    434-00-00002","         ARCHIVE","VENDOR SRVC TO PERFORM SCOPE","1","1","07/24/2013","123","03/23/2013"," LO   ","0","0","1"," No     ","07/24/2013","07/24/2013","0","0",""
"8026","465","437","      ","    437-12-00040","371600000000-001","PENDENT OPERATORS STATION   ","1","1","08/31/2012","123","04/30/2012"," EA   ","0","0","1"," No     ","08/24/2012","08/24/2012","220.28","220.28",""
"8026","465","453","      ","    453-04-00005","451100030000-001","WAVEGUIDE, RECTANGULAR, RIGI","1","1","01/24/2014","60","11/25/2013"," EA   ","0","0","1"," No     ","01/24/2014","01/24/2014","1250","1250",""
"8026","465","453","      ","    453-04-00008","450200001800-001","KIT, GROUNDING, FOR E60     ","2","2","01/24/2014","60","11/25/2013"," EA   ","0","0","2"," No     ","01/24/2014","01/24/2014","30","60",""
"8026","465","453","      ","    453-04-00009","450300000000-001","CLAMP, UNIVERSAL, W/CLAMP LI","1","1","01/24/2014","60","11/25/2013"," EA   ","0","0","1"," No     ","01/24/2014","01/24/2014","185","185",""
"8026","465","453","      ","    453-04-00016","451300000003-002","GASKET, WAVEGUIDE, EMI/RFI, ","2","2","01/24/2014","49","12/06/2013"," EA   ","0","0","2"," No     ","01/24/2014","07/11/2014","32","64",""
"8026","465","664","      ","    664-05-V0001","         ARCHIVE","SUPPLY AND INSTALL DECON STA","1","1","10/01/2013","123","05/31/2013"," LO   ","0","0","1"," No     ","09/12/2013","09/12/2013","0","0",""
"8026","465","712","      ","    712-00-V0003","         ARCHIVE","SERVICES, SUBCONTRACT, LABOR","1","1","01/20/2012","120","09/22/2011"," LO   ","0","0","1"," No     ","10/03/2011","10/03/2011","0","0",""
"8026","465","830","      ","    830-01-00011","         ARCHIVE","SERVICES, ENGINEERING       ","1","1","11/09/2011","123","07/09/2011"," LO   ","0","0","1"," No     ","11/07/2011","11/07/2011","0","0",""
"8026","465","982","      ","    982-01-00109","         ARCHIVE","DOCKAGE, AT MARINETTE FUEL A","1","1","09/08/2014","123","05/08/2014"," LO   ","0","0","1"," No     ","09/08/2014","09/08/2014","0","0",""
"8026","465","982","      ","    982-01-00110","         ARCHIVE","DOCKAGE, AT LUDINGTON MICHIG","1","1","09/08/2014","123","05/08/2014"," LO   ","0","0","1"," No     ","09/08/2014","09/08/2014","0","0",""
"8026","465","982","      ","    982-01-00111","         ARCHIVE","LINE HANDLERS AT LUDINGTON M","1","1","09/08/2014","123","05/08/2014"," LO   ","0","0","1"," No     ","09/08/2014","09/08/2014","0","0",""
"8026","465","982","      ","    982-01-00112","         ARCHIVE","BOOM TRUCK AT LUDINGTON MI  ","1","1","09/08/2014","123","05/08/2014"," LO   ","0","0","1"," No     ","09/08/2014","09/08/2014","0","0",""
"8026","465","982","      ","    982-01-00113","         ARCHIVE","POTABLE WATER DELIVERY, AS R","1","1","09/08/2014","123","05/08/2014"," LO   ","0","0","1"," No     ","09/08/2014","09/08/2014","0","0",""
"8026","465","982","      ","    982-01-00115","         ARCHIVE","DUMPSTER GARBAGE REMOVAL    ","1","1","09/08/2014","123","05/08/2014"," LO   ","0","0","1"," No     ","09/08/2014","09/08/2014","0","0",""
"8026","465","982","      ","    982-01-00116","         ARCHIVE","OILY WASTE REMOVAL, AS REQ  ","1","1","09/08/2014","123","05/08/2014"," LO   ","0","0","1"," No     ","09/08/2014","09/08/2014","0","0",""
"8026","465","982","      ","    982-01-00118","         ARCHIVE","SEWAGE REMOVAL, PUMP SEWAGE ","1","1","03/20/2015","123","11/17/2014"," LO   ","0","0","1"," No     ","03/16/2015","03/16/2015","0","0",""
"8026","465","982","      ","    982-01-00121","         ARCHIVE","DOCKAGE, MARINETTE FUEL & DO","1","1","03/20/2015","123","11/17/2014"," LO   ","0","0","1"," No     ","03/16/2015","03/16/2015","0","0",""
"8026","465","982","      ","    982-01-00122","         ARCHIVE","BUSES FOR SEA TRIALS CREW   ","1","1","03/20/2015","123","11/17/2014"," LO   ","0","0","1"," No     ","03/16/2015","03/16/2015","0","0",""
"8026","465","982","      ","    982-01-00124","         ARCHIVE","MILK&ICE CREAM FOR SEA TRIAL","1","1","03/20/2015","123","11/17/2014"," LO   ","0","0","1"," No     ","03/16/2015","03/16/2015","0","0",""
"8026","465","982","      ","    982-01-00125","         ARCHIVE","POTABLE WATER FOR SEA TRIALS","1","1","03/20/2015","123","11/17/2014"," LO   ","0","0","1"," No     ","03/16/2015","03/16/2015","0","0",""
"8026","465","982","      ","    982-01-00127","         ARCHIVE","FUEL SAMPLE TEST REPORTS FOR","1","1","05/08/2015","123","01/05/2015"," LO   ","0","0","1"," No     ","05/06/2015","05/06/2015","0","0",""
"8026","465","982","      ","    982-01-00128","         ARCHIVE","LUBE OIL SAMPLES FOR SEA TRI","1","1","05/08/2015","123","01/05/2015"," LO   ","0","0","1"," No     ","05/06/2015","05/06/2015","0","0",""
"8026","465","986","      ","    986-01-00291","TEST00-000000715","SERVICE, VENDOR             ","1","1","09/10/2014","123","05/10/2014"," LO   ","0","0","1"," No     ","09/09/2014","09/09/2014","0","0",""
"8026","465","986","      ","    986-01-00292","TEST00-000000716","SERVICE, VENDOR             ","1","1","09/10/2014","123","05/10/2014"," LO   ","0","0","1"," No     ","09/09/2014","09/09/2014","0","0",""
"8026","465","986","      ","    986-01-00325","TEST00-000000756","IMMERSION SUITS, COLD WEATHE","20","20","10/27/2014","123","06/26/2014"," EA   ","0","0","20"," No     ","10/27/2014","10/27/2014","0","0",""
"8026","465","986","      ","    986-01-00493","TEST00-000000928","WORKSUITS, ANTI-EXPOSURE    ","7","7","04/06/2015","35","03/02/2015"," EA   ","0","0","7"," No     ","04/02/2015","04/02/2015","0","0",""
"8026","465","992","      ","    992-01-00309","SRV515-030500001","SRVC, RESTORE TRANSFER CRADL","1","1","03/25/2015","123","11/22/2014"," EA   ","0","0","1"," No     ","03/20/2015","03/20/2015","0","0",""
"8026","465","996","      ","    996-01-00024","840700000000-036","PLYWOOD, 0.5"" (1/2"") THICK  ","100","54","09/01/2013","14","08/18/2013"," EA   ","0","0","54"," No     ","06/20/2013","06/20/2013","17.99","971.46",""
"8026","465","234","      ","234-01-00002-L22","            -L22","MANUALS, TECHNICAL, FINAL   ","1","1","03/06/2013","60","01/05/2013"," LO   ","0","0","1"," No     ","06/06/2011","06/06/2011","0","0",""
"8026","465","313","      ","313-01-00001-L22","            -L22","MANUALS, TECHNICAL, FINAL   ","1","1","07/08/2013","60","05/09/2013"," LO   ","0","0","1"," No     ","04/08/2013","04/08/2013","0","0",""
"8026","465","314","      ","314-01-00002-L04","            -L04","PROCEDURES, IN-PLANT TEST   ","1","1","04/20/2013","60","02/19/2013"," LO   ","0","0","1"," No     ","02/21/2013","02/21/2013","0","0",""
"8026","465","314","      ","314-01-00002-L06","            -L06","REPORT, IN-PLANT TEST       ","1","1","06/20/2013","60","04/21/2013"," LO   ","0","0","1"," No     ","02/21/2013","02/21/2013","0","0",""
"8026","465","314","      ","314-01-00002-L06","            -L06","REPORT, IN-PLANT TEST       ","1","1","06/20/2013","60","04/21/2013"," LO   ","0","0","1"," No     ","02/21/2013","02/21/2013","0","0",""
"8026","465","314","      ","314-01-00002-L08","            -L08","DRAWINGS, PRELIMINARY       ","1","1","03/20/2013","60","01/19/2013"," LO   ","0","0","1"," No     ","02/21/2013","02/21/2013","0","0",""
"8026","465","314","      ","314-01-00002-L13","            -L13","LIST, PREVENTATIVE MAINTENAN","1","1","03/20/2013","60","01/19/2013"," EA   ","0","0","1"," No     ","02/21/2013","02/21/2013","0","0",""
"8026","465","314","      ","314-01-00002-L15","            -L15","DATA, WEIGHT                ","1","1","03/20/2013","60","01/19/2013"," LO   ","0","0","1"," No     ","02/21/2013","02/21/2013","0","0",""
"8026","465","314","      ","314-01-00002-L34","            -L34","PROVISIONING TECH DOC.      ","1","1","03/20/2013","60","01/19/2013"," LO   ","0","0","1"," No     ","02/21/2013","02/21/2013","0","0",""
"8026","465","314","      ","314-01-00002-L36","            -L36","DATA, RELIABILITY REQUIREMEN","1","1","03/20/2013","60","01/19/2013"," EA   ","0","0","1"," No     ","02/21/2013","02/21/2013","0","0",""
"8026","465","314","      ","314-01-00002-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","1","1","06/20/2013","60","04/21/2013"," LO   ","0","0","1"," No     ","02/21/2013","02/21/2013","0","0",""
"8026","465","314","      ","314-01-00002-L52","            -L52","TESTING, NOISE AND VIBRATION","1","1","04/20/2013","60","02/19/2013"," EA   ","0","0","1"," No     ","02/21/2013","02/21/2013","0","0",""
"8026","465","324","      ","324-12-00002-L09","            -L09","DRAWINGS, FINAL, CERTIFIED  ","1","1","09/01/2011","60","07/03/2011"," LO   ","0","0","1"," No     ","08/08/2011","08/08/2011","0","0",""
"8026","465","439","      ","439-01-00001-L20","            -L20","SUPPORT, VENDOR             ","1","1","01/20/2014","60","11/21/2013"," LO   ","0","0","1"," No     ","01/20/2014","01/20/2014","0","0",""
"8026","465","633","      ","633-01-00002-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","10/01/2011","60","08/02/2011"," EA   ","0","0","1"," No     ","06/07/2011","08/18/2011","0","0",""
"8028","465","202","      ","    202-01-00040","310921130073-001","RJ54 MODULAR PLUG KIT, 360 D","5","5","06/07/2013","42","04/26/2013"," EA   ","0","0","5"," No     ","06/07/2013","06/07/2013","116.94","584.7",""
"8028","465","202","      ","    202-01-00044","310912130077-001","CONNECTOR, RJ45 PLUG, SHIELD","100","21","06/07/2013","21","05/17/2013"," EA   ","0","0","21"," No     ","03/26/2012","04/09/2014","2.75","57.75",""
"8028","465","202","      ","    202-01-00045","310903191800-001","FLOW METER CABLE CONNECTOR  ","4","4","01/05/2015","42","11/24/2014"," EA   ","0","0","4"," No     ","12/18/2014","12/18/2014","59.18","236.72",""
"8028","465","202","      ","    202-01-00070","310923201894-001","CONNECTOR, PROFIBUS DP TURCK","15","15","04/15/2012","120","12/17/2011"," EA   ","0","0","15"," No     ","03/26/2012","05/22/2012","25.32","379.8",""
"8028","465","202","      ","    202-01-00071","310923201893-001","CONNECTOR, PROFIBUS PA TURCK","8","8","04/15/2012","120","12/17/2011"," EA   ","0","0","8"," No     ","03/26/2012","05/22/2012","18.65","149.2",""
"8028","465","202","      ","    202-01-00210","383822000099-001","SWITCH, FLOW, 1"", BRONZE    ","9","1","04/16/2012","49","02/27/2012"," EA   ","0","0","1"," No     ","02/22/2012","09/27/2012","191","191",""
"8028","465","202","      ","    202-01-00224","38382100001B-001","FLOW SWITCH, LUBE OIL       ","2","2","03/20/2012","60","01/20/2012"," EA   ","0","0","2"," No     ","02/20/2012","02/21/2012","447","894",""
"8028","465","202","      ","    202-01-00231","380706001125-001","BLANK, COVER, WEATHERPROOF  ","6","6","08/12/2014","56","06/17/2014"," EA   ","0","0","6"," No     ","07/30/2014","07/30/2014","0.835","5.01",""
"8028","465","304","      ","    304-01-00148","303804020101-001","CABLE, ELECTRIC, FXOW-3     ","14383","16","05/01/2012","40","03/22/2012"," LF   ","0","0","16"," No     ","03/28/2011","12/17/2012","1.58","25.28",""
"8028","465","304","      ","    304-01-00306","308003200101-011","CABLE, LSTOF-500            ","217","3","12/01/2012","120","08/03/2012"," LF   ","0","0","3"," No     ","10/26/2012","12/17/2012","55.55","166.65",""
"8028","465","320","      ","    320-01-00010","350101120106-001","SWITCH, TOGGLE, SYM 801.2   ","14","4","08/09/2013","30","07/10/2013"," EA   ","0","0","4"," No     ","03/26/2011","08/09/2013","155","620",""
"8028","465","320","      ","    320-01-00011","360706000869-001","FUSE PANEL, 10CKT, 450VAC,  ","34","2","05/02/2011","40","03/23/2011"," EA   ","0","0","2"," No     ","03/26/2011","08/29/2014","891","1782",""
"8028","465","320","      ","    320-01-00012","360702570831-001","FUSE BOX,SYM #545, SUBMERSIB","9","3","05/02/2011","60","03/03/2011"," EA   ","0","0","3"," No     ","03/26/2011","08/29/2014","469","1407",""
"8028","465","320","      ","    320-01-00016","350101190107-001","SWITCH, WATERTIGHT, 3SR3AF-2","8","2","05/02/2011","30","04/02/2011"," EA   ","0","0","2"," No     ","03/26/2011","04/09/2015","179","358",""
"8028","465","320","      ","    320-01-00111","350101050106-001","SWITCH, ROTARY SNAP 10A, 125","9","3","05/02/2011","60","03/03/2011"," EA   ","0","0","3"," No     ","03/26/2011","03/28/2011","119","357",""
"8028","465","320","      ","    320-01-00127","302Q00000000-001","CABLE ASSY, 400HZ, AIRCRAFT ","1","1","05/02/2011","100","01/22/2011"," EA   ","0","0","1"," No     ","03/26/2011","03/28/2011","5400","5400",""
"8028","465","320","      ","    320-01-00162","380103000025-001","COVER, BLANK, 1 GANG, SST, P","11","5","01/28/2013","123","09/27/2012"," EA   ","0","0","5"," No     ","01/21/2013","01/21/2013","7.48","37.4",""
"8028","465","320","      ","    320-01-00168","320400020013-001","CF8 ROX BLOCK FRAME         ","1","1","01/28/2013","123","09/27/2012"," EA   ","0","0","1"," No     ","01/22/2013","01/22/2013","61.2","61.2",""
"8028","465","320","      ","    320-01-00169","320400020015-001","RM 40/1 ROX BLOCK           ","6","6","01/28/2013","123","09/27/2012"," EA   ","0","0","6"," No     ","01/22/2013","01/22/2013","9.49","56.94",""
"8028","465","320","      ","    320-01-00170","360201030120-001","JUNCTION BOX 12 X 17 X 5 BRA","1","1","05/02/2011","84","02/07/2011"," EA   ","0","0","1"," No     ","03/26/2011","03/28/2011","405","405",""
"8028","465","320","      ","    320-01-00171","380100001500-001","COVER, GFI RECEPTACLE, IP-54","43","43","05/02/2011","100","01/22/2011"," EA   ","0","0","43"," No     ","03/26/2011","03/28/2011","18.3","786.9",""
"8028","465","320","      ","    320-01-00901","390100031503-001","FUSE, 3 AMP, 500 VOLT, SIZE:","40","15","05/02/2011","90","02/01/2011"," EA   ","0","0","15"," No     ","03/26/2011","03/28/2011","16.98","254.7",""
"8028","465","320","      ","    320-01-00922","390100261507-001","FUSE, 6 AMP, 500 VOLT       ","9","9","02/01/2013","48","12/15/2012"," EA   ","0","0","9"," No     ","01/23/2013","01/23/2013","24.4","219.6",""
"8028","465","320","      ","    320-09-00024","310916080000-001","SLEEVE, 400 MCM TO 500 MCM  ","18","17","05/02/2011","30","04/02/2011"," EA   ","0","0","17"," No     ","03/26/2011","03/28/2011","37.5","637.5",""
"8028","465","321","      ","    321-01-00129","310800190000-001","BREAKER LUG                 ","3","3","01/28/2013","14","01/14/2013"," EA   ","0","0","3"," No     ","01/22/2013","01/22/2013","94.8","284.4",""
"8028","465","321","      ","    321-02-00008","320102020000-010","MCT, STEEL, 6X4             ","12","5","05/31/2011","35","04/26/2011"," EA   ","0","0","5"," No     ","05/12/2011","05/12/2011","113.8","569",""
"8028","465","321","      ","    321-02-00009","320102020000-011","MCT, STEEL, 8 X 1           ","14","1","09/09/2013","40","07/31/2013"," EA   ","0","0","1"," No     ","05/12/2011","09/09/2013","38.5","38.5",""
"8028","465","321","      ","    321-02-00013","320106020000-001","MCT 4X1 ALUM                ","4","1","06/18/2013","56","04/23/2013"," EA   ","0","0","1"," No     ","05/12/2011","06/18/2013","82.04","82.04",""
"8028","465","321","      ","    321-02-00017","320106020000-003","MCT 6 X 1 ALUM R0X P/N SRC-6","4","2","01/13/2014","123","09/12/2013"," EA   ","0","0","2"," No     ","05/12/2011","01/13/2014","439.75","879.5",""
"8028","465","321","      ","    321-02-00022","320106020000-007","MCT 8 X 2 ALUM              ","8","2","01/13/2014","28","12/16/2013"," EA   ","0","0","2"," No     ","05/12/2011","01/13/2014","163.55","327.1",""
"8028","465","321","      ","    321-02-00026","320105020000-002","MCT, ROUND R125             ","16","11","11/11/2011","42","09/30/2011"," EA   ","0","0","11"," No     ","05/12/2011","05/12/2011","62.15","683.65",""
