"Buyer","Project","SWBS","Cont Supp","Item","LinkedSPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount"
"8022","483","635","      ","635-00-V0002-DGU","SRV525-030600012","MOD 835 INSTALL HULL INSULAT","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-DIX","SRV525-030600013","MOD 836 INSTALL HULL INSULAT","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-EAV","SRV525-030600014","MOD 841 INSTALL HULL INSULAT","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-ECU","SRV525-030600015","MOD 842 INSTALL HULL INSULAT","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-EIH","SRV525-030600016","GRAND MOD 740 INSTALL HULL I","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-ELH","SRV525-030600017","GRAND MOD 741 INSTALL HULL I","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-FDL","SRV525-030600018","MOD 852 INSTALL HULL INSULAT","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-FGF","SRV525-030600019","GRAND MOD 750 INSTALL HULL I","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-FPH","SRV525-030600020","ZONE 964 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-GAW","SRV525-030600021","MOD 861 INSTALL HULL INSULAT","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-GCS","SRV525-030600022","MOD 862 INSTALL HULL INSULAT","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-GEY","SRV525-030600023","MOD 863 INSTALL HULL INSULAT","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-GGX","SRV525-030600024","MOD 865 INSTALL HULL INSULAT","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-GIV","SRV525-030600025","MOD 866 INSTALL HULL INSULAT","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-HCE","SRV525-030600026","GRAND MOD 771 INSTALL HULL I","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-HFF","SRV525-030600027","GRAND MOD 770 INSTALL HULL I","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-HGW","SRV525-030600028","MOD 875P INSTALL HULL INSULA","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-IDF","SRV525-030600029","GRAND MOD 780 INSTALL HULL I","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-IIH","SRV525-030600030","MOD 885 INSTALL HULL INSULAT","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-KBK","SRV525-030600031","ZONE 912 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-KDG","SRV525-030600032","ZONE 913 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-KFH","SRV525-030600033","ZONE 914 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-LBH","SRV525-030600034","ZONE 922 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-LDH","SRV525-030600035","ZONE 923 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-LGH","SRV525-030600036","ZONE 924 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-MDH","SRV525-030600037","ZONE 932 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-MFH","SRV525-030600038","ZONE 933 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-NDH","SRV525-030600039","ZONE 942 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-NFG","SRV525-030600040","ZONE 943 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-OBH","SRV525-030600041","ZONE 952 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-ODH","SRV525-030600042","ZONE 953 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-OGG","SRV525-030600043","ZONE 954 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-PBK","SRV525-030600044","ZONE 962 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-PDH","SRV525-030600045","ZONE 963 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-PHH","SRV525-030600046","ZONE 965 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-QAH","SRV525-030600047","ZONE 971 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-QEH","SRV525-030600048","ZONE 972 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-QIH","SRV525-030600049","ZONE 973 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-RAH","SRV525-030600050","ZONE 981 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-RCH","SRV525-030600051","ZONE 982 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-RFH","SRV525-030600052","ZONE 983 INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-BCO","SRV525-030600054","MOD 811 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-BEM","SRV525-030600055","MOD 812 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-BFN","SRV525-030600056","MOD 814 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-BHN","SRV525-030600057","MOD 813 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-BHN","SRV525-030600057","MOD 813 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-BIO","SRV525-030600058","MOD 815 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-CAO","SRV525-030600059","MOD 821 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-CCO","SRV525-030600060","MOD 822 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-CDL","SRV525-030600061","MOD 823 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-DBL","SRV525-030600062","MOD 832 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-DCK","SRV525-030600063","MOD 833 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-DEM","SRV525-030600064","MOD 834 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-DGM","SRV525-030600065","MOD 835 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-DIO","SRV525-030600066","MOD 836 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-EAN","SRV525-030600067","MOD 841 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-EGN","SRV525-030600068","MOD 844P INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-EHP","SRV525-030600069","MOD 845P INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-EJM","SRV525-030600070","MOD 844S INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-EKI","SRV525-030600071","MOD 845S INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-FCO","SRV525-030600072","MOD 852 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-FEM","SRV525-030600073","MOD 853 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-FFM","SRV525-030600074","MOD 854 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-GAO","SRV525-030600075","MOD 861 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-GEP","SRV525-030600076","MOD 863 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-GGO","SRV525-030600077","MOD 865 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-GIM","SRV525-030600078","MOD 866 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-HAM","SRV525-030600079","MOD 871 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-HBM","SRV525-030600080","MOD 873 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-HDN","SRV525-030600081","MOD 872 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-HEM","SRV525-030600082","MOD 874 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-HGN","SRV525-030600083","MOD 875P INSTALL INSULATION ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-IAM","SRV525-030600084","MOD 881 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-IBM","SRV525-030600085","MOD 882 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-ICM","SRV525-030600086","MOD 883 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0003-IGN","SRV525-030600087","MOD 885 INSTALL INSULATION H","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-00-V0001-L68","-L68","CERTIFICATES, VENDOR WELDING","1","1","01/18/2017","123","09/17/2016"," LO   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-AA-01010-001","090107-000000011","PANEL, HINGED ACCESS, CRES  ","6","6","01/18/2017","120","09/20/2016"," EA   ","0","0","6"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-AB-1001M-001","090103-000000014","PANEL, BHD ACCESS, 25MM ALUM","1","1","01/18/2017","120","09/20/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-PB-10050-001","090107-000000010","PANEL, BHD, 25MM CRES FACED ","22","22","01/18/2017","120","09/20/2016"," EA   ","0","0","22"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-PB-10050-002","090107-000000007","PANEL, BHD, 25MM CRES FACED ","10","10","01/18/2017","120","09/20/2016"," EA   ","0","0","10"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-PB-10050-003","090107-000000008","PANEL, BHD, 25MM CRES FACED ","12","12","01/18/2017","120","09/20/2016"," EA   ","0","0","12"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-PB-10050-004","090107-000000009","PANEL, BHD, 25MM CRES FACED ","9","9","01/18/2017","120","09/20/2016"," EA   ","0","0","9"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-PB-35010-001","090107-000000001","PANEL, CEILING, STAINLESS ST","43","43","01/18/2017","120","09/20/2016"," EA   ","0","0","43"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-PB-35010-002","090107-000000002","PANEL, CEILING, STAINLESS ST","8","8","01/18/2017","120","09/20/2016"," EA   ","0","0","8"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-PB-35010-003","090107-000000003","PANEL, CEILING, STAINLESS ST","7","7","01/18/2017","120","09/20/2016"," EA   ","0","0","7"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-PB-35010-004","090107-000000004","PANEL, CEILING, STAINLESS ST","13","13","01/18/2017","120","09/20/2016"," EA   ","0","0","13"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-PB-38030-009","090103-000000015","PANEL, BHD, 25MM ALUMINUM FA","2","2","01/18/2017","120","09/20/2016"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-PB-38030-015","090103-000000016","PANEL, BHD, 25MM ALUMINUM FA","10","10","01/18/2017","120","09/20/2016"," EA   ","0","0","10"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-PB-38030-016","090103-000000017","PANEL, BHD, 25MM ALUMINUM FA","3","3","01/18/2017","120","09/20/2016"," EA   ","0","0","3"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-PB-38030-017","090103-000000018","PANEL, BHD, 25MM ALUMINUM FA","13","13","01/18/2017","120","09/20/2016"," EA   ","0","0","13"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-SB-05150-001","090005-000000004","HANGER SET, GALVANIZED STEEL","20","20","01/18/2017","120","09/20/2016"," EA   ","0","0","20"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-SB-10020-001","090005-000000005","TOP SHOE 16 GA              ","13","13","01/18/2017","120","09/20/2016"," EA   ","0","0","13"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-SB-15050-001","090007-000000001","T-CARRIER, CRES, 1MM THK    ","6","6","01/18/2017","120","09/20/2016"," EA   ","0","0","6"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","637","      ","637-SB-20050-001","090107-000000015","COVER PROFILE, CRES, 0.6MM T","6","6","01/18/2017","120","09/20/2016"," EA   ","0","0","6"," No     ","08/07/2015","05/31/2017","0","0"
