"Project","Part Number","ETC","WP"
"469","HPR-08381-03","0","MATL-002-999"
"469","HPR-08381-04","0","MATL-002-999"
"469","HPR-08397-01","0","MATL-002-999"
"469","HPR-08397-02","0","MATL-002-999"
"469","HPR-08402-01","0","MATL-002-999"
"469","HPR-08415-01","0","MATL-002-999"
"469","HPR-08418-01","0","MATL-002-999"
"469","HPR-08418-02","0","MATL-002-999"
"469","HPR-08437-01","0","MATL-002-999"
"469","HPR-08446-01","0","MATL-002-999"
"469","HPR-08447-01","0","MATL-002-999"
"469","HPR-08447-02","0","MATL-002-999"
"469","HPR-08449-01","0","MATL-002-999"
"469","HPR-08470-01","0","MATL-002-999"
"469","HPR-08473-01","0","MATL-002-999"
"469","HPR-08475-01","0","MATL-002-999"
"469","HPR-08489-01","0","MATL-002-999"
"469","HPR-08491-01","0","MATL-002-999"
"469","HPR-08509-01","0","MATL-002-999"
"469","HPR-08530-01","0","MATL-002-999"
"469","HPR-08537-01","0","MATL-002-999"
"469","HPR-08539-01","0","MATL-002-999"
"469","HPR-08539-02","0","MATL-002-999"
"469","HPR-08552-01","0","MATL-002-999"
"469","HPR-08576-01","0","MATL-002-999"
"469","HPR-08581-01","0","MATL-002-999"
"469","HPR-08595-01","0","MATL-002-999"
"469","HPR-08596-01","0","MATL-002-999"
"469","HPR-08601-01","0","MATL-002-999"
"469","HPR-08609-01","0","MATL-002-999"
"469","HPR-08628-01","0","MATL-002-999"
"469","HPR-08639-01","0","MATL-002-999"
"469","HPR-08649-01","0","MATL-002-999"
"469","HPR-08650-01","0","MATL-002-999"
"469","HPR-08662-01","0","MATL-002-999"
"469","HPR-08662-02","0","MATL-002-999"
"469","HPR-08662-03","0","MATL-002-999"
"469","HPR-08662-04","0","MATL-002-999"
"469","HPR-08665-01","0","MATL-002-999"
"469","HPR-08668-01","0","MATL-002-999"
"469","HPR-08689-01","0","MATL-002-999"
"469","HPR-08710-01","0","MATL-002-999"
"469","HPR-08712-01","0","MATL-002-999"
"469","HPR-08723-01","0","MATL-002-999"
"469","HPR-08725-01","0","MATL-002-999"
"469","HPR-08727-01","0","MATL-002-999"
"469","HPR-08734-01","0","MATL-002-999"
"469","HPR-08734-02","0","MATL-002-999"
"469","HPR-08752-01","0","MATL-002-999"
"469","HPR-08754-01","0","MATL-002-999"
"469","HPR-08756-01","0","MATL-002-999"
"469","HPR-08756-02","0","MATL-002-999"
"469","HPR-08769-01","0","MATL-002-999"
"469","HPR-08772-01","0","MATL-002-999"
"469","HPR-08793-01","0","MATL-002-999"
"469","HPR-08795-01","0","MATL-002-999"
"469","HPR-08800-01","0","MATL-002-999"
"469","HPR-08800-02","0","MATL-002-999"
"469","HPR-08812-01","0","MATL-002-999"
"469","HPR-08815-01","0","MATL-002-999"
"469","HPR-08834-01","0","MATL-002-999"
"469","HPR-08843-01","0","MATL-002-999"
"469","HPR-08853-01","0","MATL-002-999"
"469","HPR-08855-01","0","MATL-002-999"
"469","HPR-08861-01","0","MATL-002-999"
"469","HPR-08874-01","0","MATL-002-999"
"469","HPR-08881-03","0","MATL-002-999"
"469","HPR-08881-05","0","MATL-002-999"
"469","HPR-08882-01","0","MATL-002-999"
"469","HPR-08882-02","0","MATL-002-999"
"469","HPR-08882-03","0","MATL-002-999"
"469","HPR-08936-01","0","MATL-002-999"
"469","HPR-08937-01","0","MATL-002-999"
"469","HPR-08946-01","0","MATL-002-999"
"469","HPR-08961-01","0","MATL-002-999"
"469","HPR-08962-13","0","MATL-002-999"
"469","HPR-08967-01","0","MATL-002-999"
"469","HPR-08967-02","0","MATL-002-999"
"469","HPR-08973-27","0","MATL-002-999"
"469","HPR-08974-01","0","MATL-002-999"
"469","HPR-08974-02","0","MATL-002-999"
"469","HPR-08974-03","0","MATL-002-999"
"469","HPR-08974-04","0","MATL-002-999"
"469","HPR-08994-01","0","MATL-002-999"
"469","HPR-08995-01","0","MATL-002-999"
"469","HPR-08996-01","0","MATL-002-999"
"469","HPR-09008-01","0","MATL-002-999"
"469","HPR-09013-01","0","MATL-002-999"
"469","HPR-09014-01","0","MATL-002-999"
"469","HPR-09026-01","0","MATL-002-999"
"469","HPR-09029-01","0","MATL-002-999"
"469","HPR-09030-01","0","MATL-002-999"
"469","HPR-09042-01","0","MATL-002-999"
"469","HPR-09051-01","0","MATL-002-999"
"469","HPR-09055-01","0","MATL-002-999"
"469","HPR-09056-01","0","MATL-002-999"
"469","HPR-09058-02","0","MATL-002-999"
"469","HPR-09059-01","0","MATL-002-999"
"469","HPR-09059-02","0","MATL-002-999"
"469","HPR-09061-01","0","MATL-002-999"
"469","HPR-09062-01","0","MATL-002-999"
"469","HPR-09063-01","0","MATL-002-999"
"469","HPR-09068-01","0","MATL-002-999"
"469","HPR-09068-02","0","MATL-002-999"
"469","HPR-09076-01","0","MATL-002-999"
"469","HPR-09077-01","0","MATL-002-999"
"469","HPR-09077-02","0","MATL-002-999"
"469","HPR-09078-01","0","MATL-002-999"
"469","HPR-09082-01","0","MATL-002-999"
"469","HPR-09084-01","0","MATL-002-999"
"469","HPR-09087-01","0","MATL-002-999"
"469","HPR-09090-01","0","MATL-002-999"
"469","HPR-09100-02","0","MATL-002-999"
"469","HPR-09100-03","0","MATL-002-999"
"469","HPR-09104-03","0","MATL-002-999"
"469","HPR-09104-04","0","MATL-002-999"
"469","HPR-09110-01","0","MATL-002-999"
"469","HPR-09115-01","0","MATL-002-999"
"469","HPR-09118-01","0","MATL-002-999"
"469","HPR-09119-01","0","MATL-002-999"
"469","HPR-09120-01","0","MATL-002-999"
"469","HPR-09131-01","0","MATL-002-999"
"469","HPR-09133-01","0","MATL-002-999"
"469","HPR-09135-01","0","MATL-002-999"
"469","HPR-09174-01","0","MATL-002-999"
"469","HPR-09177-01","0","MATL-002-999"
"469","HPR-09178-01","0","MATL-002-999"
"469","HPR-09182-01","0","MATL-002-999"
"469","HPR-09183-01","0","MATL-002-999"
"469","HPR-09184-01","0","MATL-002-999"
"469","HPR-09184-02","0","MATL-002-999"
"469","HPR-09187-01","0","MATL-002-999"
"469","HPR-09191-01","0","MATL-002-999"
"469","HPR-09191-P01","0","MATL-002-999"
"469","HPR-09191-P02","0","MATL-002-999"
"469","HPR-09192-01","0","MATL-002-999"
"469","HPR-09199-01","0","MATL-002-999"
"469","HPR-09202-01","0","MATL-002-999"
"469","HPR-09202-02","0","MATL-002-999"
"469","HPR-09205-01","0","MATL-002-999"
"469","HPR-09213-01","0","MATL-002-999"
"469","HPR-09215-01","0","MATL-002-999"
"469","HPR-09215-02","0","MATL-002-999"
"469","HPR-09216-01","0","MATL-002-999"
"469","HPR-09235-01","0","MATL-002-999"
"469","HPR-09240-01","0","MATL-002-999"
"469","HPR-09244-01","0","MATL-002-999"
"469","HPR-09252-01","0","MATL-002-999"
"469","HPR-09255-01","0","MATL-002-999"
"469","HPR-09255-02","0","MATL-002-999"
"469","HPR-09259-01","0","MATL-002-999"
"469","HPR-09264-01","0","MATL-002-999"
"469","HPR-09274-01","0","MATL-002-999"
"469","HPR-09274-02","0","MATL-002-999"
"469","HPR-09274-03","0","MATL-002-999"
"469","HPR-09274-04","0","MATL-002-999"
"469","HPR-09280-01","0","MATL-002-999"
"469","HPR-09280-02","0","MATL-002-999"
"469","HPR-09283-01","0","MATL-002-999"
"469","HPR-09292-01","0","MATL-002-999"
"469","HPR-09299-01","0","MATL-002-999"
"469","HPR-09300-01","0","MATL-002-999"
"469","HPR-09300-02","0","MATL-002-999"
"469","HPR-09300-03","0","MATL-002-999"
"469","HPR-09300-04","0","MATL-002-999"
"469","HPR-09300-05","0","MATL-002-999"
"469","HPR-09300-06","0","MATL-002-999"
"469","HPR-09306-01","0","MATL-002-999"
"469","HPR-09307-01","0","MATL-002-999"
"469","HPR-09309-01","0","MATL-002-999"
"469","HPR-09309-02","0","MATL-002-999"
"469","HPR-09311-01","0","MATL-002-999"
"469","HPR-09311-02","0","MATL-002-999"
"469","HPR-09316-01","0","MATL-002-999"
"469","HPR-09316-02","0","MATL-002-999"
"469","HPR-09316-03","0","MATL-002-999"
"469","HPR-09319-01","0","MATL-002-999"
"469","HPR-09325-01","0","MATL-002-999"
"469","HPR-09329-01","0","MATL-002-999"
"469","HPR-09370-01","0","MATL-002-999"
"469","HPR-09376-01","0","MATL-002-999"
"469","HPR-09385-01","0","MATL-002-999"
"469","HPR-09387-01","0","MATL-002-999"
"469","HPR-09405-01","0","MATL-002-999"
"469","HPR-09417-01","0","MATL-002-999"
"469","HPR-09428-01","0","MATL-002-999"
"469","HPR-09434-01","0","MATL-002-999"
"469","HPR-09438-01","0","MATL-002-999"
"469","HPR-09439-01","0","MATL-002-999"
"469","HPR-09439-02","0","MATL-002-999"
"469","HPR-09440-01","0","MATL-002-999"
"469","HPR-09442-01","0","MATL-002-999"
"469","HPR-09449-01","0","MATL-002-999"
"469","HPR-09454-01","0","MATL-002-999"
"469","HPR-09454-02","0","MATL-002-999"
"469","HPR-09462-01","0","MATL-002-999"
"469","HPR-09468-01","0","MATL-002-999"
"469","HPR-09468-02","0","MATL-002-999"
"469","HPR-09476-01","0","MATL-002-999"
"469","HPR-09477-01","0","MATL-002-999"
"469","HPR-09478-01","0","MATL-002-999"
"469","HPR-09478-02","0","MATL-002-999"
"469","HPR-09478-03","0","MATL-002-999"
"469","HPR-09486-01","0","MATL-002-999"
"469","HPR-09486-04","0","MATL-002-999"
"469","HPR-09486-05","0","MATL-002-999"
"469","HPR-09488-01","0","MATL-002-999"
"469","HPR-09503-01","0","MATL-002-999"
"469","HPR-09513-01","0","MATL-002-999"
"469","HPR-09526-01","0","MATL-002-999"
"469","HPR-09530-01","0","MATL-002-999"
"469","HPR-09534-01","0","MATL-002-999"
"469","HPR-09543-01","0","MATL-002-999"
"469","HPR-09543-02","0","MATL-002-999"
"469","HPR-09544-02","0","MATL-002-999"
"469","HPR-09551-01","0","MATL-002-999"
"469","HPR-09551-02","0","MATL-002-999"
"469","HPR-09551-03","0","MATL-002-999"
"469","HPR-09553-01","0","MATL-002-999"
"469","HPR-09556-01","0","MATL-002-999"
"469","HPR-09556-02","0","MATL-002-999"
"469","HPR-09556-03","0","MATL-002-999"
"469","HPR-09556-04","0","MATL-002-999"
"469","HPR-09559-01","0","MATL-002-999"
"469","HPR-09580-01","0","MATL-002-999"
"469","HPR-09591-01","0","MATL-002-999"
"469","HPR-09602-01","0","MATL-002-999"
"469","HPR-09602-02","0","MATL-002-999"
"469","HPR-09624-01","0","MATL-002-999"
"469","HPR-09624-02","0","MATL-002-999"
"469","HPR-09627-01","0","MATL-002-999"
"469","HPR-09643-01","0","MATL-002-999"
"469","HPR-09643-02","0","MATL-002-999"
"469","HPR-09643-03","0","MATL-002-999"
"469","HPR-09649-01","0","MATL-002-999"
"469","HPR-09655-01","0","MATL-002-999"
"469","HPR-09657-01","0","MATL-002-999"
"469","HPR-09693-01","0","MATL-002-999"
"469","HPR-09694-01","0","MATL-002-999"
"469","HPR-09719-01","0","MATL-002-999"
"469","HPR-09719-02","0","MATL-002-999"
"469","HPR-09719-03","0","MATL-002-999"
"469","HPR-09719-04","0","MATL-002-999"
"469","HPR-09719-05","0","MATL-002-999"
"469","HPR-09719-06","0","MATL-002-999"
"469","HPR-09719-07","0","MATL-002-999"
"469","HPR-09719-08","0","MATL-002-999"
"469","HPR-09719-09","0","MATL-002-999"
"469","HPR-09719-10","0","MATL-002-999"
"469","HPR-09719-11","0","MATL-002-999"
"469","HPR-09719-12","0","MATL-002-999"
"469","HPR-09719-13","0","MATL-002-999"
"469","HPR-09719-14","0","MATL-002-999"
"469","HPR-09719-15","0","MATL-002-999"
"469","HPR-09719-16","0","MATL-002-999"
"469","HPR-09719-17","0","MATL-002-999"
"469","HPR-09719-18","0","MATL-002-999"
"469","HPR-09719-19","0","MATL-002-999"
"469","HPR-09719-20","0","MATL-002-999"
"469","HPR-09719-21","0","MATL-002-999"
"469","HPR-09719-22","0","MATL-002-999"
"469","HPR-09719-23","0","MATL-002-999"
"469","HPR-09719-24","0","MATL-002-999"
"469","HPR-09719-25","0","MATL-002-999"
"469","HPR-09719-26","0","MATL-002-999"
"469","HPR-09719-27","0","MATL-002-999"
"469","HPR-09719-29","0","MATL-002-999"
"469","HPR-09722-01","0","MATL-002-999"
"469","HPR-09722-02","0","MATL-002-999"
"469","HPR-09723-01","0","MATL-002-999"
"469","HPR-09723-02","0","MATL-002-999"
"469","HPR-09723-03","0","MATL-002-999"
"469","HPR-09723-04","0","MATL-002-999"
"469","HPR-09723-05","0","MATL-002-999"
"469","HPR-09725-01","0","MATL-002-999"
"469","HPR-09737-01","0","MATL-002-999"
"469","HPR-09745-01","0","MATL-002-999"
"469","HPR-09765-01","0","MATL-002-999"
"469","HPR-09767-01","0","MATL-002-999"
"469","HPR-09775-01","0","MATL-002-999"
"469","HPR-09777-01","0","MATL-002-999"
"469","HPR-09780-01","0","MATL-002-999"
"469","HPR-09782-01","0","MATL-002-999"
"469","HPR-09807-01","0","MATL-002-999"
"469","HPR-09824-01","0","MATL-002-999"
"469","HPR-09830-01","0","MATL-002-999"
"469","HPR-09840-01","0","MATL-002-999"
"469","HPR-09850-01","0","MATL-002-999"
"469","HPR-09874-01","0","MATL-002-999"
"469","HPR-09875-02","0","MATL-002-999"
"469","HPR-09880-01","0","MATL-002-999"
"469","HPR-09901-01","0","MATL-002-999"
"469","HPR-09908-01","0","MATL-002-999"
"469","HPR-09911-01","0","MATL-002-999"
"469","HPR-09917-01","0","MATL-002-999"
"469","HPR-09922-01","0","MATL-002-999"
"469","HPR-09925-01","0","MATL-002-999"
"469","HPR-09941-01","0","MATL-002-999"
"469","HPR-09941-02","0","MATL-002-999"
"469","HPR-09946-01","0","MATL-002-999"
"469","HPR-09946-02","0","MATL-002-999"
"469","HPR-09953-01","0","MATL-002-999"
"469","HPR-09989-01","0","MATL-002-999"
"469","HPR-09989-02","0","MATL-002-999"
"469","HPR-09989-03","0","MATL-002-999"
"469","HPR-09989-04","0","MATL-002-999"
"469","HPR-09989-05","0","MATL-002-999"
"469","HPR-09991-01","0","MATL-002-999"
"469","HPR-155-01","0","MATL-002-999"
"469","","0","MATL-007-999"
"469","","0","MATL-008-999"
"469","","0","MATL-017-999"
"469","017-00-00080","0","MATL-017-999"
"469","017-01-00007","0","MATL-017-999"
"469","017-01-00008","0","MATL-017-999"
"469","017-01-00009","0","MATL-017-999"
"469","017-01-00501","0","MATL-017-999"
"469","017-01-00502","0","MATL-017-999"
"469","017-01-00503","0","MATL-017-999"
"469","017-01-FB001","0","MATL-017-999"
"469","017-01-PH001","0","MATL-017-999"
"469","7535938","0","MATL-017-999"
"469","7535939","0","MATL-017-999"
"469","7535940","0","MATL-017-999"
"469","7535941","0","MATL-017-999"
"469","","0","MATL-034-999"
"469","041-01-00004","0","MATL-041-001"
"469","042-01-00002","0","MATL-042-001"
"469","","0","MATL-042-999"
"469","042-00-00002","0","MATL-042-999"
"469","042-01-00061","0","MATL-042-999"
"469","073-01-00002","-2.68","MATL-073-001"
"469","075-01-00001","0","MATL-073-002"
"469","075-01-00002","0","MATL-073-002"
"469","073-99-00001","0","MATL-073-999"
"469","1000","0","MATL-073-999"
"469","086-01-00003","0","MATL-086-001"
"469","086-09-00002","0","MATL-086-001"
"469","086-09-00005","0","MATL-086-001"
"469","086-09-00006","0","MATL-086-001"
"469","086-09-00007","-2400","MATL-086-001"
"469","086-09-00009","0","MATL-086-001"
"469","086-09-00010","0","MATL-086-001"
"469","086-09-00011","0","MATL-086-001"
"469","086-01-00004","0","MATL-086-002"
"469","086-09-00003","0","MATL-086-002"
"469","086-01-00005","0","MATL-086-003"
"469","086-01-00010","0","MATL-086-006"
"469","086-09-00008","-1800","MATL-086-006"
"469","086-01-00012","0","MATL-086-007"
"469","086-09-00001","0","MATL-086-007"
"469","086-01-00006","0","MATL-086-008"
"469","086-01-00011","0","MATL-086-010"
"469","086-01-00013","0","MATL-086-011"
"469","086-09-00004","0","MATL-086-011"
"469","086-01-00015","0","MATL-086-012"
"469","086-01-00016","0","MATL-086-013"
"469","086-01-00018","0","MATL-086-015"
"469","086-01-00021","0","MATL-086-016"
"469","","0","MATL-086-999"
"469","MRO-611","0","MATL-086-999"
"469","","0","MATL-088-999"
"469","089-241-01-00001","0","MATL-089-001"
"469","089-233-01-00001","0","MATL-089-002"
"469","089-234-01-00001","0","MATL-089-003"
"469","089-311-01-00001","0","MATL-089-004"
"469","089-247-01-00001","0","MATL-089-005"
"469","089-167-01-00004","0","MATL-089-006"
"469","089-573-01-00002","0","MATL-089-006"
"469","089-514-01-00001","0","MATL-089-008"
"469","089-439-01-00001","0","MATL-089-009"
"469","089-436-01-00001","0","MATL-089-011"
"469","089-531-01-00001","0","MATL-089-012"
"469","089-633-01-00001","0","MATL-089-013"
"469","","0","MATL-089-999"
"469","092-01-00001","0","MATL-092-001"
"469","092-01-00002","0","MATL-092-001"
"469","092-01-00007","0","MATL-092-002"
"469","","0","MATL-092-999"
"469","","0","MATL-094-999"
"469","","0","MATL-095-999"
"469","","0","MATL-097-999"
"469","","0","MATL-101-999"
"469","","0","MATL-102-999"
"469","","0","MATL-104-999"
"469","11-01E040Y40","0","MATL-110-001"
"469","11-01E050Y40","0","MATL-110-001"
"469","11-01E060Y40","0","MATL-110-001"
"469","11-01E080Y40","0","MATL-110-001"
"469","11-01E090Y40","0","MATL-110-001"
"469","11-10M560T40","0","MATL-110-001"
"469","11-12E030G08","0","MATL-110-001"
"469","11-12E040G08","0","MATL-110-001"
"469","11-12E040T20","0","MATL-110-001"
"469","11-12E060G08","0","MATL-110-001"
"469","11-12E080G08","0","MATL-110-001"
"469","11-13E012T20","0","MATL-110-001"
"469","11-13E030G08","0","MATL-110-001"
"469","11-13E070T10","0","MATL-110-001"
"469","11-13E070T40","0","MATL-110-001"
"469","11-13E120T20","0","MATL-110-001"
"469","11-13E140T40","0","MATL-110-001"
"469","11-13E220K10","0","MATL-110-001"
"469","11-13E400T12","-3837.09","MATL-110-001"
"469","11-13M040T40","-6379.8","MATL-110-001"
"469","11-13M050T40","-8445.5","MATL-110-001"
"469","11-13M055T40","0","MATL-110-001"
"469","11-13M060T40","-1447.8","MATL-110-001"
"469","11-13M065T40","0","MATL-110-001"
"469","11-13M070T40","0","MATL-110-001"
"469","11-13M075T40","-3542.56","MATL-110-001"
"469","11-13M080T40","0","MATL-110-001"
"469","11-13M085T40","-1963.59","MATL-110-001"
"469","11-13M100T40","-11100.35","MATL-110-001"
"469","11-13M110T40","0","MATL-110-001"
"469","11-13M120T40","-5328.16","MATL-110-001"
"469","11-13M125T40","-2774.98","MATL-110-001"
"469","11-13M130T40","0","MATL-110-001"
"469","11-13M140T40","0","MATL-110-001"
"469","11-13M145T40","-7743.48","MATL-110-001"
"469","11-13M150T40","-8010.24","MATL-110-001"
"469","11-13M155T40","-8325.9","MATL-110-001"
"469","11-13M160T40","0","MATL-110-001"
"469","11-13M170T40","0","MATL-110-001"
"469","11-13M200T40","0","MATL-110-001"
"469","11-13M230T40","-9916.06","MATL-110-001"
"469","11-13M250T40","0","MATL-110-001"
"469","11-13M320T40","0","MATL-110-001"
"469","11-13M360T40","0","MATL-110-001"
"469","11-13M410T40","0","MATL-110-001"
"469","11-13M500T40","-10325.58","MATL-110-001"
"469","11-14M050T40","-8872.54","MATL-110-001"
"469","11-14M055T40","-4872.83","MATL-110-001"
"469","11-14M060T40","0","MATL-110-001"
"469","11-14M065T40","0","MATL-110-001"
"469","11-14M070T40","-5932.49","MATL-110-001"
"469","11-14M075T40","0","MATL-110-001"
"469","11-14M080T40","-13475.78","MATL-110-001"
"469","11-14M085T40","0","MATL-110-001"
"469","11-14M090T40","0","MATL-110-001"
"469","11-14M095T40","-8001.24","MATL-110-001"
"469","11-14M100T40","-8059.64","MATL-110-001"
"469","11-14M110T40","0","MATL-110-001"
"469","11-14M115T40","0","MATL-110-001"
"469","11-14M120T40","0","MATL-110-001"
"469","11-14M125T40","0","MATL-110-001"
"469","11-14M130T40","0","MATL-110-001"
"469","11-14M135T40","0","MATL-110-001"
"469","11-14M140T40","-23251.28","MATL-110-001"
"469","11-14M145T40","-12040.44","MATL-110-001"
"469","11-14M150T40","0","MATL-110-001"
"469","11-14M160T40","0","MATL-110-001"
"469","11-14M165T40","0","MATL-110-001"
"469","11-14M170T40","0","MATL-110-001"
"469","11-14M200T40","0","MATL-110-001"
"469","11-14M210T40","0","MATL-110-001"
"469","11-14M250T40","0","MATL-110-001"
"469","11-14M317T40","0","MATL-110-001"
"469","11-15M048T40","0","MATL-110-001"
"469","11-15M055T40","0","MATL-110-001"
"469","11-15M060T40","0","MATL-110-001"
"469","11-15M065T40","0","MATL-110-001"
"469","11-15M070T40","0","MATL-110-001"
"469","11-15M075T40","0","MATL-110-001"
"469","11-15M080T40","0","MATL-110-001"
"469","11-15M085T40","0","MATL-110-001"
"469","11-15M090T40","0","MATL-110-001"
"469","11-15M095T40","0","MATL-110-001"
"469","11-15M100T40","0","MATL-110-001"
"469","11-15M120T40","0","MATL-110-001"
"469","11-15M125T40","0","MATL-110-001"
"469","11-15M145T40","0","MATL-110-001"
"469","11-15M150T40","0","MATL-110-001"
"469","11-15M200T40","0","MATL-110-001"
"469","11-22E020K20","0","MATL-110-001"
"469","110-00-00095","0","MATL-110-001"
"469","110-00-00096","0","MATL-110-001"
"469","110-00-0S243","0","MATL-110-001"
"469","110-00-EH45X","0","MATL-110-001"
"469","D1SD1-00-D04-X01","0","MATL-110-001"
"469","D1SD1-00-D05-X01","0","MATL-110-001"
"469","DP-13M050G06","0","MATL-110-001"
"469","DP-13M065T06","0","MATL-110-001"
"469","DP-13M075D18","0","MATL-110-001"
"469","DP-13M110T30","0","MATL-110-001"
"469","DP-13M120P09","0","MATL-110-001"
"469","DP-13M150T32","0","MATL-110-001"
"469","DP-42E080B04","0","MATL-110-001"
"469","15-16M0600440","0","MATL-110-002"
"469","15-16M0800640","0","MATL-110-002"
"469","15-16M1000940","0","MATL-110-002"
"469","15-16M1201140","-3610.8","MATL-110-002"
"469","15-16W0602120","0","MATL-110-002"
"469","15-16W0802140","-575.4","MATL-110-002"
"469","15-16W1201440","-3836","MATL-110-002"
"469","15-16W1201640","-4603.2","MATL-110-002"
"469","15-16W1202240","-12056","MATL-110-002"
"469","15-16W1202640","0","MATL-110-002"
"469","15-16W1402240","-1205.6","MATL-110-002"
"469","15-16W1402640","0","MATL-110-002"
"469","15-16W1803540","0","MATL-110-002"
"469","11-90E050G10","0","MATL-110-004"
"469","11-90E060C04","0","MATL-110-004"
"469","11-90E120C04","0","MATL-110-004"
"469","11-95E010G17","0","MATL-110-004"
"469","11-95M070D07","0","MATL-110-004"
"469","11-95M125K05","0","MATL-110-004"
"469","110-01-01670","0","MATL-110-005"
"469","110-01-E2LB1","0","MATL-110-005"
"469","110-01-S1US1","0","MATL-110-005"
"469","110-01-S3LE2","0","MATL-110-005"
"469","150-01-D3TD1","0","MATL-110-005"
"469","11-42E030N12","0","MATL-110-006"
"469","11-42E030T10","0","MATL-110-006"
"469","11-42E040T20","0","MATL-110-006"
"469","11-42E050N10","0","MATL-110-006"
"469","11-42E080G04","0","MATL-110-006"
"469","11-42E160G04","0","MATL-110-006"
"469","11-43E040A01","0","MATL-110-006"
"469","11-43E080A01","0","MATL-110-006"
"469","110-01-0100A","0","MATL-110-006"
"469","251-06-00S01","0","MATL-110-006"
"469","110-01-01671","0","MATL-110-007"
"469","110-01-08632","0","MATL-110-007"
"469","110-01-A1L00","0","MATL-110-007"
"469","110-01-A2LB1","0","MATL-110-007"
"469","110-01-E2LS1","0","MATL-110-007"
"469","110-01-E2LS2","0","MATL-110-007"
"469","110-01-S0000","0","MATL-110-007"
"469","110-01-S2LE1","0","MATL-110-007"
"469","","0","MATL-110-999"
"469","04-10-902-101","0","MATL-110-999"
"469","04-11-800-206","0","MATL-110-999"
"469","04-167-06-000S7","0","MATL-110-999"
"469","04-180-23-3001C","0","MATL-110-999"
"469","04-180-23-3001D","0","MATL-110-999"
"469","04-180-23-3001E","0","MATL-110-999"
"469","04-180-23-3001F","0","MATL-110-999"
"469","04-180-23-3001G","0","MATL-110-999"
"469","04-180-24-4001D","0","MATL-110-999"
"469","04-20-622-238","0","MATL-110-999"
"469","04-20-622-293","0","MATL-110-999"
"469","04-251-06-FG163","0","MATL-110-999"
"469","04-251-06-FG164","0","MATL-110-999"
"469","04-259-05-0404A","0","MATL-110-999"
"469","04-259-07-00150","0","MATL-110-999"
"469","04-259-07-00152","0","MATL-110-999"
"469","04-259-07-00800","0","MATL-110-999"
"469","04-321-01-F0001","0","MATL-110-999"
"469","04-321-01-F0003","0","MATL-110-999"
"469","04-321-01-F0004","0","MATL-110-999"
"469","04-321-01-F0009","0","MATL-110-999"
"469","04-321-01-F0010","0","MATL-110-999"
"469","04-321-01-F0011","0","MATL-110-999"
"469","04-321-01-F0012","0","MATL-110-999"
"469","04-321-01-F0013","0","MATL-110-999"
"469","04-321-01-F0022","0","MATL-110-999"
"469","04-321-01-F0026","0","MATL-110-999"
"469","04-321-01-F0028","0","MATL-110-999"
"469","04-321-01-F0126","0","MATL-110-999"
"469","04-321-01-F0145","0","MATL-110-999"
"469","04-321-01-F0293","0","MATL-110-999"
"469","04-321-01-F0336","0","MATL-110-999"
"469","04-321-01-F0339","0","MATL-110-999"
"469","04-321-01-F0340","0","MATL-110-999"
"469","04-321-01-F0350","0","MATL-110-999"
"469","04-321-01-F0357","0","MATL-110-999"
"469","04-321-01-F0397","0","MATL-110-999"
"469","04-321-01-F0467","0","MATL-110-999"
"469","04-321-01-F0633","0","MATL-110-999"
"469","04-321-01-F0703","0","MATL-110-999"
"469","04-321-01-F0704","0","MATL-110-999"
"469","04-321-01-F0710","0","MATL-110-999"
"469","04-321-01-F0711","0","MATL-110-999"
"469","04-321-01-F0712","0","MATL-110-999"
"469","04-321-01-F0722","0","MATL-110-999"
"469","04-321-01-F0728","0","MATL-110-999"
"469","04-321-01-F0733","0","MATL-110-999"
"469","04-321-01-F0754","0","MATL-110-999"
"469","04-321-01-F0764","0","MATL-110-999"
"469","04-321-01-F0765","0","MATL-110-999"
"469","04-321-01-F0779","0","MATL-110-999"
"469","04-321-01-F0785","0","MATL-110-999"
"469","04-321-01-F0786","0","MATL-110-999"
"469","04-321-01-F0852","0","MATL-110-999"
"469","04-321-01-F0854","0","MATL-110-999"
"469","04-321-01-F0857","0","MATL-110-999"
"469","04-321-01-F0862","0","MATL-110-999"
"469","04-321-01-F0882","0","MATL-110-999"
"469","04-321-01-F0904","0","MATL-110-999"
"469","04-321-01-F0991","0","MATL-110-999"
"469","04-321-01-F1031","0","MATL-110-999"
"469","04-321-01-F1077","0","MATL-110-999"
"469","04-321-01-F1162","0","MATL-110-999"
"469","04-321-01-F1197","0","MATL-110-999"
"469","04-321-01-F1221","0","MATL-110-999"
"469","04-321-01-F1353","0","MATL-110-999"
"469","04-321-01-F1393","0","MATL-110-999"
"469","04-321-01-F1398","0","MATL-110-999"
"469","04-321-01-F1399","0","MATL-110-999"
"469","04-321-01-F1434","0","MATL-110-999"
"469","04-321-01-F1435","0","MATL-110-999"
"469","04-321-01-F1441","0","MATL-110-999"
"469","04-321-01-F1445","0","MATL-110-999"
"469","04-321-01-F1450","0","MATL-110-999"
"469","04-321-01-F1451","0","MATL-110-999"
"469","04-321-01-F1499","0","MATL-110-999"
"469","04-321-01-F1501","0","MATL-110-999"
"469","04-321-01-F1527","0","MATL-110-999"
"469","04-321-01-F1538","0","MATL-110-999"
"469","04-321-01-F1569","0","MATL-110-999"
"469","04-321-01-F1570","0","MATL-110-999"
"469","04-321-01-F1571","0","MATL-110-999"
"469","04-321-01-F1618","0","MATL-110-999"
"469","04-321-01-F1619","0","MATL-110-999"
