"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","","","","","","","","",""
"485","234","234-01-00001-898","O-RING               ","O-RING    ","                  ","   ","104945","970182","73","0","2","0","2","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-899","VALVE AND TUBE ASSY  ","ASSEMBLY  ","VALVE             ","   ","104945","970182","74","0","2","0","2","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8A0","COLLAR               ","COLLAR    ","                  ","   ","104945","970182","75","0","4","0","4","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8A1","COLLAR               ","      ","COLLAR","   ","           ","   ","  ","   ","104945","970182","76","   ","03/13/2017","       ","4","       ","0","       ","4","     ","0","1/5/2018","8","         ","    ","       "
"485","234","234-01-00001-8A2","SCREW                ","SCREW     ","                  ","   ","104945","970182","77","0","216","0","216","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8A3","SCREW                ","SCREW     ","                  ","   ","104945","970182","78","0","10","0","10","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8J4","TUBE 0.38 OD X 0.31  ","TUBE      ","                  ","   ","104945","970182","79","0","16","0","16","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8K0","WASHER               ","WASHER    ","                  ","   ","104945","970182","80","0","2","0","2","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8K1","SCREW                ","SCREW     ","                  ","   ","104945","970182","81","0","2","0","2","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8K2","GROUND STRAP         ","STRAP     ","GROUND            ","   ","104945","970182","82","0","2","0","2","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8K3","GROUND STRAP         ","STRAP     ","GROUND            ","   ","104945","970182","83","0","2","0","2","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8K4","SCREW                ","SCREW     ","                  ","   ","104945","970182","84","0","4","0","4","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8K5","WASHER               ","WASHER    ","                  ","   ","104945","970182","85","0","4","0","4","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8K6","MOUNTING PLATE       ","PLATE     ","MOUNTING          ","   ","104945","970182","86","0","8","0","8","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8K7","SCREW                ","SCREW     ","                  ","   ","104945","970182","87","0","32","0","32","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8K8","BOLT                 ","BOLT      ","                  ","   ","104945","970182","88","0","32","0","32","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8K9","WASHER, FLAT         ","WASHER    ","FLAT              ","   ","104945","970182","89","0","32","0","32","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8L0","WASHER, SPLIT LOCK   ","WASHER    ","                  ","   ","104945","970182","90","0","32","0","32","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8L1","VIBRATION ISOLATOR   ","ISOLATOR  ","                  ","   ","104945","970182","91","0","8","0","8","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8L2","LIFTING EYE          ","LIFTING EY","                  ","   ","104945","970182","92","0","4","0","4","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8L3","PIPE SPOOL           ","SPOOL     ","PIPE              ","   ","104945","970182","93","0","2","0","2","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8L4","PIPE SPOOL           ","SPOOL     ","PIPE              ","   ","104945","970182","94","0","2","0","2","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8L5","PIPE SPOOL           ","SPOOL     ","PIPE              ","   ","104945","970182","95","0","2","0","2","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8L6","PREFORATED SHEET     ","SHEET     ","                  ","   ","104945","970182","96","0","4","0","4","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8L7","COLLAR               ","COLLAR    ","                  ","   ","104945","970182","97","0","4","0","4","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8L8","PIPE SPOOL           ","SPOOL     ","PIPE              ","   ","104945","970182","98","0","2","0","2","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8L9","PIPE SPOOL           ","SPOOL     ","PIPE              ","   ","104945","970182","99","0","2","0","2","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8M0","PERFORATED SHEET     ","SHEET     ","                  ","   ","104945","970182","100","0","4","0","4","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8M1","COLLAR               ","COLLAR    ","                  ","   ","104945","970182","101","0","4","0","4","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8M2","SCREW                ","SCREW     ","                  ","   ","104945","970182","102","0","32","0","32","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8N0","CLAMP BAR, CORNER, F ","BAR       ","CLAMP             ","   ","104945","970182","103","0","16","0","16","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8N1","CLAMP SPLICE WASHERS ","WASHER    ","CLAMP             ","   ","104945","970182","104","0","40","0","40","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8N2","CLAMP SPLICE CLIPS,  ","CLIP      ","CLAMP             ","   ","104945","970182","105","0","40","0","40","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8N3","CLAMP BAR STRAIGHT,  ","BAR       ","CLAMP             ","   ","104945","970182","106","0","24","0","24","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8N4","CLAMP BARS, FOR ASSY ","BAR       ","CLAMP             ","   ","104945","970182","107","0","24","0","24","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8N5","ID TAG, FOR ASSY W/F ","TAG       ","IDENTIFICATION    ","   ","104945","970182","108","0","4","0","4","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8N6","CLAMP SPLICE CLIP, F ","CLIP      ","CLAMP             ","   ","104945","970182","109","0","24","0","24","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8N7","CLAMP SPLICE WASHER, ","WASHER    ","CLAMP             ","   ","104945","970182","110","0","24","0","24","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8N8","CLAMP BARS           ","          ","                  ","   ","104945","970182","111","0","24","0","24","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8N9","ID TAG               ","          ","                  ","   ","104945","970182","112","0","4","0","4","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8P0","CLAMP SPLICE CLIP    ","          ","                  ","   ","104945","970182","113","0","24","0","24","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-8P1","CLAMP SPLICE WASHER  ","          ","                  ","   ","104945","970182","114","0","24","0","24","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104945","970182","115","0","1","0","1","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-000A1-L07","REPORT, SHIPBOARD TE ","REPORT    ","SHIPBOARD TEST    ","   ","104945","970182","116","0","1","0","1","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-000A1-L20","SUPPORT, VENDOR      ","SUPPORT   ","VENDOR            ","   ","104945","970182","117","0","1","0","1","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-000A1-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","104945","970182","118","0","1","0","1","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-004H1-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","104945","970182","119","0","1","0","1","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-101","LIFTING PAD, MT 30   ","PAD       ","LIFTING           ","NRE","104945","970182","5","0","4","0","4","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","234","234-01-00001-102","BOLTS, LIFTING PAD   ","BOLT      ","PAD               ","NRE","104945","970182","6","0","32","0","32","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"      ","    ","                ","                     ","          ","                  ","   ","      ","      ","    ","       NRE","Total :-      ","              ","0","","","","","","","","","","","","","","",""
"SWBS: ","234","GAS TURBINE     ","                     ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 234 :      413400.00","","","","","","","","","","","","","","","",""
"485","243","    243-01-00001","SHAFT, MAIN PROPULSI ","SHAFT     ","PROPULSION        ","   ","104945","970186","1","0","1","0","1","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","243","243-01-00001-801","BEARING ASSY, WATER  ","ASSEMBLY  ","BEARING           ","   ","104945","970186","2","0","8","0","8","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","243","243-01-00001-802","BEARING ASSY, WATER  ","ASSEMBLY  ","BEARING           ","   ","104945","970186","3","0","4","0","4","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","243","243-01-00001-803","BEARING ASSY, GEAR C ","ASSEMBLY  ","BEARING           ","   ","104945","970186","4","0","10","0","10","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","243","243-01-00001-805","BEARING ASSY, IMPELL ","ASSEMBLY  ","BEARING           ","   ","104945","970186","5","0","4","0","4","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","243","243-01-00001-806","RTD ASSY, WATER JET  ","ASSEMBLY  ","BEARING           ","   ","104945","970186","6","0","26","0","26","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","243","243-01-00001-807","FLEXIBLE ELEMENT     ","ELEMENT   ","FLEXIBLE          ","   ","104945","970186","7","0","1","0","1","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","243","243-01-00001-808","RTD ASSY, IMPELLER S ","ASSEMBLY  ","BEARING           ","   ","104945","970186","8","0","8","0","8","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","243","243-01-00001-809","SEAL ASSY, GEAR COUP ","ASSEMBLY  ","SEAL              ","   ","104945","970186","9","0","2","0","2","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","243","243-01-00001-810","SEAL ASSY, WATER JET ","ASSEMBLY  ","SEAL              ","   ","104945","970186","10","0","6","0","6","0","01/05/2018","8","         ","            ","","","","","","","","","",""
"485","243","243-01-00001-811","SEAL ASSY, IMPELLER  ","ASSEMBLY  ","SEAL              ","   ","104945","970186","11","0","2","0","2","0","01/05/2018","8","         ","            ","","","","","","","","","",""
