"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","","","","","","","","","","",""
"469","256","256-03-HA009-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","171","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA010-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","173","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA011-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","175","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA012-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","177","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA024-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","179","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA025-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","181","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA026-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","183","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA027-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","185","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA028-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","187","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA029-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","189","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA030-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","191","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA041-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","193","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA042-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","195","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA043-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","197","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA044-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","199","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA051-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","201","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA052-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","203","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA055-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","205","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA056-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","207","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA057-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","209","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA058-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","211","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA059-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","213","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA060-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","215","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-V0017-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","102519","521048","2","0","1","0","1","0","03/24/2013","1","         ","            ","","","","","","","","","","","",""
"469","256","256-01-V0032-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","102519","521048","4","0","1","0","1","0","03/24/2013","1","         ","            ","","","","","","","","","","","",""
"469","256","256-01-V031A-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","102519","521048","6","0","1","0","1","0","03/24/2013","1","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0002-800","SHIPPED LOOSE BALL V ","VALVE     ","BALL              ","   ","104396","521132","2","0","2","0","2","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0002-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","104396","521132","3","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0002-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104396","521132","4","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0002-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","104396","521132","5","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0004-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104396","521132","7","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0005-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","104396","521132","10","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0005-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104396","521132","11","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0005-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","104396","521132","12","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0006-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","104396","521132","16","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0006-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104396","521132","17","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0006-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","104396","521132","18","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0007-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","104396","521132","21","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0007-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104396","521132","22","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0007-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","104396","521132","23","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0008-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","104396","521132","26","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0008-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104396","521132","27","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0008-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","104396","521132","28","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0009-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","104396","521132","31","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0009-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104396","521132","32","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0009-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","104396","521132","33","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0010-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","104396","521132","37","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0010-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104396","521132","38","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0010-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","104396","521132","39","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0012-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104396","521132","41","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0013-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104396","521132","43","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0014-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104396","521132","45","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0017-800","SHIPPED LOOSE BAIL V ","VALVE     ","BALL              ","   ","104396","521132","47","0","2","1","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-S0017-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104396","521132","48","0","1","0","1","0","03/11/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","  A1L00-2561-015","A1L OUTSOURCED SPOOL ","          ","                  ","   ","106531","521164","128","385","1","0","1","385","07/22/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","  A1L00-2561-016","A1L OUTSOURCED SPOOL ","          ","                  ","   ","106531","521164","129","385","1","0","1","385","07/22/2013","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-HA023-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521692","2","0","1","0","1","0","03/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-V0036-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","102519","590619","84","0","5","5","2","0","01/17/2013","1","         ","            ","","","","","","","","","","","",""
"469","256","256-01-V673A-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","101589","591072","4","0","1","0","1","0","03/26/2014","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-V669A-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","100479","591602","2","0","1","0","1","0","08/01/2014","8","         ","            ","","","","","","","","","","","",""
"469","256","    256-01-F0001","FLOW METER, 1"" NPT E ","METER     ","FLOW              ","   ","1","841476","2","526","2","0","2","1052","04/01/2015","1","         ","            ","","","","","","","","","","","",""
"469","256","256-01-VPR01-800","SRVC, REWORK, VALVE  ","SERVICE   ","REWORK            ","   ","105002","930650","1","0","1","0","1","0","03/29/2017","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-H0001-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","950222","8","0","4","0","4","0","06/17/2016","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-H0002-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","950222","10","0","4","0","4","0","06/17/2016","8","         ","            ","","","","","","","","","","","",""
"469","256","256-03-H0003-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","950222","12","0","4","0","4","0","06/17/2016","8","         ","            ","","","","","","","","","","","",""
"469","256","256-01-V0046-L34","PROVISIONING TECH DO ","PROVISIONI","TECH DOC          ","NRE","105715","799045","2","0","1","0","1","0","09/06/2016","8","         ","            ","","","","","","","","","","","",""
"      ","    ","                ","                     ","          ","                  ","   ","      ","      ","    ","       NRE","Total :-      ","              ","0","","","","","","","","","","","","","","","","",""
"SWBS: ","256","256M - MACH SEA WATER","COOL SYS        ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 256 :        1822.00","","","","","","","","","","","","","","","","","",""
"469","259","259-05-00030-L26","CERTIFICATE, IDENTIC ","          ","                  ","   ","101611","590579","2","0","1","0","1","0","10/21/2012","8","         ","            ","","","","","","","","","","","",""
"469","259","259-01-V0738-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104261","591282","4","0","1","0","1","0","04/03/2014","8","         ","            ","","","","","","","","","","","",""
"469","259","259-01-V0738-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104261","591328","2","0","1","0","1","0","05/01/2014","8","         ","            ","","","","","","","","","","","",""
"469","259","259-07-00008-L26","CERTIFICATE, IDENTIC ","          ","                  ","   ","57497","606296","2","0","1","0","1","0","08/21/2013","8","         ","            ","","","","","","","","","","","",""
"469","259","259-07-00008-L50","CERTIFICATES, CONSTR ","          ","                  ","   ","57497","606296","3","0","1","0","1","0","08/21/2013","8","         ","            ","","","","","","","","","","","",""
"469","259","259-07-00009-L26","CERTIFICATE, IDENTIC ","          ","                  ","   ","57497","606296","5","0","1","0","1","0","08/21/2013","8","         ","            ","","","","","","","","","","","",""
"469","259","259-07-00009-L50","CERTIFICATES, CONSTR ","          ","                  ","   ","57497","606296","6","0","1","0","1","0","08/21/2013","8","         ","            ","","","","","","","","","","","",""
"469","259","    259-05-01000","SSDG EXHAUST SYSTEM  ","SERVICE   ","INSTALLATION      ","   ","100189","621297","5","65000","1","0.87","0.13","8450","06/30/2015","8","         ","            ","","","","","","","","","","","",""
"469","259","    259-06-00999","COMBUSTION EXHAUST D ","DUCTWORK  ","EXHAUST           ","   ","100189","652305","1","0","1","0","1","0","01/24/2014","8","         ","            ","","","","","","","","","","","",""
"469","259","259-06-00999-L23","RELEASE FOR MANUFACT ","RELEASE FO","                  ","   ","100189","652305","10","0","1","0","1","0","01/24/2014","8","         ","            ","","","","","","","","","","","",""
"469","259","259-06-00999-L47","GOVERNMENT INSPECTIO ","INSPECTION","GOVERNMENT        ","   ","100189","652305","11","0","1","0","1","0","01/24/2014","8","         ","            ","","","","","","","","","","","",""
"469","259","259-06-00999-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100189","652305","12","0","1","0","1","0","01/24/2014","8","         ","            ","","","","","","","","","","","",""
"469","259","259-06-00999-L99","CERTIFICATE OF DIE P ","CERTIFICAT","PENETRANT         ","   ","100189","652305","13","0","1","0","1","0","01/24/2014","8","         ","            ","","","","","","","","","","","",""
"469","259","259-06-00999-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","100189","652305","22","0","1","0","1","0","01/24/2014","8","         ","            ","","","","","","","","","","","",""
"469","259","    259-05-00604","ROD CONT THRD, 5/8""  ","ROD       ","CONTINUOUS THREAD ","   ","105161","764888","1","15","1","0","1","15","07/03/2014","8","         ","            ","","","","","","","","","","","",""
"469","259","    259-07-00404","CAPSCREW, HEX HD, 5/ ","CAPSCREW  ","HEXAGON HEAD      ","   ","104124","764947","17","7.29","8","0","8","58.32","09/29/2014","1","         ","            ","","","","","","","","","","","",""
"SWBS: ","259","259M - COMBUST AIR&EXHAUST","SYS        ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 259 :        8523.32","","","","","","","","","","","","","","","","","",""
"469","261","261-01-V0032-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","101589","520967","32","0","1","0","1","0","12/21/2012","8","         ","            ","","","","","","","","","","","",""
"469","261","261-03-HA001-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","217","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-03-HA002-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","219","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-03-HA003-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","221","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-03-HA004-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","223","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-03-HA005-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","225","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-03-HA006-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","227","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-03-HA007-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","229","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-03-HA008-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","231","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-03-HA009-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","233","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-03-HA011-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","235","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-03-HA012-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","237","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-03-HA010-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","100904","521988","2","0","1","0","1","0","08/29/2014","8","         ","            ","","","","","","","","","","","",""
"469","261","261-03-HA010-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521988","3","0","1","0","1","0","08/29/2014","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-V025A-L31","CERTIFICATE, CALIBRA ","CERTIFICAT","CALIBRATABLE      ","   ","101936","590577","6","0","1","0","1","0","07/06/2016","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-V0073-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","100479","591090","4","0","1","0","1","0","01/15/2014","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-V0039-L23","RELEASE FOR MANUFACT ","RELEASE FO","                  ","   ","105245","591651","7","0","1","0","1","0","07/09/2014","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-V0039-L31","CERTIFICATE, CALIBRA ","CERTIFICAT","CALIBRATABLE      ","   ","105245","591651","8","0","1","0","1","0","07/09/2014","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-E0003-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","3400","645156","4","0","1","0","1","0","04/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-E0003-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","3400","645156","5","0","1","0","1","0","04/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-E0003-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","3400","645156","6","0","1","0","1","0","04/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-E0003-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","3400","645156","7","0","1","0","1","0","04/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-E0003-L31","CERTIFICATE, CALIBRA ","CERTIFICAT","CALIBRATABLE      ","   ","3400","645156","36","0","1","0","1","0","07/06/2016","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-E0001-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","76422","645158","4","0","1","0","1","0","06/10/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-E0001-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","76422","645158","5","0","1","0","1","0","06/10/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-E0005-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","104690","677766","8","0","1","0","1","0","10/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-E0005-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104690","677766","9","0","1","0","1","0","10/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-E0006-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104690","677766","13","0","1","0","1","0","10/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-E0006-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","104690","677766","14","0","1","0","1","0","10/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-E0005-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","104690","677766","33","0","1","0","1","0","10/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-E0005-L31","CERTIFICATE, CALIBRA ","CERTIFICAT","CALIBRATABLE      ","   ","104690","677766","72","0","1","0","1","0","07/06/2016","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-E0006-L31","CERTIFICATE, CALIBRA ","CERTIFICAT","CALIBRATABLE      ","   ","104690","677766","73","0","1","0","1","0","07/06/2016","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-V0013-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","102514","840391","11","0","1","0","1","0","07/06/2016","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-V0039-L09","DRAWINGS, FINAL, CER ","DRAWINGS  ","FINAL             ","NRE","105245","591651","4","0","1","0","1","0","07/09/2014","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-V0039-L12","LIST, CALIBRATABLE C ","LIST      ","CALIBRATABLE      ","NRE","105245","591651","5","0","1","0","1","0","07/09/2014","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-V0039-L22","MANUALS, TECHNICAL,  ","MANUALS   ","FINAL             ","NRE","105245","591651","6","0","1","0","1","0","07/09/2014","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-V0039-L34","PROVISIONING TECH DO ","PROVISIONI","TECH DOC          ","NRE","105245","591651","9","0","1","0","1","0","07/09/2014","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-V0039-L41","LIST OF RECOMMENDED  ","LIST      ","SPARE PARTS       ","NRE","105245","591651","10","0","1","0","1","0","07/09/2014","8","         ","            ","","","","","","","","","","","",""
"469","261","261-01-V0039-L02","MANUALS, TECHNICAL,  ","MANUALS   ","PRELIMINARY       ","NRE","105245","591651","11","0","1","0","1","0","07/09/2014","8","         ","            ","","","","","","","","","","","",""
"      ","    ","                ","                     ","          ","                  ","   ","      ","      ","    ","       NRE","Total :-      ","              ","0","","","","","","","","","","","","","","","","",""
"SWBS: ","261","FUEL SERVICE SYSTEM","                  ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 261 :        ","0","","","","","","","","","","","","","","","","",""
"469","262","262-01-M0016-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","101589","520967","34","0","1","0","1","0","12/21/2012","8","         ","            ","","","","","","","","","","","",""
"469","262","262-01-V0152-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","101589","520991","16","0","1","0","1","0","11/26/2012","8","         ","            ","","","","","","","","","","","",""
"469","262","262-03-HA001-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","239","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","262","262-03-HA002-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","241","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","262","262-03-HA003-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","243","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","262","262-03-HA004-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","245","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","262","262-03-HA005-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","247","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","262","262-03-HA006-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","249","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","262","262-03-HA007-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","251","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","262","262-03-HA008-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","253","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","262","262-03-HA063-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","255","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","262","262-03-HA064-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","521043","257","0","1","0","1","0","12/15/2013","8","         ","            ","","","","","","","","","","","",""
"469","262","  A1L00-2621-001","A1L OUTSOURCED SPOOL ","          ","                  ","   ","106531","521164","249","385","1","0","1","385","07/22/2013","8","         ","            ","","","","","","","","","","","",""
