"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","","","","","","","","","","",""
"469","441","    441-06-00001","WAVEGUIDE, ELIPTICAL ","ELIPTICAL ","WAVEGUIDE         ","   ","104945","566155","1","0","127","0","127","0","10/24/2015","8","         ","            ","","","","","","","","","","","",""
"469","441","    441-01-00001","EXCOMM SYSTEM        ","SYSTEM    ","RADIO             ","   ","104945","639411","1","0","1","0","1","0","08/11/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-804","ANTENNA, LOS, UHF, A ","ANTENNA   ","                  ","   ","104945","639411","6","0","4","0","4","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-819","ANTENNA, HF, WEFAX,G ","ANTENNA   ","                  ","   ","104945","639411","14","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-821","ANTENNA, NAVTEX, GAL ","ANTENNA   ","NAVTEX            ","   ","104945","639411","16","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-872","CONNECTOR, MS3406D20 ","CONNECTOR ","                  ","   ","104945","639411","18","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8B0","ANTENNA, COMMS, NLOS ","ANTENNA   ","                  ","   ","104945","639411","22","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8B1","ANTENNA, COMMS, NLOS ","ANTENNA   ","                  ","   ","104945","639411","23","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8B4","UNIT, CONTROL, ANTEN ","UNIT      ","                  ","   ","104945","639411","26","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8D0","BACKSHELL, RJF6MG    ","BACKSHELL ","                  ","   ","104945","639411","28","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8F0","GCS VOICE EQUIPMENT  ","EQUIPMENT ","VOICE             ","   ","104945","639411","29","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8F3","BOX, TERMINAL, SYM 4 ","BOX       ","                  ","   ","104945","639411","30","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8G2","TERMINI, FO, MM, CER ","PIN       ","                  ","   ","104945","639411","31","0","8","0","8","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8J4","ADS RACK 1, LMCO ID  ","RACK      ","                  ","   ","104945","639411","32","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8J5","ADS RACK 2,  LMCO ID ","RACK      ","                  ","   ","104945","639411","33","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8J6","ASSY, TRANSFORMER, I ","ASSEMBLY  ","                  ","   ","104945","639411","34","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8N3","CONNECTOR, ELEC, CIR ","CONNECTOR ","                  ","   ","104945","639411","46","0","3","0","3","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8N6","CONNECTOR, N(M),FOR  ","CONNECTOR ","                  ","   ","104945","639411","47","0","2","0","2","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8P0","CONNECTOR, N(F), FOR ","CONNECTOR ","                  ","   ","104945","639411","48","0","30","0","30","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8U0","BACKSHELL, 380AB001B ","BACKSHELL ","                  ","   ","104945","639411","49","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8U1","BACKSHELL, 380AB001B ","BACKSHELL ","                  ","   ","104945","639411","50","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8U2","BACKSHELL, 440GS031N ","BACKSHELL ","                  ","   ","104945","639411","51","0","9","0","9","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8U3","BACKSHELL, 712S852ZN ","BACKSHELL ","                  ","   ","104945","639411","52","0","3","0","3","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8U4","BACKSHELL, M85049/19 ","BACKSHELL ","                  ","   ","104945","639411","53","0","2","0","2","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8U5","BACKSHELL, 440HS031N ","BACKSHELL ","                  ","   ","104945","639411","54","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8U6","BACKSHELL, 440HS031N ","BACKSHELL ","                  ","   ","104945","639411","55","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8U7","BACKSHELL, 440HS069N ","BACKSHELL ","                  ","   ","104945","639411","56","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8U8","CONNECTOR, 4782.0000 ","CONNECTOR ","                  ","   ","104945","639411","57","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8U9","CONNECTOR, D38999/26 ","CONNECTOR ","                  ","   ","104945","639411","58","0","3","0","3","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8V0","CONNECTOR, FHG.1K.30 ","CONNECTOR ","                  ","   ","104945","639411","59","0","2","0","2","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8V1","CONNECTOR, M28840/16 ","CONNECTOR ","                  ","   ","104945","639411","60","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8V2","CONNECTOR, PHG.1K.30 ","CONNECTOR ","                  ","   ","104945","639411","61","0","2","0","2","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8V3","CONNECTOR, PL20-1    ","CONNECTOR ","                  ","   ","104945","639411","62","0","2","0","2","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8V4","CONNECTOR, 082-4427- ","CONNECTOR ","                  ","   ","104945","639411","63","0","2","0","2","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8V5","CONNECTOR, FM-MP-7   ","CONNECTOR ","                  ","   ","104945","639411","64","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8V6","CONNECTOR, M28876/7C ","CONNECTOR ","                  ","   ","104945","639411","65","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8V7","CONNECTOR, M39012/01 ","CONNECTOR ","                  ","   ","104945","639411","66","0","100","0","100","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8V9","BACKSHELL, 5745172-3 ","BACKSHELL ","                  ","   ","104945","639411","67","0","4","0","4","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8W0","CONNECTOR, TPS-2803- ","CONNECTOR ","                  ","   ","104945","639411","68","0","4","0","4","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8W2","TERMINAL CABLE, AN/U ","TERMINAL  ","CABLE             ","   ","104945","639411","70","0","1","0","1","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8W6","CDLMS COMMAND CONSOL ","CONSOLE   ","COMMAND           ","   ","104945","639411","74","0","1","0","1","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8W7","CDLMS PROCESSOR      ","PROCESSOR ","                  ","   ","104945","639411","75","0","1","0","1","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8WA","IFF MOUNT            ","MOUNT     ","                  ","   ","104945","639411","77","0","1","0","1","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8WC","SHF SATCOM SYSTEM    ","SYSTEM    ","SATCOM            ","   ","104945","639411","79","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8WD","VRC-99 COLLECTOR, SH ","CABLE     ","COLLECTOR         ","   ","104945","639411","80","0","1","0","1","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-802","MVCS RADIO EQUIPMENT ","BOX       ","EQUIPMENT         ","   ","104945","639411","84","0","1","0","1","0","04/25/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-803","L&R ANTENNA STERN LM ","ANTENNA   ","                  ","   ","104945","639411","85","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-811","CONNECTOR, N-PLUG (M ","CONNECTOR ","                  ","   ","104945","639411","88","0","20","0","20","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-812","CONNECTOR, ANDREWS C ","CONNECTOR ","                  ","   ","104945","639411","89","0","22","0","22","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-813","CONNECTOR, ELECTRICA ","CONNECTOR ","                  ","   ","104945","639411","90","0","2","0","2","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-814","CONNECTOR, FIBER OPT ","CONNECTOR ","                  ","   ","104945","639411","91","0","2","0","2","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-815","CONNECTOR, COAXIAL,  ","CONNECTOR ","                  ","   ","104945","639411","92","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-816","CONNECTOR, COAXIAL,  ","CONNECTOR ","                  ","   ","104945","639411","93","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-817","CONNECTOR, COAXIAL,  ","CONNECTOR ","                  ","   ","104945","639411","94","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-818","CONNECTOR, COAXIAL,  ","CONNECTOR ","                  ","   ","104945","639411","95","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-819","CONNECTOR FEED THROU ","CONNECTOR ","                  ","   ","104945","639411","96","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-820","CONNECTOR, PLUG, MS3 ","CONNECTOR ","                  ","   ","104945","639411","97","0","2","0","2","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-821","CONNECTOR, PLUG, MS3 ","CONNECTOR ","                  ","   ","104945","639411","98","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-822","CONNECTOR, FIBER OPT ","CONNECTOR ","                  ","   ","104945","639411","99","0","2","0","2","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-823","CONTACT BUSHING, ELE ","CONTACT BU","                  ","   ","104945","639411","100","0","4","0","4","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-824","CABLE ASSEMBLY TERMI ","KIT       ","TERMINATION       ","   ","104945","639411","101","0","2","0","2","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-825","CABLE ASSEMBLY TERMI ","KIT       ","TERMINATION       ","   ","104945","639411","102","0","2","0","2","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-826","CONNECTOR, PLUG, D38 ","CONNECTOR ","                  ","   ","104945","639411","103","0","12","0","12","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-827","BACKSHELL, STRAIN RE ","BACKSHELL ","                  ","   ","104945","639411","104","0","4","0","4","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-828","BACKSHELL, STRAIN RE ","BACKSHELL ","                  ","   ","104945","639411","105","0","8","0","8","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00011-807","TCDL, BAG OF INSTALL ","HARDWARE  ","INSTALL           ","   ","104945","639411","118","0","2","0","2","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","    441-01-00013","PORTABLE RADIO EQUIP ","EQUIPMENT ","RADIO             ","   ","104945","639411","119","0","1","0","1","0","09/02/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00013-800","BATTERY, RADIO, MP   ","BATTERY   ","RADIO             ","   ","104945","639411","120","0","6","0","6","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00016-800","TERMINAL COMMUNICATI ","TERMINAL  ","COMMUNICATION     ","   ","104945","639411","125","0","19","6","13","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00016-803","RADIOTELEPHONE, MARI ","RADIO     ","TELEPHONE         ","   ","104945","639411","128","0","1","0","1","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00016-810","JUNCTION BOX, IF-881 ","BOX       ","JUNCTION          ","   ","104945","639411","130","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00017-800","TESTER, BIT ERROR RA ","TESTER    ","                  ","   ","104945","639411","132","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8T9","PANEL, BLANK, (TIDEW ","PANEL     ","BLANK             ","   ","104945","639411","142","0","5","0","5","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8W9","GCCS-M JO-1055       ","GCCS-M JO-","                  ","   ","104945","639411","143","0","1","0","1","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8S3","INTERFACE CONNECTOR  ","KIT       ","CONNECTOR         ","   ","104945","639411","152","0","1","0","1","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00016-806","FOOTSWITCH FOR L-3 P ","FOOTSWITCH","                  ","   ","104945","639411","155","0","4","0","4","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-823","HARDWARE, MOUNTING,  ","MOUNTING  ","HARDWARE          ","   ","104945","639411","157","0","4","0","4","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-824","HARDWARE, MOUNTING,  ","MOUNTING  ","HARDWARE          ","   ","104945","639411","158","0","4","0","4","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-825","PADS, MOUNTING, AS-2 ","MOUNTING  ","PAD               ","   ","104945","639411","159","0","4","0","4","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-826","CONNECTOR, RF        ","CONNECTOR ","RF                ","   ","104945","639411","160","0","8","0","8","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-827","CONNECTOR, TWINAX,M3 ","CONNECTOR ","RF                ","   ","104945","639411","161","0","8","0","8","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-828","CD, MANUAL, TECHNICA ","CD        ","MANUAL            ","   ","104945","639411","162","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-830","AMPLIFIER, MVCS      ","AMPLIFIER ","                  ","   ","104945","639411","164","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-873","CONNECTOR, M28840/16 ","CONNECTOR ","                  ","   ","104945","639411","165","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-874","CONNECTOR, M28840/16 ","CONNECTOR ","                  ","   ","104945","639411","166","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-875","CONNECTOR, M28840/16 ","CONNECTOR ","                  ","   ","104945","639411","167","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-876","CONNECTOR, M39012/16 ","CONNECTOR ","                  ","   ","104945","639411","168","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-877","CONNECTOR, M39012/26 ","CONNECTOR ","                  ","   ","104945","639411","169","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-878","BACKSHELL, 712S852N0 ","BACKSHELL ","                  ","   ","104945","639411","170","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-879","ADAPTER, TEE, M55339 ","ADAPTER   ","TEE               ","   ","104945","639411","171","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-880","SPLICE, FIBER OPTIC, ","SPLICE    ","FIBER OPTIC       ","   ","104945","639411","172","0","1","0","1","0","09/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-813","ANTENNA, DIRECTIONAL ","ANTENNA   ","                  ","   ","104945","639411","175","0","1","0","1","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-827","CONNECTOR, TWINAX,M3 ","CONNECTOR ","RF                ","   ","104945","639411","176","0","115","0","115","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-831","CABLE, ASSY, ELECTRI ","ASSEMBLY  ","CABLE             ","   ","104945","639411","177","0","12","0","12","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-870","CONNECTOR, D-SUBMINI ","CONNECTOR ","                  ","   ","104945","639411","178","0","31","0","31","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-887","CONNECTOR            ","CONNECTOR ","                  ","   ","104945","639411","179","0","5","0","5","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8A1","CONNECTOR            ","CONNECTOR ","                  ","   ","104945","639411","180","0","10","0","10","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8A2","CONNECTOR            ","CONNECTOR ","                  ","   ","104945","639411","181","0","5","0","5","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8A3","CONNECTOR            ","CONNECTOR ","                  ","   ","104945","639411","182","0","10","0","10","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8A4","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","639411","183","0","3","0","3","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8A5","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","639411","184","0","1","0","1","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8A6","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","639411","185","0","10","0","10","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8JB","SHF C-BAND FEED HORN ","HORN      ","C-BAND            ","   ","104945","639411","186","0","2","1","1","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8JC","SHF X-KA FEED HORN ( ","HORN      ","                  ","   ","104945","639411","187","0","2","1","1","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8L3","BACKSHELL, NUCS425-A ","BACKSHELL ","                  ","   ","104945","639411","189","0","113","0","113","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8P9","BACKSHELL, 1-5745172 ","BACKSHELL ","                  ","   ","104945","639411","190","0","11","0","11","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8S0","USERS MANUAL, UHF SA ","MANUAL    ","                  ","   ","104945","639411","191","0","1","0","1","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8S8","BUS COUPLER, RF-1 ST ","COUPLER   ","BUS               ","   ","104945","639411","192","0","1","0","1","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8WE","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","639411","193","0","1","0","1","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8WF","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","639411","194","0","1","0","1","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8WG","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","639411","195","0","1","0","1","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8WH","BACKSHELL            ","BACKSHELL ","                  ","   ","104945","639411","196","0","1","0","1","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00011-805","TCDL, LOCAL CONTROL  ","CONTROL UN","LOCAL             ","   ","104945","639411","197","0","1","0","1","0","08/05/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-829","RADIO VRC-99 (LMCO S ","RADIO     ","                  ","   ","104945","639411","199","0","1","0","1","0","10/04/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00006-800","PRC-150 ANCILLARY KI ","KIT       ","ANCILLARY         ","   ","104945","639411","201","0","3","0","3","0","10/04/2014","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-807","KIV-7M  (LMCO SUPPLI ","KIV-7M    ","                  ","   ","104945","639411","204","0","1","0","1","0","04/24/2015","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00002-808","MVCS INTER-CABINET C ","CABLE     ","                  ","   ","104945","639411","205","0","1","0","1","0","04/24/2015","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00001-8B6","AMPLIFIER, DISTRIBUT ","AMPLIFIER ","                  ","   ","104945","639411","209","0","1","0","1","0","12/01/2015","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00011-808","TCDL, POWER, PANEL   ","PANEL     ","POWER             ","   ","104945","639411","210","0","1","0","1","0","12/01/2015","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00013-802","RADIO, EPIRB, CAT-1  ","RADIO     ","PORTABLE          ","   ","104945","639411","211","0","1","0","1","0","12/01/2015","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00013-803","RADIO, EPIRB, CAT-1  ","RADIO     ","PORTABLE          ","   ","104945","639411","212","0","1","0","1","0","12/01/2015","8","         ","            ","","","","","","","","","","","",""
"469","441","441-01-00008-800","KGV-8B FOR MOS TERMI ","          ","                  ","   ","104945","639411","218","0","1","0","1","0","01/22/2017","8","         ","            ","","","","","","","","","","","",""
"SWBS: ","441","RADIO SYSTEMS   ","                     ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 441 :        ","0","","","","","","","","","","","","","","","","",""
"469","443","443-01-00001-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","4473","921027","11","0","1","0","1","0","07/23/2015","8","         ","            ","","","","","","","","","","","",""
"469","443","443-01-00002-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","4473","921027","12","0","1","0","1","0","07/23/2015","8","         ","            ","","","","","","","","","","","",""
"SWBS: ","443","443M - AUDIBLE SIGNALING","SYS          ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 443 :        ","0","","","","","","","","","","","","","","","","",""
"469","446","    446-01-00002","EXCOMM HANDHELD COMS ","DEVICE    ","HANDHELD          ","   ","104945","639415","1","0","1","0","1","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","446","446-01-00002-801","DEVICE, TRANSFER, EL ","DEVICE    ","                  ","   ","104945","639415","2","0","3","0","3","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","446","446-01-00002-802","READER, TAPE, GENERA ","TAPE      ","                  ","   ","104945","639415","3","0","1","0","1","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","446","446-01-00002-803","LOADER, SIMPLE KEY,  ","LOADER    ","                  ","   ","104945","639415","4","0","3","0","3","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"469","446","446-01-00002-805","CRYPTOCARD, PCMIA, F ","CRYPTOCARD","                  ","   ","104945","639415","5","0","1","0","1","0","01/31/2014","8","         ","            ","","","","","","","","","","","",""
"SWBS: ","446","SECURITY EQUIPMENT","                   ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 446 :        ","0","","","","","","","","","","","","","","","","",""
"469","453","453-01-00001-R01","SRVC, AIR SEARCH RAD ","SERVICE   ","FOUNDATION        ","   ","105094","583481","1","1","22436","0","22436","22436","02/27/2017","8","         ","            ","","","","","","","","","","","",""
"469","453","453-01-00001-R01","SRVC, AIR SEARCH RAD ","SERVICE   ","FOUNDATION        ","   ","105094","583481","2","1","3000","0","3000","3000","03/06/2017","8","         ","            ","","","","","","","","","","","",""
"469","453","453-01-00001-R01","SRVC, AIR SEARCH RAD ","SERVICE   ","FOUNDATION        ","   ","100522","583486","1","1","34550","0","34550","34550","02/24/2017","8","         ","            ","","","","","","","","","","","",""
"469","453","    453-01-00001","AIR SEARCH RADAR SYS ","SYSTEM    ","RADAR             ","   ","104945","639356","1","0","1","0","1","0","06/30/2014","8","         ","            ","","","","","","","","","","","",""
"469","453","453-01-00001-808","UNIT, DRY AIR SUPPLY ","UNIT      ","SUPPLY            ","   ","104945","639356","9","0","1","0","1","0","05/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","453","453-01-00001-832","DEVICE, IMPEDENCE MA ","DEVICE    ","MATCHING          ","   ","104945","639356","15","0","7","0","7","0","11/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","453","453-01-00001-833","CONNECTOR, VG96912D2 ","CONNECTOR ","                  ","   ","104945","639356","16","0","1","0","1","0","05/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","453","453-01-00001-835","BACKSHELL, VG95343T0 ","BACKSHELL ","                  ","   ","104945","639356","17","0","1","0","1","0","05/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","453","453-01-00001-836","CONNECTOR, COAX, RF, ","CONNECTOR ","COAX              ","   ","104945","639356","18","0","15","0","15","0","05/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","453","453-01-00001-838","CONNECTOR, 847-48-F1 ","CONNECTOR ","                  ","   ","104945","639356","19","0","3","0","3","0","05/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","453","453-01-00001-839","BACKSHELL, VG95343T0 ","BACKSHELL ","                  ","   ","104945","639356","20","0","2","0","2","0","05/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","453","453-01-00001-841","BACKSHELL, DIN 89280 ","BACKSHELL ","                  ","   ","104945","639356","21","0","4","0","4","0","05/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","453","453-01-00001-842","CONNECTOR, VG95328M1 ","CONNECTOR ","                  ","   ","104945","639356","22","0","2","0","2","0","05/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","453","453-01-00001-843","BACKSHELL, VG95343T0 ","BACKSHELL ","                  ","   ","104945","639356","23","0","2","0","2","0","05/01/2013","8","         ","            ","","","","","","","","","","","",""
"469","453","453-01-00001-845","CONNECTOR, VG95328M1 ","CONNECTOR ","                  ","   ","104945","639356","24","0","2","0","2","0","05/01/2013","8","         ","            ","","","","","","","","","","","",""
