"SWBS","Item#","Desc.","UOM","Qty","Unit Cost","Ext. Cost","","","","","","",""
"528","528-03-F0127","FLANGE,4""IPS,150#,SOLD,FLAT   ","EA ","10","$103.53","$1,035.29","","","","","","",""
"528","528-03-F0128","FLANGE,2-1/2""IPS,150#,SOLD,FLA","EA ","2","$66.14","$132.29","","","","","","",""
"528","528-03-F9014","FLANGE, 2-1/2"", CNA 90-10     ","EA ","5","$140.53","$702.65","","","","","","",""
"528","528-03-F9015","FLG, 4"", WELD NECK, CNA, 150LB","EA ","1","$273.78","$273.78","","","","","","",""
"528","528-03-F9016","ELL 90,SLDRD L.R. 1-1/4 NOM CU","EA ","0","$6.46","$0.00","","","","","","",""
"528","528-03-F9027","FLANGE, 2, 250# NAVY PATTERN  ","EA ","1","$53.33","$53.33","","","","","","",""
"528","528-03-F9028","FLANGE, 2-1/2, 150# NAVY      ","EA ","1","$95.32","$95.32","","","","","","",""
"528","528-03-F9036","FLG, 2"", SW, FF, CNA, ANSI    ","EA ","8","$94.76","$758.07","","","","","","",""
"528","528-03-F9037","FLG, 3"", SW, FF, CNA, ANSI    ","EA ","5","$221.41","$1,107.03","","","","","","",""
"528","528-03-F9047","FLG, 3"", WELD NECK, CNA, 150LB","EA ","6","$249.32","$1,495.93","","","","","","",""
"528","528-03-F9094","FLANGE, 2""IPS, ALUM, SW, 150LB","EA ","16","$96.33","$1,541.28","","","","","","",""
"528","528-03-F9109","FLANGE, 1-1/2"", AL BTWLD, 150 ","EA ","1","$107.48","$107.48","","","","","","",""
"528","528-03-F9169","FLANGE, SW, 2"", COML 150#, ALU","EA ","6","$126.75","$760.50","","","","","","",""
"528","528-03-F9184","FLANGE, 2-1/2, 90/10 CNA 250#,","EA ","1","$134.86","$134.86","","","","","","",""
"528","528-03-F9209","FLANGE, 2"", 150#, S.O., SST   ","EA ","1","$34.48","$34.48","","","","","","",""
"528","528-03-F9210","FLANGE, BLIND, 2"", 150#       ","EA ","2","$71.99","$143.99","","","","","","",""
"528","528-03-F9212","FLANGE, 1"", ALUM              ","EA ","3","$61.85","$185.56","","","","","","",""
"528","528-03-GSKT1","GASKET,FLAT,CLOTH INSERTED SHE","SF ","5","$3.27","$16.35","","","","","","",""
"528","528-03-H9013","CLAMP, HOSE, SST, TO FIT 13/16","EA ","44","$5.43","$238.96","","","","","","",""
"528","528-03-H9049","HOSE 2-1/2 AEROQUIP P/N AE372-","LF ","4","$21.53","$86.11","","","","","","",""
"528","528-03-H9050","HOSE 1"" AEROQUIP P/N FC300-16 ","LF ","3","$2.36","$7.09","","","","","","",""
"528","528-03-H9064","HOSE, 1-3/8"" ID X 1-3/4""OD    ","LF ","15","$8.62","$129.29","","","","","","",""
"528","528-03-H9065","HOSE, 1"" ID, TYPE P(EPDM), BLA","LF ","3","$7.51","$22.53","","","","","","",""
"528","528-03-H9069","HOSE, 1-1/8"" ID, TYPE P(EPDM),","LF ","6","$9.13","$54.76","","","","","","",""
"528","528-03-H9071","HOSE, 1-5/8"" ID, TYPE P(EPDM) ","LF ","12","$3.94","$47.25","","","","","","",""
"528","528-03-H9073","HOSE, 1-1/8"" ID, TYPE P(EPDM) ","LF ","4","$0.01","$0.04","","","","","","",""
"528","528-03-K0064","KIT, FLANGE ISOLATION, 1"" X   ","EA ","3","$26.09","$78.27","","","","","","",""
"528","528-03-K0067","KIT, FLANGE ISOLATION, 2"" X 1/","EA ","2","$30.65","$61.31","","","","","","",""
"528","528-03-K0069","KIT, FLANGE ISOLATION, 3"" X 1/","EA ","1","$27.40","$27.40","","","","","","",""
"528","528-03-L0004","ELL, 90 DEGREE, 1/2"" IPS, SILB","EA ","7","$4.82","$33.72","","","","","","",""
"528","528-03-L0005","ELL,90 DEGREE,3/4"" IPS,SILB,40","EA ","3","$6.39","$19.16","","","","","","",""
"528","528-03-L0006","ELB, 45 DEG., 2"" IPS, 400     ","EA ","6","$49.00","$293.98","","","","","","",""
"528","528-03-L0009","ELB, 90 DEGREE, 2"" IPS, SILB, ","EA ","23","$16.75","$385.28","","","","","","",""
"528","528-03-L0011","ELL,90 DEGREE, 3"" IPS,SILB, 40","EA ","2","$36.48","$72.97","","","","","","",""
"528","528-03-L0020","ELL, 45 DEGREE, 3/4"" IPS, SILB","EA ","6","$5.89","$35.35","","","","","","",""
"528","528-03-L0024","ELL, 45 DEGREE, 2"" IPS, SILB, ","EA ","12","$15.95","$191.40","","","","","","",""
"528","528-03-L0208","ELL,90 DEGREE,2"" IPS, LNG TRN,","EA ","19","$27.71","$526.54","","","","","","",""
"528","528-03-L0219","ELBOW 90,SLDRD,1 CU SZ, WROT  ","EA ","30","$2.29","$68.75","","","","","","",""
"528","528-03-L0220","ELL 90, SLDRD, 1-1/4 NOM CU SI","EA ","44","$3.47","$152.59","","","","","","",""
"528","528-03-L0221","ELL 90, SLDRD 1-1/2 NOM CU SIZ","EA ","8","$5.40","$43.24","","","","","","",""
"528","528-03-L0222","ELL 90, SLDRD, 2 NOM CU SIZE, ","EA ","50","$9.86","$492.80","","","","","","",""
"528","528-03-L0223","ELL 90,SLDRD,2X1-1/2 NOM CU SZ","EA ","2","$20.00","$39.99","","","","","","",""
"528","528-03-L0224","ELL 90,SLDRD,3 NOM CU SZ, WROT","EA ","11","$26.34","$289.78","","","","","","",""
"528","528-03-L0230","ELL 45,SLDRD,1/2 NOM CU       ","EA ","16","$0.76","$12.17","","","","","","",""
"528","528-03-L0231","ELL 45,SLDRD,3/4 NOM CU       ","EA ","13","$1.34","$17.40","","","","","","",""
"528","528-03-L0232","ELL 45, SLDRD, 1 NOM CU SIZE, ","EA ","50","$3.36","$167.82","","","","","","",""
"528","528-03-L0233","ELL 45,SLDRD,1-1/4 NOM CU     ","EA ","50","$4.54","$227.14","","","","","","",""
"528","528-03-L0234","ELL 45, SLDRD, 1-1/2 NOM CU SI","EA ","60","$5.48","$328.54","","","","","","",""
"528","528-03-L0235","ELL 45,SLDRD,2"" NOM CU        ","EA ","900","$9.14","$8,222.53","","","","","","",""
"528","528-03-L0236","ELL 45,SLDRD,2-1/2 NOM CU     ","EA ","52","$19.47","$1,012.38","","","","","","",""
"528","528-03-L0237","ELL 45,SLDRD,3 NOM CU         ","EA ","400","$28.91","$11,563.66","","","","","","",""
"528","528-03-L0239","ELL 45,SLDRD,4 NOM CU SIZE, 1-","EA ","27","$61.59","$1,662.94","","","","","","",""
"528","528-03-L0294","ELL 90,L.R.,2"" IPS, 90-10     ","EA ","1","$36.72","$36.72","","","","","","",""
"528","528-03-L0295","ELL 90,L.R.,2-1/2"" IPS, 90-10 ","EA ","8","$48.39","$387.10","","","","","","",""
"528","528-03-L0296","ELL 90,L.R.,3                 ","EA ","40","$61.28","$2,451.04","","","","","","",""
"528","528-03-L0306","ELB, 90 DEG, 3"" IPS, SR, CL 20","EA ","12","$57.27","$687.25","","","","","","",""
"528","528-03-L0322","ELL 45, BW, 2-1/2"" IPS, 90-10 ","EA ","3","$36.11","$108.33","","","","","","",""
"528","528-03-L0323","ELL 45,B.W.,3 IPS,CPR NKL,90-1","EA ","31","$47.81","$1,482.11","","","","","","",""
"528","528-03-L0338","ELB, 90 DEG., 2"" IPS, 400     ","EA ","4","$51.26","$205.03","","","","","","",""
"528","528-03-L0345","ELB, 45 DEG., 2"" IPS, 400     ","EA ","18","$49.00","$881.94","","","","","","",""
"528","528-03-L0354","ELL 90,SLDRD,L.R.1/2 NOM CU   ","EA ","8","$1.90","$15.17","","","","","","",""
"528","528-03-L0360","ELL 90,SLDRD L.R.3/4 NOM CU   ","EA ","23","$2.45","$56.44","","","","","","",""
"528","528-03-L0365","ELL 90,SLDRD L.R.1 NOM CU     ","EA ","26","$3.94","$102.56","","","","","","",""
"528","528-03-L0372","ELL 90,SLDRD L.R.1-1/2 NOM CU ","EA ","30","$8.67","$260.09","","","","","","",""
"528","528-03-L0375","ELL 90,SLDRD L.R. 2"" NOM CU   ","EA ","80","$22.83","$1,826.01","","","","","","",""
"528","528-03-L0378","ELL 90,SLDRD L.R. 2-1/2"" NOM  ","EA ","10","$36.13","$361.29","","","","","","",""
"528","528-03-L0381","ELL 90,SLDRD L.R. 4"" NOM      ","EA ","4","$136.33","$545.33","","","","","","",""
"528","528-03-L0389","ELL 45,FTG SOLD,2 NOM CU      ","EA ","17","$10.87","$184.79","","","","","","",""
"528","528-03-L0391","ELL 45,FTG SOLD,3 NOM CU      ","EA ","6","$35.03","$210.20","","","","","","",""
"528","528-03-L0397","ELL 90,SLDRD,FTG X C,1-1/4 NOM","EA ","1","$5.28","$5.28","","","","","","",""
"528","528-03-L0398","ELL 90,SLDRD,FTG X C,1-1/2 NOM","EA ","4","$6.93","$27.70","","","","","","",""
"528","528-03-L0399","ELL 90,SLDRD,FTG X C,2 NOM CU ","EA ","2","$15.08","$30.16","","","","","","",""
"528","528-03-L0402","ELBOW, 4"", 90 DEG, FTNG, CU   ","EA ","6","$88.19","$529.13","","","","","","",""
"528","528-03-L9007","ELL 90,L.R.,2"" IPS, 90-10     ","EA ","7","$36.72","$257.02","","","","","","",""
"528","528-03-L9010","ELB, 2"" IPS, 90 DEGREE, LR, SC","EA ","42","$29.95","$1,258.05","","","","","","",""
"528","528-03-L9011","ELB, 3"" IPS, 90 DEGREE, LR, SC","EA ","10","$36.42","$364.19","","","","","","",""
"528","528-03-L9012","ELBOW, 45 DEG, 2"" IPS, AL, BW ","EA ","118","$39.42","$4,652.07","","","","","","",""
"528","528-03-L9014","ELL 90,SLDRD L.R. 3"" NOM      ","EA ","16","$50.89","$814.28","","","","","","",""
"528","528-03-L9016","ELL 90,SLDRD L.R. 1-1/4 NOM CU","EA ","19","$6.03","$114.63","","","","","","",""
"528","528-03-L9017","ELB, 1"" IPS, 90 DEGREE, LR, SC","EA ","46","$23.28","$1,070.95","","","","","","",""
"528","528-03-L9018","ELB, 1"" IPS, 45 DEGREE, SCH 40","EA ","38","$28.39","$1,078.90","","","","","","",""
"528","528-03-L9019","RETURN BEND, 180 DEG, LR, 1""  ","EA ","10","$152.10","$1,521.00","","","","","","",""
"528","528-03-L9021","ELBOW, 1-1/4"", 90 DEG, AL,    ","EA ","8","$26.36","$210.91","","","","","","",""
"528","528-03-L9063","ELL 90,SLDRD L.R. 4"" NOM      ","EA ","3","$136.33","$409.00","","","","","","",""
"528","528-03-L9068","ELBOW, 2"", 90 DEG, LR, NPS, SW","EA ","6","$67.94","$407.63","","","","","","",""
"528","528-03-L9069","ELBOW, 45 DEG, 1-1/2"" IPS, AL ","EA ","15","$33.64","$504.67","","","","","","",""
"528","528-03-L9072","ELBOW, 45 DEG, 1"", ALUM, 5086,","EA ","6","$38.53","$231.19","","","","","","",""
"528","528-03-L9084","ELBOW, 1-1/2"", 90 DEG, ALUM, B","EA ","1","$20.21","$20.21","","","","","","",""
"528","528-03-L9105","ELBOW, 2-1/2 BW CNA 70/30     ","EA ","1","$565.55","$565.55","","","","","","",""
"528","528-03-L9113","ELBOW, 90 DEG, 3/4"", C X F    ","EA ","6","$4.02","$24.09","","","","","","",""
"528","528-03-L9115","ELL,90,STR,3/4                ","EA ","1","$3.29","$3.29","","","","","","",""
"528","528-03-L9137","ELBOW, 90 DEG, 2"", DWV, WROT  ","EA ","2","$7.87","$15.74","","","","","","",""
"528","528-03-M0001","WATERTRAP, W/HEX NUTS, 1-1/4"" ","EA ","2","$1,468.76","$2,937.52","","","","","","",""
"528","528-03-M9014","NIPPLE, PIPE, 2"" IPS, AL ALLOY","EA ","14","$12.45","$174.33","","","","","","",""
"528","528-03-M9017","NIPPLE, 2"" IPS, MPT, 6"" L     ","EA ","16","$12.53","$200.53","","","","","","",""
"528","528-03-M9020","DECK DRAIN, 70-30 CNA, TYPE G ","EA ","32","$1,304.00","$41,728.13","","","","","","",""
"528","528-03-M9021","CARBON FILTER, PUROFLOW       ","EA ","0","$1,343.55","$0.00","","","","","","",""
"528","528-03-M9022","DECK DRAIN, 2""IPS, 70-30 CU-NI","EA ","8","$785.85","$6,286.80","","","","","","",""
"528","528-03-M9023","DECK DRAIN, 2""IPS, 70-30 CU-NI","EA ","0","$502.69","$0.00","","","","","","",""
"528","528-03-M9028","DECK DRAIN, 3"", TYPE B, VALVE ","EA ","2","$806.13","$1,612.26","","","","","","",""
"528","528-03-M9031","DECK DRAIN, 2-1/2""IPS, 150LB  ","EA ","1","$1,262.43","$1,262.43","","","","","","",""
"528","528-03-M9032","DECK DRAIN, 3""IPS, 70-30 CU-NI","EA ","4","$1,444.95","$5,779.80","","","","","","",""
"528","528-03-M9036","DECK DRAIN, 2""IPS, 150LB NAVY ","EA ","8","$192.91","$1,543.31","","","","","","",""
"528","528-03-M9041","NIPPLE, 3"" IPS, MPT, 6"" L     ","EA ","1","$44.91","$44.91","","","","","","",""
"528","528-03-M9051","DECK DRAIN, 2"", TYPE B, VALVE ","EA ","4","$689.52","$2,758.08","","","","","","",""
"528","528-03-M9053","NIPPLE, PIPE, 1-1/2"" X 6"" LG  ","EA ","4","$35.09","$140.37","","","","","","",""
"528","528-03-M9055","NIPPLE, PIPE, 1-1/4"" IPS X 6"" ","EA ","2","$23.81","$47.63","","","","","","",""
"528","528-03-M9058","DRAIN CAN, SST, 5 GAL, W/COVER","EA ","8","$213.97","$1,711.79","","","","","","",""
"528","528-03-M9063","DECK DRAIN, 3""IPS, 70-30      ","EA ","5","$501.93","$2,509.65","","","","","","",""
"528","528-03-M9064","P-TRAP, DWB, 1-1/2"" NOM CU    ","EA ","8","$39.19","$313.49","","","","","","",""
"528","528-03-M9067","NIPPLE, 3"" IPS, MPT, 4"" L     ","EA ","4","$27.87","$111.50","","","","","","",""
"528","528-03-M9072","BRACKET FOR 10-3/8"" CYLINDER  ","EA ","7","$26.36","$184.55","","","","","","",""
"528","528-03-M9074","CLAMP, HOSE, SST, TO FIT 11/16","EA ","12","$0.79","$9.53","","","","","","",""
"528","528-03-PL020","CAP,1 FPT,BRZ,PL,125PSI,ASTM B","EA ","1","$2.94","$2.94","","","","","","",""
"528","528-03-PL024","CAP,2-1/2 FPT,BRZ,PL,125PSI,  ","EA ","1","$15.58","$15.58","","","","","","",""
"528","528-03-PL051","CAP, SLDR, 1-1/4 NOM CU SZ,   ","EA ","1","$1.78","$1.78","","","","","","",""
"528","528-03-PL052","CAP, SLDR, 1-1/2 NOM CU SZ,   ","EA ","1","$2.62","$2.62","","","","","","",""
"528","528-03-PL070","PLUG,REG SQ HD,SCRD,1 PIPE    ","EA ","1","$1.91","$1.91","","","","","","",""
"528","528-03-PL901","CAP, 2"" IPS, AL, SCH 40S, FPT ","EA ","18","$51.97","$935.42","","","","","","",""
"528","528-03-PL927","CAP, 1"" IPS, ALUM, SCH 40, FPT","EA ","1","$6.08","$6.08","","","","","","",""
"528","528-03-R0132","COUPLING,REDUCING,3""X2-1/2"" IP","EA ","1","$120.41","$120.41","","","","","","",""
"528","528-03-R0244","CPLG,RDC,SLDR,W/STOP,3/4X1/2 N","EA ","2","$1.13","$2.25","","","","","","",""
"528","528-03-R0247","CPLG,RDC,SLDR,W/STOP,1X3/4 NOM","EA ","6","$2.08","$12.47","","","","","","",""
"528","528-03-R0250","CPLG,SLDR,W/STOP,1-1/4X1 NOM C","EA ","1","$2.92","$2.92","","","","","","",""
"528","528-03-R0253","CPLG, SLDR, W/ STOP 1-1/2 X 1-","EA ","23","$4.84","$111.25","","","","","","",""
"528","528-03-R0254","CPLG, SLDR,W/ STOP,1-1/2 X 1 N","EA ","1","$4.84","$4.84","","","","","","",""
"528","528-03-R0255","CPLG,SLDR,W/STOP,1-1/2X3/4 NOM","EA ","1","$4.84","$4.84","","","","","","",""
"528","528-03-R0257","CPLG, SLDR, W/ STOP, 2 X 1-1/2","EA ","62","$7.48","$463.97","","","","","","",""
"528","528-03-R0258","CPLG, SLDR, W/ STOP, 2 X 1-1/4","EA ","15","$7.48","$112.25","","","","","","",""
"528","528-03-R0261","CPLG,SLDR,W/STOP,2-1/2X2 NOM C","EA ","6","$16.54","$99.23","","","","","","",""
"528","528-03-R0262","CPLG,SLDR,W/STOP,2-1/2X1-1/2 N","EA ","4","$27.61","$110.46","","","","","","",""
"528","528-03-R0264","CPLG,SLDR,W/STOP,3X2-1/2 NOM C","EA ","5","$21.76","$108.80","","","","","","",""
"528","528-03-R0265","CPLG,SLDR,W/STOP,3X2 NOM CU   ","EA ","37","$21.31","$788.63","","","","","","",""
"528","528-03-R0266","CPLG,SLDR,W/STOP,3X1-1/2 NOM C","EA ","26","$23.81","$619.03","","","","","","",""
"528","528-03-R0269","CPLG,SLDR,W/STOP,4X3 NOM CU   ","EA ","9","$44.65","$401.82","","","","","","",""
"528","528-03-R0289","TEE,SLDRD 2X2X1 1/2 NOM CU    ","EA ","4","$22.17","$88.66","","","","","","",""
"528","528-03-R0290","TEE,SLDRD,2X2X1 1/4 NOM CU    ","EA ","2","$24.56","$49.12","","","","","","",""
"528","528-03-R0297","TEE,SLDRD 3 X 1-1/2           ","EA ","2","$45.10","$90.21","","","","","","",""
"528","528-03-R0464","RED B.W.2-1/2X2 IPS,CPR       ","EA ","1","$32.20","$32.20","","","","","","",""
"528","528-03-R0468","RED B.W.3X2 IPS,CPR NKL,90-10,","EA ","5","$35.07","$175.37","","","","","","",""
"528","528-03-R0904","BUSH,FLUSH,SCRD,3X2 PIPE      ","EA ","1","$149.80","$149.80","","","","","","",""
"528","528-03-R9009","REDUCER, CONC, 2 X 1-1/4 IPS  ","EA ","5","$53.74","$268.71","","","","","","",""
"528","528-03-R9019","REDUCER, CONCENTRIC, 1-1/2"" X ","EA ","2","$52.73","$105.46","","","","","","",""
"528","528-03-R9020","REDUCER, CONC, 2 X 1-1/2 IPS  ","EA ","10","$42.59","$425.88","","","","","","",""
"528","528-03-R9025","TEE,SLDRD,2X2X1 1/4 NOM CU    ","EA ","3","$24.56","$73.68","","","","","","",""
"528","528-03-R9059","REDUCER, CONCENTRIC, 1-1/4"" X ","EA ","2","$42.76","$85.52","","","","","","",""
"528","528-03-R9060","REDUCER, CONCENTRIC, 3/4 X 1  ","EA ","4","$139.43","$557.72","","","","","","",""
"528","528-03-T0009","TEE, 2"" IPS,SILB,400 PSI WOG,W","EA ","10","$31.96","$319.61","","","","","","",""
"528","528-03-T0013","TEE, 4"" IPS,SILB,400 PSI WOG,W","EA ","2","$111.34","$222.67","","","","","","",""
"528","528-03-T0110","TEE,SLDRD 1 NOM CU            ","EA ","5","$5.30","$26.52","","","","","","",""
"528","528-03-T0111","TEE,SLDRD 1 NOM CU            ","EA ","20","$5.30","$106.06","","","","","","",""
"528","528-03-T0112","TEE,SLDRD 1 1/4 NOM CU        ","EA ","8","$7.25","$58.00","","","","","","",""
"528","528-03-T0113","TEE,SLDRD,1 1/2 NOM CU        ","EA ","9","$11.16","$100.48","","","","","","",""
"528","528-03-T0114","TEE,SLDRD 2 NOM CU            ","EA ","46","$17.41","$800.88","","","","","","",""
"528","528-03-T0115","TEE,SLDRD 2 1/2 NOM CU        ","EA ","2","$35.14","$70.27","","","","","","",""
"528","528-03-T0116","TEE,SLDRD 3 NOM CU            ","EA ","16","$53.62","$857.93","","","","","","",""
"528","528-03-T0179","TEE B.W.3 IPS,CPR NKL,90-10,PL","EA ","11","$109.76","$1,207.31","","","","","","",""
"528","528-03-T0289","TEE, RED, CU-NI, 3""RUNX2""BRANC","EA ","3","$117.28","$351.84","","","","","","",""
"528","528-03-T9013","TEE,SLDRD 4X4X1 1/4 NOM CU    ","EA ","1","$86.73","$86.73","","","","","","",""
"528","528-03-T9019","TEE, 1"" IPS, SCH 40S, BW      ","EA ","12","$62.87","$754.42","","","","","","",""
"528","528-03-T9020","TEE, 2"" IPS, AL, BW, SCH 40   ","EA ","8","$64.90","$519.17","","","","","","",""
"528","528-03-T9021","TEE,SLDRD 4X4X2 NOM CU        ","EA ","6","$87.60","$525.60","","","","","","",""
"528","528-03-T9042","TEE, 1-1/2"", STR, AL, BTWLD,  ","EA ","2","$61.85","$123.71","","","","","","",""
"528","528-03-T9046","TEE,SLDRD 2 1/2X2 1/2X1 1/4 NO","EA ","1","$58.11","$58.11","","","","","","",""
"528","528-03-T9047","TEE,SLDRD 3 X 3 X 1-1/4       ","EA ","4","$45.10","$180.41","","","","","","",""
"528","528-03-T9054","TEE, 1-1/2"", SINGLE SWEEP, NIB","EA ","8","$9.91","$79.25","","","","","","",""
"528","528-03-T9074","TEE, LONG TURN SINGLE SWEEP,  ","EA ","1","$86.19","$86.19","","","","","","",""
"528","528-03-U0038","UNION,SLDR,1/2""NOM CU SIZE, WR","EA ","2","$4.80","$9.59","","","","","","",""
"528","528-03-U0043","UNION,SLDR,1-1/2""NOM CU SZ, WR","EA ","4","$23.57","$94.26","","","","","","",""
"528","528-03-U0044","UNION,SLDR,2""NOM CU SZ, WROT C","EA ","5","$40.15","$200.77","","","","","","",""
"528","528-03-U0081","UNION,SLDRXMPT,3/4 NOM CU     ","EA ","3","$12.51","$37.54","","","","","","",""
"528","528-03-U0083","UNION,SLDRXMPT,1-1/4 NOM CU   ","EA ","6","$38.19","$229.12","","","","","","",""
"528","528-03-U0084","UNION,SLDRXMPT,1-1/2 NOM CU   ","EA ","9","$40.12","$361.12","","","","","","",""
"528","528-03-U0085","UNION,SLDRXMPT,2 NOM CU       ","EA ","23","$61.62","$1,417.28","","","","","","",""
"528","528-03-U0090","UNION,SLDRXFPT,1/2 NOM CU     ","EA ","1","$10.57","$10.57","","","","","","",""
"528","528-03-U0092","UNION,3/4 NOM C X FPT, BRONZE,","EA ","8","$9.27","$74.20","","","","","","",""
"528","528-03-U0094","UNION,SLDRXFPT,1-1/4 NOM CU   ","EA ","2","$55.79","$111.58","","","","","","",""
"528","528-03-U0096","UNION,SLDRXFPT,2 NOM CU       ","EA ","7","$119.41","$835.86","","","","","","",""
"528","528-03-U9030","UNION, 3"", BRZ, PL, SB        ","EA ","4","$297.41","$1,189.62","","","","","","",""
"528","528-03-V0011","VALVE, GATE, 1"", BRZ          ","EA ","2","$124.20","$248.40","","","","","","",""
"528","528-03-V1111","VALVE, BALL, 1/2 IPS, BRONZE  ","EA ","1","$3.89","$3.89","","","","","","",""
"528","528-03-Y0005","Y-BRANCH, 1"" IPS, SILB, 400 PS","EA ","3","$25.36","$76.08","","","","","","",""
"528","528-03-Y0033","Y-BRANCH,2""IPS 3000 PSI WOG, S","EA ","12","$66.78","$801.38","","","","","","",""
"528","528-03-Y9001","Y-BRANCH, 45 DEG, 1-1/2"" IPS  ","EA ","1","$125.47","$125.47","","","","","","",""
"528","528-03-Y9002","LATERAL, 45 DEG, 2"" IPS, AL,BW","EA ","27","$206.27","$5,569.23","","","","","","",""
"528","528-03-Y9004","Y BRANCH, 1-1/2""NOM, DWV      ","EA ","2","$22.82","$45.64","","","","","","",""
"528","528-03-Y9005","Y BRANCH, 2""NOM, 45 DEGREE    ","EA ","160","$24.44","$3,909.98","","","","","","",""
"528","528-03-Y9007","Y BRANCH, 3""NOM, 45 DEGREE    ","EA ","60","$59.07","$3,543.93","","","","","","",""
"528","528-03-Y9008","Y BRANCH, 4""NOM, 45 DEGREE    ","EA ","4","$119.41","$477.63","","","","","","",""
"528","528-03-Y9009","Y BRANCH, 1-1/4""NOM, 45 DEGREE","EA ","1","$17.27","$17.27","","","","","","",""
"528","528-03-Y9011","Y-BRANCH, REDUCING, 4""X4""X2""  ","EA ","6","$84.60","$507.59","","","","","","",""
"528","528-03-Y9012","Y-BRANCH, 45 DEG, REDUCING    ","EA ","8","$53.73","$429.85","","","","","","",""
"528","528-03-Y9013","Y-BRANCH, 45 DEG, REDUCING    ","EA ","1","$84.60","$84.60","","","","","","",""
"528","528-03-Y9014","LATERAL, 1"" IPS, SCH 40, SMLS,","EA ","2","$221.81","$443.63","","","","","","",""
"528","528-03-Y9015","LATERAL, 1/2"" NOM TUBE, COPPER","EA ","1","$12.17","$12.17","","","","","","",""
"528","528-03-Y9016","Y-BRANCH, REDUCING, 3X3X1-1/2""","EA ","1","$53.73","$53.73","","","","","","",""
"528","528-03-Y9018","Y-BRANCH, 1"", 150 LB, WROT    ","EA ","3","$16.95","$50.86","","","","","","",""
"529","529-01-15001","GAGE ASSY, PRESSURE AND VAC   ","EA ","4","$2,423.46","$9,693.84","","","","","","",""
"529","529-01-ACT01","VALVE ACTUATOR, NU-TORQUE STY ","EA ","1","$6,854.64","$6,854.64","","","","","","",""
"529","529-01-CH001","J15/J16 PCW CHANGES           ","EA ","1","$17,811.92","$17,811.92","","","","","","",""
"529","529-01-E0001","EDUCTOR, 8""X6""X5""IPS, BRZ BODY","EA ","2","$8,330.01","$16,660.02","","","","","","",""
"529","529-01-E0002","EDUCTOR, 4"" X 4"" X 3"" IPS     ","EA ","2","$4,510.78","$9,021.56","","","","","","",""
"529","529-01-V0001","VALVE, BUTTERFLY, 3"", WAFER   ","EA ","9","$8,154.59","$73,391.29","","","","","","",""
"529","529-01-V0002","VALVE, BUTTERFLY, 4"", WAFER   ","EA ","5","$8,185.01","$40,925.04","","","","","","",""
"529","529-01-V0003","VALVE, BUTTERFLY, 6"", WAFER   ","EA ","13","$9,028.66","$117,372.53","","","","","","",""
"529","529-01-V0004","VALVE, BUTTERFLY, 4"", LUGGED  ","EA ","2","$13,179.97","$26,359.94","","","","","","",""
"529","529-01-V0005","VALVE, BUTTERFLY, 6"", LUGGED  ","EA ","2","$13,793.44","$27,586.88","","","","","","",""
"529","529-01-V0006","VALVE, CHECK, VACUUM ACTUATED ","EA ","2","$9,097.69","$18,195.38","","","","","","",""
"529","529-01-V0007","VALVE, CHECK, VACUUM ACTUATED ","EA ","2","$15,934.40","$31,868.80","","","","","","",""
"529","529-01-V0008","VALVE, SWING CHECK, 4"", BRONZE","EA ","2","$1,659.16","$3,318.32","","","","","","",""
"529","529-01-V0009","VALVE, SWING CHECK, 6"", BRONZE","EA ","2","$2,680.86","$5,361.73","","","","","","",""
"529","529-01-V0010","VALVE, BUTTERFLY, 3"", WAFER ST","EA ","4","$2,006.71","$8,026.82","","","","","","",""
"529","529-01-V666A","VALVE, GATE, 1/4 IPS, BRZ     ","EA ","4","$170.23","$680.92","","","","","","",""
"529","529-01-V673A","VALVE, GATE, 2""IPS, BRONZE    ","EA ","15","$616.33","$9,244.94","","","","","","",""
"529","529-01-V9001","VALVE, GATE, 1/4"" IPS, 400 PSI","EA ","4","$193.65","$774.61","","","","","","",""
"529","529-01-V9007","VLVE,GATE,2""BRZ,W/CUNI SW ENDS","EA ","0","$821.34","$0.00","","","","","","",""
"529","529-01-Z0001","ADJ FROM FY08 TO FY09 BOM     ","LO ","1","$894.02","$894.02","","","","","","",""
"529","529-03-A0192","ADAPTER, 1/4"" IPS, 3000 PSI   ","EA ","9","$21.40","$192.56","","","","","","",""
"529","529-03-A9076","BUSHING, REDUCING, 1/4"" IPS X ","EA ","2","$8.04","$16.08","","","","","","",""
"529","529-03-B0006","BRAZOLET,3""IPS RUN X 1/4"" IPS ","EA ","4","$21.94","$87.77","","","","","","",""
"529","529-03-B0007","BRAZOLET,4""IPS RUN X 1/4"" IPS ","EA ","19","$21.94","$416.92","","","","","","",""
"529","529-03-B0008","BRAZOLET,5""IPS RUN X 1/4"" IPS ","EA ","1","$21.94","$21.94","","","","","","",""
"529","529-03-B0009","BRAZOLET 6""IPS RUN X 1/4""IPS S","EA ","3","$21.94","$65.83","","","","","","",""
"529","529-03-B0056","BRAZOLET 6""IPS RUN X 2-1/2""IPS","EA ","1","$201.50","$201.50","","","","","","",""
"529","529-03-B0137","SOCKOLET, 3""X1/4"" IPS SW      ","EA ","3","$292.50","$877.50","","","","","","",""
"529","529-03-B0340","BRAZOLET 3""IPS RUN X 2""IPS SIL","EA ","1","$112.20","$112.20","","","","","","",""
