"SWBS","Item#","Desc.","UOM","Qty","Unit Cost","Ext. Cost",""
"506","54284-006","DK/BHD SLV,1 1/4 IPS,STL,PLAIN","EA ","148","$9.25","$1,369.00",""
"506","54284-008","DK/BHD SLV,2""STL,PL,TO FIT CNA","EA ","150","$7.20","$1,080.00",""
"506","54285-004","DK/BHD SLV,1/2 NOM.,STL,PLAIN,","EA ","6","$7.10","$42.60",""
"506","54285-006","DK/BHD SLV,3/4 NOM.,STL,PLAIN,","EA ","148","$7.25","$1,073.00",""
"506","54285-007","DK/BHD SLV,1 NOM.,STL,PLAIN,TO","EA ","2","$8.25","$16.50",""
"506","54285-008","DK/BHD SLV, 1-1/4 NOM, STL, PL","EA ","6","$10.40","$62.40",""
"506","54286-003","DK/BHD SLV,1/2 IPS,STL,PLAIN,X","EA ","2","$6.25","$12.50",""
"506","54286-005","DK/BHD SLV,1 IPS,STL,PLAIN,X 1","EA ","150","$5.25","$787.50",""
"506","54286-006","DK/BHD SLV,1 1/4 IPS,STL,PLAIN","EA ","24","$6.95","$166.80",""
"506","54286-007","DK/BHD SLV,1 1/2 IPS,STL,PLAIN","EA ","150","$7.45","$1,117.50",""
"506","54286-008","DK/BHD SLV,2 IPS,STL,PLAIN,X 3","EA ","150","$7.95","$1,192.50",""
"506","54286-009","DK/BHD SLV,2 1/2 IPS,STL,PLAIN","EA ","115","$9.25","$1,063.75",""
"506","54286-010","DK/BHD SLV,3"", IPS,STL,PLAIN  ","EA ","130","$10.75","$1,397.50",""
"506","54286-011","DK/BHD SLV,4 IPS,STL,PLAIN,X 5","EA ","114","$19.75","$2,251.50",""
"506","54372-004","FITTING UNION, 1/2"" IPS       ","EA ","6","$3.41","$20.46",""
"506","54373-005","FITTG, UNION, 3/4""IPS, STL    ","EA ","16","$4.58","$73.28",""
"506","54373-006","FITTG, UNION, 1"" IPS, STL, PLA","EA ","24","$5.90","$141.60",""
"506","54373-007","FITTG, UNION, 1-1/4"" IPS, STL,","EA ","26","$9.52","$247.52",""
"506","54373-008","FITTG, UNION, 1-1/2"" IPS, STL,","EA ","24","$10.31","$247.44",""
"506","54381-009","SOCKOLET, 2-1/2"" - 1-1/2"" IPS ","EA ","34","$2.73","$92.82",""
"506","54381-010","SOCKOLET, 3"" - 36"" IPS RUN X 1","EA ","40","$4.50","$180.00",""
"506","54381-023","SOCKOLET, 2.5"" - 2"" IPS RUN X ","EA ","33","$4.56","$150.48",""
"506","54412-002","ELL, 90 DEGREES, 1/4"" IPS, 300","EA ","24","$2.39","$57.36",""
"506","54412-004","ELL, 90 DEGREES, 1/2"" IPS, 300","EA ","33","$3.42","$112.86",""
"506","54412-006","ELL, 90 DEGREES, 1"" IPS, 3000#","EA ","5","$6.49","$32.45",""
"506","54412-007","ELL, 90 DEGREES, 1-1/4"" IPS, 3","EA ","6","$10.37","$62.22",""
"506","54412-008","ELL, 90 DEGREES, 1-1/2"" IPS, 3","EA ","51","$14.51","$740.01",""
"506","54413-004","ELL, 45 DEGREES, 1/2"" IPS, 300","EA ","8","$5.09","$40.72",""
"506","54414-004","TEE, 1/2"" IPS, 3000# SOC WLD,S","EA ","4","$5.28","$21.12",""
"506","54414-007","TEE,1-1/4""IPS,3000#SOC WLD,STA","EA ","2","$14.29","$28.58",""
"506","54414-008","TEE,1-1/2""IPS,3000#SOC WLD,STA","EA ","23","$21.21","$487.83",""
"506","54415-007","UNION,1-1/4""IPS, 3000# SOC WLD","EA ","5","$25.29","$126.45",""
"506","54415-008","UNION,1-1/2""IPS, 3000# SOC WLD","EA ","6","$28.54","$171.24",""
"506","54416-006","COUPLING, 1"" IPS,3000# SOC WLD","EA ","16","$3.57","$57.12",""
"506","54416-010","COUPLING,2-1/2"" IPS,3000# SOC ","EA ","4","$12.60","$50.40",""
"506","54417-013","INSERT,REDUCING,1-1/4""X 3/4""IP","EA ","14","$6.35","$88.90",""
"506","54536-001","ADAPTER, CARBON STEEL, 3/4"" IP","EA ","12","$9.50","$114.00",""
"506","54797-007","TEE, SST, 2-1/2"", SCH 40S,    ","EA ","1","$24.89","$24.89",""
"506","54820-062","ADAPTER SW X JIC MALE STL     ","EA ","16","$23.00","$368.00",""
"506","54820-083","ADAPTER, 3/8 SW x #6 MALE 37  ","EA ","16","$26.00","$416.00",""
"506","55001-012","ELL 90,L.R.,4 IPS,CPR NKL,90-1","EA ","20","$91.95","$1,839.00",""
"506","55001-013","ELL 90,L.R.,5 IPS,CPR NKL,90-1","EA ","20","$207.07","$4,141.40",""
"506","55001-014","ELL 90,L.R.,6 IPS,CPR NKL,90-1","EA ","42","$283.56","$11,909.52",""
"506","55002-012","ELL 45 DEGREES, B.W.,4 IPS,CPR","EA ","6","$70.60","$423.60",""
"506","55002-013","ELL 45,B.W.,5 IPS,CPR NKL,90-1","EA ","16","$146.50","$2,344.00",""
"506","55002-016","ELL 45,B.W.,8 IPS,CPR NKL,90-1","EA ","10","$379.83","$3,798.30",""
"506","55003-012","TEE B.W.4 IPS CPR NKL,90-10,PL","EA ","10","$214.60","$2,146.00",""
"506","55003-013","TEE B.W.5 IPS,CPR NKL,90-10,PL","EA ","10","$214.60","$2,146.00",""
"506","55003-014","TEE B.W.6 IPS,CPR NKL,90-10,PL","EA ","10","$302.44","$3,024.40",""
"506","55005-026","RED B.W.5X4 IPS,CPR NKL,90-10,","EA ","10","$83.57","$835.70",""
"506","55005-050","RDCR, CONC, 4"" X 2"", IPS, CL 2","EA ","10","$58.01","$580.10",""
"506","55006-010","CAP B.W.3 IPS,CPR NKL,90-10,PL","EA ","1","$89.02","$89.02",""
"506","55013-002","ELL,90 DEGREE,3/8"" IPS,LNG TRN","EA ","8","$19.20","$153.60",""
"506","55013-003","ELL,90 DEGREE,1/2"" IPS,LNG TRN","EA ","40","$12.35","$494.00",""
"506","55013-004","ELL,90 DEGREE,3/4"" IPS, LNG TR","EA ","12","$13.09","$157.08",""
"506","55013-005","ELL,90 DEGREE,1""IPS, LNG TRN, ","EA ","20","$16.26","$325.20",""
"506","55013-006","ELL, 90 DEGREE,1-1/4"" IPS,LNG ","EA ","49","$19.83","$971.67",""
"506","55013-007","ELL,90 DEGREE,1-1/2"" IPS,LNG T","EA ","72","$22.61","$1,627.92",""
"506","55013-008","ELL,90 DEGREE,2"" IPS, LNG TRN,","EA ","20","$27.33","$546.60",""
"506","55013-009","ELL,90 DEGREE,2-1/2"" IPS,LNG  ","EA ","6","$53.77","$322.62",""
"506","55035-004","Y-BRANCH, 3/4"" IPS, SILB, 400 ","EA ","12","$40.27","$483.24",""
"506","55076-001","ADPT,FPT X M.SILB,1/4         ","EA ","10","$11.82","$118.20",""
"506","55076-007","ADPT,FPT X M.SILB,1-1/2       ","EA ","2","$22.06","$44.12",""
"506","55077-001","ELL 90,SLDRD,1/4 NOM CU SZ, WR","EA ","12","$1.30","$15.60",""
"506","55077-003","ELBOW 90,SLDRD,1/2 CU SZ. WR  ","EA ","150","$0.41","$61.50",""
"506","55077-011","ELL 90, SLDRD 1-1/2 NOM CU SIZ","EA ","12","$5.33","$63.96",""
"506","55077-013","ELL 90, SLDRD, 2 NOM CU SIZE, ","EA ","12","$9.72","$116.64",""
"506","55091-006","ELL 45, SLDRD, 1/2 NOM CU SIZE","EA ","139","$0.75","$104.25",""
"506","55091-011","ELL 45, SLDRD, 1 NOM CU SIZE, ","EA ","20","$3.31","$66.20",""
"506","55091-013","ELL 45, SLDRD 1-1/4 NOM CU SIZ","EA ","12","$4.48","$53.76",""
"506","55091-014","ELL 45, SLDRD, 1-1/2 NOM CU SI","EA ","18","$5.40","$97.20",""
"506","55100-059","TEE, SLDR 3/4 NOM CU SIZE, CPR","EA ","24","$1.69","$40.56",""
"506","55100-069","TEE,SLDRD 3/4X1/2X1/2 NOM CU  ","EA ","20","$1.99","$39.80",""
"506","55100-075","TEE,SLDRD 1 NOM CU            ","EA ","2","$5.23","$10.46",""
"506","55100-093","TEE,SLDRD 1 1/4 NOM CU        ","EA ","2","$7.15","$14.30",""
"506","55100-109","TEE,SLDRD,1 1/2 NOM CU        ","EA ","2","$11.01","$22.02",""
"506","55100-114","TEE,SLDRD 1 1/2X1 1/2X1/2 NOM ","EA ","2","$8.20","$16.40",""
"506","55110-006","CPLG,SLDR,W/STOP,1/4 NOM CU   ","EA ","25","$0.30","$7.50",""
"506","55110-013","CPLG, SLDR, W/ STOP, 1/2 NOM C","EA ","6","$0.31","$1.86",""
"506","55110-020","CPLG, SLDR, W/ STOP, 3/4 NOM C","EA ","56","$0.62","$34.72",""
"506","55110-037","CPLG, SLDR, W/ STOP, 1-1/2 NOM","EA ","6","$2.92","$17.52",""
"506","55110-042","CPLG, SLDR, W/ STOP 2 NOM CU S","EA ","40","$4.88","$195.20",""
"506","55110-044","CPLG, SLDR, W/ STOP, 2 X 1-1/4","EA ","4","$7.38","$29.52",""
"506","55115-001","RED,SLDR,FTGXSLDR,1/4X1/8,NOM ","EA ","100","$0.88","$88.00",""
"506","55115-003","RED,SLDR,FTGXSLDR,3/8X1/8 NOM ","EA ","24","$1.11","$26.64",""
"506","55115-004","RED,SLDR,FTGXSLDR,1/2X3/8 NOM ","EA ","2","$0.73","$1.46",""
"506","55115-024","RED,SLDR,FTGXSLDR,2X1-1/2 NOM ","EA ","3","$7.72","$23.16",""
"506","55115-027","RED,SLDR,FTGXSLDR,2X3/4 NOM CU","EA ","2","$8.13","$16.26",""
"506","55119-007","CAP,SLDR,1 NOM CU             ","EA ","2","$1.32","$2.64",""
"506","55123-001","UNION,SLDR,1/4 NOM CU SIZE, WR","EA ","24","$7.41","$177.84",""
"506","55123-003","UNION,SLDR,1/2""NOM CU SIZE, WR","EA ","90","$4.73","$425.70",""
"506","55123-005","UNION,SLDR,3/4""NOM CU SIZE, WR","EA ","34","$5.92","$201.28",""
"506","55123-005","UNION,SLDR,3/4""NOM CU SIZE, WR","EA ","6","$5.92","$35.52",""
"506","55123-006","UNION,SLDR,1""NOM CU SIZE, WROT","EA ","12","$10.19","$122.28",""
"506","55123-007","UNION,SLDR,1-1/4""NOM CU SZ, WR","EA ","2","$17.65","$35.30",""
"506","55123-008","UNION,SLDR,1-1/2""NOM CU SZ, WR","EA ","3","$23.24","$69.72",""
"506","55123-009","UNION,SLDR,2""NOM CU SZ, WROT C","EA ","9","$39.60","$356.40",""
"506","55125-005","UNION,3/4 NOM C X FPT, BRONZE,","EA ","6","$14.19","$85.14",""
"506","55126-001","UNION,SLDRXMPT,1/4 NOM CU     ","EA ","1","$10.49","$10.49",""
"506","55126-005","UNION,SLDRXMPT,3/4 NOM CU     ","EA ","14","$12.34","$172.76",""
"506","55126-008","UNION,SLDRXMPT,1-1/2 NOM CU   ","EA ","1","$39.57","$39.57",""
"506","55132-016","ADPT,SLDRXFPT,1 NOM CU        ","EA ","12","$4.33","$51.96",""
"506","55134-007","ADPT, 1/2""NOM CU.SZ. X 1/2"" MP","EA ","6","$0.86","$5.16",""
"506","55134-008","ADPT, 1/2"" NOM CU.SZ. X 1"" MPT","EA ","50","$5.63","$281.50",""
"506","55134-013","ADPT, 3/4"" NOM CU.SZ. X 3/4"" M","EA ","24","$1.44","$34.56",""
"506","55134-016","ADPT, 1"" NOM CU.SZ. X 1"" MPT, ","EA ","12","$3.73","$44.76",""
"506","55134-022","ADPT, 1-1/2"" NOM CU.SZ.X 1-1/2","EA ","2","$6.34","$12.68",""
"506","55134-024","ADPT, 2"" NOM CU.SZ. X 2"" MPT, ","EA ","4","$10.72","$42.88",""
"506","55134-025","ADPT, 2-1/2"" NOM CU.SZ. X 2-1/","EA ","1","$41.08","$41.08",""
"506","55134-037","ADAPTER, SOLDERED X MALE PIPE ","EA ","24","$2.64","$63.36",""
"506","55138-005","ADPT,SLDRXMPT,FTGXM,1/2 NOM CU","EA ","2","$3.80","$7.60",""
"506","55172-009","ELL,90,2 FPT,BRZ,PL,125PSI,AST","EA ","4","$10.91","$43.64",""
"506","55189-009","CPLG,2 FPT,BRZ,PL,125PSI,ASTM ","EA ","4","$10.49","$41.96",""
"506","55194-029","BUSH,FLUSH,SCRD,3X2 PIPE      ","EA ","1","$147.73","$147.73",""
"506","55195-009","CAP,2 FPT,BRZ,PL,125PSI,ASTM B","EA ","21","$9.55","$200.55",""
"506","55198-002","PLUG,SOL SQ HD,SCRD,1/4 PIPE  ","EA ","2","$0.58","$1.16",""
"506","55479-007","BRAZOLET,1-1/2""IPS RUN X 1/4"" ","EA ","6","$21.64","$129.84",""
"506","55479-012","BRAZOLET,5""IPS RUN X 1/4"" IPS ","EA ","10","$21.64","$216.40",""
"506","55479-013","BRAZOLET 6""IPS RUN X 1/4""IPS S","EA ","10","$21.64","$216.40",""
"506","55479-049","BRAZOLET 1-1/2""IPS RUN X 3/4""I","EA ","2","$28.73","$57.46",""
"506","55479-050","BRAZOLET 2""IPS RUN X 3/4""IPS S","EA ","2","$28.73","$57.46",""
"506","55479-083","BRAZOLET 3""IPS RUN X 2""IPS SIL","EA ","1","$110.65","$110.65",""
"506","55482-050","BRAZOLET 2""NOM RUN 2-1/8""O.D. ","EA ","1","$25.08","$25.08",""
"506","55484-005","ELL,90 DEGREE,3/4"" IPS,SILB,40","EA ","24","$6.30","$151.20",""
"506","55484-008","ELB, 90 DEGREE, 1-1/2"" IPS, SI","EA ","29","$11.60","$336.40",""
"506","55484-009","ELB, 90 DEGREE, 2"" IPS, SILB, ","EA ","50","$16.52","$826.00",""
"506","55488-003","ELL, 45 DEGREE, 1/2"" IPS, SILB","EA ","20","$5.91","$118.20",""
"506","55488-004","ELL, 45 DEGREE, 3/4"" IPS, SILB","EA ","54","$5.81","$313.74",""
"506","55488-005","ELL, 45 DEGREE, 1"" IPS, SILB, ","EA ","62","$6.48","$401.76",""
"506","55488-006","ELL, 45 DEGREE, 1-1/4"" IPS, SI","EA ","24","$11.93","$286.32",""
"506","55488-007","ELL,45 DEGREE,1-1/2"" IPS,SILB,","EA ","40","$11.27","$450.80",""
"506","55488-008","ELL, 45 DEGREE, 2"" IPS, SILB, ","EA ","40","$15.73","$629.20",""
"506","55488-009","ELL, 45 DEGREE, 2-1/2"" IPS, SI","EA ","4","$31.82","$127.28",""
"506","55489-006","TEE, 1"" IPS,SILB, 400 PSI WOG,","EA ","26","$10.19","$264.94",""
"506","55489-007","TEE,1-1/4"" IPS, SILB,400 PSI W","EA ","1","$16.76","$16.76",""
"506","55489-008","TEE,1-1/2"" IPS, SILB,400 PSI W","EA ","10","$19.24","$192.40",""
"506","55489-009","TEE, 2"" IPS,SILB,400 PSI WOG,W","EA ","11","$31.52","$346.72",""
"506","55495-003","COUPLING, 3/8"" IPS, SILB, 400 ","EA ","12","$6.53","$78.36",""
"506","55495-008","COUPLING,1-1/2"" IPS,SILB, 400 ","EA ","47","$8.98","$422.06",""
"506","55497-023","COUPLING,REDUCING,2-1/2""X1-1/2","EA ","1","$78.82","$78.82",""
"506","55499-011","BUSHING,REDUCING,1""X1/2"" IPS, ","EA ","2","$10.57","$21.14",""
"506","55499-023","INSERT, RED, 1-1/2"" X 1-1/4""  ","EA ","1","$13.70","$13.70",""
"506","55500-003","UNION, 1/2"" IPS,SILB,400 PSI W","EA ","8","$11.36","$90.88",""
"506","55500-004","UNION, 3/4"" IPS,SILB,400 PSI W","EA ","25","$14.17","$354.25",""
"506","55500-005","UNION, 1"" IPS, SILB, 400 PSI W","EA ","4","$18.85","$75.40",""
"506","55500-008","UNION, 2"" IPS, SILB, 400 PSI W","EA ","4","$50.28","$201.12",""
"506","55501-009","UNION,2-1/2"" IPS,SILB,600 PSI ","EA ","2","$339.09","$678.18",""
"506","55505-008","UNION, 2"" IPS, SILB X MPT, 600","EA ","4","$376.74","$1,506.96",""
"506","55507-003","ADAPTER, 1/2"" IPS, SILB X MPT,","EA ","2","$9.55","$19.10",""
"506","55507-007","ADAPTER,1-1/2"" IPS, SILB X MPT","EA ","2","$17.90","$35.80",""
"506","55507-008","ADAPTER, 2"" IPS,SILB X MPT,400","EA ","10","$19.09","$190.90",""
"506","55523-003","ELB, 90 DEG, 4"" IPS, SR, CL 20","EA ","20","$90.22","$1,804.40",""
"506","55523-006","ELB, 90 DEGREE, 8"" IPS, SR, CL","EA ","12","$458.11","$5,497.32",""
"506","55526-010","SOCKOLET, 3""X1/4"" IPS SW      ","EA ","13","$26.83","$348.79",""
"506","55580-028","BUSHING, RED, 2"" X 1-1/2""     ","EA ","10","$46.44","$464.40",""
"506","55581-003","COUPLING, 1/2"" IPS, 400 PSI WO","EA ","12","$13.60","$163.20",""
"506","55581-007","COUPLING, 1-1/2"" IPS, 400 PSI ","EA ","33","$39.92","$1,317.36",""
"506","55582-006","COUPLING, REDUCING, 3/4"" x 1/2","EA ","2","$25.83","$51.66",""
"506","55583-006","ELB, 90 DEG., 2"" IPS, 400     ","EA ","38","$50.55","$1,920.90",""
"506","55642-001","CAP, HOSE, 1 1/2"" IPS ROCKER L","EA ","1","$19.00","$19.00",""
"506","56008-015","FLANGE,4""NOM,150#,SOLD,FLAT   ","EA ","6","$102.10","$612.60",""
"506","56021-003","FLANGE, SLP ON, 1"" IPS, STL, P","EA ","6","$5.04","$30.24",""
"506","56021-004","FLANGE, SLP ON, 1-1/4"" IPS, ST","EA ","6","$5.04","$30.24",""
"506","56021-005","FLANGE, SLP ON, 1-1/2"" IPS, ST","EA ","40","$5.04","$201.60",""
"506","56021-006","FLANGE, SLP ON, 2"" IPS, STL, P","EA ","10","$5.61","$56.10",""
"506","56021-008","FLANGE, SLP ON, 3"" IPS, STL, P","EA ","32","$7.61","$243.52",""
"506","56021-010","FLANGE, SLP ON, 4"" IPS, STL, P","EA ","14","$9.54","$133.56",""
"506","56060-004","FLANGE, 3/4"" IPS, CLASS 150, F","EA ","3","$28.95","$86.85",""
"506","56060-007","FLANGE,1-1/2""IPS,CLASS 150, FU","EA ","10","$91.00","$910.00",""
"506","56060-008","FLANGE, 2"" IPS, CLASS 150, FUL","EA ","10","$42.33","$423.30",""
"506","56060-009","FLANGE,2-1/2""IPS, CLASS 150,FU","EA ","2","$63.64","$127.28",""
"506","56060-010","FLANGE, 3"" IPS, CLASS 150, FUL","EA ","18","$76.97","$1,385.46",""
"506","56060-013","FLANGE, 5"" IPS, CLASS 150, FUL","EA ","10","$155.19","$1,551.90",""
"506","56060-014","FLANGE, 6"" IPS, CLASS 150, FUL","EA ","32","$233.86","$7,483.52",""
"506","56060-015","FLANGE, 8"" IPS, CLASS 150, FUL","EA ","10","$329.55","$3,295.50",""
"506","56156-009","FLANGE, SLIP-ON, SST 304L, 2-1","EA ","8","$22.45","$179.60",""
"506","56156-010","FLANGE, SLIP-ON, SST 304L, 3"" ","EA ","4","$24.07","$96.28",""
"507","507-01-00001","ADDITIONAL LABEL SCOPE        ","EA ","1","$25,750.00","$25,750.00",""
"507","507-01-CH001","J15/J16 PCW CHANGES           ","EA ","1","$315.00","$315.00",""
"507","507-01-Z0001","ADJ FROM FY08 TO FY09 BOM     ","LO ","1","$83,018.00","$83,018.00",""
"507","507-03-01000","LABELS, COMPT 01 LVL WEATHER  ","LO ","1","$0.01","$0.01",""
"507","507-03-01190","LABELS, COMPT 01-19-0-C       ","LO ","1","$0.01","$0.01",""
"507","507-03-01250","LABELS, COMPT 01-25-0-C       ","LO ","1","$0.01","$0.01",""
"507","507-03-01251","LABELS, COMPT 01-25-1-L       ","LO ","1","$0.01","$0.01",""
"507","507-03-01252","LABELS, COMPT 01-25-2-L       ","LO ","1","$0.01","$0.01",""
"507","507-03-01254","LABELS, COMPT 01-25-4-L       ","LO ","1","$0.01","$0.01",""
"507","507-03-01256","LABELS, COMPT 01-25-6-L       ","LO ","1","$0.01","$0.01",""
"507","507-03-0125A","LABELS, COMPT 01-25-01-L      ","LO ","1","$0.01","$0.01",""
"507","507-03-0125B","LABELS, COMPT 01-25-02-L      ","LO ","1","$0.01","$0.01",""
"507","507-03-01281","LABELS, COMPT 01-28-1-L       ","LO ","1","$0.01","$0.01",""
"507","507-03-01292","LABELS, COMPT 01-29-2-L       ","LO ","1","$0.01","$0.01",""
"507","507-03-01321","LABELS, COMPT 01-32-1-L       ","LO ","1","$0.01","$0.01",""
"507","507-03-01322","LABELS, COMPT 01-32-2-L       ","LO ","1","$0.01","$0.01",""
"507","507-03-01361","LABELS, COMPT 01-36-1-Q       ","LO ","1","$0.01","$0.01",""
"507","507-03-01362","LABELS, COMPT 01-36-2-Q       ","LO ","1","$0.01","$0.01",""
"507","507-03-0136A","LABELS, COMPT 01-36-01-Q      ","LO ","1","$0.01","$0.01",""
"507","507-03-01372","LABELS, COMPT 01-37-2-Q       ","LO ","1","$0.01","$0.01",""
"507","507-03-01401","LABELS, COMPT 01-40-1-Q       ","LO ","1","$0.01","$0.01",""
"507","507-03-01542","LABELS, COMPT 01-54-2-Q       ","LO ","1","$0.01","$0.01",""
"507","507-03-02000","LABELS, COMPT 02 LVL WEATHER  ","LO ","1","$0.01","$0.01",""
"507","507-03-02300","LABELS, COMPT 02-30-0-L       ","LO ","1","$0.01","$0.01",""
"507","507-03-02301","LABELS, COMPT 02-30-1-A       ","LO ","1","$0.01","$0.01",""
"507","507-03-02311","LABELS, COMPT 02-31-1-C       ","LO ","1","$0.01","$0.01",""
"507","507-03-02312","LABELS, COMPT 02-31-2-C       ","LO ","1","$0.01","$0.01",""
"507","507-03-02371","LABELS, COMPT 02-37-1-Q       ","LO ","1","$0.01","$0.01",""
"507","507-03-02372","LABELS, COMPT 02-37-2-Q       ","LO ","1","$0.01","$0.01",""
"507","507-03-02374","LABELS, COMPT 02-37-4-C       ","LO ","1","$0.01","$0.01",""
"507","507-03-02391","LABELS, COMPT 02-39-1-C       ","LO ","1","$0.01","$0.01",""
"507","507-03-02440","LABELS, COMPT 02-44-0-C       ","LO ","1","$0.01","$0.01",""
"507","507-03-02441","LABELS, COMPT 02-44-1-M       ","LO ","1","$0.01","$0.01",""
"507","507-03-02442","LABELS, COMPT 02-44-2-M       ","LO ","1","$0.01","$0.01",""
"507","507-03-02480","LABELS, COMPT 02-48-0-Q       ","LO ","1","$0.01","$0.01",""
"507","507-03-02482","LABELS, COMPT 02-48-2-A       ","LO ","1","$0.01","$0.01",""
"507","507-03-03000","LABELS, COMPT 03 LVL WEATHER  ","LO ","1","$0.01","$0.01",""
"507","507-03-03300","LABELS, COMPT 03-30-0-C       ","LO ","1","$0.01","$0.01",""
"507","507-03-10000","LABELS, COMPT MN DK WEATHER   ","LO ","1","$0.01","$0.01",""
"507","507-03-10170","LABELS, COMPT 1-17-0-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-10182","LABELS, COMPT 1-18-2-Q        ","LO ","1","$0.01","$0.01",""
"507","507-03-10190","LABELS, COMPT 1-19-0-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-10191","LABELS, COMPT 1-19-1-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-10201","LABELS, COMPT 1-20-1-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-10222","LABELS, COMPT 1-22-2-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-10223","LABELS, COMPT 1-22-3-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-10241","LABELS, COMPT 1-24-1-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-10243","LABELS, COMPT 1-24-3-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-10250","LABELS, COMPT 1-25-0-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-10251","LABELS, COMPT 1-25-1-T        ","LO ","1","$0.01","$0.01",""
"507","507-03-10260","LABELS, COMPT 1-26-0-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-10261","LABELS, COMPT 1-26-1-C        ","LO ","1","$0.01","$0.01",""
"507","507-03-10262","LABELS, COMPT 1-26-2-C        ","LO ","1","$0.01","$0.01",""
"507","507-03-10281","LABELS, COMPT 1-28-1-Q        ","LO ","1","$0.01","$0.01",""
"507","507-03-10301","LABELS, COMPT 1-30-1-T        ","LO ","1","$0.01","$0.01",""
"507","507-03-10302","LABELS, COMPT 1-30-2-T        ","LO ","1","$0.01","$0.01",""
"507","507-03-10314","LABELS, COMPT 1-31-4-Q        ","LO ","1","$0.01","$0.01",""
"507","507-03-10320","LABELS, COMPT 1-32-0-Q        ","LO ","1","$0.01","$0.01",""
"507","507-03-10331","LABELS, COMPT 1-33-1-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-10351","LABELS, COMPT 1-35-1-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-10353","LABELS, COMPT 1-35-3-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-10360","LABELS, COMPT 1-36-0-K        ","LO ","1","$0.01","$0.01",""
"507","507-03-10370","LABELS, COMPT 1-37-0-A        ","LO ","1","$0.01","$0.01",""
"507","507-03-10380","LABELS, COMPT 1-38-0-M        ","LO ","1","$0.01","$0.01",""
"507","507-03-10382","LABELS, COMPT 1-38-2-M        ","LO ","1","$0.01","$0.01",""
"507","507-03-10386","LABELS, COMPT 1-38-6-M        ","LO ","1","$0.01","$0.01",""
"507","507-03-10542","LABELS, COMPT 1-54-2-Q        ","LO ","1","$0.01","$0.01",""
"507","507-03-13601","LABELS, COMPT 1-36-01-Q       ","LO ","1","$0.01","$0.01",""
"507","507-03-20040","LABELS, COMPT 2-4-0-Q         ","LO ","1","$0.01","$0.01",""
"507","507-03-20041","LABELS, COMPT 2-4-1-A         ","LO ","1","$0.01","$0.01",""
"507","507-03-20060","LABELS, COMPT 2-6-0-L         ","LO ","1","$0.01","$0.01",""
"507","507-03-20072","LABELS, COMPT 2-7-2-M         ","LO ","1","$0.01","$0.01",""
"507","507-03-20081","LABELS, COMPT 2-8-1-Q         ","LO ","1","$0.01","$0.01",""
"507","507-03-20090","LABELS, COMPT 2-9-0-Q         ","LO ","1","$0.01","$0.01",""
"507","507-03-20092","LABELS, COMPT 2-9-2-M         ","LO ","1","$0.01","$0.01",""
"507","507-03-200E0","LABELS, COMPT 2-E-0-A         ","LO ","1","$0.01","$0.01",""
"507","507-03-20110","LABELS, COMPT 2-11-0-M        ","LO ","1","$0.01","$0.01",""
"507","507-03-20111","LABELS, COMPT 2-11-01-L       ","LO ","1","$0.01","$0.01",""
"507","507-03-20112","LABELS, COMPT 2-11-2-Q        ","LO ","1","$0.01","$0.01",""
"507","507-03-20113","LABELS, COMPT 2-11-3-Q        ","LO ","1","$0.01","$0.01",""
"507","507-03-20150","LABELS, COMPT 2-15-0-Q        ","LO ","1","$0.01","$0.01",""
"507","507-03-20151","LABELS, COMPT 2-15-1-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-20152","LABELS, COMPT 2-15-2-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-20180","LABELS, COMPT 2-18-0-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-20181","LABELS, COMPT 2-18-1-C        ","LO ","1","$0.01","$0.01",""
"507","507-03-20182","LABELS, COMPT 2-18-2-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-20212","LABELS, COMPT 2-21-2-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-20242","LABELS, COMPT 2-24-2-C        ","LO ","1","$0.01","$0.01",""
"507","507-03-20250","LABELS, COMPT 2-25-0-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-20260","LABELS, COMPT 2-26-0-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-20262","LABELS, COMPT 2-26-2-A        ","LO ","1","$0.01","$0.01",""
"507","507-03-20263","LABELS, COMPT 2-26-3-Q        ","LO ","1","$0.01","$0.01",""
"507","507-03-20340","LABELS, COMPT 2-34-0-L        ","LO ","1","$0.01","$0.01",""
"507","507-03-20341","LABELS, COMPT 2-34-1-T        ","LO ","1","$0.01","$0.01",""
