"SWBS","Item#","Desc.","UOM","Qty","Unit Cost","Ext. Cost",""
"202","202-00-00001","CHANGES PER PCW-094 BERTH SPRINK","EA ","1","$36,750.00","$36,750.00",""
"202","202-00-00003","MATERIAL FOR 3 NEW TANK PROBES","LO ","1","$9,270.00","$9,270.00",""
"202","202-01-00001","MPCMS IAW PTS 0403-2-202-001-1","EA ","1","$0.01","$0.01",""
"202","202-01-00001-800","CABINET, NAVLAN SERVER        ","EA ","2","$0.01","$0.02",""
"202","202-01-00001-801","CABINET, PLC                  ","EA ","2","$0.01","$0.02",""
"202","202-01-00001-802","CONSOLE BASE, PILOT HOUSE     ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-804","CONSOLE BASE, CENTRAL CONTROL ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-806","CONSOLE, (UDU), DAMAGE CONTROL","EA ","3","$0.01","$0.03",""
"202","202-01-00001-807","CABINET, I/O 1A (1-26-1-Q)    ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-808","CABINET, I/O 2A (01-37-2-Q)   ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-809","CABINET, I/O 3A (01-37-2-Q)   ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-810","CABINET, I/O 4A (4-11-0-E)    ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-811","CABINET, I/O 5A (5-18-0-1E)   ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-812","CABINET, I/O 6A (5-34-01-E)   ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-813","CABINET, I/O 7A (5-45-01-E)   ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-814","CABINET, I/O 8A (4-54-01-E)   ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-815","CABINET, I/O 1P (5-18-01-E)   ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-816","CABINET, I/O 2P (5-26-01-E)   ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-817","CABINET, I/O 3P (5-34-01-E)   ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-818","CABINET, I/O 4P (5-34-01-E)   ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-819","CABINET, I/O 5P (5-45-01-E)   ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-820","CABINET, I/O 6P (4-54-01-E)   ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-821","UPS, PLC CABINET              ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-823","CABINET I/O 7P (4-45-01-E)    ","EA ","1","$0.01","$0.01",""
"202","202-01-00001-825","SOUNDER, ALARM SI, MCDOWELL RE","EA ","5","$0.01","$0.05",""
"202","202-01-00001-826","BACKSHELL, 90 DEG WELD, LMA/1/","EA ","5","$0.01","$0.05",""
"202","202-01-00001-827","CONNECTOR, AUDIO SOUNDER, POWE","EA ","5","$0.01","$0.05",""
"202","202-01-00001-828","CONNECTOR, AUDIO SOUNDER, AUDI","EA ","5","$0.01","$0.05",""
"202","202-01-00001-829","CONNECTOR, HMI, AUDIO, D38999/","EA ","5","$0.01","$0.05",""
"202","202-01-00001-830","BACKSHELL, HMI, AUDIO, M85049/","EA ","5","$0.01","$0.05",""
"202","202-01-00001-831","CONNECTOR, HMI, POWER, LMU2154","EA ","5","$0.01","$0.05",""
"202","202-01-00001-858","CABINET, F/O 9A (5-34-0-E)    ","EA ","1","$0.01","$0.01",""
"202","202-01-00002","CHANGES PER PCW-395 AXIAL FLOW","LO ","1","$5,000.00","$5,000.00",""
"202","202-01-00003","CHANGES FOR GT ELECTRIC       ","LO ","1","$213.00","$213.00",""
"202","202-01-00005","TANK LEVEL INDICATOR SYSTEM (R","EA ","24","$2,982.00","$71,568.00",""
"202","202-01-00005-L26","CERTIFICATE, IDENTICALITY     ","EA ","1","$0.01","$0.01",""
"202","202-01-00006","VEGAFLEX 67 TDR RADAR TLI, IAW","LO ","1","$0.01","$0.01",""
"202","202-01-00006-800","PROBE LENGTH = 1576 MM        ","EA ","1","$3,752.60","$3,752.60",""
"202","202-01-00006-801","PROBE LENGTH = 1778 MM        ","EA ","1","$3,626.15","$3,626.15",""
"202","202-01-00006-802","PROBE LENGTH = 960 MM         ","EA ","2","$3,656.46","$7,312.92",""
"202","202-01-00006-803","PROBE LENGTH = 1040 MM        ","EA ","1","$3,735.88","$3,735.88",""
"202","202-01-00006-804","PROBE LENGTH = 1701 MM        ","EA ","2","$3,673.18","$7,346.36",""
"202","202-01-00006-805","PROBE LENGTH 2240MM, 4 560MM L","EA ","2","$3,910.40","$7,820.80",""
"202","202-01-00006-806","PROBE LENGTH 2550MM, 3 850MM L","EA ","1","$3,880.09","$3,880.09",""
"202","202-01-00006-807","PROBE LENGTH 1576MM, 2 788MM L","EA ","2","$3,626.15","$7,252.30",""
"202","202-01-00006-808","PROBE LENGTH 640MM, V2355-26-P","EA ","2","$3,577.04","$7,154.08",""
"202","202-01-00006-L20","SUPPORT, VENDOR               ","LO ","1","$0.01","$0.01",""
"202","202-01-00006-L26","CERTIFICATE, IDENTICALITY     ","EA ","1","$0.01","$0.01",""
"202","202-01-00007","REMOTE DISPLAY FOR VEGAFLEX 67","EA ","2","$398.00","$796.00",""
"202","202-01-00007-L26","CERTIFICATE, IDENTICALITY     ","EA ","1","$0.01","$0.01",""
"202","202-01-00008","VEAGAFLEX 65 COMMERCIAL TLI IA","LO ","1","$0.01","$0.01",""
"202","202-01-00008-801","PROBE LENGTH 2305MM, FX65.UXAN","EA ","1","$1,827.00","$1,827.00",""
"202","202-01-00008-803","PROBE LENGTH 2600MM, FX65.UXAN","EA ","1","$1,851.00","$1,851.00",""
"202","202-01-00008-805","PROBE LENGTH 1600MM, FX65.UXAN","EA ","2","$1,771.00","$3,542.00",""
"202","202-01-00008-806","PROBE LENGTH 1580MM, FX65.UXAN","EA ","1","$1,771.00","$1,771.00",""
"202","202-01-00008-810","PROBE LENGTH 1540MM, FX65. UXA","EA ","1","$1,771.00","$1,771.00",""
"202","202-01-00008-811","PROBE LENGTH 780MM, FX65. UXAN","EA ","1","$1,707.00","$1,707.00",""
"202","202-01-00008-812","PROBE LENGTH 1550MM           ","EA ","0","$0.00","$0.00",""
"202","202-01-00008-813","PROBE LENGTH 1070MM, FX65. UXA","EA ","1","$1,731.00","$1,731.00",""
"202","202-01-00008-814","PROBE LENGTH 2280MM, FX65. UXA","EA ","2","$1,827.00","$3,654.00",""
"202","202-01-00008-L20","SUPPORT, VENDOR               ","LO ","1","$0.01","$0.01",""
"202","202-01-00008-L26","CERTIFICATE, IDENTICALITY     ","EA ","1","$0.01","$0.01",""
"202","202-01-00014","NAVY CONNECTION BOX, WATERTIGH","EA ","27","$38.59","$1,041.93",""
"202","202-01-00020","TERMINAL BLOCK, FUSED DISCONNE","EA ","60","$8.57","$514.20",""
"202","202-01-00021","TERMINAL BLOCK, FUSED DISCONNE","EA ","22","$15.31","$336.82",""
"202","202-01-00024","CONDUCTOR-3 GROUND TERMINAL BL","EA ","24","$6.39","$153.36",""
"202","202-01-00025","PLATE, SEPARATOR; 42MM X 61MM,","EA ","12","$0.59","$7.08",""
"202","202-01-00026","PLATE, END AND INTERMEDIATE; 3","EA ","12","$0.62","$7.44",""
"202","202-01-00027","CONDUCTOR-4 THROUGH TERMINAL B","EA ","788","$1.20","$945.60",""
"202","202-01-00028","CONDUCTOR-4 THROUGH TERMINAL B","EA ","84","$0.73","$61.32",""
"202","202-01-00029","RAIL, ALUMINUM CARRIER; 35MM X","EA ","13.7","$12.76","$174.81",""
"202","202-01-00030","STOP, SCREWLESS END; 28.2MM X ","EA ","152","$0.25","$38.00",""
"202","202-01-00042","CONNECTOR, BRAD HARRISON PA 9D","EA ","78","$58.00","$4,524.00",""
"202","202-01-00050","END RAILS WAGO P/N 280-312    ","EA ","94","$0.23","$21.62",""
"202","202-01-00051","JUMPER, WAGO P/N 280-482      ","EA ","21","$0.44","$9.24",""
"202","202-01-00052","RELAY, DPDT, 24VDC COIL, WAGO ","EA ","67","$11.76","$787.92",""
"202","202-01-00053","JUMPER, WAGO P/N 249-125      ","EA ","60","$4.00","$240.00",""
"202","202-01-00054","TERMINAL BLOCK, 3 CONNECTION G","EA ","4","$2.10","$8.40",""
"202","202-01-00055","CABINET, SIGNAL CONDITIONER ME","EA ","1","$4,500.00","$4,500.00",""
"202","202-01-00055-L26","CERTIFICATE, IDENTICALITY     ","EA ","1","$0.01","$0.01",""
"202","202-01-00056","SENSOR, LEVEL, 3075MM, 3"" FLAN","EA ","4","$1,400.00","$5,600.00",""
"202","202-01-00057","SENSOR, LEVEL, 3818MM, 3"" FLAN","EA ","4","$1,400.00","$5,600.00",""
"202","202-01-00058","SENSOR HOUSING ASSEMBLY, 3"" FL","EA ","8","$600.00","$4,800.00",""
"202","202-01-00060","CONNECTOR MIL CIRCULAR RJ-45  ","EA ","4","$60.74","$242.96",""
"202","202-01-00062","CONNECTOR, MIL-CIRULUAR RS-45 ","EA ","8","$44.35","$354.80",""
"202","202-01-00065","CONNECTOR, CIRCULAR RJ-45 ISO ","EA ","3","$20.98","$62.94",""
"202","202-01-00066","BACKSHELL, CIRCULAR D38999/24W","EA ","3","$20.98","$62.94",""
"202","202-01-00070","CONNECTOR, PROFIBUS DP TURCK B","EA ","17","$24.69","$419.73",""
"202","202-01-00070","CONNECTOR, PROFIBUS DP TURCK B","EA ","17","$24.69","$419.73",""
"202","202-01-00071","CONNECTOR, PROFIBUS PA TURCK B","EA ","8","$18.93","$151.44",""
"202","202-01-00072","CONNECTOR, F.O. M83522/16-DNX ","EA ","41","$13.21","$541.61",""
"202","202-01-00077","BACKSHELL, 90, MOV POWER M8504","EA ","149","$46.67","$6,953.83",""
"202","202-01-00084","RESISTOR, 220 OHM, 1 WATT NEWA","EA ","100","$0.16","$16.00",""
"202","202-01-00085","RESISTOR, 390 OHM, 1 WATT NEWA","EA ","100","$0.16","$16.00",""
"202","202-01-00087","BACKSHELL, 90 SUBSITUTE PER 20","EA ","150","$89.00","$13,350.00",""
"202","202-01-00088","POTTING COMPOUND,MCMASTER CARR","EA ","4","$63.09","$252.36",""
"202","202-01-00092","100 OHM RESISTER, AXIAL LEAD 1","EA ","15","$0.78","$11.70",""
"202","202-01-00093","2.2 MICROFERAD CAPACITOR  50 W","EA ","15","$5.00","$75.00",""
"202","202-01-00096","BACKSHELL, M85049/38S9N (BACKS","EA ","3","$12.10","$36.30",""
"202","202-01-00204","SWITCH, FLOODING IC/R1 GEMS P/","EA ","30","$410.00","$12,300.00",""
"202","202-01-00204-L26","CERTIFICATE, IDENTICALITY     ","EA ","1","$0.01","$0.01",""
"202","202-01-00205","SWITCH, PRESSURE, GRADE A SHOC","EA ","8","$427.00","$3,416.00",""
"202","202-01-00208","SWITCH, WATER DYNALEC PART NUM","EA ","4","$403.00","$1,612.00",""
"202","202-01-00213","FLOW SWITCH LUBE OIL, SPST NO ","EA ","2","$824.00","$1,648.00",""
"202","202-01-00213-L26","CERTIFICATE, IDENTICALITY     ","EA ","1","$0.01","$0.01",""
"202","202-01-00226","SWITCH, FLOW GEMS FS-480 P/N 2","EA ","7","$288.00","$2,016.00",""
"202","202-01-00227","SWITCH, FLOW GEMS FS-200 SERIE","EA ","1","$1,455.00","$1,455.00",""
"202","202-01-00301","TRANSDUCER, PRESSURE THUEMLING","EA ","1","$321.30","$321.30",""
"202","202-01-00303","TRANSDUCER, PRESSURE THUEMLING","EA ","1","$545.00","$545.00",""
"202","202-01-00304","TRANSDUCER, PRESSURE, THUEMLIN","EA ","1","$321.30","$321.30",""
"202","202-01-00422","BIMETAL DIAL THERMOMETER, W/ 1","EA ","28","$237.09","$6,638.52",""
"202","202-01-00423","BIMETAL DIAL THERMOMETER, W/ 1","EA ","7","$237.09","$1,659.63",""
"202","202-01-00426","THERMOWELL, 316 STAINLESS STEE","EA ","14","$22.47","$314.58",""
"202","202-01-00427","THERMOWELL, MONEL W/2-1/2"" INS","EA ","32","$159.00","$5,088.00",""
"202","202-01-00429","THERMOWELL, CARBON STEEL 1018 ","EA ","6","$50.00","$300.00",""
"202","202-01-00430","THERMOWELL, 316 STAINLESS STEE","EA ","2","$30.20","$60.40",""
"202","202-01-00431","THERMOWELL, MONEL W/4-1/2"" INS","EA ","3","$227.00","$681.00",""
"202","202-01-00432","THERMOWELL, ALUMINUM 6061-T6 W","EA ","6","$109.12","$654.72",""
"202","202-01-00435","BIMETAL DIAL THERMOMETER W/100","EA ","2","$255.75","$511.50",""
"202","202-01-00436","THERMOWELL, 3/4 NPT, 30"" THUML","EA ","2","$235.71","$471.42",""
"202","202-01-00438","THERMOWELL, 3/4 NPT 20"" THUMLI","EA ","2","$146.70","$293.40",""
"202","202-01-00439","BIMETAL DAIL THERMOMETER W/100","EA ","1","$225.00","$225.00",""
"202","202-01-00440","THERMOWELL 3/4 NPT 12"" THUMLIN","EA ","1","$90.87","$90.87",""
"202","202-01-00442","RELAY, DPDT, 24VDC COIL, WAGO ","EA ","6","$8.00","$48.00",""
"202","202-01-00443","BI-METAL DIAL THERMOMETER W/10","EA ","2","$340.00","$680.00",""
"202","202-01-00444","THERMOWELL, 3/4 NPT 28"" THUMLI","EA ","2","$300.00","$600.00",""
"202","202-01-00445","SOCKET, SCREW TERMINAL, ALLEN ","EA ","2","$10.53","$21.06",""
"202","202-01-00446","RELAY, DPTDT, 120VAC, ALLEN BR","EA ","2","$13.41","$26.82",""
"202","202-01-00447","CONNECTOR, WALL MOUNT, D38999/","EA ","3","$24.91","$74.73",""
"202","202-06-00002","BOX, CONTINUOUS HINGE COVER, S","EA ","4","$43.70","$174.80",""
"202","202-06-00003","PANEL, 6.75"" X 6.88"", HOFFMAN,","EA ","4","$4.04","$16.16",""
"202","202-07-00001","CONNECTOR, POWER (ISO MAAG HMI","EA ","2","$20.79","$41.58",""
"202","202-07-00002","CAP, MIL-38999, SERIES 2 SIZE ","EA ","6","$50.63","$303.78",""
"202","202-07-00003","CAP, MIL-38999, SERIES 3 SIZE ","EA ","2","$65.78","$131.56",""
"202","202-07-00004","CAP, MIL-C-26482, SIZE 12,    ","EA ","2","$47.96","$95.92",""
"202","202-09-00001","THERMOCOUPLE WIRE OMEGA P/N EX","EA ","1","$324.00","$324.00",""
"202","202-09-00002","TERMINAL LUGS OMEGA P/N SLCH-2","PG ","7","$13.00","$91.00",""
"202","202-09-00003","TERMINAL LUGS OMEGA P/N SCAL-2","PG ","7","$13.00","$91.00",""
"202","202-09-00004","3/4"" SEAL TIGHT FLEX WERNER #4","FT ","25","$0.59","$14.75",""
"202","202-09-00005","3/4"" SEAL TIGHT BOX CONNECTORS","EA ","8","$3.15","$25.20",""
"202","202-09-00006","NAVY CONNECTION BOX, SUBMERSIB","EA ","4","$104.46","$417.84",""
"202","202-MISC-PURCH","MPCMS IS NOW LM SUPPLY VS DRS ","LO ","0","$0.00","$0.00",""
"233","233-01-00001","DIESELS, PROPULSION, COMPLETE ","SE ","1","$0.01","$0.01",""
"233","233-01-00001-801","ENGINE, MAIN PROPULSION DIESEL","EA ","2","$0.01","$0.02",""
"233","233-01-00001-802","ASSEMBLY. L.O./K.W. MODULE    ","EA ","2","$0.01","$0.02",""
"233","233-01-00001-803","PUMP,FUEL OIL/LUBE OIL PRIMING","EA ","2","$0.01","$0.02",""
"233","233-01-00001-805","TRANSITION, EXHAUST           ","EA ","4","$0.01","$0.04",""
"233","233-01-00001-806","CAPSCREW, HI-TEMP M16-2 X 70, ","EA ","40","$0.01","$0.40",""
"233","233-01-00001-807","WASHER, LOCK W/O TANG M16 316L","EA ","40","$0.01","$0.40",""
"233","233-01-00001-808","NUT, HEX HI-TEMP, M16-2.0 CLAS","EA ","40","$0.01","$0.40",""
"233","233-01-00001-809","GASKET, ROUND TURBO EXHAUST OU","EA ","8","$0.01","$0.08",""
"233","233-01-00001-810","BELLOWS, EXHAUST              ","EA ","4","$0.01","$0.04",""
"233","233-01-00001-811","FLANGE, COMPANION (20"" X 18"" T","EA ","4","$0.01","$0.04",""
"233","233-01-00001-812","GASKET, RECT TURBO EXHAUST OUT","EA ","4","$0.01","$0.04",""
"233","233-01-00001-813","CAPSCREW, HI-TEMP M12-1.75X50 ","EA ","32","$0.01","$0.32",""
"233","233-01-00001-814","WASHER, LOCK W/O TANG M12 316L","EA ","64","$0.01","$0.64",""
"233","233-01-00001-815","NUT, HEX HI-TEMP M12-1.75 CLAS","EA ","32","$0.01","$0.32",""
"233","233-01-00001-816","SKID MOUNTED PNEUMATIC ASSEMBL","EA ","2","$0.01","$0.02",""
"233","233-01-00001-817","HOSE ASSY, AIR, 5/8"" DIA, W M2","EA ","2","$0.01","$0.02",""
"233","233-01-00001-818","HOSE ASSY, AIR, 5/16"" DIA W M1","EA ","16","$0.01","$0.16",""
"233","233-01-00001-819","HOSE ASSY, FUEL, 1/2"" DIA W M2","EA ","6","$0.01","$0.06",""
"233","233-01-00001-820","HOSE ASSY, AIR, 1-1/4"" DIA, W ","EA ","4","$0.01","$0.04",""
"233","233-01-00001-821","HOSE ASSY, AIR, 1/4"" DIA W M14","EA ","2","$0.01","$0.02",""
"233","233-01-00001-822","HOSE ASSY, OIL, 5/8"" DIA W M26","EA ","2","$0.01","$0.02",""
"233","233-01-00001-823","ADAPTER, THREAD M18-1.5 TO M16","EA ","8","$0.01","$0.08",""
"233","233-01-00001-824","ISOLATOR, TRELLEBORG, FOUR ELE","EA ","32","$0.01","$0.32",""
"233","233-01-00001-825","PLATE, BACKER TRELLEBORG DUAL ","EA ","32","$0.01","$0.32",""
"233","233-01-00001-826","CAPSCREW, SOC HD M20-2.5 X 70 ","EA ","192","$0.01","$1.92",""
"233","233-01-00001-827","WASHER, METRIC, HARD STEEL    ","EA ","192","$0.01","$1.92",""
"233","233-01-00001-828","CAPSCREW, SOC HD M12-1.75 X 30","EA ","96","$0.01","$0.96",""
"233","233-01-00001-829","BOLT, SHOULDER 1"" DIA X 4.5 LG","EA ","16","$0.01","$0.16",""
"233","233-01-00001-830","NUT, 7/8 - 9 UNC - 2B, SAE GRA","EA ","16","$0.01","$0.16",""
"233","233-01-00001-831","LOCTITE 243, 50 ML BOTTLE     ","EA ","2","$0.01","$0.02",""
"233","233-01-00001-832","SPACER, FAIRBANKS DWG #PA12652","EA ","16","$0.01","$0.16",""
"233","233-01-00001-833","CABLE, RETAINING              ","EA ","32","$0.01","$0.32",""
"233","233-01-00001-834","ASSY, GEISLINGER COUPLING     ","EA ","2","$0.01","$0.02",""
"233","233-01-00001-835","LOCTITE 243, 50 ML BOTTLE ASSY","EA ","2","$0.01","$0.02",""
"233","233-01-00001-836","BOLT, FITTED M20-2.5 X 85 GRAD","EA ","40","$0.01","$0.40",""
"233","233-01-00001-837","WASHER, PRECISION METRIC M20  ","EA ","40","$0.01","$0.40",""
"233","233-01-00001-838","NUT, HEX M20-2.5 GRADE 12.9   ","EA ","40","$0.01","$0.40",""
"233","233-01-00001-839","ENGINE CONTROL PANEL. LITTORAL","EA ","2","$0.01","$0.02",""
"233","233-01-00001-840","SILENCER, #ES3X-40, UNIVERSAL ","EA ","2","$0.01","$0.02",""
"233","233-01-00001-841","COVER, T.G.S. LINE A          ","EA ","2","$0.01","$0.02",""
"233","233-01-00001-842","COVER, T.G.O.S. LINE A        ","EA ","2","$0.01","$0.02",""
"233","233-01-00001-843","COVER, T.G.S. LINE B          ","EA ","2","$0.01","$0.02",""
"233","233-01-00001-844","COVER, T.G.O.S. LINE B        ","EA ","2","$0.01","$0.02",""
"233","233-01-00001-845","COVER, INTERMEDIATE           ","EA ","8","$0.01","$0.08",""
"233","233-01-00001-846","CONTROLLER, PRELUBE PUMP, FAIR","EA ","2","$0.01","$0.02",""
"233","233-01-00001-847","CONTROLLER, JACKET WATER PUMP ","EA ","2","$0.01","$0.02",""
"233","233-01-00001-848","CONTROLLER, JACKET WATER HEATE","EA ","2","$0.01","$0.02",""
"233","233-01-00001-849","CONTROLLER, CRANKCASE VACUUM P","EA ","2","$0.01","$0.02",""
"233","233-01-00001-850","SEPERATOR, CRANKCASE VACUUM FM","EA ","2","$0.01","$0.02",""
"233","233-01-00001-851","FAN, CRANKCASE VACUUM FME #129","EA ","2","$0.01","$0.02",""
"233","233-01-00001-852","MOTOR, AC INDUCTION CONST FME ","EA ","2","$0.01","$0.02",""
"233","233-01-00001-853","COUPLING, DRIVE SHIP LOOSE ASS","EA ","2","$0.01","$0.02",""
"233","233-01-00001-854","BLANKET, INSULATION, FAIRBANKS","EA ","2","$0.01","$0.02",""
"233","233-01-00001-855","FITTING, FEMALE CONN 15MM T X ","EA ","1","$0.01","$0.01",""
"233","233-01-00001-856","FILTER, TURBOCHARGER AIR INLET","EA ","2","$0.01","$0.02",""
"233","233-01-00001-857","CAP, CYLINDER HEAD STUD, FAIRB","EA ","8","$0.01","$0.08",""
"233","233-01-00001-858","HEATER, 40KW KEEP WARM MODULE,","EA ","1","$0.01","$0.01",""
"233","233-01-00001-859","TRANSMITTER, OIL LEVEL GEM MOD","EA ","1","$0.01","$0.01",""
"233","233-01-00001-861","GAGE, THERMOMETER, 4.5 DIA, 20","EA ","3","$0.01","$0.03",""
"233","233-01-00001-862","OPERATING DEVICE, BARRING GEAR","EA ","0","$0.01","$0.00",""
"233","233-01-00001-863","COVER, ENGINE LIFTING POINT   ","EA ","0","$0.01","$0.00",""
"233","233-01-00001-864","BOLT, COUPLING, 3/4"" DIA X 2 3","EA ","0","$0.01","$0.00",""
"233","233-01-00001-865","WASHER, 3/4"" DIA X 1/8"" THICK ","EA ","0","$0.01","$0.00",""
"233","233-01-00001-866","LOCK WASHER, P/N 00164161232*0","EA ","0","$0.01","$0.00",""
"233","233-01-00001-867","SEAL, COPPER, P/N 99648382100*","EA ","0","$0.01","$0.00",""
"233","233-01-00001-868","GASKET, COPPER, P/N 0065120234","EA ","0","$0.01","$0.00",""
"233","233-01-00001-869","ADAPTOR, P/N PA12652091       ","EA ","0","$0.01","$0.00",""
"233","233-01-00001-870","PLUG, P/N 98B131000056*00     ","EA ","0","$0.01","$0.00",""
"233","233-01-00001-871","NUT, M16-2, ZINC,             ","EA ","0","$0.01","$0.00",""
"233","233-01-00001-872","CAPSCREW, P/N 13000128*       ","EA ","0","$0.01","$0.00",""
"233","233-01-00001-873","BOLT, COUPLING, 3/4"" DIA X 2 3","EA ","0","$0.01","$0.00",""
"233","233-01-00001-874","WASHER, 3/4"" DIA X 1/8"" THICK,","EA ","0","$0.01","$0.00",""
"233","233-01-00001-875","FLANGE, COMPANION, 40"", UNIVER","EA ","4","$0.01","$0.04",""
"233","233-01-00001-876","GASKET, FLANGE, 40"", UNIVERSAL","EA ","2","$0.01","$0.02",""
"233","233-01-00001-877","KIT, HARDWARE, UNIVERSAL SILEN","EA ","2","$0.01","$0.02",""
"233","233-01-00001-878","HOSE, 1/2 ID X 1125LG, 30 BAR,","EA ","30","$0.01","$0.30",""
"233","233-01-00001-879","HOSE, 1/2 ID X 1125LG, 30 BAR,","EA ","34","$0.01","$0.34",""
"233","233-01-00001-880","HOSE, 1/2 ID X 1125 LG, 16 BAR","EA ","2","$0.01","$0.02",""
"233","233-01-00001-881","HOSE, 3/4 ID X 1125 LG, 16 BAR","EA ","2","$0.01","$0.02",""
"233","233-01-00001-882","HOSE, 1 1/4 ID X 1125 LG, 30 B","EA ","4","$0.01","$0.04",""
"233","233-01-00001-883","HOSE, 1 1/4 ID, G 1 1/4-11 FEM","EA ","2","$0.01","$0.02",""
"233","233-01-00001-885","HOSE ASSEMBLY, 90 DEG, ""DOGLEG","EA ","0","$0.01","$0.00",""
"233","233-01-00001-886","HOSE ASSEMBLY, 90 DEG, ""DOGLEG","EA ","0","$0.01","$0.00",""
"233","233-01-00001-887","PUMP, SPARE, JACKET WATER, FME","EA ","1","$0.01","$0.01",""
"233","233-01-00001-888","PUMP, SPARE, L.O., FME #986801","EA ","1","$0.01","$0.01",""
"233","233-01-00001-889","KIT, ENGINE DETACHED (ITEMS RE","EA ","2","$0.01","$0.02",""
"233","233-01-00001-890","TOOL, LUBE OIL SAMPLING, FME P","EA ","2","$0.01","$0.02",""
"233","233-01-00001-L02","MANUALS, TECHNICAL, PRELIMINAR","LO ","1","$0.01","$0.01",""
"233","233-01-00001-L06","REPORT, IN-PLANT TEST         ","LO ","1","$0.01","$0.01",""
"233","233-01-00001-L10","LIST, SHIP LOOSE PARTS        ","EA ","1","$0.01","$0.01",""
"233","233-01-00001-L11","CERTIFICATES, REGULATORY BODY ","LO ","1","$0.01","$0.01",""
"233","233-01-00001-L12","LIST, CALIBRATABLE COMPONENTS ","EA ","1","$0.01","$0.01",""
"233","233-01-00001-L13","LIST, PREVENTATIVE MAINTENANCE","EA ","1","$0.01","$0.01",""
"233","233-01-00001-L16","LIST, INSTALLATION & CHECK-OUT","LO ","1","$0.01","$0.01",""
"233","233-01-00001-L17","LIST, SPECIAL TOOLS           ","EA ","1","$0.01","$0.01",""
"233","233-01-00001-L18","LIST, REPLACEMENT FILTERS     ","EA ","1","$0.01","$0.01",""
"233","233-01-00001-L19","LIST, SPECIAL TEST EQUIPMENT  ","EA ","1","$0.01","$0.01",""
"233","233-01-00001-L20","SUPPORT, VENDOR               ","LO ","1","$0.01","$0.01",""
"233","233-01-00001-L22","MANUALS, TECHNICAL, FINAL     ","LO ","1","$0.01","$0.01",""
"233","233-01-00001-L26","CERTIFICATE, IDENTICALITY     ","EA ","1","$0.01","$0.01",""
"233","233-01-00001-L31","CERTIFICATE, CALIBRATABLE     ","EA ","1","$0.01","$0.01",""
"233","233-01-00001-L32","FACTORY TRAINING              ","EA ","1","$0.01","$0.01",""
"233","233-01-00001-L34","PROVISIONING TECH DOC.        ","LO ","1","$0.01","$0.01",""
"233","233-01-00001-L36","DATA, RELIABILITY REQUIREMENTS","EA ","1","$0.01","$0.01",""
"233","233-01-00001-L37","DATA, LIFE CYCLE COST REQUIREM","EA ","1","$0.01","$0.01",""
"233","233-01-00001-L41","LIST OF RECOMMENDED SPARE PART","LO ","1","$0.01","$0.01",""
"233","233-01-00001-L47","GOVERNMENT INSPECTION         ","LO ","1","$0.01","$0.01",""
"233","233-01-00001-L50","CERTIFICATES, CONSTRUCTION    ","LO ","1","$0.01","$0.01",""
"233","233-01-00001-L52","TESTING, NOISE AND VIBRATION  ","EA ","1","$0.01","$0.01",""
"233","233-01-00001-L66","TECHNOLOGY REFRESH AND OBSOLEN","LO ","1","$0.01","$0.01",""
"233","233-01-000M1","VENDOR SERV MACHINE ENGINE FND","LO ","1","$87,075.00","$87,075.00",""
"233","233-01-00TL1","COMPOUND, THREAD-LOCKING,     ","EA ","4","$37.60","$150.40",""
"233","233-01-0KIT1","TEST KIT, NALCO #420-C0145.88 ","EA ","1","$117.42","$117.42",""
"233","233-01-JP007","JACKING BOLTS, 1"" X 8UNC X 6"" ","EA ","16","$9.73","$155.68",""
"233","233-01-LC001","SHAFT COLLAR, THREADED,       ","EA ","10","$27.05","$270.50",""
"233","233-01-MS003","MACHINING SERVICES, MPDE FOUND","EA ","0","$0.00","$0.00",""
"234","234-01-00001","TURBINES, GAS, COMPLETE       ","SE ","1","$0.01","$0.01",""
"234","234-01-00001-800","FADC CONTROL CABINET          ","EA ","2","$0.01","$0.02",""
"234","234-01-00001-801","EXHAUST EXPANSION JOINT       ","EA ","2","$0.01","$0.02",""
"234","234-01-00001-802","GASKET                        ","EA ","2","$0.01","$0.02",""
"234","234-01-00001-803","HEX CAP SCREW                 ","EA ","136","$0.01","$1.36",""
"234","234-01-00001-804","NUT, SELF LOCKING             ","EA ","136","$0.01","$1.36",""
"234","234-01-00001-805","WASHER, FLAT                  ","EA ","272","$0.01","$2.72",""
"234","234-01-00001-806","INLET EXPANSION JOINT         ","EA ","2","$0.01","$0.02",""
