"Project","Provider","CLIN","Effort","Activity","ECP/REA","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish","Parent - Operation","Previous ACWP","Previous Provider ACWP","Previous ETC","Previous EAC","EAC Growth"
"469","1","            ","            ","4CL","CF TBD    ","830","8","13","523","523","900","CF TBD","0","943424","    L5230-000420","10","Q-FINAL CF TBD MDLNG TNK VNTS ","1537","100","0.00","40.00","0.00","40.00","75.03","0.00","0.00","0.00","0.00","75.03","0.000 ","0.533 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000420-10","75.03","0","0","75.03","0.00 "
"469","1","            ","            ","4CL","CF TBD    ","830","8","13","523","523","900","CF TBD","0","943425","    L5230-000421","10","Q-FINAL CFTBD ADS&ECNS TNK VNT","1537","100","0.00","40.00","0.00","40.00","24.00","0.00","0.00","0.00","0.00","24.00","0.000 ","1.667 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000421-10","24","0","0","24","0.00 "
"469","1","            ","            ","4CL","          ","830","8","13","523","523","900","900","0","943569","    L5230-000423","10","Q-FINAL CF 2139 2140 2141 2142","1507","100","0.00","200.00","0.00","200.00","386.29","0.00","0.00","0.00","0.00","386.29","0.000 ","0.518 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000423-10","386.29","0","0","386.29","0.00 "
"469","1","            ","            ","4CL","          ","830","8","13","523","523","S2L  ","CF2142","0","943702","    L5230-000424","10","Q-FINAL CF2142 DTL DSN MDG S2L","1537","100","0.00","24.00","0.00","24.00","21.00","0.00","0.00","0.00","0.00","21.00","0.000 ","1.143 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000424-10","21","0","0","21","0.00 "
"469","1","            ","            ","4CL","          ","830","8","13","523","523","S2L  ","CF2142","0","943703","    L5230-000425","10","Q-FINAL CF2142 DTL DSGN ECN/DW","1537","100","0.00","60.00","0.00","60.00","25.00","0.00","0.00","0.00","0.00","25.00","0.000 ","2.400 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000425-10","25","0","0","25","0.00 "
"469","1","            ","            ","4CL","          ","830","8","13","523","523","S2L  ","CF2249","0","943704","    L5230-000426","10","Q-FINAL CF2249 DTL DSN MDNG S2","1537","100","0.00","24.00","0.00","24.00","11.15","0.00","0.00","0.00","0.00","11.15","0.000 ","2.152 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000426-10","11.15","0","0","11.15","0.00 "
"469","1","            ","            ","4CL","          ","830","8","13","523","523","S2L  ","CF2249","0","943705","    L5230-000427","10","Q-FINAL CF2249 DTL DSN ECN/DWG","1537","100","0.00","40.00","0.00","40.00","19.05","0.00","0.00","0.00","0.00","19.05","0.000 ","2.100 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000427-10","19.05","0","0","19.05","0.00 "
"469","1","            ","            ","4CL","          ","830","8","13","523","523","A2L  ","CF2141","0","943706","    L5230-000428","10","Q-FINAL CF2141 DTL DSN MOD A2L","1537","100","0.00","24.00","0.00","24.00","27.62","0.00","0.00","0.00","0.00","27.62","0.000 ","0.869 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000428-10","27.62","0","0","27.62","0.00 "
"469","1","            ","            ","4CL","          ","830","8","13","523","523","A2L  ","CF2141","0","943707","    L5230-000429","10","Q-FINAL CF2141 DTL DSN ECN/DWG","1537","100","0.00","60.00","0.00","60.00","13.00","0.00","0.00","0.00","0.00","13.00","0.000 ","4.615 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000429-10","13","0","0","13","0.00 "
"469","1","            ","            ","4CL","          ","830","8","13","523","523","E2L  ","CF2140","0","943708","    L5230-000430","10","Q-FINAL CF2140 DTL DSGN MOD   ","1537","100","0.00","16.00","0.00","16.00","15.00","0.00","0.00","0.00","0.00","15.00","0.000 ","1.067 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000430-10","15","0","0","15","0.00 "
"469","1","            ","            ","4CL","          ","830","8","13","523","523","E2L  ","CF2140","0","943709","    L5230-000431","10","Q-FINAL CF2140 DTL DSGN ECN   ","1537","100","0.00","32.00","0.00","32.00","24.50","0.00","0.00","0.00","0.00","24.50","0.000 ","1.306 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000431-10","24.5","0","0","24.5","0.00 "
"469","1","            ","            ","4CL","          ","830","8","13","523","523","900","CF2139","0","943711","    L5230-000433","10","Q-FINAL CF2139 DTL DSGN ECN   ","1537","100","0.00","40.00","0.00","40.00","9.00","0.00","0.00","0.00","0.00","9.00","0.000 ","4.444 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000433-10","9","0","0","9","0.00 "
"469","1","            ","            ","4CL","CF 2318   ","830","8","13","523","523","900","CF2318","0","944256","    L5230-000435","10","Q-FINAL CF 2318 DETAIL        ","1537","100","0.00","48.00","0.00","48.00","59.13","0.00","0.00","0.00","0.00","59.13","0.000 ","0.812 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000435-10","59.13","0","0","59.13","0.00 "
"469","1","            ","            ","4CL","CF 2204   ","830","8","13","523","523","900","CF2204","0","944539","    L5230-000436","10","Q-FINAL CF 2204 DTL 60E2U     ","1521","100","0.00","16.00","0.00","16.00","10.87","0.00","0.00","0.00","0.00","10.87","0.000 ","1.472 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000436-10","10.87","0","0","10.87","0.00 "
"469","1","            ","            ","4CL","          ","830","8","13","523","523","900","900","0","944819","    L5230-000437","10","Q-FINAL RESOLVE TRIAL CARDS   ","1534","99.8","0.00","220.00","0.00","219.56","824.18","80.00","0.00","0.00","0.00","904.18","0.000 ","0.266 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000437-10","785.51","0","96","881.51","22.67 "
"469","1","            ","            ","4CL","CF 1953   ","830","8","13","523","523","900","CF1953","0","944996","    L5230-000438","10","Q-FINAL CF-1953 FIRE PUMP CTRL","1537","99.8","0.00","16.00","0.00","15.97","69.33","8.00","0.00","0.00","0.00","77.33","0.000 ","0.230 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000438-10","69.33","0","8","77.33","0.00 "
"469","1","            ","            ","4CL","CF 1984   ","830","8","13","523","523","900","CF1984","0","944997","    L5230-000439","10","Q-FINAL CF1984 LABEL VFE VALVE","1537","100","0.00","40.00","0.00","40.00","26.10","0.00","0.00","0.00","0.00","26.10","0.000 ","1.533 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000439-10","26.1","0","0","26.1","0.00 "
"469","1","            ","            ","4CL","CF 2023   ","830","8","13","523","523","900","CF2023","0","944998","    L5230-000440","10","Q-FINAL CF-2023 DPT RANGE CHG ","1537","100","0.00","40.00","0.00","40.00","33.66","0.00","0.00","0.00","0.00","33.66","0.000 ","1.188 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000440-10","33.66","0","0","33.66","0.00 "
"469","1","            ","            ","4CL","CF 2029   ","830","8","13","523","523","900","CF2029","0","944999","    L5230-000441","10","Q-FINAL CF-2029 WJ CTRL SYS   ","1537","100","0.00","16.00","0.00","16.00","6.30","0.00","0.00","0.00","0.00","6.30","0.000 ","2.540 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000441-10","6.3","0","0","6.3","0.00 "
"469","1","            ","            ","4CL","CF 2223   ","830","8","13","523","523","900","CF2223","0","945000","    L5230-000442","10","Q-FINAL CF-2223 DETAIL        ","1537","100","0.00","40.00","0.00","40.00","29.17","0.00","0.00","0.00","0.00","29.17","0.000 ","1.371 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000442-10","29.17","0","0","29.17","0.00 "
"469","1","            ","            ","4CL","CF 2391   ","830","8","13","523","523","900","CF2391","0","945131","    L5230-000443","10","Q-FINAL CF-2391 FUNCT DESIGN  ","1537","100","0.00","34.00","0.00","34.00","9.49","0.00","0.00","0.00","0.00","9.49","0.000 ","3.583 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000443-10","9.49","0","0","9.49","0.00 "
"469","1","            ","            ","4CL","CF 2391   ","830","8","13","523","523","900","CF2391","0","945132","    L5230-000444","10","Q-FINAL CF-2391 DETAIL DESIGN ","1537","100","0.00","104.00","0.00","104.00","66.02","0.00","0.00","0.00","0.00","66.02","0.000 ","1.575 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000444-10","66.02","0","0","66.02","0.00 "
"469","1","            ","            ","4CL","CF 2205   ","830","8","13","523","523","900","CF2205","0","945133","    L5230-000445","10","Q-FINAL CF-2205 FUNCT DESIGN  ","1537","100","0.00","44.00","0.00","44.00","33.92","0.00","0.00","0.00","0.00","33.92","0.000 ","1.297 ","6/29/2015","8/26/2016","6/29/2015","6/16/2017","    L5230-000445-10","33.92","0","0","33.92","0.00 "
