"Project","Provider","CLIN","Effort","Activity","ECP/REA","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish","Parent - Operation","Previous ACWP","Previous Provider ACWP","Previous ETC","Previous EAC","EAC Growth"
"473","1","            ","            ","WQD","          ","34","2","13","180","180","900","900","0","937599","    L1800-000003","10","Q4-2013 SECURITY              ","1531","100","45.00","45.00","45.00","45.00","55.34","0.00","0.00","0.00","0.00","55.34","0.81","0.81","9/30/2013","12/23/2013","9/30/2013","12/23/2013","    L1800-000003-10","55.34","0","0","55.34","0.00 "
"473","1","            ","            ","WQE","          ","34","2","13","180","180","900","900","0","938585","    L1800-000004","10","Q1-2014 SECURITY              ","1531","100","205.00","205.00","205.00","205.00","206.18","0.00","0.00","0.00","0.00","206.18","0.99","0.99","1/2/2014","3/28/2014","1/2/2014","3/28/2014","    L1800-000004-10","206.18","0","0","206.18","0.00 "
"473","1","            ","            ","WQC","          ","34","2","13","180","180","900","900","0","937598","    L1800-000002","10","Q3-2013 SECURITY              ","1531","100","55.00","55.00","55.00","55.00","54.24","0.00","0.00","0.00","0.00","54.24","1.01","1.01","7/1/2013","9/27/2013","7/1/2013","9/27/2013","    L1800-000002-10","54.24","0","0","54.24","0.00 "
"473","1","            ","            ","WQF","          ","34","2","13","180","180","900","900","0","938586","    L1800-000005","10","Q2-2014 SECURITY              ","1531","100","230.00","230.00","230.00","230.00","223.13","0.00","0.00","0.00","0.00","223.13","1.03","1.03","3/31/2014","6/27/2014","4/1/2014","6/27/2014","    L1800-000005-10","223.13","0","0","223.13","0.00 "
"473","1","            ","            ","WQB","          ","34","2","13","180","180","900","900","0","937597","    L1800-000001","10","Q2-2013 SECURITY              ","1531","100","35.00","35.00","35.00","35.00","8.60","0.00","0.00","0.00","0.00","8.60","4.07","4.07","5/6/2013","6/28/2013","5/6/2013","6/28/2013","    L1800-000001-10","8.6","0","0","8.6","0.00 "
"473","1","            ","            ","888","          ","34","2","13","180","180","900","900","0","938587","    L1800-000006","10","Q3-2014 SECURITY              ","1531","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L1800-000006-10","0","0","0","0","0.00 "
"473","1","            ","            ","888","          ","34","2","13","180","180","900","900","0","938588","    L1800-000007","10","Q4-2014 SECURITY              ","1531","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L1800-000007-10","0","0","0","0","0.00 "
"473","1","            ","            ","888","          ","34","2","13","180","180","900","900","0","938589","    L1800-000008","10","Q1-2015 SECURITY              ","1531","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L1800-000008-10","0","0","0","0","0.00 "
"473","1","            ","            ","888","          ","34","2","13","180","180","900","900","0","938590","    L1800-000009","10","Q2-2015 SECURITY              ","1531","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L1800-000009-10","0","0","0","0","0.00 "
"473","1","            ","            ","888","          ","34","2","13","180","180","900","900","0","938591","    L1800-000010","10","Q3-2015 SECURITY              ","1531","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L1800-000010-10","0","0","0","0","0.00 "
