"Project","Provider","CLIN","Effort","Activity","ECP/REA","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish","1st Actual Charged Date","Completion Date"
"477","1","            ","            ","CJU","          ","192","1","2","TST","621","D3S  ","D3SS1 ","21","282722","    D3SS1-192001","10","2C192C401/02 D3SS1 TEST SOC 2 ","8","100","24","24.00 ","24.00 ","24.00 ","29.00 ","0.00 ","0.00 ","0.00 ","0.00 ","29.00 ","0.828 ","0.828 ","01/09/17","01/13/17","02/06/17","02/10/17","01/30/17","02/06/17"
"477","1","            ","            ","AVB","          ","110","1","2","621","621","E2U  ","E2U   ","4","288012","    L9900-R00077","10","RWK-E2U-REPAIR WELD DEFECTS   ","800","100","0","160.00 ","0.00 ","160.00 ","87.00 ","0.00 ","0.00 ","0.00 ","0.00 ","87.00 ","0.000 ","1.839 ","02/09/16","04/28/16","06/13/16","02/24/17","01/26/17","02/06/17"
"477","1","            ","            ","CJB","          ","180","1","2","62W","621","D3S  ","D3SD1 ","21","285335","    D3SD1-180002","10","D3SD1 INSTALL 180 FDNS        ","18","100","106","30.00 ","106.00 ","30.00 ","112.00 ","0.00 ","0.00 ","0.00 ","0.00 ","112.00 ","0.946 ","0.268 ","01/24/17","01/30/17","01/23/17","02/21/17","01/25/17","02/06/17"
"477","1","            ","            ","CHS","          ","150","1","1","62A","621","D3S  ","D3SD1 ","21","282082","    D3SD1-150003","10","D3SD1 MAJ ASSEMBLY P1         ","4","100","558","257.00 ","558.00 ","257.00 ","286.95 ","0.00 ","0.00 ","0.00 ","0.00 ","286.95 ","1.945 ","0.896 ","01/03/17","01/23/17","01/05/17","02/17/17","01/10/17","02/06/17"
"477","1","            ","            ","BAP","106308","180","1","1","621","621","S1U  ","S1US2 ","40","286566","    L9900-X00260","10","106308 S1US2 D02 RE-DESIGN    ","4","100","0","24.00 ","0.00 ","24.00 ","78.50 ","0.00 ","0.00 ","0.00 ","0.00 ","78.50 ","0.000 ","0.306 ","02/08/16","02/26/16","03/11/16","02/10/17","01/10/17","02/06/17"
"477","1","            ","            ","BBQ","          ","631","6","4","648","648","F2U  ","F2U   ","56","287170","    F2U00-631004","10","F2U PAINT IWO EQPT            ","23","100","140","100.00 ","140.00 ","100.00 ","97.51 ","0.00 ","0.00 ","0.00 ","0.00 ","97.51 ","1.436 ","1.026 ","01/12/17","02/01/17","02/01/17","02/10/17","01/30/17","02/06/17"
"477","1","            ","            ","CAD","          ","631","6","3","648","648","B1UD1","B1UD1 ","36","287267","    B1UD1-631001","10","B1UD1 PREP/MASK/DEGREASE      ","22","100","22","21.00 ","22.00 ","21.00 ","72.00 ","0.00 ","0.00 ","0.00 ","0.00 ","72.00 ","0.306 ","0.292 ","01/25/17","01/25/17","02/14/17","02/14/17","02/01/17","02/06/17"
"477","1","            ","            ","BGD","          ","110","1","5","621","621","S1U  ","S1U   ","6","287498","    S1U00-110029","10","S1U ERECT PREP                ","37","100","128","124.00 ","128.00 ","124.00 ","142.00 ","0.00 ","0.00 ","0.00 ","0.00 ","142.00 ","0.901 ","0.873 ","01/30/17","03/15/17","02/13/17","03/24/17","01/30/17","02/06/17"
"477","1","            ","            ","BGU","          ","301","3","4","626","626","S1U  ","S1U   ","68","286518","    S1U00-301002","10","S1U PREP 475 CBD 5&21         ","34","100","22","20.00 ","22.00 ","20.00 ","24.00 ","0.00 ","0.00 ","0.00 ","0.00 ","24.00 ","0.917 ","0.833 ","12/22/16","01/26/17","01/09/17","02/03/17","02/01/17","02/06/17"
"477","1","            ","            ","BGX","          ","631","6","4","648","648","S1U  ","S1U   ","67","286019","    S1U00-631004","10","S1U PAINT IWO EQPT            ","23","100","105","50.00 ","105.00 ","50.00 ","49.96 ","0.00 ","0.00 ","0.00 ","0.00 ","49.96 ","2.102 ","1.001 ","12/22/16","01/26/17","02/01/17","02/07/17","01/30/17","02/06/17"
"477","1","            ","            ","DJU","          ","992","9","2","62A","621","D3S  ","D3SS1 ","21","283002","    D3SS1-992001","10","D3SS1 INSTALL ROLL STRUCT     ","19","100","118","118.00 ","118.00 ","118.00 ","132.00 ","0.00 ","0.00 ","0.00 ","0.00 ","132.00 ","0.894 ","0.894 ","12/23/16","01/13/17","01/09/17","02/10/17","01/16/17","02/06/17"
"477","1","            ","            ","LUX","          ","244","2","6","624","624","E2   ","TE2   ","66","287073","    TE200-244001","10","TE2 L/O LSB FNDTN TOP PLATES  ","39","100","14","14.00 ","14.00 ","14.00 ","12.00 ","0.00 ","0.00 ","0.00 ","0.00 ","12.00 ","1.167 ","1.167 ","12/02/16","12/21/16","02/06/17","02/23/17","02/02/17","02/06/17"
"477","1","            ","            ","ABE","          ","631","6","3","648","648","D3S  ","D3SS1 ","36","284563","    D3SS1-631001","10","D3SS1 PREP/MASK/DEGREASE      ","22","100","11","10.00 ","11.00 ","10.00 ","7.00 ","0.00 ","0.00 ","0.00 ","0.00 ","7.00 ","1.571 ","1.429 ","01/16/17","01/16/17","02/13/17","02/13/17","02/03/17","02/06/17"
"477","1","            ","            ","AAG","          ","167","1","2","62W","621","D3S  ","D3SS1 ","21","282551","    D3SS1-167001","10","D3SS1 INSTALL 167 CLOSURES    ","18","100","79","80.00 ","79.00 ","80.00 ","64.00 ","0.00 ","0.00 ","0.00 ","0.00 ","64.00 ","1.234 ","1.250 ","12/23/16","01/13/17","01/09/17","02/10/17","01/12/17","02/06/17"
"477","1","            ","            ","UGX","          ","233","2","6","624","624","S    ","SS0   ","66","284229","    SS000-233003","10","SS0 INSTL JCK BLTS/RES MNTS   ","39","100","102","72.00 ","102.00 ","72.00 ","72.00 ","0.00 ","0.00 ","0.00 ","0.00 ","72.00 ","1.417 ","1.000 ","01/13/17","01/24/17","01/23/17","02/01/17","01/26/17","02/06/17"
"477","1","            ","            ","LUU","          ","244","2","6","624","624","A1   ","TA1   ","66","287074","    TA100-244001","10","TA1 L/O LSB FNDTN TOP PLATES  ","39","100","14","14.00 ","14.00 ","14.00 ","14.00 ","0.00 ","0.00 ","0.00 ","0.00 ","14.00 ","1.000 ","1.000 ","01/12/17","01/13/17","02/01/17","02/02/17","02/03/17","02/06/17"
"477","1","            ","            ","ADL","          ","992","9","2","62A","621","D3S  ","D3SS2 ","111","285958","    D3SS2-992003","10","D3SS2 ROLL MODULE             ","19","100","40","40.00 ","40.00 ","40.00 ","18.00 ","0.00 ","0.00 ","0.00 ","0.00 ","18.00 ","2.222 ","2.222 ","01/06/17","01/12/17","02/16/17","02/21/17","02/02/17","02/06/17"
"477","1","            ","            ","ADM","          ","301","3","4","626","626","A1U  ","A1U   ","68","284051","    A1U00-301004","10","A1U PREP FDN'S FOR ELEC L/M   ","34","100","30","30.00 ","30.00 ","30.00 ","28.00 ","0.00 ","0.00 ","0.00 ","0.00 ","28.00 ","1.071 ","1.071 ","12/19/16","01/20/17","12/14/16","02/03/17","01/16/17","02/06/17"
"477","1","            ","            ","JLZ","          ","555","5","4","623","623","E2L  ","E2L   ","54","288227","    L9900-R00078","10","RWK-E2L-WM PIPE NOT TO PRINT  ","810","100","0","120.00 ","0.00 ","120.00 ","112.00 ","0.00 ","0.00 ","0.00 ","0.00 ","112.00 ","0.000 ","1.071 ","05/31/16","11/07/16","09/22/16","03/30/17","01/30/17","02/06/17"
"477","1","            ","            ","ASD","          ","321","3","4","626","626","E2L  ","E2L   ","59","282668","    E2L00-321002","10","E2L ADTL SWBS 321 WORK        ","34","100","206","206.00 ","206.00 ","206.00 ","168.00 ","0.00 ","0.00 ","0.00 ","0.00 ","168.00 ","1.226 ","1.226 ","05/31/16","12/14/16","09/14/16","03/30/17","08/30/16","02/08/17"
"477","1","            ","            ","CKD","          ","321","3","2","62W","621","D3S  ","D3SS1 ","21","282724","    D3SS1-321003","10","D3SS1 INSTALL 321 HOTWORK     ","18","100","309","204.00 ","309.00 ","204.00 ","193.00 ","0.00 ","0.00 ","0.00 ","0.00 ","193.00 ","1.601 ","1.057 ","12/23/16","01/13/17","01/09/17","02/10/17","01/05/17","02/13/17"
"477","1","            ","            ","AWM","          ","631","6","3","648","648","F1L  ","F1L   ","36","287084","    F1L00-631003","10","F1L PAINT & TANK INT/EXT      ","22","100","217","210.00 ","217.00 ","210.00 ","1134.20 ","0.00 ","0.00 ","0.00 ","0.00 ","1134.20 ","0.191 ","0.185 ","01/27/17","02/09/17","01/19/17","02/08/17","01/16/17","02/13/17"
"477","1","            ","            ","CKM","          ","192","1","2","TST","621","D3S  ","D3SS2 ","21","287988","    D3SS2-192001","10","2C192C401/02 D3SS2 TEST SOC 2 ","8","100","13","12.00 ","13.00 ","12.00 ","16.00 ","0.00 ","0.00 ","0.00 ","0.00 ","16.00 ","0.812 ","0.750 ","01/13/17","02/06/17","02/10/17","02/14/17","02/07/17","02/13/17"
"477","1","            ","            ","ABP","          ","992","9","2","62A","621","D3S  ","D3SS1 ","111","285957","    D3SS1-992003","10","D3SS1 ROLL MODULE             ","19","100","40","40.00 ","40.00 ","40.00 ","32.00 ","0.00 ","0.00 ","0.00 ","0.00 ","32.00 ","1.250 ","1.250 ","12/19/16","12/22/16","02/14/17","02/17/17","02/07/17","02/13/17"
"477","1","            ","            ","LYE","          ","505","5","6","623","623","E1   ","ME1   ","66","283281","    ME100-505004","10","ME1 INSTALL DRIP PANS         ","38","100","196","196.00 ","196.00 ","196.00 ","182.12 ","0.00 ","0.00 ","0.00 ","0.00 ","182.12 ","1.076 ","1.076 ","10/13/16","11/02/16","10/10/16","04/18/18","10/03/16","02/13/17"
"477","1","            ","            ","AQN","          ","110","1","5","621","621","E1U  ","E1U   ","6","286316","    E1U00-110014","10","E1U ERECT WELD                ","37","100","1281","1025.00 ","1281.00 ","1025.00 ","1749.33 ","0.00 ","0.00 ","0.00 ","0.00 ","1749.33 ","0.732 ","0.586 ","12/15/16","02/07/17","12/14/16","02/17/17","12/19/16","02/13/17"
"477","1","            ","            ","ABC","          ","631","6","3","648","648","D3S  ","D3SS1 ","36","284565","    D3SS1-631003","10","D3SS1 PAINT INT/EXT           ","22","100","24","23.00 ","24.00 ","23.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","","","01/19/17","01/20/17","02/16/17","02/17/17","1/1/1753","02/13/17"
"477","1","            ","            ","CJW","          ","631","6","3","648","648","D3S  ","D3SS1 ","36","284564","    D3SS1-631002","10","D3SS1 BLAST INT/EXT           ","22","100","22","21.00 ","22.00 ","21.00 ","37.00 ","0.00 ","0.00 ","0.00 ","0.00 ","37.00 ","0.595 ","0.568 ","01/17/17","01/18/17","02/14/17","02/15/17","02/03/17","02/13/17"
"477","1","            ","            ","ALM","          ","150","1","2","62A","621","D2T  ","D2T   ","21","284570","    D2T00-150049","10","D2T STACK WELD BS 1           ","12","100","176","245.00 ","176.00 ","245.00 ","275.00 ","0.00 ","0.00 ","0.00 ","0.00 ","275.00 ","0.640 ","0.891 ","09/22/16","10/12/16","10/10/16","02/21/17","01/30/17","02/13/17"
"477","1","            ","            ","AAV","          ","500","5","2","623","623","D3S  ","D3SS1 ","155","282725","    D3SS1-500001","10","D3SS1 INST GRP 500 IN SOC 2.2 ","16","100","149","159.00 ","149.00 ","159.00 ","261.00 ","0.00 ","0.00 ","0.00 ","0.00 ","261.00 ","0.571 ","0.609 ","12/23/16","01/13/17","01/09/17","02/10/17","01/09/17","02/13/17"
"477","1","            ","            ","DAV","          ","521","5","2","623","623","F3U  ","F3UD1 ","54","286250","    L9900-R00061","10","RWK-F3UD1-533 T/S MOD HKUP    ","810","100","0","24.00 ","0.00 ","24.00 ","32.00 ","0.00 ","0.00 ","0.00 ","0.00 ","32.00 ","0.000 ","0.750 ","11/11/15","12/15/15","02/22/16","02/03/17","02/08/17","02/13/17"
"477","1","            ","            ","BAS","          ","110","1","5","621","621","F2U  ","F2U   ","6","287504","    F2U00-110046","10","F2U ERECT PREP                ","37","100","113","212.00 ","113.00 ","212.00 ","166.00 ","0.00 ","0.00 ","0.00 ","0.00 ","166.00 ","0.681 ","1.277 ","02/02/17","03/03/17","02/13/17","03/24/17","01/31/17","02/13/17"
"477","1","            ","            ","UGW","          ","243","2","6","624","624","S    ","SS0   ","66","285801","    SS000-243005","10","SS0 L/O SHFT/BRGS A2/S2       ","39","100","211","156.00 ","211.00 ","156.00 ","146.00 ","0.00 ","0.00 ","0.00 ","0.00 ","146.00 ","1.445 ","1.068 ","03/08/17","03/23/17","04/12/17","04/28/17","02/02/17","02/13/17"
"477","1","            ","            ","BER","          ","192","1","5","621","621","F3U  ","F3U   ","6","285207","    F3U00-192006","10","2C192C401/02 F3U TEST SOC 5   ","37","100","106","106.00 ","106.00 ","106.00 ","56.00 ","0.00 ","0.00 ","0.00 ","0.00 ","56.00 ","1.893 ","1.893 ","06/30/16","08/11/16","11/09/16","02/28/17","12/02/16","02/13/17"
"477","1","            ","            ","UHF","          ","247","2","6","624","624","S    ","SS0   ","66","287356","    SS000-247016","10","SS0 SET TRNS TRGT OFF SHFT LN ","39","100","44","30.00 ","44.00 ","30.00 ","40.00 ","0.00 ","0.00 ","0.00 ","0.00 ","40.00 ","1.100 ","0.750 ","01/23/17","02/02/17","02/01/17","02/14/17","02/09/17","02/13/17"
"477","1","            ","            ","645","          ","262","2","6","TST","623","A1   ","MA1   ","165","284405","    MA100-262001","10","2C262C400 F/H LOS SYS SEG 12  ","46","100","432","432.00 ","432.00 ","432.00 ","492.00 ","0.00 ","0.00 ","0.00 ","0.00 ","492.00 ","0.878 ","0.878 ","03/13/17","04/13/17","12/14/16","08/29/17","12/12/16","02/13/17"
"477","1","            ","            ","BVG","          ","110","1","5","621","621","A2DD1","A2DD1 ","6","285399","    A2DD1-110009","10","A2DD1 ERECT WELD              ","37","100","706","644.00 ","706.00 ","644.00 ","806.63 ","0.00 ","0.00 ","0.00 ","0.00 ","806.63 ","0.875 ","0.798 ","12/21/16","02/17/17","12/14/16","02/10/17","01/04/17","02/13/17"
"477","1","            ","            ","BTU","106642","506","5","2","623","623","A1U  ","A1UD1 ","152","288002","    L9900-X00284","10","106642 ECN 21A1UD1-015        ","16","100","0","12.00 ","0.00 ","12.00 ","57.50 ","0.00 ","0.00 ","0.00 ","0.00 ","57.50 ","0.000 ","0.209 ","01/12/16","02/25/16","05/23/16","02/03/17","01/27/17","02/13/17"
"477","1","            ","            ","BMU","          ","192","1","5","621","621","A1DD1","A1DD1 ","6","285259","    A1DD1-192002","10","2C192C401/02 A1DD1 TEST SOC 5 ","37","100","80","80.00 ","80.00 ","80.00 ","36.38 ","0.00 ","0.00 ","0.00 ","0.00 ","36.38 ","2.199 ","2.199 ","08/11/16","09/22/16","11/18/16","03/28/17","01/12/17","02/13/17"
"477","1","            ","            ","UMP","          ","234","2","6","624","621","S    ","SS0   ","66","287400","    SS000-234003","10","SS0 INSTL GT JACKING PADS     ","42","100","97","68.00 ","97.00 ","68.00 ","78.00 ","0.00 ","0.00 ","0.00 ","0.00 ","78.00 ","1.244 ","0.872 ","02/09/17","02/21/17","02/06/17","02/16/17","02/06/17","02/13/17"
"477","1","            ","            ","AZH","          ","110","1","5","621","621","F2L  ","F2L   ","6","286322","    F2L00-110038","10","F2L ERECT FIT                 ","37","100","140","161.00 ","140.00 ","161.00 ","192.58 ","0.00 ","0.00 ","0.00 ","0.00 ","192.58 ","0.727 ","0.836 ","01/13/17","03/06/17","01/19/17","03/16/17","01/16/17","02/13/17"
"477","1","            ","            ","ACR","          ","500","5","2","623","623","D3S  ","D3SS2 ","155","283310","    D3SS2-500002","10","D3SS2 INST GRP 500 IN SOC 2.2 ","16","100","451","375.00 ","451.00 ","375.00 ","412.00 ","0.00 ","0.00 ","0.00 ","0.00 ","412.00 ","1.095 ","0.910 ","01/13/17","02/06/17","01/19/17","02/10/17","09/08/16","02/13/17"
"477","1","            ","            ","LVZ","          ","244","2","6","624","624","A2   ","TA2   ","66","287075","    TA200-244001","10","TA2 L/O LSB FNDTN TOP PLATES  ","39","100","34","34.00 ","34.00 ","34.00 ","32.00 ","0.00 ","0.00 ","0.00 ","0.00 ","32.00 ","1.062 ","1.062 ","02/15/17","03/06/17","02/20/17","03/09/17","02/08/17","02/13/17"
"477","1","            ","            ","CVE","          ","623","6","2","62H","621","F1U  ","F1UD1 ","119","282398","    F1U00-623001","10","F1UD1 INSTALL 623 LADDERS     ","18","100","8","18.00 ","8.00 ","18.00 ","11.00 ","0.00 ","0.00 ","0.00 ","0.00 ","11.00 ","0.727 ","1.636 ","05/06/16","05/25/16","10/10/16","02/15/17","10/11/16","02/13/17"
"477","1","            ","            ","AHK","          ","301","3","4","626","626","D1S  ","D1S   ","68","286437","    D1S00-301004","10","D1S PREP DAU PANEL 1A         ","34","100","15","15.00 ","15.00 ","15.00 ","24.00 ","0.00 ","0.00 ","0.00 ","0.00 ","24.00 ","0.625 ","0.625 ","12/21/16","02/07/17","12/14/16","02/17/17","02/07/17","02/13/17"
"477","1","            ","            ","EBQ","          ","622","6","2","62W","621","D2T  ","D2TD2 ","21","286714","    D2T00-622001","10","D2TD2 INSTL 622 HANDRAIL      ","18","100","14","7.00 ","14.00 ","7.00 ","8.00 ","0.00 ","0.00 ","0.00 ","0.00 ","8.00 ","1.750 ","0.875 ","01/04/17","01/04/17","04/10/17","04/10/17","02/07/17","02/13/17"
"477","1","            ","            ","EEW","          ","565","5","6","62H","621","S2   ","MS2   ","20","287820","    MS200-565002","10","MS2 FIT INTERCEPTOR           ","42","100","40","84.00 ","40.00 ","84.00 ","60.40 ","0.00 ","0.00 ","0.00 ","0.00 ","60.40 ","0.662 ","1.391 ","01/23/17","03/01/17","02/01/17","03/15/17","02/07/17","02/13/17"
"477","1","            ","            ","LDN","          ","301","3","6","626","626","E2   ","ME2   ","128","288465","    L9900-R00079","10","RWK-ME2-REMOVE/REINSTALL PNLS ","800","100","0","54.00 ","0.00 ","54.00 ","68.63 ","0.00 ","0.00 ","0.00 ","0.00 ","68.63 ","0.000 ","0.787 ","06/07/16","08/22/16","11/18/16","05/01/17","02/06/17","02/13/17"
"477","1","            ","            ","AFB","          ","301","3","4","626","626","A2L  ","A2L   ","68","284332","    A2L00-301001","10","A2L L/M ELECTRICAL EQUIP      ","34","100","209","183.00 ","209.00 ","183.00 ","60.00 ","0.00 ","0.00 ","0.00 ","0.00 ","60.00 ","3.483 ","3.050 ","07/14/16","09/08/16","11/18/16","04/27/17","11/07/16","02/13/17"
"477","1","            ","            ","DCF","          ","555","5","1","623","623","F3U  ","F3U   ","29","280504","    L9900-V00004","10","VEN-F3U-REBUILD 5557 SPOOL    ","890","100","50","150.00 ","50.00 ","150.00 ","252.00 ","0.00 ","0.00 ","0.00 ","0.00 ","252.00 ","0.198 ","0.595 ","05/09/16","05/27/16","07/25/16","02/07/17","07/18/16","02/13/17"
"477","1","            ","            ","DBS","          ","521","5","2","623","623","F3U  ","F3UD2 ","54","286247","    L9900-R00060","10","RWK-F3UD2-521 SPOOLS REINSTALL","810","100","0","16.00 ","0.00 ","16.00 ","16.00 ","0.00 ","0.00 ","0.00 ","0.00 ","16.00 ","0.000 ","1.000 ","11/19/15","12/23/15","03/21/16","02/03/17","02/06/17","02/13/17"
"477","1","            ","            ","JJD","          ","992","9","2","62A","621","D2T  ","D2T   ","21","285363","    D2T00-992015","10","D2T INSTALL ERECT STRUCTURE   ","18","100","80","80.00 ","80.00 ","80.00 ","75.00 ","0.00 ","0.00 ","0.00 ","0.00 ","75.00 ","1.067 ","1.067 ","12/20/16","01/04/17","04/03/17","04/10/17","02/06/17","02/13/17"
"477","1","            ","            ","HGF","          ","664","6","6","625","625","D1   ","LD1   ","60","287657","    LD100-664001","10","LD1 DRILL 664 HPBA COMPR FDN  ","40","100","12","12.00 ","12.00 ","12.00 ","15.00 ","0.00 ","0.00 ","0.00 ","0.00 ","15.00 ","0.800 ","0.800 ","03/27/17","05/09/17","12/14/16","04/18/17","02/07/17","02/13/17"
"477","1","            ","            ","DPN","          ","635","6","2","625","621","E2U  ","E2U   ","60","277101","    E2U00-635003","10","E2U SHOOT 635 INSUL STUDS     ","18","100","91","500.00 ","91.00 ","500.00 ","494.00 ","0.00 ","0.00 ","0.00 ","0.00 ","494.00 ","0.184 ","1.012 ","02/09/16","04/28/16","02/22/16","02/03/17","02/17/16","02/14/17"
"477","1","            ","            ","ADM","          ","301","3","4","626","626","A1U  ","A1U   ","68","283945","    A1U00-301002","10","A1U PREP 475 CBD 10&11&4&20   ","34","100","40","32.00 ","40.00 ","32.00 ","16.00 ","0.00 ","0.00 ","0.00 ","0.00 ","16.00 ","2.500 ","2.000 ","12/19/16","01/20/17","12/14/16","02/03/17","01/24/17","02/15/17"
"477","1","            ","            ","EFJ","          ","622","6","6","62H","621","E1   ","ME1   ","132","281241","    ME100-622001","10","ME1 INSTL 622 SUP STR/HW      ","42","100","240","924.00 ","240.00 ","924.00 ","1098.80 ","0.00 ","0.00 ","0.00 ","0.00 ","1098.80 ","0.218 ","0.841 ","06/28/16","08/29/16","11/07/16","04/18/18","11/16/16","02/15/17"
"477","1","            ","            ","AFY","          ","631","6","3","648","648","B1L  ","B1L   ","36","287265","    B1L00-631003","10","B1L PAINT & TANK INT/EXT      ","22","100","308","299.00 ","308.00 ","299.00 ","710.21 ","0.00 ","0.00 ","0.00 ","0.00 ","710.21 ","0.434 ","0.421 ","02/08/17","02/22/17","01/23/17","02/15/17","01/26/17","02/20/17"
