"Project","Provider","CLIN","Effort","Activity","ECP/REA","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish","1st Actual Charged Date","Completion Date"
"471","1","            ","            ","6HC","          ","990","9","10","623","623","S    ","E2LS1 ","159","285597","    L9900-R00588","10","RWK-E2LS1-REFLUSH PIPE SPOOL  ","800","100","0","240.00 ","0.00 ","240.00 ","291.79 ","0.00 ","0.00 ","0.00 ","0.00 ","291.79 ","0.000 ","0.823 ","02/10/16","09/09/16","02/02/16","04/10/17","11/03/16","02/06/17"
"471","1","            ","            ","HKB","          ","507","5","8","623","623","D3   ","HD3   ","105","276029","    HD300-507003","10","HD3 INST 623 LABELS & STENCILS","53","100","34","34.00 ","34.00 ","34.00 ","25.00 ","0.00 ","0.00 ","0.00 ","0.00 ","25.00 ","1.360 ","1.360 ","05/12/16","05/17/16","08/03/16","02/16/17","08/23/16","02/06/17"
"471","1","            ","            ","HKA","          ","507","5","8","623","623","D2   ","AD2   ","105","276019","    AD200-507003","10","AD2 INST 623 LABELS & STENCILS","53","100","11","11.00 ","11.00 ","11.00 ","8.50 ","0.00 ","0.00 ","0.00 ","0.00 ","8.50 ","1.294 ","1.294 ","05/12/16","05/17/16","01/03/17","03/08/17","01/13/17","02/06/17"
"471","1","            ","            ","HNJ","          ","602","6","8","625","625","D1S  ","D1S   ","105","281998","    D1S00-602001","10","D1S INSTALL 602 LABELS        ","55","100","4","24.00 ","4.00 ","24.00 ","26.00 ","0.00 ","0.00 ","0.00 ","0.00 ","26.00 ","0.154 ","0.923 ","05/31/16","07/05/16","10/11/16","02/21/17","10/25/16","02/06/17"
"471","1","            ","            ","HK8","          ","507","5","8","623","623","D1   ","PD1   ","105","276076","    PD100-507002","10","PD1 INST 623 LABELS & STENCILS","53","100","11","11.00 ","11.00 ","11.00 ","9.00 ","0.00 ","0.00 ","0.00 ","0.00 ","9.00 ","1.222 ","1.222 ","09/16/16","09/21/16","09/07/16","02/02/17","09/07/16","02/06/17"
"471","1","            ","            ","HK7","          ","507","5","8","623","623","D2   ","OD2   ","105","276069","    OD200-507001","10","OD2 INST 623 LABELS & STENCILS","53","100","50","50.00 ","50.00 ","50.00 ","77.38 ","0.00 ","0.00 ","0.00 ","0.00 ","77.38 ","0.646 ","0.646 ","05/09/16","05/23/16","09/06/16","02/13/17","08/29/16","02/06/17"
"471","1","            ","            ","HHY","          ","507","5","8","625","625","D1   ","PD1   ","105","276459","    PD100-507001","10","PD1 INSTALL 507 HVAC LABELS   ","55","100","5","5.00 ","5.00 ","5.00 ","8.00 ","0.00 ","0.00 ","0.00 ","0.00 ","8.00 ","0.625 ","0.625 ","11/02/15","12/15/15","01/11/17","03/10/17","01/05/17","02/06/17"
"471","1","            ","            ","HJX","          ","507","5","8","623","623","A1   ","RA1   ","105","276078","    RA100-507003","10","RA1 INST 623 LABELS & STENCILS","53","100","32","32.00 ","32.00 ","32.00 ","48.50 ","0.00 ","0.00 ","0.00 ","0.00 ","48.50 ","0.660 ","0.660 ","03/28/16","04/01/16","10/03/16","02/14/17","10/28/16","02/06/17"
"471","1","            ","            ","RHB","          ","631","6","8","648","648","E2   ","GE2   ","151","278886","    GE200-631007","10","GE2 PAINT COMPT 2-40-4-L      ","25","100","98","99.00 ","98.00 ","99.00 ","245.00 ","0.00 ","0.00 ","0.00 ","0.00 ","245.00 ","0.400 ","0.404 ","05/19/16","07/19/16","12/01/15","03/28/17","07/08/16","02/06/17"
"471","1","            ","            ","HJH","          ","507","5","8","625","625","D2   ","LD2   ","105","280158","    LD200-507001","10","LD2 INSTALL 507 HVAC LABELS   ","55","100","21","21.00 ","21.00 ","21.00 ","7.00 ","0.00 ","0.00 ","0.00 ","0.00 ","7.00 ","3.000 ","3.000 ","11/03/15","12/07/15","05/04/16","03/01/17","05/12/16","02/06/17"
"471","1","            ","            ","HJF","          ","507","5","8","625","625","A1   ","RA1   ","105","280185","    RA100-507002","10","RA1 INSTALL 507 HVAC LABELS   ","55","100","23","23.00 ","23.00 ","23.00 ","24.50 ","0.00 ","0.00 ","0.00 ","0.00 ","24.50 ","0.939 ","0.939 ","11/02/15","12/16/15","01/19/17","03/13/17","01/06/17","02/06/17"
"471","1","            ","            ","5RG","78612","622","6","17","621","621","A1   ","RA1   ","43","256948","    L9900-X01228","10","78612 RA1 INSTALL GUARDLINES  ","42","100","8","8.00 ","8.00 ","8.00 ","5.50 ","0.00 ","0.00 ","0.00 ","0.00 ","5.50 ","1.455 ","1.455 ","07/29/13","04/29/16","12/02/13","01/24/17","01/18/17","02/06/17"
"471","1","            ","            ","HJ9","          ","507","5","8","625","625","F3   ","LF3   ","105","280159","    LF300-507002","10","LF3 INSTALL 507 HVAC LABELS   ","55","100","21","21.00 ","21.00 ","21.00 ","12.00 ","0.00 ","0.00 ","0.00 ","0.00 ","12.00 ","1.750 ","1.750 ","11/02/15","12/16/15","06/20/16","03/13/17","06/07/16","02/06/17"
"471","1","            ","            ","PMX","          ","507","5","8","624","624","D3   ","HD3   ","105","277293","    HD300-507001","10","HD3 INSTALL 507 LABEL PLATES  ","54","100","19","19.00 ","19.00 ","19.00 ","8.00 ","0.00 ","0.00 ","0.00 ","0.00 ","8.00 ","2.375 ","2.375 ","03/23/16","04/11/16","01/03/17","03/03/17","01/19/17","02/06/17"
"471","1","            ","            ","HJ2","          ","507","5","8","625","625","D1   ","LD1   ","105","276454","    LD100-507002","10","LD1 INSTALL 507 HVAC LABELS   ","55","100","21","21.00 ","21.00 ","21.00 ","32.50 ","0.00 ","0.00 ","0.00 ","0.00 ","32.50 ","0.646 ","0.646 ","11/02/15","12/11/15","05/04/16","03/08/17","05/13/16","02/06/17"
"471","1","            ","            ","HK6","          ","507","5","8","623","623","D1   ","LD1   ","105","276038","    LD100-507003","10","LD1 INST 623 LABELS & STENCILS","53","100","32","32.00 ","32.00 ","32.00 ","96.98 ","0.00 ","0.00 ","0.00 ","0.00 ","96.98 ","0.330 ","0.330 ","08/26/16","09/01/16","08/19/16","02/10/17","08/16/16","02/06/17"
"471","1","            ","            ","6HC","          ","990","9","10","623","623","S    ","S00   ","159","280597","    L9900-R00544","10","RWK-SW-RETEST STEERING PIPE   ","800","100","0","200.00 ","0.00 ","200.00 ","980.57 ","0.00 ","0.00 ","0.00 ","0.00 ","980.57 ","0.000 ","0.204 ","02/10/16","09/09/16","02/02/16","04/10/17","10/03/16","02/06/17"
"471","1","            ","            ","873","          ","262","2","6","TST","623","F3   ","TF3   ","159","272605","    TF300-262002","10","2C262C400 F/H LOS FWD SEG 2   ","46","100","77","42.00 ","77.00 ","42.00 ","817.16 ","0.00 ","0.00 ","0.00 ","0.00 ","817.16 ","0.094 ","0.051 ","04/15/15","06/16/15","09/30/15","02/28/17","10/28/15","02/06/17"
"471","1","            ","            ","6HC","          ","990","9","10","623","623","S    ","RS1   ","109","288251","    L9900-R00612","10","RWK-RS1-CABLE PULLED WRONG    ","800","100","0","32.00 ","0.00 ","32.00 ","40.00 ","0.00 ","0.00 ","0.00 ","0.00 ","40.00 ","0.000 ","0.800 ","02/10/16","09/09/16","02/02/16","04/10/17","01/31/17","02/06/17"
"471","1","            ","            ","6FX","          ","990","9","10","648","648","S    ","S00   ","151","288011","    L9900-R00610","10","RWK-OD2-NEW CRAFT WORK        ","815","100","0","25.00 ","0.00 ","25.00 ","32.00 ","0.00 ","0.00 ","0.00 ","0.00 ","32.00 ","0.000 ","0.781 ","02/10/16","09/09/16","03/25/16","04/10/17","01/27/17","02/06/17"
"471","1","            ","            ","876","          ","261","2","6","TST","623","E1   ","E1    ","159","270735","    ME100-261002","10","2C261C402 F/H GT PORT FOS SEG2","46","100","201","102.00 ","201.00 ","102.00 ","553.75 ","0.00 ","0.00 ","0.00 ","0.00 ","553.75 ","0.363 ","0.184 ","02/24/16","04/25/16","04/04/16","02/17/17","04/18/16","02/06/17"
"471","1","            ","            ","SAS","          ","612","6","6","625","625","X    ","X02   ","43","271960","    X0200-612005","10","X02 INSTALL 612 HELO NET PARTS","40","100","108","160.00 ","108.00 ","160.00 ","250.00 ","0.00 ","0.00 ","0.00 ","0.00 ","250.00 ","0.432 ","0.640 ","07/22/15","09/28/15","07/01/15","04/05/17","10/27/15","02/06/17"
"471","1","            ","            ","711","          ","551","5","6","TST","623","D3   ","HD3   ","159","275426","    HD300-551001","10","2C551C404 F/H CNTRL AIR SEG 12","46","100","40","75.00 ","40.00 ","75.00 ","443.48 ","0.00 ","0.00 ","0.00 ","0.00 ","443.48 ","0.090 ","0.169 ","04/05/16","05/06/16","11/04/16","02/24/17","11/15/16","02/06/17"
"471","1","            ","            ","6HC","          ","990","9","10","623","623","S    ","S2LB1 ","159","285594","    L9900-R00587","10","RWK-S2LB1-REFLUSH PIPE SPOOL  ","800","100","0","320.00 ","0.00 ","320.00 ","326.62 ","0.00 ","0.00 ","0.00 ","0.00 ","326.62 ","0.000 ","0.980 ","02/10/16","09/09/16","02/02/16","04/10/17","11/03/16","02/06/17"
"471","1","            ","            ","6FX","          ","990","9","10","648","648","S    ","S00   ","151","288010","    L9900-R00609","10","RWK-HD3-NEW CRAFT WORK        ","815","100","0","40.00 ","0.00 ","40.00 ","37.00 ","0.00 ","0.00 ","0.00 ","0.00 ","37.00 ","0.000 ","1.081 ","02/10/16","09/09/16","03/25/16","04/10/17","01/27/17","02/06/17"
"471","1","            ","            ","7BT","          ","990","9","10","626","626","S    ","E2L   ","28","287695","    L9900-R00604","10","RWK-E2L-MAIN ENGINE CABLE     ","800","100","0","120.00 ","0.00 ","120.00 ","154.50 ","0.00 ","0.00 ","0.00 ","0.00 ","154.50 ","0.000 ","0.777 ","02/10/16","09/09/16","03/25/16","04/10/17","02/06/17","02/13/17"
"471","1","            ","            ","6FX","          ","990","9","10","648","648","S    ","WS3   ","151","287471","    L9900-R00600","10","RWK-WS3-ADDED HTWK UNASSIGNED ","820","100","0","100.00 ","0.00 ","100.00 ","166.00 ","0.00 ","0.00 ","0.00 ","0.00 ","166.00 ","0.000 ","0.602 ","02/10/16","09/09/16","03/25/16","04/10/17","01/09/17","02/13/17"
"471","1","            ","            ","ZFL","          ","243","2","8","624","624","S    ","S00   ","158","280317","    S0000-243001","10","S00 GROOM SHAFT LINE FOR ILO  ","54","100","513","513.00 ","513.00 ","513.00 ","2413.58 ","0.00 ","0.00 ","0.00 ","0.00 ","2413.58 ","0.213 ","0.213 ","12/08/15","02/22/16","09/02/16","03/03/17","09/19/16","02/13/17"
"471","1","            ","            ","ZFT","          ","565","5","8","624","624","S    ","S00   ","110","275763","    S0000-565003","10","S00 GROOM/ILO INTERCEPTOR PORT","54","100","85","85.00 ","85.00 ","85.00 ","88.00 ","0.00 ","0.00 ","0.00 ","0.00 ","88.00 ","0.966 ","0.966 ","07/24/15","08/10/15","11/01/16","02/08/17","11/18/16","02/13/17"
"471","1","            ","            ","ZFU","          ","565","5","8","624","624","S    ","S00   ","110","275758","    S0000-565002","10","S00 GROOM/ILO INTERCEPTOR STBD","54","100","82","82.00 ","82.00 ","82.00 ","48.00 ","0.00 ","0.00 ","0.00 ","0.00 ","48.00 ","1.708 ","1.708 ","07/24/15","08/10/15","02/02/16","02/08/17","02/25/16","02/13/17"
"471","1","            ","            ","ZH9","          ","243","2","8","624","624","S    ","SS0   ","148","284626","    SS000-243027","10","SSO FNL SHFT TUNNEL PRTS      ","54","100","289","289.00 ","289.00 ","289.00 ","660.00 ","0.00 ","0.00 ","0.00 ","0.00 ","660.00 ","0.438 ","0.438 ","02/09/16","03/11/16","11/10/16","03/02/17","11/08/16","02/13/17"
"471","1","            ","            ","ZRN","          ","640","6","6","625","625","E2   ","GE2   ","43","280326","    GE200-640001","10","GE2 INST 640 CREW MESS FURN   ","40","100","280","288.00 ","280.00 ","288.00 ","316.96 ","0.00 ","0.00 ","0.00 ","0.00 ","316.96 ","0.883 ","0.909 ","04/09/15","06/24/15","05/07/15","02/16/17","06/08/16","02/13/17"
"471","1","            ","            ","ZUK","          ","621","6","11","600","625","S    ","S00   ","43","284629","    S0000-600010","10","Q-FINAL SW OFT VNDR SUPPORT   ","43","100","276","276.00 ","276.00 ","276.00 ","323.85 ","0.00 ","0.00 ","0.00 ","0.00 ","323.85 ","0.852 ","0.852 ","10/03/16","12/22/16","10/03/16","06/23/17","10/17/16","02/13/17"
"471","1","            ","            ","HQX","          ","437","4","6","TST","626","S    ","S00   ","150","288000","    S0000-437007","10","2C437C412 IR&C TEST           ","41","100","46","89.00 ","46.00 ","89.00 ","150.52 ","0.00 ","0.00 ","0.00 ","0.00 ","150.52 ","0.306 ","0.591 ","11/28/16","12/22/16","03/22/17","03/28/17","02/06/17","02/13/17"
"471","1","            ","            ","UNB","          ","241","2","6","624","624","S    ","SS0   ","34","283157","    SS000-241039","10","SS0 GROOM R/G TO TURN SHFTS   ","39","100","138","138.00 ","138.00 ","138.00 ","504.28 ","0.00 ","0.00 ","0.00 ","0.00 ","504.28 ","0.274 ","0.274 ","12/16/15","12/22/15","01/13/17","02/01/17","01/23/17","02/13/17"
"471","1","            ","            ","RCT","106325","622","6","6","621","621","S1   ","RS1   ","44","286258","    L9900-X02290","10","106325 RS1 ADD SAFETY CHAINS  ","42","100","0","12.00 ","0.00 ","12.00 ","15.00 ","0.00 ","0.00 ","0.00 ","0.00 ","15.00 ","0.000 ","0.800 ","03/18/15","05/12/15","03/18/15","02/08/17","01/11/17","02/13/17"
"471","1","            ","            ","895","          ","542","5","8","TST","623","S    ","S00   ","23","276044","    S0000-542004","10","SW 4C542C400 OPS TST AV FUEL  ","61","100","149","126.00 ","149.00 ","126.00 ","202.07 ","0.00 ","0.00 ","0.00 ","0.00 ","202.07 ","0.737 ","0.624 ","07/28/16","09/16/16","05/05/16","03/16/17","10/06/16","02/13/17"
"471","1","            ","            ","896","          ","541","5","8","TST","623","S    ","S00   ","110","276033","    S0000-541002","10","SW 4C541C401 OPS TST FO F/T   ","61","100","90","126.00 ","90.00 ","126.00 ","432.00 ","0.00 ","0.00 ","0.00 ","0.00 ","432.00 ","0.208 ","0.292 ","07/28/16","09/16/16","02/15/16","03/15/17","02/15/16","02/13/17"
"471","1","            ","            ","RJB","          ","631","6","8","648","648","D2   ","OD2   ","151","282194","    OD200-631015","10","OD2 PAINT DECK CMPLT 1-31-4-Q ","25","100","37","35.00 ","37.00 ","35.00 ","176.30 ","0.00 ","0.00 ","0.00 ","0.00 ","176.30 ","0.210 ","0.199 ","04/04/16","05/06/16","12/01/15","02/22/17","01/23/17","02/13/17"
"471","1","            ","            ","RCZ","          ","622","6","6","621","621","A1   ","MA1   ","164","281989","    L9900-R00557","10","RWK-MA1-REBUILD & REINSTALL   ","800","100","0","40.00 ","0.00 ","40.00 ","238.00 ","0.00 ","0.00 ","0.00 ","0.00 ","238.00 ","0.000 ","0.168 ","10/08/14","11/18/14","11/24/14","02/02/17","01/09/17","02/13/17"
"471","1","            ","            ","ZA4","          ","631","6","8","648","648","D1   ","PD1   ","151","277815","    PD100-631002","10","PD1 PAINT COMPT 01-25-1-C     ","25","100","52","52.00 ","52.00 ","52.00 ","116.40 ","0.00 ","0.00 ","0.00 ","0.00 ","116.40 ","0.447 ","0.447 ","07/05/16","09/15/16","03/02/16","03/27/17","03/01/16","02/13/17"
"471","1","            ","            ","SAV","          ","612","6","6","625","625","X    ","X04   ","43","270206","    X0400-612001","10","X04 PRELAUNCH INSTALL - 612   ","40","100","212","212.00 ","212.00 ","212.00 ","243.50 ","0.00 ","0.00 ","0.00 ","0.00 ","243.50 ","0.871 ","0.871 ","08/19/15","09/14/15","08/04/15","02/22/17","08/04/15","02/13/17"
"471","1","            ","            ","HKE","          ","507","5","8","623","623","D3   ","LD3   ","105","276048","    LD300-507001","10","LD3 INST 623 LABELS & STENCILS","53","100","32","32.00 ","32.00 ","32.00 ","57.50 ","0.00 ","0.00 ","0.00 ","0.00 ","57.50 ","0.557 ","0.557 ","06/02/16","06/16/16","08/03/16","02/13/17","08/15/16","02/20/17"
"471","1","            ","            ","HKC","          ","507","5","8","623","623","D4   ","HD4   ","105","276030","    HD400-507002","10","HD4 INST 623 LABELS & STENCILS","53","100","20","20.00 ","20.00 ","20.00 ","32.00 ","0.00 ","0.00 ","0.00 ","0.00 ","32.00 ","0.625 ","0.625 ","06/02/16","06/09/16","02/17/17","02/24/17","02/07/17","02/20/17"
"471","1","            ","            ","893","          ","551","5","8","TST","623","S    ","S00   ","163","276012","    S0000-551009","10","SW 4C551C401 OPS TST SRT AFT  ","61","100","90","126.00 ","90.00 ","126.00 ","8.00 ","0.00 ","0.00 ","0.00 ","0.00 ","8.00 ","11.250 ","15.750 ","07/28/16","09/16/16","03/01/17","03/14/17","02/13/17","02/20/17"
"471","1","            ","            ","891","          ","551","5","8","TST","623","S    ","S00   ","163","276041","    S0000-551025","10","SW GROOM SYSTEM FWD 4C551C401 ","61","100","89","190.00 ","89.00 ","190.00 ","8.00 ","0.00 ","0.00 ","0.00 ","0.00 ","8.00 ","11.125 ","23.750 ","07/28/16","09/16/16","02/27/17","03/24/17","02/15/17","02/20/17"
"471","1","            ","            ","6HC","          ","990","9","10","623","623","S    ","MA2   ","109","288846","    L9900-R00617","10","RWK-MA2-PIPE INSTALLED WRONG  ","800","100","0","48.00 ","0.00 ","48.00 ","44.00 ","0.00 ","0.00 ","0.00 ","0.00 ","44.00 ","0.000 ","1.091 ","02/10/16","09/09/16","02/02/16","04/10/17","02/13/17","02/20/17"
"471","1","            ","            ","891","          ","551","5","8","TST","623","S    ","S00   ","163","276035","    S0000-551024","10","SW GROOM SYSTEM AFT 4C551C402 ","61","100","89","190.00 ","89.00 ","190.00 ","8.00 ","0.00 ","0.00 ","0.00 ","0.00 ","8.00 ","11.125 ","23.750 ","07/28/16","09/16/16","02/27/17","03/24/17","02/14/17","02/20/17"
"471","1","            ","            ","6JN","106374","990","9","10","621","621","S    ","MS2   ","164","286355","    L9900-X02281","10","106374 ADD ACCESS HOLES       ","68","100","0","80.00 ","0.00 ","80.00 ","65.00 ","0.00 ","0.00 ","0.00 ","0.00 ","65.00 ","0.000 ","1.231 ","02/10/16","09/09/16","03/02/16","04/10/17","01/04/17","02/20/17"
"471","1","            ","            ","891","          ","551","5","8","TST","623","S    ","S00   ","163","276014","    S0000-551011","10","SW 4C551C401 OPS TST STRT FWD ","61","100","60","126.00 ","60.00 ","126.00 ","8.00 ","0.00 ","0.00 ","0.00 ","0.00 ","8.00 ","7.500 ","15.750 ","07/28/16","09/16/16","02/27/17","03/24/17","02/16/17","02/20/17"
"471","1","            ","            ","GR5","          ","202","2","8","TST","626","S    ","S00   ","150","274819","    S0000-202027","10","SW GROOM POWER AUX FOR TST    ","64","100","2129","2129.00 ","2129.00 ","2129.00 ","6396.78 ","0.00 ","0.00 ","0.00 ","0.00 ","6396.78 ","0.333 ","0.333 ","08/28/15","01/29/16","12/22/15","03/24/17","11/30/15","02/20/17"
"471","1","            ","            ","6HC","106395","990","9","10","623","623","S    ","MA1   ","109","286852","    L9900-X02293","10","106395 CHNG HOSE ASSEMBLY     ","69","100","0","8.00 ","0.00 ","8.00 ","9.00 ","0.00 ","0.00 ","0.00 ","0.00 ","9.00 ","0.000 ","0.889 ","02/10/16","09/09/16","02/02/16","04/10/17","02/13/17","02/20/17"
"471","1","            ","            ","6HC","106397","990","9","10","623","623","S    ","MF3   ","109","286853","    L9900-X02294","10","106397 CHNG HOSE ASSEMBLY     ","69","100","0","8.00 ","0.00 ","8.00 ","9.00 ","0.00 ","0.00 ","0.00 ","0.00 ","9.00 ","0.000 ","0.889 ","02/10/16","09/09/16","02/02/16","04/10/17","02/14/17","02/20/17"
"471","1","            ","            ","6HC","106440","990","9","10","623","623","S    ","MA1   ","109","286943","    L9900-X02300","10","106440 ADD CPLNG AND NPL      ","69","100","0","48.00 ","0.00 ","48.00 ","55.65 ","0.00 ","0.00 ","0.00 ","0.00 ","55.65 ","0.000 ","0.863 ","02/10/16","09/09/16","02/02/16","04/10/17","02/16/17","02/20/17"
"471","1","            ","            ","8CK","100181","167","1","1","621","641","S    ","S00   ","44","261518","    L9900-X01485","10","100181 SW FAB INST 167 BRKT   ","3","100","0","80.00 ","0.00 ","80.00 ","458.83 ","0.00 ","0.00 ","0.00 ","0.00 ","458.83 ","0.000 ","0.174 ","06/07/13","02/21/14","10/28/13","02/01/17","11/07/14","02/20/17"
"471","1","            ","            ","GR4","          ","202","2","8","TST","626","S    ","S00   ","127","274818","    S0000-202026","10","SW GROOM POWER ELECT FOR TST  ","64","100","1064","1064.00 ","1064.00 ","1064.00 ","5033.41 ","0.00 ","0.00 ","0.00 ","0.00 ","5033.41 ","0.211 ","0.211 ","08/28/15","11/19/15","12/22/15","03/28/17","11/30/15","02/20/17"
"471","1","            ","            ","893","          ","551","5","8","TST","623","S    ","S00   ","163","276032","    S0000-551023","10","SW GROOM SYSTEM AFT 4C551C401 ","61","100","133","190.00 ","133.00 ","190.00 ","8.00 ","0.00 ","0.00 ","0.00 ","0.00 ","8.00 ","16.625 ","23.750 ","07/28/16","09/16/16","03/01/17","03/14/17","02/17/17","02/20/17"
