"Project","Provider","CLIN","Effort","Activity","ECP/REA","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish","1st Actual Charged Date","Completion Date"
"475","1","            ","            ","PAB","          ","603","6","6","625","621","X    ","X09   ","132","276712","    X0900-603001","10","X09 INSTALL 603 DRAFT MARKS   ","42","100","342","250.00 ","342.00 ","250.00 ","110.00 ","0.00 ","0.00 ","0.00 ","0.00 ","110.00 ","3.109 ","2.273 ","07/26/16","09/02/16","09/26/16","03/24/17","09/26/16","02/06/17"
"475","1","            ","            ","DQM","104522","256","2","1","623","623","S2L  ","S2L   ","24","287929","    L9900-X00863","10","104522 S2L ECN 072 FAB        ","15","100","0","10.00 ","0.00 ","10.00 ","1.00 ","0.00 ","0.00 ","0.00 ","0.00 ","1.00 ","0.000 ","10.000 ","01/19/15","06/02/15","06/08/15","02/03/17","01/23/17","02/06/17"
"475","1","            ","            ","DYG","102716","612","6","2","62H","621","S3U  ","S3US1 ","40","280619","    L9900-X00663","10","102716 S3U WLD HELO NET HINGE ","18","100","0","20.00 ","0.00 ","20.00 ","178.00 ","0.00 ","0.00 ","0.00 ","0.00 ","178.00 ","0.000 ","0.112 ","09/25/15","10/16/15","11/02/15","02/10/17","01/17/17","02/06/17"
"475","1","            ","            ","EEB","          ","180","1","6","62W","621","D2   ","OD2   ","20","282729","    OD200-180001","10","OD2 INSTALL GT/MPDE FDNS      ","42","100","550","952.00 ","550.00 ","952.00 ","1291.81 ","0.00 ","0.00 ","0.00 ","0.00 ","1291.81 ","0.426 ","0.737 ","05/17/16","06/14/16","09/26/16","06/27/17","09/01/16","02/06/17"
"475","1","            ","            ","BFR","          ","631","6","3","648","648","F3   ","LF3   ","67","288262","    L9900-R00214","10","RWK-LF3-STRIP PAINT OFF DATA  ","805","100","0","35.00 ","0.00 ","35.00 ","32.00 ","0.00 ","0.00 ","0.00 ","0.00 ","32.00 ","0.000 ","1.094 ","09/14/15","09/24/15","11/09/15","03/28/16","02/01/17","02/06/17"
"475","1","            ","            ","LVU","          ","588","5","6","624","624","X    ","X02   ","136","286010","    X0200-588002","10","X02 L/O INSTL TALON GRID CVER ","39","100","32","32.00 ","32.00 ","32.00 ","25.00 ","0.00 ","0.00 ","0.00 ","0.00 ","25.00 ","1.280 ","1.280 ","11/30/16","12/13/16","02/16/17","03/01/17","01/30/17","02/06/17"
"475","1","            ","            ","LJL","          ","631","6","6","648","648","D4   ","HD4   ","67","283221","    HD400-631001","10","HD4 CRFTMN COMPLT PAINT       ","24","100","2","8.00 ","2.00 ","8.00 ","404.38 ","0.00 ","0.00 ","0.00 ","0.00 ","404.38 ","0.005 ","0.020 ","12/14/16","01/23/17","11/07/16","05/09/17","11/03/16","02/06/17"
"475","1","            ","            ","LJB","          ","631","6","6","648","648","A1   ","AA1   ","67","281434","    AA100-631002","10","AA1 CRFTMN COMPLT PAINT       ","24","100","101","74.00 ","101.00 ","74.00 ","191.55 ","0.00 ","0.00 ","0.00 ","0.00 ","191.55 ","0.527 ","0.386 ","06/29/16","09/23/16","08/08/16","04/04/17","08/26/16","02/06/17"
"475","1","            ","            ","LRU","          ","603","6","8","TST","625","S    ","S00   ","132","276696","    S0000-603001","10","6C603C400 SW DRAFT MARKS TEST ","63","100","35","35.00 ","35.00 ","35.00 ","9.00 ","0.00 ","0.00 ","0.00 ","0.00 ","9.00 ","3.889 ","3.889 ","09/06/16","09/21/16","03/27/17","04/03/17","02/03/17","02/06/17"
"475","1","            ","            ","LRV","          ","612","6","6","TST","625","S    ","S00   ","60","284485","    S0000-612003","10","2C612C400 SW LOD TST LFLN-SOC6","40","100","235","124.00 ","235.00 ","124.00 ","98.00 ","0.00 ","0.00 ","0.00 ","0.00 ","98.00 ","2.398 ","1.265 ","09/16/16","11/03/16","10/10/16","02/27/17","10/05/16","02/06/17"
"475","1","            ","            ","LHV","          ","631","6","6","648","648","E1   ","ME1   ","67","287615","    L9900-R00205","10","RWK-E1-STRIPPING PIPES-GTMR   ","800","100","0","50.00 ","0.00 ","50.00 ","48.00 ","0.00 ","0.00 ","0.00 ","0.00 ","48.00 ","0.000 ","1.042 ","09/16/16","12/13/16","08/08/16","04/04/17","01/25/17","02/06/17"
"475","1","            ","            ","EGH","          ","611","6","6","62S","621","A2   ","MA2   ","37","277541","    MA200-611001","10","MA2 INSTALL 611 ISO SOCKETS   ","42","100","495","448.00 ","495.00 ","448.00 ","498.00 ","0.00 ","0.00 ","0.00 ","0.00 ","498.00 ","0.994 ","0.900 ","02/19/16","03/17/16","06/06/16","03/14/17","05/31/16","02/06/17"
"475","1","            ","            ","LVD","          ","573","5","6","624","624","S2   ","WS2   ","136","286501","    WS200-573004","10","WS2 L/O INSTL/ALGN RLLR BRKTS ","39","100","98","98.00 ","98.00 ","98.00 ","155.50 ","0.00 ","0.00 ","0.00 ","0.00 ","155.50 ","0.630 ","0.630 ","04/27/16","05/24/16","01/03/17","08/17/17","01/25/17","02/06/17"
"475","1","            ","            ","NCW","          ","588","5","6","TST","624","S    ","X02   ","136","287931","    X0200-588003","10","2C588C403 TALON GRD STAT TST  ","47","100","46","46.00 ","46.00 ","46.00 ","46.00 ","0.00 ","0.00 ","0.00 ","0.00 ","46.00 ","1.000 ","1.000 ","06/02/16","07/05/16","01/03/17","03/22/17","01/27/17","02/06/17"
"475","1","            ","            ","112","          ","192","1","6","TST","621","B1   ","B1    ","52","284073","    B1000-192001","10","2C192C401 B1 AIRTEST TK/VD    ","45","100","221","136.00 ","221.00 ","136.00 ","301.87 ","0.00 ","0.00 ","0.00 ","0.00 ","301.87 ","0.732 ","0.451 ","07/14/16","09/12/16","09/26/16","05/15/17","09/20/16","02/06/17"
"475","1","            ","            ","MBM","          ","180","1","6","62W","621","D3   ","HD3   ","20","282274","    HD300-180002","10","HD3 IBNSTALL 180 FDNS         ","42","100","297","297.00 ","297.00 ","297.00 ","365.50 ","0.00 ","0.00 ","0.00 ","0.00 ","365.50 ","0.813 ","0.813 ","02/01/17","02/14/17","07/05/16","07/14/17","07/26/16","02/06/17"
"475","1","            ","            ","KKT","          ","330","3","6","626","626","S    ","AF3   ","65","285485","    AF300-330001","10","AF3 H/U 330 LP(3-25-4)        ","41","100","10","96.00 ","10.00 ","96.00 ","104.00 ","0.00 ","0.00 ","0.00 ","0.00 ","104.00 ","0.096 ","0.923 ","08/15/16","10/28/16","09/26/16","04/03/17","12/05/16","02/06/17"
"475","1","            ","            ","MJB","          ","505","5","6","623","621","F1   ","AF1   ","40","279566","    AF100-505004","10","AF1 INST 505 HOSE STAT SOC 6  ","42","100","8","8.00 ","8.00 ","8.00 ","12.00 ","0.00 ","0.00 ","0.00 ","0.00 ","12.00 ","0.667 ","0.667 ","09/07/16","09/27/16","01/03/17","04/28/17","01/27/17","02/06/17"
"475","1","            ","            ","MJF","          ","505","5","6","623","621","E2   ","GE2   ","40","279518","    GE200-505001","10","GE2 INSTL 505 HOSE STATIONS   ","42","100","4","8.00 ","4.00 ","8.00 ","18.00 ","0.00 ","0.00 ","0.00 ","0.00 ","18.00 ","0.222 ","0.444 ","09/12/16","09/30/16","05/12/17","06/21/17","01/30/17","02/06/17"
"475","1","            ","            ","CHZ","          ","330","3","4","626","626","D3SD1","D3SD1 ","65","281254","    D3SD1-330001","10","D3SD1 INST & H/U 330 (SS LTS) ","34","100","119","49.00 ","119.00 ","49.00 ","76.00 ","0.00 ","0.00 ","0.00 ","0.00 ","76.00 ","1.566 ","0.645 ","04/25/16","05/06/16","08/08/16","02/14/17","08/09/16","02/06/17"
"475","1","            ","            ","LHS","          ","631","6","6","648","648","F3   ","MF3   ","67","287616","    L9900-R00206","10","RWK-F3-STRIPPING PIPES-AMR1   ","800","100","0","50.00 ","0.00 ","50.00 ","48.00 ","0.00 ","0.00 ","0.00 ","0.00 ","48.00 ","0.000 ","1.042 ","08/23/16","11/16/16","05/09/16","02/13/17","01/23/17","02/06/17"
"475","1","            ","            ","647","          ","514","5","6","TST","623","A2   ","MA2   ","39","283619","    MA200-514001","10","2C514C400 CHL WTR SYS SEG 6   ","46","100","300","246.00 ","300.00 ","246.00 ","354.00 ","0.00 ","0.00 ","0.00 ","0.00 ","354.00 ","0.847 ","0.695 ","06/03/16","07/01/16","12/05/16","03/21/17","12/13/16","02/06/17"
"475","1","            ","            ","861","          ","521","5","6","TST","623","D3   ","LD3   ","39","285866","    LD300-521001","10","2C521C400 F/H FM 02 40-54SEG12","46","100","144","119.00 ","144.00 ","119.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","","","08/25/16","09/22/16","02/22/17","03/31/17","1/1/1753","02/06/17"
"475","1","            ","            ","856","          ","528","5","6","TST","623","S1   ","RS1   ","39","285793","    RS100-528001","10","2C528C400 F/H PLMG DR 54-65 S7","46","100","107","107.00 ","107.00 ","107.00 ","91.00 ","0.00 ","0.00 ","0.00 ","0.00 ","91.00 ","1.176 ","1.176 ","05/19/16","06/17/16","03/14/17","05/16/17","01/30/17","02/06/17"
"475","1","            ","            ","ABB","          ","301","3","4","626","626","D3SS1","D3SS1 ","65","279434","    D3SS1-301001","10","D3SS1 L/M ELECTRICAL EQUIP    ","34","100","268","21.00 ","268.00 ","21.00 ","24.00 ","0.00 ","0.00 ","0.00 ","0.00 ","24.00 ","11.167 ","0.875 ","03/23/16","04/14/16","09/27/16","03/01/17","09/15/16","02/06/17"
"475","1","            ","            ","ACY","CF 2128   ","533","5","2","623","623","A1U  ","A1U   ","115","288230","    L9900-X00877","10","CF 2128 505-21A1UD2 ECN #028  ","16","100","0","24.00 ","0.00 ","24.00 ","17.00 ","0.00 ","0.00 ","0.00 ","0.00 ","17.00 ","0.000 ","1.412 ","11/04/15","12/08/15","09/01/15","02/10/17","02/03/17","02/06/17"
"475","1","            ","            ","ACY","CF 2128   ","533","5","2","623","623","A1U  ","A1U   ","115","288231","    L9900-X00878","10","CF 2128 505-60A1U ECN #016    ","16","100","0","80.00 ","0.00 ","80.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","","","11/04/15","12/08/15","09/01/15","02/10/17","1/1/1753","02/06/17"
"475","1","            ","            ","730","          ","262","2","6","TST","623","E2   ","GE2   ","39","287033","    GE200-262001","10","2C262C400 F/H LOS 2 TNKS SEG 3","46","100","66","66.00 ","66.00 ","66.00 ","94.00 ","0.00 ","0.00 ","0.00 ","0.00 ","94.00 ","0.702 ","0.702 ","04/19/16","05/16/16","12/05/16","04/07/17","12/19/16","02/06/17"
"475","1","            ","            ","670","          ","529","5","6","TST","623","S2   ","WS2   ","39","280303","    WS200-529001","10","2C529C400 F/H MD 65-70 SEG 7  ","46","100","140","114.00 ","140.00 ","114.00 ","352.51 ","0.00 ","0.00 ","0.00 ","0.00 ","352.51 ","0.397 ","0.323 ","05/26/16","06/23/16","07/05/16","03/14/17","07/26/16","02/06/17"
"475","1","            ","            ","AJN","105338","521","5","2","623","623","D2S  ","D2SD1 ","115","284157","    L9900-X00784","10","105338 21D2SD1 ECN 030        ","16","100","0","33.00 ","0.00 ","33.00 ","33.00 ","0.00 ","0.00 ","0.00 ","0.00 ","33.00 ","0.000 ","1.000 ","09/01/15","10/16/15","08/06/15","02/15/17","02/03/17","02/06/17"
"475","1","            ","            ","AAU","CF 1912   ","256","2","2","623","623","A1L  ","MA1   ","115","283253","    L9900-X00755","10","CF 1912 ADD SW ORFC PLTS      ","16","100","0","80.00 ","0.00 ","80.00 ","127.00 ","0.00 ","0.00 ","0.00 ","0.00 ","127.00 ","0.000 ","0.630 ","09/17/15","10/09/15","08/06/15","02/03/17","01/11/17","02/06/17"
"475","1","            ","            ","640","          ","256","2","6","TST","623","E2   ","ME2   ","39","276357","    ME200-256001","10","2C256C400 F/H SEAWATER SEG 4  ","46","100","291","291.00 ","291.00 ","291.00 ","809.98 ","0.00 ","0.00 ","0.00 ","0.00 ","809.98 ","0.359 ","0.359 ","04/06/16","05/03/16","07/05/16","03/21/17","06/29/16","02/06/17"
"475","1","            ","            ","516","          ","573","5","6","TST","621","S    ","S00   ","20","281314","    S0000-573012","10","2C573C401 RS1 ISO SOC TESTS   ","45","100","33","22.00 ","33.00 ","22.00 ","20.00 ","0.00 ","0.00 ","0.00 ","0.00 ","20.00 ","1.650 ","1.100 ","09/20/16","10/03/16","06/06/16","02/06/17","02/01/17","02/06/17"
"475","1","            ","            ","ALU","          ","304","3","4","626","626","D2T  ","D2T   ","59","281598","    D2T00-304001","10","D2T PULL 330 LOCAL CABLE      ","34","100","168","143.00 ","168.00 ","143.00 ","159.00 ","0.00 ","0.00 ","0.00 ","0.00 ","159.00 ","1.057 ","0.899 ","03/23/16","04/29/16","08/08/16","02/20/17","08/10/16","02/06/17"
"475","1","            ","            ","APR","          ","631","6","3","648","648","E1   ","ME1   ","67","288261","    L9900-R00213","10","RWK-ME1-STRIP PAINT OFF DATA  ","805","100","0","35.00 ","0.00 ","35.00 ","32.00 ","0.00 ","0.00 ","0.00 ","0.00 ","32.00 ","0.000 ","1.094 ","10/06/15","10/16/15","10/06/15","07/18/16","02/03/17","02/06/17"
"475","1","            ","            ","ARS","          ","631","6","3","648","648","E1UD1","GE1   ","67","288264","    L9900-R00216","10","RWK-GE1-STRIP PAINT OFF DATA  ","805","100","0","35.00 ","0.00 ","35.00 ","32.00 ","0.00 ","0.00 ","0.00 ","0.00 ","32.00 ","0.000 ","1.094 ","10/27/15","11/03/15","01/29/16","04/01/16","02/02/17","02/06/17"
"475","1","            ","            ","AZT","105791","533","5","2","623","623","F2L  ","F2LD1 ","115","287588","    L9900-X00828","10","105791 ECN 21F2L-031          ","16","100","0","20.00 ","0.00 ","20.00 ","46.00 ","0.00 ","0.00 ","0.00 ","0.00 ","46.00 ","0.000 ","0.435 ","10/05/15","10/16/15","12/07/15","02/03/17","01/31/17","02/06/17"
"475","1","            ","            ","BBP","          ","631","6","3","648","648","F2   ","OF2   ","67","288263","    L9900-R00215","10","RWK-OF2-STRIP PAINT OFF DATA  ","805","100","0","35.00 ","0.00 ","35.00 ","24.00 ","0.00 ","0.00 ","0.00 ","0.00 ","24.00 ","0.000 ","1.458 ","01/15/16","01/27/16","05/09/16","05/23/16","02/02/17","02/06/17"
"475","1","            ","            ","118","          ","192","1","6","TST","621","A1   ","A1    ","52","278609","    A1000-192001","10","2C192C401 A1 AIRTEST TK/VD    ","45","100","64","256.00 ","64.00 ","256.00 ","350.55 ","0.00 ","0.00 ","0.00 ","0.00 ","350.55 ","0.183 ","0.730 ","03/28/16","05/24/16","05/09/16","05/01/17","05/27/16","02/06/17"
"475","1","            ","            ","650","          ","514","5","6","TST","623","E1   ","ME1   ","39","282438","    ME100-514001","10","2C514C400 CHL WTR SYS SEG 3   ","46","100","136","136.00 ","136.00 ","136.00 ","225.33 ","0.00 ","0.00 ","0.00 ","0.00 ","225.33 ","0.604 ","0.604 ","03/04/16","03/31/16","09/26/16","03/21/17","09/26/16","02/06/17"
"475","1","            ","            ","KAU","          ","262","2","6","623","623","A2   ","MA2   ","115","280950","    A2000-262001","10","MA2 FINAL H/U 2621 LO         ","38","100","325","337.00 ","325.00 ","337.00 ","443.47 ","0.00 ","0.00 ","0.00 ","0.00 ","443.47 ","0.733 ","0.760 ","03/18/16","04/28/16","07/05/16","02/24/17","07/12/16","02/07/17"
"475","1","            ","            ","HAV","          ","512","5","6","625","625","E2   ","GE2   ","60","282632","    GE200-512003","10","GE2 FINAL INSTL HVAC SYSTEM   ","40","100","40","40.00 ","40.00 ","40.00 ","88.00 ","0.00 ","0.00 ","0.00 ","0.00 ","88.00 ","0.455 ","0.455 ","08/15/16","09/30/16","06/06/16","04/13/17","01/19/17","02/07/17"
"475","1","            ","            ","CJL","          ","301","3","4","626","626","D3SD1","D3SD1 ","117","281155","    D3SD1-301001","10","D3SD1 L/M ELECTRICAL EQUIP    ","34","100","53","48.00 ","53.00 ","48.00 ","20.00 ","0.00 ","0.00 ","0.00 ","0.00 ","20.00 ","2.650 ","2.400 ","04/25/16","05/06/16","06/28/17","07/14/17","02/02/17","02/08/17"
"475","1","            ","            ","ALQ","          ","301","3","4","626","626","D2T  ","D2T   ","59","281971","    D2T00-301001","10","D2T L/M ELECTRICAL EQUIP      ","34","100","229","392.00 ","229.00 ","392.00 ","370.00 ","0.00 ","0.00 ","0.00 ","0.00 ","370.00 ","0.619 ","1.059 ","03/23/16","04/29/16","06/06/16","03/17/17","07/26/16","02/08/17"
"475","1","            ","            ","AKX","          ","330","3","4","626","626","D2T  ","D2T   ","59","281605","    D2T00-330001","10","D2T INST & H/U 330 (SS LTS)   ","34","100","460","132.00 ","460.00 ","132.00 ","161.50 ","0.00 ","0.00 ","0.00 ","0.00 ","161.50 ","2.848 ","0.817 ","03/23/16","04/29/16","07/05/16","02/20/17","07/29/16","02/08/17"
"475","1","            ","            ","742","          ","506","5","6","TST","623","S    ","TA2   ","39","286021","    TA200-506002","10","2C506C400 OFAEST 1 TNK SEG 17 ","46","100","43","34.00 ","43.00 ","34.00 ","32.13 ","0.00 ","0.00 ","0.00 ","0.00 ","32.13 ","1.338 ","1.058 ","11/11/16","12/12/16","01/03/17","02/07/17","01/25/17","02/13/17"
"475","1","            ","            ","LLL","          ","320","3","6","TST","626","S    ","S00   ","65","287815","    S0000-320073","10","2C320C401 SHORE PW 330        ","49","100","103","8.00 ","103.00 ","8.00 ","9.00 ","0.00 ","0.00 ","0.00 ","0.00 ","9.00 ","11.444 ","0.889 ","06/28/16","07/21/16","03/07/17","04/03/17","02/10/17","02/13/17"
"475","1","            ","            ","BZK","106596","110","1","5","621","621","B1UD1","B1UD1 ","1","288101","    L9900-X00862","10","106596 B1UD1 FAB PIPE PARTS   ","37","100","0","6.00 ","0.00 ","6.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","","","06/08/16","07/20/16","09/26/16","02/10/17","1/1/1753","02/13/17"
"475","1","            ","            ","122","          ","192","1","6","TST","621","S2   ","S2    ","52","280339","    S2000-192001","10","2C192C401 S2 AIRTEST TK/VD    ","45","100","487","104.00 ","487.00 ","104.00 ","543.71 ","0.00 ","0.00 ","0.00 ","0.00 ","543.71 ","0.896 ","0.191 ","05/05/16","07/05/16","06/06/16","05/01/17","05/31/16","02/13/17"
"475","1","            ","            ","615","          ","622","6","6","TST","621","S    ","S00   ","60","287579","    S0000-622001","10","2C622C401 STATIC LOAD TEST    ","45","100","34","34.00 ","34.00 ","34.00 ","29.00 ","0.00 ","0.00 ","0.00 ","0.00 ","29.00 ","1.172 ","1.172 ","09/02/16","11/01/16","02/10/17","03/09/17","01/31/17","02/13/17"
"475","1","            ","            ","AJN","CF 1580   ","521","5","2","623","623","D2S  ","D2SD1 ","115","284919","    L9900-X00801","10","CF 1580 106082 ECN 21D2SD1-034","16","100","0","24.00 ","0.00 ","24.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","","","09/01/15","10/16/15","08/06/15","02/15/17","1/1/1753","02/13/17"
"475","1","            ","            ","AJN","105283","555","5","2","623","623","D2S  ","D2SD1 ","115","280208","    L9900-X00651","10","105283 21D2SD1 ECN 029        ","16","100","0","8.00 ","0.00 ","8.00 ","8.00 ","0.00 ","0.00 ","0.00 ","0.00 ","8.00 ","0.000 ","1.000 ","09/01/15","10/16/15","08/06/15","02/15/17","02/06/17","02/13/17"
"475","1","            ","            ","LGT","          ","631","6","6","648","648","E2   ","ME2   ","67","275377","    ME200-631001","10","ME2 PRP/PNT ERECT JOINTS      ","24","100","202","181.00 ","202.00 ","181.00 ","256.37 ","0.00 ","0.00 ","0.00 ","0.00 ","256.37 ","0.788 ","0.706 ","03/23/16","06/06/16","02/16/16","02/17/17","02/02/16","02/13/17"
"475","1","            ","            ","CZW","106058","551","5","2","623","623","F3L  ","F3LD1 ","115","284276","    L9900-X00783","10","106058 21F3LD1 ECN 040        ","16","100","0","32.00 ","0.00 ","32.00 ","36.02 ","0.00 ","0.00 ","0.00 ","0.00 ","36.02 ","0.000 ","0.888 ","02/13/15","03/19/15","04/17/15","02/03/17","02/08/17","02/13/17"
"475","1","            ","            ","KBW","106020","533","5","6","623","623","E2   ","ME2   ","115","284475","    L9900-X00804","10","106020 60E2U ECN#076 POT WTR  ","38","100","0","64.00 ","0.00 ","64.00 ","81.32 ","0.00 ","0.00 ","0.00 ","0.00 ","81.32 ","0.000 ","0.787 ","01/07/16","02/25/16","03/04/16","02/03/17","01/18/17","02/13/17"
"475","1","            ","            ","AJN","105199","551","5","2","623","623","D2S  ","D2S   ","115","279491","    L9900-X00642","10","105199 60D2S ECN#035          ","16","100","0","24.00 ","0.00 ","24.00 ","25.00 ","0.00 ","0.00 ","0.00 ","0.00 ","25.00 ","0.000 ","0.960 ","09/01/15","10/16/15","08/06/15","02/15/17","02/06/17","02/13/17"
"475","1","            ","            ","HPA","104875","712","7","1","625","625","D2S  ","D2S   ","53","283661","    D2S00-712001","10","D2S FAB/BUILD 712 AECM RACKS  ","28","100","400","400.00 ","400.00 ","400.00 ","367.05 ","0.00 ","0.00 ","0.00 ","0.00 ","367.05 ","1.090 ","1.090 ","07/15/16","07/28/16","07/05/16","06/27/17","11/14/16","02/13/17"
"475","1","            ","            ","KKW","          ","330","3","6","626","626","S    ","HD3   ","65","285511","    HD300-330001","10","HD3 H/U 330 LP(01-40-4)       ","41","100","50","16.00 ","50.00 ","16.00 ","74.00 ","0.00 ","0.00 ","0.00 ","0.00 ","74.00 ","0.676 ","0.216 ","10/20/16","02/03/17","11/07/16","04/03/17","01/24/17","02/13/17"
"475","1","            ","            ","756","          ","506","5","6","TST","623","S    ","TA1   ","39","285870","    TA100-506003","10","2C506C400 OFAEST 2 TNKS SEG 15","46","100","68","53.00 ","68.00 ","53.00 ","109.50 ","0.00 ","0.00 ","0.00 ","0.00 ","109.50 ","0.621 ","0.484 ","09/16/16","10/13/16","01/03/17","03/01/17","01/25/17","02/13/17"
"475","1","            ","            ","EQY","          ","992","9","5","621","621","B1L  ","B1L   ","132","284336","    B1L00-992006","10","B1L INSTALL BOTTLE STRIKER    ","37","100","5","5.00 ","5.00 ","5.00 ","5.00 ","0.00 ","0.00 ","0.00 ","0.00 ","5.00 ","1.000 ","1.000 ","05/09/16","05/20/16","10/10/16","02/06/17","02/07/17","02/13/17"
"475","1","            ","            ","950","          ","506","5","6","TST","623","S    ","TA2   ","39","285871","    TA200-506003","10","2C506C400 OFAEST 1 TNK SEG 18 ","46","100","44","35.00 ","44.00 ","35.00 ","24.00 ","0.00 ","0.00 ","0.00 ","0.00 ","24.00 ","1.833 ","1.458 ","08/18/16","09/15/16","01/03/17","03/23/17","01/11/17","02/13/17"
"475","1","            ","            ","KKP","          ","330","3","6","626","626","D1   ","LD1   ","117","286778","    LD100-330002","10","LD1 H/U 330 LP(1-26-1)(1-26-2)","41","100","82","82.00 ","82.00 ","82.00 ","108.03 ","0.00 ","0.00 ","0.00 ","0.00 ","108.03 ","0.759 ","0.759 ","08/05/16","10/19/16","01/03/17","04/03/17","01/16/17","02/13/17"
"475","1","            ","            ","KHJ","          ","321","3","6","626","626","F2   ","AF2   ","65","284711","    L9900-R00155","10","RWK-AF2-CHASE SWAGE TUBE      ","800","100","0","192.00 ","0.00 ","192.00 ","221.00 ","0.00 ","0.00 ","0.00 ","0.00 ","221.00 ","0.000 ","0.869 ","04/11/16","04/22/16","09/26/16","02/21/17","10/12/16","02/13/17"
