"Project","Provider","CLIN","Effort","Activity","ECP/REA","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish","1st Actual Charged Date","Completion Date"
"469","1","            ","            ","HKB","          ","507","5","8","623","623","D3   ","HD3   ","51","274805","    HD300-507003","10","HD3 INST 623 LABELS & STENCILS","53","100","34","34.00 ","34.00 ","34.00 ","48.00 ","0.00 ","0.00 ","0.00 ","0.00 ","48.00 ","0.708 ","0.708 ","12/23/15","02/10/16","06/20/16","01/16/17","06/06/16","02/13/17"
"469","1","            ","            ","6HC","MULTI     ","990","9","10","623","623","S    ","S00   ","51","277331","    L9900-X02091","10","MULTI CHANGE WM PRSR SWCH E2U ","69","100","0","60.00 ","0.00 ","60.00 ","40.00 ","0.00 ","0.00 ","0.00 ","0.00 ","40.00 ","0.000 ","1.500 ","12/17/14","07/27/15","01/27/16","02/01/17","01/16/17","02/13/17"
"469","1","            ","            ","6HC","MULTI     ","990","9","10","623","623","S    ","S00   ","51","277337","    L9900-X02090","10","MULTI CHANGE WM PRSR SWCH F3U ","69","100","0","60.00 ","0.00 ","60.00 ","40.00 ","0.00 ","0.00 ","0.00 ","0.00 ","40.00 ","0.000 ","1.500 ","12/17/14","07/27/15","01/27/16","02/01/17","01/16/17","02/13/17"
"469","1","            ","            ","6HC","100793","990","9","10","623","623","S    ","LD3   ","51","287008","    L9900-X02241","10","100793 REVS FLNG CONCTNS      ","69","100","0","48.00 ","0.00 ","48.00 ","8.00 ","0.00 ","0.00 ","0.00 ","0.00 ","8.00 ","0.000 ","6.000 ","12/17/14","07/27/15","01/27/16","02/01/17","01/04/17","02/13/17"
"469","1","            ","            ","6EL","BTWP604901","990","9","10","625","625","S    ","D3SD1 ","33","288119","    L9900-X02249","10","BTWP604901 D3S AD 763-106148  ","71","100","0","48.00 ","0.00 ","48.00 ","96.00 ","0.00 ","0.00 ","0.00 ","0.00 ","96.00 ","0.000 ","0.500 ","12/17/14","07/27/15","01/29/16","01/30/17","01/26/17","02/13/17"
"469","1","            ","            ","6JN","106374","990","9","10","621","621","S    ","MS2   ","44","286350","    L9900-X02225","10","106374 ADD ACCESS HOLES       ","68","100","0","80.00 ","0.00 ","80.00 ","107.00 ","0.00 ","0.00 ","0.00 ","0.00 ","107.00 ","0.000 ","0.748 ","12/17/14","07/27/15","11/03/15","02/01/17","01/04/17","02/13/17"
"469","1","            ","            ","PPY","          ","507","5","8","624","624","S1   ","RS1   ","139","281480","    RS100-507001","10","RS1 INSTALL 507 LABEL PLATES  ","54","100","13","13.00 ","13.00 ","13.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","","","02/10/15","02/16/15","08/26/16","01/09/17","1/1/1753","02/13/17"
"469","1","            ","            ","ZF2","          ","549","5","8","624","624","S    ","S00   ","157","280416","    S0000-549003","10","S00 L/O FUEL WATERFRNT TRIALS ","54","100","190","202.00 ","190.00 ","202.00 ","41.99 ","0.00 ","0.00 ","0.00 ","0.00 ","41.99 ","4.525 ","4.811 ","08/18/15","09/15/15","09/22/16","01/23/17","09/23/16","02/13/17"
"469","1","            ","            ","ZF9","CF 2134   ","304","3","6","626","626","S    ","S00   ","44","285193","    L9900-X02178","10","CF 2134 R&R CABLE W80002      ","41","100","110","110.00 ","110.00 ","110.00 ","8.00 ","0.00 ","0.00 ","0.00 ","0.00 ","8.00 ","13.750 ","13.750 ","10/06/14","08/26/16","10/06/14","01/23/17","01/16/17","02/13/17"
"469","1","            ","            ","7QA","106594","990","9","10","623","623","S    ","S00   ","51","287806","    L9900-X02245","10","106594 RELCT AV FUEL LN       ","69","100","0","48.00 ","0.00 ","48.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","","","05/09/16","05/27/16","12/19/16","04/25/17","1/1/1753","02/13/17"
"469","1","            ","            ","PGZ","          ","256","2","6","623","623","S    ","ME2   ","51","278794","    L9900-R00408","10","RWK-ME2-REVISE MDPE HOOKUPS   ","800","100","0","150.00 ","0.00 ","150.00 ","256.00 ","0.00 ","0.00 ","0.00 ","0.00 ","256.00 ","0.000 ","0.586 ","03/03/14","03/07/14","07/21/14","01/23/17","03/21/16","02/13/17"
"469","1","            ","            ","PQG","          ","507","5","8","624","624","S3   ","WS3   ","33","277148","    WS300-507001","10","WS3 INSTALL 507 LABEL PLATES  ","54","100","3","3.00 ","3.00 ","3.00 ","8.00 ","0.00 ","0.00 ","0.00 ","0.00 ","8.00 ","0.375 ","0.375 ","02/09/15","02/13/15","05/08/17","05/12/17","02/10/17","02/13/17"
"469","1","            ","            ","ZLW","MULTI     ","301","3","6","626","626","D3   ","LD3   ","44","284830","    L9900-X02212","10","MULTI D3TD1 L/M ELEC EQUIP    ","41","100","0","37.00 ","0.00 ","37.00 ","4.00 ","0.00 ","0.00 ","0.00 ","0.00 ","4.00 ","0.000 ","9.250 ","11/24/14","09/23/15","11/24/14","01/23/17","02/07/17","02/13/17"
"469","1","            ","            ","PPV","          ","507","5","8","624","624","S2   ","MS2   ","139","281481","    MS200-507001","10","MS2 INSTALL 507 LABEL PLATES  ","54","100","10","10.00 ","10.00 ","10.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","","","06/15/15","06/19/15","08/24/16","01/30/17","1/1/1753","02/13/17"
"469","1","            ","            ","PPP","          ","507","5","8","624","624","A1   ","MA1   ","139","281479","    MA100-507001","10","MA1 INSTALL 507 LABEL PLATES  ","54","100","7","7.00 ","7.00 ","7.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","","","05/08/15","05/14/15","08/25/16","05/12/17","1/1/1753","02/13/17"
"469","1","            ","            ","PMX","          ","507","5","8","624","624","D3   ","HD3   ","33","277151","    HD300-507001","10","HD3 INSTALL 507 LABEL PLATES  ","54","100","20","19.00 ","20.00 ","19.00 ","21.00 ","0.00 ","0.00 ","0.00 ","0.00 ","21.00 ","0.952 ","0.905 ","08/06/15","08/12/15","01/10/17","01/16/17","02/06/17","02/13/17"
"469","1","            ","            ","7BT","MULTI-TC  ","990","9","10","626","626","S    ","RA1   ","133","282116","    L9900-X02155","10","105624 MULTI TRIAL CARD RA1   ","72","100","0","38.00 ","0.00 ","38.00 ","130.70 ","0.00 ","0.00 ","0.00 ","0.00 ","130.70 ","0.000 ","0.291 ","01/02/15","08/03/15","08/07/15","02/02/17","07/25/16","02/20/17"
"469","1","            ","            ","7BT","CF 1889   ","321","9","10","626","626","S    ","S00   ","160","283748","    L9900-X02194","10","CF 1889 TC ON BONDING STRAPS  ","72","100","0","25.00 ","0.00 ","25.00 ","54.25 ","0.00 ","0.00 ","0.00 ","0.00 ","54.25 ","0.000 ","0.461 ","01/02/15","08/03/15","08/07/15","02/02/17","11/05/16","02/20/17"
"469","1","            ","            ","6WJ","          ","990","9","10","624","624","S    ","ME2   ","157","287469","    L9900-R00459","10","RWK-ME2-LOAD/REMOVE BELLOWS   ","800","100","0","80.00 ","0.00 ","80.00 ","134.34 ","0.00 ","0.00 ","0.00 ","0.00 ","134.34 ","0.000 ","0.596 ","05/09/16","05/27/16","12/19/16","05/14/17","01/09/17","02/20/17"
"469","1","            ","            ","6HC","          ","990","9","10","623","623","S    ","A1U   ","85","282481","    L9900-R00447","10","RWK-A1U-REWORK PARTS FOR CLEAN","875","100","0","40.00 ","0.00 ","40.00 ","2.00 ","0.00 ","0.00 ","0.00 ","0.00 ","2.00 ","0.000 ","20.000 ","12/17/14","07/27/15","01/27/16","02/01/17","07/27/16","02/20/17"
"469","1","            ","            ","6EL","BTWP226801","990","9","10","625","625","S    ","S00   ","53","288485","    L9900-X02260","10","BTWP226801 D1S F/S LKBX 106612","71","100","0","20.00 ","0.00 ","20.00 ","1.50 ","0.00 ","0.00 ","0.00 ","0.00 ","1.50 ","0.000 ","13.333 ","12/17/14","07/27/15","01/29/16","01/30/17","02/10/17","02/20/17"
"469","1","            ","            ","405","          ","475","4","9","TST","626","S    ","S00   ","160","285222","    S0000-475003","10","7C475C400 DEGAUSSING SYSTEM OP","66","100","50","23.00 ","50.00 ","23.00 ","49.00 ","0.00 ","0.00 ","0.00 ","0.00 ","49.00 ","1.020 ","0.469 ","05/31/16","06/03/16","04/19/17","04/25/17","02/13/17","02/20/17"
"469","1","            ","            ","ZF9","105875","301","3","6","626","626","S    ","S00   ","133","283161","    L9900-X02167","10","105875 RO INST ELEC EQUIP SW  ","41","100","0","64.00 ","0.00 ","64.00 ","1.50 ","0.00 ","0.00 ","0.00 ","0.00 ","1.50 ","0.000 ","42.667 ","10/06/14","08/26/16","10/06/14","01/23/17","08/19/16","02/20/17"
"469","1","            ","            ","ZF9","CF 2053   ","304","3","6","626","626","S    ","S00   ","160","288507","    L9900-X02176","10","CF 2053 SW PULL CABLE PROPGEAR","41","100","40","40.00 ","40.00 ","40.00 ","40.00 ","0.00 ","0.00 ","0.00 ","0.00 ","40.00 ","1.000 ","1.000 ","10/06/14","08/26/16","10/06/14","01/23/17","02/13/17","02/20/17"
"469","1","            ","            ","6XV","CF 2107   ","990","9","10","625","625","S    ","S00   ","33","288044","    L9900-X02247","10","CF 2107 FAB/INST SECURITY BARS","71","100","0","48.00 ","0.00 ","48.00 ","45.00 ","0.00 ","0.00 ","0.00 ","0.00 ","45.00 ","0.000 ","1.067 ","05/09/16","05/27/16","11/16/16","05/11/17","02/14/17","02/20/17"
"469","1","            ","            ","XGQ","103550","167","1","8","621","621","S1   ","RS1   ","139","272123","    L9900-X01995","10","103550 SW INST 167 RAMP PARTS ","52","100","0","24.00 ","0.00 ","24.00 ","79.50 ","0.00 ","0.00 ","0.00 ","0.00 ","79.50 ","0.000 ","0.302 ","09/16/15","10/07/15","01/26/15","11/04/16","09/11/15","02/27/17"
"469","1","            ","            ","RCQ","          ","167","1","6","621","621","S1   ","RS1   ","139","275753","    RS100-167011","10","RS1 INST 167 MISSION HTCH PRTS","42","100","10","4.00 ","10.00 ","4.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","0.00 ","","","07/22/14","11/18/14","07/21/14","12/23/16","1/1/1753","02/27/17"
"469","1","            ","            ","7QA","106539","990","9","10","623","623","S    ","OD2   ","51","288340","    L9900-X02255","10","106539 REVISE AFFF PIPE       ","69","100","0","56.00 ","0.00 ","56.00 ","56.00 ","0.00 ","0.00 ","0.00 ","0.00 ","56.00 ","0.000 ","1.000 ","05/09/16","05/27/16","12/19/16","04/25/17","02/20/17","02/27/17"
"469","1","            ","            ","HKH","          ","505","5","8","623","625","S    ","ME2   ","33","288464","    L9900-R00462","10","RWK-ME2-INSTL SPRAY SHIELD    ","810","100","0","200.00 ","0.00 ","200.00 ","194.00 ","0.00 ","0.00 ","0.00 ","0.00 ","194.00 ","0.000 ","1.031 ","11/16/15","12/23/15","02/22/16","11/02/16","02/06/17","02/27/17"
"469","1","            ","            ","RCW","          ","167","1","6","621","621","S    ","S00   ","44","277935","    L9900-R00402","10","RWK-SW-167 RAILWAY CLOSURES   ","800","100","0","460.00 ","0.00 ","460.00 ","5070.49 ","0.00 ","0.00 ","0.00 ","0.00 ","5070.49 ","0.000 ","0.091 ","07/01/14","09/10/14","12/22/14","02/16/17","03/09/16","02/27/17"
