"Parent - Operation","Lock Date","Project","Provider","CLIN","Effort","Activity","ECP/REA","Swbs","Group","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish"
"    E1U00-301001-10","2/18/2017","479","1","          ","            ","ARQ","          ","301","3","626","626","E1U  ","E1U   ","29","","    E1U00-301001","10","E1U LOAD & MOUNT ELEC EQUIP   ","34","0","572","572","0","0","0","572","0","0","0","572","","","5/11/2017","6/28/2017","5/11/2017","6/28/2017"
"    E1U00-301002-10","2/18/2017","479","1","          ","            ","ARQ","          ","301","3","626","626","E1U  ","E1U   ","59","","    E1U00-301002","10","E1U PREP DAU 2P               ","34","0","9","9","0","0","0","9","0","0","0","9","","","5/11/2017","6/28/2017","5/11/2017","6/28/2017"
"    E1U00-301003-10","2/18/2017","479","1","          ","            ","ARQ","          ","301","3","626","626","E1U  ","E1U   ","59","","    E1U00-301003","10","E1U PREP 475 CBD 3 & 17       ","34","0","24","24","0","0","0","24","0","0","0","24","","","5/11/2017","6/28/2017","5/11/2017","6/28/2017"
"    E1UD1-301001-10","2/18/2017","479","1","          ","            ","888","          ","301","3","626","626","E1U  ","E1UD1 ","25","","    E1UD1-301001","10","E1UD1 LOAD AND MOUNT ELEC EQUP","34","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    E1US1-301001-10","2/18/2017","479","1","          ","            ","888","          ","301","3","626","626","E1U  ","E1US1 ","59","","    E1US1-301001","10","E1US1 L/M ELECTRICAL EQUIP    ","34","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    E1US1-301002-10","2/18/2017","479","1","          ","            ","888","          ","301","3","626","626","E1U  ","E1US1 ","59","","    E1US1-301002","10","E1U PREP 475 CBD-3            ","34","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    E1US2-301001-10","2/18/2017","479","1","          ","            ","888","          ","301","3","626","626","E1U  ","E1US2 ","59","","    E1US2-301001","10","E1US2 L/M ELECTRICAL EQUIP    ","34","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    E2L00-301001-10","2/18/2017","479","1","          ","            ","ATB","          ","301","3","626","626","E2L  ","E2L   ","59","","    E2L00-301001","10","E2L L/M ELECTRICAL EQUIP      ","34","0","451","451","0","0","0","451","0","0","0","451","","","5/18/2017","7/13/2017","5/18/2017","7/18/2017"
"    E2L00-301002-10","2/18/2017","479","1","          ","            ","ATB","          ","301","3","626","626","E2L  ","E2L   ","59","","    E2L00-301002","10","E2L PREP 475 CBD 18&19        ","34","0","24","24","0","0","0","24","0","0","0","24","","","5/18/2017","7/13/2017","5/18/2017","7/18/2017"
"    E2L00-301003-10","2/18/2017","479","1","          ","            ","ATB","          ","301","3","626","626","E2L  ","E2L   ","59","","    E2L00-301003","10","E2L PREP DAU PANELS 3P/4P&6A  ","34","0","24","24","0","0","0","24","0","0","0","24","","","5/18/2017","7/13/2017","5/18/2017","7/18/2017"
"    E2U00-301001-10","2/18/2017","479","1","          ","            ","AVE","          ","301","3","626","626","E2U  ","E2U   ","59","","    E2U00-301001","10","E2U 1P L/M ELECTRICAL EQUIP   ","34","0","465","465","0","0","0","465","0","0","0","465","","","5/12/2017","7/5/2017","5/22/2017","7/13/2017"
"    E2U00-301002-10","2/18/2017","479","1","          ","            ","AVE","          ","301","3","626","626","E2U  ","E2U   ","59","","    E2U00-301002","10","E2U 2P L/M ELECTRICAL EQUIP   ","34","0","465","465","0","0","0","465","0","0","0","465","","","5/12/2017","7/5/2017","5/22/2017","7/13/2017"
"    F1U00-301002-10","2/18/2017","479","1","          ","            ","AXV","          ","301","3","626","626","F1U  ","F1U   ","59","","    F1U00-301002","10","F1U L/M EER CABINETS & RACK   ","34","0","180","180","0","0","0","180","0","0","0","180","","","8/21/2017","9/25/2017","7/17/2017","8/23/2017"
"    F1U00-301003-10","2/18/2017","479","1","          ","            ","AXV","          ","301","3","626","626","F1U  ","F1U   ","59","","    F1U00-301003","10","F1U L/M ENTERTAINMENT RACK    ","34","0","14","14","0","0","0","14","0","0","0","14","","","8/21/2017","9/25/2017","7/17/2017","8/23/2017"
"    F1U00-301004-10","2/18/2017","479","1","          ","            ","AXV","          ","301","3","626","626","F1U  ","F1U   ","59","","    F1U00-301004","10","F1U PEP 475 CBD 1/7&15        ","34","0","30","30","0","0","0","30","0","0","0","30","","","8/21/2017","9/25/2017","7/17/2017","8/23/2017"
"    F1U00-301005-10","2/18/2017","479","1","          ","            ","AXV","          ","301","3","626","626","F1U  ","F1U   ","59","","    F1U00-301005","10","F1U PREP DAU PANEL 3A         ","34","0","15","15","0","0","0","15","0","0","0","15","","","8/21/2017","9/25/2017","7/17/2017","8/23/2017"
"    F1U00-301001-10","2/18/2017","479","1","          ","            ","AXV","          ","301","3","626","626","F1U  ","F1U   ","59","","    F1U00-301001","10","F1U L/M ELECTRICAL EQUIP      ","34","0","411","411","0","0","0","411","0","0","0","411","","","8/21/2017","9/25/2017","7/17/2017","8/23/2017"
"    F2L00-301001-10","2/18/2017","479","1","          ","            ","AZZ","          ","301","3","626","626","F2L  ","F2L   ","59","","    F2L00-301001","10","F2L L/M ELECTRICAL EQUIP      ","34","0","331","331","0","0","0","331","0","0","0","331","","","5/8/2017","6/8/2017","5/8/2017","6/8/2017"
"    F2L00-301002-10","2/18/2017","479","1","          ","            ","AZZ","          ","301","3","626","626","F2L  ","F2L   ","59","","    F2L00-301002","10","F2L PREP DAU 4A               ","34","0","9","9","0","0","0","9","0","0","0","9","","","5/8/2017","6/8/2017","5/8/2017","6/8/2017"
"    F2U00-301001-10","2/18/2017","479","1","          ","            ","BBN","          ","301","3","626","626","F2U  ","F2U   ","59","","    F2U00-301001","10","F2U 1P L/M ELECTRICAL EQUIP   ","34","0","266","266","0","0","0","266","0","0","0","266","","","6/15/2017","7/28/2017","6/20/2017","8/2/2017"
"    F2U00-301002-10","2/18/2017","479","1","          ","            ","BBN","          ","301","3","626","626","F2U  ","F2U   ","59","","    F2U00-301002","10","F2U 2P L/M ELECTRICAL EQUIP   ","34","0","266","266","0","0","0","266","0","0","0","266","","","6/15/2017","7/28/2017","6/20/2017","8/2/2017"
"    F2U00-301003-10","2/18/2017","479","1","          ","            ","BBN","          ","301","3","626","626","F2U  ","F2U   ","59","","    F2U00-301003","10","F2U PREP DAUS 3P & 4P         ","34","0","18","18","0","0","0","18","0","0","0","18","","","6/15/2017","7/28/2017","6/20/2017","8/2/2017"
"    F3L00-301001-10","2/18/2017","479","1","          ","            ","BDP","          ","301","3","626","626","F3L  ","F3L   ","68","289148","    F3L00-301001","10","F3L L/M ELECTRICAL EQUIP      ","34","0","215","377","0","0","0","377","0","0","0","377","","","2/14/2017","3/29/2017","3/6/2017","4/21/2017"
"    F3L00-301003-10","2/18/2017","479","1","          ","            ","BDP","          ","301","3","626","626","F3L  ","F3L   ","68","289207","    F3L00-301003","10","F3L PREP DAU PANELS 1P & 5A   ","34","0","25","24","0","0","0","24","0","0","0","24","","","2/14/2017","3/29/2017","3/6/2017","4/21/2017"
"    F3L00-301004-10","2/18/2017","479","1","          ","            ","BDP","          ","301","3","626","626","F3L  ","F3L   ","59","289210","    F3L00-301004","10","F3L SWBD & LC LOADOUT PREP    ","34","0","220","220","0","0","0","220","0","0","0","220","","","2/14/2017","3/29/2017","3/6/2017","4/21/2017"
"    F3U00-301001-10","2/18/2017","479","1","          ","            ","BFN","          ","301","3","626","626","F3U  ","F3U   ","59","","    F3U00-301001","10","F3U 1P L/M ELECTRICAL EQUIP   ","34","0","650","650","0","0","0","650","0","0","0","650","","","3/2/2017","4/14/2017","3/23/2017","5/19/2017"
"    F3U00-301002-10","2/18/2017","479","1","          ","            ","BFN","          ","301","3","626","626","F3U  ","F3U   ","59","","    F3U00-301002","10","F3U 2P L/M ELECTRICAL EQUIP   ","34","0","550","550","0","0","0","550","0","0","0","550","","","3/2/2017","4/14/2017","3/23/2017","5/19/2017"
"    F3U00-301003-10","2/18/2017","479","1","          ","            ","BFN","          ","301","3","626","626","F3U  ","F3U   ","59","","    F3U00-301003","10","F3U L/M DCC CABS & RACKS      ","34","0","160","160","0","0","0","160","0","0","0","160","","","3/2/2017","4/14/2017","3/23/2017","5/19/2017"
"    F3U00-301004-10","2/18/2017","479","1","          ","            ","BFN","          ","301","3","626","626","F3U  ","F3U   ","59","","    F3U00-301004","10","F3U PREP 475 CBD 8/9&16       ","34","0","70","70","0","0","0","70","0","0","0","70","","","3/2/2017","4/14/2017","3/23/2017","5/19/2017"
"    FB100-301001-10","2/18/2017","479","1","          ","            ","EJT","          ","301","3","626","626","B1   ","FB1   ","102","","    FB100-301001","10","FB1 L/M ELECTRICAL EQUIP      ","41","0","40","40","0","0","0","51","0","0","0","51","","","12/12/2017","1/10/2018","12/14/2017","1/17/2018"
"    GE100-301001-10","2/18/2017","479","1","          ","            ","LDJ","          ","301","3","626","626","E1   ","GE1   ","161","","    GE100-301001","10","GE1 L/M ELECTRIC EQUIP        ","41","0","70","70","0","0","0","89","0","0","0","89","","","8/31/2017","12/15/2017","8/31/2017","1/29/2018"
"    GE200-301001-10","2/18/2017","479","1","          ","            ","LDM","          ","301","3","626","626","E2   ","GE2   ","161","","    GE200-301001","10","GE2 L/M ELECTRIC EQUIP        ","41","0","171","171","0","0","0","217","0","0","0","217","","","9/25/2017","1/16/2018","9/25/2017","2/5/2018"
"    HD300-301001-10","2/18/2017","479","1","          ","            ","LCR","          ","301","3","626","626","D3   ","HD3   ","161","","    HD300-301001","10","HD3 L/M ELECTRIC EQUIP        ","41","0","170","170","0","0","0","216","0","0","0","216","","","11/10/2017","3/5/2018","11/17/2017","4/3/2018"
"    HD400-301001-10","2/18/2017","479","1","          ","            ","LCS","          ","301","3","626","626","D4   ","HD4   ","161","","    HD400-301001","10","HD4 L/M ELECTRIC EQUIP        ","41","0","230","230","0","0","0","230","0","0","0","230","","","11/10/2017","2/28/2018","11/17/2017","4/11/2018"
"    LD100-301001-10","2/18/2017","479","1","          ","            ","LCT","          ","301","3","626","626","D1   ","LD1   ","161","","    LD100-301001","10","LD1 L/M ELECTRIC EQUIP        ","41","0","130","130","0","0","0","165","0","0","0","165","","","10/19/2017","2/9/2018","12/6/2017","3/28/2018"
"    LD200-301002-10","2/18/2017","479","1","          ","            ","LCJ","          ","301","3","626","626","D2   ","LD2   ","161","","    LD200-301002","10","LD2 L/M RER CABS & RACKS      ","41","0","192","216","0","0","0","216","0","0","0","216","","","12/13/2017","2/19/2018","1/26/2018","4/9/2018"
"    LD200-301003-10","2/18/2017","479","1","          ","            ","LCJ","          ","301","3","626","626","D2   ","LD2   ","161","","    LD200-301003","10","LD2 L/M C/EX CABS & RACKS     ","41","0","216","216","0","0","0","216","0","0","0","216","","","12/13/2017","2/19/2018","1/26/2018","4/9/2018"
"    LD200-301001-10","2/18/2017","479","1","          ","            ","LCJ","          ","301","3","626","626","D2   ","LD2   ","161","","    LD200-301001","10","LD2 L/M ELECTRIC EQUIP        ","41","0","217","217","0","0","0","217","0","0","0","217","","","12/13/2017","2/19/2018","1/26/2018","4/9/2018"
"    LD300-301001-10","2/18/2017","479","1","          ","            ","LCM","          ","301","3","626","626","D3   ","LD3   ","161","","    LD300-301001","10","LD3 L/M ELECTRIC EQUIP        ","41","0","228","228","0","0","0","290","0","0","0","290","","","1/3/2018","2/14/2018","1/26/2018","3/19/2018"
"    LF300-301005-10","2/18/2017","479","1","          ","            ","LDE","          ","301","3","626","626","F3   ","LF3   ","35","","    LF300-301005","10","LF3 L/M MCC CABS              ","41","0","82","82","0","0","0","82","0","0","0","82","","","10/3/2017","3/29/2018","10/3/2017","2/12/2018"
"    LF300-301001-10","2/18/2017","479","1","          ","            ","LDE","          ","301","3","626","626","F3   ","LF3   ","161","","    LF300-301001","10","LF3 L/M ELECTRIC EQUIP        ","41","0","270","270","0","0","0","270","0","0","0","270","","","10/3/2017","3/29/2018","10/3/2017","2/12/2018"
"    LF300-301004-10","2/18/2017","479","1","          ","            ","LDE","          ","301","3","626","626","F3   ","LF3   ","161","","    LF300-301004","10","L/M CCTV RACK                 ","41","0","20","20","0","0","0","20","0","0","0","20","","","10/3/2017","3/29/2018","10/3/2017","2/12/2018"
"    MA100-301001-10","2/18/2017","479","1","          ","            ","LDS","          ","301","3","626","626","A1   ","MA1   ","161","","    MA100-301001","10","MA1 L/M ELECTRIC EQUIP        ","41","0","120","120","0","0","0","152","0","0","0","152","","","7/28/2017","11/9/2017","7/28/2017","12/18/2017"
"    MA200-301001-10","2/18/2017","479","1","          ","            ","LDV","          ","301","3","626","626","A2   ","MA2   ","161","","    MA200-301001","10","MA2 L/M ELECTRIC EQUIP        ","41","0","60","60","0","0","0","76","0","0","0","76","","","8/10/2017","11/22/2017","8/10/2017","1/8/2018"
"    ME100-301001-10","2/18/2017","479","1","          ","            ","LDK","          ","301","3","626","626","E1   ","ME1   ","161","","    ME100-301001","10","ME1 L/M ELECTRIC EQUIP        ","41","0","370","370","0","0","0","470","0","0","0","470","","","6/20/2017","10/3/2017","6/20/2017","11/7/2017"
"    ME200-301001-10","2/18/2017","479","1","          ","            ","LDN","          ","301","3","626","626","E2   ","ME2   ","161","","    ME200-301001","10","ME2 L/M ELECTRIC EQUIP        ","41","0","400","400","0","0","0","508","0","0","0","508","","","5/25/2017","9/8/2017","5/25/2017","10/13/2017"
"    MF100-301001-10","2/18/2017","479","1","          ","            ","888","          ","301","3","626","626","F1   ","MF1   ","161","","    MF100-301001","10","MF1 L/M ELECTRIC EQUIP        ","41","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    MF100-301004-10","2/18/2017","479","1","          ","            ","LCY","          ","301","3","626","626","F1   ","MF1   ","126","","    MF100-301004","10","MF1 INTERFACE DEG CONDUIT B1L ","41","0","57","57","0","0","0","62","0","0","0","62","","","10/26/2017","12/11/2017","10/26/2017","12/19/2017"
"    MF200-301001-10","2/18/2017","479","1","          ","            ","LDD","          ","301","3","626","626","F2   ","MF2   ","161","","    MF200-301001","10","MF2 L/M ELECTRIC EQUIP        ","41","0","30","30","0","0","0","38","0","0","0","38","","","8/17/2017","12/1/2017","8/17/2017","1/15/2018"
"    MF300-301001-10","2/18/2017","479","1","          ","            ","LDG","          ","301","3","626","626","F3   ","MF3   ","161","","    MF300-301001","10","MF3 L/M ELECTRIC EQUIP        ","41","0","100","100","0","0","0","127","0","0","0","127","","","7/27/2017","11/8/2017","7/27/2017","12/15/2017"
"    MS200-301001-10","2/18/2017","479","1","          ","            ","LDY","          ","301","3","626","626","S2   ","MS2   ","161","","    MS200-301001","10","MS2 L/M ELECTRIC EQUIP        ","41","0","127","127","0","0","0","127","0","0","0","127","","","8/28/2017","12/12/2017","8/28/2017","1/24/2018"
"    OD200-301001-10","2/18/2017","479","1","          ","            ","LCU","          ","301","3","626","626","D2   ","OD2   ","161","","    OD200-301001","10","OD2 L/M ELECTRIC EQUIP        ","41","0","300","300","0","0","0","381","0","0","0","381","","","11/1/2017","1/15/2018","11/1/2017","1/26/2018"
"    OF200-301001-10","2/18/2017","479","1","          ","            ","LPT","          ","301","3","626","626","F2   ","OF2   ","161","","    OF200-301001","10","OF2 INSTALL CATV RACK         ","56","0","150","150","0","0","0","219","0","0","0","219","","","10/30/2017","1/18/2018","10/26/2017","2/12/2018"
"    OF200-301002-10","2/18/2017","479","1","          ","            ","LDB","          ","301","3","626","626","F2   ","OF2   ","161","","    OF200-301002","10","OF2 L/M ELECTRIC EQUIP        ","41","0","40","40","0","0","0","51","0","0","0","51","","","10/23/2017","2/13/2018","10/19/2017","3/16/2018"
"    PD100-301001-10","2/18/2017","479","1","          ","            ","LCN","          ","301","3","626","626","D1   ","PD1   ","161","","    PD100-301001","10","PD1 L/M ELECTRIC EQUIP        ","41","0","423","423","0","0","0","537","0","0","0","537","","","10/19/2017","2/9/2018","10/19/2017","3/16/2018"
"    RA100-301001-10","2/18/2017","479","1","          ","            ","LDR","          ","301","3","626","626","A1   ","RA1   ","161","","    RA100-301001","10","RA1 L/M ELECTRIC EQUIP        ","41","0","148","148","0","0","0","148","0","0","0","148","","","9/28/2017","1/19/2018","9/28/2017","2/23/2018"
"    RA100-301002-10","2/18/2017","479","1","          ","            ","LDR","          ","301","3","626","626","A1   ","RA1   ","161","","    RA100-301002","10","RA1 L/M CSER 4 CABS & RACKS   ","41","0","80","80","0","0","0","80","0","0","0","80","","","9/28/2017","1/19/2018","9/28/2017","2/23/2018"
"    RS100-301001-10","2/18/2017","479","1","          ","            ","LDU","          ","301","3","626","626","S1   ","RS1   ","161","","    RS100-301001","10","RS1 L/M ELECTRIC EQUIP        ","41","0","230","230","0","0","0","292","0","0","0","292","","","10/31/2017","1/12/2018","10/31/2017","1/25/2018"
"    S0000-301012-10","2/18/2017","479","1","          ","            ","LEL","          ","301","3","626","626","S    ","S00   ","887","285541","    S0000-301012","10","SW LMCO MATERIAL ONLY         ","41","100","0","0","0","0","0","0","0","0","0","0","","","12/6/2017","3/1/2018","1/19/2018","5/2/2018"
"    S0000-301004-10","2/18/2017","479","1","          ","            ","LPU","          ","301","3","626","626","S    ","S00   ","161","","    S0000-301004","10","SW L/M ELECTRIC EQUIP         ","56","0","450","450","0","0","0","657","0","0","0","657","","","12/18/2017","2/19/2018","1/16/2018","3/16/2018"
"    S0000-321005-10","2/18/2017","479","1","          ","            ","LKE","          ","301","3","626","626","S    ","S00   ","161","285703","    S0000-321005","10","FMM ELEC MATL ONLY            ","64","100","0","0","0","0","0","0","0","0","0","0","","","5/21/2018","7/27/2018","5/21/2018","8/14/2018"
"    S0000-301005-10","2/18/2017","479","1","          ","            ","LKE","          ","301","3","626","626","S    ","S00   ","161","","    S0000-301005","10","SW GRD AND BOND ELEC EQ BMD   ","56","0","1775","1775","0","0","0","2592","0","0","0","2592","","","5/21/2018","7/27/2018","5/21/2018","8/14/2018"
"    S0000-301006-10","2/18/2017","479","1","          ","            ","LKE","          ","301","3","626","626","S    ","S00   ","161","","    S0000-301006","10","SW GRD AND BOND ELEC EQ AMD   ","56","0","1775","1775","0","0","0","2591","0","0","0","2591","","","5/21/2018","7/27/2018","5/21/2018","8/14/2018"
"    S0000-301001-10","2/18/2017","479","1","          ","            ","LEL","          ","301","3","626","626","S    ","S00   ","161","","    S0000-301001","10","SW FINAL LOADOUT ELEC EQUIP   ","41","0","120","120","0","0","0","120","0","0","0","120","","","12/6/2017","3/1/2018","1/19/2018","5/2/2018"
"    S0000-301003-10","2/18/2017","479","1","          ","            ","LEL","          ","301","3","626","626","S    ","S00   ","150","","    S0000-301003","10","SW FAB/INSTALL WW GUARDS AMD  ","41","0","200","200","0","0","0","200","0","0","0","200","","","12/6/2017","3/1/2018","1/19/2018","5/2/2018"
"    S0000-301002-10","2/18/2017","479","1","          ","            ","LEL","          ","301","3","626","626","S    ","S00   ","150","","    S0000-301002","10","SW FAB/INSTALL WW GUARDS BMD  ","41","0","200","200","0","0","0","200","0","0","0","200","","","12/6/2017","3/1/2018","1/19/2018","5/2/2018"
"    S0000-301011-10","2/18/2017","479","1","          ","            ","888","          ","301","3","626","626","S    ","S00   ","25","","    S0000-301011","10","SW L/M BIRTHING LIGHTS        ","56","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    S0000-301007-10","2/18/2017","479","1","          ","            ","LEL","          ","301","3","626","626","S    ","S00   ","161","","    S0000-301007","10","SW FNAL L/O ENTRNMNT SY       ","41","0","91","91","0","0","0","91","0","0","0","91","","","12/6/2017","3/1/2018","1/19/2018","5/2/2018"
"    S1U00-301002-10","2/18/2017","479","1","          ","            ","BGU","          ","301","3","626","626","S1U  ","S1U   ","59","","    S1U00-301002","10","S1U PREP 475 CBD 5&21         ","34","0","22","22","0","0","0","22","0","0","0","22","","","6/30/2017","8/4/2017","6/30/2017","8/10/2017"
"    S1U00-301001-10","2/18/2017","479","1","          ","            ","BGU","          ","301","3","626","626","S1U  ","S1U   ","59","","    S1U00-301001","10","S1U L/M ELECTRICAL EQUIP      ","34","0","353","353","0","0","0","353","0","0","0","353","","","6/30/2017","8/4/2017","6/30/2017","8/10/2017"
"    S2L00-301002-10","2/18/2017","479","1","          ","            ","BJJ","          ","301","3","626","626","S2L  ","S2L   ","29","","    S2L00-301002","10","S2L PREP DAU PANELS 6P & 8A   ","34","0","14","14","0","0","0","14","0","0","0","14","","","8/21/2017","10/19/2017","8/21/2017","10/25/2017"
"    S2L00-301001-10","2/18/2017","479","1","          ","            ","BJJ","          ","301","3","626","626","S2L  ","S2L   ","59","","    S2L00-301001","10","S2L L/M ELECTRICAL EQUIP      ","34","0","206","206","0","0","0","206","0","0","0","206","","","8/21/2017","10/19/2017","8/21/2017","10/25/2017"
"    S2U00-301001-10","2/18/2017","479","1","          ","            ","BKS","          ","301","3","626","626","S2U  ","S2U   ","59","","    S2U00-301001","10","S2U L/M ELECTRICAL EQUIP      ","34","0","120","120","0","0","0","120","0","0","0","120","","","7/10/2017","8/11/2017","7/10/2017","8/18/2017"
"    S2U00-301002-10","2/18/2017","479","1","          ","            ","BKS","          ","301","3","626","626","S2U  ","S2U   ","59","","    S2U00-301002","10","S2U PREP 475 CBD-6/12/13/22&23","34","0","65","65","0","0","0","65","0","0","0","65","","","7/10/2017","8/11/2017","7/10/2017","8/18/2017"
"    S3U00-301001-10","2/18/2017","479","1","          ","            ","BLT","          ","301","3","626","626","S3U  ","S3U   ","59","","    S3U00-301001","10","S3U L/M ELECTRICAL EQUIP      ","34","0","150","150","0","0","0","150","0","0","0","150","","","8/11/2017","9/15/2017","8/11/2017","9/21/2017"
"    L9900-X00010-10","2/18/2017","479","1","          ","            ","KLU","PCW 1023  ","301","3","626","626","S3U  ","S3U   ","68","","    L9900-X00010","10","PCW-1023 INSTALL BOX          ","34","0","2","2","0","0","0","2","0","0","0","2","","","9/18/2017","9/29/2017","10/27/2017","11/27/2017"
"    SI000-301001-10","2/18/2017","479","1","          ","            ","LCK","          ","301","3","626","626","S    ","SI0   ","161","","    SI000-301001","10","SI0 L/M ELECTRIC EQUIP        ","41","0","60","60","0","0","0","76","0","0","0","76","","","2/20/2018","3/6/2018","3/19/2018","4/11/2018"
"    SI000-301002-10","2/18/2017","479","1","          ","            ","888","          ","301","3","626","626","S    ","SI0   ","161","","    SI000-301002","10","SI0 L/M ELECTRIC EQUIP        ","41","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    SS000-301001-10","2/18/2017","479","1","          ","            ","LEP","          ","301","3","626","626","S    ","SS0   ","161","","    SS000-301001","10","SS0 L/M ELECTRIC EQUIP        ","41","0","114","114","0","0","0","145","0","0","0","145","","","5/16/2018","6/13/2018","1/4/2018","2/12/2018"
"    SU000-301001-10","2/18/2017","479","1","          ","            ","888","          ","301","3","626","626","S    ","SU0   ","161","","    SU000-301001","10","SU0 L/M ELECTRIC EQUIP        ","41","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    WS200-301001-10","2/18/2017","479","1","          ","            ","LDX","          ","301","3","626","626","S2   ","WS2   ","161","","    WS200-301001","10","WS2 L/M ELECTRIC EQUIP        ","41","0","334","105","0","0","0","133","0","0","0","133","","","10/19/2017","2/1/2018","10/19/2017","3/6/2018"
"    WS301-301001-10","2/18/2017","479","1","          ","            ","LDZ","          ","301","3","626","626","S3   ","WS3   ","161","","    WS301-301001","10","WS3 L/M ELECTRIC EQUIP        ","41","0","30","30","0","0","0","38","0","0","0","38","","","11/9/2017","3/2/2018","11/9/2017","4/6/2018"
"    X0100-301001-10","2/18/2017","479","1","          ","            ","LEA","          ","301","3","626","626","X    ","X01   ","161","","    X0100-301001","10","X01 L/M ELECTRIC EQUIP        ","41","0","70","70","0","0","0","89","0","0","0","89","","","12/5/2017","2/26/2018","12/7/2017","5/2/2018"
"    X0200-301001-10","2/18/2017","479","1","          ","            ","LEB","          ","301","3","626","626","X    ","X02   ","161","","    X0200-301001","10","X02 L/M ELECTRIC EQUIP        ","41","0","120","120","0","0","0","152","0","0","0","152","","","11/2/2017","2/23/2018","11/9/2017","4/6/2018"
"    X0300-301001-10","2/18/2017","479","1","          ","            ","LEC","          ","301","3","626","626","X    ","X03   ","161","","    X0300-301001","10","X03 L/M ELECTRIC EQUIP        ","41","0","228","228","0","0","0","290","0","0","0","290","","","10/25/2017","2/15/2018","10/12/2017","3/9/2018"
"    X0400-301001-10","2/18/2017","479","1","          ","            ","LCL","          ","301","3","626","626","X    ","X04   ","161","","    X0400-301001","10","X04 L/M ELECTRIC EQUIP        ","41","0","114","114","0","0","0","145","0","0","0","145","","","11/3/2017","12/8/2017","11/10/2017","12/22/2017"
"    X0000-321001-10","2/18/2017","479","1","          ","            ","LCV","          ","301","3","626","626","X    ","X04   ","123","","    X0000-321001","10","X04 COMPLETE 321 WORK         ","41","0","35","35","0","0","0","35","0","0","0","35","","","11/3/2017","11/29/2017","11/10/2017","1/8/2018"
"    X0400-301002-10","2/18/2017","479","1","          ","            ","LKB","          ","301","3","626","626","X    ","X04   ","161","","    X0400-301002","10","ZONE X04 L/M ELECT EQUIP      ","56","0","114","114","0","0","0","114","0","0","0","114","","","11/3/2017","11/27/2017","11/10/2017","12/8/2017"
"    X0500-301001-10","2/18/2017","479","1","          ","            ","LEE","          ","301","3","626","626","X    ","X05   ","161","","    X0500-301001","10","X05 L/M ELECTRIC EQUIP        ","41","0","100","100","0","0","0","127","0","0","0","127","","","12/19/2017","3/12/2018","1/26/2018","6/1/2018"
"    X0600-301001-10","2/18/2017","479","1","          ","            ","LEF","          ","301","3","626","626","X    ","X06   ","161","","    X0600-301001","10","X06 L/M ELECTRICAL EQUIP      ","41","0","120","120","0","0","0","152","0","0","0","152","","","12/6/2017","2/28/2018","1/19/2018","4/20/2018"
"    X0700-301005-10","2/18/2017","479","1","          ","            ","LPS","          ","301","3","626","626","X    ","X07   ","35","","    X0700-301005","10","Z07 LOAD/MOUNT EQUIPMENTQ     ","56","0","120","120","0","0","0","211","0","0","0","211","","","12/18/2017","1/16/2018","1/16/2018","2/15/2018"
"    X0700-301001-10","2/18/2017","479","1","          ","            ","LPS","          ","301","3","626","626","X    ","X07   ","161","","    X0700-301001","10","X07 INSTALL MARIAH PINS       ","56","0","100","100","0","0","0","110","0","0","0","110","","","12/18/2017","1/16/2018","1/16/2018","2/15/2018"
"    X0700-301002-10","2/18/2017","479","1","          ","            ","LEG","          ","301","3","626","626","X    ","X07   ","161","","    X0700-301002","10","X07 L/M ELECTRIC EQUIP        ","41","0","120","120","0","0","0","152","0","0","0","152","","","5/16/2018","6/13/2018","5/16/2018","7/13/2018"
"    X0800-301001-10","2/18/2017","479","1","          ","            ","LEH","          ","301","3","626","626","X    ","X08   ","161","","    X0800-301001","10","X08 L/M ELECTRIC EQUIP        ","41","0","100","100","0","0","0","127","0","0","0","127","","","11/2/2017","12/18/2017","11/2/2017","1/3/2018"
"    X0900-301001-10","2/18/2017","479","1","          ","            ","LEJ","          ","301","3","626","626","X    ","X09   ","161","","    X0900-301001","10","X09 L/M ELECTRIC EQUIP        ","41","0","120","120","0","0","0","152","0","0","0","152","","","8/21/2017","12/5/2017","8/21/2017","1/17/2018"
