"Parent - Operation","Lock Date","Project","Provider","CLIN","Effort","Activity","ECP/REA","Swbs","Group","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish"
"    L6000-000EHU-621","2/18/2017","479","1","          ","            ","EHU","          ","0","5","62H","621","S2L  ","S2LB1 ","0","","    L6000-000EHU","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/24/2017","4/11/2017","3/13/2017","5/12/2017"
"    L6000-000DDU-621","2/18/2017","479","1","          ","            ","DDU","          ","0","6","62H","621","S2L  ","S2LB1 ","0","","    L6000-000DDU","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/24/2017","4/11/2017","3/13/2017","5/12/2017"
"    L6000-000JLK-621","2/18/2017","479","1","          ","            ","JLK","          ","0","6","621","621","S2L  ","S2LB1 ","0","","    L6000-000JLK","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/31/2017","2/14/2017","2/6/2017","3/10/2017"
"    L6000-000DDR-621","2/18/2017","479","1","          ","            ","DDR","          ","0","3","62H","621","S2L  ","S2LB1 ","0","","    L6000-000DDR","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/24/2017","4/11/2017","3/13/2017","5/12/2017"
"    L6000-000BBX-621","2/18/2017","479","1","          ","            ","BBX","          ","0","1","62H","621","S2L  ","S2LB1 ","0","","    L6000-000BBX","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/24/2017","4/11/2017","3/13/2017","5/12/2017"
"    L6000-000BBL-621","2/18/2017","479","1","          ","            ","BBL","          ","0","1","621","621","S2L  ","S2LB1 ","0","","    L6000-000BBL","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/24/2017","4/11/2017","3/13/2017","4/26/2017"
"    L6000-000DUD-621","2/18/2017","479","1","          ","            ","DUD","          ","0","1","621","621","S2L  ","S2LB1 ","0","","    L6000-000DUD","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/13/2017","2/23/2017","1/5/2017","3/10/2017"
"    L6000-000DDY-621","2/18/2017","479","1","          ","            ","DDY","          ","0","3","62H","621","S2L  ","S2LE1 ","0","","    L6000-000DDY","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/28/2016","10/18/2016","12/12/2016","5/15/2017"
"    L6000-000DED-621","2/18/2017","479","1","          ","            ","DED","          ","0","1","621","621","S2L  ","S2LE1 ","0","","    L6000-000DED","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","6/7/2016","6/28/2016","10/27/2016","11/30/2016"
"    L6000-000DKU-621","2/18/2017","479","1","          ","            ","DKU","          ","0","9","62S","621","S2L  ","S2LE1 ","0","","    L6000-000DKU","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/3/2017","3/7/2017","1/31/2017","5/16/2017"
"    L6000-000DEC-621","2/18/2017","479","1","          ","            ","DEC","          ","0","1","621","621","S2L  ","S2LE1 ","0","","    L6000-000DEC","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/7/2016","7/27/2016","11/2/2016","2/20/2017"
"    L6000-000DEA-621","2/18/2017","479","1","          ","            ","DEA","          ","0","5","62H","621","S2L  ","S2LE1 ","0","","    L6000-000DEA","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/3/2017","3/7/2017","1/31/2017","5/16/2017"
"    L6000-000DDZ-621","2/18/2017","479","1","          ","            ","DDZ","          ","0","5","62H","621","S2L  ","S2LE1 ","0","","    L6000-000DDZ","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/28/2016","10/18/2016","9/26/2016","5/15/2017"
"    L6000-000DDW-621","2/18/2017","479","1","          ","            ","DDW","          ","0","6","621","621","S2L  ","S2LE1 ","0","","    L6000-000DDW","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/31/2016","6/21/2016","9/26/2016","11/21/2016"
"    L6000-000BDV-621","2/18/2017","479","1","          ","            ","BDV","          ","0","9","62S","621","S2L  ","S2LE1 ","0","","    L6000-000BDV","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/8/2017","3/8/2017","3/9/2017","3/9/2017"
"    L6000-000BDT-621","2/18/2017","479","1","          ","            ","BDT","          ","0","6","62H","621","S2L  ","S2LE1 ","0","","    L6000-000BDT","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/3/2017","3/7/2017","1/16/2017","5/16/2017"
"    L6000-000BDL-621","2/18/2017","479","1","          ","            ","BDL","          ","0","1","62H","621","S2L  ","S2LE1 ","0","","    L6000-000BDL","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/3/2017","3/7/2017","1/16/2017","5/16/2017"
"    L6000-000DEB-621","2/18/2017","479","1","          ","            ","888","          ","0","6","625","621","S2L  ","S2LE1 ","0","","    L6000-000DEB","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000BDA-621","2/18/2017","479","1","          ","            ","BDA","          ","0","1","621","621","S2L  ","S2LE1 ","0","","    L6000-000BDA","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/28/2016","10/18/2016","11/21/2016","3/8/2017"
"    L6000-000DEF-621","2/18/2017","479","1","          ","            ","DEF","          ","0","1","621","621","S2L  ","S2LE2 ","0","","    L6000-000DEF","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/28/2016","10/18/2016","12/12/2016","3/8/2017"
"    L6000-000DKV-621","2/18/2017","479","1","          ","            ","DKV","          ","0","9","62S","621","S2L  ","S2LE2 ","0","","    L6000-000DKV","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/3/2017","3/7/2017","1/31/2017","5/16/2017"
"    L6000-000DEK-621","2/18/2017","479","1","          ","            ","DEK","          ","0","3","62H","621","S2L  ","S2LE2 ","0","","    L6000-000DEK","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/28/2016","10/18/2016","12/12/2016","5/15/2017"
"    L6000-000DEL-621","2/18/2017","479","1","          ","            ","DEL","          ","0","5","62H","621","S2L  ","S2LE2 ","0","","    L6000-000DEL","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/3/2017","3/7/2017","1/16/2017","5/16/2017"
"    L6000-000DEJ-621","2/18/2017","479","1","          ","            ","DEJ","          ","0","6","621","621","S2L  ","S2LE2 ","0","","    L6000-000DEJ","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/31/2016","7/5/2016","11/2/2016","2/14/2017"
"    L6000-000BEM-621","2/18/2017","479","1","          ","            ","BEM","          ","0","6","62H","621","S2L  ","S2LE2 ","0","","    L6000-000BEM","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/3/2017","3/7/2017","1/16/2017","5/16/2017"
"    L6000-000DEN-621","2/18/2017","479","1","          ","            ","DEN","          ","0","1","621","621","S2L  ","S2LE2 ","0","","    L6000-000DEN","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/7/2016","7/27/2016","10/13/2016","2/20/2017"
"    L6000-000BEF-621","2/18/2017","479","1","          ","            ","BEF","          ","0","1","62H","621","S2L  ","S2LE2 ","0","","    L6000-000BEF","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/3/2017","3/7/2017","1/16/2017","5/16/2017"
"    L6000-000BDY-621","2/18/2017","479","1","          ","            ","BDY","          ","0","1","621","621","S2L  ","S2LE2 ","0","","    L6000-000BDY","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","6/22/2016","7/14/2016","11/16/2016","1/5/2017"
"    L6000-000DVY-621","2/18/2017","479","1","          ","            ","888","          ","0","5","62H","621","S2L  ","S2LE2 ","0","","    L6000-000DVY","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000BEP-621","2/18/2017","479","1","          ","            ","BEP","          ","0","9","62S","621","S2L  ","S2LE2 ","0","","    L6000-000BEP","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/8/2017","3/8/2017","3/9/2017","3/9/2017"
"    L6000-000BCF-621","2/18/2017","479","1","          ","            ","BCF","          ","0","1","621","621","S2L  ","S2LE3 ","0","","    L6000-000BCF","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/24/2017","4/11/2017","3/20/2017","4/7/2017"
"    L6000-000BCR-621","2/18/2017","479","1","          ","            ","BCR","          ","0","1","62H","621","S2L  ","S2LE3 ","0","","    L6000-000BCR","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","10/21/2016","11/29/2016","11/28/2016","11/29/2016"
"    L6000-000BCD-621","2/18/2017","479","1","          ","            ","BCD","          ","0","1","621","621","S2L  ","S2LE3 ","0","","    L6000-000BCD","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","10/6/2016","10/20/2016","10/13/2016","2/20/2017"
"    L6000-000DEQ-621","2/18/2017","479","1","          ","            ","888","          ","0","6","621","621","S2L  ","S2LE3 ","0","","    L6000-000DEQ","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000DUE-621","2/18/2017","479","1","          ","            ","DUE","          ","0","1","621","621","S2L  ","S2LE3 ","0","","    L6000-000DUE","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/3/2017","2/23/2017","2/21/2017","3/17/2017"
"    L6000-000BKK-621","2/18/2017","479","1","          ","            ","BKK","          ","0","5","62H","621","S2U  ","S2U   ","0","","    L6000-000BKK","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/5/2017","5/3/2017","5/11/2017","6/2/2017"
"    L6000-000FFF-621","2/18/2017","479","1","          ","            ","FFF","          ","0","1","621","621","S2U  ","S2U   ","0","","    L6000-000FFF","621","BUDGET FOR MFG                ","83","0","26","26","0","0","0","28","0","0","0","28","","","4/5/2017","5/3/2017","3/13/2017","5/11/2017"
"    L6000-000JLA-621","2/18/2017","479","1","          ","            ","JLA","          ","0","1","621","621","S2U  ","S2U   ","0","","    L6000-000JLA","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","9/6/2016","9/13/2016","1/9/2017","2/10/2017"
"    L6000-000JKB-621","2/18/2017","479","1","          ","            ","JKB","          ","0","5","623","621","S2U  ","S2U   ","0","","    L6000-000JKB","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/5/2017","5/3/2017","5/11/2017","6/2/2017"
"    L6000-000JJQ-621","2/18/2017","479","1","          ","            ","JJQ","          ","0","6","62H","621","S2U  ","S2U   ","0","","    L6000-000JJQ","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/5/2017","5/3/2017","5/11/2017","6/2/2017"
"    L6000-000GAS-621","2/18/2017","479","1","          ","            ","GAS","          ","0","1","621","621","S2U  ","S2U   ","0","","    L6000-000GAS","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/23/2017","4/4/2017","2/27/2017","3/10/2017"
"    L6000-000FFG-621","2/18/2017","479","1","          ","            ","FFG","          ","0","1","621","621","S2U  ","S2U   ","0","","    L6000-000FFG","621","BUDGET FOR MFG                ","83","0","40","40","0","0","0","44","0","0","0","44","","","4/5/2017","5/3/2017","3/13/2017","5/11/2017"
"    L6000-000DLB-621","2/18/2017","479","1","          ","            ","DLB","          ","0","9","62S","621","S2U  ","S2U   ","0","","    L6000-000DLB","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/5/2017","5/3/2017","3/13/2017","4/21/2017"
"    L6000-000BKY-621","2/18/2017","479","1","          ","            ","BKY","          ","0","9","62S","621","S2U  ","S2U   ","0","","    L6000-000BKY","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/4/2017","5/4/2017","5/10/2017","5/10/2017"
"    L6000-000BKL-621","2/18/2017","479","1","          ","            ","BKL","          ","0","9","62S","621","S2U  ","S2U   ","0","","    L6000-000BKL","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/5/2017","5/3/2017","5/11/2017","6/2/2017"
"    L6000-000BKG-621","2/18/2017","479","1","          ","            ","BKG","          ","0","1","62H","621","S2U  ","S2U   ","0","","    L6000-000BKG","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/5/2017","5/3/2017","5/11/2017","6/2/2017"
"    L6000-000BJZ-621","2/18/2017","479","1","          ","            ","BJZ","          ","0","1","621","621","S2U  ","S2U   ","0","","    L6000-000BJZ","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","8/30/2017","10/11/2017","8/30/2017","10/11/2017"
"    L6000-000BKP-621","2/18/2017","479","1","          ","            ","BKP","          ","0","1","621","621","S2U  ","S2U   ","0","","    L6000-000BKP","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/5/2017","5/3/2017","4/5/2017","5/4/2017"
"    L6000-000DEZ-621","2/18/2017","479","1","          ","            ","DEZ","          ","0","6","621","621","S2U  ","S2UD1 ","0","","    L6000-000DEZ","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","6/22/2016","7/26/2016","1/6/2017","2/24/2017"
"    L6000-000BET-621","2/18/2017","479","1","          ","            ","BET","          ","0","1","621","621","S2U  ","S2UD1 ","0","","    L6000-000BET","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","8/8/2016","8/29/2016","12/12/2016","2/2/2017"
"    L6000-000DFB-621","2/18/2017","479","1","          ","            ","DFB","          ","0","5","62H","621","S2U  ","S2UD1 ","0","","    L6000-000DFB","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/22/2017","5/4/2017","2/27/2017","4/26/2017"
"    L6000-000DFA-621","2/18/2017","479","1","          ","            ","DFA","          ","0","3","62H","621","S2U  ","S2UD1 ","0","","    L6000-000DFA","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/22/2017","5/4/2017","2/27/2017","4/26/2017"
"    L6000-000DFD-621","2/18/2017","479","1","          ","            ","888","          ","0","1","621","621","S2U  ","S2UD1 ","0","","    L6000-000DFD","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000BEV-621","2/18/2017","479","1","          ","            ","BEV","          ","0","1","621","621","S2U  ","S2UD1 ","0","","    L6000-000BEV","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/22/2017","4/20/2017","3/22/2017","4/20/2017"
"    L6000-000BFA-621","2/18/2017","479","1","          ","            ","BFA","          ","0","1","62H","621","S2U  ","S2UD1 ","0","","    L6000-000BFA","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/22/2017","5/4/2017","2/27/2017","4/26/2017"
"    L6000-000BFG-621","2/18/2017","479","1","          ","            ","BFG","          ","0","6","62H","621","S2U  ","S2UD1 ","0","","    L6000-000BFG","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/22/2017","5/4/2017","2/27/2017","4/26/2017"
"    L6000-000BFM-621","2/18/2017","479","1","          ","            ","BFM","          ","0","1","621","621","S2U  ","S2US1 ","0","","    L6000-000BFM","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/22/2016","7/28/2016","12/9/2016","1/13/2017"
"    L6000-000BFP-621","2/18/2017","479","1","          ","            ","BFP","          ","0","1","621","621","S2U  ","S2US1 ","0","","    L6000-000BFP","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/30/2017","3/3/2017","1/16/2017","1/25/2017"
"    L6000-000DFF-621","2/18/2017","479","1","          ","            ","DFF","          ","0","1","62H","621","S2U  ","S2US1 ","0","","    L6000-000DFF","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/30/2017","3/3/2017","1/16/2017","3/16/2017"
"    L6000-000DFG-621","2/18/2017","479","1","          ","            ","DFG","          ","0","3","62H","621","S2U  ","S2US1 ","0","","    L6000-000DFG","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/30/2017","3/3/2017","4/17/2017","6/2/2017"
"    L6000-000DFH-621","2/18/2017","479","1","          ","            ","DFH","          ","0","5","62H","621","S2U  ","S2US1 ","0","","    L6000-000DFH","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/30/2017","3/3/2017","4/17/2017","6/2/2017"
"    L6000-000BGV-621","2/18/2017","479","1","          ","            ","BGV","          ","0","1","62H","621","S2U  ","S2US2 ","0","","    L6000-000BGV","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/30/2017","3/3/2017","2/13/2017","3/9/2017"
"    L6000-000DFK-621","2/18/2017","479","1","          ","            ","DFK","          ","0","3","62H","621","S2U  ","S2US2 ","0","","    L6000-000DFK","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/30/2017","3/3/2017","2/13/2017","3/9/2017"
"    L6000-000BGJ-621","2/18/2017","479","1","          ","            ","BGJ","          ","0","1","621","621","S2U  ","S2US2 ","0","","    L6000-000BGJ","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/30/2017","3/3/2017","2/6/2017","3/6/2017"
"    L6000-000BGG-621","2/18/2017","479","1","          ","            ","BGG","          ","0","1","621","621","S2U  ","S2US2 ","0","","    L6000-000BGG","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/29/2016","8/16/2016","12/1/2016","1/9/2017"
"    L6000-000DFL-621","2/18/2017","479","1","          ","            ","DFL","          ","0","5","62H","621","S2U  ","S2US2 ","0","","    L6000-000DFL","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/30/2017","3/3/2017","2/13/2017","3/9/2017"
"    L6000-000DFT-621","2/18/2017","479","1","          ","            ","888","          ","0","3","62H","621","S3LE1","S3LE1 ","0","","    L6000-000DFT","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000BJG-621","2/18/2017","479","1","          ","            ","888","          ","0","6","62H","621","S3LE1","S3LE1 ","0","","    L6000-000BJG","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000BHC-621","2/18/2017","479","1","          ","            ","BHC","          ","0","1","621","621","S3LE1","S3LE1 ","0","","    L6000-000BHC","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/22/2017","3/21/2017","2/22/2017","3/21/2017"
"    L6000-000BHE-621","2/18/2017","479","1","          ","            ","BHE","          ","0","1","621","621","S3LE1","S3LE1 ","0","","    L6000-000BHE","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/22/2017","3/21/2017","3/22/2017","3/29/2017"
"    L6000-000BHQ-621","2/18/2017","479","1","          ","            ","BHQ","          ","0","1","621","621","S3LE1","S3LE1 ","0","","    L6000-000BHQ","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/19/2017","9/6/2017","7/19/2017","9/6/2017"
"    L6000-000DBF-621","2/18/2017","479","1","          ","            ","DBF","          ","0","3","62H","621","S3LE1","S3LE1 ","0","","    L6000-000DBF","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/22/2017","3/21/2017","3/15/2017","3/21/2017"
"    L6000-000JLL-621","2/18/2017","479","1","          ","            ","JLL","          ","0","6","621","621","S3LE1","S3LE1 ","0","","    L6000-000JLL","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/22/2017","3/21/2017","3/7/2017","3/21/2017"
"    L6000-000DBJ-621","2/18/2017","479","1","          ","            ","DBJ","          ","0","3","62H","621","S3LE2","S3LE2 ","0","","    L6000-000DBJ","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/22/2017","3/21/2017","3/14/2017","4/12/2017"
"    L6000-000BKM-621","2/18/2017","479","1","          ","            ","BKM","          ","0","1","621","621","S3LE2","S3LE2 ","0","","    L6000-000BKM","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/19/2017","9/6/2017","7/19/2017","9/6/2017"
"    L6000-000DFX-621","2/18/2017","479","1","          ","            ","DFX","          ","0","1","621","621","S3LE2","S3LE2 ","0","","    L6000-000DFX","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/22/2017","3/21/2017","3/14/2017","4/12/2017"
"    L6000-000BKB-621","2/18/2017","479","1","          ","            ","BKB","          ","0","1","621","621","S3LE2","S3LE2 ","0","","    L6000-000BKB","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/22/2017","3/21/2017","4/13/2017","4/20/2017"
"    L6000-000BLD-621","2/18/2017","479","1","          ","            ","888","          ","0","6","62H","621","S3LE2","S3LE2 ","0","","    L6000-000BLD","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000DFY-621","2/18/2017","479","1","          ","            ","888","          ","0","3","62H","621","S3LE2","S3LE2 ","0","","    L6000-000DFY","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000JLM-621","2/18/2017","479","1","          ","            ","JLM","          ","0","6","621","621","S3LE2","S3LE2 ","0","","    L6000-000JLM","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/22/2017","3/21/2017","3/29/2017","4/12/2017"
"    L6000-000BLY-621","2/18/2017","479","1","          ","            ","BLY","          ","0","9","62S","621","S3U  ","S3U   ","0","","    L6000-000BLY","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/4/2017","5/4/2017","6/5/2017","6/5/2017"
"    L6000-000KLS-621","2/18/2017","479","1","          ","            ","KLS","          ","0","6","625","621","S3U  ","S3U   ","0","","    L6000-000KLS","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/5/2017","5/3/2017","6/6/2017","6/26/2017"
"    L6000-000JLB-621","2/18/2017","479","1","          ","            ","JLB","          ","0","1","621","621","S3U  ","S3U   ","0","","    L6000-000JLB","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/25/2017","2/8/2017","2/1/2017","2/21/2017"
"    L6000-000JKK-621","2/18/2017","479","1","          ","            ","JKK","          ","0","5","62H","621","S3U  ","S3U   ","0","","    L6000-000JKK","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/5/2017","5/3/2017","6/6/2017","6/30/2017"
"    L6000-000DLA-621","2/18/2017","479","1","          ","            ","DLA","          ","0","9","62S","621","S3U  ","S3U   ","0","","    L6000-000DLA","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/5/2017","5/3/2017","3/13/2017","4/14/2017"
"    L6000-000BLS-621","2/18/2017","479","1","          ","            ","BLS","          ","0","1","621","621","S3U  ","S3U   ","0","","    L6000-000BLS","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/5/2017","5/3/2017","3/13/2017","4/6/2017"
"    L6000-000BLP-621","2/18/2017","479","1","          ","            ","BLP","          ","0","5","62H","621","S3U  ","S3U   ","0","","    L6000-000BLP","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/5/2017","5/3/2017","6/6/2017","6/30/2017"
"    L6000-000BLJ-621","2/18/2017","479","1","          ","            ","BLJ","          ","0","1","62H","621","S3U  ","S3U   ","0","","    L6000-000BLJ","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/5/2017","5/3/2017","6/6/2017","6/30/2017"
"    L6000-000BLF-621","2/18/2017","479","1","          ","            ","BLF","          ","0","1","621","621","S3U  ","S3U   ","0","","    L6000-000BLF","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","9/21/2017","11/1/2017","9/21/2017","11/1/2017"
"    L6000-000JJR-621","2/18/2017","479","1","          ","            ","JJR","          ","0","6","62H","621","S3U  ","S3U   ","0","","    L6000-000JJR","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/5/2017","5/3/2017","6/6/2017","6/30/2017"
"    L6000-000DGH-621","2/18/2017","479","1","          ","            ","888","          ","0","1","621","621","S3U  ","S3UD1 ","0","","    L6000-000DGH","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000DGE-621","2/18/2017","479","1","          ","            ","DGE","          ","0","6","621","621","S3U  ","S3UD1 ","0","","    L6000-000DGE","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/25/2017","2/8/2017","2/20/2017","3/27/2017"
"    L6000-000DGG-621","2/18/2017","479","1","          ","            ","DGG","          ","0","6","625","621","S3U  ","S3UD1 ","0","","    L6000-000DGG","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/22/2017","5/3/2017","2/20/2017","4/19/2017"
"    L6000-000DGF-621","2/18/2017","479","1","          ","            ","DGF","          ","0","3","62H","621","S3U  ","S3UD1 ","0","","    L6000-000DGF","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/22/2017","5/3/2017","2/20/2017","4/19/2017"
"    L6000-000DGB-621","2/18/2017","479","1","          ","            ","DGB","          ","0","1","621","621","S3U  ","S3UD1 ","0","","    L6000-000DGB","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/22/2017","4/19/2017","2/20/2017","3/20/2017"
"    L6000-000DGA-621","2/18/2017","479","1","          ","            ","DGA","          ","0","1","621","621","S3U  ","S3UD1 ","0","","    L6000-000DGA","621","BUDGET FOR MFG                ","83","0","347","0","0","0","0","0","0","0","0","0","","","8/30/2016","9/21/2016","12/12/2016","2/17/2017"
