"Ldger Acct","Document","Line","Item","Description","Order","Pos.","Cust/Supp","Quantity","Unit","Amount","Date","Integr Amounts","CLIN","Effort","ECP/REA"
"4002","INV   27043","12","HPR-0001998-05","VALVE, SWING CHECK, 1"" IPS, BR","453921","    ","            ","1"," EA ","                ","05/19/2017","200","            ","            ",""
"4002","INV   27043","12","HPR-0001998-06","VALVE, GATE, 1-1/2 IPS, BRZ, U","453922","    ","            ","1"," EA ","                ","05/19/2017","526","            ","            ",""
"4002","INV   27071","5","HPR-0001997-01","FLANGE, 1-1/2"" IPS, CLASS 150 ","454028","    ","            ","8"," EA ","-688","05/26/2017","-688","            ","            ",""
"4002","INV   27134","11","HPR-0001998-01","WELDOLET, 6"", CNA 90/10       ","454751","    ","            ","3"," EA ","3,435.00","06/12/2017","3,435.00","            ","            ",""
"4002","INV   27136","20","HPR-0002124-01","ELBOW, 2-1/2"", 90 DEG, CNA 70-","454968","    ","            ","3"," EA ","1,965.00","06/12/2017","1,965.00","            ","            ",""
"4002","INV   27156","15","HPR-0001998-01","WELDOLET, 6"", CNA 90/10       ","455389","    ","            ","3"," EA ","-3,435.00","06/16/2017","-3,435.00","            ","            ",""
"4002","INV   27156","17","HPR-0002088-01","VALVE, SWING CHECK, 4"" IPS, BR","455401","    ","            ","3"," EA ","3,435.00","06/16/2017","3,435.00","            ","            ",""
"4002","INV   27206","13","HPR-0002177-01","FLANGE, 4"", NAVY, SW, 90/10   ","455981","    ","            ","1"," EA ","270","06/30/2017","270","            ","            ",""
"4002","INV   27256","12","HPR-0002202-01","FLANGE, 8"", SW, 70/30 CUNI    ","456517","    ","            ","3"," EA ","3,867.00","07/14/2017","3,867.00","            ","            ",""
"4002","INV   27258","3","HPR-0002202-01","FLANGE, 8"", SW, 70/30 CUNI    ","456633","    ","            ","3"," EA ","-5,012.00","07/14/2017","-3,867.00","            ","            ",""
"4002","INV   27258","3","HPR-0002088-01","VALVE, SWING CHECK, 4"" IPS, BR","456636","    ","            ","1"," EA ","                ","07/14/2017","-1,145.00","            ","            ",""
"4002","INV   27259","1","HPR-0001998-03","EDUCTOR, 8"" X 6"" X 5"" IPS,    ","456774","    ","            ","1"," EA ","-12,261.00","07/14/2017","-12,261.00","            ","            ",""
"4002","PUR   38524","23","HPR-0002218-01","MMC FOOT RAIL #77             ","941101","1","CUSTOM METAL","1"," EA ","                ","07/21/2017","0","            ","            ",""
"4002","INV   27344","13","HPR-0012286-01","VALVE, GATE, 2 IPS, UNB, BRZ  ","457503","    ","            ","1"," EA ","670","08/04/2017","670","            ","            ",""
"4002","INV   27345","9","HPR-0012281-01","VALVE, GATE, 1-1/2"" IPS, ASTM ","457521","    ","            ","1"," EA ","916","08/04/2017","916","            ","            ",""
"4002","INV   27372","6","HPR-0012305-01","VALVE, GATE, 1-1/2"" IPS, ASTM ","457649","    ","            ","1"," EA ","916","08/11/2017","916","            ","            ",""
"4002","INV   27398","7","HPR-0012357-01","REGULATOR, TO BE SUPPLIED AS F","457929","    ","            ","1"," EA ","902","08/18/2017","902","            ","            ",""
"4005","INV   25333","5","500814190700-001","PIPE, ROUND, 4"" DIA, STL      ","426398","    ","            ","4"," EA ","677.24","04/20/2016","677.24","            ","            ",""
"4005","INV   25333","10","500814190700-001","PIPE, ROUND, 4"" DIA, STL      ","426402","    ","            ","4"," EA ","-677.24","04/20/2016","-677.24","            ","            ",""
"4008","AMI  146386","12","","                              ","      ","    ","TRANS INTERN","            "," EA ","75.56","08/06/2015","75.56","            ","            ",""
"4008","AMI  146561","9","","                              ","      ","    ","TRANS INTERN","            "," EA ","74.87","08/20/2015","74.87","            ","            ",""
"4008","AMI  146638","7","","                              ","      ","    ","UPS         ","            "," EA ","7.67","08/26/2015","7.67","            ","            ",""
"4008","AMI  146826","17","","                              ","      ","    ","TRANS INTERN","            "," EA ","74.87","09/03/2015","74.87","            ","            ",""
"4008","AMI  146867","8","","                              ","      ","    ","UPS         ","            "," EA ","13.58","09/09/2015","13.58","            ","            ",""
"4008","AMI  146868","8","","                              ","      ","    ","UPS         ","            "," EA ","9.23","09/09/2015","9.23","            ","            ",""
"4008","AMI  146868","9","","                              ","      ","    ","UPS         ","            "," EA ","10.03","09/09/2015","10.03","            ","            ",""
"4008","AMI  146868","10","","                              ","      ","    ","UPS         ","            "," EA ","22.96","09/09/2015","22.96","            ","            ",""
"4008","AMI  146868","28","","                              ","      ","    ","UPS         ","            "," EA ","0.24","09/09/2015","0.24","            ","            ",""
"4008","AMI  147074","12","","                              ","      ","    ","UPS         ","            "," EA ","14.64","09/22/2015","14.64","            ","            ",""
"4008","AMI  147074","13","","                              ","      ","    ","UPS         ","            "," EA ","9.06","09/22/2015","9.06","            ","            ",""
"4008","AMI  147074","15","","                              ","      ","    ","UPS         ","            "," EA ","10.03","09/22/2015","10.03","            ","            ",""
"4008","AMI  147074","18","","                              ","      ","    ","UPS         ","            "," EA ","22.96","09/22/2015","22.96","            ","            ",""
"4008","AMI  147285","4","","                              ","      ","    ","UPS         ","            "," EA ","7.45","10/07/2015","7.45","            ","            ",""
"4008","AMI  147285","8","","                              ","      ","    ","UPS         ","            "," EA ","16.73","10/07/2015","16.73","            ","            ",""
"4008","AMI  147285","9","","                              ","      ","    ","UPS         ","            "," EA ","8.34","10/07/2015","8.34","            ","            ",""
"4008","AMI  147286","5","","                              ","      ","    ","UPS         ","            "," EA ","6.96","10/07/2015","6.96","            ","            ",""
"4008","AMI  147286","13","","                              ","      ","    ","UPS         ","            "," EA ","10.74","10/07/2015","10.74","            ","            ",""
"4008","AMI  147496","4","","                              ","      ","    ","UPS         ","            "," EA ","7.61","10/28/2015","7.61","            ","            ",""
"4008","AMI  147496","7","","                              ","      ","    ","UPS         ","            "," EA ","6.92","10/28/2015","6.92","            ","            ",""
"4008","AMI  147876","12","","                              ","      ","    ","TRANS INTERN","            "," EA ","113.55","11/12/2015","113.55","            ","            ",""
"4008","AMI  148302","13","","                              ","      ","    ","TRANS INTERN","            "," EA ","132.25","12/10/2015","132.25","            ","            ",""
"4008","AMI  148515","2","","                              ","      ","    ","WESTY'S TRUC","            "," EA ","225","12/21/2015","225","            ","            ",""
"4008","AMI  148671","15","","                              ","      ","    ","TRANS INTERN","            "," EA ","149.22","01/07/2016","149.22","            ","            ",""
"4008","AMI  148794","6","","                              ","      ","    ","TRANS INTERN","            "," EA ","2,020.14","01/14/2016","2,020.14","            ","            ",""
"4008","AMI  149014","16","","                              ","      ","    ","TRANS INTERN","            "," EA ","267.06","01/28/2016","267.06","            ","            ",""
"4008","AMI  149255","8","","                              ","      ","    ","TRANS INTERN","            "," EA ","159.28","02/11/2016","159.28","            ","            ",""
"4008","AMI  149477","14","","                              ","      ","    ","TRANS INTERN","            "," EA ","236.82","02/25/2016","236.82","            ","            ",""
"4008","API  328386","2","","                              ","540275","    ","STEEL DYNAMI","            "," EA ","188.76","02/03/2016","188.76","            ","            ",""
"4008","API  328388","3","","                              ","540275","    ","STEEL DYNAMI","            "," EA ","116.51","02/03/2016","116.51","            ","            ",""
"4008","API  328995","3","","                              ","540257","    ","ARCELORMITTA","            "," EA ","131.03","02/17/2016","131.03","            ","            ",""
"4008","API  329548","3","","                              ","540257","    ","ARCELORMITTA","            "," EA ","142.57","02/23/2016","142.57","            ","            ",""
"4008","API  329549","3","","                              ","540257","    ","ARCELORMITTA","            "," EA ","149.54","02/23/2016","149.54","            ","            ",""
"4008","API  329550","3","","                              ","540257","    ","ARCELORMITTA","            "," EA ","150","02/23/2016","150","            ","            ",""
"4008","AMI  149750","9","","                              ","      ","    ","TRANS INTERN","            "," EA ","207.9","03/17/2016","207.9","            ","            ",""
"4008","AMI  149880","13","","                              ","      ","    ","TRANS INTERN","            "," EA ","256.31","03/24/2016","256.31","            ","            ",""
"4008","AMI  149966","10","","                              ","      ","    ","TRANS INTERN","            "," EA ","346.38","03/31/2016","346.38","            ","            ",""
"4008","API  329734","2","","                              ","540275","    ","STEEL DYNAMI","            "," EA ","971.84","03/02/2016","971.84","            ","            ",""
"4008","API  329735","2","","                              ","540275","    ","STEEL DYNAMI","            "," EA ","1,248.08","03/02/2016","1,248.08","            ","            ",""
"4008","API  329736","2","","                              ","540275","    ","STEEL DYNAMI","            "," EA ","956.87","03/02/2016","956.87","            ","            ",""
"4008","API  330146","3","","                              ","540275","    ","STEEL DYNAMI","            "," EA ","1,135.68","03/09/2016","1,135.68","            ","            ",""
"4008","API  330147","2","","                              ","540275","    ","STEEL DYNAMI","            "," EA ","648.96","03/09/2016","648.96","            ","            ",""
"4008","API  330182","2","","                              ","540275","    ","STEEL DYNAMI","            "," EA ","262.08","03/09/2016","262.08","            ","            ",""
"4008","API  330402","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","205.53","03/16/2016","205.53","            ","            ",""
"4008","API  330403","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","241.82","03/16/2016","241.82","            ","            ",""
"4008","API  330404","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","290.18","03/16/2016","290.18","            ","            ",""
"4008","API  330405","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","314.34","03/16/2016","314.34","            ","            ",""
"4008","API  330406","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","120.91","03/16/2016","120.91","            ","            ",""
"4008","API  330407","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","78.58","03/16/2016","78.58","            ","            ",""
"4008","API  330408","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","84.62","03/16/2016","84.62","            ","            ",""
"4008","API  330409","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","308.3","03/16/2016","308.3","            ","            ",""
"4008","API  330410","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","326.42","03/16/2016","326.42","            ","            ",""
"4008","API  330411","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","90.69","03/16/2016","90.69","            ","            ",""
"4008","API  330412","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","290.18","03/16/2016","290.18","            ","            ",""
"4008","API  330413","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","96.73","03/16/2016","96.73","            ","            ",""
"4008","API  330414","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","411.06","03/16/2016","411.06","            ","            ",""
"4008","API  330415","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","217.61","03/16/2016","217.61","            ","            ",""
"4008","API  330792","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","338.54","03/22/2016","338.54","            ","            ",""
"4008","API  330793","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","205.53","03/22/2016","205.53","            ","            ",""
"4008","API  330794","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","241.82","03/22/2016","241.82","            ","            ",""
"4008","API  330795","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","230.32","03/22/2016","230.32","            ","            ",""
"4008","API  330796","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","338.49","03/22/2016","338.49","            ","            ",""
"4008","API  330797","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","132.99","03/22/2016","132.99","            ","            ",""
"4008","API  330798","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","157.17","03/22/2016","157.17","            ","            ",""
"4008","API  330799","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","96.73","03/22/2016","96.73","            ","            ",""
"4008","API  330800","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","132.99","03/22/2016","132.99","            ","            ",""
"4008","API  330801","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","550.09","03/22/2016","550.09","            ","            ",""
"4008","API  330802","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","483.63","03/22/2016","483.63","            ","            ",""
"4008","API  330803","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","417.78","03/22/2016","417.78","            ","            ",""
"4008","API  330804","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","522.22","03/22/2016","522.22","            ","            ",""
"4008","API  330805","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","118.7","03/22/2016","118.7","            ","            ",""
"4008","API  330806","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","87.09","03/22/2016","87.09","            ","            ",""
"4008","API  330807","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","186.66","03/22/2016","186.66","            ","            ",""
"4008","API  330880","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","940","03/23/2016","940","            ","            ",""
"4008","API  330881","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","967.26","03/23/2016","967.26","            ","            ",""
"4008","API  330884","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","677.08","03/23/2016","677.08","            ","            ",""
"4008","API  330915","3","","                              ","540257","    ","ARCELORMITTA","            "," EA ","337.26","03/28/2016","337.26","            ","            ",""
"4008","API  330927","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","757.05","03/28/2016","757.05","            ","            ",""
"4008","API  330928","3","","                              ","540281","    ","ARCELORMITTA","            "," EA ","628.67","03/28/2016","628.67","            ","            ",""
"4008","API  330929","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","773.81","03/28/2016","773.81","            ","            ",""
"4008","API  330935","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","547.55","03/28/2016","547.55","            ","            ",""
"4008","API  330937","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","580.36","03/28/2016","580.36","            ","            ",""
"4008","API  331035","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","84.62","03/28/2016","84.62","            ","            ",""
"4008","API  331036","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","205.53","03/28/2016","205.53","            ","            ",""
"4008","API  331037","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","90.69","03/28/2016","90.69","            ","            ",""
"4008","API  331038","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","581.91","03/28/2016","581.91","            ","            ",""
"4008","API  331039","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","358.07","03/28/2016","358.07","            ","            ",""
"4008","API  331040","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","241.82","03/28/2016","241.82","            ","            ",""
"4008","API  331041","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","435.71","03/28/2016","435.71","            ","            ",""
"4008","API  331042","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","205.46","03/28/2016","205.46","            ","            ",""
"4008","API  331043","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","298.83","03/28/2016","298.83","            ","            ",""
"4008","API  331044","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","483.54","03/28/2016","483.54","            ","            ",""
"4008","API  331045","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","435.27","03/28/2016","435.27","            ","            ",""
"4008","API  331046","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","108.81","03/28/2016","108.81","            ","            ",""
"4008","API  331047","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","182.95","03/28/2016","182.95","            ","            ",""
"4008","API  331048","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","60.44","03/28/2016","60.44","            ","            ",""
"4008","API  331049","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","84.62","03/28/2016","84.62","            ","            ",""
"4008","API  331050","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","181.37","03/28/2016","181.37","            ","            ",""
"4008","API  331051","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","515","03/28/2016","515","            ","            ",""
"4008","API  331052","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","425","03/28/2016","425","            ","            ",""
"4008","API  331499","2","","                              ","900812","    ","APPLIED INDU","            "," EA ","7","04/05/2016","7","            ","            ",""
"4008","API  331502","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","483.54","04/05/2016","483.54","            ","            ",""
"4008","API  331503","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","120.91","04/05/2016","120.91","            ","            ",""
"4008","API  331504","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","266.02","04/05/2016","266.02","            ","            ",""
"4008","API  331505","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","78.58","04/05/2016","78.58","            ","            ",""
"4008","API  331506","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","392.92","04/05/2016","392.92","            ","            ",""
"4008","API  331507","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","253.87","04/05/2016","253.87","            ","            ",""
"4008","API  331508","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","362.75","04/05/2016","362.75","            ","            ",""
"4008","API  331509","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","302.26","04/05/2016","302.26","            ","            ",""
"4008","API  331510","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","78.58","04/05/2016","78.58","            ","            ",""
"4008","API  331511","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","181.37","04/05/2016","181.37","            ","            ",""
"4008","API  331512","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","302.26","04/05/2016","302.26","            ","            ",""
"4008","API  331513","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","175.31","04/05/2016","175.31","            ","            ",""
"4008","API  331513","3","","                              ","540281","    ","ARCELORMITTA","            "," EA ","15.78","04/05/2016","15.78","            ","            ",""
"4008","API  331514","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","483.63","04/05/2016","483.63","            ","            ",""
"4008","API  331515","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","604.28","04/05/2016","604.28","            ","            ",""
"4008","API  331516","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","335.72","04/05/2016","335.72","            ","            ",""
"4008","API  331546","2","","                              ","950061","    ","FASTENAL COM","            "," EA ","118.89","04/05/2016","118.89","            ","            ",""
"4008","API  331642","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","761.61","04/06/2016","761.61","            ","            ",""
"4008","API  331643","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","725.45","04/06/2016","725.45","            ","            ",""
"4008","API  331651","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","940","04/06/2016","940","            ","            ",""
"4008","API  332270","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","84.62","04/19/2016","84.62","            ","            ",""
"4008","API  332271","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","145.09","04/19/2016","145.09","            ","            ",""
"4008","API  332272","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","78.58","04/19/2016","78.58","            ","            ",""
"4008","API  332273","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","96.73","04/19/2016","96.73","            ","            ",""
"4008","API  332274","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","205.53","04/19/2016","205.53","            ","            ",""
"4008","API  332275","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","217.61","04/19/2016","217.61","            ","            ",""
"4008","API  332276","3","","                              ","540281","    ","ARCELORMITTA","            "," EA ","181.37","04/19/2016","181.37","            ","            ",""
"4008","API  332469","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","543.98","04/25/2016","543.98","            ","            ",""
"4008","API  332470","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","199.52","04/25/2016","199.52","            ","            ",""
"4008","API  332471","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","217.61","04/25/2016","217.61","            ","            ",""
"4008","API  332622","2","","                              ","540275","    ","STEEL DYNAMI","            "," EA ","1,060.88","04/26/2016","1,060.88","            ","            ",""
"4008","AMI  150390","6","","                              ","      ","    ","TRANS INTERN","            "," EA ","208.94","05/05/2016","208.94","            ","            ",""
"4008","AMI  150615","8","","                              ","      ","    ","TRANS INTERN","            "," EA ","429.94","05/19/2016","429.94","            ","            ",""
"4008","API  333082","2","","                              ","900809","    ","APPLIED INDU","            "," EA ","30","05/03/2016","30","            ","            ",""
"4008","API  333252","3","","                              ","540275","    ","STEEL DYNAMI","            "," EA ","308.21","05/04/2016","308.21","            ","            ",""
"4008","API  333284","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","1,348.20","05/04/2016","1,348.20","            ","            ",""
"4008","API  333285","2","","                              ","540281","    ","ARCELORMITTA","            "," EA ","291.76","05/04/2016","291.76","            ","            ",""
"4008","API  333540","1","","                              ","540281","    ","ARCELORMITTA","            "," EA ","187.45","05/11/2016","187.45","            ","            ",""
"4008","API  333541","1","","                              ","540281","    ","ARCELORMITTA","            "," EA ","-1.07","05/11/2016","-1.07","            ","            ",""
"4008","API  333606","2","","                              ","900812","    ","APPLIED INDU","            "," EA ","23.33","05/12/2016","23.33","            ","            ",""
"4008","API  333694","3","","                              ","540281","    ","ARCELORMITTA","            "," EA ","364.28","05/16/2016","364.28","            ","            ",""
"4008","API  333695","3","","                              ","540281","    ","ARCELORMITTA","            "," EA ","1,224.50","05/16/2016","1,224.50","            ","            ",""
"4008","API  333696","3","","                              ","540281","    ","ARCELORMITTA","            "," EA ","542.53","05/16/2016","542.53","            ","            ",""
"4008","API  333697","4","","                              ","540281","    ","ARCELORMITTA","            "," EA ","203.44","05/16/2016","203.44","            ","            ",""
"4008","API  333698","3","","                              ","540281","    ","ARCELORMITTA","            "," EA ","269.62","05/16/2016","269.62","            ","            ",""
"4008","API  333699","3","","                              ","540281","    ","ARCELORMITTA","            "," EA ","606.59","05/16/2016","606.59","            ","            ",""
"4008","API  333700","3","","                              ","540281","    ","ARCELORMITTA","            "," EA ","185.38","05/16/2016","185.38","            ","            ",""
"4008","API  333701","3","","                              ","540281","    ","ARCELORMITTA","            "," EA ","566.7","05/16/2016","566.7","            ","            ",""
"4008","API  333702","3","","                              ","540281","    ","ARCELORMITTA","            "," EA ","221.36","05/16/2016","221.36","            ","            ",""
