"Ldger Acct","Document","Line","Item","Description","Order","Pos.","Cust/Supp","Quantity","Unit","Amount","Date","Integr Amounts","CLIN","Effort","ECP/REA"
"4110","INV   26516","15","11-42E040T20","PLATE, 1/4"" X 96"" X 20', STAIN","444530","    ","            ","1"," EA ","5,920.92","01/19/2017","5,920.92","            ","            ",""
"4110","INV   26517","12","13-1640300620","ANGLE, 4"" X 3"" X 3/8"" X 20', S","447539","    ","            ","2"," EA ","229.2","01/19/2017","229.2","            ","            ",""
"4110","INV   26552","1","13-1640300620","ANGLE, 4"" X 3"" X 3/8"" X 20', S","448422","    ","            ","1"," EA ","114.6","01/27/2017","114.6","            ","            ",""
"4110","PUR   38158","45","11-22E020K20","PLATE, 11 GAUGE X 60"" X 20', S","766006","1","RYERSON     ","11"," EA ","2,805.00","04/28/2017","2,805.00","            ","            ",""
"4110","PUR   38330","36","13-1630300820","ANGLE, 3"" X 3"" X 1/2"" X 20', S","765971","41","METALS USA  ","2"," EA ","190","06/05/2017","190","            ","            ",""
"4110","PUR   38429","1","11-22E020K20","PLATE, 11 GAUGE X 60"" X 20', S","766006","1","RYERSON     ","11"," EA ","-2,805.00","06/23/2017","-2,805.00","            ","            ",""
"4110","PUR   38429","3","11-22E020K20","PLATE, 11 GAUGE X 60"" X 20', S","766006","1","RYERSON     ","11"," EA ","2,882.00","06/23/2017","2,882.00","            ","            ",""
"4110","PUR   38496","110","13-3240400625","ANGLE, 4"" X 4"" X 3/8"", ALUM GR","766056","3","PIERCE ALUMI","2"," EA ","2,058.00","07/14/2017","1,014.00","            ","            ",""
"4110","PUR   38496","110","13-3220200325","ANGLE, 2"" X 2"" X 3/16, ALUM GR","766056","1","PIERCE ALUMI","8"," EA ","                ","07/14/2017","1,044.00","            ","            ",""
"4110","PUR   38518","62","12-33E0402020","FLAT BAR 2"" W, 1/4"" THK, ALUM ","766077","3","PIERCE ALUMI","4"," EA ","480","07/21/2017","480","            ","            ",""
"4110","PUR   38545","9","13-3313130225","ANGLE, 32MM X 32MM X 3.2MM ALU","766077","7","PIERCE ALUMI","2"," EA ","1,250.00","07/28/2017","1,250.00","            ","            ",""
"4110","PUR   38545","10","18-420600CR12","BAR, ROUND, 0.375"" DIA X 12', ","766074","11","RYERSON     ","5"," EA ","3,074.75","07/28/2017","38.3","            ","            ",""
"4110","PUR   38545","10","17-4225250320","TUBE, SQUARE, 2-1/2"" X 2-1/2"" ","766074","8","RYERSON     ","2"," EA ","                ","07/28/2017","947.2","            ","            ",""
"4110","PUR   38545","10","13-1215150320","ANGLE, 1-1/2"" X 1-1/2"" X 3/16""","766074","4","RYERSON     ","18"," EA ","                ","07/28/2017","311.4","            ","            ",""
"4110","PUR   38545","10","12-12E0201520","BAR, FLAT, 1/8"" x 1-1/2"" x 20'","766074","1","RYERSON     ","15"," EA ","                ","07/28/2017","97.5","            ","            ",""
"4110","PUR   38545","10","13-1230200420","ANGLE, 3"" X 2"" X 1/4"" X 20', S","766074","5","RYERSON     ","2"," EA ","                ","07/28/2017","78.8","            ","            ",""
"4110","PUR   38545","10","18-120006HR20","BAR, 3/8"" DIA X 20'-0"", HOT RO","766074","10","RYERSON     ","3"," EA ","                ","07/28/2017","11.4","            ","            ",""
"4110","PUR   38545","10","18-120005HR20","ROUND BAR, 5/16"" DIA, STEEL,  ","766074","9","RYERSON     ","5"," EA ","                ","07/28/2017","14.5","            ","            ",""
"4110","PUR   38545","10","12-12E0303020","BAR, FLAT, 3/16"" X 3"" X 20', S","766074","2","RYERSON     ","1"," EA ","                ","07/28/2017","19.15","            ","            ",""
"4110","PUR   38545","10","13-4220200420","ANGLE, 2"" X 2"" X 1/4"" X 20'   ","766074","7","RYERSON     ","3"," EA ","                ","07/28/2017","504","            ","            ",""
"4110","PUR   38545","10","13-4210100220","ANGLE, 1"" X 1"" X 1/8"" X 20', S","766074","6","RYERSON     ","25"," EA ","                ","07/28/2017","1,052.50","            ","            ",""
"4150","INV   26289","3","13-3330300825","ANGLE, 3""X 3""X 1/2"" X 25', ALU","444540","    ","            ","1"," EA ","297.22","11/18/2016","297.22","            ","            ",""
"4150","INV   26290","1","150-00-00024","ANGLE, ALUM, GR 5086-H111,    ","444533","    ","            ","1"," EA ","233.83","11/18/2016","171.83","            ","            ",""
"4150","INV   26290","1","150-00-00021","ANGLE, ALUM, GR 5083, 1""X1""X1/","444532","    ","            ","1"," EA ","                ","11/18/2016","62","            ","            ",""
"4150","INV   26434","18","150-00-00030","BOLT, HEX HEAD, 3/8""-24 X 1""  ","447254","    ","            ","120"," EA ","99.6","12/22/2016","99.6","            ","            ",""
"4150","INV   26439","4","12-33E0403225","BAR, FLAT, 1/4"" X 3-3/16"" X 25","447533","    ","            ","6"," EA ","631.9","12/22/2016","631.9","            ","            ",""
"4150","INV   26457","4","12-33040060250","BAR, FLAT, 60MM X 4MM X 25', A","447549","    ","            ","14"," EA ","1,624.25","01/04/2017","1,197.00","            ","            ",""
"4150","INV   26457","4","11-33E060G08","PLATE, 3/8"" X 4' X 8', ALUMINU","447474","    ","            ","1"," EA ","                ","01/04/2017","427.25","            ","            ",""
"4150","INV   26458","6","11-35E030T20","PLATE, 3/16"" X 8' X 20', ALUMI","447475","    ","            ","1"," EA ","8,442.70","01/04/2017","1,108.55","            ","            ",""
"4150","INV   26458","6","150-01-0S207","ANGLE, AL, GR 5083-H111, ASTM ","447488","    ","            ","1"," EA ","                ","01/04/2017","103","            ","            ",""
"4150","INV   26458","6","150-00-00020","ANGLE, ALUM, GR 5086-H111,    ","447484","    ","            ","5"," EA ","                ","01/04/2017","400","            ","            ",""
"4150","INV   26458","6","150-00-00022","ANGLE, ALUM, GR 5086-H111,    ","447485","    ","            ","1"," EA ","                ","01/04/2017","46.44","            ","            ",""
"4150","INV   26458","6","150-00-00025","ANGLE, ALUM, GR 5086-H111,    ","447486","    ","            ","2"," EA ","                ","01/04/2017","260.4","            ","            ",""
"4150","INV   26458","6","150-00-00003","PLATE, ALUMINUM               ","447483","    ","            ","7"," EA ","                ","01/04/2017","4,372.17","            ","            ",""
"4150","INV   26458","6","150-00-00002","PLATE, ALUMINUM               ","447480","    ","            ","2"," EA ","                ","01/04/2017","1,908.00","            ","            ",""
"4150","INV   26458","6","150-01-00069","CHANNEL 2-1/2"" X 2"" X 1/8""    ","447487","    ","            ","5"," EA ","                ","01/04/2017","244.14","            ","            ",""
"4150","INV   26508","16","12-33E0803025","BAR, FLAT, 3"" X 1/2"" X 25', AL","447534","    ","            ","10"," EA ","1,604.69","01/19/2017","1,604.69","            ","            ",""
"4150","INV   26509","5","13-3330200425","ANGLE, 3"" X 2"" X 1/4"" X 25', A","447542","    ","            ","6"," EA ","2,786.02","01/19/2017","776.46","            ","            ",""
"4150","INV   26509","5","12-3307025420","BAR, FLAT, 7MM X 25MM X 20',  ","447529","    ","            ","60"," EA ","                ","01/19/2017","896.39","            ","            ",""
"4150","INV   26509","5","13-3320150425","ANGLE, 2"" X 1-1/2"" X 1/4 X 25'","447541","    ","            ","2"," EA ","                ","01/19/2017","178.6","            ","            ",""
"4150","INV   26509","5","13-3515150425","ANGLE, 1.5"" X 1.5"" X 0.25"" X 2","447543","    ","            ","9"," EA ","                ","01/19/2017","647.07","            ","            ",""
"4150","INV   26509","5","13-3315150325","ANGLE, 1-1/2"" X 1-1/2"" X 3/16""","447540","    ","            ","5"," EA ","                ","01/19/2017","287.5","            ","            ",""
"4150","INV   26514","18","13-3550300425","ANGLE,5"" X 3"" X 1/4"" X 25',AL ","444542","    ","            ","6"," EA ","1,969.32","01/19/2017","1,351.24","            ","            ",""
"4150","INV   26514","18","13-3315150425","ANGLE, 1-1/2"" X 1-1/2"" X 1/4"" ","444546","    ","            ","2"," EA ","                ","01/19/2017","202.86","            ","            ",""
"4150","INV   26514","18","13-3330200325","ANGLE, 3"" X 2"" X 3/16"" X 25', ","444547","    ","            ","1"," EA ","                ","01/19/2017","100","            ","            ",""
"4150","INV   26514","18","13-3340300625","ANGLE, 4"" X 3"" X 3/8"" X 25', A","444548","    ","            ","1"," EA ","                ","01/19/2017","315.22","            ","            ",""
"4150","INV   26516","14","13-3515150425","ANGLE, 1.5"" X 1.5"" X 0.25"" X 2","444541","    ","            ","7"," EA ","523.92","01/19/2017","523.92","            ","            ",""
"4150","INV   26552","10","12-33E0401825","BAR, FLAT, 1-3/4"" X 1/4"" X 25'","448351","    ","            ","16"," EA ","752","01/27/2017","752","            ","            ",""
"4150","PUR   37848","47","11-32E160G10","PLATE, 1"",4'X10' ALUM 5454-H32","510147","4","PIERCE ALUMI","1"," EA ","3,840.00","01/27/2017","3,840.00","            ","            ",""
"4150","INV   26629","8","150-00-00003","PLATE, ALUMINUM               ","448890","    ","            ","2"," EA ","-1,249.19","02/16/2017","-1,249.19","            ","            ",""
"4150","INV   26630","3","150-00-00002","PLATE, ALUMINUM               ","449001","    ","            ","2"," EA ","-1,908.00","02/16/2017","-1,908.00","            ","            ",""
"4150","INV   26638","1","150-00-00003","PLATE, ALUMINUM               ","449000","    ","            ","2"," EA ","1,249.19","02/16/2017","1,249.19","            ","            ",""
"4150","INV   26824","13","150-00-00022","ANGLE, ALUM, GR 5086-H111,    ","451157","    ","            ","1"," EA ","46.44","04/02/2017","46.44","            ","            ",""
"4150","INV   26828","1","11-33M190T20","PLATE, .748(19MM) X 96"" X 20',","451362","    ","            ","1"," EA ","37,920.99","04/02/2017","4,380.67","            ","            ",""
"4150","INV   26828","1","11-33M090T20","PLATE, .354(9MM)X 96""X 20', AL","451356","    ","            ","3"," EA ","                ","04/02/2017","6,193.92","            ","            ",""
"4150","INV   26828","1","11-33M070T20","PLATE, .275 (7MM) X 96"" X 20',","451355","    ","            ","1"," EA ","                ","04/02/2017","1,452.98","            ","            ",""
"4150","INV   26828","1","11-33M100T20","PLATE, .393 (10MM) X 96"" X 20'","451358","    ","            ","2"," EA ","                ","04/02/2017","4,592.00","            ","            ",""
"4150","INV   26828","1","11-33M110T20","PLATE, .433(11MM) X 96"" X 20',","451359","    ","            ","1"," EA ","                ","04/02/2017","2,498.17","            ","            ",""
"4150","INV   26828","1","11-33M095T20","PLATE, .374(9.5MM) X 96"" X 20'","451372","    ","            ","1"," EA ","                ","04/02/2017","1,976.04","            ","            ",""
"4150","INV   26828","1","11-33M190T20","PLATE, .748(19MM) X 96"" X 20',","451363","    ","            ","2"," EA ","                ","04/02/2017","8,541.56","            ","            ",""
"4150","INV   26828","1","11-33M110T20","PLATE, .433(11MM) X 96"" X 20',","451360","    ","            ","4"," EA ","                ","04/02/2017","7,706.84","            ","            ",""
"4150","INV   26828","1","11-33M150T20","PLATE, .591(15MM) X 96"" X 20',","451361","    ","            ","1"," EA ","                ","04/02/2017","578.81","            ","            ",""
"4150","INV   26917","1","12-33040060250","BAR, FLAT, 60MM X 4MM X 25', A","452367","    ","            ","8"," EA ","684","04/19/2017","684","            ","            ",""
"4150","PUR   38400","39","150-00-DC012-P01","PROGRESS PAYMENT - 30%        ","941034","2","R&A MANUFACT","1"," EA ","13,860.00","06/16/2017","13,860.00","            ","            ",""
"4150","PUR   38496","94","13-3320200425","ANGLE, 2"" X 2"" X 1/4"" X 25', A","766043","1","PIERCE ALUMI","67"," EA ","6,448.75","07/14/2017","6,448.75","            ","            ",""
"4150","PUR   38518","56","150-00-00004","ANGLE, ALUMINUM               ","766076","17","PIERCE ALUMI","11"," EA ","8,592.69","07/21/2017","638","            ","            ",""
"4150","PUR   38518","56","13-3310100425","ANGLE, 1"" X 1"" X 1/4"" X 25', A","766077","6","PIERCE ALUMI","1"," EA ","                ","07/21/2017","950","            ","            ",""
"4150","PUR   38518","56","12-33E0402525","BAR, FLAT, 2-1/2"" X 1/4"" X 25'","766077","4","PIERCE ALUMI","4"," EA ","                ","07/21/2017","249.2","            ","            ",""
"4150","PUR   38518","56","13-3325200425","ANGLE, 2-1/2"" X 2"" X 1/4"" X 25","766077","9","PIERCE ALUMI","6"," EA ","                ","07/21/2017","1,336.98","            ","            ",""
"4150","PUR   38518","56","150-00-00022","ANGLE, ALUM, GR 5086-H111,    ","766076","2","PIERCE ALUMI","3"," EA ","                ","07/21/2017","468","            ","            ",""
"4150","PUR   38518","56","13-3325250325","ANGLE, 2-1/2"" X 2-1/2"" X 3/16""","766077","10","PIERCE ALUMI","3"," EA ","                ","07/21/2017","1,200.00","            ","            ",""
"4150","PUR   38518","56","12-33E0201020","FLAT BAR, 1"" WIDE, 1/8 THK ALU","766076","4","PIERCE ALUMI","40"," LF ","                ","07/21/2017","296.64","            ","            ",""
"4150","PUR   38518","56","12-3306508025","BAR, FLAT, 1/4"" X 3-3/16"" X 25","766076","3","PIERCE ALUMI","3"," EA ","                ","07/21/2017","306.39","            ","            ",""
"4150","PUR   38518","56","13-3315150425","ANGLE, 1-1/2"" X 1-1/2"" X 1/4"" ","766076","8","PIERCE ALUMI","8"," EA ","                ","07/21/2017","510.48","            ","            ",""
"4150","PUR   38518","56","12-33E0404025","BAR, FLAT, 4"" X 1/4"" X 25', AL","766077","5","PIERCE ALUMI","16"," EA ","                ","07/21/2017","1,512.00","            ","            ",""
"4150","PUR   38518","56","13-3340300425","ANGLE, 4"" X 3"" X 1/4"" X 25', A","766078","8","PIERCE ALUMI","3"," EA ","                ","07/21/2017","1,125.00","            ","            ",""
"4150","PUR   38518","60","150-00-00004","ANGLE, ALUMINUM               ","766076","17","PIERCE ALUMI","11"," EA ","-887.2","07/21/2017","-638","            ","            ",""
"4150","PUR   38518","60","12-33E0402525","BAR, FLAT, 2-1/2"" X 1/4"" X 25'","766077","4","PIERCE ALUMI","4"," EA ","                ","07/21/2017","-249.2","            ","            ",""
"4150","PUR   38535","76","150-00-00011","PLATE, CRES 2205, 2' X 3'     ","766069","14","RYERSON     ","3"," EA ","885","07/25/2017","885","            ","            ",""
"4150","PUR   38536","19","11-33E030G08","PLATE, 3/16"" X 4' X 8', ALUMIN","766076","14","PIERCE ALUMI","2"," EA ","1,940.00","07/25/2017","490","            ","            ",""
"4150","PUR   38536","19","150-00-00003","PLATE, ALUMINUM               ","766076","16","PIERCE ALUMI","2"," EA ","                ","07/25/2017","1,450.00","            ","            ",""
"4150","PUR   38545","1","150-00-MC001","CHANNEL,EXTRUDED,7x4x3/8,15'L ","766061","1","TABER EXTRUS","20"," EA ","5,655.00","07/28/2017","5,655.00","            ","            ",""
"4150","PUR   38545","6","18-320800CR03","ROUND BAR, ALUM GR.5454, 1/2"" ","766076","11","PIERCE ALUMI","1"," EA ","12,553.70","07/28/2017","125","            ","            ",""
"4150","PUR   38545","6","13-3340400425","ANGLE, 4 X 4 X 1/4 X 25, ALUM ","766076","9","PIERCE ALUMI","2"," EA ","                ","07/28/2017","1,190.00","            ","            ",""
"4150","PUR   38545","6","13-3325250425","ANGLE, 2-1/2"" X 2-1/2"" X 1/4"" ","766078","1","PIERCE ALUMI","7"," EA ","                ","07/28/2017","1,122.38","            ","            ",""
"4150","PUR   38545","6","13-3330300325","ANGLE, 3"" X 3"" X 3/16"" X 25', ","766078","3","PIERCE ALUMI","8"," EA ","                ","07/28/2017","1,572.00","            ","            ",""
"4150","PUR   38545","6","13-3312120625","ANGLE, ALUM, GR 5086-H111,    ","766076","7","PIERCE ALUMI","1"," EA ","                ","07/28/2017","156","            ","            ",""
"4150","PUR   38545","6","13-3340400625","ANGLE, 4"" X 4"" X 3/8"" X 25', A","766078","11","PIERCE ALUMI","2"," EA ","                ","07/28/2017","1,376.00","            ","            ",""
"4150","PUR   38545","6","150-00-00019","FLAT BAR, 1/8"" X 1"", ALUM 5086","766076","20","PIERCE ALUMI","1"," EA ","                ","07/28/2017","148.32","            ","            ",""
"4150","PUR   38545","6","13-3330200325","ANGLE, 3"" X 2"" X 3/16"" X 25', ","766078","2","PIERCE ALUMI","1"," EA ","                ","07/28/2017","1,200.00","            ","            ",""
"4150","PUR   38545","6","18-330010CR12","BAR, ROUND, 5/8"" DIA x 12-0', ","766076","12","PIERCE ALUMI","1"," EA ","                ","07/28/2017","95","            ","            ",""
"4150","PUR   38545","6","13-3330300525","ANGLE, 3"" X 3"" X 5/16"" X 25', ","766078","5","PIERCE ALUMI","3"," EA ","                ","07/28/2017","1,350.00","            ","            ",""
"4150","PUR   38545","6","13-3330300625","ANGLE, 3"" X 3"" X 3/8"" X 25', A","766078","6","PIERCE ALUMI","2"," EA ","                ","07/28/2017","2,400.00","            ","            ",""
"4150","PUR   38545","6","13-3340300825","ANGLE, 4"" X 3"" X 1/2"" X 25', A","766078","10","PIERCE ALUMI","2"," EA ","                ","07/28/2017","1,372.00","            ","            ",""
"4150","PUR   38545","6","13-3340300625","ANGLE, 4"" X 3"" X 3/8"" X 25', A","766078","9","PIERCE ALUMI","1"," EA ","                ","07/28/2017","447","            ","            ",""
"4150","PUR   38562","11","17-3302020220","TUBE, SQ, 2"" X 2"" X 1/8"", ALUM","766076","10","PIERCE ALUMI","1"," EA ","10,462.50","07/29/2017","1,200.00","            ","            ",""
"4150","PUR   38562","11","150-00-0S600","TUBE, SQUARE, 1-1/2"" X .125   ","766076","22","PIERCE ALUMI","180"," LF ","                ","07/29/2017","6,750.00","            ","            ",""
"4150","PUR   38562","11","150-01-00069","CHANNEL 2-1/2"" X 2"" X 1/8""    ","766076","23","PIERCE ALUMI","15"," EA ","                ","07/29/2017","652.5","            ","            ",""
"4150","PUR   38562","11","11-33E080G08","PLATE, 1/2"" X 4' X 8', ALUMINU","766076","15","PIERCE ALUMI","1"," EA ","                ","07/29/2017","645","            ","            ",""
"4150","PUR   38562","11","150-00-00006","PLATE, 12MM X 96"" X 48"", ALUM,","766076","19","PIERCE ALUMI","2"," EA ","                ","07/29/2017","1,215.00","            ","            ",""
"4164","INV   26431","11","164-01-00002","BAR, FLAT (STOCK TO BE USED   ","446979","    ","            ","1"," EA ","20.33","12/22/2016","20.33","            ","            ",""
"4167","INV   26214","1","167-01-00012-802","CAPSCREW, HEXHD, .375-16UNC-2A","443579","    ","            ","20"," EA ","0.7","11/01/2016","0.2","            ","            ",""
"4167","INV   26214","1","167-01-00002-880","UPPER MIDDLE CONNECTING PLATE,","443577","    ","            ","1"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26214","1","167-01-00012-801","CAPSCREW, HEXHD, .500-13UNC-2A","443578","    ","            ","10"," EA ","                ","11/01/2016","0.1","            ","            ",""
"4167","INV   26214","1","167-01-00001-822","SLIDE PLATE, NAVAL BRASS      ","443570","    ","            ","2"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26214","1","167-01-00001-866","CAM VALVE ASSY., PORT, FOR WBM","443571","    ","            ","1"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26214","1","167-01-00002-868","CAM VALVE ASSY., PORT, FOR RC1","443575","    ","            ","1"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26214","1","167-01-00012-805","WASHER, FLAT, DIA. 0.250 NOM  ","443582","    ","            ","4"," EA ","                ","11/01/2016","0.04","            ","            ",""
"4167","INV   26214","1","167-01-00012-804","CAPSCREW, HEXSOC,.375-16UNC-2A","443581","    ","            ","2"," EA ","                ","11/01/2016","0.02","            ","            ",""
"4167","INV   26214","1","167-01-00012-803","NUT, SLFLKG .375-16UNC-2B, SST","443580","    ","            ","20"," EA ","                ","11/01/2016","0.2","            ","            ",""
"4167","INV   26214","1","167-01-00012-806","CAPSCREW, HEX HD, SLFLK,.250  ","443718","    ","            ","4"," EA ","                ","11/01/2016","0.04","            ","            ",""
"4167","INV   26214","1","167-01-00012-809","NUT, SPRING, 0.500-13UNC-2B   ","443719","    ","            ","10"," EA ","                ","11/01/2016","0.1","            ","            ",""
"4167","INV   26215","1","167-01-00410-801","COVER                         ","443734","    ","            ","1"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26215","1","167-01-00410-804","GASKET                        ","443735","    ","            ","1"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26215","1","167-01-00410-805","HEX HEAD CAPSCREW             ","443736","    ","            ","27"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26215","1","167-01-00410-809","UPPER AND LOWER BRACKET       ","443737","    ","            ","5"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26215","1","167-01-00012-827","PIN, HAIR                     ","443724","    ","            ","2"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26215","1","167-01-00012-825","PIN, HATCH STAY               ","443721","    ","            ","2"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26215","1","167-01-00012-838","LUBE CHART, PLATFORM          ","443733","    ","            ","1"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26215","1","167-01-00012-836","MOUNTING PLATE                ","443732","    ","            ","5"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26215","1","167-01-00012-835","BOOM STOP, RUBBER             ","443730","    ","            ","1"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26215","1","167-01-00012-834","PAD, RUBBER                   ","443729","    ","            ","1"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26215","1","167-01-00012-828","CHANNEL, MOUNT                ","443725","    ","            ","1"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26215","1","167-01-00012-833","LUBE CHART                    ","443728","    ","            ","1"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26215","1","167-01-00012-832","PLATE, INSTRUCTION            ","443727","    ","            ","2"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26215","1","167-01-00012-829","CHANNEL, MOUNT                ","443726","    ","            ","2"," EA ","                ","11/01/2016","0","            ","            ",""
"4167","INV   26236","20","167-01-00002-860","STOWAGE BRACKET, UPPER, FOR RC","444102","    ","            ","1"," EA ","                ","11/05/2016","0","            ","            ",""
"4167","INV   26236","20","167-01-00002-859","STOWAGE BRACKET, LOWER, FOR RC","444101","    ","            ","1"," EA ","                ","11/05/2016","0","            ","            ",""
"4167","INV   26236","20","167-01-00001-855","HAND PUMP, EMERGENCY, FOR WBMZ","444089","    ","            ","1"," EA ","                ","11/05/2016","0","            ","            ",""
"4167","INV   26237","8","167-01-00002-815","SCREW, CAP, GUIDE RAIL FOR RC1","444095","    ","            ","14"," EA ","                ","11/05/2016","0","            ","            ",""
"4167","INV   26256","2","167-01-00410-809","UPPER AND LOWER BRACKET       ","444335","    ","            ","4"," EA ","                ","11/11/2016","0","            ","            ",""
"4167","INV   26260","6","167-06-00009","EXTENSION SPRING STEEL        ","444215","    ","            ","8"," EA ","1,184.11","11/11/2016","7.52","            ","            ",""
"4167","INV   26260","6","167-01-00402-807","UPPER AND LOWER BRACKET       ","444127","    ","            ","6"," EA ","                ","11/11/2016","0","            ","            ",""
