"Ldger Acct","Document","Line","Item","Description","Order","Pos.","Cust/Supp","Quantity","Unit","Amount","Date","Integr Amounts","CLIN","Effort"
"4110","PUR   37506","16","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","133.35"," LO ","                ","10/31/2016","133.35","            ",""
"4110","PUR   37506","16","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","72.23"," LO ","                ","10/31/2016","72.23","            ",""
"4110","PUR   37506","16","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","177.81"," LO ","                ","10/31/2016","177.81","            ",""
"4110","PUR   37506","46","    110-00-00001","SERVICES FOR ABS TO CERTIFY   ","765866","1","ABS AMERICAS","216"," EA ","216","10/31/2016","216","            ",""
"4110","PUR   37507","1","    11-14M100T40","PLATE, 10MM (16.08#) X 96"" X 4","540282","32","ARCELORMITTA","2"," EA ","-16,222.18","10/31/2016","-16,222.18","            ",""
"4110","PUR   37507","3","    11-14M100T40","PLATE, 10MM (16.08#) X 96"" X 4","540282","32","ARCELORMITTA","2"," EA ","16,119.28","10/31/2016","16,119.28","            ",""
"4110","PUR   37508","1","    11-14M100T40","PLATE, 10MM (16.08#) X 96"" X 4","540282","32","ARCELORMITTA","2"," EA ","-16,222.18","10/31/2016","-16,222.18","            ",""
"4110","PUR   37508","3","    11-14M100T40","PLATE, 10MM (16.08#) X 96"" X 4","540282","32","ARCELORMITTA","2"," EA ","16,119.28","10/31/2016","16,119.28","            ",""
"4110","PUR   37509","1","    11-14M100T40","PLATE, 10MM (16.08#) X 96"" X 4","540282","32","ARCELORMITTA","2"," EA ","-16,222.18","10/31/2016","-16,222.18","            ",""
"4110","PUR   37509","3","    11-14M100T40","PLATE, 10MM (16.08#) X 96"" X 4","540282","32","ARCELORMITTA","2"," EA ","16,119.28","10/31/2016","16,119.28","            ",""
"4110","API  339801","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","10.66","10/04/2016","10.66","            ",""
"4110","API  339802","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","17.06","10/04/2016","17.06","            ",""
"4110","API  339803","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","34.11","10/04/2016","34.11","            ",""
"4110","API  339804","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","25.58","10/04/2016","25.58","            ",""
"4110","API  339805","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","9.24","10/04/2016","9.24","            ",""
"4110","API  339806","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","9.24","10/04/2016","9.24","            ",""
"4110","API  339807","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","68.22","10/04/2016","68.22","            ",""
"4110","API  339808","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","55.43","10/04/2016","55.43","            ",""
"4110","API  339809","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","55.43","10/04/2016","55.43","            ",""
"4110","API  339814","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","59.7","10/04/2016","59.7","            ",""
"4110","API  339816","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","48.32","10/04/2016","48.32","            ",""
"4110","API  339819","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","17.06","10/04/2016","17.06","            ",""
"4110","API  339821","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","49.74","10/04/2016","49.74","            ",""
"4110","API  339822","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","9.95","10/04/2016","9.95","            ",""
"4110","API  339823","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","11.37","10/04/2016","11.37","            ",""
"4110","API  339824","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","56.85","10/04/2016","56.85","            ",""
"4110","API  339835","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","11.6","10/05/2016","11.6","            ",""
"4110","API  339836","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","20.47","10/05/2016","20.47","            ",""
"4110","API  339837","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","9.55","10/05/2016","9.55","            ",""
"4110","API  339838","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","13.64","10/05/2016","13.64","            ",""
"4110","API  339839","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","32.75","10/05/2016","32.75","            ",""
"4110","API  339840","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","10.23","10/05/2016","10.23","            ",""
"4110","API  339841","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","26.61","10/05/2016","26.61","            ",""
"4110","API  339844","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","11.24","10/05/2016","11.24","            ",""
"4110","API  339845","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","30.7","10/05/2016","30.7","            ",""
"4110","API  339847","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","14.05","10/05/2016","14.05","            ",""
"4110","API  339848","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","38.2","10/05/2016","38.2","            ",""
"4110","API  339849","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","16.37","10/05/2016","16.37","            ",""
"4110","API  339850","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","43.66","10/05/2016","43.66","            ",""
"4110","API  339851","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","39.57","10/05/2016","39.57","            ",""
"4110","API  339852","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","27.29","10/05/2016","27.29","            ",""
"4110","API  339853","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","16.37","10/05/2016","16.37","            ",""
"4110","API  339854","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","13.02","10/05/2016","13.02","            ",""
"4110","API  339855","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","10.23","10/05/2016","10.23","            ",""
"4110","API  339856","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","24.56","10/05/2016","24.56","            ",""
"4110","API  339857","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","9.55","10/05/2016","9.55","            ",""
"4110","API  339858","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","11.6","10/05/2016","11.6","            ",""
"4110","API  339859","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","16.37","10/05/2016","16.37","            ",""
"4110","API  339860","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","20.47","10/05/2016","20.47","            ",""
"4110","API  339861","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","8.87","10/05/2016","8.87","            ",""
"4110","API  339862","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","30.02","10/05/2016","30.02","            ",""
"4110","API  339863","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","15.01","10/05/2016","15.01","            ",""
"4110","API  339977","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","101.62","10/06/2016","101.62","            ",""
"4110","API  339978","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","87.33","10/06/2016","87.33","            ",""
"4110","API  339979","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","73.68","10/06/2016","73.68","            ",""
"4110","API  339980","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","114.61","10/06/2016","114.61","            ",""
"4110","API  339981","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","109.16","10/06/2016","109.16","            ",""
"4110","API  340002","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","120.08","10/10/2016","120.08","            ",""
"4110","API  340139","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","87.33","10/11/2016","87.33","            ",""
"4110","API  340149","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","10.92","10/11/2016","10.92","            ",""
"4110","API  340150","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","22.48","10/11/2016","22.48","            ",""
"4110","API  340151","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","11.94","10/11/2016","11.94","            ",""
"4110","API  340152","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","46.36","10/11/2016","46.36","            ",""
"4110","API  340153","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","28.65","10/11/2016","28.65","            ",""
"4110","API  340154","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","22.52","10/11/2016","22.52","            ",""
"4110","API  340155","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","19.78","10/11/2016","19.78","            ",""
"4110","API  340264","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","106.08","10/12/2016","106.08","            ",""
"4110","API  340291","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","9.55","10/12/2016","9.55","            ",""
"4110","API  340292","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","87.33","10/12/2016","87.33","            ",""
"4110","API  340293","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","8.87","10/12/2016","8.87","            ",""
"4110","API  340294","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","10.92","10/12/2016","10.92","            ",""
"4110","API  340295","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","75.04","10/12/2016","75.04","            ",""
"4110","API  340296","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","27.29","10/12/2016","27.29","            ",""
"4110","API  340297","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","10.23","10/12/2016","10.23","            ",""
"4110","API  340298","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","16.37","10/12/2016","16.37","            ",""
"4110","API  340299","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","8.87","10/12/2016","8.87","            ",""
"4110","API  340300","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","27.29","10/12/2016","27.29","            ",""
"4110","API  340302","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","51.17","10/12/2016","51.17","            ",""
"4110","API  340304","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","9.55","10/12/2016","9.55","            ",""
"4110","API  340305","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","19.1","10/12/2016","19.1","            ",""
"4110","API  340306","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","31.54","10/12/2016","31.54","            ",""
"4110","API  340307","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","11.47","10/12/2016","11.47","            ",""
"4110","API  340308","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","10.75","10/12/2016","10.75","            ",""
"4110","API  340309","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","12.19","10/12/2016","12.19","            ",""
"4110","API  340310","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","23.19","10/12/2016","23.19","            ",""
"4110","API  340311","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","43.66","10/12/2016","43.66","            ",""
"4110","API  340312","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","54.58","10/12/2016","54.58","            ",""
"4110","API  340313","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","34.11","10/12/2016","34.11","            ",""
"4110","API  340314","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","68.22","10/12/2016","68.22","            ",""
"4110","API  340315","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","54.58","10/12/2016","54.58","            ",""
"4110","API  340316","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","21.83","10/12/2016","21.83","            ",""
"4110","API  340317","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","49.12","10/12/2016","49.12","            ",""
"4110","API  340412","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","57.9","10/18/2016","57.9","            ",""
"4110","API  340425","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","100.44","10/19/2016","100.44","            ",""
"4110","API  340562","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","28.43","10/20/2016","28.43","            ",""
"4110","API  340563","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","32.75","10/20/2016","32.75","            ",""
"4110","API  340564","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","25.99","10/20/2016","25.99","            ",""
"4110","API  340565","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","68.22","10/20/2016","68.22","            ",""
"4110","API  340566","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","27.29","10/20/2016","27.29","            ",""
"4110","API  340794","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","32.57","10/25/2016","32.57","            ",""
"4110","API  340795","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","29.58","10/25/2016","29.58","            ",""
"4110","API  340837","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","10.92","10/25/2016","10.92","            ",""
"4110","API  340838","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","49.12","10/25/2016","49.12","            ",""
"4110","API  340845","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","9.55","10/25/2016","9.55","            ",""
"4110","API  340847","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","8.87","10/25/2016","8.87","            ",""
"4110","API  340848","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","6.51","10/25/2016","6.51","            ",""
"4110","API  340849","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","14.48","10/25/2016","14.48","            ",""
"4110","API  340850","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","27.31","10/25/2016","27.31","            ",""
"4110","API  340851","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","29.79","10/25/2016","29.79","            ",""
"4110","API  340852","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","17.11","10/25/2016","17.11","            ",""
"4110","API  340921","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","38.53","10/26/2016","38.53","            ",""
"4110","API  340922","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","101.16","10/26/2016","101.16","            ",""
"4110","API  340923","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","58.76","10/26/2016","58.76","            ",""
"4110","API  340924","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","34.6","10/26/2016","34.6","            ",""
"4110","API  340925","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","33.39","10/26/2016","33.39","            ",""
"4110","API  340926","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","34.19","10/26/2016","34.19","            ",""
"4110","API  340928","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","32.27","10/26/2016","32.27","            ",""
"4110","API  340929","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","79.44","10/26/2016","79.44","            ",""
"4110","API  340930","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","63.17","10/26/2016","63.17","            ",""
"4110","API  340931","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","55.24","10/26/2016","55.24","            ",""
"4110","API  340939","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","31.57","10/26/2016","31.57","            ",""
"4110","API  340940","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","31.75","10/26/2016","31.75","            ",""
"4110","API  340941","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","73.58","10/26/2016","73.58","            ",""
"4110","API  340942","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","74.63","10/26/2016","74.63","            ",""
"4110","API  340943","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","68.78","10/26/2016","68.78","            ",""
"4110","API  340944","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","83.34","10/26/2016","83.34","            ",""
"4110","API  340945","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","61.27","10/26/2016","61.27","            ",""
"4110","API  340946","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","52.91","10/26/2016","52.91","            ",""
"4110","API  340947","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","35.57","10/26/2016","35.57","            ",""
"4110","API  340948","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","44.03","10/26/2016","44.03","            ",""
"4110","API  340949","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","129.46","10/26/2016","129.46","            ",""
"4110","API  340950","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","88.99","10/26/2016","88.99","            ",""
"4110","API  340951","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","48.08","10/26/2016","48.08","            ",""
"4110","API  340952","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","50.13","10/26/2016","50.13","            ",""
"4110","API  340953","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","49.23","10/26/2016","49.23","            ",""
"4110","API  340955","5","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","70.59","10/26/2016","70.59","            ",""
"4110","API  340956","7","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","104.73","10/26/2016","104.73","            ",""
"4110","API  340957","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","33.02","10/26/2016","33.02","            ",""
"4110","API  340958","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","43.42","10/26/2016","43.42","            ",""
"4110","API  340959","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","55.88","10/26/2016","55.88","            ",""
"4110","API  340961","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","53.21","10/26/2016","53.21","            ",""
"4110","API  341161","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","50.51","10/31/2016","50.51","            ",""
"4110","API  341162","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","49.65","10/31/2016","49.65","            ",""
"4110","API  341169","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","35.72","10/31/2016","35.72","            ",""
"4110","API  341170","7","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","84.74","10/31/2016","84.74","            ",""
"4110","API  341171","6","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","65.95","10/31/2016","65.95","            ",""
"4110","API  341172","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","60.45","10/31/2016","60.45","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","30.57"," LO ","1,075.22","11/01/2016","30.57","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","30.57"," LO ","                ","11/01/2016","30.57","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","30.57"," LO ","                ","11/01/2016","30.57","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","33.34"," LO ","                ","11/01/2016","33.34","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","33.34"," LO ","                ","11/01/2016","33.34","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","36.11"," LO ","                ","11/01/2016","36.11","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","38.9"," LO ","                ","11/01/2016","38.9","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","38.9"," LO ","                ","11/01/2016","38.9","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","44.45"," LO ","                ","11/01/2016","44.45","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","44.45"," LO ","                ","11/01/2016","44.45","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","47.23"," LO ","                ","11/01/2016","47.23","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","47.23"," LO ","                ","11/01/2016","47.23","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","47.23"," LO ","                ","11/01/2016","47.23","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","50.01"," LO ","                ","11/01/2016","50.01","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","50.01"," LO ","                ","11/01/2016","50.01","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","50.01"," LO ","                ","11/01/2016","50.01","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","52.79"," LO ","                ","11/01/2016","52.79","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","52.79"," LO ","                ","11/01/2016","52.79","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","55.57"," LO ","                ","11/01/2016","55.57","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","61.11"," LO ","                ","11/01/2016","61.11","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","66.68"," LO ","                ","11/01/2016","66.68","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","66.68"," LO ","                ","11/01/2016","66.68","            ",""
"4110","PUR   37514","1","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","66.68"," LO ","                ","11/01/2016","66.68","            ",""
"4110","PUR   37527","25","110-01-S0000-P01","PROGRESS PAYMENT - 30%        ","940798","2","R&A MANUFACT","1"," EA ","16,875.00","11/05/2016","16,875.00","            ",""
"4110","PUR   37527","39","   13-1640400820","ANGLE, 4"" X 4"" X 1/2"" X 20', S","940849","6","RONSON TECHN","2"," EA ","456","11/05/2016","456","            ",""
"4110","PUR   37528","4","    11-14M055T40","PLATE, 5.5MM(8.84#) X 96"" X 40","540282","23","ARCELORMITTA","1"," EA ","63,731.88","11/05/2016","4,873.26","            ",""
"4110","PUR   37528","4","    11-14M060T40","PLATE, 6MM(9.65#) X 96"" X 40',","540282","24","ARCELORMITTA","1"," EA ","                ","11/05/2016","5,315.81","            ",""
"4110","PUR   37528","4","    11-14M065T40","PLATE, 6.5MM(10.45#) X 96"" X 4","540282","25","ARCELORMITTA","1"," EA ","                ","11/05/2016","5,515.93","            ",""
"4110","PUR   37528","4","    11-14M085T40","PLATE, 8.5MM(13.67#) X 96"" X 4","540282","29","ARCELORMITTA","3"," EA ","                ","11/05/2016","21,508.59","            ",""
"4110","PUR   37528","4","    11-14M090T40","PLATE, 9MM (14.47#) X 96"" X 40","540282","30","ARCELORMITTA","1"," EA ","                ","11/05/2016","7,579.31","            ",""
"4110","PUR   37528","4","    11-14M110T40","PLATE, 11MM (17.69#) X 96"" X 4","540282","33","ARCELORMITTA","1"," EA ","                ","11/05/2016","8,864.82","            ",""
"4110","PUR   37528","4","    11-14M125T40","PLATE, 12.5MM(20.1#) X 96"" X 4","540282","35","ARCELORMITTA","1"," EA ","                ","11/05/2016","10,074.16","            ",""
"4110","PUR   37530","33","    11-14M110T40","PLATE, 11MM (17.69#) X 96"" X 4","540282","33","ARCELORMITTA","1"," EA ","67,234.18","11/05/2016","8,864.82","            ",""
"4110","PUR   37530","33","    11-14M150T40","PLATE, 15MM(24.12#) X 96"" X 40","540282","37","ARCELORMITTA","3"," EA ","                ","11/05/2016","37,192.08","            ",""
"4110","PUR   37530","33","    11-14M250T40","PLATE, 25MM(40.2#) X 96"" X 40'","540282","40","ARCELORMITTA","1"," EA ","                ","11/05/2016","21,177.28","            ",""
"4110","PUR   37550","57","    11-14M090T40","PLATE, 9MM (14.47#) X 96"" X 40","540282","30","ARCELORMITTA","4"," EA ","70,609.69","11/11/2016","30,317.24","            ",""
"4110","PUR   37550","57","    11-14M100T40","PLATE, 10MM (16.08#) X 96"" X 4","540282","32","ARCELORMITTA","1"," EA ","                ","11/11/2016","8,059.64","            ",""
"4110","PUR   37550","57","    11-14M130T40","PLATE, 13MM(20.9#) X 96"" X 40'","540282","36","ARCELORMITTA","3"," EA ","                ","11/11/2016","32,232.81","            ",""
"4110","PUR   37550","90","   12-33E0404020","FLAT BAR, 4"" WIDE, 1/4"" THK   ","940835","13","PIERCE ALUMI","1"," LF ","150.5","11/11/2016","6.02","            ",""
"4110","PUR   37550","90","   12-33E0404020","FLAT BAR, 4"" WIDE, 1/4"" THK   ","940835","13","PIERCE ALUMI","24"," LF ","                ","11/11/2016","144.48","            ",""
"4110","PUR   37551","12","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","138.89"," LO ","1,239.03","11/11/2016","138.89","            ",""
"4110","PUR   37551","12","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","55.57"," LO ","                ","11/11/2016","55.57","            ",""
"4110","PUR   37551","12","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","27.78"," LO ","                ","11/11/2016","27.78","            ",""
"4110","PUR   37551","12","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","47.23"," LO ","                ","11/11/2016","47.23","            ",""
"4110","PUR   37551","12","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","27.78"," LO ","                ","11/11/2016","27.78","            ",""
"4110","PUR   37551","12","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","33.34"," LO ","                ","11/11/2016","33.34","            ",""
"4110","PUR   37551","12","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","61.11"," LO ","                ","11/11/2016","61.11","            ",""
"4110","PUR   37551","12","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","50.01"," LO ","                ","11/11/2016","50.01","            ",""
"4110","PUR   37551","12","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","36.11"," LO ","                ","11/11/2016","36.11","            ",""
"4110","PUR   37551","12","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","166.7"," LO ","                ","11/11/2016","166.7","            ",""
"4110","PUR   37551","12","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","94.45"," LO ","                ","11/11/2016","94.45","            ",""
"4110","PUR   37551","12","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","138.91"," LO ","                ","11/11/2016","138.91","            ",""
