"Ldger Acct","Document","Line","Item","Description","Order","Pos.","Cust/Supp","Quantity","Unit","Amount","Date","Integr Amounts","CLIN","Effort"
"4002","PUR   36596","7","583-03-00001-P01","PROGRESS PAYMENT              ","950039","15","SCAN PACIFIC","1"," EA ","15,695.00","04/07/2016","15,695.00","            ",""
"4002","PUR   37942","49","  HPR-0001403-01","DIAMOND TREAD PLATE, ALUMINUM ","786864","1","PIERCE ALUMI","1"," EA ","892.3","03/01/2017","892.3","            ",""
"4002","INV   26711","4","  HPR-0001403-01","DIAMOND TREAD PLATE, ALUMINUM ","449973","    ","            ","1"," EA ","-623","03/03/2017","-623","            ",""
"4002","           ","     "," Project 0483   ","                     Total:   ","      ","    ","            ","            ","    ","15,964.30","          ","15,964.30","",""
"4008","API  321054","8","                ","                              ","930198","    ","GRAINGER    ","            "," EA ","19.15","09/29/2015","19.15","            ",""
"4008","AMI  147496","13","                ","                              ","      ","    ","UPS         ","            "," EA ","7.25","10/28/2015","7.25","            ",""
"4008","API  323720","8","                ","                              ","798747","    ","PROGRESSIVE ","            "," EA ","138.09","11/10/2015","138.09","            ",""
"4008","AMI  148515","3","                ","                              ","      ","    ","WESTY'S TRUC","            "," EA ","225","12/21/2015","225","            ",""
"4008","API  326724","5","                ","                              ","798888","    ","APPLIED INDU","            "," EA ","24.26","12/30/2015","24.26","            ",""
"4008","AMI  149014","17","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","172.04","01/28/2016","172.04","            ",""
"4008","AMI  149255","9","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","125.17","02/11/2016","125.17","            ",""
"4008","API  328382","2","                ","                              ","540276","    ","STEEL DYNAMI","            "," EA ","53.1","02/03/2016","53.1","            ",""
"4008","API  328383","2","                ","                              ","540276","    ","STEEL DYNAMI","            "," EA ","213.32","02/03/2016","213.32","            ",""
"4008","API  328385","2","                ","                              ","540276","    ","STEEL DYNAMI","            "," EA ","66.98","02/03/2016","66.98","            ",""
"4008","API  328387","2","                ","                              ","540276","    ","STEEL DYNAMI","            "," EA ","125.84","02/03/2016","125.84","            ",""
"4008","API  328389","4","                ","                              ","540276","    ","STEEL DYNAMI","            "," EA ","192.98","02/03/2016","192.98","            ",""
"4008","API  329552","3","                ","                              ","540257","    ","ARCELORMITTA","            "," EA ","149.54","02/23/2016","149.54","            ",""
"4008","API  329553","3","                ","                              ","540257","    ","ARCELORMITTA","            "," EA ","150","02/23/2016","150","            ",""
"4008","API  329554","3","                ","                              ","540257","    ","ARCELORMITTA","            "," EA ","150","02/23/2016","150","            ",""
"4008","AMI  149594","9","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","264.05","03/10/2016","264.05","            ",""
"4008","API  329733","2","                ","                              ","540276","    ","STEEL DYNAMI","            "," EA ","1,114.96","03/02/2016","1,114.96","            ",""
"4008","API  329737","4","                ","                              ","540276","    ","STEEL DYNAMI","            "," EA ","1,098.32","03/02/2016","1,098.32","            ",""
"4008","API  329919","2","                ","                              ","540276","    ","STEEL DYNAMI","            "," EA ","486.72","03/07/2016","486.72","            ",""
"4008","API  330148","2","                ","                              ","540276","    ","STEEL DYNAMI","            "," EA ","811.2","03/09/2016","811.2","            ",""
"4008","API  330756","2","                ","                              ","540257","    ","ARCELORMITTA","            "," EA ","154.6","03/22/2016","154.6","            ",""
"4008","API  330757","2","                ","                              ","540257","    ","ARCELORMITTA","            "," EA ","337.26","03/22/2016","337.26","            ",""
"4008","AMI  150204","11","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","679.35","04/21/2016","679.35","            ",""
"4008","AMI  150342","11","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","104.74","04/28/2016","104.74","            ",""
"4008","API  331360","4","                ","                              ","540257","    ","ARCELORMITTA","            "," EA ","131.03","04/04/2016","131.03","            ",""
"4008","API  331547","2","                ","                              ","950062","    ","FASTENAL COM","            "," EA ","118.89","04/05/2016","118.89","            ",""
"4008","API  332621","2","                ","                              ","540276","    ","STEEL DYNAMI","            "," EA ","1,060.88","04/26/2016","1,060.88","            ",""
"4008","AMI  150615","9","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","569.48","05/19/2016","569.48","            ",""
"4008","API  333362","4","                ","                              ","540276","    ","STEEL DYNAMI","            "," EA ","781.25","05/09/2016","781.25","            ",""
"4008","API  333363","2","                ","                              ","540276","    ","STEEL DYNAMI","            "," EA ","1,030.85","05/09/2016","1,030.85","            ",""
"4008","AMI  150711","4","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","221.37","06/02/2016","221.37","            ",""
"4008","AMI  150980","11","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","81.17","06/23/2016","81.17","            ",""
"4008","API  334419","8","                ","                              ","950254","    ","APPLIED INDU","            "," EA ","38.86","06/01/2016","38.86","            ",""
"4008","AMI  151331","10","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","301.25","07/14/2016","301.25","            ",""
"4008","API  335865","2","                ","                              ","900829","    ","APPLIED INDU","            "," EA ","54.51","07/06/2016","54.51","            ",""
"4008","API  336147","6","                ","                              ","940627","    ","FIRST SUPPLY","            "," EA ","5.2","07/11/2016","5.2","            ",""
"4008","API  336446","2","                ","                              ","900823","    ","APPLIED INDU","            "," EA ","34.51","07/18/2016","34.51","            ",""
"4008","API  336565","2","                ","                              ","940579","    ","ALRO STEEL C","            "," EA ","3.35","07/20/2016","3.35","            ",""
"4008","AMI  151610","9","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","176.77","08/04/2016","176.77","            ",""
"4008","AMI  151857","8","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","48.87","08/11/2016","48.87","            ",""
"4008","AMI  151910","12","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","524.77","08/18/2016","524.77","            ",""
"4008","API  336948","2","                ","                              ","540276","    ","STEEL DYNAMI","            "," EA ","197.91","08/01/2016","197.91","            ",""
"4008","API  337559","3","                ","                              ","940559","    ","APPLIED INDU","            "," EA ","73.69","08/16/2016","73.69","            ",""
"4008","API  338299","3","                ","                              ","940004","    ","FOX VALLEY M","            "," EA ","575","08/29/2016","575","            ",""
"4008","AMI  152182","14","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","999.19","09/08/2016","999.19","            ",""
"4008","AMI  152316","11","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","256.35","09/15/2016","256.35","            ",""
"4008","API  339447","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","739.02","09/26/2016","739.02","            ",""
"4008","API  339448","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","818.58","09/26/2016","818.58","            ",""
"4008","API  339458","4","                ","                              ","950377","    ","AM PRODUCT &","            "," EA ","20","09/26/2016","20","            ",""
"4008","API  339563","3","                ","                              ","799302","    ","PROGRESSIVE ","            "," EA ","19.61","09/26/2016","19.61","            ",""
"4008","API  339609","2","                ","                              ","540388","    ","ARCELORMITTA","            "," EA ","589.34","09/27/2016","589.34","            ",""
"4008","API  339610","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","716.24","09/27/2016","716.24","            ",""
"4008","API  339611","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","966.3","09/27/2016","966.3","            ",""
"4008","AMI  152688","14","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","485.99","10/13/2016","485.99","            ",""
"4008","API  339801","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","85.28","10/04/2016","85.28","            ",""
"4008","API  339802","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","136.45","10/04/2016","136.45","            ",""
"4008","API  339803","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","272.89","10/04/2016","272.89","            ",""
"4008","API  339804","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","204.65","10/04/2016","204.65","            ",""
"4008","API  339805","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","73.9","10/04/2016","73.9","            ",""
"4008","API  339806","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","73.9","10/04/2016","73.9","            ",""
"4008","API  339807","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","545.78","10/04/2016","545.78","            ",""
"4008","API  339808","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","443.41","10/04/2016","443.41","            ",""
"4008","API  339809","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","443.41","10/04/2016","443.41","            ",""
"4008","API  339810","2","                ","                              ","540388","    ","ARCELORMITTA","            "," EA ","147.8","10/04/2016","147.8","            ",""
"4008","API  339814","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","477.56","10/04/2016","477.56","            ",""
"4008","API  339816","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","386.57","10/04/2016","386.57","            ",""
"4008","API  339819","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","136.45","10/04/2016","136.45","            ",""
"4008","API  339821","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","397.89","10/04/2016","397.89","            ",""
"4008","API  339822","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","79.58","10/04/2016","79.58","            ",""
"4008","API  339823","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","90.96","10/04/2016","90.96","            ",""
"4008","API  339824","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","454.82","10/04/2016","454.82","            ",""
"4008","API  339828","3","                ","                              ","540388","    ","ARCELORMITTA","            "," EA ","193.75","10/04/2016","193.75","            ",""
"4008","API  339835","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","96.64","10/05/2016","96.64","            ",""
"4008","API  339836","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","170.57","10/05/2016","170.57","            ",""
"4008","API  339837","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","79.58","10/05/2016","79.58","            ",""
"4008","API  339838","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","113.7","10/05/2016","113.7","            ",""
"4008","API  339839","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","272.89","10/05/2016","272.89","            ",""
"4008","API  339840","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","85.28","10/05/2016","85.28","            ",""
"4008","API  339841","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","221.71","10/05/2016","221.71","            ",""
"4008","API  339844","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","93.68","10/05/2016","93.68","            ",""
"4008","API  339845","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","255.85","10/05/2016","255.85","            ",""
"4008","API  339846","3","                ","                              ","540388","    ","ARCELORMITTA","            "," EA ","294.66","10/05/2016","294.66","            ",""
"4008","API  339847","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","117.09","10/05/2016","117.09","            ",""
"4008","API  339848","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","318.33","10/05/2016","318.33","            ",""
"4008","API  339849","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","136.45","10/05/2016","136.45","            ",""
"4008","API  339850","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","363.85","10/05/2016","363.85","            ",""
"4008","API  339851","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","329.73","10/05/2016","329.73","            ",""
"4008","API  339852","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","227.41","10/05/2016","227.41","            ",""
"4008","API  339853","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","136.45","10/05/2016","136.45","            ",""
"4008","API  339854","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","108.47","10/05/2016","108.47","            ",""
"4008","API  339855","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","85.28","10/05/2016","85.28","            ",""
"4008","API  339856","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","204.67","10/05/2016","204.67","            ",""
"4008","API  339857","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","79.58","10/05/2016","79.58","            ",""
"4008","API  339858","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","96.64","10/05/2016","96.64","            ",""
"4008","API  339859","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","136.45","10/05/2016","136.45","            ",""
"4008","API  339860","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","170.57","10/05/2016","170.57","            ",""
"4008","API  339861","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","73.9","10/05/2016","73.9","            ",""
"4008","API  339862","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","250.17","10/05/2016","250.17","            ",""
"4008","API  339863","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","125.06","10/05/2016","125.06","            ",""
"4008","API  339977","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","812.93","10/06/2016","812.93","            ",""
"4008","API  339978","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","727.71","10/06/2016","727.71","            ",""
"4008","API  339979","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","614","10/06/2016","614","            ",""
"4008","API  339980","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","955.12","10/06/2016","955.12","            ",""
"4008","API  339981","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","909.64","10/06/2016","909.64","            ",""
"4008","API  340002","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","1,000.69","10/10/2016","1,000.69","            ",""
"4008","API  340139","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","727.71","10/11/2016","727.71","            ",""
"4008","API  340149","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","90.96","10/11/2016","90.96","            ",""
"4008","API  340150","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","187.34","10/11/2016","187.34","            ",""
"4008","API  340151","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","99.52","10/11/2016","99.52","            ",""
"4008","API  340152","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","386.37","10/11/2016","386.37","            ",""
"4008","API  340153","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","238.75","10/11/2016","238.75","            ",""
"4008","API  340154","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","187.63","10/11/2016","187.63","            ",""
"4008","API  340155","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","164.87","10/11/2016","164.87","            ",""
"4008","API  340264","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","884","10/12/2016","884","            ",""
"4008","API  340291","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","79.58","10/12/2016","79.58","            ",""
"4008","API  340292","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","727.71","10/12/2016","727.71","            ",""
"4008","API  340293","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","73.9","10/12/2016","73.9","            ",""
"4008","API  340294","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","90.96","10/12/2016","90.96","            ",""
"4008","API  340295","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","625.32","10/12/2016","625.32","            ",""
"4008","API  340296","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","227.41","10/12/2016","227.41","            ",""
"4008","API  340297","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","85.28","10/12/2016","85.28","            ",""
"4008","API  340298","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","136.45","10/12/2016","136.45","            ",""
"4008","API  340299","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","73.9","10/12/2016","73.9","            ",""
"4008","API  340300","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","227.41","10/12/2016","227.41","            ",""
"4008","API  340302","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","426.42","10/12/2016","426.42","            ",""
"4008","API  340304","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","79.58","10/12/2016","79.58","            ",""
"4008","API  340305","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","159.19","10/12/2016","159.19","            ",""
"4008","API  340306","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","262.81","10/12/2016","262.81","            ",""
"4008","API  340307","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","95.58","10/12/2016","95.58","            ",""
"4008","API  340308","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","89.62","10/12/2016","89.62","            ",""
"4008","API  340309","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","101.55","10/12/2016","101.55","            ",""
"4008","API  340310","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","193.29","10/12/2016","193.29","            ",""
"4008","API  340311","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","363.85","10/12/2016","363.85","            ",""
"4008","API  340312","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","454.82","10/12/2016","454.82","            ",""
"4008","API  340313","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","284.25","10/12/2016","284.25","            ",""
"4008","API  340314","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","568.5","10/12/2016","568.5","            ",""
"4008","API  340315","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","454.82","10/12/2016","454.82","            ",""
"4008","API  340316","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","181.93","10/12/2016","181.93","            ",""
"4008","API  340317","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","409.34","10/12/2016","409.34","            ",""
"4008","API  340412","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","368.46","10/18/2016","368.46","            ",""
"4008","API  340425","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","684.84","10/19/2016","684.84","            ",""
"4008","API  340562","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","227.41","10/20/2016","227.41","            ",""
"4008","API  340563","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","272.89","10/20/2016","272.89","            ",""
"4008","API  340564","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","216.6","10/20/2016","216.6","            ",""
"4008","API  340565","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","568.52","10/20/2016","568.52","            ",""
"4008","API  340566","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","227.41","10/20/2016","227.41","            ",""
"4008","API  340575","6","                ","                              ","799324","    ","CHROMALOX IN","            "," EA ","140.82","10/20/2016","140.82","            ",""
"4008","API  340794","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","207.24","10/25/2016","207.24","            ",""
"4008","API  340795","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","195.36","10/25/2016","195.36","            ",""
"4008","API  340837","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","90.96","10/25/2016","90.96","            ",""
"4008","API  340838","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","409.34","10/25/2016","409.34","            ",""
"4008","API  340840","3","                ","                              ","540388","    ","ARCELORMITTA","            "," EA ","110.5","10/25/2016","110.5","            ",""
"4008","API  340842","3","                ","                              ","540388","    ","ARCELORMITTA","            "," EA ","138.13","10/25/2016","138.13","            ",""
"4008","API  340843","3","                ","                              ","540388","    ","ARCELORMITTA","            "," EA ","82.88","10/25/2016","82.88","            ",""
"4008","API  340845","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","79.58","10/25/2016","79.58","            ",""
"4008","API  340847","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","73.9","10/25/2016","73.9","            ",""
"4008","API  340848","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","54.23","10/25/2016","54.23","            ",""
"4008","API  340849","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","92.13","10/25/2016","92.13","            ",""
"4008","API  340850","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","173.76","10/25/2016","173.76","            ",""
"4008","API  340851","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","189.57","10/25/2016","189.57","            ",""
"4008","API  340852","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","108.87","10/25/2016","108.87","            ",""
"4008","API  340921","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","234.53","10/26/2016","234.53","            ",""
"4008","API  340922","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","659.74","10/26/2016","659.74","            ",""
"4008","API  340923","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","357.7","10/26/2016","357.7","            ",""
"4008","API  340924","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","225.67","10/26/2016","225.67","            ",""
"4008","API  340925","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","203.25","10/26/2016","203.25","            ",""
"4008","API  340926","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","222.96","10/26/2016","222.96","            ",""
"4008","API  340928","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","205.35","10/26/2016","205.35","            ",""
"4008","API  340929","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","505.53","10/26/2016","505.53","            ",""
"4008","API  340930","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","401.99","10/26/2016","401.99","            ",""
"4008","API  340931","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","376.62","10/26/2016","376.62","            ",""
"4008","API  340939","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","215.25","10/26/2016","215.25","            ",""
"4008","API  340940","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","202.05","10/26/2016","202.05","            ",""
"4008","API  340941","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","479.86","10/26/2016","479.86","            ",""
"4008","API  340942","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","474.95","10/26/2016","474.95","            ",""
"4008","API  340943","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","418.66","10/26/2016","418.66","            ",""
"4008","API  340944","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","568.21","10/26/2016","568.21","            ",""
"4008","API  340945","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","399.6","10/26/2016","399.6","            ",""
"4008","API  340946","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","336.72","10/26/2016","336.72","            ",""
"4008","API  340947","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","226.34","10/26/2016","226.34","            ",""
"4008","API  340948","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","267.99","10/26/2016","267.99","            ",""
"4008","API  340949","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","823.85","10/26/2016","823.85","            ",""
"4008","API  340950","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","566.34","10/26/2016","566.34","            ",""
"4008","API  340951","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","292.65","10/26/2016","292.65","            ",""
"4008","API  340952","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","326.93","10/26/2016","326.93","            ",""
"4008","API  340953","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","321.05","10/26/2016","321.05","            ",""
"4008","API  340955","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","460.37","10/26/2016","460.37","            ",""
"4008","API  340956","6","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","683.04","10/26/2016","683.04","            ",""
"4008","API  340957","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","201","10/26/2016","201","            ",""
"4008","API  340958","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","276.32","10/26/2016","276.32","            ",""
"4008","API  340959","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","355.6","10/26/2016","355.6","            ",""
"4008","API  340961","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","443.41","10/26/2016","443.41","            ",""
"4008","API  341161","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","344.4","10/31/2016","344.4","            ",""
"4008","API  341162","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","315.95","10/31/2016","315.95","            ",""
"4008","API  341169","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","227.31","10/31/2016","227.31","            ",""
"4008","API  341170","6","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","577.75","10/31/2016","577.75","            ",""
"4008","API  341171","5","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","419.69","10/31/2016","419.69","            ",""
"4008","API  341172","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","384.68","10/31/2016","384.68","            ",""
"4008","AMI  152997","13","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","398.6","11/03/2016","398.6","            ",""
"4008","AMI  153009","2","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","337.03","11/09/2016","337.03","            ",""
"4008","AMI  153186","9","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","370.13","11/17/2016","370.13","            ",""
"4008","AMI  153242","1","                ","                              ","      ","    ","SAVINO DEL B","            "," EA ","125","11/21/2016","125","            ",""
"4008","API  341202","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","198.58","11/01/2016","198.58","            ",""
"4008","API  341203","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","171.52","11/01/2016","171.52","            ",""
"4008","API  341204","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","274.72","11/01/2016","274.72","            ",""
"4008","API  341205","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","116.55","11/01/2016","116.55","            ",""
"4008","API  341206","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","150.09","11/01/2016","150.09","            ",""
"4008","API  341207","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","145.51","11/01/2016","145.51","            ",""
"4008","API  341208","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","154.07","11/01/2016","154.07","            ",""
"4008","API  341209","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","128.41","11/01/2016","128.41","            ",""
"4008","API  341210","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","443.86","11/01/2016","443.86","            ",""
"4008","API  341236","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","178.88","11/01/2016","178.88","            ",""
"4008","API  341523","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","197.46","11/08/2016","197.46","            ",""
"4008","API  341565","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","96.17","11/08/2016","96.17","            ",""
"4008","API  341566","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","145.47","11/08/2016","145.47","            ",""
"4008","API  341567","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","193.97","11/08/2016","193.97","            ",""
"4008","API  341568","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","122.42","11/08/2016","122.42","            ",""
"4008","API  341569","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","108.87","11/08/2016","108.87","            ",""
"4008","API  341570","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","106.55","11/08/2016","106.55","            ",""
"4008","API  341571","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","154.39","11/08/2016","154.39","            ",""
"4008","API  341572","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","181.64","11/08/2016","181.64","            ",""
"4008","API  341666","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","772.33","11/09/2016","772.33","            ",""
